energy_gen_operating_month,energy_gen_country_iso2,energy_gen_bidding_zone_code,energy_gen_plant_id,energy_gen_unit_id,energy_gen_fuel_type_primary,energy_gen_capacity_mw,energy_gen_net_generation_mwh,energy_gen_capacity_factor_pct,energy_gen_planned_outage_hours,energy_gen_forced_outage_hours,energy_gen_emissions_co2_tons,energy_gen_emissions_nox_tons,energy_gen_emissions_so2_tons,energy_gen_water_withdrawal_m3,energy_gen_cooling_technology_code,energy_gen_renewable_guarantees_of_origin_mwh,energy_gen_grid_operator_entsoe_code,energy_gen_unit_retirement_year,energy_gen_data_extract_date
2018-09,CY,CY_BZ03,CY_PLANT_0261,CY_PLANT_0261_U05,NUCLEAR,1033.27,578825.05,75.78,64.4,11.85,165832.939,141.3257,13.6964,473425.78,SEA_WATER,0.0,ENTSOE_CY_TSO01,0,2025-11-01
2018-10,FR,FR_BZ04,FR_PLANT_0262,FR_PLANT_0262_U06,WASTE,91.192,9196.22,14.16,106.03,15.0,1664.68,1.9484,0.9841,3268881.0,HYBRID,0.0,ENTSOE_FR_TSO02,0,2024-02-04
2018-11,IT,IT_BZ05,IT_PLANT_0263,IT_PLANT_0263_U07,NUCLEAR,1349.35,842242.08,81.41,86.28,59.56,118340.689,36.7214,62.9352,12103901.7,DRY_COOLING,0.0,ENTSOE_IT_TSO03,2027,2024-08-25
2018-12,NL,NL_BZ06,NL_PLANT_0264,NL_PLANT_0264_U08,WASTE,149.468,58709.0,57.91,104.75,57.06,14494.085,12.1672,5.3682,408147.21,RECIRCULATING,0.0,ENTSOE_NL_TSO04,2028,2024-03-16
2019-01,SI,SI_BZ01,SI_PLANT_0265,SI_PLANT_0265_U01,NUCLEAR,1524.843,970646.82,88.15,108.02,37.61,43172.086,73.3295,100.8106,1587330.59,ONCE_THROUGH,0.0,ENTSOE_SI_TSO01,0,2025-04-10
2019-02,BG,BG_BZ02,BG_PLANT_0266,BG_PLANT_0266_U02,WASTE,248.279,117216.61,65.61,79.95,31.52,38023.198,23.0558,12.6205,1696881.84,AIR_COOLING,0.0,ENTSOE_BG_TSO02,2030,2025-11-24
2019-03,EE,EE_BZ03,EE_PLANT_0267,EE_PLANT_0267_U03,NUCLEAR,902.993,636021.57,91.48,100.07,48.69,213594.683,121.51,46.6091,29689508.87,SEA_WATER,0.0,ENTSOE_EE_TSO03,2031,2025-12-24
2019-04,HU,HU_BZ04,HU_PLANT_0268,HU_PLANT_0268_U04,WASTE,423.039,40921.25,12.69,43.66,64.12,32636.211,7.4237,0.9782,2954137.27,HYBRID,0.0,ENTSOE_HU_TSO04,0,2025-12-02
2019-05,LU,LU_BZ05,LU_PLANT_0269,LU_PLANT_0269_U05,NUCLEAR,376.634,247219.9,90.19,13.81,68.53,19009.677,15.0161,30.027,20338475.77,DRY_COOLING,0.0,ENTSOE_LU_TSO01,2033,2024-04-20
2019-06,RO,RO_BZ06,RO_PLANT_0270,RO_PLANT_0270_U06,WASTE,454.29,64624.15,21.42,67.4,50.09,20826.484,11.7136,6.9494,2952124.39,RECIRCULATING,0.0,ENTSOE_RO_TSO02,2034,2024-05-30
2019-07,AT,AT_BZ01,AT_PLANT_0271,AT_PLANT_0271_U07,NUCLEAR,519.809,254502.7,70.88,35.54,33.82,29534.216,35.3673,14.0332,5427672.46,ONCE_THROUGH,0.0,ENTSOE_AT_TSO03,2035,2025-02-18
2019-08,CZ,CZ_BZ02,CZ_PLANT_0272,CZ_PLANT_0272_U08,WASTE,300.143,33698.94,15.62,22.44,17.02,16726.053,3.733,0.8762,23164.68,AIR_COOLING,0.0,ENTSOE_CZ_TSO04,2036,2024-04-14
2019-09,DE,DE_BZ03,DE_PLANT_0273,DE_PLANT_0273_U01,NUCLEAR,1175.292,801320.59,93.09,33.04,22.27,286348.911,32.5591,56.0924,25207941.01,SEA_WATER,0.0,ENTSOE_DE_TSO01,0,2024-04-22
2019-10,LV,LV_BZ04,LV_PLANT_0274,LV_PLANT_0274_U02,WASTE,76.628,26353.69,45.72,65.24,25.19,8187.817,0.543,0.4918,5311486.08,HYBRID,0.0,ENTSOE_LV_TSO02,0,2025-01-08
2019-11,PL,PL_BZ05,PL_PLANT_0275,PL_PLANT_0275_U03,NUCLEAR,600.32,341296.58,74.59,64.5,47.0,154431.964,80.1616,33.2624,5594546.77,DRY_COOLING,0.0,ENTSOE_PL_TSO03,2039,2024-12-02
2019-12,ES,ES_BZ06,ES_PLANT_0276,ES_PLANT_0276_U04,WASTE,551.973,180154.74,46.53,89.98,34.36,93033.356,3.2797,4.0481,974730.63,RECIRCULATING,0.0,ENTSOE_ES_TSO04,0,2025-09-09
2020-01,HR,HR_BZ01,HR_PLANT_0277,HR_PLANT_0277_U05,NUCLEAR,1026.045,546211.63,75.85,61.25,30.63,260800.933,47.6159,68.6234,10027861.05,ONCE_THROUGH,0.0,ENTSOE_HR_TSO01,0,2024-01-19
2020-02,FI,FI_BZ02,FI_PLANT_0278,FI_PLANT_0278_U06,WASTE,388.638,51638.03,18.9,58.46,55.38,38235.918,12.4977,3.3591,4529779.02,AIR_COOLING,0.0,ENTSOE_FI_TSO02,2042,2024-08-02
2020-03,IE,IE_BZ03,IE_PLANT_0279,IE_PLANT_0279_U07,NUCLEAR,923.169,450482.56,71.59,65.52,18.52,97991.016,98.0562,47.2776,11644581.71,SEA_WATER,0.0,ENTSOE_IE_TSO03,2043,2026-01-07
2020-04,MT,MT_BZ04,MT_PLANT_0280,MT_PLANT_0280_U08,WASTE,587.324,262570.37,67.28,90.95,20.21,183341.92,18.7464,2.6492,1427863.18,HYBRID,0.0,ENTSOE_MT_TSO04,2044,2025-06-02
2020-05,SK,SK_BZ05,SK_PLANT_0281,SK_PLANT_0281_U01,NUCLEAR,1246.06,756466.35,84.01,24.98,46.63,145807.954,78.2741,30.6706,10938143.63,DRY_COOLING,0.0,ENTSOE_SK_TSO01,2045,2025-05-08
2020-06,BE,BE_BZ06,BE_PLANT_0282,BE_PLANT_0282_U02,WASTE,206.442,18790.4,12.01,122.01,35.04,17439.488,1.3698,2.3244,862637.01,RECIRCULATING,0.0,ENTSOE_BE_TSO02,2046,2024-06-26
2020-07,DK,DK_BZ01,DK_PLANT_0283,DK_PLANT_0283_U03,NUCLEAR,841.647,559978.3,93.02,62.98,42.2,231236.233,34.1857,29.0712,13954353.15,ONCE_THROUGH,0.0,ENTSOE_DK_TSO03,0,2025-07-09
2020-08,GR,GR_BZ02,GR_PLANT_0284,GR_PLANT_0284_U04,WASTE,374.999,156466.81,54.04,66.07,11.19,68292.084,38.8654,3.8393,1218384.59,AIR_COOLING,0.0,ENTSOE_GR_TSO04,0,2024-09-27
2020-09,LT,LT_BZ03,LT_PLANT_0285,LT_PLANT_0285_U05,NUCLEAR,1302.499,800694.55,92.59,12.69,66.27,101582.386,194.6479,8.2104,6495266.45,SEA_WATER,0.0,ENTSOE_LT_TSO01,0,2025-06-09
2020-10,PT,PT_BZ04,PT_PLANT_0286,PT_PLANT_0286_U06,WASTE,124.126,19409.86,23.04,87.86,33.57,10470.188,2.2342,1.7947,3860476.44,HYBRID,0.0,ENTSOE_PT_TSO02,2050,2024-07-11
2020-11,SE,SE_BZ05,SE_PLANT_0287,SE_PLANT_0287_U07,NUCLEAR,444.727,215859.42,71.46,78.38,24.08,20940.175,31.5925,16.7593,5228181.99,DRY_COOLING,0.0,ENTSOE_SE_TSO03,2025,2026-02-11
2020-12,CY,CY_BZ06,CY_PLANT_0288,CY_PLANT_0288_U08,WASTE,16.81,6399.85,52.43,66.84,12.55,464.175,1.2258,0.2981,131010.17,RECIRCULATING,0.0,ENTSOE_CY_TSO04,2026,2025-12-29
2021-01,FR,FR_BZ01,FR_PLANT_0289,FR_PLANT_0289_U01,NUCLEAR,1201.892,738364.57,83.18,105.68,26.77,83101.512,8.2623,20.513,19042342.05,ONCE_THROUGH,0.0,ENTSOE_FR_TSO01,2027,2025-10-18
2021-02,IT,IT_BZ02,IT_PLANT_0290,IT_PLANT_0290_U02,WASTE,316.065,125193.98,56.76,59.32,59.6,55055.627,3.9552,12.6163,1626439.32,AIR_COOLING,0.0,ENTSOE_IT_TSO02,0,2025-04-14
2021-03,NL,NL_BZ03,NL_PLANT_0291,NL_PLANT_0291_U03,NUCLEAR,1301.937,707414.15,72.62,81.34,22.93,186734.505,40.182,86.6427,3400656.38,SEA_WATER,0.0,ENTSOE_NL_TSO03,0,2025-10-10
2021-04,SI,SI_BZ04,SI_PLANT_0292,SI_PLANT_0292_U04,WASTE,185.918,66404.56,48.69,94.14,24.15,41942.497,3.0324,1.4317,5155268.26,HYBRID,0.0,ENTSOE_SI_TSO04,2030,2024-07-08
2021-05,BG,BG_BZ05,BG_PLANT_0293,BG_PLANT_0293_U05,NUCLEAR,1549.661,980905.03,94.99,73.35,0.09,261978.273,35.8586,10.0091,16043072.82,DRY_COOLING,0.0,ENTSOE_BG_TSO01,2031,2024-08-11
2021-06,EE,EE_BZ06,EE_PLANT_0294,EE_PLANT_0294_U06,WASTE,501.478,117586.06,33.43,103.33,13.62,8174.307,15.8043,4.8999,3329476.59,RECIRCULATING,0.0,ENTSOE_EE_TSO02,2032,2024-03-27
2021-07,HU,HU_BZ01,HU_PLANT_0295,HU_PLANT_0295_U07,NUCLEAR,1487.18,1076667.41,93.75,37.7,64.56,479272.7,225.6565,37.8502,15281329.8,ONCE_THROUGH,0.0,ENTSOE_HU_TSO03,2033,2026-01-13
2021-08,LU,LU_BZ02,LU_PLANT_0296,LU_PLANT_0296_U08,WASTE,530.983,80811.08,20.22,52.61,2.85,8509.605,6.0628,1.2086,826908.66,AIR_COOLING,0.0,ENTSOE_LU_TSO04,0,2025-01-17
2021-09,RO,RO_BZ03,RO_PLANT_0297,RO_PLANT_0297_U01,NUCLEAR,635.222,331393.55,70.6,4.86,39.77,101211.276,29.947,36.0201,12405409.29,SEA_WATER,0.0,ENTSOE_RO_TSO01,2035,2024-11-09
2021-10,AT,AT_BZ04,AT_PLANT_0298,AT_PLANT_0298_U02,WASTE,335.948,139953.74,57.2,102.33,64.68,96753.727,19.7546,8.3271,2391659.34,HYBRID,0.0,ENTSOE_AT_TSO02,0,2025-04-08
2021-11,CZ,CZ_BZ05,CZ_PLANT_0299,CZ_PLANT_0299_U03,NUCLEAR,490.61,321962.41,88.01,13.98,29.05,77709.854,30.6669,28.6184,17509911.09,DRY_COOLING,0.0,ENTSOE_CZ_TSO03,2037,2026-02-13
2021-12,DE,DE_BZ06,DE_PLANT_0300,DE_PLANT_0300_U04,WASTE,253.718,100794.49,54.16,26.94,23.94,38306.005,18.1536,2.3665,953495.98,RECIRCULATING,0.0,ENTSOE_DE_TSO04,2038,2025-03-22
2022-01,LV,LV_BZ01,LV_PLANT_0301,LV_PLANT_0301_U05,NUCLEAR,475.225,330044.59,92.13,67.14,70.45,54056.653,55.1746,3.5411,10706642.96,ONCE_THROUGH,0.0,ENTSOE_LV_TSO01,2039,2025-04-17
2022-02,PL,PL_BZ02,PL_PLANT_0302,PL_PLANT_0302_U06,WASTE,105.674,13167.26,17.76,137.14,51.98,1035.07,1.8536,0.6205,807999.64,AIR_COOLING,0.0,ENTSOE_PL_TSO02,2040,2024-04-02
2022-03,ES,ES_BZ03,ES_PLANT_0303,ES_PLANT_0303_U07,NUCLEAR,654.195,378844.53,83.61,105.1,16.57,151229.743,64.6574,38.7087,16345875.17,SEA_WATER,0.0,ENTSOE_ES_TSO03,2041,2024-11-28
2022-04,HR,HR_BZ04,HR_PLANT_0304,HR_PLANT_0304_U08,WASTE,504.637,185716.64,55.45,97.38,26.84,64483.107,20.1141,3.2261,24629.69,HYBRID,0.0,ENTSOE_HR_TSO04,0,2025-10-16
2022-05,FI,FI_BZ05,FI_PLANT_0305,FI_PLANT_0305_U01,NUCLEAR,1197.725,673446.79,80.63,51.46,49.7,67558.994,88.4333,19.1096,15387906.11,DRY_COOLING,0.0,ENTSOE_FI_TSO01,0,2024-07-19
2022-06,IE,IE_BZ06,IE_PLANT_0306,IE_PLANT_0306_U02,WASTE,290.077,88186.58,43.12,87.58,54.78,51320.12,18.2467,6.137,247473.04,RECIRCULATING,0.0,ENTSOE_IE_TSO02,0,2024-12-28
2022-07,MT,MT_BZ01,MT_PLANT_0307,MT_PLANT_0307_U03,NUCLEAR,917.783,529121.47,76.66,77.99,40.5,157303.322,17.2422,47.9885,13099701.79,ONCE_THROUGH,0.0,ENTSOE_MT_TSO03,2045,2024-12-20
2022-08,SK,SK_BZ02,SK_PLANT_0308,SK_PLANT_0308_U04,WASTE,348.073,119230.44,47.12,82.11,22.04,13081.862,28.2549,9.2407,1438338.81,AIR_COOLING,0.0,ENTSOE_SK_TSO04,2046,2025-04-15
2022-09,BE,BE_BZ03,BE_PLANT_0309,BE_PLANT_0309_U05,NUCLEAR,911.155,518718.59,79.68,103.1,59.3,230700.217,28.5766,41.6904,9468646.47,SEA_WATER,0.0,ENTSOE_BE_TSO01,2047,2024-01-15
2022-10,DK,DK_BZ04,DK_PLANT_0310,DK_PLANT_0310_U06,WASTE,279.412,48575.24,22.51,6.68,43.26,16085.813,10.9255,2.8245,2084378.15,HYBRID,0.0,ENTSOE_DK_TSO02,2048,2024-04-17
2022-11,GR,GR_BZ05,GR_PLANT_0311,GR_PLANT_0311_U07,NUCLEAR,1079.542,654559.63,82.6,97.43,34.66,168251.278,150.3196,3.8917,18736221.8,DRY_COOLING,0.0,ENTSOE_GR_TSO03,0,2024-11-16
2022-12,LT,LT_BZ06,LT_PLANT_0312,LT_PLANT_0312_U08,WASTE,74.129,20442.13,38.1,41.97,30.51,9734.541,0.8132,2.1258,1122872.81,RECIRCULATING,0.0,ENTSOE_LT_TSO04,0,2024-07-12
2023-01,PT,PT_BZ01,PT_PLANT_0313,PT_PLANT_0313_U01,NUCLEAR,334.798,215076.37,87.17,90.53,53.89,108865.007,43.7176,18.9452,15883662.96,ONCE_THROUGH,0.0,ENTSOE_PT_TSO01,0,2024-08-02
2023-02,SE,SE_BZ02,SE_PLANT_0314,SE_PLANT_0314_U02,WASTE,502.596,195789.82,50.17,103.43,31.51,52262.221,46.4657,12.311,2630375.93,AIR_COOLING,0.0,ENTSOE_SE_TSO02,2026,2025-08-18
2023-03,CY,CY_BZ03,CY_PLANT_0315,CY_PLANT_0315_U03,NUCLEAR,307.74,193528.38,90.5,71.84,24.69,18661.935,9.2229,11.4618,2798473.71,SEA_WATER,0.0,ENTSOE_CY_TSO03,2027,2025-04-30
2023-04,FR,FR_BZ04,FR_PLANT_0316,FR_PLANT_0316_U04,WASTE,103.207,12148.28,16.14,96.95,57.3,4966.954,0.846,0.3635,2229889.12,HYBRID,0.0,ENTSOE_FR_TSO04,2028,2024-11-06
2023-05,IT,IT_BZ05,IT_PLANT_0317,IT_PLANT_0317_U05,NUCLEAR,1029.284,661015.83,89.53,48.69,9.6,100552.944,114.0055,20.8602,21561338.4,DRY_COOLING,0.0,ENTSOE_IT_TSO01,0,2026-01-11
2023-06,NL,NL_BZ06,NL_PLANT_0318,NL_PLANT_0318_U06,WASTE,174.652,59517.75,49.86,6.63,4.6,8831.549,4.5494,5.9249,2534682.15,RECIRCULATING,0.0,ENTSOE_NL_TSO02,2030,2024-04-24
2023-07,SI,SI_BZ01,SI_PLANT_0319,SI_PLANT_0319_U07,NUCLEAR,1415.924,762718.46,80.27,1.24,1.46,67046.191,110.1159,53.1013,1078332.54,ONCE_THROUGH,0.0,ENTSOE_SI_TSO03,2031,2024-06-06
2023-08,BG,BG_BZ02,BG_PLANT_0320,BG_PLANT_0320_U08,WASTE,497.052,148502.51,40.59,27.26,16.54,46103.123,2.1863,7.947,1575804.83,AIR_COOLING,0.0,ENTSOE_BG_TSO04,2032,2024-05-27
2023-09,EE,EE_BZ03,EE_PLANT_0321,EE_PLANT_0321_U01,NUCLEAR,1475.526,909276.24,92.63,11.36,59.03,327145.545,13.3768,48.5822,14413394.12,SEA_WATER,0.0,ENTSOE_EE_TSO01,0,2024-05-25
2023-10,HU,HU_BZ04,HU_PLANT_0322,HU_PLANT_0322_U02,WASTE,297.096,57156.64,26.03,41.51,27.61,45028.802,8.607,5.3348,1155725.73,HYBRID,0.0,ENTSOE_HU_TSO02,2034,2024-05-22
2023-11,LU,LU_BZ05,LU_PLANT_0323,LU_PLANT_0323_U03,NUCLEAR,391.136,271734.37,89.52,38.0,10.06,134550.885,51.6082,3.2403,7369383.86,DRY_COOLING,0.0,ENTSOE_LU_TSO03,0,2025-08-23
2023-12,RO,RO_BZ06,RO_PLANT_0324,RO_PLANT_0324_U04,WASTE,10.475,3913.9,53.78,23.73,19.78,2606.364,0.4225,0.4543,1283179.45,RECIRCULATING,0.0,ENTSOE_RO_TSO04,2036,2024-05-24
2024-01,AT,AT_BZ01,AT_PLANT_0325,AT_PLANT_0325_U05,NUCLEAR,521.167,318130.74,79.33,12.64,23.17,57355.078,16.5869,26.6955,7164376.43,ONCE_THROUGH,0.0,ENTSOE_AT_TSO01,2037,2024-08-31
2024-02,CZ,CZ_BZ02,CZ_PLANT_0326,CZ_PLANT_0326_U06,WASTE,346.154,40188.07,16.01,41.26,42.05,4650.387,5.6173,5.0555,897579.82,AIR_COOLING,0.0,ENTSOE_CZ_TSO02,0,2024-08-13
2024-03,DE,DE_BZ03,DE_PLANT_0327,DE_PLANT_0327_U07,NUCLEAR,808.377,510400.54,92.06,95.7,36.38,150219.142,96.4171,48.6663,12173622.4,SEA_WATER,0.0,ENTSOE_DE_TSO03,0,2024-09-13
2024-04,LV,LV_BZ04,LV_PLANT_0328,LV_PLANT_0328_U08,WASTE,305.061,150695.19,65.26,56.53,67.61,71322.956,4.6051,5.5678,4212941.7,HYBRID,0.0,ENTSOE_LV_TSO04,0,2024-08-16
2024-05,PL,PL_BZ05,PL_PLANT_0329,PL_PLANT_0329_U01,NUCLEAR,736.088,392243.81,71.32,69.5,70.18,144611.543,12.7804,11.9878,17294510.91,DRY_COOLING,0.0,ENTSOE_PL_TSO01,0,2024-11-09
2024-06,ES,ES_BZ06,ES_PLANT_0330,ES_PLANT_0330_U02,WASTE,328.628,91200.49,38.78,69.38,49.16,51365.085,13.1508,5.1237,1073408.62,RECIRCULATING,0.0,ENTSOE_ES_TSO02,2042,2024-07-18
2024-07,HR,HR_BZ01,HR_PLANT_0331,HR_PLANT_0331_U03,NUCLEAR,467.107,234644.82,72.05,83.13,57.73,84580.498,34.7406,14.1367,2788195.9,ONCE_THROUGH,0.0,ENTSOE_HR_TSO03,2043,2025-04-13
2024-08,FI,FI_BZ02,FI_PLANT_0332,FI_PLANT_0332_U04,WASTE,109.757,9804.28,12.27,11.75,52.69,6566.692,1.2944,0.8168,869308.27,AIR_COOLING,0.0,ENTSOE_FI_TSO04,0,2024-10-10
2024-09,IE,IE_BZ03,IE_PLANT_0333,IE_PLANT_0333_U05,NUCLEAR,837.955,443807.93,73.71,99.5,32.36,91065.333,50.1477,21.4134,20836202.61,SEA_WATER,0.0,ENTSOE_IE_TSO01,0,2024-03-16
2024-10,MT,MT_BZ04,MT_PLANT_0334,MT_PLANT_0334_U06,WASTE,508.701,183463.09,50.49,25.09,65.4,90261.025,13.2096,9.5814,2067416.27,HYBRID,0.0,ENTSOE_MT_TSO02,0,2024-03-30
2024-11,SK,SK_BZ05,SK_PLANT_0335,SK_PLANT_0335_U07,NUCLEAR,1644.454,1112804.28,92.35,11.03,35.0,7319.706,49.0493,128.7152,13222021.91,DRY_COOLING,0.0,ENTSOE_SK_TSO03,0,2024-04-23
2024-12,BE,BE_BZ06,BE_PLANT_0336,BE_PLANT_0336_U08,WASTE,130.368,14977.0,15.15,35.91,52.74,1297.152,3.2085,0.3678,2272714.58,RECIRCULATING,0.0,ENTSOE_BE_TSO04,2048,2024-01-08
2025-01,DK,DK_BZ01,DK_PLANT_0337,DK_PLANT_0337_U01,NUCLEAR,1193.305,633293.05,73.48,6.09,61.94,43757.98,142.6571,80.944,21921928.58,ONCE_THROUGH,0.0,ENTSOE_DK_TSO01,0,2024-01-17
2025-02,GR,GR_BZ02,GR_PLANT_0338,GR_PLANT_0338_U02,WASTE,497.588,128471.42,37.97,89.46,11.36,18025.045,27.529,15.0213,1522483.41,AIR_COOLING,0.0,ENTSOE_GR_TSO02,0,2025-06-05
2025-03,LT,LT_BZ03,LT_PLANT_0339,LT_PLANT_0339_U03,NUCLEAR,1343.654,757141.61,75.48,75.49,4.13,78140.288,162.7633,20.6905,12132677.17,SEA_WATER,0.0,ENTSOE_LT_TSO03,2025,2024-04-17
2025-04,PT,PT_BZ04,PT_PLANT_0340,PT_PLANT_0340_U04,WASTE,557.069,70308.29,18.86,43.12,9.4,33546.004,14.64,7.193,1428122.1,HYBRID,0.0,ENTSOE_PT_TSO04,0,2026-01-22
2025-05,SE,SE_BZ05,SE_PLANT_0341,SE_PLANT_0341_U05,NUCLEAR,467.749,300079.03,90.12,96.1,56.91,114909.331,25.8345,4.9903,7557970.7,DRY_COOLING,0.0,ENTSOE_SE_TSO01,2027,2025-03-04
2025-06,CY,CY_BZ06,CY_PLANT_0342,CY_PLANT_0342_U06,WASTE,337.739,78802.95,34.5,36.1,12.33,51757.148,9.7806,6.0608,3006755.13,RECIRCULATING,0.0,ENTSOE_CY_TSO02,2028,2024-12-15
2025-07,FR,FR_BZ01,FR_PLANT_0343,FR_PLANT_0343_U07,NUCLEAR,450.106,295665.5,90.02,78.54,30.82,118735.236,67.034,19.9587,561232.46,ONCE_THROUGH,0.0,ENTSOE_FR_TSO03,2029,2025-07-18
2025-08,IT,IT_BZ02,IT_PLANT_0344,IT_PLANT_0344_U08,WASTE,334.339,104451.11,41.61,49.31,65.79,6546.733,12.9494,4.4945,517028.11,AIR_COOLING,0.0,ENTSOE_IT_TSO04,0,2025-02-06
2025-09,NL,NL_BZ03,NL_PLANT_0345,NL_PLANT_0345_U01,NUCLEAR,901.461,608583.14,94.22,43.38,30.37,149969.429,51.1177,33.3812,7575819.27,SEA_WATER,0.0,ENTSOE_NL_TSO01,0,2024-07-02
2025-10,SI,SI_BZ04,SI_PLANT_0346,SI_PLANT_0346_U02,WASTE,520.99,136419.56,33.98,83.37,20.37,39584.589,32.8632,2.6533,223111.16,HYBRID,0.0,ENTSOE_SI_TSO02,2032,2024-07-04
2025-11,BG,BG_BZ05,BG_PLANT_0347,BG_PLANT_0347_U03,NUCLEAR,509.93,302409.26,88.67,50.06,22.82,151808.96,7.8155,37.2522,12882331.26,DRY_COOLING,0.0,ENTSOE_BG_TSO03,0,2024-06-16
2025-12,EE,EE_BZ06,EE_PLANT_0348,EE_PLANT_0348_U04,WASTE,341.701,143857.97,55.68,30.27,58.27,87321.725,24.5854,10.7231,570478.26,RECIRCULATING,0.0,ENTSOE_EE_TSO04,2034,2025-03-01
2026-01,HU,HU_BZ01,HU_PLANT_0349,HU_PLANT_0349_U05,NUCLEAR,1081.304,556198.5,72.61,20.86,20.25,109933.721,19.8692,54.7137,18784629.31,ONCE_THROUGH,0.0,ENTSOE_HU_TSO01,0,2024-10-11
2026-02,LU,LU_BZ02,LU_PLANT_0350,LU_PLANT_0350_U06,WASTE,436.556,144308.27,46.66,42.25,9.86,12804.057,13.4102,8.5813,1849384.86,AIR_COOLING,0.0,ENTSOE_LU_TSO02,2036,2025-09-12
2026-03,RO,RO_BZ03,RO_PLANT_0351,RO_PLANT_0351_U07,NUCLEAR,415.17,253385.87,85.69,108.02,69.52,82169.208,23.0965,19.8157,4575368.3,SEA_WATER,0.0,ENTSOE_RO_TSO03,2037,2025-08-26
2026-04,AT,AT_BZ04,AT_PLANT_0352,AT_PLANT_0352_U08,WASTE,598.295,160693.15,38.34,106.66,41.72,28614.497,13.2002,1.7739,4321852.24,HYBRID,0.0,ENTSOE_AT_TSO04,2038,2024-11-18
2026-05,CZ,CZ_BZ05,CZ_PLANT_0353,CZ_PLANT_0353_U01,NUCLEAR,918.972,558467.58,86.18,13.89,35.84,223778.429,116.9579,6.9341,23504624.61,DRY_COOLING,0.0,ENTSOE_CZ_TSO01,0,2024-01-12
2026-06,DE,DE_BZ06,DE_PLANT_0354,DE_PLANT_0354_U02,WASTE,16.733,4935.69,40.25,56.5,69.13,916.459,0.7205,0.0363,1432369.57,RECIRCULATING,0.0,ENTSOE_DE_TSO02,2040,2024-08-12
2026-07,LV,LV_BZ01,LV_PLANT_0355,LV_PLANT_0355_U03,NUCLEAR,486.003,246864.36,70.52,72.94,11.22,29884.805,39.1058,11.9476,3779039.38,ONCE_THROUGH,0.0,ENTSOE_LV_TSO03,2041,2025-01-11
2026-08,PL,PL_BZ02,PL_PLANT_0356,PL_PLANT_0356_U04,WASTE,112.229,52709.03,63.91,1.19,10.46,30415.702,8.6406,3.3156,2741194.94,AIR_COOLING,0.0,ENTSOE_PL_TSO04,2042,2025-08-20
2026-09,ES,ES_BZ03,ES_PLANT_0357,ES_PLANT_0357_U05,NUCLEAR,1372.887,793940.01,86.26,111.06,70.77,37862.411,8.48,97.3187,20875881.29,SEA_WATER,0.0,ENTSOE_ES_TSO01,2043,2024-03-12
2026-10,HR,HR_BZ04,HR_PLANT_0358,HR_PLANT_0358_U06,WASTE,389.107,79907.14,27.01,81.95,11.69,58559.723,6.7934,5.4788,1056433.48,HYBRID,0.0,ENTSOE_HR_TSO02,2044,2024-12-27
2026-11,FI,FI_BZ05,FI_PLANT_0359,FI_PLANT_0359_U07,NUCLEAR,977.168,647142.02,93.3,46.43,56.89,208731.949,142.1262,6.695,27334251.5,DRY_COOLING,0.0,ENTSOE_FI_TSO03,2045,2024-06-14
2026-12,IE,IE_BZ06,IE_PLANT_0360,IE_PLANT_0360_U08,WASTE,451.655,43184.9,13.54,88.35,10.2,17355.153,6.8526,0.8236,1774398.44,RECIRCULATING,0.0,ENTSOE_IE_TSO04,0,2025-02-09
2017-01,MT,MT_BZ01,MT_PLANT_0361,MT_PLANT_0361_U01,NUCLEAR,1530.535,930697.59,80.01,8.27,28.46,284488.015,75.6501,110.1174,5989783.5,ONCE_THROUGH,0.0,ENTSOE_MT_TSO01,0,2024-06-01
2017-02,SK,SK_BZ02,SK_PLANT_0362,SK_PLANT_0362_U02,WASTE,115.177,21132.96,25.4,96.67,71.71,16408.39,4.2094,1.4385,209252.08,AIR_COOLING,0.0,ENTSOE_SK_TSO02,0,2024-11-06
2017-03,BE,BE_BZ03,BE_PLANT_0363,BE_PLANT_0363_U03,NUCLEAR,597.374,357183.53,84.43,75.02,40.53,134096.128,48.591,37.7342,9506820.89,SEA_WATER,0.0,ENTSOE_BE_TSO03,0,2024-05-23
2017-04,DK,DK_BZ04,DK_PLANT_0364,DK_PLANT_0364_U04,WASTE,464.371,167875.34,52.74,21.13,43.83,108591.78,26.2229,14.3688,2724174.4,HYBRID,0.0,ENTSOE_DK_TSO04,2050,2024-12-20
2017-05,GR,GR_BZ05,GR_PLANT_0365,GR_PLANT_0365_U05,NUCLEAR,871.069,496799.28,82.51,7.54,44.0,52770.354,57.9013,3.8686,4986271.22,DRY_COOLING,0.0,ENTSOE_GR_TSO01,2025,2025-03-20
2017-06,LT,LT_BZ06,LT_PLANT_0366,LT_PLANT_0366_U06,WASTE,516.718,86746.18,23.11,25.31,53.42,15071.099,17.2866,4.3287,977503.47,RECIRCULATING,0.0,ENTSOE_LT_TSO02,2026,2024-03-12
2017-07,PT,PT_BZ01,PT_PLANT_0367,PT_PLANT_0367_U07,NUCLEAR,1421.357,945501.06,92.56,36.08,48.22,348679.84,114.9773,46.7993,12466519.97,ONCE_THROUGH,0.0,ENTSOE_PT_TSO03,2027,2025-10-23
2017-08,SE,SE_BZ02,SE_PLANT_0368,SE_PLANT_0368_U08,WASTE,186.76,69317.85,54.63,60.95,39.27,32635.286,4.8372,0.3373,2086716.45,AIR_COOLING,0.0,ENTSOE_SE_TSO04,2028,2026-01-30
