soc_case_report_month,soc_case_state_ut_code,soc_case_district_lgd_code,soc_case_program_code,soc_case_household_id_hash,soc_case_ration_card_type_code,soc_case_aadhaar_seeded_flag,soc_case_household_size,soc_case_eligible_persons_count,soc_case_participants_count,soc_case_new_applications_count,soc_case_approved_applications_count,soc_case_denied_applications_count,soc_case_recertification_due_count,soc_case_churn_rate_pct,soc_case_average_benefit_inr,soc_case_benefit_duration_months,soc_case_dbt_payment_channel,soc_case_benefit_upi_vpa_hash,soc_case_data_latency_days
2020-02,LA,733864,ICDS,109d6d35ab584d808f6424,PHH,1,2,4,3,25,20,5,68,7.07,3913.85,23,UPI,08aca010c63244dea46b9f81,16
2020-12,GJ,776366,PMAYG,55898fbf65c6451f8aa634,PHH,0,1,1,0,56,33,23,44,8.75,2052.43,40,UPI,9c95c3f50f284da78bec18b6,7
2023-01,AN,126830,PMUY,042d544196504e6ab59950,PHH,1,2,2,0,88,77,11,51,5.91,5960.08,54,UPI,4e024cf6135a4fe1a256c4e3,15
2020-01,PY,556908,PMSBY,5208882c1ae54fe18ced44,NPHH,1,7,8,8,102,88,14,54,17.19,4103.13,11,NEFT,97792f38a40447a3b1467629,9
2022-03,KL,172876,MGNREGA,2502d8c2cc8d4db799c1ca,SPHH,0,4,4,3,58,33,25,17,5.59,2529.59,58,UPI,d441d3eaf577481c8651394f,7
2019-10,NL,751087,PMUY,4e9070e3c04b438592b051,NPHH,1,1,3,1,108,69,39,3,9.99,6404.77,49,AEPS,bfdf3467cb6a4187a047aa24,3
2022-10,PB,850665,MGNREGA,8218a694d4c74992972f9e,AAY,0,2,3,1,36,7,29,31,15.45,6209.81,5,NEFT,88a8e46941de47aebb7ed907,5
2019-02,NL,882424,PMAYG,58b2de3baa1c4ff9a55edf,NPHH,0,1,1,0,104,93,11,14,12.12,5127.41,50,IMPS,72f33290cea84d629b08c689,14
2023-12,KA,638356,PMUY,d48a0d708f6a4a17952eb8,SPHH,0,7,7,5,30,0,30,25,6.15,5208.44,38,UPI,9a9252483bce4845b1e73d8c,4
2019-05,LD,666052,PMUY,e1ce210d55674166956068,NPHH,1,4,6,5,7,0,7,25,10.17,6359.07,58,UPI,875058afe2814ed79d0949b3,1
2020-05,LD,933930,MGNREGA,b06f40e4121b46708c1444,PHH,1,1,2,1,87,76,11,62,1.95,4022.83,13,UPI,80b520b4a5604ebba060f768,5
2020-03,MH,651194,NSAP,220c0b6d533c4f40963a2a,PHH,1,2,4,4,90,48,42,25,10.05,5756.12,59,NEFT,58b467f53b0a4c718a7238a5,20
2024-10,AN,501646,PMAYG,3cdd30ef47064a4e8eda1e,AAY,1,5,5,5,111,69,42,12,8.05,701.93,3,NEFT,04776b7c8c9e4f58aa0322a4,3
2019-05,MN,779112,PMJJBY,96e6a2bbbdb84423a7cfb6,NPHH,1,5,4,2,110,80,30,76,13.76,3735.19,5,NEFT,8c8b4e82094f4eda8abea28b,3
2022-01,AN,631754,PMJJBY,249ee809ccec4e9fb582e7,SPHH,1,7,9,7,12,0,12,3,15.34,3415.6,27,AEPS,9f342313a47149f99f6903a1,8
2023-02,SK,858208,PMSBY,918c08cb6bce481bac632f,NPHH,1,1,1,0,74,57,17,16,3.99,533.89,39,IMPS,2e1b09c802fa4b7a8f0bdec2,8
2022-08,MZ,572230,NSAP,0d99cd0324fa41578e6baf,AAY,0,1,3,1,84,63,21,27,1.93,839.1,10,IMPS,370d77aaed4b462f8eaa2984,19
2023-10,CG,882147,PMSBY,0751aa87f3454d0fb44e20,AAY,0,1,2,2,72,63,9,5,7.33,435.4,17,UPI,838151b0a1bf441b9a5164f6,4
2024-08,TS,140377,NSAP,a8623f8a61bb4d6ca46799,NPHH,1,4,3,2,2,0,2,71,9.85,2122.89,24,NEFT,9cea7a805944454a80377838,8
2021-10,KL,132787,JJM,491107e0b1d44cf2a21a05,AAY,1,6,8,7,5,0,5,28,7.09,631.77,8,IMPS,bf636abcad7d4240943399ea,6
2024-10,HR,189134,PMAYG,6fb8ed6d8e854e0a9427c3,SPHH,1,6,5,3,80,73,7,62,11.5,2923.59,11,IMPS,6b25c619c2484562a32db1fb,5
2021-03,GJ,600570,ICDS,6a5a5dc785b14ff39710a8,PHH,1,2,2,1,102,65,37,10,9.35,5339.03,9,AEPS,e8a959a414814ce29588c1d5,6
2025-11,PY,738077,ICDS,28a7255c77c4466a8f3559,NPHH,1,6,6,4,21,15,6,41,16.89,4105.74,57,NEFT,9d77f554d2414e9982663639,5
2022-07,BR,294642,NSAP,b61efdc5882d4bd2b93196,NPHH,1,6,7,5,5,0,5,10,7.66,4477.5,56,NEFT,aa26657efdea4972ba837b18,15
2024-02,AN,240172,PMAYG,048cf915fb864948bdfdd4,NPHH,1,2,3,1,48,27,21,18,1.94,495.34,38,AEPS,3f069ef13b16463ebe00a8b7,16
2025-02,DL,874310,MGNREGA,4bf092d36cda45bdaf83cf,PHH,0,6,7,5,37,35,2,32,5.78,5505.06,41,NEFT,6c5f688dd7574bd98ba3e1e1,3
2024-07,AR,775484,PMUY,8062903ea2e54fcdabeb4f,SPHH,1,4,4,2,117,76,41,69,11.1,1206.38,9,IMPS,ed9d7c902f1d444c8ce640c3,10
2024-12,SK,683557,PMAYG,a63d1cbb9eca4c6ca6798b,SPHH,1,1,2,2,111,62,49,24,4.98,2176.44,3,UPI,ef385ea40b87434b9126284b,5
2022-10,RJ,539530,PMJJBY,551f6101d36c42dcad341d,NPHH,1,4,3,2,66,35,31,60,5.21,3504.12,23,UPI,35ba59cb034a43c9bdf682ae,18
2019-04,MP,478199,PMJJBY,5fd852e3618444e28dc828,AAY,1,7,8,7,113,80,33,7,6.44,6065.96,59,UPI,278ca0b8ba844f57bca23698,2
2022-06,TR,118475,ICDS,6babae7ba5204ca99b852f,NPHH,0,6,5,5,27,16,11,20,13.56,6488.52,29,NEFT,162bf3ee68b442bc8bec7789,8
2020-04,MN,269293,PDS,e63f74a1be73462da2b823,PHH,0,3,2,1,119,77,42,48,16.95,5152.5,48,AEPS,23b7de06a25948cdb314698b,6
2025-03,ML,907292,PDS,26ff32f241744b558a175a,AAY,1,7,8,7,53,14,39,37,6.63,4821.75,22,UPI,71d0952f42034e23b4b9ed4e,7
2020-08,ML,405120,PMKISAN,3043c5fed7d5482892d26e,SPHH,1,4,3,2,57,36,21,40,3.92,3571.63,19,AEPS,ee57e1641eb444d5b2728bea,19
2020-08,AN,734087,PMAYG,93e01f34c0b34d6c9fce80,NPHH,0,4,6,6,6,0,6,54,7.86,4426.89,48,AEPS,6efea330d22545efbc216448,11
2020-09,TN,733399,PDS,ec66911e4a8845bfbe0288,AAY,0,1,1,0,21,0,21,6,6.66,1195.43,28,UPI,8f8768dac3a346499cbbfe45,7
2023-06,MH,378479,PMAYG,cb17192be0ba4f2f83202a,AAY,1,8,7,6,23,0,23,55,17.83,1969.02,44,UPI,cf99d390c962436dba26c626,16
2022-12,LA,283923,PMAYG,d3f59cfdfdd94071a2f379,NPHH,0,7,9,9,58,49,9,69,8.62,6404.79,43,AEPS,b68314117f8444358f5f8718,16
2025-08,AN,722499,JJM,63220be8ca5d4a98b08d5a,NPHH,1,2,1,0,22,6,16,61,12.39,6373.61,43,IMPS,2e08ebed1ccc43f4b7aac3d4,3
2021-11,LA,184224,PMJJBY,fcac2633e5eb4c6ea5e390,AAY,0,5,7,7,12,3,9,22,16.49,2302.43,40,UPI,c198be9a6bd348d0ae86a867,9
2020-12,UK,545340,PDS,b73ece8c15aa407da47b69,NPHH,0,7,7,7,72,56,16,28,11.51,1794.5,48,AEPS,768a28f6a79543fe993c5cf7,8
2019-05,MN,899224,PMJJBY,c35434d7a5654fe0934c8e,NPHH,1,5,7,6,104,60,44,76,4.86,1723.01,28,IMPS,8f373450addc4abc9fa1fef2,9
2019-01,WB,740195,PMAYG,60315cf513964c91873704,NPHH,1,2,4,3,8,0,8,63,11.13,3306.16,18,IMPS,2e6a1157b531475482bb9c30,7
2021-08,KL,787788,ICDS,6c556596c7cf4ece877219,AAY,1,8,7,5,67,23,44,74,7.53,1687.35,31,IMPS,a3f66d5c35c14e98ad61e475,17
2025-06,JH,174940,PDS,f5ac6f6c7edd4e29a62b55,SPHH,1,3,3,3,115,101,14,73,7.89,4320.68,20,UPI,cdfc44c4f1724f03984c5622,20
2022-08,MZ,279815,PDS,336dd06c74ff4605a1f6b7,NPHH,0,3,4,3,48,24,24,34,17.64,763.88,3,NEFT,8c636f82c8834da4882baf84,0
2025-04,LD,347588,PMAYG,170fcde340844060bdd1cf,NPHH,1,3,5,3,21,0,21,10,5.38,942.8,22,UPI,bca535204f294600b540ce54,17
2019-09,RJ,363080,ICDS,c2c4b69a16ec49ee8320f2,SPHH,1,8,7,7,9,3,6,18,8.71,2016.99,30,IMPS,e477ecd8bd8249fe934816d8,18
2019-08,MH,274673,ICDS,d1f3e389e88f48c380bd16,AAY,1,5,4,2,112,103,9,23,3.3,5120.15,31,AEPS,404de440306d4e21aa457f07,7
2024-11,MZ,974862,MGNREGA,8c7a90f2ecad4f458237f0,AAY,0,6,6,4,48,33,15,66,3.62,2304.4,21,IMPS,3eda8e6087b94a76afc3c1fd,10
2019-09,KA,248458,PMJJBY,e8ef2b5fdc874b6c84541b,PHH,1,8,7,5,12,10,2,22,11.06,3219.06,43,IMPS,b892b99d54064df2ba66af84,2
2019-05,TS,737365,PMSBY,8be00d801a1c49b599da7d,AAY,0,8,8,6,103,66,37,28,13.64,4371.06,17,UPI,faf753a612754c51acb6c0db,7
2021-10,MP,628075,PMSBY,4a9d33a4177340bc9e4c19,AAY,1,7,6,6,96,69,27,68,11.64,5188.95,39,IMPS,4b687c3b8cd846d68e7c4a2c,5
2025-06,PB,649469,NSAP,6d676611d0e341fe8783f5,AAY,1,8,10,9,84,42,42,13,6.26,2204.08,16,AEPS,58c16b01c0234613b3bef521,19
2023-10,MH,293187,NSAP,418e745a5f03470d80a856,NPHH,0,8,10,8,10,0,10,53,1.54,4832.01,59,UPI,a2a0d6f921a8418e9b9ef45b,2
2019-09,KL,376865,ICDS,c1454db27664497c978023,SPHH,1,8,7,7,9,0,9,44,8.73,2073.62,39,UPI,0d435dcbe03e4c6f921dad6e,7
2024-11,LD,645847,PMKISAN,b7f7c15fe51b42fe8125bd,SPHH,1,6,7,6,26,0,26,78,9.32,4295.69,33,IMPS,016b44e81ef74d68a441bddc,10
2024-11,MP,369212,ICDS,6d46f491e55b424991df7d,NPHH,1,2,3,1,19,16,3,39,13.99,3095.46,26,UPI,f6fe783f18a74104b8c8b8e2,20
2024-08,AS,724702,PDS,905c3a68417b4da0bffbb2,PHH,1,1,2,0,63,42,21,41,11.71,6045.09,45,UPI,537b55fac1ba4606b00a3659,17
2025-04,MH,135571,PMUY,679760add75f45a5bea0ce,PHH,1,7,9,8,47,14,33,68,15.75,6388.98,26,AEPS,5bdc79f429284dcca01cb145,19
2020-09,PB,165538,MGNREGA,5239816931b74098a22672,AAY,0,3,4,2,91,68,23,79,14.2,5099.56,48,UPI,9d28bdd6c9344f36be0dd06e,6
2025-11,BR,755632,PMSBY,f60312be601c4b3d8d3239,PHH,1,7,8,6,12,0,12,58,6.9,5975.88,10,NEFT,b683c53d78614daab839eb66,5
2021-03,KL,655082,PMUY,9c7c6598b0d2496c8ba2f1,AAY,1,8,7,7,87,45,42,55,11.56,1146.33,49,NEFT,5b9614b49dde4dcea23ff520,11
2024-08,GA,138857,ICDS,6e0684f1f840423ea8154f,SPHH,0,6,5,5,112,91,21,70,13.58,4357.68,57,NEFT,ade202921f3b4a4b844c535c,7
2023-01,OD,909134,JJM,5f6d179a0c8446b18de356,NPHH,0,7,8,6,15,2,13,78,17.25,1529.88,15,NEFT,d3f985dfb61d4c5fadf39a77,0
2024-06,UK,104371,ICDS,3362baf62d92419f87b162,SPHH,0,3,5,5,78,49,29,58,7.89,2017.2,14,NEFT,7a653de74c184891921c1725,17
2023-05,LD,959996,PMAYG,afdb7857228e4068a4bbef,PHH,1,4,4,4,61,18,43,23,11.84,3541.5,57,AEPS,1e04a95a5fa74ba784e3f084,1
2023-06,MN,756544,PDS,5c4beb3b162544bc81d914,SPHH,0,8,9,8,11,0,11,51,7.37,4900.32,24,UPI,7de69bde895e447991938d60,4
2023-04,DL,989324,PMAYG,898478c4837343eca18616,NPHH,1,7,6,4,35,0,35,18,13.41,4773.26,42,UPI,d98349f5f4a942b3a78978fa,19
2024-06,HR,953985,PMUY,b1f68383c48d4e46bdd771,PHH,1,2,2,0,94,82,12,40,16.46,5690.65,12,NEFT,e0c1ded6c2bf4e08bacbb620,15
2024-03,AN,381812,ICDS,91b886d29c6d4578887573,PHH,0,8,10,10,104,94,10,35,16.59,3767.5,26,AEPS,4d94cd01ac4d4729b0778fc5,13
2019-12,RJ,780851,MGNREGA,869a5ba4835f445ebb5f71,SPHH,1,4,5,4,44,16,28,79,3.25,6043.32,42,NEFT,51010c5cd78c4cf4a95132f3,2
2024-10,WB,289821,ICDS,a9f65111d4c34f10b4da6f,AAY,1,7,6,4,12,0,12,44,4.07,5804.91,53,UPI,c3fc05dddb9e46e1b15ea3d5,5
2022-10,WB,524475,PMKISAN,c2ebf0635b7944599a6986,NPHH,1,5,7,7,29,0,29,76,13.71,5564.16,26,IMPS,b063045a42c64addab650976,4
2021-04,PB,316097,JJM,d7063036adb04cc7a4c565,PHH,1,5,7,6,101,55,46,64,11.54,1723.02,5,IMPS,7592d81222154d5f80c9b2da,13
2022-08,JH,537440,PMUY,223d440e531342588ca51f,PHH,0,2,2,1,68,41,27,67,16.34,3594.98,25,NEFT,b456b7a8d6b64a3da31e611c,10
2025-10,OD,885106,PDS,1f37127bff284e16a76f9d,SPHH,0,3,3,1,51,34,17,13,5.99,4864.67,38,UPI,21d60400b4da409eabb4f2c0,7
2025-01,CH,492522,PMSBY,3a997e44162e4597a67527,AAY,0,6,7,5,1,0,1,62,15.34,6351.84,52,AEPS,0342cfcb1ae244bcbcd9e227,15
2024-11,LD,183154,MGNREGA,303f3cd5bc5845faa9aac3,AAY,0,7,9,7,93,72,21,20,12.47,372.21,50,AEPS,39e14b994fbd481eac61db42,16
2022-03,LA,392178,PDS,7739f456d1c94d3fae15ab,AAY,1,1,1,1,55,25,30,46,3.92,2328.11,45,AEPS,73caf06acf0f4c459fedb482,15
2024-06,GJ,807869,PMUY,81437f2b0d5e4a2b94d5e7,PHH,0,1,1,0,65,59,6,38,2.71,2422.57,10,AEPS,3c2a6ab7b9514aeab6ae855c,2
2021-09,SK,569542,PDS,7d5973f68a604773a5fb94,SPHH,1,6,5,3,101,76,25,20,12.8,2088.91,31,NEFT,307e94929c3d4ceca2844dd3,12
2023-10,BR,604167,PMKISAN,dc152a2ba7fe44808a4b5f,AAY,1,4,6,5,67,46,21,78,3.27,5368.03,34,NEFT,9286892e86524ddd87e60eb8,4
2023-06,TR,488035,PDS,5b39ec9c5a674093a7931e,PHH,0,7,9,7,111,105,6,70,14.4,579.44,28,AEPS,71982b4fecc242289a807e2f,5
2020-09,PY,363500,ICDS,e90298e2b1504400b4d268,NPHH,1,1,3,2,67,57,10,45,10.25,2528.5,55,NEFT,89665f0bb11f4cb4a3bcb20d,20
2020-11,AR,638350,NSAP,6a3de112782145debf21e7,NPHH,0,3,2,1,41,6,35,0,8.85,4712.44,57,AEPS,a26d2ba6d68e4829ac6e00f4,8
2019-06,TS,669779,MGNREGA,ae796399b2fd43dea7a55f,AAY,1,1,1,1,110,101,9,14,5.32,2821.79,13,IMPS,bdb00c29d7b54831ba43a0ae,16
2019-12,LD,908307,PDS,007f0da2c5ce4053b54375,SPHH,0,6,6,4,77,71,6,18,17.72,1193.19,57,AEPS,014a2105129f476b90d91d83,5
2022-01,DN,656002,PMAYG,b01d8322823141b39c5c19,AAY,0,7,6,4,91,89,2,77,13.14,4087.29,50,UPI,47de7b7cdf1943bd86475632,20
2022-05,MN,995507,PMUY,1dd63425430b4bdea9fa3f,SPHH,0,2,2,0,27,26,1,32,14.12,3540.18,42,IMPS,1ae875574d6a488e93dd4dd2,5
2020-02,BR,843918,JJM,e638c27850154f4da404c9,NPHH,1,3,4,4,80,59,21,3,13.95,6387.4,23,AEPS,d59c401291b843ecb344cf2b,3
2021-12,LA,170868,PMUY,278c2041afc946f4b21062,NPHH,0,7,7,7,67,43,24,46,10.72,4940.86,45,UPI,31faf70de0244e2cbcaf4326,6
2023-03,LA,452954,NSAP,459dce2694924e53b23e5d,AAY,1,1,1,1,12,0,12,76,16.94,6414.29,35,IMPS,b512c2bc58d1469387ad3dc1,3
2020-08,RJ,446214,NSAP,8dda84f6953c4fc7ba1703,PHH,0,8,8,8,30,2,28,44,10.72,1455.39,54,UPI,d8571ed711d3476482fd63cc,12
2021-05,PY,102718,PMSBY,d0d420fb87794de29f4524,NPHH,0,8,9,9,109,83,26,35,9.6,5021.89,42,AEPS,bd333f3f73d246bb8fabfd0c,3
2021-07,AP,262635,PMJJBY,b183f375666c459b909d28,NPHH,1,2,3,3,68,19,49,14,5.29,3720.16,57,AEPS,2f664d3f9df04570a5db80e2,4
2022-07,TN,785968,ICDS,fbe8c54af2c74aaca42023,PHH,1,2,2,0,92,80,12,70,5.43,4717.56,25,UPI,cd158d2c44ba47cd95a578bd,14
2021-07,AR,416908,PMKISAN,0acc487e33784fe295827c,AAY,0,6,6,6,20,0,20,8,13.4,3198.82,5,IMPS,882cc488ce904c44a97d8176,0
2024-02,LA,233090,ICDS,0aeb08b1acfa42aca77b90,PHH,0,1,2,1,26,23,3,74,6.36,1616.82,30,NEFT,d85eb46635314da6a998f06a,9
2021-04,TR,358725,PDS,ab22794c41624a7d832528,SPHH,0,5,4,3,112,70,42,17,13.25,583.57,59,AEPS,387e2a3dddc6419f94dcbdb1,14
2022-01,JK,347232,PMAYG,18a67bcfb08a40cbb59ed4,PHH,1,1,3,2,50,32,18,11,17.17,5497.39,39,NEFT,843f5031a0e541e6be67c479,9
2021-08,RJ,257083,PMSBY,3c571f8f7ab54d6c8515ca,NPHH,0,5,7,5,106,89,17,27,8.19,5351.81,42,IMPS,9aed68dd53cf419d8e07841d,0
2020-04,AS,191072,JJM,b89df29cc8a1482b85069e,NPHH,0,3,2,2,97,91,6,0,2.2,1307.75,37,UPI,d15b4204090f4e5bbc86f88f,3
2023-10,AP,787667,PMAYG,204db525d4514721b6f3a8,NPHH,1,6,8,6,40,15,25,1,12.16,4300.12,35,UPI,3c4a944cc38a42e1bc4d64f6,20
2020-08,MP,842069,PDS,c885c1eb485a4a0e8d7ed5,AAY,0,8,7,5,113,94,19,14,0.67,4873.95,4,AEPS,73eb4cfba35748388e3405be,16
2021-01,UK,546659,PDS,fe002ac8390740a6b5defc,NPHH,0,4,4,4,93,45,48,55,14.27,3757.27,25,NEFT,47323de3533a417fa082869b,7
2024-07,GA,653917,PMSBY,72be3d8aaf2447b0a52cab,NPHH,1,6,7,5,15,7,8,65,9.7,2266.82,6,AEPS,1abc2421ecd046d295bad3ed,18
2025-08,DN,927320,MGNREGA,72b859bd612e4370a07315,PHH,0,5,5,4,11,0,11,19,9.07,5761.86,20,AEPS,4ce82a6d35ea42399767aa19,0
2023-09,HP,858396,MGNREGA,0b0872b4b6674b0abd4622,SPHH,0,8,7,5,15,0,15,51,10.47,4283.13,43,AEPS,3b2df18132634c64abc242ea,0
2025-05,NL,129333,PDS,6184dbd76ad549c48e90fc,NPHH,0,2,1,1,88,48,40,28,9.54,4765.35,48,UPI,fec7fb27ecbd45d1add6c6fc,18
2024-12,HR,957658,PMUY,8b40cd83ad694fb8862c4b,NPHH,1,2,3,3,17,0,17,34,6.17,4343.11,14,UPI,b1a600c34cf84027930a35a1,14
2022-05,MZ,160280,ICDS,67283b8b7442422ca39da7,SPHH,1,4,3,2,33,7,26,26,5.43,4771.99,39,IMPS,e848ad0271a14451b9fb1bc0,12
2024-05,MZ,123914,PMSBY,4cb28a3492eb43f6a743f2,AAY,1,6,6,4,52,9,43,71,7.77,1199.42,14,AEPS,a87a2e9e7bb64917a5741be4,7
2021-04,AP,462945,PMSBY,43d8b25563c141b896c9fe,SPHH,1,7,7,7,16,5,11,40,16.16,6020.09,12,AEPS,1176d33ebf8741adbc342400,17
2022-03,RJ,771266,PMAYG,e1b9ec5c1fa0442981da0a,SPHH,0,3,5,3,39,0,39,40,2.87,2072.03,57,IMPS,0ba6dc6bbbe54a73a29174b3,12
2022-09,AN,172249,JJM,230189764b6c4e7d92cd38,AAY,0,1,3,1,81,52,29,68,6.18,5486.62,36,UPI,a9ef0b7cbb3940349bb665e4,9
2025-09,LA,363689,NSAP,989b5783dffa4b1ea5b6ab,NPHH,0,5,7,6,116,99,17,52,3.87,5838.98,12,IMPS,650c19da31934337bcba1aba,7
2024-12,KL,336456,PMJJBY,761d0a59434d4537882844,AAY,0,5,6,4,56,46,10,11,7.97,4337.59,9,NEFT,35ba49086c7047d084f07c72,7
2022-06,DL,457642,PMKISAN,0eb7d14f869248ab8e0369,NPHH,1,3,4,2,89,63,26,15,2.84,4009.46,3,AEPS,af633b47175f419f85a9b094,12
2023-07,DL,987425,JJM,c1b1d782dfc64bf982e69e,SPHH,0,2,2,2,63,63,0,27,13.81,976.1,30,IMPS,9a08e348c4ff4276896ff3f6,13
2020-05,PY,398272,PMUY,28ce5cc49adf432a8b8225,PHH,1,7,6,4,55,20,35,7,2.31,3004.57,6,UPI,664a12eabb7f4b2eaffa50dd,16
2024-08,MH,288063,ICDS,09966064b366428c84978f,AAY,1,7,9,7,62,51,11,55,12.14,4092.2,35,AEPS,dfe5fe2a6c854a53b61e3629,8
2022-11,DN,210083,PDS,688b6ca0cbca40ba8f86af,AAY,0,6,6,6,115,96,19,39,5.18,807.59,26,AEPS,e8074bad8edb403bb27cbce9,5
2022-09,RJ,278305,JJM,927a6cf7ce864bf39e5106,SPHH,1,5,5,4,7,0,7,3,8.76,991.06,38,IMPS,515c4d5a65ef4ee3a20b10d3,11
2024-05,AS,219824,JJM,6427ad6b07f64d18a36ed0,PHH,1,3,2,1,61,38,23,32,4.0,6459.58,13,AEPS,d89acc7704b2403893d78a88,12
2023-06,JH,616276,NSAP,196613abf4b54fd497ab4d,NPHH,0,4,4,2,6,0,6,66,13.28,2359.85,9,UPI,33316d8fddf24d929e35a7c9,5
2019-07,TR,478455,NSAP,d9ebff7f09e747bd800f4a,AAY,0,1,2,0,105,96,9,72,17.09,2468.34,6,NEFT,ff0c53f6b6ec4f968e166875,1
2021-01,GA,548197,PMKISAN,9376aa726f5f4bcfa41dc3,NPHH,0,2,2,1,72,28,44,76,4.38,1859.48,6,UPI,39c0fa7dc8744e85ae1f09b6,6
2020-03,ML,848931,PDS,e0bd55c5644043108f869f,NPHH,1,4,5,5,5,0,5,73,17.18,4305.32,5,NEFT,90908aaaaf1047488e345be4,1
2024-02,WB,622393,PMUY,375c2984dff045c2b367d4,AAY,1,4,3,3,74,55,19,48,6.19,3233.07,16,NEFT,20382b30493346a991e3eaf3,1
2019-03,GA,239652,ICDS,13ed4f7bf04840d1870cde,SPHH,0,1,1,1,52,50,2,74,10.26,5200.67,48,NEFT,cfd33a3b5ef247f6a10e11d7,20
2020-06,NL,439061,PMKISAN,91c9e62ec116421c92e645,NPHH,1,8,10,9,5,0,5,76,12.78,3477.47,36,NEFT,5317a154b7b745f6b13839a4,16
2023-03,HR,381321,PMJJBY,d3dd8fc519784ee29e6a75,PHH,0,3,3,1,117,83,34,50,3.99,395.58,15,IMPS,1c74b681b05c40aa88cf9036,0
2023-11,PB,844085,PDS,428163a155e14f1d8a7e0a,AAY,0,5,5,5,45,18,27,33,8.28,3292.66,55,UPI,456155f0047144dbab9da2e0,7
2022-07,HP,376321,PDS,a8929cc46dcb4826bd6420,NPHH,0,4,4,2,2,0,2,77,1.69,642.16,45,NEFT,576bf08ed83b4e4fa4d4a1e0,5
2025-01,LD,224722,PMKISAN,7bab179508954ea28e5136,PHH,0,4,5,4,73,73,0,33,12.7,5426.08,46,AEPS,584076e5511c411a8a545ad8,20
2025-06,AS,762404,ICDS,ab7efc886a8841c3a8bfd3,AAY,0,7,8,8,45,22,23,13,7.79,1004.68,54,IMPS,fe724a499f424f488c97ab74,9
2019-12,LD,485552,MGNREGA,551ba7e9456c4f33a29045,NPHH,0,6,6,6,78,69,9,8,16.1,1645.11,44,UPI,1c00086a1efb46a7a1319cf4,5
2025-09,AN,186276,PMAYG,8545e34f1380452d9c7893,SPHH,0,7,9,9,19,0,19,45,5.29,3151.78,57,NEFT,d98cc74fadbc4a49ae9c1d4f,13
2023-04,DN,720784,MGNREGA,98698554c2ed4f07a5a02c,AAY,1,4,6,4,99,53,46,2,16.66,1510.14,20,AEPS,e4a252c698ff4b658bb169f2,9
2023-06,DN,289460,MGNREGA,64e462083f47452091dd23,PHH,0,3,2,2,50,24,26,9,2.97,3643.16,51,UPI,d18967a6b2df4e299d746f17,3
2019-08,GJ,881411,NSAP,eac066c97fe24e97bce54e,AAY,1,4,5,3,50,20,30,19,11.12,3156.33,7,AEPS,0510a37f39294d618670a5ce,6
2023-05,LA,849213,NSAP,4447a2860f2148aca5f423,NPHH,1,5,7,6,96,63,33,42,5.89,6205.64,18,NEFT,8766384392e54d70b100acf0,2
2024-01,SK,432614,JJM,f55f1fbe4cf743a0a235d1,AAY,1,3,3,3,65,19,46,38,3.68,847.92,53,IMPS,798c2dbd616c466f979f4b49,14
2023-01,LD,600035,JJM,30450a36cbb24b08ae4e32,NPHH,0,4,3,3,0,0,0,40,2.14,3875.74,8,NEFT,992900520c87453e96e88300,20
2019-08,DL,610970,PMKISAN,1de4778f058b4f1ba7332e,SPHH,1,2,1,0,69,54,15,40,11.97,4766.48,30,IMPS,e476b33d148a4f928bee82fb,16
2022-08,RJ,688083,PMUY,5e25353afaf64a46a9cc1e,SPHH,0,5,6,5,77,64,13,79,4.58,1091.29,21,AEPS,f7be3df228df4c7f9d0d460e,7
2025-07,MH,162225,NSAP,8b3fcfee5b9b48d5b4f82c,NPHH,0,6,8,6,37,2,35,17,10.52,4246.07,6,UPI,5d89a774afc54598b50a8b72,10
2024-01,CG,392362,PMAYG,0efb4369d00e42f7bb910d,NPHH,1,5,4,3,21,0,21,37,17.64,5658.28,14,NEFT,f955d6232bb94e5da210bbbd,1
2019-12,BR,253287,MGNREGA,3acbb221f1c54c00b41241,AAY,0,7,8,8,6,0,6,49,6.03,5182.84,32,IMPS,0bafc46075fc46f5adea8ad8,7
2025-09,MN,727746,PMSBY,36a88814d5d84551930e65,AAY,1,8,8,8,101,78,23,21,1.11,6098.06,38,NEFT,1eed3903d3ba4146b60ccabb,0
2025-09,CH,162224,JJM,9666c0217ee54570859934,AAY,0,8,8,7,0,0,0,14,3.0,4767.63,40,NEFT,0e2576e898d14e4f828d8cb3,15
2020-03,OD,565263,MGNREGA,33cb2ebe6a9a45cf9edffa,SPHH,1,1,2,1,70,32,38,3,2.59,2742.72,8,AEPS,615e1299f7df42198615a712,19
2024-08,NL,755092,PMAYG,f95aae46b6e54fe087bc3b,SPHH,1,8,10,8,100,100,0,26,8.61,6006.8,19,UPI,6eff701359b34a6b83642c22,4
2021-11,HP,953538,PMAYG,4d7c0c22a4ea4980a3e004,AAY,1,3,2,0,42,0,42,20,13.53,1697.21,7,UPI,48e45ce388044593bd6b22d7,14
2023-02,RJ,359253,PMAYG,0b3dc52004ed45d8bc456b,AAY,1,4,3,2,24,0,24,15,5.69,3918.95,1,IMPS,c88488c82fc04dbba2c69581,12
2022-02,TN,107175,PMJJBY,85a076d41820496b827c6a,SPHH,1,4,4,3,85,83,2,21,3.05,5047.08,24,UPI,3b4572b3c1e3493c851e6d8c,8
2024-06,PY,751370,NSAP,bba854bb7c0c493c937e24,SPHH,0,3,3,1,75,56,19,55,11.71,5708.14,37,UPI,6a408dbfcb7b42e696438975,15
