econ_output_release_quarter,econ_output_country_iso2,econ_output_region_nuts_code,econ_output_nace_section,econ_output_gdp_current_eur,econ_output_gdp_chain_linked_eur,econ_output_gva_current_eur,econ_output_gva_chain_linked_eur,econ_output_gdp_per_capita_eur,econ_output_household_income_disposable_eur,econ_output_productivity_gva_per_hour_eur,econ_output_investment_gfcf_eur,econ_output_government_consumption_eur,econ_output_export_goods_services_eur,econ_output_import_goods_services_eur,econ_output_eurostat_table_code,econ_output_revision_round,econ_output_seasonal_adjustment_flag,econ_output_reference_base_year,econ_output_data_extract_date
2022Q3,DE,AT2,F,1139689969.09,1066203491.11,996977488.17,932693019.39,516.01,457803887.7,38.634919,288471702.96,213323023.93,405940294.6,237968635.07,nama_10_gdp,SECOND,0,2015,2025-01-14
2023Q2,LU,RO23,K,1164585536.1,1094927832.68,1086383335.68,1021403163.89,524.38,549833099.7,29.897582,286602956.85,211610914.52,624247741.7,253137259.88,nama_10r_3gdp,BENCHMARK,1,2020,2024-06-04
2024Q1,SI,SE694,P,1200036409.59,1218590945.46,1171376384.27,1189487789.03,539.45,496948296.48,40.401635,292401487.28,258550257.85,466290992.98,442098437.51,nama_10_gdp,FLASH,0,2015,2024-11-27
2025Q4,CY,LU59,U,1233309549.26,1315914666.61,1147709920.52,1224581710.51,551.91,477135693.09,100.290511,343566283.45,307359043.99,347471665.45,336836807.67,nama_10r_3gva,FIRST,1,2020,2025-03-03
2026Q3,GR,GR757,E,1244545091.46,1126515519.1,1179808756.29,1067918617.54,555.07,603576879.54,43.081186,286453284.53,284094873.68,367822813.84,621654721.61,namq_10_gdp,SECOND,0,2015,2025-11-10
2018Q2,MT,SK8,J,1278888896.77,1288960794.62,1231259491.35,1240956283.5,569.33,627446856.19,36.22458,244384312.34,246412663.56,345245942.82,307127646.12,nama_10_gdp,BENCHMARK,1,2020,2024-05-08
2019Q1,ES,IT874,O,1294138120.95,1306738218.57,1178922562.28,1190400888.38,572.82,569953334.07,42.613381,251089694.06,313220956.47,605056284.83,410417573.66,nama_10r_3gdp,FLASH,0,2015,2025-12-13
2020Q4,CZ,LV71,T,1323693662.62,1412391146.16,1140287445.32,1216695325.61,584.04,582468316.16,65.877374,262543108.28,322735726.79,336724620.58,591308821.46,nama_10_gdp,FIRST,1,2020,2024-11-23
2021Q3,HU,SE111,D,1343937671.25,1425481675.6,1172759784.28,1243917495.67,592.12,595195494.35,63.141128,265173732.26,313193817.48,605453248.39,637290683.04,nama_10r_3gva,SECOND,0,2015,2024-08-30
2022Q2,NL,FI93,I,1361568151.64,1449669842.84,1244452043.77,1324975614.73,596.57,524034657.98,91.646447,357689791.12,258227704.35,518407302.29,470747160.92,namq_10_gdp,BENCHMARK,1,2020,2024-01-27
2023Q1,SE,PT15,N,1413356541.74,1375911598.54,1292533256.0,1258289360.05,616.57,592644606.64,58.843954,392926737.26,220193614.49,673204754.03,637601430.17,nama_10_gdp,FLASH,0,2015,2024-03-31
2024Q4,DK,FR24,S,1410215105.79,1283536564.24,1281964386.55,1166806508.77,614.49,730838912.79,35.617292,269002175.92,273140478.7,572759005.45,673829931.28,nama_10r_3gdp,FIRST,1,2020,2024-05-18
2025Q3,IE,NL763,C,1464967385.29,1583875319.24,1389346691.52,1502116672.81,636.33,727186310.71,89.780287,363506298.57,208338920.29,519374934.63,462777394.43,nama_10_gdp,SECOND,0,2015,2024-05-31
2026Q2,PL,SE667,H,1485784054.67,1492851471.93,1450679578.01,1457580014.08,642.85,531753131.59,47.228059,372042599.56,275271280.16,556133370.93,683008415.04,nama_10r_3gva,BENCHMARK,1,2020,2025-09-24
2018Q1,AT,SK30,M,1508732000.69,1628040141.7,1455550814.57,1570653471.47,651.5,777149717.11,87.477146,361560374.71,259507704.93,748434406.56,546424580.82,namq_10_gdp,FLASH,0,2015,2024-12-16
2019Q4,EE,HU331,R,1520836417.11,1562454476.41,1321430976.06,1357592256.86,654.38,611652688.53,44.535991,409895299.35,395115693.05,342652081.99,432333806.38,nama_10_gdp,FIRST,1,2020,2025-03-19
2020Q3,IT,FI553,B,1552454900.17,1487513421.47,1423796096.53,1364236605.39,664.01,596589606.65,39.371095,402352989.63,370619050.01,819987031.73,718247548.7,nama_10r_3gdp,SECOND,0,2015,2024-11-01
2021Q2,PT,DE207,G,1585175594.24,1553033059.14,1477839349.88,1447873267.04,675.59,778666550.41,94.072811,370950723.86,230046580.64,518170040.75,788525848.58,nama_10_gdp,BENCHMARK,1,2020,2024-08-15
2022Q1,BE,HR84,L,1593623198.97,1723523690.03,1417219408.25,1532740754.32,677.4,822906614.37,61.481548,402212296.51,361795173.21,358543525.88,686952952.87,nama_10r_3gva,FLASH,0,2015,2026-02-10
2023Q4,FI,RO71,Q,1620656882.8,1547624733.62,1413383212.85,1349691499.48,685.38,782385346.39,50.341082,375220051.84,367202825.72,601175645.82,725307230.21,namq_10_gdp,FIRST,1,2020,2024-07-15
2024Q3,LV,EE46,A,1639864393.9,1668657771.2,1584968413.93,1612797906.25,693.87,837202990.39,69.905582,391857561.96,412762548.06,897986748.68,800443089.33,nama_10_gdp,SECOND,0,2015,2025-11-02
2025Q2,RO,LT988,F,1668267403.8,1616362828.19,1443678210.08,1398761247.34,702.12,723326653.5,87.513248,451755101.87,366376389.07,722702987.59,453378024.15,nama_10r_3gdp,BENCHMARK,1,2020,2024-01-10
2026Q1,BG,CY29,K,1700676378.94,1632578749.22,1518369602.64,1457571809.33,712.52,636532179.38,81.990135,310854376.85,283952788.05,640570842.43,553539876.42,nama_10_gdp,FLASH,0,2015,2025-08-03
2018Q4,FR,IE56,P,1713640232.84,1542363482.89,1476410917.75,1328845017.55,717.21,696223634.84,104.658085,391475825.19,280374860.18,918591380.07,355671558.52,nama_10r_3gva,FIRST,1,2020,2026-02-18
2019Q3,LT,BG31,U,1760575784.82,1889868733.03,1716114123.43,1842141901.62,734.71,867247159.82,140.680051,396105084.79,379242814.27,506325726.49,703503385.34,namq_10_gdp,SECOND,0,2015,2024-02-16
2020Q2,SK,PL43,E,1764230843.21,1760488368.88,1669217562.72,1665676640.67,733.65,752940312.96,121.891713,393030986.82,443433674.04,630969164.59,478499605.6,nama_10_gdp,BENCHMARK,1,2020,2025-01-01
2021Q1,HR,FI8,J,1811659893.5,1653397342.08,1665868904.84,1520342327.72,751.3,888403162.64,49.317588,400711269.11,405234789.37,552678282.69,682502847.79,nama_10r_3gdp,FLASH,0,2015,2025-01-17
2022Q4,DE,DE93,O,1820763767.4,1874448419.59,1600893964.5,1648095824.07,749.72,619284842.67,54.367687,337490865.09,404361053.97,470025176.01,631491552.55,nama_10_gdp,FIRST,1,2020,2024-10-02
2023Q3,LU,EE469,T,1839329776.98,1820049123.01,1599512962.19,1582746172.28,756.37,775638302.17,131.967672,481340139.88,371862903.07,560111050.45,879753714.11,nama_10r_3gva,SECOND,0,2015,2024-09-26
2024Q2,SI,ES522,D,1889424706.1,1826013296.53,1677220442.08,1620930867.76,772.82,646340035.3,62.086186,490259123.69,473565657.99,858371356.01,975379484.3,namq_10_gdp,BENCHMARK,1,2020,2024-11-19
2025Q1,CY,LU71,I,1912399427.46,1784012507.69,1796418281.37,1675817633.59,781.59,736001212.73,104.720794,392801896.43,415613555.83,966327117.24,651596383.96,nama_10_gdp,FLASH,0,2015,2025-04-25
2026Q4,GR,BE914,N,1916992929.09,1844424949.66,1830525708.94,1761230955.69,779.88,679071362.66,63.458622,425159333.46,498042377.32,784414372.0,481404597.88,nama_10r_3gdp,FIRST,1,2020,2024-01-14
2018Q3,MT,LU539,S,1948911153.89,1771461992.3,1848256816.46,1679972273.66,789.56,955048927.29,57.867861,524510336.71,275331856.87,1049875403.29,540593949.52,nama_10_gdp,SECOND,0,2015,2024-09-28
2019Q2,ES,ES10,C,1989483132.87,2100075115.68,1866428310.52,1970179885.11,805.74,827425007.92,94.589074,413903398.49,346430043.24,519601517.05,433195004.8,nama_10r_3gva,BENCHMARK,1,2020,2024-01-09
2020Q1,CZ,LU48,H,2000193507.07,1795475839.43,1928710703.65,1731309224.55,807.12,841042676.38,120.147579,401859920.05,440516285.2,543362814.92,850860941.1,namq_10_gdp,FLASH,0,2015,2024-11-15
2021Q4,HU,LV3,M,2030375909.62,1824264946.52,1761654805.18,1582822714.62,816.91,835344423.26,62.572738,558953168.06,505146666.49,652749704.39,422860160.21,nama_10_gdp,FIRST,1,2020,2024-08-12
2022Q3,NL,CY259,R,2038490055.91,1843968557.02,1883933696.53,1704160630.98,815.27,1026999193.03,109.379512,544739836.23,379455548.18,877420611.16,775235485.64,nama_10r_3gdp,SECOND,0,2015,2024-03-13
2023Q2,SE,CY9,B,2079493950.06,1915952198.23,2031185855.16,1871443292.3,829.16,795820222.67,87.480309,561360599.9,366765113.94,597270663.35,828782416.48,nama_10_gdp,BENCHMARK,1,2020,2026-02-20
2024Q1,DK,BE98,G,2088118495.38,1999247916.07,1910441304.22,1829132687.97,829.66,861518697.75,82.148208,404305973.86,415739736.82,770002680.27,604051168.88,nama_10r_3gva,FLASH,0,2015,2025-06-28
2025Q4,IE,HU34,L,2110570026.63,2213898950.84,1903735218.6,1996937959.87,837.73,741053720.58,64.820343,564608898.64,496064601.14,1108562276.85,569928104.09,namq_10_gdp,FIRST,1,2020,2025-06-23
2026Q3,PL,IE27,Q,2150485995.05,2283214479.77,2057848024.08,2184858872.16,849.9,1008864170.84,58.5067,373621457.86,378826446.69,481184827.07,1086780341.82,nama_10_gdp,SECOND,0,2015,2025-02-11
2018Q2,AT,IE955,A,2176347467.7,2290214443.76,1930213407.59,2031202595.72,859.64,833809256.54,127.657671,383895572.21,490318660.63,494303825.28,1081062125.19,nama_10r_3gdp,BENCHMARK,1,2020,2024-09-29
2019Q1,EE,LT8,F,2213048311.77,2006514804.78,1991135527.83,1805312108.95,868.27,1023084676.43,59.603307,586571048.75,389133633.23,1210003589.16,861065374.08,nama_10_gdp,FLASH,0,2015,2024-02-20
2020Q4,IT,PT5,K,2219665644.82,2054550660.54,2096657249.81,1940692530.68,870.18,959255881.58,68.003413,555439887.11,316558666.22,997450596.77,814072078.75,nama_10r_3gva,FIRST,1,2020,2024-11-30
2021Q3,PT,RO48,P,2242350717.02,2013808450.55,2026866464.26,1820286533.64,876.15,891262957.34,71.232442,421051705.3,551657758.59,933417279.84,464329132.67,namq_10_gdp,SECOND,0,2015,2025-02-05
2022Q2,BE,DK649,U,2267914868.89,2158216929.42,2121070817.01,2018475652.93,881.9,1148631762.77,62.798745,456646918.07,582255871.56,928000131.4,803896136.76,nama_10_gdp,BENCHMARK,1,2020,2024-12-05
2023Q1,FI,FR7,E,2298372312.52,2069588755.57,2112331754.0,1902066963.77,893.52,959995563.42,115.021332,386998940.97,427672659.73,859592145.93,530195808.6,nama_10r_3gdp,FLASH,0,2015,2024-01-31
2024Q4,LV,BE3,J,2324575019.74,2427417593.34,2260204620.08,2360199353.75,899.74,942781947.88,95.621134,572700858.32,578239019.76,1095546087.55,767648949.29,nama_10_gdp,FIRST,1,2020,2025-10-09
2025Q3,RO,PL886,O,2352180870.75,2115565002.59,2280301727.43,2050916487.7,906.76,848904248.07,62.534912,631995613.53,446908632.81,1279036503.96,567689292.38,nama_10r_3gva,SECOND,0,2015,2025-09-27
2026Q2,BG,AT8,T,2381223013.16,2342163459.69,2080534234.92,2046406923.99,914.77,1214889324.31,81.977079,461349221.29,341704231.86,790053940.5,536773375.49,namq_10_gdp,BENCHMARK,1,2020,2025-10-08
2018Q1,FR,RO353,D,2386166175.12,2392134868.93,2062400436.82,2067559271.45,913.56,890429925.07,163.58612,487359674.72,559840129.36,1278095291.69,696911548.25,nama_10_gdp,FLASH,0,2015,2025-06-29
2019Q4,LT,LU6,I,2433559105.02,2439377151.2,2135309488.61,2140414492.72,930.11,1016412477.09,128.776291,524800227.99,365000188.07,690910751.59,1054867526.54,nama_10r_3gdp,FIRST,1,2020,2025-12-04
2020Q3,SK,SI5,N,2448573048.99,2460340987.1,2141937541.64,2152231777.48,932.73,1140318570.11,117.846697,606507894.42,496311947.33,753805142.89,724894585.81,nama_10_gdp,SECOND,0,2015,2024-01-06
2021Q2,HR,HR99,S,2481429166.51,2312314029.5,2268621461.53,2114009661.82,942.66,1236616482.85,194.115814,403279703.13,400942275.02,1016940683.55,1115800733.53,nama_10r_3gva,BENCHMARK,1,2020,2024-04-17
2022Q1,DE,IT590,C,2504687613.37,2517820159.37,2334988506.34,2347231288.16,949.43,964944380.3,66.826624,573293141.14,427917612.83,831206578.37,571131051.15,namq_10_gdp,FLASH,0,2015,2024-11-26
2023Q4,LU,BG767,H,2521622225.4,2643120178.32,2258847518.75,2367684340.83,951.77,1158670924.7,78.988126,631613448.69,513927279.8,965639599.45,684185190.52,nama_10_gdp,FIRST,1,2020,2025-06-15
2024Q3,SI,EE48,M,2542894782.87,2363201062.92,2373664492.48,2205929434.99,957.75,1256133451.57,84.412459,440623856.73,431500604.96,1110442773.9,929880344.15,nama_10r_3gdp,SECOND,0,2015,2024-04-06
2025Q2,CY,HU7,R,2586480312.52,2372289175.39,2226108706.22,2041760597.0,970.35,1337932796.85,127.357968,467231553.78,464277006.21,576926983.04,1007377725.89,nama_10_gdp,BENCHMARK,1,2020,2025-09-05
2026Q1,GR,PT63,B,2598581721.18,2462266195.66,2456856707.0,2327975744.58,971.5,1112623150.55,71.962534,466220622.14,641145413.98,1350954155.06,987009023.92,nama_10r_3gva,FLASH,0,2015,2025-06-25
2018Q4,MT,DE29,G,2626831349.1,2516112807.16,2452724723.7,2349344616.99,980.42,1301197846.47,70.145829,702005282.93,463277628.04,785985590.53,1311821792.74,namq_10_gdp,FIRST,1,2020,2026-02-17
2019Q3,ES,IE5,L,2638060197.83,2721980276.91,2296885890.22,2369952776.91,981.38,1291899786.15,127.789479,531400534.88,598919145.35,841655414.13,763551589.06,nama_10_gdp,SECOND,0,2015,2024-08-17
2020Q2,CZ,FR95,Q,2673180421.21,2556600496.0,2587069781.21,2474245222.42,993.3,1146365625.16,84.024511,671829344.34,460137739.73,652458373.17,1036641053.38,nama_10r_3gdp,BENCHMARK,1,2020,2024-12-03
2021Q1,HU,CY910,A,2712308133.62,2482838392.6,2527017966.18,2313224352.15,1001.52,969010011.07,138.718583,575917874.42,450948496.01,1084400916.79,874557564.48,nama_10_gdp,FLASH,0,2015,2024-05-17
2022Q4,NL,FR64,F,2739580845.04,2806285786.07,2657207103.66,2721906359.92,1008.95,1089104678.98,215.639869,658754349.64,446757782.16,1159736399.69,777372163.72,nama_10r_3gva,FIRST,1,2020,2025-06-25
2023Q3,SE,PT33,K,2756540934.54,2983756402.26,2431370302.34,2631782686.4,1014.24,1232679592.33,76.791251,507881201.6,558336810.77,672513442.24,1026028273.66,namq_10_gdp,SECOND,0,2015,2024-03-02
2024Q2,DK,RO979,P,2770467408.35,2538769177.15,2395167844.17,2194856463.05,1016.86,1012073355.23,81.34046,671331749.46,449209481.81,622062378.52,1057767847.11,nama_10_gdp,BENCHMARK,1,2020,2024-07-18
2025Q1,IE,HU6,U,2805768426.85,2910409256.94,2434984738.82,2525797231.36,1026.56,1003234722.82,114.22363,567846718.97,447987516.96,826647323.29,721681753.74,nama_10r_3gdp,FLASH,0,2015,2024-11-01
2026Q4,PL,AT78,E,2829971132.04,2561121979.73,2484415716.91,2248394560.4,1031.38,1124368926.21,135.216034,489812709.51,513175958.53,716476037.99,593549995.97,nama_10_gdp,FIRST,1,2020,2024-06-05
2018Q3,AT,IE516,J,2845762986.65,2804029024.09,2659526967.13,2620524211.31,1034.46,1454322480.93,112.637734,525217770.3,714605946.98,869608132.65,691520063.92,nama_10r_3gva,SECOND,0,2015,2026-01-26
2019Q2,EE,IT49,O,2864227551.88,2971172631.01,2771354625.38,2874831997.32,1039.29,1445994950.9,112.350348,776321715.37,710092432.51,1190125764.89,674466889.73,namq_10_gdp,BENCHMARK,1,2020,2024-10-30
2020Q1,IT,LV76,T,2902252484.41,2979448680.77,2597396686.85,2666484109.71,1048.28,1363634520.42,149.02551,521343731.59,568435977.91,1559618563.87,996586284.66,nama_10_gdp,FLASH,0,2015,2025-05-20
2021Q4,PT,FR22,D,2937073722.82,2965129867.29,2777081555.21,2803609388.24,1057.64,1079632915.13,104.118345,647747261.59,533385625.33,1187884035.18,1229300948.35,nama_10r_3gdp,FIRST,1,2020,2024-09-22
2022Q3,BE,DK828,I,2949314035.62,2799661058.38,2558162248.57,2428356947.36,1059.3,1230123070.35,171.875346,677477679.89,719287435.66,787074037.23,1394470286.02,nama_10_gdp,SECOND,0,2015,2024-07-31
2023Q2,FI,ES97,N,2977860603.82,2665647579.12,2688726993.24,2406828107.15,1066.23,1461134371.36,179.42849,636124008.81,748159531.14,1208114876.63,1375051743.53,nama_10r_3gva,BENCHMARK,1,2020,2025-12-10
2024Q1,LV,BG987,S,2994418958.73,3196512497.7,2839592343.55,3031236623.74,1071.26,1068484304.87,105.390462,540776367.42,447991297.73,1567749060.09,1044024288.25,namq_10_gdp,FLASH,0,2015,2024-10-04
2025Q4,RO,PL5,C,3019106668.26,2911871701.26,2807982354.37,2708246264.13,1075.41,1503439070.76,178.073434,513692377.31,551706998.17,689110841.02,1268414415.96,nama_10_gdp,FIRST,1,2020,2024-04-09
2026Q3,BG,LT73,H,3061570488.57,3040466872.98,2912065202.22,2891992136.84,1086.37,1225784389.94,153.630144,506468433.31,558587731.91,921371629.27,1189482818.05,nama_10r_3gdp,SECOND,0,2015,2024-11-12
2018Q2,FR,CY44,M,3083576347.2,2768268935.57,2978749371.74,2674160917.12,1090.9,1083415206.07,147.676592,819021498.69,630449153.45,1195540363.14,1327217725.13,nama_10_gdp,BENCHMARK,1,2020,2024-11-02
2019Q1,LT,EE5,R,3105355261.29,3142740536.11,3031535495.66,3068032056.63,1097.87,1503434742.05,222.312618,664807289.54,522020785.6,1392075823.5,769161419.89,nama_10r_3gva,FLASH,0,2015,2024-11-20
2020Q4,SK,PL541,B,3129593977.39,2847824192.14,2804247386.12,2551769847.66,1103.73,1107510201.29,117.798172,705678651.84,696813631.08,1403030121.91,995047272.3,namq_10_gdp,FIRST,1,2020,2025-12-30
2021Q3,HR,IT327,G,3146508015.81,3359513713.86,2793425377.98,2982528828.41,1103.91,1299949229.8,85.312246,668227272.09,673762380.25,1138779741.5,1142219069.73,nama_10_gdp,SECOND,0,2015,2026-02-23
2022Q2,DE,CY34,L,3169141671.05,2978997993.04,2852957855.67,2681784725.47,1109.88,1435178635.9,135.192448,775282109.35,452510142.0,1207855626.06,1205980897.47,nama_10r_3gdp,BENCHMARK,1,2020,2025-01-20
2023Q1,LU,LV1,Q,3194580814.56,3025712393.9,2767155404.38,2620881076.08,1116.08,1373923421.86,103.155163,628743276.19,493784031.48,1651898566.1,1609989728.59,nama_10_gdp,FLASH,0,2015,2024-05-04
2024Q4,SI,LV709,A,3221095005.9,2922964058.05,3058997661.72,2775869759.35,1121.69,1425303133.64,111.288329,799620265.85,744727496.36,884807269.52,789462798.2,nama_10r_3gva,FIRST,1,2020,2025-04-29
2025Q3,CY,IE253,F,3245804512.34,3034219933.92,2862982206.13,2676352703.09,1127.66,1540845930.62,119.61063,906734925.56,555589284.87,1247052971.95,1021317835.47,namq_10_gdp,SECOND,0,2015,2025-12-07
2026Q2,GR,IT40,K,3260830492.62,3534469958.28,2993802150.52,3245033369.88,1128.46,1221051028.67,208.902798,866132105.42,717417186.42,1109034023.05,1289589941.66,nama_10_gdp,BENCHMARK,1,2020,2025-01-28
2018Q1,MT,HU384,P,3299131573.59,3047110816.28,3063457765.32,2829440137.11,1139.87,1233271342.5,98.955714,674108351.55,853284567.73,1298615532.46,1102505133.28,nama_10r_3gdp,FLASH,0,2015,2024-08-11
2019Q4,ES,DE3,U,3327872473.26,3440695259.86,2958359115.7,3058654521.22,1144.59,1144602463.04,99.563907,534815866.67,860783613.57,900487155.76,886792712.36,nama_10_gdp,FIRST,1,2020,2025-12-10
2020Q3,CZ,IE93,E,3340179959.58,3053313455.72,3135563550.12,2866270229.36,1147.33,1673963049.23,90.758146,877117546.74,867161880.1,1785506750.58,1549057799.44,nama_10r_3gva,SECOND,0,2015,2024-02-21
2021Q2,HU,RO696,J,3375494164.49,3328629537.48,3267713338.29,3222345116.84,1154.29,1591248580.76,117.21687,673064688.13,619926172.06,1541819413.59,729456086.41,namq_10_gdp,BENCHMARK,1,2020,2025-04-12
2022Q1,NL,CY25,O,3385133852.42,3238716072.22,3080564330.68,2947320148.69,1154.53,1679326245.07,174.416908,604551189.98,732405139.71,1560242620.78,1455056227.75,nama_10_gdp,FLASH,0,2015,2024-08-16
2023Q4,SE,ES12,T,3418625304.39,3281358959.89,3275072880.51,3143570524.36,1166.27,1716387321.23,89.396137,693343149.34,632578410.26,1233848910.33,798639117.66,nama_10r_3gdp,FIRST,1,2020,2025-07-30
2024Q3,DK,FI620,D,3453600386.37,3641847225.34,3114406349.98,3284164597.91,1174.47,1641778947.12,151.067631,785350984.58,832622046.99,1450513394.75,1031578541.58,nama_10_gdp,SECOND,0,2015,2025-07-17
2025Q2,IE,FI9,I,3476479883.28,3777150762.73,3158231929.79,3431378446.87,1176.2,1537546838.93,195.26874,565297580.46,790761345.1,1635272809.26,863578808.95,nama_10r_3gva,BENCHMARK,1,2020,2025-07-26
2026Q1,PL,LT59,N,3513290025.86,3296803074.18,3434381008.29,3222756385.81,1188.56,1543435147.31,205.562244,676953249.8,846798061.8,1197060866.98,810677748.9,namq_10_gdp,FLASH,0,2015,2024-10-05
2018Q4,AT,PL887,S,3537111414.27,3632700301.28,3331964432.2,3422009311.86,1192.16,1336762026.19,126.65192,585847819.86,527966563.76,1305202668.2,1154750335.99,nama_10_gdp,FIRST,1,2020,2024-06-27
2019Q3,EE,DK667,C,3556351226.78,3268781726.95,3224069177.46,2963368278.8,1194.39,1796226604.71,170.452064,734047527.37,544130611.19,1240303278.98,1043893675.98,nama_10r_3gdp,SECOND,0,2015,2025-11-23
2020Q2,IT,LV47,H,3563813171.35,3493000170.61,3306981211.9,3241271464.58,1193.15,1315831858.67,183.641303,849095923.42,871745090.84,1190554909.59,1367634499.4,nama_10_gdp,BENCHMARK,1,2020,2024-07-15
2021Q1,PT,LV985,M,3592290661.84,3712842328.28,3111284141.71,3215693980.27,1202.6,1528970207.15,209.280376,999150696.49,563536833.07,962851626.28,1536093241.9,nama_10r_3gva,FLASH,0,2015,2024-11-28
2022Q4,BE,BG362,R,3627915178.37,3372993440.41,3256206881.54,3027403870.28,1209.32,1592622319.18,183.248476,679335463.25,767318885.33,1869381062.13,953035047.25,namq_10_gdp,FIRST,1,2020,2024-05-11
2023Q3,FI,ES530,B,3638836188.23,3936554336.66,3193989401.09,3455311582.53,1209.86,1638499079.72,88.069878,821073880.8,618245650.11,1217092851.64,1156635515.38,nama_10_gdp,SECOND,0,2015,2024-12-13
2024Q2,LV,EE318,G,3671349964.19,3826017564.95,3341805214.94,3482589667.48,1216.71,1404225628.92,152.165161,921652716.17,583914895.31,1452395218.64,1180195928.5,nama_10r_3gdp,BENCHMARK,1,2020,2024-11-22
2025Q1,RO,CZ4,L,3704542159.08,3553088183.02,3234103224.11,3101882352.75,1223.35,1486957524.58,153.050092,760898856.33,827233682.11,1682249939.84,1727252893.47,nama_10_gdp,FLASH,0,2015,2025-06-30
2026Q4,BG,FR545,Q,3734328665.25,4005520241.48,3658348695.52,3924022512.18,1231.46,1337425592.98,124.407669,746659077.46,585534641.1,1775322674.56,1203787984.56,nama_10r_3gva,FIRST,1,2020,2025-01-17
2018Q3,FR,PT56,A,3753729407.19,3808394754.94,3498953901.92,3549908968.48,1233.99,1849628154.33,101.493722,607536449.61,598423928.54,1307440133.77,1496016090.93,namq_10_gdp,SECOND,0,2015,2025-05-03
2019Q2,LT,NL3,F,3788438881.66,3400479707.84,3543185457.63,3180341725.49,1244.48,1649770409.57,243.48473,763753928.35,571233519.85,1350606865.41,1382070549.71,nama_10_gdp,BENCHMARK,1,2020,2024-11-08
2020Q1,SK,CY57,K,3789056459.32,4056833276.68,3303258211.04,3536703128.04,1240.61,1607572641.67,123.525327,867511290.27,815243685.23,1107526884.92,1650358354.3,nama_10r_3gdp,FLASH,0,2015,2024-02-18
2021Q4,HR,AT388,P,3837386053.41,4047931444.51,3339219459.0,3522432004.52,1251.45,1509237993.35,188.200513,827764790.37,609230112.24,1332803039.52,823235990.92,nama_10_gdp,FIRST,1,2020,2024-11-28
2022Q3,DE,ES16,U,3842694528.11,3607180572.21,3548140965.63,3330679830.27,1252.59,1487068328.51,97.646713,1055936916.3,980218923.62,1696410546.79,1651863843.58,nama_10r_3gva,SECOND,0,2015,2024-07-23
2023Q2,LU,HU80,E,3876857631.74,4107295480.29,3789823520.33,4015088118.97,1257.61,1704196273.94,108.576938,1022839510.36,878809482.97,1913249830.29,863927129.17,namq_10_gdp,BENCHMARK,1,2020,2025-12-23
2024Q1,SI,DK784,J,3906166821.24,4129709534.17,3657354349.16,3866657983.84,1266.46,1660054580.45,153.297124,940427193.39,876934554.94,1817073810.99,1429325457.11,nama_10_gdp,FLASH,0,2015,2025-04-02
2025Q4,CY,PT62,O,3924199665.9,3750471010.15,3721133537.45,3556394843.61,1267.78,1767992342.72,280.376159,857121010.96,732784452.89,1239586987.47,2000363807.13,nama_10r_3gdp,FIRST,1,2020,2024-12-04
2026Q3,GR,FR5,T,3962986521.1,4197591126.05,3432628189.42,3635836142.83,1275.82,1448454647.99,112.291545,949991299.58,978463983.19,1907801139.97,1233064556.34,nama_10_gdp,SECOND,0,2015,2024-12-04
2018Q2,MT,FR959,D,3965329673.77,3779461679.62,3724873210.42,3550276198.56,1274.04,1921404482.23,265.417353,1076472319.03,788217968.61,1301228595.59,1835658532.74,nama_10r_3gva,BENCHMARK,1,2020,2024-08-05
2019Q1,ES,MT23,I,4003855437.85,3874253705.13,3634804702.54,3517148859.34,1282.18,1946737580.04,134.376284,1095527568.95,950708740.91,1546234259.48,1778294857.96,namq_10_gdp,FLASH,0,2015,2024-04-05
2020Q4,CZ,BE53,N,4021020912.55,3828124534.37,3478058183.39,3311208808.25,1286.34,1977361703.3,211.515281,727390817.6,726018560.09,1130939797.7,992038364.18,nama_10_gdp,FIRST,1,2020,2025-09-22
2021Q3,HU,IE209,S,4064574415.17,3682996232.71,3864019069.44,3501268822.33,1297.02,1483064333.56,102.640332,652411127.69,706122336.82,1145900948.5,1107300654.13,nama_10r_3gdp,SECOND,0,2015,2024-09-23
2022Q2,NL,NL46,C,4070267351.8,3897977340.11,3966236736.42,3798350228.08,1295.23,1387012559.22,212.872114,1037532956.05,699304815.45,1016292620.31,988130966.63,nama_10_gdp,BENCHMARK,1,2020,2025-01-30
2023Q1,SE,PT61,H,4094165175.9,4094727419.6,3678694870.86,3679200058.84,1300.74,2055960378.64,222.075301,726774781.75,747217910.45,1114316303.66,1181952984.31,nama_10r_3gva,FLASH,0,2015,2024-03-02
2024Q4,DK,SK661,M,4130206177.7,4337189387.81,3558856707.05,3737207025.14,1305.13,2075941030.86,161.068309,678113559.29,956304933.97,1548476563.71,2007430740.89,namq_10_gdp,FIRST,1,2020,2025-08-02
2025Q3,IE,LU80,R,4164318783.52,4271927977.07,3614845201.42,3708255575.88,1315.08,1663204506.39,104.635681,945897863.58,780103973.74,1184445962.84,2137156296.22,nama_10_gdp,SECOND,0,2015,2024-11-03
2026Q2,PL,LT591,B,4174423712.3,3887170986.61,3799882653.22,3538403051.57,1312.76,1543050574.69,162.12428,1164027930.06,720809366.22,1699513900.03,858780658.59,nama_10r_3gdp,BENCHMARK,1,2020,2024-06-21
2018Q1,AT,HU467,G,4196616812.44,4181678458.3,3649500664.27,3636509834.8,1320.09,1973417224.59,144.991429,1091363783.57,983847661.87,1920059666.97,1789205252.21,nama_10_gdp,FLASH,0,2015,2025-09-19
