care_quality_reporting_period,care_quality_measure_id,care_quality_numerator_count,care_quality_denominator_count,care_quality_risk_adjustment_model,care_quality_star_rating_value,care_quality_hospital_acquired_infection_rate,care_quality_surgical_complication_rate,care_quality_mortality_30day_rate,care_quality_patient_experience_score,care_quality_timely_effective_care_score,care_quality_medication_error_rate,care_quality_falls_with_injury_rate,care_quality_pressure_injury_rate,care_quality_sepsis_bundle_compliance,care_quality_stroke_bundle_compliance,care_quality_readmission_observed_expected,care_quality_equity_stratification_applied,care_quality_public_reporting_flag,care_quality_data_validation_status
2053-10,MEAS000502,72234,87723,HCC,4.6,1.414,2.613,6.02,56.71,65.42,7.638,3.922,0.461,35.68,39.76,0.773,0,1,PASS
2053-11,MEAS000503,50208,65754,APR_DRG,3.0,0.337,2.166,6.01,56.64,59.42,6.839,3.848,4.48,41.89,37.94,0.827,0,1,PASS
2053-12,MEAS000504,7882,17713,CUSTOM_XGB,2.2,1.815,3.735,15.96,64.08,67.94,3.786,3.052,1.442,61.05,40.45,0.632,0,1,PASS
2054-01,MEAS000505,169937,209761,HCC,4.0,2.68,2.342,12.36,82.64,40.02,4.802,2.739,3.61,85.21,46.41,0.608,0,0,PASS
2054-02,MEAS000506,198326,226466,HCC,3.9,0.309,4.122,3.85,82.28,71.84,8.78,1.167,1.199,55.49,72.42,1.213,1,1,PASS
2054-03,MEAS000507,89611,99570,APR_DRG,2.4,1.445,4.348,8.71,82.45,81.08,1.11,4.071,3.153,54.96,47.11,1.011,1,1,WARN
2054-04,MEAS000508,92426,120869,APR_DRG,4.0,2.301,5.895,13.2,46.45,73.4,3.362,4.124,3.749,67.58,53.59,1.288,1,1,PASS
2054-05,MEAS000509,100987,155715,CUSTOM_GLM,3.1,2.688,4.926,10.16,89.22,81.84,1.303,2.16,3.998,55.4,44.9,0.899,0,0,PASS
2054-06,MEAS000510,138711,195924,HCC,1.1,1.395,2.438,3.69,81.92,94.47,2.305,5.534,4.239,54.79,32.31,1.148,1,1,PASS
2054-07,MEAS000511,70139,151134,CUSTOM_GLM,4.8,1.46,3.918,5.88,46.78,88.32,8.471,0.828,1.118,62.73,55.77,0.75,1,0,PASS
2054-08,MEAS000512,135820,148370,CUSTOM_XGB,2.8,2.953,4.572,5.92,63.9,87.22,6.197,4.341,1.43,97.89,32.45,0.789,1,1,PASS
2054-09,MEAS000513,151671,172116,APR_DRG,2.6,1.798,1.239,17.84,47.15,67.88,0.203,4.045,1.126,43.63,46.54,1.045,0,1,PASS
2054-10,MEAS000514,158560,186483,CUSTOM_XGB,4.5,3.219,1.748,15.46,49.99,52.72,4.095,5.924,4.681,90.79,97.59,0.681,0,0,PASS
2054-11,MEAS000515,23098,53519,CUSTOM_XGB,3.5,2.317,0.35,11.93,58.0,89.4,5.344,5.997,0.402,86.67,90.33,0.777,0,1,WARN
2054-12,MEAS000516,78288,94912,APR_DRG,3.2,1.184,1.155,2.47,85.21,69.98,4.795,2.297,1.187,46.02,35.75,1.144,0,1,PASS
2055-01,MEAS000517,47144,74392,CUSTOM_GLM,2.6,2.082,1.044,9.3,50.5,64.08,4.972,5.275,0.073,92.17,80.27,1.107,0,0,PASS
2055-02,MEAS000518,21629,32441,CMS_READM,4.3,2.32,5.452,17.83,81.24,90.45,3.188,3.382,0.032,85.79,85.36,0.615,0,1,PASS
2055-03,MEAS000519,56630,123078,HCC,2.1,3.088,4.97,15.32,93.64,77.19,2.312,1.66,0.464,59.83,71.06,1.28,0,0,PASS
2055-04,MEAS000520,27817,34656,CMS_READM,2.1,1.961,5.703,3.77,76.77,43.43,3.662,1.813,0.597,55.63,70.34,1.378,1,1,PASS
2055-05,MEAS000521,32069,56492,CUSTOM_XGB,4.5,0.217,6.123,8.51,86.67,74.38,5.068,0.924,2.678,35.38,76.47,0.771,1,1,PASS
2055-06,MEAS000522,106044,124327,HCC,3.2,0.908,0.661,10.48,73.8,83.78,3.588,1.214,0.302,58.04,75.64,1.097,0,1,PASS
2055-07,MEAS000523,52919,104221,CMS_READM,2.3,2.49,2.003,9.82,57.74,93.08,0.641,3.816,0.923,83.72,73.63,1.018,1,1,WARN
2055-08,MEAS000524,51696,74678,APR_DRG,3.7,0.548,3.946,6.65,90.91,77.93,7.772,4.628,2.438,80.97,48.47,1.355,1,1,PASS
2055-09,MEAS000525,125254,174832,HCC,2.0,0.448,0.99,14.2,45.01,45.79,4.212,1.193,4.479,90.11,82.2,1.234,1,1,PASS
2055-10,MEAS000526,12560,35100,CUSTOM_XGB,4.0,3.423,2.901,10.09,51.74,55.26,1.449,5.938,3.879,97.8,50.16,1.004,0,1,PASS
2055-11,MEAS000527,36753,38952,CUSTOM_XGB,2.5,1.198,2.656,7.2,45.68,58.29,8.729,1.822,1.197,51.05,30.41,1.343,0,1,PASS
2055-12,MEAS000528,78855,214433,CUSTOM_GLM,1.4,0.194,1.913,6.86,70.24,82.11,7.303,0.838,2.147,95.22,73.14,0.836,1,0,PASS
2056-01,MEAS000529,54174,112217,CUSTOM_GLM,1.9,0.701,5.123,12.8,74.28,40.41,0.312,2.659,2.639,48.07,50.56,0.709,1,1,PASS
2056-02,MEAS000530,197277,216310,CMS_READM,2.3,1.452,6.918,8.37,91.62,43.36,7.683,1.622,2.32,45.55,69.08,1.24,1,1,PASS
2056-03,MEAS000531,2224,4704,CUSTOM_GLM,4.2,1.285,4.011,14.53,57.23,82.53,1.168,0.932,3.845,48.78,96.04,0.864,0,0,PASS
2056-04,MEAS000532,99030,112914,CUSTOM_XGB,4.0,0.724,1.2,3.33,80.25,66.76,4.25,5.915,1.858,52.64,89.38,0.828,0,1,WARN
2056-05,MEAS000533,45015,136131,HCC,3.3,1.564,6.431,11.32,73.63,54.83,3.704,0.962,2.783,45.0,60.68,0.683,0,1,PASS
2056-06,MEAS000534,10551,22254,CUSTOM_XGB,1.9,2.831,4.748,6.16,86.86,79.05,4.243,0.057,2.263,59.96,50.78,0.72,0,1,PASS
2056-07,MEAS000535,21248,83420,CMS_READM,2.1,1.075,0.313,15.53,81.5,40.59,8.553,4.225,4.394,77.13,32.56,0.949,1,1,PASS
2056-08,MEAS000536,15113,48835,HCC,4.2,1.852,7.305,14.75,51.4,56.57,2.719,4.019,3.754,68.36,64.64,1.174,0,1,PASS
2056-09,MEAS000537,14098,21096,CUSTOM_XGB,4.9,0.186,4.959,2.16,57.17,42.48,5.354,3.43,0.196,71.31,81.8,1.384,1,1,PASS
2056-10,MEAS000538,111358,123872,APR_DRG,1.4,1.567,0.706,7.2,94.39,90.16,7.425,0.407,1.419,44.32,76.11,1.187,0,1,PASS
2056-11,MEAS000539,51672,104557,HCC,2.6,0.496,6.543,9.87,48.28,50.22,1.826,2.787,1.266,96.74,96.4,1.268,1,0,WARN
2056-12,MEAS000540,31691,61149,APR_DRG,2.7,3.085,5.885,3.61,79.68,71.56,1.79,1.527,4.539,37.28,59.37,1.374,1,1,PASS
2057-01,MEAS000541,2557,7969,APR_DRG,3.2,2.058,6.891,14.93,51.58,67.0,6.05,1.953,1.933,79.32,90.48,1.117,0,1,PASS
2057-02,MEAS000542,27520,56634,APR_DRG,4.8,2.665,1.94,7.68,71.94,88.6,1.784,1.544,3.553,41.56,87.52,0.843,1,1,PASS
2057-03,MEAS000543,32987,67839,APR_DRG,4.8,2.155,2.967,13.69,90.89,90.18,3.332,0.871,3.096,92.06,75.6,1.154,0,1,WARN
2057-04,MEAS000544,22242,90553,CMS_READM,4.6,1.439,3.807,6.18,54.86,90.53,3.292,1.92,2.119,83.48,72.34,0.796,1,1,PASS
2057-05,MEAS000545,84941,160128,CUSTOM_GLM,2.2,3.288,1.026,7.74,51.45,96.4,3.764,5.957,4.657,90.36,78.31,1.229,1,1,PASS
2057-06,MEAS000546,78224,167247,CMS_READM,2.4,3.49,6.413,10.45,86.21,52.12,6.34,3.649,0.572,36.92,34.67,0.731,0,1,PASS
2057-07,MEAS000547,75748,126687,HCC,1.1,1.921,6.342,13.37,71.98,46.59,8.833,5.605,2.639,81.41,92.71,1.071,1,0,PASS
2057-08,MEAS000548,19939,52385,CUSTOM_GLM,3.4,0.759,4.479,15.68,46.13,44.09,2.023,0.651,4.648,58.4,41.76,0.879,0,1,PASS
2057-09,MEAS000549,71583,79080,HCC,2.4,3.113,3.18,13.1,70.52,84.35,3.898,6.147,4.581,45.53,65.37,1.063,0,0,PASS
2057-10,MEAS000550,75066,228755,CMS_READM,4.9,3.064,5.12,2.84,92.82,80.03,2.406,3.688,0.364,58.4,75.79,0.878,0,1,WARN
2057-11,MEAS000551,63395,122577,CUSTOM_XGB,3.3,1.838,3.98,2.93,86.98,66.17,2.049,6.254,2.3,42.55,93.7,1.365,0,0,PASS
2057-12,MEAS000552,26510,33413,CUSTOM_XGB,1.6,2.39,6.585,4.06,48.58,53.68,6.756,1.981,0.347,81.72,35.94,0.746,0,1,PASS
2058-01,MEAS000553,57054,119443,CUSTOM_GLM,1.2,1.088,2.969,5.09,74.58,94.95,6.009,5.799,4.6,88.56,55.23,1.047,0,0,PASS
2058-02,MEAS000554,5787,21046,CUSTOM_XGB,4.1,3.137,4.142,3.21,56.15,60.38,6.035,4.317,0.218,91.4,81.58,1.346,1,1,PASS
2058-03,MEAS000555,58090,167719,CUSTOM_GLM,1.5,1.328,5.144,12.59,56.9,96.29,8.955,5.354,2.335,77.83,90.71,0.694,1,1,PASS
2058-04,MEAS000556,61320,110156,HCC,4.3,2.616,7.23,12.32,60.07,46.0,5.569,2.965,1.241,89.22,65.89,0.839,1,1,FAIL
2058-05,MEAS000557,50179,83851,APR_DRG,3.5,0.66,4.04,5.74,80.14,72.73,6.303,1.685,1.08,91.15,47.89,0.811,0,1,PASS
2058-06,MEAS000558,15112,45395,APR_DRG,1.4,0.987,0.503,17.61,45.19,92.97,0.564,4.771,0.496,62.46,48.38,1.243,0,1,PASS
2058-07,MEAS000559,90177,138163,CMS_READM,3.6,0.634,6.125,5.94,67.61,85.44,2.148,4.869,3.189,35.82,73.46,1.224,0,1,PASS
2058-08,MEAS000560,75170,179781,APR_DRG,3.6,3.14,2.801,14.38,72.34,93.71,7.733,5.908,1.584,95.65,45.72,1.102,1,1,PASS
2058-09,MEAS000561,4322,10251,CUSTOM_XGB,2.3,2.306,1.644,17.78,52.97,88.57,5.169,3.273,2.374,69.47,65.6,1.271,0,1,PASS
2058-10,MEAS000562,84877,189044,CMS_READM,4.2,2.011,6.359,13.84,77.7,75.06,7.318,1.45,3.064,57.53,77.85,0.913,1,1,PASS
2058-11,MEAS000563,61812,68227,CUSTOM_GLM,1.3,1.664,2.688,10.74,66.36,43.98,4.489,3.16,5.01,79.11,88.89,1.181,1,1,PASS
2058-12,MEAS000564,32771,90520,HCC,4.9,3.399,7.499,14.39,58.9,84.86,4.418,4.835,0.901,55.89,49.17,1.108,1,0,PASS
2059-01,MEAS000565,37024,80283,CUSTOM_XGB,1.5,0.2,2.784,9.82,52.41,78.77,8.039,0.477,0.786,62.58,43.75,0.931,1,1,PASS
2059-02,MEAS000566,70950,229104,CUSTOM_GLM,2.5,3.2,7.254,15.0,77.67,76.4,4.469,5.044,0.733,81.23,51.65,0.973,0,1,PASS
2059-03,MEAS000567,105914,123919,CUSTOM_GLM,1.2,2.673,5.743,5.76,68.15,78.28,7.375,5.065,2.502,57.8,73.72,1.135,0,1,WARN
2059-04,MEAS000568,22520,26131,CMS_READM,3.4,1.31,0.404,6.31,83.68,83.54,1.771,5.144,3.497,41.52,43.18,0.973,0,1,PASS
2059-05,MEAS000569,6307,11877,CUSTOM_XGB,2.3,0.487,1.273,14.8,75.44,70.37,4.465,4.861,4.299,56.08,52.89,0.627,0,1,PASS
2059-06,MEAS000570,50991,236437,CUSTOM_GLM,1.4,1.08,5.299,5.2,47.98,48.49,2.58,0.497,1.681,92.22,48.06,0.754,0,1,WARN
2059-07,MEAS000571,107180,113215,CUSTOM_XGB,4.3,3.109,5.164,17.97,49.37,40.97,6.589,3.525,5.194,88.94,92.11,1.072,0,1,PASS
2059-08,MEAS000572,5343,18510,HCC,1.5,1.421,0.223,8.41,69.69,64.87,5.099,5.443,0.354,49.29,59.34,0.666,0,1,PASS
2059-09,MEAS000573,37903,86883,CUSTOM_GLM,1.7,0.808,1.54,12.36,88.95,49.46,5.72,5.625,1.883,59.76,65.52,0.791,0,0,PASS
2059-10,MEAS000574,27798,29771,CUSTOM_GLM,2.3,1.816,0.837,4.81,76.81,43.0,3.588,4.703,2.785,91.7,83.63,0.608,1,1,PASS
2059-11,MEAS000575,19963,21050,CMS_READM,4.3,2.097,1.588,7.47,53.52,86.0,3.199,6.059,2.434,64.51,45.99,0.647,1,0,PASS
2059-12,MEAS000576,27953,38040,CUSTOM_GLM,3.5,3.473,2.494,9.72,56.14,89.44,1.346,5.115,3.046,38.75,48.51,0.715,1,0,PASS
2060-01,MEAS000577,116501,217467,CUSTOM_GLM,4.6,3.299,7.313,14.69,84.06,90.25,1.715,1.56,0.334,84.32,75.57,1.156,1,1,PASS
2060-02,MEAS000578,57713,75365,CUSTOM_GLM,5.0,3.155,6.263,10.66,66.71,67.47,8.723,5.744,0.55,66.37,47.65,1.294,0,1,PASS
2060-03,MEAS000579,26181,33606,CUSTOM_XGB,3.3,1.949,2.923,15.37,67.31,88.68,4.774,1.07,2.154,73.22,35.22,0.742,1,1,PASS
2060-04,MEAS000580,33723,55080,APR_DRG,4.7,0.199,0.606,9.92,84.96,44.8,7.513,1.935,1.311,92.23,77.38,1.374,1,1,PASS
2060-05,MEAS000581,53494,105932,HCC,1.0,0.847,1.284,15.31,90.76,79.82,2.072,0.113,0.592,73.78,69.63,0.741,0,1,PASS
2060-06,MEAS000582,45792,181869,HCC,5.0,0.18,6.722,14.75,52.32,48.48,8.219,0.333,3.423,66.56,75.52,0.667,0,1,WARN
2060-07,MEAS000583,74046,231513,CMS_READM,4.8,0.132,2.034,8.85,90.53,65.25,6.345,0.865,1.858,76.9,37.13,0.991,1,1,PASS
2060-08,MEAS000584,135344,147747,APR_DRG,3.4,3.416,1.842,11.78,70.0,58.97,3.164,0.542,3.674,52.76,53.02,0.716,0,1,PASS
2060-09,MEAS000585,4783,14331,CUSTOM_XGB,3.4,1.277,1.735,17.3,60.44,97.26,8.166,2.563,2.988,72.0,90.2,0.952,0,1,PASS
2060-10,MEAS000586,42856,63660,CUSTOM_XGB,2.3,1.871,2.316,14.22,71.26,42.88,5.36,0.836,2.251,39.06,53.02,0.654,1,1,PASS
2060-11,MEAS000587,20527,34227,CUSTOM_GLM,1.1,0.729,4.396,15.12,71.17,91.92,3.772,4.079,1.76,37.43,55.67,0.901,1,1,PASS
2060-12,MEAS000588,157928,220047,APR_DRG,2.4,0.421,6.218,3.79,82.89,84.34,0.927,3.243,2.883,42.46,38.21,1.364,0,1,PASS
2061-01,MEAS000589,9196,29144,CUSTOM_XGB,3.9,0.321,3.763,9.82,61.75,95.1,8.414,2.808,0.586,70.72,68.03,0.934,1,1,PASS
2061-02,MEAS000590,74787,243325,CUSTOM_GLM,2.2,2.54,5.955,10.42,89.05,90.09,8.746,1.676,0.615,38.55,70.96,0.916,0,1,PASS
2061-03,MEAS000591,31320,46857,CUSTOM_XGB,2.3,1.186,1.518,2.4,69.86,56.53,0.75,4.657,1.208,67.34,39.99,1.03,1,1,PASS
2061-04,MEAS000592,80588,146841,APR_DRG,3.2,2.642,4.201,16.95,70.53,94.33,7.066,4.194,1.921,54.32,93.37,1.243,1,1,PASS
2061-05,MEAS000593,117044,193604,APR_DRG,4.3,1.802,2.145,12.86,79.75,64.4,3.221,2.958,0.463,55.56,51.18,1.092,1,1,PASS
2061-06,MEAS000594,161287,197420,CMS_READM,1.2,2.751,2.128,15.3,91.39,85.97,6.011,1.003,2.167,79.51,74.88,1.035,0,1,PASS
2061-07,MEAS000595,84030,144697,HCC,3.4,2.31,2.353,10.84,74.33,94.51,6.649,6.128,2.135,64.24,65.31,1.395,1,0,PASS
2061-08,MEAS000596,7283,9130,HCC,1.7,2.143,6.352,15.43,63.1,49.56,3.653,2.355,2.054,55.45,32.13,0.931,1,1,PASS
2061-09,MEAS000597,66861,88295,CMS_READM,4.1,0.36,4.952,2.13,53.2,67.97,8.86,5.922,1.729,81.81,83.67,1.008,0,1,PASS
2061-10,MEAS000598,123831,181763,APR_DRG,2.9,1.646,7.062,13.41,64.82,54.03,2.474,3.405,0.701,73.08,63.42,0.959,0,1,PASS
2061-11,MEAS000599,7759,19814,APR_DRG,1.7,3.043,4.627,5.8,76.63,77.57,8.081,3.446,2.38,78.0,87.98,0.828,0,1,PASS
2061-12,MEAS000600,77917,91074,CUSTOM_XGB,2.9,1.626,4.159,9.35,79.62,70.16,6.733,3.638,0.846,67.1,84.67,0.65,1,1,WARN
2062-01,MEAS000601,109384,169368,CMS_READM,2.7,2.801,4.818,3.99,82.21,75.06,2.638,1.293,2.484,40.41,42.23,0.967,1,1,FAIL
2062-02,MEAS000602,70539,175558,CUSTOM_XGB,1.4,2.018,5.623,9.64,62.94,52.77,8.157,4.72,0.901,93.92,45.94,1.114,0,1,PASS
2062-03,MEAS000603,66099,82027,APR_DRG,5.0,2.67,3.522,5.28,49.56,96.81,5.741,0.931,1.932,82.82,48.15,1.125,0,1,PASS
2062-04,MEAS000604,21438,22736,CUSTOM_GLM,3.4,2.649,3.743,16.64,48.17,66.09,5.434,3.126,5.014,71.83,41.53,0.861,1,1,WARN
2062-05,MEAS000605,144146,247343,CUSTOM_XGB,2.1,2.312,0.622,4.11,50.52,41.86,7.917,3.813,0.118,61.35,94.38,1.35,1,1,PASS
2062-06,MEAS000606,31720,34483,CMS_READM,1.8,1.686,5.396,12.98,81.91,73.98,4.495,0.428,0.286,96.66,67.24,0.741,0,1,PASS
2062-07,MEAS000607,78573,158271,CMS_READM,4.0,0.73,3.935,10.13,52.49,60.53,0.228,0.436,1.605,88.8,59.78,1.198,0,1,PASS
2062-08,MEAS000608,21312,48016,HCC,1.5,3.181,5.272,7.21,75.51,94.78,2.984,5.268,1.582,65.16,39.06,0.837,0,0,PASS
2062-09,MEAS000609,83263,201930,APR_DRG,2.4,1.401,5.295,12.33,46.99,66.72,2.145,5.2,0.462,51.78,91.04,0.697,1,0,PASS
2062-10,MEAS000610,43601,139166,HCC,5.0,3.312,5.283,12.79,78.33,89.92,2.822,5.688,5.169,85.09,84.32,0.799,1,0,PASS
2062-11,MEAS000611,95917,110806,APR_DRG,3.0,2.406,4.08,13.76,48.96,72.57,8.257,4.806,4.512,43.45,77.94,0.898,1,1,PASS
2062-12,MEAS000612,70354,166453,CMS_READM,2.4,3.324,7.338,13.31,66.51,52.73,1.622,6.156,3.273,48.47,50.1,1.204,1,1,PASS
2063-01,MEAS000613,65174,173422,HCC,1.4,1.885,3.71,3.17,75.05,47.46,2.049,4.855,1.282,90.58,81.99,0.721,0,0,PASS
2063-02,MEAS000614,801,1462,CMS_READM,2.0,3.303,6.493,10.89,48.45,62.89,3.735,2.605,2.042,55.31,37.43,0.772,0,1,PASS
2063-03,MEAS000615,18298,91395,CMS_READM,2.9,3.33,1.876,11.07,62.21,79.09,0.669,0.879,4.579,75.55,33.37,1.188,0,1,PASS
2063-04,MEAS000616,64486,137998,CUSTOM_XGB,4.8,1.371,5.179,3.97,47.11,62.81,6.363,3.189,0.94,56.67,33.84,1.022,0,1,PASS
2063-05,MEAS000617,99654,172215,CUSTOM_XGB,2.0,1.855,3.842,15.86,54.47,75.42,0.134,5.929,5.121,41.85,41.14,1.138,0,1,PASS
2063-06,MEAS000618,69188,152212,CMS_READM,3.6,1.067,2.143,2.21,68.08,52.05,3.285,2.247,1.06,85.18,56.6,1.022,1,1,PASS
2063-07,MEAS000619,12998,60967,APR_DRG,3.4,2.596,4.726,11.01,76.18,88.1,4.29,3.107,3.474,61.76,57.65,1.038,1,1,PASS
2063-08,MEAS000620,48001,92973,CUSTOM_XGB,2.5,0.773,1.859,17.16,46.98,48.02,8.446,1.6,1.15,48.2,66.41,0.861,0,1,PASS
2063-09,MEAS000621,119442,146408,CUSTOM_XGB,3.7,0.256,6.719,14.49,60.63,49.17,2.195,6.462,2.474,41.06,64.47,1.215,0,1,PASS
2063-10,MEAS000622,9175,21514,CUSTOM_GLM,3.9,0.761,4.323,12.4,45.18,91.44,7.327,4.903,1.816,64.9,74.13,1.183,1,1,PASS
2063-11,MEAS000623,34312,52645,HCC,4.2,2.83,6.119,16.4,68.19,83.26,1.926,1.69,1.597,70.58,77.58,1.118,0,1,PASS
2063-12,MEAS000624,34605,162459,CUSTOM_GLM,5.0,0.295,1.096,4.6,83.0,74.95,5.957,0.072,4.588,80.44,61.36,0.771,1,1,PASS
2064-01,MEAS000625,193199,213978,CUSTOM_GLM,3.6,0.183,6.423,2.99,78.11,40.55,1.482,2.76,0.19,47.6,84.03,0.723,0,1,PASS
2064-02,MEAS000626,80648,119021,APR_DRG,4.1,1.886,1.345,3.17,51.09,97.95,1.689,4.194,1.393,92.51,30.08,0.977,0,1,PASS
2064-03,MEAS000627,69837,162098,CUSTOM_XGB,2.2,2.893,4.787,2.59,80.78,56.95,2.105,0.822,3.775,72.16,80.14,1.106,1,1,FAIL
2064-04,MEAS000628,76714,151861,CUSTOM_GLM,3.0,1.406,5.598,12.42,82.22,90.7,6.769,4.852,3.639,64.14,90.98,1.38,1,1,PASS
2064-05,MEAS000629,195139,212488,HCC,2.6,1.442,4.157,15.52,77.77,75.87,0.287,3.891,0.142,79.76,54.29,0.948,1,0,PASS
2064-06,MEAS000630,68697,97702,CUSTOM_XGB,4.1,1.11,0.934,13.46,78.95,92.4,1.708,3.394,3.039,70.55,39.76,0.73,0,1,PASS
2064-07,MEAS000631,116486,220311,CUSTOM_GLM,2.4,1.741,4.621,17.11,69.35,40.24,6.922,3.609,4.68,77.04,87.25,1.184,1,1,PASS
2064-08,MEAS000632,103889,206106,APR_DRG,4.8,1.905,4.996,12.83,66.48,41.09,8.301,3.686,2.483,70.87,74.11,1.162,0,1,PASS
2064-09,MEAS000633,50556,156233,HCC,4.3,3.409,2.546,2.58,50.62,50.35,6.631,0.034,3.814,50.4,59.01,1.057,0,1,PASS
2064-10,MEAS000634,120452,140914,HCC,3.5,0.731,5.265,16.67,56.26,94.08,3.519,2.47,4.949,74.24,97.93,0.935,0,0,PASS
2064-11,MEAS000635,18952,46800,CUSTOM_GLM,2.2,2.711,3.118,2.2,76.93,90.36,8.806,5.81,0.168,91.18,65.87,1.382,1,1,PASS
2064-12,MEAS000636,42292,60376,APR_DRG,1.6,1.92,2.997,7.64,50.74,61.53,0.958,4.016,2.992,57.15,45.45,0.764,0,1,PASS
2065-01,MEAS000637,78909,151874,CMS_READM,1.8,0.967,5.494,10.79,92.52,58.65,3.198,4.2,3.125,35.82,92.86,1.112,0,1,PASS
2065-02,MEAS000638,158130,191060,APR_DRG,1.9,0.885,3.822,4.64,76.13,70.89,6.614,2.392,3.179,62.77,85.85,0.851,0,1,PASS
2065-03,MEAS000639,53422,75519,HCC,3.2,2.439,4.086,15.58,89.07,42.51,2.772,3.05,3.14,97.9,33.32,1.354,0,1,WARN
2065-04,MEAS000640,31027,153222,APR_DRG,4.6,0.441,4.157,6.57,51.52,54.64,2.561,4.065,4.455,61.29,83.96,1.025,1,1,PASS
2065-05,MEAS000641,118971,151076,CMS_READM,1.3,1.92,6.785,4.4,72.65,76.09,7.875,6.166,4.833,73.13,39.48,1.181,0,1,PASS
2065-06,MEAS000642,9530,12788,APR_DRG,1.8,1.726,4.578,17.75,83.89,73.7,1.444,1.995,4.179,74.36,76.71,1.378,1,0,PASS
2065-07,MEAS000643,63486,134114,CUSTOM_GLM,2.6,1.713,1.4,5.38,81.3,55.65,7.082,6.182,1.286,36.4,97.85,0.764,0,0,PASS
2065-08,MEAS000644,92354,163034,CMS_READM,1.6,1.05,7.078,4.75,48.21,79.06,6.516,5.35,2.458,92.2,32.77,1.269,0,1,WARN
2065-09,MEAS000645,1421,2152,HCC,4.2,2.4,2.563,16.52,51.09,73.07,1.584,1.721,0.877,49.16,54.34,0.945,0,1,PASS
2065-10,MEAS000646,50901,179630,CUSTOM_GLM,4.7,2.546,2.918,12.13,49.33,84.7,1.28,2.634,3.578,93.51,33.47,0.628,1,1,PASS
2065-11,MEAS000647,9127,18455,CUSTOM_XGB,4.4,2.574,5.788,9.72,57.25,94.35,8.546,3.881,0.983,78.56,47.53,1.242,0,1,PASS
2065-12,MEAS000648,181989,200524,HCC,3.4,0.666,4.805,8.75,90.84,64.61,1.115,5.525,4.976,56.08,71.49,0.732,1,1,PASS
2066-01,MEAS000649,102491,236246,APR_DRG,3.4,2.972,5.302,17.94,69.28,95.19,4.553,5.703,2.308,36.36,97.44,0.73,1,1,PASS
2066-02,MEAS000650,70408,97079,HCC,3.0,2.82,1.669,4.14,77.88,73.15,7.039,3.594,1.103,73.34,96.06,0.838,0,1,PASS
2066-03,MEAS000651,1752,2621,CUSTOM_GLM,4.1,1.022,4.003,5.07,69.21,90.2,5.817,2.789,1.682,54.82,81.62,1.035,0,1,WARN
2066-04,MEAS000652,23431,30242,CUSTOM_XGB,2.1,2.176,0.809,5.53,56.86,55.3,4.692,3.103,4.936,74.42,94.07,1.387,0,1,PASS
2066-05,MEAS000653,103717,110026,CUSTOM_XGB,4.9,2.018,3.514,2.13,66.56,76.29,0.902,0.11,1.265,39.74,35.6,1.039,0,0,PASS
2066-06,MEAS000654,131149,183618,HCC,4.5,1.293,0.307,9.66,55.37,61.76,7.012,5.843,1.213,73.44,38.86,1.02,1,1,PASS
2066-07,MEAS000655,168921,180822,CUSTOM_XGB,4.7,0.984,4.806,5.5,75.78,73.27,0.808,4.788,2.561,53.29,50.71,0.853,0,1,PASS
2066-08,MEAS000656,67561,138431,CUSTOM_XGB,4.8,3.364,1.111,15.74,48.48,69.36,2.053,2.994,0.341,86.59,44.13,1.203,0,1,PASS
2066-09,MEAS000657,43254,183627,APR_DRG,2.9,2.089,0.609,9.67,51.19,96.33,1.041,2.656,3.964,62.72,93.36,1.306,0,1,PASS
2066-10,MEAS000658,21287,55977,APR_DRG,4.1,1.509,2.734,7.99,46.01,86.34,1.987,5.44,4.432,76.0,58.33,1.073,0,1,PASS
2066-11,MEAS000659,52577,84797,CUSTOM_XGB,4.0,1.683,1.815,4.77,50.7,58.13,0.41,6.412,2.328,43.38,97.71,0.652,1,1,PASS
2066-12,MEAS000660,101949,175319,CUSTOM_GLM,1.7,1.814,7.144,9.57,72.2,94.17,8.953,1.099,0.841,52.07,33.02,1.225,1,0,PASS
2067-01,MEAS000661,35641,73162,APR_DRG,3.6,0.631,2.783,3.91,45.71,64.3,6.522,3.658,2.834,69.27,70.03,0.812,1,0,PASS
2067-02,MEAS000662,65131,125578,APR_DRG,1.9,3.373,5.913,12.67,66.02,62.94,4.403,2.497,1.406,62.29,58.01,1.36,1,0,PASS
2067-03,MEAS000663,56492,178111,HCC,1.3,1.573,4.172,14.66,48.13,46.53,2.592,4.925,4.904,97.51,89.2,1.099,0,1,PASS
2067-04,MEAS000664,19179,74667,HCC,4.2,0.878,0.496,10.79,70.8,97.65,0.303,4.385,0.31,58.34,46.95,1.104,0,1,PASS
2067-05,MEAS000665,90954,171659,CUSTOM_XGB,4.5,0.64,4.456,9.29,89.32,44.56,2.653,4.762,1.581,69.01,45.28,0.908,0,1,PASS
2067-06,MEAS000666,97335,106582,CMS_READM,2.7,2.44,6.69,13.86,48.29,90.64,1.499,4.757,1.074,42.61,48.9,1.012,0,1,PASS
2067-07,MEAS000667,25204,44847,HCC,2.0,0.495,5.566,10.47,86.03,81.21,3.593,0.344,0.758,70.52,66.0,0.83,1,1,PASS
2067-08,MEAS000668,115580,201330,CUSTOM_XGB,2.4,0.915,1.213,12.72,54.9,86.84,6.108,5.304,0.699,79.27,96.2,0.855,1,1,WARN
