care_quality_reporting_period,care_quality_measure_id,care_quality_numerator_count,care_quality_denominator_count,care_quality_risk_adjustment_model,care_quality_star_rating_value,care_quality_hospital_acquired_infection_rate,care_quality_surgical_complication_rate,care_quality_mortality_30day_rate,care_quality_patient_experience_score,care_quality_timely_effective_care_score,care_quality_medication_error_rate,care_quality_falls_with_injury_rate,care_quality_pressure_injury_rate,care_quality_sepsis_bundle_compliance,care_quality_stroke_bundle_compliance,care_quality_readmission_observed_expected,care_quality_equity_stratification_applied,care_quality_public_reporting_flag,care_quality_data_validation_status
2021-02,QMEAS-367,33976,31034,CustomRA,3.75,11.361,15.059,0.587,19.41,13.39,14.751,5.384,6.543,75.13,69.83,1.74,N,Y,Validated
2023-11,QMEAS-469,44623,71474,HCC,3.37,8.133,6.079,20.614,26.27,52.51,5.363,8.331,2.451,41.69,67.16,1.759,N,N,Provisional
2025-10,QMEAS-866,38749,72067,CustomRA,3.26,6.775,0.013,4.969,57.12,37.67,8.173,2.356,10.515,26.97,82.34,1.379,Y,Y,Provisional
2022-06,QMEAS-589,34589,109247,APRDRG,2.69,10.721,16.33,17.998,78.3,13.95,9.501,0.396,7.547,39.08,24.35,0.539,Y,Y,Provisional
2023-02,QMEAS-212,12136,87619,APRDRG,4.63,4.528,11.391,3.651,3.28,95.88,11.592,7.641,8.059,74.42,73.25,1.502,N,Y,Validated
2025-04,QMEAS-442,1083,107016,HCC,4.66,2.724,3.67,17.694,63.04,66.24,13.829,2.862,5.378,31.41,47.0,1.756,Y,N,Validated
2020-11,QMEAS-912,12277,102616,None,2.63,3.535,11.434,4.608,85.54,58.05,13.69,2.283,14.698,82.16,93.16,1.044,Y,N,FailedChecks
2020-12,QMEAS-751,21643,75006,APRDRG,1.2,1.891,8.463,11.186,88.63,65.07,9.547,8.882,11.365,96.95,98.21,1.866,N,N,Validated
2025-09,QMEAS-596,36249,92123,CustomRA,4.17,0.905,16.206,0.987,90.4,95.67,8.833,5.504,8.43,59.53,20.23,0.362,N,Y,FailedChecks
2020-04,QMEAS-666,15845,83544,APRDRG,4.26,9.113,10.769,16.034,35.04,76.34,1.976,0.09,2.186,40.89,92.68,0.839,Y,N,NotSubmitted
2020-07,QMEAS-932,49275,52336,None,3.73,2.868,0.321,12.254,47.43,49.62,23.336,1.751,5.263,95.62,62.17,0.76,N,Y,Validated
2023-11,QMEAS-480,37208,33437,CustomRA,2.83,2.134,7.486,9.555,68.23,15.27,3.588,6.335,3.491,60.88,47.44,1.035,N,Y,FailedChecks
2025-10,QMEAS-737,10705,93476,HCC,4.42,6.379,0.098,18.723,59.93,47.86,6.011,0.317,9.344,37.0,60.27,0.386,Y,Y,FailedChecks
2021-07,QMEAS-226,40604,44923,APRDRG,2.15,8.123,16.834,17.625,37.92,32.2,2.861,6.104,6.313,51.86,46.05,1.511,Y,N,Provisional
2021-07,QMEAS-640,25887,18026,HCC,2.51,4.009,0.86,15.339,78.0,89.34,15.166,4.688,9.63,71.08,83.13,2.132,Y,Y,Validated
2024-07,QMEAS-907,22739,92438,HCC,2.41,5.782,7.112,17.156,30.95,61.65,20.031,5.333,11.021,53.74,28.35,0.301,Y,N,Validated
2020-12,QMEAS-124,6155,55087,None,1.19,1.553,1.352,0.875,80.49,41.64,8.155,2.276,8.898,62.79,77.67,1.354,N,N,FailedChecks
2024-12,QMEAS-357,46221,116617,None,1.73,6.48,13.724,12.493,48.42,16.24,19.601,7.212,3.784,33.6,20.86,1.392,N,Y,FailedChecks
2021-06,QMEAS-260,2519,109192,CustomRA,3.85,8.503,3.912,6.169,50.39,44.89,6.86,6.835,3.656,64.65,42.53,0.59,N,Y,NotSubmitted
2021-05,QMEAS-576,39779,47330,None,4.41,8.612,12.943,7.364,85.42,25.57,19.807,1.693,2.983,29.51,49.13,1.51,N,N,Provisional
2022-12,QMEAS-395,20482,21489,CustomRA,3.59,9.146,5.975,21.815,46.95,60.24,13.088,8.195,0.626,87.53,23.81,0.652,N,N,Provisional
2020-12,QMEAS-663,41573,90311,None,3.1,1.396,5.052,6.439,79.32,90.22,14.505,5.444,0.806,85.33,51.42,1.314,N,Y,FailedChecks
2020-01,QMEAS-476,2775,7542,DRG,4.19,3.455,15.811,19.283,7.24,99.35,21.816,3.414,12.288,63.1,67.58,1.903,Y,Y,Provisional
2024-02,QMEAS-511,3097,115133,APRDRG,4.49,2.389,12.768,10.925,28.51,32.1,22.945,5.803,14.066,27.35,76.44,0.462,N,N,NotSubmitted
2023-09,QMEAS-262,46923,81713,APRDRG,3.22,0.652,1.161,11.576,85.96,31.14,13.825,1.7,9.549,49.57,24.19,1.5,N,Y,Provisional
2020-01,QMEAS-461,46802,20631,HCC,1.08,6.194,12.752,8.702,2.39,56.82,15.453,3.852,5.769,93.74,50.43,1.177,Y,N,NotSubmitted
2022-06,QMEAS-359,3638,60126,APRDRG,1.67,3.268,8.773,19.714,62.44,94.86,4.09,9.85,10.385,79.95,31.8,0.741,Y,Y,Provisional
2020-03,QMEAS-196,5693,96880,HCC,3.94,1.794,10.84,12.341,1.39,27.32,10.783,0.639,14.327,77.89,69.18,1.622,Y,N,Validated
2020-01,QMEAS-453,30464,54983,None,1.61,1.668,2.6,7.018,20.37,55.69,0.784,0.96,7.757,83.9,73.32,1.957,Y,N,NotSubmitted
2023-09,QMEAS-456,9679,90631,None,3.13,7.609,14.449,6.956,84.54,44.58,10.11,7.522,1.841,42.54,91.02,1.917,Y,N,Validated
2023-09,QMEAS-348,12505,20612,DRG,1.8,7.253,10.884,20.703,35.28,62.11,2.554,8.581,0.213,54.25,41.05,0.598,Y,Y,FailedChecks
2025-02,QMEAS-599,33602,83662,HCC,1.53,1.361,13.207,1.847,21.52,59.38,4.992,5.21,13.299,20.98,77.18,2.188,N,Y,FailedChecks
2020-05,QMEAS-119,35292,21200,DRG,4.38,8.848,3.254,7.231,17.81,85.07,24.857,6.701,7.238,52.15,94.55,2.028,N,N,NotSubmitted
2024-09,QMEAS-417,2007,68219,APRDRG,3.49,4.331,8.292,13.687,91.22,41.12,5.781,1.614,4.579,88.92,91.66,1.953,N,Y,NotSubmitted
2020-09,QMEAS-809,32671,71061,DRG,1.45,8.219,2.002,3.483,59.22,79.44,13.712,4.637,2.175,31.19,28.91,1.291,Y,N,NotSubmitted
2021-05,QMEAS-778,1195,30053,HCC,2.53,11.02,12.01,16.481,42.92,67.91,13.189,3.362,9.975,56.38,45.9,1.262,Y,Y,FailedChecks
2021-09,QMEAS-237,16844,58232,APRDRG,1.32,4.81,11.938,19.1,71.42,67.41,20.386,2.881,13.388,93.46,61.81,1.515,Y,Y,Validated
2024-11,QMEAS-143,163,111067,None,1.49,4.152,4.232,0.314,0.47,4.63,0.817,9.576,7.015,35.69,96.25,1.191,Y,Y,Provisional
2025-06,QMEAS-165,908,69495,None,1.81,8.126,0.692,11.731,71.51,93.14,15.385,2.7,13.882,25.12,96.25,2.086,Y,N,FailedChecks
2020-07,QMEAS-851,46184,29593,CustomRA,3.71,3.492,5.784,0.676,90.02,28.71,5.089,8.636,13.43,36.79,85.86,0.994,Y,Y,Validated
2020-03,QMEAS-502,37765,75606,None,4.64,10.983,5.461,0.801,44.07,48.15,11.391,6.745,14.671,77.27,58.9,0.788,Y,Y,Provisional
2024-10,QMEAS-772,32291,15492,None,3.6,3.045,4.3,9.081,72.9,80.28,13.775,7.154,3.523,48.87,76.94,0.31,Y,Y,Provisional
2023-10,QMEAS-108,182,1883,APRDRG,2.38,11.537,13.492,19.316,93.8,12.08,13.71,9.114,2.007,36.97,76.5,1.375,N,Y,Provisional
2023-12,QMEAS-547,44474,112229,HCC,1.27,9.945,15.156,4.658,35.15,69.75,16.666,3.922,9.5,25.0,39.92,0.882,N,Y,Validated
2021-10,QMEAS-591,14004,112380,DRG,3.9,0.392,17.207,2.739,44.9,67.79,4.076,2.366,2.116,67.44,98.68,1.415,N,Y,Provisional
2023-05,QMEAS-202,17598,109446,HCC,3.46,11.541,13.551,4.836,26.12,31.62,24.706,1.375,14.18,30.65,71.11,1.013,N,N,FailedChecks
2022-08,QMEAS-951,40155,67956,APRDRG,2.41,8.029,13.782,16.604,86.94,47.63,3.49,5.368,3.117,86.32,72.82,0.774,N,N,Provisional
2022-09,QMEAS-451,33282,47472,DRG,1.68,5.469,5.784,16.96,42.84,67.46,10.346,2.508,4.889,53.46,37.08,0.302,N,Y,FailedChecks
2022-02,QMEAS-403,35380,104369,APRDRG,2.11,1.823,10.62,6.651,0.47,10.39,10.443,3.134,8.501,97.08,83.36,0.431,N,Y,NotSubmitted
2022-10,QMEAS-152,10048,37226,APRDRG,4.06,0.474,15.708,17.99,47.39,37.28,19.505,3.241,9.028,91.09,65.04,0.354,Y,N,Validated
2022-01,QMEAS-770,35774,1374,None,4.63,2.781,17.254,11.001,72.13,27.87,10.974,5.751,0.732,97.71,89.05,0.429,N,Y,NotSubmitted
2025-04,QMEAS-591,34991,5043,CustomRA,2.33,0.737,15.41,17.472,46.85,15.26,12.129,5.344,3.934,59.9,61.2,0.355,Y,N,Provisional
2020-07,QMEAS-653,27019,88571,APRDRG,2.77,8.351,15.092,10.123,88.52,53.92,21.068,5.335,11.767,43.24,69.86,1.815,N,N,Validated
2023-12,QMEAS-510,45052,100441,CustomRA,1.65,0.893,1.981,3.341,39.22,40.64,19.38,1.523,10.277,78.36,62.54,0.958,N,N,Provisional
2023-02,QMEAS-787,28878,52229,CustomRA,1.84,0.062,1.647,2.011,61.03,55.85,1.207,7.088,6.773,50.17,95.19,0.902,N,N,Provisional
2021-07,QMEAS-441,33789,82673,DRG,4.28,6.22,14.473,2.069,71.5,5.02,19.644,4.691,3.335,90.33,48.76,1.946,Y,N,NotSubmitted
2020-10,QMEAS-840,28745,68345,APRDRG,3.46,1.835,15.719,1.855,85.28,58.42,20.907,8.21,2.846,43.38,23.68,1.414,N,Y,Provisional
2025-02,QMEAS-731,16399,45282,CustomRA,4.5,5.624,11.15,17.029,81.14,10.21,11.505,7.494,0.774,24.62,78.96,0.455,N,N,Provisional
2023-02,QMEAS-447,10032,94028,HCC,1.32,4.384,6.042,19.607,10.61,74.74,10.297,3.377,3.18,38.33,35.24,0.823,Y,Y,NotSubmitted
2022-11,QMEAS-756,15523,4315,None,1.02,10.385,1.113,17.514,79.93,9.86,7.017,2.301,5.196,95.05,95.42,1.235,Y,N,Provisional
2022-04,QMEAS-397,16106,35409,DRG,3.64,1.7,10.284,2.566,88.76,91.39,4.572,3.783,4.603,79.88,82.04,1.254,Y,Y,FailedChecks
2023-12,QMEAS-445,18094,20983,CustomRA,4.13,5.915,3.209,20.874,66.56,26.8,22.027,5.441,1.884,49.97,82.72,2.137,N,N,Provisional
2020-10,QMEAS-581,36397,30787,HCC,3.18,1.398,7.785,2.218,7.09,85.85,5.922,4.195,6.715,48.9,47.91,1.309,N,Y,FailedChecks
2025-07,QMEAS-140,17419,55844,DRG,4.75,8.371,3.685,7.3,24.64,62.14,10.008,6.571,4.578,73.69,37.53,1.398,Y,N,Validated
2023-04,QMEAS-679,31441,64578,None,2.23,7.805,4.992,14.392,93.36,35.27,19.591,3.606,0.24,54.62,21.18,1.382,Y,Y,FailedChecks
2021-07,QMEAS-412,49418,73122,None,3.55,3.833,9.266,13.297,29.88,66.59,19.222,4.544,2.528,78.33,73.53,1.729,N,Y,Provisional
2024-10,QMEAS-612,20181,22418,APRDRG,4.53,7.578,17.561,20.463,37.03,3.52,17.223,2.8,4.512,57.68,57.5,0.346,N,Y,Validated
2023-08,QMEAS-403,4508,14676,None,4.37,10.185,1.864,10.758,88.55,66.38,20.414,2.807,10.779,75.36,30.52,0.436,N,N,FailedChecks
2021-10,QMEAS-641,31915,11290,CustomRA,1.33,8.299,0.412,19.641,19.4,18.2,11.404,7.945,7.954,43.48,64.97,1.326,N,N,NotSubmitted
2025-06,QMEAS-986,47550,12333,APRDRG,3.61,10.879,17.817,15.299,82.57,19.14,19.254,9.866,13.202,73.41,81.32,1.598,Y,N,FailedChecks
2022-09,QMEAS-529,24575,100270,DRG,1.38,1.727,12.71,19.753,48.15,6.95,17.08,0.157,2.512,63.42,65.37,0.403,Y,Y,Validated
2025-03,QMEAS-344,2115,74268,CustomRA,4.81,0.116,17.216,21.697,51.33,55.73,10.971,9.65,2.088,34.08,66.71,1.96,Y,Y,Validated
2020-09,QMEAS-699,14487,93493,DRG,3.08,0.92,17.847,15.448,39.96,89.88,16.927,4.765,0.236,28.22,79.62,1.004,N,N,FailedChecks
2024-04,QMEAS-634,777,116775,HCC,2.45,10.294,12.831,21.055,63.55,33.38,7.105,2.902,0.891,71.94,25.62,1.652,Y,N,NotSubmitted
2020-12,QMEAS-964,48815,14467,CustomRA,1.54,1.58,10.938,19.988,32.76,62.31,22.052,6.01,14.924,87.74,47.24,1.23,Y,N,FailedChecks
2023-03,QMEAS-271,45785,86839,HCC,4.16,10.165,4.406,15.779,9.71,10.81,9.392,8.431,2.544,96.72,43.52,0.341,Y,Y,Provisional
2021-02,QMEAS-408,31218,51485,DRG,3.09,4.884,4.709,15.53,91.16,50.7,8.053,7.005,0.652,20.57,69.3,1.588,N,N,Provisional
2020-06,QMEAS-828,36717,19696,CustomRA,3.06,11.248,17.204,4.252,90.62,19.05,18.33,6.199,13.773,21.87,37.18,2.05,N,Y,NotSubmitted
2022-07,QMEAS-413,10048,39364,DRG,1.03,8.395,12.861,19.791,52.42,44.11,19.065,2.226,7.522,83.97,87.39,2.19,N,Y,NotSubmitted
2024-05,QMEAS-503,36432,101498,APRDRG,3.09,4.903,7.534,16.866,69.33,25.86,19.603,6.437,5.343,28.22,69.28,0.36,Y,N,NotSubmitted
2025-01,QMEAS-101,31219,58107,DRG,1.13,3.009,11.87,7.269,45.38,37.59,9.053,8.301,5.184,93.13,29.77,0.511,N,Y,Validated
2023-09,QMEAS-496,20162,71906,HCC,2.45,3.045,8.887,9.616,12.2,50.04,9.774,1.146,1.623,49.27,90.06,1.564,N,Y,FailedChecks
2025-03,QMEAS-553,26699,94000,CustomRA,1.4,10.077,10.465,9.229,81.03,56.65,5.554,5.176,11.995,73.25,92.03,1.754,N,Y,Validated
2025-05,QMEAS-172,16713,91680,None,2.23,6.239,14.366,11.222,81.64,38.92,21.046,3.784,11.792,52.99,36.21,1.382,Y,Y,FailedChecks
2023-06,QMEAS-288,44819,19753,None,4.36,1.895,6.896,21.166,82.88,65.54,6.952,8.147,13.638,84.12,76.88,0.785,N,Y,Provisional
2025-02,QMEAS-394,30199,51932,APRDRG,4.13,11.007,12.094,11.957,94.08,97.68,22.732,6.047,9.262,71.68,20.09,1.88,N,N,FailedChecks
2025-03,QMEAS-516,14270,3951,HCC,4.31,10.961,10.986,1.911,77.15,50.63,17.566,2.681,11.612,93.56,51.65,1.047,Y,Y,NotSubmitted
2021-12,QMEAS-504,7790,78142,CustomRA,4.96,9.571,8.614,8.694,70.18,25.54,6.605,3.13,14.651,50.86,79.45,1.995,N,N,NotSubmitted
2025-10,QMEAS-667,16216,52182,CustomRA,1.93,1.525,16.621,0.932,30.63,44.9,19.313,6.611,2.288,31.06,60.25,1.787,N,N,FailedChecks
2025-11,QMEAS-656,22825,54972,DRG,1.99,11.614,2.872,4.816,91.18,60.5,1.738,2.785,14.463,74.5,20.08,0.822,Y,Y,FailedChecks
2023-05,QMEAS-943,40710,13662,HCC,1.32,5.808,14.43,10.931,26.03,14.97,16.213,2.875,5.457,43.71,88.97,1.885,Y,N,FailedChecks
2024-07,QMEAS-900,9713,71385,CustomRA,2.78,6.798,12.973,13.551,91.56,63.43,24.621,5.417,0.4,26.85,57.34,0.764,Y,N,Provisional
2024-03,QMEAS-455,47114,80610,None,3.02,3.77,6.278,3.469,25.7,46.98,11.325,2.237,6.277,43.16,64.47,2.129,N,N,Validated
2023-10,QMEAS-237,46128,41167,DRG,4.14,3.358,14.003,14.344,19.88,40.53,4.372,7.073,3.69,26.86,99.18,0.753,Y,Y,FailedChecks
2020-01,QMEAS-226,14013,58106,None,3.52,4.012,4.347,7.398,22.81,88.12,24.05,8.729,6.298,83.64,54.98,1.97,N,Y,NotSubmitted
2021-12,QMEAS-822,3149,8771,DRG,4.27,11.312,3.207,16.362,93.74,93.78,2.008,9.508,5.906,45.32,41.59,1.801,Y,Y,Validated
2020-05,QMEAS-851,45646,32033,APRDRG,1.85,4.096,15.417,10.298,96.29,55.77,21.454,6.715,1.312,37.67,65.66,1.285,Y,N,Provisional
2025-06,QMEAS-732,25755,73274,HCC,1.12,4.442,8.273,8.589,26.42,49.59,7.615,0.658,10.613,69.23,82.05,0.847,Y,Y,FailedChecks
2022-12,QMEAS-996,32567,81269,None,1.63,6.234,14.586,19.325,81.35,52.83,1.869,5.196,12.686,73.51,92.6,2.061,N,Y,FailedChecks
2023-09,QMEAS-600,2960,86246,DRG,4.85,9.527,14.681,20.473,11.53,40.36,4.146,6.35,3.512,61.26,91.5,0.985,Y,N,Provisional
2024-11,QMEAS-570,19387,103512,APRDRG,3.46,2.727,15.799,1.851,43.58,44.24,2.03,8.815,5.656,62.28,42.86,0.554,Y,N,Provisional
2025-07,QMEAS-753,26182,88377,HCC,4.65,1.353,16.511,17.056,76.5,71.58,24.353,5.855,10.393,69.34,69.91,0.901,Y,Y,Provisional
2020-10,QMEAS-134,47334,14035,DRG,4.38,5.744,1.306,0.064,13.47,82.32,20.627,8.608,5.1,93.76,54.14,0.511,N,N,Validated
2023-03,QMEAS-981,47704,14862,HCC,4.18,3.737,10.574,21.55,66.74,36.4,2.023,0.303,2.191,59.58,68.62,1.837,Y,Y,Validated
2023-06,QMEAS-455,37498,37045,HCC,3.15,0.19,13.144,0.048,16.51,33.31,6.453,0.937,14.242,73.89,46.1,1.686,N,N,NotSubmitted
2022-11,QMEAS-183,34169,13834,DRG,2.62,7.028,10.606,15.285,1.37,50.43,7.784,7.922,14.28,49.58,49.95,2.157,Y,Y,Validated
2020-03,QMEAS-484,38579,53416,CustomRA,4.25,1.276,5.893,18.561,19.25,0.91,9.706,5.289,6.677,84.56,48.45,1.348,Y,Y,Validated
2021-03,QMEAS-386,29804,93467,DRG,2.31,5.018,9.785,7.435,17.19,18.04,9.657,4.014,3.156,20.58,35.43,1.112,Y,Y,NotSubmitted
2020-11,QMEAS-780,6253,94948,None,1.8,6.118,9.51,11.66,26.89,87.83,9.921,4.405,3.835,50.45,74.73,0.825,N,Y,Validated
2020-12,QMEAS-265,16696,30661,CustomRA,4.29,8.437,15.431,5.49,46.77,79.78,19.784,5.171,8.903,68.8,40.07,1.3,Y,N,NotSubmitted
2023-12,QMEAS-650,10761,69299,DRG,4.64,11.045,4.031,5.477,86.58,29.51,0.441,1.018,14.518,42.84,75.88,0.825,Y,N,FailedChecks
2023-08,QMEAS-981,37443,89757,None,3.11,5.136,4.315,5.511,14.48,0.87,4.517,3.729,6.425,36.99,70.64,1.126,Y,N,NotSubmitted
2021-01,QMEAS-822,48222,97594,None,4.92,9.014,8.855,12.827,94.72,67.5,12.218,0.274,11.108,83.18,45.93,1.368,N,Y,Validated
2024-12,QMEAS-124,1987,79681,DRG,3.05,8.966,14.643,20.841,20.51,50.79,20.821,6.55,0.093,61.86,85.86,1.428,N,Y,NotSubmitted
2020-05,QMEAS-911,41472,58009,None,2.95,11.443,13.661,14.985,7.7,61.27,11.781,8.766,4.557,39.56,59.3,0.669,Y,Y,NotSubmitted
2022-10,QMEAS-652,6392,3903,HCC,1.64,6.476,1.756,5.503,50.23,21.14,15.645,0.263,2.785,82.72,99.04,1.393,Y,N,FailedChecks
2023-04,QMEAS-548,24797,59541,None,4.61,7.224,1.427,16.384,34.11,13.56,5.321,7.146,12.133,67.45,70.56,0.49,Y,Y,Provisional
2023-04,QMEAS-891,26527,17395,None,1.7,7.399,10.53,13.948,39.85,16.29,14.818,3.611,3.88,97.8,58.45,1.188,Y,Y,FailedChecks
2023-12,QMEAS-403,39927,119041,None,4.02,5.954,4.35,0.863,89.56,45.94,3.072,8.811,13.377,56.55,59.56,1.201,Y,Y,Provisional
2021-02,QMEAS-796,17177,74755,CustomRA,2.93,5.82,16.69,5.847,55.49,15.68,7.881,5.866,9.867,99.12,95.25,2.142,N,Y,Validated
2021-05,QMEAS-671,42849,9055,DRG,2.78,11.298,13.165,7.167,56.47,45.55,18.56,4.551,13.735,48.87,35.44,1.447,N,Y,Validated
2022-07,QMEAS-940,3209,83291,APRDRG,1.53,5.078,0.897,17.65,81.69,15.16,24.851,9.203,12.994,96.15,53.36,1.0,N,N,Validated
2021-10,QMEAS-290,36931,10900,APRDRG,2.28,2.138,15.766,16.969,27.96,57.98,3.643,2.42,2.68,94.26,42.26,1.318,N,Y,FailedChecks
2021-12,QMEAS-714,21443,103938,CustomRA,4.9,0.932,7.612,9.525,58.81,24.08,14.894,7.625,4.376,81.82,70.05,1.206,N,N,Provisional
2022-05,QMEAS-997,26781,36976,APRDRG,1.18,3.451,2.127,0.799,98.49,21.12,12.022,8.065,1.958,54.18,61.38,1.681,N,N,Provisional
2020-03,QMEAS-150,17529,35050,APRDRG,2.59,8.515,14.022,18.751,33.48,58.43,14.467,9.829,14.018,84.57,56.17,0.379,Y,Y,FailedChecks
2021-07,QMEAS-877,37166,25063,HCC,3.12,9.474,17.828,16.336,52.74,0.87,9.757,6.812,7.032,39.13,49.31,1.759,N,Y,FailedChecks
2024-10,QMEAS-760,34334,99262,CustomRA,4.53,10.362,12.596,15.006,62.12,38.08,7.967,1.959,3.893,87.29,51.21,1.856,N,Y,Validated
2023-03,QMEAS-715,30386,481,APRDRG,1.87,8.649,3.474,18.417,3.83,39.99,14.047,0.262,14.103,27.18,45.26,1.616,Y,N,Validated
2024-04,QMEAS-447,10605,23581,HCC,1.4,6.993,1.442,11.285,42.07,40.99,9.279,0.656,1.216,58.56,88.71,0.681,N,N,Provisional
2021-11,QMEAS-597,16777,113401,CustomRA,1.88,8.936,10.86,2.26,70.53,35.34,2.623,6.362,8.444,86.09,37.92,1.981,N,N,NotSubmitted
2022-12,QMEAS-156,47803,44770,HCC,4.83,5.03,4.406,19.378,39.07,82.25,20.806,7.588,9.409,31.83,24.3,1.022,Y,N,Provisional
2020-06,QMEAS-743,15836,77682,None,2.21,5.326,2.913,14.827,2.59,41.3,10.643,6.732,0.927,22.51,35.5,1.97,N,N,FailedChecks
2020-11,QMEAS-113,14614,31119,DRG,2.91,9.385,0.513,9.395,46.26,55.98,24.279,0.425,6.328,41.36,76.29,1.342,Y,Y,NotSubmitted
2023-06,QMEAS-435,32064,114093,None,2.92,5.271,4.809,21.859,26.25,73.21,20.393,2.499,2.255,57.73,58.06,1.548,Y,N,Provisional
2025-10,QMEAS-300,37659,21770,None,3.9,6.224,16.179,20.83,95.68,8.12,10.298,2.574,12.316,83.57,66.24,0.478,Y,N,Validated
2024-09,QMEAS-366,448,86778,DRG,3.65,1.104,15.848,4.493,89.53,88.56,0.628,0.252,1.842,23.55,93.13,1.552,N,N,NotSubmitted
2023-02,QMEAS-553,11870,70031,None,3.78,2.56,5.111,14.814,23.03,30.13,4.428,4.322,9.559,80.48,27.74,1.273,Y,Y,Provisional
2023-08,QMEAS-735,43708,114948,CustomRA,3.17,3.699,4.353,15.814,21.37,6.57,22.458,3.152,5.193,61.27,86.65,1.766,Y,Y,NotSubmitted
2020-07,QMEAS-241,13696,118897,None,4.1,2.007,11.351,8.818,3.44,5.12,22.262,0.382,6.776,65.8,23.15,1.644,Y,N,Provisional
2024-01,QMEAS-357,4307,41578,CustomRA,2.69,5.532,10.017,2.216,85.79,52.99,14.646,0.781,7.479,33.91,59.39,1.611,Y,N,FailedChecks
2023-02,QMEAS-481,7436,33395,HCC,4.37,0.88,0.475,4.374,32.09,97.95,13.359,6.172,14.198,93.36,67.81,0.578,Y,Y,FailedChecks
2024-01,QMEAS-778,5742,9588,CustomRA,1.17,0.006,2.9,4.084,46.81,98.82,11.088,5.587,13.633,57.42,69.72,1.771,Y,Y,Validated
2021-04,QMEAS-548,7183,68224,APRDRG,3.59,8.458,14.61,7.102,39.27,52.54,8.807,4.506,0.71,95.97,72.25,0.652,Y,N,Validated
2023-12,QMEAS-642,42418,93122,HCC,1.67,9.268,7.336,0.997,99.64,47.68,5.598,0.831,8.613,51.27,96.31,0.939,N,N,NotSubmitted
2023-06,QMEAS-113,40989,690,HCC,3.52,2.473,13.705,13.822,97.26,54.06,22.683,6.782,1.484,74.31,31.89,0.554,Y,Y,NotSubmitted
2023-05,QMEAS-344,48769,116242,None,1.89,11.104,13.345,18.59,42.85,27.68,18.175,0.906,5.08,77.31,61.13,0.375,N,N,Provisional
2025-02,QMEAS-894,31798,53356,CustomRA,1.43,4.472,2.429,11.332,25.17,39.74,17.283,5.466,0.763,33.42,58.63,1.386,N,Y,Provisional
2025-03,QMEAS-869,4296,57519,HCC,1.46,8.505,12.846,1.241,32.53,0.84,8.849,3.198,9.566,52.46,30.69,1.09,N,Y,Validated
2020-11,QMEAS-563,40149,54336,CustomRA,2.64,6.86,1.13,19.274,23.59,90.3,12.392,4.994,11.184,70.72,23.52,1.495,N,Y,Validated
2022-05,QMEAS-391,37867,99558,CustomRA,1.83,1.967,17.04,3.144,38.95,58.55,16.213,6.811,14.411,21.11,77.53,1.81,Y,Y,Provisional
2025-09,QMEAS-684,30952,18543,None,4.49,0.017,6.048,4.536,85.5,3.87,8.191,0.077,0.712,49.05,42.93,1.23,Y,N,Provisional
2024-04,QMEAS-663,33128,96869,HCC,2.99,3.913,11.457,2.532,45.89,16.62,23.216,6.118,2.104,63.59,61.23,1.743,Y,N,Validated
2020-03,QMEAS-736,38943,118085,CustomRA,4.14,2.048,10.045,4.59,90.72,85.73,23.393,1.938,11.953,81.14,71.43,2.196,Y,N,NotSubmitted
2022-07,QMEAS-428,31937,15412,None,3.6,11.89,10.035,18.294,14.12,18.69,1.031,6.457,7.864,27.34,35.98,1.678,Y,Y,FailedChecks
2020-07,QMEAS-141,4901,20646,None,4.91,0.309,9.995,3.56,44.5,44.53,21.182,3.663,0.517,96.61,75.17,2.113,Y,Y,NotSubmitted
2020-08,QMEAS-767,29877,44494,DRG,1.91,3.866,2.661,8.034,53.59,45.12,2.578,8.866,0.423,28.68,21.94,2.167,N,N,Provisional
2025-03,QMEAS-634,29429,11033,APRDRG,3.64,10.9,11.948,6.219,71.85,17.87,22.359,3.747,8.548,78.82,73.06,0.795,Y,Y,FailedChecks
2024-12,QMEAS-248,31928,97707,HCC,2.32,1.499,3.534,18.597,50.64,59.89,12.271,6.789,5.849,77.28,20.09,1.211,Y,N,Validated
2023-12,QMEAS-867,9425,49300,DRG,2.97,4.374,5.389,16.009,2.94,89.21,17.135,1.52,0.521,52.5,34.22,2.02,N,Y,Validated
2024-08,QMEAS-796,16237,28914,HCC,1.4,8.378,13.793,17.624,98.84,37.78,4.643,2.519,2.632,47.0,20.17,2.067,Y,N,FailedChecks
2020-08,QMEAS-280,13852,8574,APRDRG,3.32,9.138,5.885,1.525,6.73,53.9,18.452,3.986,9.831,54.13,65.47,1.198,N,N,NotSubmitted
2024-12,QMEAS-602,48844,108487,APRDRG,1.16,10.881,5.595,18.484,88.61,87.74,18.665,2.123,3.72,93.78,59.61,1.778,N,Y,Provisional
2024-11,QMEAS-697,14768,4526,None,3.25,4.01,12.636,20.0,88.12,22.31,10.31,5.85,0.038,41.52,71.9,2.048,N,Y,FailedChecks
2025-03,QMEAS-198,6939,18384,HCC,3.31,2.27,14.08,21.467,67.23,93.64,10.064,0.896,1.088,45.18,26.28,0.923,Y,N,Validated
2023-11,QMEAS-219,49137,82144,HCC,3.29,7.74,9.365,12.733,50.11,36.81,10.972,1.828,6.21,45.84,86.81,1.849,Y,N,FailedChecks
