trans_rail_reference_month,trans_rail_country_iso2,trans_rail_operator_code,trans_rail_origin_station_code,trans_rail_destination_station_code,trans_rail_passenger_km_million,trans_rail_freight_tonne_km_million,trans_rail_on_time_performance_pct,trans_rail_delay_minutes_avg,trans_rail_cancelled_services_count,trans_rail_ticket_price_index,trans_rail_capacity_train_km_million,trans_rail_electrified_network_share_pct,trans_rail_ertms_equipped_km,trans_rail_cross_border_service_flag,trans_rail_night_train_service_flag,trans_rail_rail_freight_corridor_code,trans_rail_data_source,trans_rail_data_quality_flag,trans_rail_data_extract_date
2023-08,PL,PL_RAIL_OP056,PLST356,BEST356,4170.21,3738.7,70.92,15.05,577,99.97,57.259,97.85,7689.0,1,1,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2025-10-08
2023-09,ES,ES_RAIL_OP057,ESST357,FIST357,4964.71,2830.15,71.16,13.35,419,138.88,65.334,73.61,2096.05,1,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,0,2024-12-12
2023-10,HR,HR_RAIL_OP058,HRST358,LVST358,5480.74,4329.36,86.93,1.7,163,117.77,73.291,59.61,6557.63,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2025-08-09
2023-11,FI,FI_RAIL_OP059,FIST359,ROST359,2025.17,837.97,91.84,3.6,151,92.22,8.64,83.02,1665.35,1,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2024-02-18
2023-12,IE,IE_RAIL_OP060,IEST360,BGST360,4422.5,5200.82,83.79,12.75,352,130.9,39.051,32.02,6126.94,0,1,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2025-03-09
2024-01,MT,MT_RAIL_OP001,MTST361,FRST361,1760.32,6088.56,85.93,5.07,369,125.08,132.948,54.55,2637.1,1,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2026-01-09
2024-02,SK,SK_RAIL_OP002,SKST362,LTST362,2491.82,3208.06,69.39,13.71,1047,131.96,0.876,91.34,7231.33,0,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2025-02-20
2024-03,BE,BE_RAIL_OP003,BEST363,SKST363,2225.19,2048.73,86.08,11.2,533,126.87,46.297,54.84,861.9,1,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2025-06-06
2024-04,DK,DK_RAIL_OP004,DKST364,HRST364,2977.36,4662.1,72.4,5.43,910,100.28,25.053,98.76,7920.95,0,0,RFC4_ATLANTIC,OPERATOR_REPORTING,0,2024-01-05
2024-05,GR,GR_RAIL_OP005,GRST365,DEST365,3062.56,3674.57,74.91,13.76,72,121.21,105.724,67.36,7394.72,1,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2025-02-01
2024-06,LT,LT_RAIL_OP006,LTST366,LUST366,1645.26,5146.71,87.39,8.82,271,98.56,39.503,57.74,802.37,1,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2024-04-21
2024-07,PT,PT_RAIL_OP007,PTST367,SIST367,3420.89,4462.68,78.26,0.43,188,123.88,7.376,83.92,8724.94,1,1,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2025-02-17
2024-08,SE,SE_RAIL_OP008,SEST368,CYST368,5576.38,2004.65,83.94,10.57,308,136.55,34.816,50.45,524.48,0,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,0,2025-05-24
2024-09,CY,CY_RAIL_OP009,CYST369,GRST369,3370.01,2761.28,84.06,12.59,9,106.18,89.204,83.84,2628.09,0,1,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2025-11-27
2024-10,FR,FR_RAIL_OP010,FRST370,MTST370,2423.4,4264.67,94.57,13.24,159,140.53,86.791,99.36,343.03,1,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,0,2024-02-04
2024-11,IT,IT_RAIL_OP011,ITST371,ESST371,1742.7,4538.77,94.77,8.14,508,124.93,47.537,55.99,3601.25,1,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2025-11-24
2024-12,NL,NL_RAIL_OP012,NLST372,CZST372,1902.07,1067.15,86.54,1.63,86,118.63,64.158,94.82,1087.33,1,1,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2025-09-05
2025-01,SI,SI_RAIL_OP013,SIST373,HUST373,2040.92,1001.0,96.26,8.1,580,142.99,75.465,57.9,2171.55,0,1,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2024-08-06
2025-02,BG,BG_RAIL_OP014,BGST374,NLST374,4568.41,3577.6,81.24,12.59,390,131.99,4.666,90.99,998.71,1,1,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2025-02-26
2025-03,EE,EE_RAIL_OP015,EEST375,SEST375,5243.43,5178.92,92.93,13.37,541,97.66,37.557,66.09,9625.6,1,1,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2024-10-09
2025-04,HU,HU_RAIL_OP016,HUST376,DKST376,4261.48,3501.3,74.14,13.88,1045,113.25,74.872,90.46,3492.39,1,0,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2024-08-24
2025-05,LU,LU_RAIL_OP017,LUST377,IEST377,5502.89,2803.95,82.26,10.25,53,100.77,109.717,44.84,1667.38,1,1,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2024-10-08
2025-06,RO,RO_RAIL_OP018,ROST378,PLST378,2098.23,1048.3,95.98,7.23,56,103.12,122.523,31.27,4821.36,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2024-08-20
2025-07,AT,AT_RAIL_OP019,ATST379,ATST379,625.19,2259.52,73.45,6.06,814,91.94,64.449,96.26,5382.46,0,1,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2025-05-20
2025-08,CZ,CZ_RAIL_OP020,CZST380,EEST380,195.28,1855.55,76.46,2.77,366,86.17,41.988,46.55,769.9,1,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2025-02-11
2025-09,DE,DE_RAIL_OP021,DEST381,ITST381,2377.95,3089.67,76.39,21.51,259,116.72,76.762,96.28,2289.9,0,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2025-12-17
2025-10,LV,LV_RAIL_OP022,LVST382,PTST382,3735.36,3556.94,89.04,2.07,54,133.04,77.097,99.3,8369.16,1,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2025-01-26
2025-11,PL,PL_RAIL_OP023,PLST383,BEST383,4713.14,455.61,70.33,3.47,672,123.62,37.329,31.1,2198.15,1,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-09-29
2025-12,ES,ES_RAIL_OP024,ESST384,FIST384,2005.3,1840.35,88.16,11.88,434,106.48,31.223,35.33,2731.22,1,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2025-07-21
2026-01,HR,HR_RAIL_OP025,HRST385,LVST385,4219.23,2155.42,76.28,4.49,147,127.23,50.37,60.92,2043.2,0,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2024-07-28
2026-02,FI,FI_RAIL_OP026,FIST386,ROST386,561.4,4506.84,70.1,15.59,848,109.4,98.842,55.12,2099.49,1,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2024-04-24
2026-03,IE,IE_RAIL_OP027,IEST387,BGST387,4042.0,1862.05,76.4,7.31,114,122.35,67.886,48.41,5317.79,1,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2025-06-24
2026-04,MT,MT_RAIL_OP028,MTST388,FRST388,1903.86,4052.18,85.58,9.2,430,134.87,132.236,50.68,5910.19,1,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2024-04-08
2026-05,SK,SK_RAIL_OP029,SKST389,LTST389,5438.48,4873.68,92.77,12.53,275,100.99,16.062,83.88,9610.72,0,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2024-05-29
2026-06,BE,BE_RAIL_OP030,BEST390,SKST390,3621.46,2252.38,76.33,7.46,618,123.62,2.156,39.2,5894.83,0,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2026-01-16
2026-07,DK,DK_RAIL_OP031,DKST391,HRST391,1641.1,4075.89,84.55,9.64,651,112.7,108.429,59.27,6143.97,1,1,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2026-01-19
2026-08,GR,GR_RAIL_OP032,GRST392,DEST392,5621.06,2394.48,75.66,22.25,400,95.07,53.69,92.82,2388.9,1,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2025-10-11
2026-09,LT,LT_RAIL_OP033,LTST393,LUST393,302.49,5301.12,85.19,12.89,614,136.49,73.586,99.24,4367.3,0,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2024-10-05
2026-10,PT,PT_RAIL_OP034,PTST394,SIST394,3999.47,2971.54,88.05,2.95,492,89.61,77.687,33.56,2320.93,1,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2025-09-09
2026-11,SE,SE_RAIL_OP035,SEST395,CYST395,5064.63,2301.46,86.1,7.93,23,96.2,20.499,62.69,5295.41,1,1,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2025-12-13
2026-12,CY,CY_RAIL_OP036,CYST396,GRST396,4151.34,4074.05,96.95,9.65,403,105.67,104.098,48.3,6721.27,1,1,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2024-04-10
2016-01,FR,FR_RAIL_OP037,FRST397,MTST397,6074.5,1018.01,79.66,10.28,114,107.73,85.851,95.5,6288.63,1,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2024-12-26
2016-02,IT,IT_RAIL_OP038,ITST398,ESST398,3979.02,4167.41,85.62,10.63,127,120.39,1.233,64.84,3942.5,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2025-01-15
2016-03,NL,NL_RAIL_OP039,NLST399,CZST399,3102.97,1391.42,69.17,7.16,588,136.84,93.666,35.87,3440.62,1,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2025-09-02
2016-04,SI,SI_RAIL_OP040,SIST400,HUST400,1000.22,2336.01,72.19,16.07,1015,88.47,45.017,58.25,677.38,1,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2024-05-25
2016-05,BG,BG_RAIL_OP041,BGST401,NLST401,483.45,906.89,78.72,1.84,176,121.2,120.521,71.12,7269.39,1,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2025-05-22
2016-06,EE,EE_RAIL_OP042,EEST402,SEST402,1499.9,2815.81,80.35,14.04,303,98.82,82.571,85.93,1374.45,0,1,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2025-06-13
2016-07,HU,HU_RAIL_OP043,HUST403,DKST403,1799.21,1759.52,83.24,14.27,294,85.92,84.682,63.98,8813.87,0,1,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-12-01
2016-08,LU,LU_RAIL_OP044,LUST404,IEST404,2445.14,3749.62,84.77,10.17,68,134.68,71.224,64.78,3955.11,1,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2024-07-25
2016-09,RO,RO_RAIL_OP045,ROST405,PLST405,4600.31,1064.27,92.14,9.95,16,103.92,86.03,83.64,9032.93,1,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2024-07-25
2016-10,AT,AT_RAIL_OP046,ATST406,ATST406,3581.3,4967.54,98.06,5.53,346,87.55,27.37,46.9,3530.69,0,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2026-01-15
2016-11,CZ,CZ_RAIL_OP047,CZST407,EEST407,5772.93,2796.54,85.48,3.56,160,96.64,92.681,45.79,2366.09,1,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2025-08-25
2016-12,DE,DE_RAIL_OP048,DEST408,ITST408,1221.14,2500.36,97.93,4.52,88,135.09,15.409,79.28,3242.76,1,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2025-04-29
2017-01,LV,LV_RAIL_OP049,LVST409,PTST409,2432.76,2367.29,86.5,3.53,424,101.47,136.76,91.22,9602.75,1,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2024-05-24
2017-02,PL,PL_RAIL_OP050,PLST410,BEST410,2616.13,2302.93,92.15,6.39,541,97.89,88.201,86.77,9541.91,1,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2024-11-27
2017-03,ES,ES_RAIL_OP051,ESST411,FIST411,173.55,1012.38,86.16,8.43,645,144.88,82.311,97.38,4076.23,1,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2025-12-02
2017-04,HR,HR_RAIL_OP052,HRST412,LVST412,1501.41,3153.86,72.54,2.46,989,97.29,71.07,57.16,130.84,1,0,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2024-07-15
2017-05,FI,FI_RAIL_OP053,FIST413,ROST413,4851.15,2306.41,88.54,5.33,399,121.27,30.053,61.22,936.14,0,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2025-06-22
2017-06,IE,IE_RAIL_OP054,IEST414,BGST414,5791.7,1468.4,90.77,9.16,274,121.3,72.248,65.0,8523.64,1,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2025-07-26
2017-07,MT,MT_RAIL_OP055,MTST415,FRST415,870.19,3495.71,79.74,1.23,650,113.82,125.756,79.91,1356.58,1,1,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2025-01-10
2017-08,SK,SK_RAIL_OP056,SKST416,LTST416,145.91,5400.47,90.29,3.97,670,121.37,88.963,77.79,6030.58,1,1,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2024-11-19
2017-09,BE,BE_RAIL_OP057,BEST417,SKST417,3762.37,1754.51,95.09,4.23,455,120.62,84.094,83.6,3285.19,1,1,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2024-10-04
2017-10,DK,DK_RAIL_OP058,DKST418,HRST418,4852.78,96.2,78.82,3.62,484,98.91,26.555,66.14,9698.29,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2025-06-24
2017-11,GR,GR_RAIL_OP059,GRST419,DEST419,2370.65,5702.73,93.38,4.18,667,100.1,38.645,85.45,746.09,1,1,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2024-12-30
2017-12,LT,LT_RAIL_OP060,LTST420,LUST420,1914.21,459.44,83.57,10.4,432,130.17,109.965,90.18,5962.25,1,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2024-01-28
2018-01,PT,PT_RAIL_OP001,PTST421,SIST421,2572.29,4483.8,88.86,4.01,148,124.37,83.476,60.45,6608.36,1,1,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2025-12-13
2018-02,SE,SE_RAIL_OP002,SEST422,CYST422,2068.96,4141.97,89.87,13.69,66,110.37,33.76,65.09,3042.7,0,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2025-09-15
2018-03,CY,CY_RAIL_OP003,CYST423,GRST423,1085.85,1899.64,72.57,10.52,239,102.48,89.558,43.64,3150.87,1,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2026-01-14
2018-04,FR,FR_RAIL_OP004,FRST424,MTST424,4380.17,2672.38,86.33,10.79,127,140.92,77.421,48.56,6002.97,1,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2025-04-22
2018-05,IT,IT_RAIL_OP005,ITST425,ESST425,617.24,1173.2,80.68,3.0,342,96.47,30.662,74.01,8159.07,1,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2024-03-10
2018-06,NL,NL_RAIL_OP006,NLST426,CZST426,394.66,3891.26,76.34,4.77,169,125.45,61.179,71.3,8119.59,1,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2025-04-09
2018-07,SI,SI_RAIL_OP007,SIST427,HUST427,6336.96,3390.42,87.41,11.38,43,98.62,64.444,84.98,6675.86,1,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2025-09-04
2018-08,BG,BG_RAIL_OP008,BGST428,NLST428,3042.76,2970.24,68.3,21.23,760,95.14,7.061,41.22,6242.69,1,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2024-05-22
2018-09,EE,EE_RAIL_OP009,EEST429,SEST429,5383.72,2602.63,91.69,2.71,163,102.51,34.671,57.08,3053.98,0,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2025-09-22
2018-10,HU,HU_RAIL_OP010,HUST430,DKST430,2510.64,3515.59,94.22,7.12,631,98.2,23.804,76.01,4953.51,0,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2024-10-08
2018-11,LU,LU_RAIL_OP011,LUST431,IEST431,4618.65,1025.33,84.51,10.53,8,121.46,108.48,62.86,4772.85,0,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2024-01-04
2018-12,RO,RO_RAIL_OP012,ROST432,PLST432,3468.32,1926.42,85.26,5.75,384,129.75,125.168,83.43,4727.62,1,1,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2024-02-25
2019-01,AT,AT_RAIL_OP013,ATST433,ATST433,543.8,3720.57,77.39,18.49,531,96.47,11.945,95.35,9148.51,0,1,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2024-08-14
2019-02,CZ,CZ_RAIL_OP014,CZST434,EEST434,2417.5,537.88,79.26,4.54,319,92.51,88.231,48.9,4360.81,1,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2025-12-28
2019-03,DE,DE_RAIL_OP015,DEST435,ITST435,2534.49,2399.18,68.78,15.59,857,141.89,17.448,54.65,1731.73,0,1,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2024-04-10
2019-04,LV,LV_RAIL_OP016,LVST436,PTST436,1816.89,917.99,89.59,12.02,424,96.27,59.037,91.58,1175.62,1,1,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2025-05-30
2019-05,PL,PL_RAIL_OP017,PLST437,BEST437,4265.7,3478.39,83.07,8.02,531,122.52,148.208,85.62,4959.8,1,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2025-07-08
2019-06,ES,ES_RAIL_OP018,ESST438,FIST438,1381.09,946.91,92.38,6.45,570,115.67,48.387,82.27,8923.2,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2025-12-14
2019-07,HR,HR_RAIL_OP019,HRST439,LVST439,3812.86,3531.18,82.17,1.1,80,122.74,37.544,66.11,7312.68,1,1,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2024-07-11
2019-08,FI,FI_RAIL_OP020,FIST440,ROST440,2039.64,3246.94,93.25,3.68,464,132.25,18.078,88.08,5670.97,1,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2025-05-08
2019-09,IE,IE_RAIL_OP021,IEST441,BGST441,6136.2,1724.4,84.74,12.5,36,123.58,4.912,87.56,6088.4,1,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2024-12-24
2019-10,MT,MT_RAIL_OP022,MTST442,FRST442,3326.21,2523.03,72.46,13.43,299,93.22,55.834,47.32,3519.18,1,1,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2024-03-25
2019-11,SK,SK_RAIL_OP023,SKST443,LTST443,3959.8,1416.36,73.1,7.86,586,114.93,70.098,46.63,302.24,0,0,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-05-11
2019-12,BE,BE_RAIL_OP024,BEST444,SKST444,116.91,865.92,83.55,10.17,14,109.63,49.291,32.11,2795.07,0,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2025-10-11
2020-01,DK,DK_RAIL_OP025,DKST445,HRST445,1237.05,4186.55,81.02,7.65,427,96.93,33.061,65.33,983.89,0,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2025-08-08
2020-02,GR,GR_RAIL_OP026,GRST446,DEST446,5210.73,4020.78,81.61,11.07,231,120.83,8.443,30.21,5442.07,0,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2025-08-04
2020-03,LT,LT_RAIL_OP027,LTST447,LUST447,3355.64,925.82,87.58,1.23,495,96.21,2.61,70.52,7351.7,1,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2025-03-15
2020-04,PT,PT_RAIL_OP028,PTST448,SIST448,5542.11,4797.12,87.95,14.25,55,89.94,14.052,34.98,789.43,1,1,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2025-05-23
2020-05,SE,SE_RAIL_OP029,SEST449,CYST449,489.44,4241.28,82.44,5.2,135,99.4,36.858,65.86,6353.45,0,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2024-09-08
2020-06,CY,CY_RAIL_OP030,CYST450,GRST450,1157.0,1891.17,86.82,1.73,139,101.96,36.03,45.59,1987.48,1,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2026-02-09
2020-07,FR,FR_RAIL_OP031,FRST001,MTST451,1310.25,1669.36,93.07,0.51,251,107.63,50.737,51.82,3195.8,1,0,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2024-05-11
2020-08,IT,IT_RAIL_OP032,ITST002,ESST452,3596.12,3482.15,81.45,4.87,358,119.19,55.357,34.93,83.91,1,1,RFC2_NSEA_MED,OPERATOR_REPORTING,0,2024-12-05
2020-09,NL,NL_RAIL_OP033,NLST003,CZST453,4699.02,1113.64,78.55,11.66,58,138.12,85.48,65.35,2714.79,1,0,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2025-07-19
2020-10,SI,SI_RAIL_OP034,SIST004,HUST454,3305.78,4918.15,98.02,12.79,298,112.63,109.779,72.48,7603.98,1,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,1,2025-07-16
2020-11,BG,BG_RAIL_OP035,BGST005,NLST455,4356.39,3446.36,87.22,7.6,542,93.04,31.355,82.34,2990.6,1,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2024-01-10
2020-12,EE,EE_RAIL_OP036,EEST006,SEST456,1511.17,633.01,97.53,10.78,160,102.93,62.789,30.99,5960.68,0,0,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2025-02-06
2021-01,HU,HU_RAIL_OP037,HUST007,DKST457,5461.54,125.07,89.3,8.7,610,92.78,23.169,82.05,2113.84,0,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2025-09-09
2021-02,LU,LU_RAIL_OP038,LUST008,IEST458,4478.7,1170.23,88.36,1.62,21,124.22,89.307,44.93,3201.17,0,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2025-11-13
2021-03,RO,RO_RAIL_OP039,ROST009,PLST459,1983.14,3873.71,88.65,4.89,466,92.0,23.826,42.03,1506.31,1,0,RFC9_RHINE_DANUBE,INFRA_MANAGER_DATA,1,2024-12-09
2021-04,AT,AT_RAIL_OP040,ATST010,ATST460,1928.86,915.68,76.62,22.9,556,121.37,62.907,38.64,5505.57,0,0,RFC10_ALPINE_WEST_BALKANS,OPERATOR_REPORTING,1,2024-12-08
2021-05,CZ,CZ_RAIL_OP041,CZST011,EEST461,3140.22,4157.93,84.88,7.62,643,143.17,72.332,41.14,2969.59,1,0,RFC1_RHINE_ALPINE,EUROSTAT_RAIL,1,2025-07-06
2021-06,DE,DE_RAIL_OP042,DEST012,ITST462,2356.48,4253.6,87.25,11.4,377,105.66,91.738,77.23,6069.68,0,0,RFC2_NSEA_MED,ERA_PERFORMANCE_REPORT,1,2024-11-15
2021-07,LV,LV_RAIL_OP043,LVST013,PTST463,2920.35,497.61,84.88,10.87,148,130.22,3.766,81.84,5389.66,1,1,RFC3_SCAND_MED,INFRA_MANAGER_DATA,1,2024-11-15
2021-08,PL,PL_RAIL_OP044,PLST014,BEST464,1768.85,2220.46,73.06,14.66,338,122.43,26.726,78.47,1252.93,1,0,RFC4_ATLANTIC,OPERATOR_REPORTING,1,2024-06-04
2021-09,ES,ES_RAIL_OP045,ESST015,FIST465,4706.75,2152.43,96.85,6.24,555,108.35,60.625,52.21,6772.41,1,0,RFC5_BALTIC_ADRIATIC,EUROSTAT_RAIL,1,2024-01-25
2021-10,HR,HR_RAIL_OP046,HRST016,LVST466,945.94,1511.58,86.82,10.27,511,108.55,4.043,88.96,1042.28,1,0,RFC6_MEDITERRANEAN,ERA_PERFORMANCE_REPORT,1,2024-10-23
2021-11,FI,FI_RAIL_OP047,FIST017,ROST467,984.94,6197.08,83.65,0.43,176,117.07,86.813,76.67,5596.41,1,0,RFC7_ORIENT_EASTMED,INFRA_MANAGER_DATA,1,2025-03-09
2021-12,IE,IE_RAIL_OP048,IEST018,BGST468,7010.71,72.78,71.86,14.78,928,115.88,46.181,99.55,6461.17,0,0,RFC8_NORTH_SEA_BALTIC,OPERATOR_REPORTING,1,2024-11-14
2022-01,MT,MT_RAIL_OP049,MTST019,FRST469,4851.09,1109.21,88.77,5.5,355,143.63,39.244,70.59,4467.64,1,0,RFC9_RHINE_DANUBE,EUROSTAT_RAIL,1,2025-01-09
2022-02,SK,SK_RAIL_OP050,SKST020,LTST470,398.71,2774.49,84.13,13.29,587,125.76,74.06,94.76,3676.98,0,0,RFC10_ALPINE_WEST_BALKANS,ERA_PERFORMANCE_REPORT,1,2024-04-10
2022-03,BE,BE_RAIL_OP051,BEST021,SKST001,2215.89,761.24,82.36,10.27,574,135.02,67.388,43.12,5968.77,0,1,RFC1_RHINE_ALPINE,INFRA_MANAGER_DATA,1,2024-05-30
2022-04,DK,DK_RAIL_OP052,DKST022,HRST002,520.16,1410.9,95.95,10.98,29,130.47,61.043,47.9,6237.44,1,1,RFC2_NSEA_MED,OPERATOR_REPORTING,1,2025-10-04
2022-05,GR,GR_RAIL_OP053,GRST023,DEST003,1254.13,1122.52,72.3,9.07,398,139.12,12.723,79.71,8714.77,1,1,RFC3_SCAND_MED,EUROSTAT_RAIL,1,2024-11-24
2022-06,LT,LT_RAIL_OP054,LTST024,LUST004,855.39,277.89,77.34,13.41,360,144.95,95.578,57.17,1184.28,1,0,RFC4_ATLANTIC,ERA_PERFORMANCE_REPORT,0,2024-07-22
2022-07,PT,PT_RAIL_OP055,PTST025,SIST005,5106.16,3105.17,90.9,7.18,152,143.25,28.809,37.77,3678.72,1,0,RFC5_BALTIC_ADRIATIC,INFRA_MANAGER_DATA,1,2025-11-24
2022-08,SE,SE_RAIL_OP056,SEST026,CYST006,5674.29,3056.1,86.82,2.96,115,111.42,82.945,37.25,6525.1,1,1,RFC6_MEDITERRANEAN,OPERATOR_REPORTING,1,2025-09-24
2022-09,CY,CY_RAIL_OP057,CYST027,GRST007,777.77,1110.28,82.89,8.51,127,131.77,95.403,37.44,897.34,0,0,RFC7_ORIENT_EASTMED,EUROSTAT_RAIL,1,2024-04-22
2022-10,FR,FR_RAIL_OP058,FRST028,MTST008,2702.14,877.57,92.42,1.26,368,122.1,77.949,31.73,649.19,1,0,RFC8_NORTH_SEA_BALTIC,ERA_PERFORMANCE_REPORT,1,2025-09-14
