energy_outage_outage_start_timestamp,energy_outage_outage_end_timestamp,energy_outage_utility_service_area_id,energy_outage_cause_category_code,energy_outage_customers_affected_count,energy_outage_customer_minutes_interrupted,energy_outage_saidi_minutes,energy_outage_saifi_frequency,energy_outage_momentary_interruptions_count,energy_outage_restoration_time_median_minutes,energy_outage_crew_dispatch_time_minutes,energy_outage_mutual_aid_crew_count,energy_outage_critical_facility_impact_flag,energy_outage_public_safety_power_shutdown_flag,energy_outage_storm_event_name,energy_outage_vegetation_related_flag,energy_outage_equipment_failure_flag,energy_outage_cyber_incident_flag,energy_outage_outage_notification_channel,energy_outage_after_action_report_id
2024-12-11T05:09:00,2024-12-13T01:29:00,AREAER002,load_shed,152583,405870780,3134.3,0.998,505,1647,45,23,0,0,,0,0,0,social,AAR20241211-00451
2023-03-10T18:26:00,2023-03-11T21:48:00,AREAER002,planned,108084,177473928,1288.84,0.086,883,1347,50,34,1,0,,0,0,0,call_center,AAR20230310-00452
2023-10-10T09:41:00,2023-10-11T19:49:00,AREAWR045,equipment,310234,635359232,1576.72,0.01,516,1563,69,52,0,1,,0,1,0,website,AAR20231010-00453
2023-11-15T09:33:00,2023-11-17T02:13:00,AREAER040,equipment,373853,912201320,3337.79,1.375,996,2159,50,77,0,0,,0,1,0,app,AAR20231115-00454
2021-04-12T14:25:00,2021-04-13T03:50:00,AREANR036,cyber,408315,328693575,651.76,0.776,946,587,5,97,1,1,,0,0,1,social,AAR20210412-00455
2020-04-29T23:32:00,2020-04-30T00:48:00,AREASR033,storm,470867,35785892,41.16,1.72,54,32,74,63,0,1,Vayu,0,0,0,social,AAR20200429-00456
2022-07-09T03:18:00,2022-07-10T02:22:00,AREAWR054,planned,319417,442073128,665.12,0.314,465,730,88,2,0,1,,0,0,0,call_center,AAR20220709-00457
2022-04-29T19:09:00,2022-04-29T19:37:00,AREANE002,planned,272765,7637420,21.2,0.936,138,26,58,66,0,1,,0,0,0,social,AAR20220429-00458
2024-01-21T21:54:00,2024-01-22T23:11:00,AREASR030,cyber,362858,550455586,1800.43,0.316,1171,1175,54,34,1,0,,0,0,1,call_center,AAR20240121-00459
2020-04-20T02:15:00,2020-04-21T11:44:00,AREAER066,animal,285621,573812589,2596.63,1.279,845,1655,57,66,0,1,,0,0,0,app,AAR20200420-00460
2022-01-18T08:11:00,2022-01-19T06:47:00,AREAER044,load_shed,176770,239700120,1598.75,0.515,312,1018,1,89,1,0,,0,0,0,social,AAR20220118-00461
2020-07-26T08:21:00,2020-07-27T17:59:00,AREANR037,load_shed,195577,394674386,2154.62,0.411,357,880,13,27,0,0,,0,0,0,social,AAR20200726-00462
2024-03-26T19:11:00,2024-03-27T07:25:00,AREAWR075,animal,237700,174471800,658.56,1.73,377,688,52,109,1,0,,0,0,0,social,AAR20240326-00463
2021-12-13T08:01:00,2021-12-15T05:48:00,AREANR035,planned,340502,935358994,936.72,0.393,205,1355,23,110,0,0,,0,0,0,app,AAR20211213-00464
2022-08-16T18:34:00,2022-08-17T10:46:00,AREANR021,animal,392284,381300048,437.2,1.996,23,642,23,103,1,1,,0,0,0,sms,AAR20220816-00465
2022-01-06T08:12:00,2022-01-06T21:18:00,AREAWR063,load_shed,456840,359076240,794.56,0.891,878,488,88,113,0,0,,0,0,0,call_center,AAR20220106-00466
2022-04-21T03:07:00,2022-04-22T06:13:00,AREASR045,vegetation,74830,121673580,2034.72,0.696,154,670,82,26,0,1,,1,0,0,website,AAR20220421-00467
2021-09-14T13:06:00,2021-09-16T09:04:00,AREANE027,equipment,43524,114816312,2036.24,1.559,607,1675,50,94,0,1,,0,1,0,website,AAR20210914-00468
2020-06-05T17:43:00,2020-06-07T06:25:00,AREAWR043,load_shed,268965,592260930,2870.98,1.262,794,1313,42,33,0,1,,0,0,0,website,AAR20200605-00469
2022-10-03T12:11:00,2022-10-05T11:00:00,AREAWR015,planned,303326,852042734,977.02,1.744,727,1804,39,56,1,1,,0,0,0,call_center,AAR20221003-00470
2020-07-03T18:32:00,2020-07-03T22:31:00,AREAWR045,load_shed,81052,19371428,225.53,1.635,177,219,77,21,0,1,,0,0,0,call_center,AAR20200703-00471
2023-11-01T07:10:00,2023-11-02T10:11:00,AREANE027,equipment,303066,491269986,1154.51,0.511,245,863,7,16,1,0,,0,1,0,social,AAR20231101-00472
2020-07-02T00:10:00,2020-07-03T14:48:00,AREASR071,animal,308984,716224912,1141.32,1.426,1068,1805,37,5,1,0,,0,0,0,app,AAR20200702-00473
2024-02-02T07:47:00,2024-02-04T04:41:00,AREAER028,planned,305640,823394160,3544.12,0.899,167,2206,16,119,0,1,,0,0,0,sms,AAR20240202-00474
2022-04-19T13:46:00,2022-04-21T01:42:00,AREANR003,vegetation,451500,973434000,1217.5,0.261,781,1889,8,106,0,1,,1,0,0,sms,AAR20220419-00475
2023-04-27T23:49:00,2023-04-28T08:57:00,AREANR065,planned,142066,77852168,737.41,0.606,339,346,41,82,1,1,,0,0,0,sms,AAR20230427-00476
2021-11-07T03:46:00,2021-11-07T14:43:00,AREAWR049,equipment,57571,37824147,875.17,0.659,177,422,13,90,1,0,,0,1,0,sms,AAR20211107-00477
2023-09-16T11:42:00,2023-09-16T22:19:00,AREAER068,load_shed,332207,211615859,248.83,1.225,320,450,84,103,1,0,,0,0,0,sms,AAR20230916-00478
2021-09-13T08:32:00,2021-09-13T11:28:00,AREAER045,storm,60845,10708720,123.44,0.419,520,135,7,34,0,0,Nivar,0,0,0,social,AAR20210913-00479
2020-06-16T14:02:00,2020-06-17T10:31:00,AREAWR076,animal,109131,134121999,375.65,1.472,972,887,19,19,1,1,,0,0,0,sms,AAR20200616-00480
2022-05-01T05:43:00,2022-05-01T15:29:00,AREASR031,storm,499573,292749778,713.29,0.91,714,382,46,31,1,1,Nilam,0,0,0,social,AAR20220501-00481
2024-04-24T04:17:00,2024-04-25T02:01:00,AREAWR043,storm,292156,380971424,824.61,0.385,887,589,55,89,0,0,Yaas,0,0,0,app,AAR20240424-00482
2024-11-11T05:02:00,2024-11-12T00:04:00,AREAWR013,vegetation,445264,508491488,1595.4,0.096,150,472,15,108,0,0,,1,0,0,sms,AAR20241111-00483
2022-11-14T06:16:00,2022-11-14T09:33:00,AREAER049,planned,105777,20838069,100.21,1.203,520,83,45,12,1,1,,0,0,0,website,AAR20221114-00484
2022-09-25T18:20:00,2022-09-27T12:20:00,AREAER055,load_shed,245590,618886800,958.7,0.689,609,1384,25,18,1,1,,0,0,0,sms,AAR20220925-00485
2024-07-29T23:18:00,2024-07-30T05:40:00,AREAWR038,cyber,1323,505386,401.83,0.38,671,153,71,61,1,0,,0,0,1,call_center,AAR20240729-00486
2022-01-28T14:38:00,2022-01-29T13:10:00,AREAER012,cyber,218834,295863568,541.44,0.471,168,586,26,74,0,0,,0,0,1,social,AAR20220128-00487
2021-09-02T02:40:00,2021-09-03T16:38:00,AREAER078,load_shed,442942,1009021876,2231.8,0.797,118,1027,38,100,0,0,,0,0,0,social,AAR20210902-00488
2024-07-07T21:54:00,2024-07-09T21:46:00,AREAER030,storm,178928,513881216,1884.86,0.815,835,1243,30,98,1,0,Nilam,0,0,0,sms,AAR20240707-00489
2021-07-29T08:02:00,2021-07-31T04:10:00,AREASR037,load_shed,266246,705019408,1441.86,2.149,746,2495,32,66,0,1,,0,0,0,sms,AAR20210729-00490
2022-06-23T14:44:00,2022-06-24T05:02:00,AREAWR011,load_shed,186309,159853122,1110.2,0.496,465,589,13,21,0,1,,0,0,0,sms,AAR20220623-00491
2021-07-19T05:26:00,2021-07-20T20:56:00,AREANE048,planned,177204,419973480,1332.12,1.487,703,2008,1,116,1,0,,0,0,0,website,AAR20210719-00492
2024-08-31T09:45:00,2024-09-01T14:58:00,AREAER057,storm,355654,623461462,2065.47,1.193,687,1481,28,55,0,1,Remal,0,0,0,website,AAR20240831-00493
2024-07-31T20:50:00,2024-08-01T19:34:00,AREASR022,planned,445253,607325092,705.29,1.28,431,1180,17,114,1,1,,0,0,0,website,AAR20240731-00494
2020-04-19T11:50:00,2020-04-20T07:13:00,AREANR010,equipment,72037,83779031,663.96,0.91,178,767,84,24,0,0,,0,1,0,website,AAR20200419-00495
2022-01-15T17:22:00,2022-01-17T08:55:00,AREANR008,equipment,361497,857832381,1050.49,1.005,481,1342,14,93,1,0,,0,1,0,website,AAR20220115-00496
2020-02-26T11:15:00,2020-02-27T12:52:00,AREANE043,vegetation,279912,430224744,1388.77,0.87,753,749,68,118,1,1,,1,0,0,call_center,AAR20200226-00497
2024-04-05T08:30:00,2024-04-06T23:53:00,AREAER056,vegetation,439810,1039271030,1667.5,0.071,778,973,16,70,0,0,,1,0,0,social,AAR20240405-00498
2021-11-09T14:04:00,2021-11-09T19:27:00,AREASR017,vegetation,433556,140038588,102.4,1.732,79,301,60,117,1,1,,1,0,0,sms,AAR20211109-00499
2023-07-13T03:36:00,2023-07-13T07:33:00,AREASR024,vegetation,247112,58565544,75.74,1.26,160,109,37,1,0,0,,1,0,0,social,AAR20230713-00500
2024-08-02T23:23:00,2024-08-03T17:44:00,AREASR007,cyber,412881,454581981,1426.64,2.447,559,643,60,41,1,1,,0,0,1,app,AAR20240802-00501
2022-09-02T14:09:00,2022-09-03T14:02:00,AREANE001,equipment,73663,105559079,1086.39,0.01,703,1206,3,19,1,0,,0,1,0,sms,AAR20220902-00502
2022-01-09T09:04:00,2022-01-11T06:35:00,AREASR055,planned,478557,1306939167,3512.4,0.01,846,1937,36,62,1,0,,0,0,0,website,AAR20220109-00503
2023-11-29T23:17:00,2023-12-01T12:37:00,AREANE057,equipment,323910,725558400,2224.36,1.391,697,1322,22,113,1,0,,0,1,0,social,AAR20231129-00504
2024-08-21T04:18:00,2024-08-22T11:23:00,AREASR077,planned,418182,779909430,1036.31,0.764,943,751,44,19,0,0,,0,0,0,app,AAR20240821-00505
2020-11-01T13:43:00,2020-11-02T07:06:00,AREASR041,planned,284677,296918111,399.91,0.401,1052,675,39,9,0,0,,0,0,0,website,AAR20201101-00506
2020-09-23T08:30:00,2020-09-23T17:27:00,AREAWR039,storm,435649,233943513,310.68,1.482,466,240,8,46,1,0,Remal,0,0,0,app,AAR20200923-00507
2023-12-07T16:03:00,2023-12-09T02:28:00,AREASR013,vegetation,220459,455247835,2351.93,1.042,992,1643,17,92,0,1,,1,0,0,social,AAR20231207-00508
2024-04-22T03:39:00,2024-04-23T14:41:00,AREASR040,storm,64434,135440268,2534.43,0.01,285,965,51,90,1,0,Midhili,0,0,0,website,AAR20240422-00509
2023-08-11T06:59:00,2023-08-11T19:36:00,AREANE027,load_shed,170030,128712710,869.72,0.732,558,488,81,74,0,1,,0,0,0,app,AAR20230811-00510
2021-11-13T11:40:00,2021-11-14T02:31:00,AREANR054,storm,188297,167772627,996.99,1.248,46,519,45,78,1,1,Remal,0,0,0,social,AAR20211113-00511
2022-10-26T20:02:00,2022-10-26T20:13:00,AREANR043,vegetation,104137,1145507,7.49,2.255,953,5,89,1,0,0,,1,0,0,app,AAR20221026-00512
2023-08-24T05:18:00,2023-08-24T23:55:00,AREANR052,vegetation,76951,85954267,1124.24,1.135,289,737,7,74,0,0,,1,0,0,app,AAR20230824-00513
2022-12-09T03:44:00,2022-12-09T12:13:00,AREANR063,storm,18369,9349821,202.99,2.333,872,337,40,1,1,0,Fani,0,0,0,sms,AAR20221209-00514
2023-10-25T23:18:00,2023-10-27T08:04:00,AREAER054,cyber,405174,796572084,1044.7,1.265,613,1446,16,45,1,1,,0,0,1,website,AAR20231025-00515
2021-08-01T16:18:00,2021-08-02T02:55:00,AREANR048,planned,183515,116899055,511.39,0.878,55,364,41,113,0,0,,0,0,0,call_center,AAR20210801-00516
2023-08-06T04:16:00,2023-08-07T22:05:00,AREANR010,storm,159894,401174046,2829.26,0.437,974,2043,53,2,1,0,Biparjoy,0,0,0,call_center,AAR20230806-00517
2024-11-10T15:38:00,2024-11-12T14:58:00,AREAER019,vegetation,354623,1007129320,2251.71,1.977,134,1588,47,88,0,0,,1,0,0,call_center,AAR20241110-00518
2022-07-07T15:08:00,2022-07-08T05:04:00,AREASR049,planned,228197,190772692,725.45,0.48,581,611,52,24,0,1,,0,0,0,sms,AAR20220707-00519
2020-02-02T21:44:00,2020-02-03T22:30:00,AREANR077,vegetation,189175,281114050,666.12,2.17,1154,692,34,47,1,1,,1,0,0,social,AAR20200202-00520
2020-03-30T09:18:00,2020-03-31T08:21:00,AREAWR024,storm,158591,219331353,1578.66,1.131,83,734,59,17,1,0,Yaas,0,0,0,social,AAR20200330-00521
2020-03-12T19:28:00,2020-03-13T11:00:00,AREANR049,animal,170870,159250840,866.72,0.944,534,755,46,30,0,0,,0,0,0,social,AAR20200312-00522
2023-07-02T18:21:00,2023-07-03T00:50:00,AREASR023,cyber,160823,62560147,459.79,0.736,941,196,6,76,1,1,,0,0,1,app,AAR20230702-00523
2023-06-20T04:14:00,2023-06-22T00:46:00,AREAWR009,storm,434150,1160048800,950.76,1.177,547,1424,27,60,1,0,Remal,0,0,0,call_center,AAR20230620-00524
2024-09-02T23:42:00,2024-09-03T21:41:00,AREAER019,storm,438618,578537142,1490.52,0.817,1052,1142,69,60,0,0,Mocha,0,0,0,app,AAR20240902-00525
2023-12-19T21:17:00,2023-12-20T02:12:00,AREAWR012,animal,72484,21382780,135.68,1.071,538,176,56,0,1,0,,0,0,0,app,AAR20231219-00526
2024-11-19T15:00:00,2024-11-20T07:53:00,AREANE049,animal,62657,63471541,447.23,0.39,221,429,71,109,1,1,,0,0,0,app,AAR20241119-00527
2024-02-26T00:13:00,2024-02-27T02:03:00,AREAER052,storm,226735,351439250,2002.17,0.24,1046,988,79,21,1,1,Midhili,0,0,0,website,AAR20240226-00528
2022-03-25T05:16:00,2022-03-25T08:20:00,AREAER004,vegetation,486438,89504592,206.96,0.46,784,101,48,93,1,1,,1,0,0,call_center,AAR20220325-00529
2023-09-05T12:20:00,2023-09-07T11:53:00,AREANR032,equipment,224865,641539845,2715.11,2.023,21,1319,82,12,1,1,,0,1,0,sms,AAR20230905-00530
2022-06-28T07:25:00,2022-06-29T03:18:00,AREANE067,cyber,113486,135388798,403.01,1.105,48,495,28,7,1,1,,0,0,1,call_center,AAR20220628-00531
2024-08-25T23:10:00,2024-08-26T06:43:00,AREAWR059,animal,116590,52815270,368.97,1.03,1021,212,10,20,0,1,,0,0,0,app,AAR20240825-00532
2024-05-28T02:48:00,2024-05-28T12:36:00,AREAWR039,equipment,424885,249832380,481.72,0.55,415,343,31,58,1,0,,0,1,0,call_center,AAR20240528-00533
2023-02-17T23:48:00,2023-02-19T21:29:00,AREASR032,animal,436781,1197216721,3208.77,1.334,582,1543,82,102,0,0,,0,0,0,social,AAR20230217-00534
2020-01-30T15:38:00,2020-01-31T14:30:00,AREAWR026,animal,400014,548819208,964.1,0.047,623,659,78,114,1,1,,0,0,0,social,AAR20200130-00535
2020-05-17T00:30:00,2020-05-18T06:18:00,AREAER043,load_shed,409274,731781912,1894.34,0.673,844,815,2,116,1,1,,0,0,0,call_center,AAR20200517-00536
2022-03-23T02:09:00,2022-03-23T17:09:00,AREANE068,equipment,275128,247615200,1083.6,0.611,1176,452,60,91,1,0,,0,1,0,sms,AAR20220323-00537
2022-04-15T19:04:00,2022-04-15T23:36:00,AREASR040,animal,436217,118651024,153.01,0.097,204,195,58,4,1,1,,0,0,0,call_center,AAR20220415-00538
2020-04-22T07:43:00,2020-04-24T03:25:00,AREASR011,storm,114346,299815212,3236.42,1.035,897,1740,60,68,1,1,Midhili,0,0,0,social,AAR20200422-00539
2023-05-02T19:58:00,2023-05-04T00:50:00,AREASR016,storm,453441,785359812,1277.22,1.772,654,1108,59,108,0,0,Remal,0,0,0,call_center,AAR20230502-00540
2020-08-28T14:26:00,2020-08-28T16:52:00,AREANE072,equipment,277283,40483318,171.56,0.938,1169,120,77,63,0,0,,0,1,0,app,AAR20200828-00541
2021-11-18T12:11:00,2021-11-20T00:29:00,AREAER008,cyber,335670,731089260,1759.57,0.465,545,1890,64,67,1,0,,0,0,1,app,AAR20211118-00542
2023-08-11T07:05:00,2023-08-13T01:39:00,AREANR077,cyber,132071,337309334,1070.27,0.684,808,1553,64,18,0,1,,0,0,1,sms,AAR20230811-00543
2021-06-15T12:54:00,2021-06-16T10:48:00,AREANE020,planned,199843,262593702,1049.36,0.377,59,850,56,1,0,1,,0,0,0,sms,AAR20210615-00544
2022-08-31T10:49:00,2022-09-01T16:37:00,AREAER004,equipment,499690,893445720,670.18,1.083,1083,1686,15,51,1,1,,0,1,0,social,AAR20220831-00545
2022-06-08T13:38:00,2022-06-09T23:13:00,AREAWR075,vegetation,257182,518221730,2735.99,0.961,498,947,80,29,0,0,,1,0,0,social,AAR20220608-00546
2021-10-03T15:11:00,2021-10-05T09:05:00,AREASR043,equipment,39484,99262776,2764.38,1.335,334,1895,26,23,0,1,,0,1,0,app,AAR20211003-00547
2023-02-11T00:51:00,2023-02-11T21:32:00,AREANR068,storm,304917,378401997,1239.61,0.967,990,1099,65,50,0,1,Nivar,0,0,0,app,AAR20230211-00548
2023-05-29T16:32:00,2023-05-30T04:31:00,AREASR021,cyber,325845,234282555,627.16,1.102,524,506,88,85,0,0,,0,0,1,website,AAR20230529-00549
2024-12-09T02:28:00,2024-12-10T00:44:00,AREAWR028,planned,205139,274065704,1828.72,0.229,752,877,55,55,1,0,,0,0,0,app,AAR20241209-00550
2021-11-14T14:06:00,2021-11-14T21:33:00,AREASR074,vegetation,203767,91083849,142.6,0.181,546,413,20,41,1,0,,1,0,0,app,AAR20211114-00551
2022-05-23T05:36:00,2022-05-24T21:09:00,AREANR080,storm,284394,674866962,1962.85,0.859,370,1598,37,96,0,1,Amphan,0,0,0,website,AAR20220523-00552
2022-03-06T08:43:00,2022-03-08T05:58:00,AREAWR052,animal,226727,615563805,3717.02,1.024,238,2527,66,69,1,0,,0,0,0,call_center,AAR20220306-00553
2020-12-20T14:57:00,2020-12-21T08:24:00,AREAWR051,equipment,368954,386294838,852.19,1.002,265,791,35,22,0,1,,0,1,0,call_center,AAR20201220-00554
2020-10-17T09:21:00,2020-10-17T12:23:00,AREANE041,load_shed,325729,59282678,106.81,1.323,524,103,75,70,0,0,,0,0,0,call_center,AAR20201017-00555
2024-10-26T01:01:00,2024-10-26T19:14:00,AREANE039,animal,20530,22439290,602.03,1.049,812,933,53,114,0,1,,0,0,0,website,AAR20241026-00556
2022-03-12T09:37:00,2022-03-13T17:31:00,AREASR015,vegetation,231424,442945536,2656.21,0.592,1093,1449,65,35,1,0,,1,0,0,social,AAR20220312-00557
2021-03-18T23:11:00,2021-03-20T18:49:00,AREANR004,equipment,2726,7136668,1948.52,0.01,1185,1495,62,11,1,1,,0,1,0,sms,AAR20210318-00558
2024-02-05T02:51:00,2024-02-06T16:48:00,AREANE069,equipment,294744,671132088,1854.68,1.256,438,1165,42,102,0,1,,0,1,0,website,AAR20240205-00559
2024-09-05T19:54:00,2024-09-07T09:27:00,AREASR069,vegetation,263273,593154069,1699.75,0.029,326,1911,5,94,1,0,,1,0,0,sms,AAR20240905-00560
2023-07-22T17:13:00,2023-07-23T06:41:00,AREAWR042,vegetation,454142,366946736,620.89,0.388,84,349,47,118,1,0,,1,0,0,sms,AAR20230722-00561
2020-08-19T10:33:00,2020-08-21T01:04:00,AREASR038,vegetation,485927,1122977297,2993.37,0.547,863,1573,67,76,0,0,,1,0,0,website,AAR20200819-00562
2021-12-17T23:29:00,2021-12-19T10:19:00,AREASR058,planned,217554,454687860,2761.28,0.695,491,1337,24,72,0,1,,0,0,0,sms,AAR20211217-00563
2020-09-13T04:51:00,2020-09-14T01:05:00,AREASR014,equipment,175266,212772924,541.09,1.218,274,944,9,21,1,1,,0,1,0,sms,AAR20200913-00564
2024-06-04T03:15:00,2024-06-04T16:38:00,AREANE030,storm,182403,146469609,936.82,0.915,236,323,87,70,1,1,Biparjoy,0,0,0,call_center,AAR20240604-00565
2024-12-16T17:50:00,2024-12-17T20:04:00,AREASR032,cyber,456930,719207820,2166.02,0.811,953,1009,23,97,1,1,,0,0,1,app,AAR20241216-00566
2021-06-10T02:19:00,2021-06-10T18:25:00,AREASR021,load_shed,169065,163316790,822.32,1.012,1154,447,54,90,1,0,,0,0,0,social,AAR20210610-00567
2021-12-08T17:18:00,2021-12-09T08:02:00,AREANR004,vegetation,312225,276006900,704.72,0.902,336,807,73,3,1,0,,1,0,0,call_center,AAR20211208-00568
2022-03-16T03:28:00,2022-03-16T13:39:00,AREASR008,storm,85792,52418912,462.32,1.083,679,493,22,25,0,1,Biparjoy,0,0,0,social,AAR20220316-00569
2021-12-11T09:57:00,2021-12-12T04:34:00,AREANE037,equipment,406283,453818111,1140.48,0.448,252,567,11,71,0,1,,0,1,0,website,AAR20211211-00570
2020-07-14T00:11:00,2020-07-15T08:36:00,AREANR036,equipment,250687,487586215,1147.15,1.227,264,1697,41,29,0,1,,0,1,0,social,AAR20200714-00571
2022-01-25T23:17:00,2022-01-26T00:42:00,AREAWR020,planned,193337,16433645,43.67,0.012,711,35,82,74,1,1,,0,0,0,sms,AAR20220125-00572
2020-09-05T13:39:00,2020-09-05T22:52:00,AREAER003,storm,407110,225131830,525.76,0.921,477,332,81,100,0,1,Biparjoy,0,0,0,website,AAR20200905-00573
2020-07-12T11:52:00,2020-07-12T17:48:00,AREASR063,equipment,27288,9714528,442.11,1.835,317,151,53,68,1,0,,0,1,0,call_center,AAR20200712-00574
2023-08-23T01:38:00,2023-08-25T01:15:00,AREASR055,storm,348552,995813064,1415.08,1.558,794,1642,23,82,1,0,Amphan,0,0,0,sms,AAR20230823-00575
2024-04-04T23:00:00,2024-04-06T09:39:00,AREAWR003,planned,158497,329515263,2689.67,1.15,782,1778,12,102,0,0,,0,0,0,website,AAR20240404-00576
2022-05-28T10:31:00,2022-05-29T20:26:00,AREAWR002,load_shed,394890,803601150,1561.89,1.278,124,1928,16,4,1,0,,0,0,0,social,AAR20220528-00577
2021-07-24T13:58:00,2021-07-24T16:33:00,AREASR080,load_shed,41777,6475435,101.69,1.267,559,141,60,113,0,0,,0,0,0,call_center,AAR20210724-00578
2022-10-06T23:09:00,2022-10-08T21:23:00,AREAWR042,storm,431544,1197103056,1324.58,0.989,626,1829,70,2,1,0,Mocha,0,0,0,sms,AAR20221006-00579
2021-08-07T07:06:00,2021-08-09T00:21:00,AREANE047,planned,141235,349556625,2717.21,1.034,364,1667,44,25,1,0,,0,0,0,app,AAR20210807-00580
2022-12-08T12:04:00,2022-12-10T09:12:00,AREANE078,animal,303024,820588992,2763.28,0.764,1062,1249,55,69,0,1,,0,0,0,app,AAR20221208-00581
2022-05-20T19:54:00,2022-05-22T02:16:00,AREAWR001,equipment,234120,426566640,1050.7,0.663,584,1216,15,82,0,1,,0,1,0,website,AAR20220520-00582
2020-12-05T19:51:00,2020-12-06T17:33:00,AREAWR075,vegetation,224628,292465656,1160.9,0.083,858,1142,35,100,0,0,,1,0,0,website,AAR20201205-00583
2024-02-02T12:42:00,2024-02-03T22:19:00,AREASR017,load_shed,348895,703721215,2695.75,1.195,662,1847,11,114,1,0,,0,0,0,sms,AAR20240202-00584
2023-04-16T20:39:00,2023-04-18T03:31:00,AREANR050,load_shed,487014,901949928,2220.07,0.656,167,907,53,64,1,0,,0,0,0,call_center,AAR20230416-00585
2022-02-07T06:32:00,2022-02-07T12:30:00,AREAWR049,load_shed,172892,61895336,284.08,0.918,530,144,43,15,0,0,,0,0,0,call_center,AAR20220207-00586
2023-12-19T15:47:00,2023-12-20T09:49:00,AREAER008,cyber,330106,357174692,326.47,1.977,952,593,20,29,0,1,,0,0,1,website,AAR20231219-00587
2020-06-19T02:05:00,2020-06-20T14:15:00,AREAER029,storm,191778,416158260,795.73,1.542,138,1376,14,101,1,0,Vayu,0,0,0,social,AAR20200619-00588
2024-07-22T21:25:00,2024-07-23T07:57:00,AREASR015,equipment,111957,70756824,805.53,0.897,896,381,46,60,0,0,,0,1,0,social,AAR20240722-00589
2023-07-31T16:40:00,2023-08-01T23:34:00,AREASR069,load_shed,91197,169079238,2168.97,0.01,350,925,16,38,0,1,,0,0,0,sms,AAR20230731-00590
2024-08-16T20:39:00,2024-08-17T19:28:00,AREAWR075,storm,270910,370875790,1842.82,1.01,639,651,78,28,1,0,Mocha,0,0,0,website,AAR20240816-00591
2023-06-01T14:14:00,2023-06-02T07:59:00,AREAER063,animal,320161,340971465,1107.48,1.355,682,546,53,62,0,0,,0,0,0,social,AAR20230601-00592
2024-11-03T00:31:00,2024-11-04T19:43:00,AREAWR058,storm,108804,282019968,3023.29,1.089,801,1400,15,11,1,0,Nivar,0,0,0,call_center,AAR20241103-00593
2024-09-23T14:33:00,2024-09-23T16:50:00,AREANR002,planned,199696,27358352,42.61,0.795,967,119,11,78,1,1,,0,0,0,app,AAR20240923-00594
2022-03-29T10:18:00,2022-03-29T18:06:00,AREAER033,animal,189999,88919532,609.15,1.829,308,206,44,35,1,0,,0,0,0,call_center,AAR20220329-00595
2021-07-17T04:35:00,2021-07-19T00:11:00,AREAER006,cyber,435726,1139859216,1906.92,0.75,801,1558,65,87,0,1,,0,0,1,sms,AAR20210717-00596
2024-09-21T23:53:00,2024-09-23T21:09:00,AREAER075,planned,126438,343405608,3611.29,0.485,702,1370,69,86,1,1,,0,0,0,sms,AAR20240921-00597
2023-04-23T07:22:00,2023-04-24T12:05:00,AREAER034,cyber,386785,666430555,1973.53,0.722,532,1160,21,75,0,0,,0,0,1,call_center,AAR20230423-00598
2023-04-25T21:43:00,2023-04-27T18:57:00,AREAWR057,cyber,83496,226608144,3398.49,0.819,8,2372,25,100,0,0,,0,0,1,social,AAR20230425-00599
2022-11-03T14:52:00,2022-11-04T21:38:00,AREAER039,planned,225491,416256386,781.81,0.373,709,1227,12,107,1,1,,0,0,0,website,AAR20221103-00600
2020-05-20T03:29:00,2020-05-21T21:52:00,AREAWR039,animal,346505,881162215,1533.9,1.33,56,1272,52,110,1,1,,0,0,0,call_center,AAR20200520-00601
2020-02-07T13:02:00,2020-02-08T23:43:00,AREANE025,equipment,136609,284283329,924.93,0.92,746,1333,82,16,1,1,,0,1,0,social,AAR20200207-00602
2020-01-05T19:02:00,2020-01-06T00:47:00,AREAWR039,storm,227421,78460245,424.73,1.041,465,299,33,28,0,1,Nivar,0,0,0,website,AAR20200105-00603
2020-11-27T00:59:00,2020-11-28T10:52:00,AREAWR071,vegetation,316485,643414005,1748.77,0.702,848,1829,74,94,0,1,,1,0,0,call_center,AAR20201127-00604
2021-12-29T15:17:00,2021-12-30T15:11:00,AREAWR049,storm,183383,262971222,1637.94,1.759,678,788,26,70,1,1,Remal,0,0,0,call_center,AAR20211229-00605
2021-12-06T20:00:00,2021-12-07T16:23:00,AREANE050,planned,269921,330113383,391.98,1.559,642,491,78,11,1,1,,0,0,0,call_center,AAR20211206-00606
2023-05-31T10:13:00,2023-05-31T11:16:00,AREANR063,load_shed,60784,3829392,77.53,0.194,732,39,24,98,0,0,,0,0,0,social,AAR20230531-00607
2024-08-21T20:00:00,2024-08-22T08:00:00,AREAWR034,vegetation,464813,334665360,439.24,0.017,1096,296,52,112,0,0,,1,0,0,sms,AAR20240821-00608
2024-06-21T16:10:00,2024-06-22T23:27:00,AREAER065,planned,450051,844745727,1603.58,0.964,75,1532,82,54,0,0,,0,0,0,sms,AAR20240621-00609
2022-04-22T13:01:00,2022-04-24T06:43:00,AREASR028,load_shed,269694,674774388,877.65,0.398,1046,1835,9,33,1,0,,0,0,0,social,AAR20220422-00610
2024-03-08T05:29:00,2024-03-10T02:25:00,AREASR036,animal,464163,1251383448,872.35,1.468,723,1405,21,98,0,1,,0,0,0,website,AAR20240308-00611
