env_ets_reference_date,env_ets_phase_code,env_ets_allowance_type_code,env_ets_auction_platform_code,env_ets_allowances_auctioned_count,env_ets_allowances_surrendered_count,env_ets_allowances_in_circulation_count,env_ets_msr_intake_count,env_ets_msr_release_count,env_ets_allowance_price_eur_per_t,env_ets_price_change_pct,env_ets_verified_emissions_tco2,env_ets_covered_installations_count,env_ets_sector_coverage_code,env_ets_free_allocation_tco2,env_ets_innovation_fund_disbursed_eur,env_ets_modernisation_fund_disbursed_eur,env_ets_cbam_transition_flag,env_ets_data_source,env_ets_data_extract_date
2024-01-18,PHASE_4,EUAA,NATIONAL_PLATFORM,6425434,6261536,11843881475,47883585,16827643,61.62,4.988,12990559,983,AVIATION,5516771,1592458174.15,113650845.5,1,EC_ETS_REPORTING,2024-07-10
2024-01-31,PHASE_4,EUA,EXCH_CENTRAL,6360637,5407954,11887124739,231156735,19737564,47.0,6.484,10165105,890,POWER,2691619,400895525.01,2214514436.98,1,EUTL_AGGREGATE,2025-05-06
2024-02-13,PHASE_4,EUAA,ICE,6422608,6035068,11909733806,201932624,54645053,93.99,4.056,6684844,1292,MARITIME_PILOT,2722898,229924231.18,492740426.73,0,MARKET_DATA_PROVIDER,2024-08-03
2024-02-26,PHASE_4,EUA,EEX,6501045,6576688,11959985142,81691291,29189785,101.05,4.941,9136140,1367,INDUSTRY,3103109,1153980072.53,2029290398.11,1,EEX_AUCTION_DATA,2025-06-21
2024-03-10,PHASE_4,EUAA,NATIONAL_PLATFORM,6339507,4232360,11961315290,56299554,25761654,88.21,2.281,12433896,1316,MULTI_SECTOR,1023238,1494039268.64,495755778.96,1,EC_ETS_REPORTING,2025-02-02
2024-03-23,PHASE_4,EUA,EXCH_CENTRAL,6434196,5244659,12038927796,200519614,75445287,88.91,6.185,18651318,997,AVIATION,1379618,995791083.91,846035331.86,0,EUTL_AGGREGATE,2024-01-30
2024-04-05,PHASE_4,EUAA,ICE,6505012,5011700,12041766908,152630244,20749334,51.12,5.282,10386913,898,POWER,610333,518092165.66,2392699459.47,0,MARKET_DATA_PROVIDER,2025-09-25
2024-04-18,PHASE_4,EUA,EEX,6513404,4860849,12086311724,123040924,109802432,100.56,-6.099,11408966,837,MARITIME_PILOT,1002551,1345490705.83,1668903123.95,1,EEX_AUCTION_DATA,2025-11-09
2024-05-01,PHASE_4,EUAA,NATIONAL_PLATFORM,6446694,5521443,12125007915,158089493,82208321,76.64,0.496,17038048,925,INDUSTRY,7121574,1015199122.15,677417728.59,1,EC_ETS_REPORTING,2025-10-22
2024-05-14,PHASE_4,EUA,EXCH_CENTRAL,6573370,5603544,12166105289,247607149,81761006,67.04,0.578,8868724,1378,MULTI_SECTOR,1507333,8499823.01,662175139.34,1,EUTL_AGGREGATE,2024-01-26
2024-05-27,PHASE_4,EUAA,ICE,6451964,4217465,12189632982,118168758,77810357,87.07,-1.362,17263091,1001,AVIATION,3141354,1072677379.57,2125507377.04,0,MARKET_DATA_PROVIDER,2025-10-30
2024-06-09,PHASE_4,EUA,EEX,6626585,5169589,12239623532,184794742,14932238,91.17,-3.277,21170058,1316,POWER,8937212,1088837634.12,842002638.21,0,EEX_AUCTION_DATA,2025-05-21
2024-06-22,PHASE_4,EUAA,NATIONAL_PLATFORM,6522704,6777203,12248506554,175347319,114036919,54.97,-7.355,19101222,1190,MARITIME_PILOT,2269903,192520224.68,1117419100.11,1,EC_ETS_REPORTING,2025-05-02
2024-07-05,PHASE_4,EUA,EXCH_CENTRAL,6522113,5603057,12270336508,160920709,5646319,57.71,0.529,11889084,1289,INDUSTRY,692076,594551622.9,33595600.85,1,EUTL_AGGREGATE,2024-07-08
2024-07-18,PHASE_4,EUAA,ICE,6754654,5036268,12341270404,153603703,96614449,111.59,-0.213,17487001,1214,MULTI_SECTOR,1456169,713195408.01,1776863594.9,1,MARKET_DATA_PROVIDER,2024-03-18
2024-07-31,PHASE_4,EUA,EEX,6647788,4415982,12366609573,244762098,60656321,73.29,-2.982,16032689,952,AVIATION,1850998,1700281360.81,2055285139.56,1,EEX_AUCTION_DATA,2024-03-26
2024-08-13,PHASE_4,EUAA,NATIONAL_PLATFORM,6744305,4594677,12398160969,12027837,91978186,53.49,-5.92,19524352,951,POWER,7358267,814774891.31,347031754.54,0,EC_ETS_REPORTING,2025-09-28
2024-08-26,PHASE_4,EUA,EXCH_CENTRAL,6586535,5717100,12445715208,221646396,63096631,97.45,-2.436,6494228,1265,MARITIME_PILOT,2546659,416205041.73,668883424.73,1,EUTL_AGGREGATE,2025-02-17
2024-09-08,PHASE_4,EUAA,ICE,6620108,6806035,12459977575,244410827,65893842,74.53,7.167,15407795,1238,INDUSTRY,1583112,1428636320.76,446333594.84,0,MARKET_DATA_PROVIDER,2025-06-21
2024-09-21,PHASE_4,EUA,EEX,6681429,6897251,12497982951,220017984,102219660,98.27,4.313,17031903,1291,MULTI_SECTOR,7338567,1659417632.25,470676414.33,0,EEX_AUCTION_DATA,2025-04-23
2024-10-04,PHASE_4,EUAA,NATIONAL_PLATFORM,6640147,5651681,12552055408,137790477,8597580,111.85,-0.942,12993876,886,AVIATION,4471212,1229386767.29,2189780844.09,0,EC_ETS_REPORTING,2026-01-06
2024-10-17,PHASE_4,EUA,EXCH_CENTRAL,6828505,4686519,12566219217,192460814,20193445,110.41,5.598,17008605,1129,POWER,5131346,1075390316.62,2224245931.07,0,EUTL_AGGREGATE,2025-01-18
2024-10-30,PHASE_4,EUAA,ICE,6882058,5648154,12585439763,15568240,93692938,78.33,0.573,20820378,1260,MARITIME_PILOT,2731859,626715394.48,2212256167.65,0,MARKET_DATA_PROVIDER,2025-05-11
2024-11-12,PHASE_4,EUA,EEX,6874133,5943174,12641788173,26573756,112414116,67.7,2.798,20912854,1380,INDUSTRY,7029028,1477956838.28,1780080093.61,0,EEX_AUCTION_DATA,2025-08-04
2024-11-25,PHASE_4,EUAA,NATIONAL_PLATFORM,6717492,6057237,12664069402,1648138,84737850,71.19,-2.298,20881830,1102,MULTI_SECTOR,2709853,380184350.09,2283220019.12,1,EC_ETS_REPORTING,2025-07-20
2024-12-08,PHASE_4,EUA,EXCH_CENTRAL,6872874,6413255,12691314009,101990206,15744232,104.05,5.819,21354028,1421,AVIATION,3519597,534441819.58,401434336.66,1,EUTL_AGGREGATE,2025-08-11
2024-12-21,PHASE_4,EUAA,ICE,6930305,5693439,12765704480,194474213,113717973,49.29,7.363,16979815,878,POWER,866826,1540692.78,2133144001.51,1,MARKET_DATA_PROVIDER,2025-04-05
2025-01-03,PHASE_4,EUA,EEX,6778543,6944803,12790005804,242028542,61723904,98.07,2.922,15470815,849,MARITIME_PILOT,6789036,136868610.37,1490400309.51,0,EEX_AUCTION_DATA,2025-04-06
2025-01-16,PHASE_4,EUAA,NATIONAL_PLATFORM,7000042,5984434,12842966922,235254934,95820850,73.06,6.592,8274614,1406,INDUSTRY,636574,641868439.86,1303783853.26,1,EC_ETS_REPORTING,2025-10-12
2025-01-29,PHASE_4,EUA,EXCH_CENTRAL,7007375,6035966,12851648154,175916371,54989072,88.22,3.339,6775990,1195,MULTI_SECTOR,2539977,1161755058.13,628435166.22,1,EUTL_AGGREGATE,2025-08-08
2025-02-11,PHASE_4,EUAA,ICE,6834280,5138083,12899289591,201233301,23258850,79.61,-2.396,6893823,1179,AVIATION,1725709,176397380.48,1792295412.14,0,MARKET_DATA_PROVIDER,2026-02-09
2025-02-24,PHASE_4,EUA,EEX,6981744,6877256,12926589134,242326144,90893908,62.99,3.309,17927626,1001,POWER,3305777,1266457243.05,1973239210.29,1,EEX_AUCTION_DATA,2025-08-05
2025-03-09,PHASE_4,EUAA,NATIONAL_PLATFORM,6909026,4989645,12955820741,227343545,116489062,67.94,6.909,13495142,1135,MARITIME_PILOT,5505480,961005856.58,733937295.75,1,EC_ETS_REPORTING,2024-08-08
2025-03-22,PHASE_4,EUA,EXCH_CENTRAL,7102629,4949178,13013091992,144167308,65333588,63.22,6.186,8430500,1418,INDUSTRY,2496733,1720563539.54,1034642910.2,0,EUTL_AGGREGATE,2025-03-30
2025-04-04,PHASE_4,EUAA,ICE,7058890,6769486,13035440989,249403192,39054931,74.33,2.699,14039226,1332,MULTI_SECTOR,3247945,1309181460.66,148223432.58,0,MARKET_DATA_PROVIDER,2025-02-17
2025-04-17,PHASE_4,EUA,EEX,7102744,4797385,13057577608,224243691,66258373,51.62,7.223,17062711,1443,AVIATION,7608495,1261909174.96,1139865189.15,1,EEX_AUCTION_DATA,2024-04-04
2025-04-30,PHASE_4,EUAA,NATIONAL_PLATFORM,6953565,6731784,13080534869,109107751,63110095,108.41,4.729,8741161,1400,POWER,1120930,206356040.39,1524620009.61,1,EC_ETS_REPORTING,2024-07-25
2025-05-13,PHASE_4,EUA,EXCH_CENTRAL,7034576,5598364,13153341777,30158415,32519234,113.53,-2.59,19090460,1270,MARITIME_PILOT,2888108,584431700.34,141494500.23,1,EUTL_AGGREGATE,2024-01-01
2025-05-26,PHASE_4,EUAA,ICE,7094774,6028069,13183429203,112383736,68679146,114.38,-2.038,14939422,1361,INDUSTRY,1183735,1231391202.47,392211915.97,0,MARKET_DATA_PROVIDER,2024-12-21
2025-06-08,PHASE_4,EUA,EEX,7142897,6601922,13220507718,202294944,110370410,55.79,-1.871,22032332,1447,MULTI_SECTOR,9897318,1577460325.52,886109449.54,1,EEX_AUCTION_DATA,2025-11-17
2025-06-21,PHASE_4,EUAA,NATIONAL_PLATFORM,7236455,7286235,13220207010,229689079,54375959,100.89,5.02,7159409,866,AVIATION,2961353,180778564.45,2175071887.12,1,EC_ETS_REPORTING,2024-09-05
2025-07-04,PHASE_4,EUA,EXCH_CENTRAL,7199340,4823970,13299175710,170844610,103180892,61.07,-2.161,22523553,1373,POWER,4896268,267889206.11,589812784.58,1,EUTL_AGGREGATE,2024-02-12
2025-07-17,PHASE_4,EUAA,ICE,7173322,5237024,13288792312,46511575,28970468,102.96,1.764,19525747,1119,MARITIME_PILOT,5374614,1445247733.03,354623515.07,1,MARKET_DATA_PROVIDER,2024-11-08
2025-07-30,PHASE_4,EUA,EEX,7150245,5545534,13345207797,1623380,14203770,105.91,-1.94,21249106,1305,INDUSTRY,2311658,355602101.61,1104348890.73,1,EEX_AUCTION_DATA,2024-09-12
2025-08-12,PHASE_4,EUAA,NATIONAL_PLATFORM,7281069,6485128,13366357621,245658252,38694722,98.66,5.389,17955588,1414,MULTI_SECTOR,7105292,1470882928.84,1104328810.98,1,EC_ETS_REPORTING,2025-06-19
2025-08-25,PHASE_4,EUA,EXCH_CENTRAL,7193493,5772029,13400355897,88877093,92897600,96.24,2.163,17465673,1105,AVIATION,6616578,119584396.96,163749953.32,0,EUTL_AGGREGATE,2024-07-28
2025-09-07,PHASE_4,EUAA,ICE,7282861,6942134,13451429094,72271007,79291877,102.49,-2.308,18344896,1353,POWER,7664506,1241938751.77,1812071831.73,0,MARKET_DATA_PROVIDER,2024-03-23
2025-09-20,PHASE_4,EUA,EEX,7332455,6324930,13469697068,215223456,14476897,48.85,1.493,14289327,916,MARITIME_PILOT,4025258,564815458.24,649060122.4,0,EEX_AUCTION_DATA,2025-10-05
2025-10-03,PHASE_4,EUAA,NATIONAL_PLATFORM,7209145,5865691,13500311149,126715956,111664895,61.75,-4.583,7989602,989,INDUSTRY,1853027,1369219619.82,1587435070.21,1,EC_ETS_REPORTING,2025-11-11
2025-10-16,PHASE_4,EUA,EXCH_CENTRAL,7446836,4950957,13543783743,234441931,94834864,98.13,1.313,8226498,1416,MULTI_SECTOR,437782,569516406.58,868471566.01,0,EUTL_AGGREGATE,2024-10-19
2025-10-29,PHASE_4,EUAA,ICE,7437717,6413045,13613212249,109807814,20031256,45.6,-0.415,11981676,987,AVIATION,2201167,170248971.45,1840576040.98,0,MARKET_DATA_PROVIDER,2024-06-18
2025-11-11,PHASE_4,EUA,EEX,7282596,5927088,13645357955,48145052,40065488,110.32,-0.013,20232203,1021,POWER,7243378,611561408.46,1047284706.48,1,EEX_AUCTION_DATA,2025-02-22
2025-11-24,PHASE_4,EUAA,NATIONAL_PLATFORM,7496009,6399854,13669757353,141354236,114970623,72.05,2.485,22346339,952,MARITIME_PILOT,8585069,905935885.72,962791252.46,1,EC_ETS_REPORTING,2025-06-06
2025-12-07,PHASE_4,EUA,EXCH_CENTRAL,7299067,6083154,13681989644,74277786,42248394,94.41,1.203,22027560,882,INDUSTRY,9720304,1433143074.66,1912574678.46,1,EUTL_AGGREGATE,2024-12-29
2025-12-20,PHASE_4,EUAA,ICE,7322843,5649762,13711746213,201205500,97652159,49.99,-3.402,9344024,1027,MULTI_SECTOR,1068985,330093685.21,1318351447.78,1,MARKET_DATA_PROVIDER,2025-05-21
2026-01-02,PHASE_4,EUA,EEX,7388053,5928198,13767765686,206048635,89112599,101.5,-1.152,23139722,1288,AVIATION,6644480,33883246.37,1903406358.05,1,EEX_AUCTION_DATA,2024-04-04
2026-01-15,PHASE_4,EUAA,NATIONAL_PLATFORM,7414972,7759547,13803315315,80344854,4727856,73.62,2.161,7918747,1156,POWER,1029130,1316739443.3,951855407.84,0,EC_ETS_REPORTING,2025-09-29
2026-01-28,PHASE_4,EUA,EXCH_CENTRAL,7552003,6491322,13819643086,132852350,69555424,87.92,4.747,11244249,1385,MARITIME_PILOT,4122885,973404647.44,2182081427.94,0,EUTL_AGGREGATE,2024-06-22
2026-02-10,PHASE_4,EUAA,ICE,7639642,7397549,13849067880,242307506,13024161,87.76,-6.715,18345645,888,INDUSTRY,2305599,733059095.67,53745183.94,1,MARKET_DATA_PROVIDER,2025-12-27
2026-02-23,PHASE_4,EUA,EEX,7611918,6813276,13881721972,247504958,111051517,100.83,-6.191,13667607,1008,MULTI_SECTOR,6097435,357579425.13,2157734105.78,0,EEX_AUCTION_DATA,2025-07-12
2013-01-11,PHASE_3,EUAA,NATIONAL_PLATFORM,7450910,4862143,13963172518,46324382,4807424,5.47,0.548,9617778,1134,AVIATION,2639741,169398185.08,135910219.69,0,EC_ETS_REPORTING,2025-07-15
2013-01-24,PHASE_3,EUA,EXCH_CENTRAL,7580411,5713298,13998504735,30931392,1000254,5.6,-4.919,22261527,914,POWER,8633521,78976030.67,42659810.06,0,EUTL_AGGREGATE,2025-02-28
2013-02-06,PHASE_3,EUAA,ICE,7535598,6290465,13994940561,43126379,9090071,6.85,-5.559,8352767,1050,MARITIME_PILOT,2817213,197942283.32,197166444.64,0,MARKET_DATA_PROVIDER,2026-01-21
2013-02-19,PHASE_3,EUA,EEX,7546701,6657578,14063225152,33917336,9417280,8.38,-2.691,15309155,1312,INDUSTRY,4558048,30737559.23,69630587.31,0,EEX_AUCTION_DATA,2025-04-11
2013-03-04,PHASE_3,EUAA,NATIONAL_PLATFORM,7734630,5609739,14100790382,47033403,4763988,4.91,5.545,17214778,1402,MULTI_SECTOR,1255070,350889587.48,208824556.54,0,EC_ETS_REPORTING,2025-09-13
2013-03-17,PHASE_3,EUA,EXCH_CENTRAL,7664712,4998558,14129012154,7382492,4679682,5.81,-5.05,12948258,880,AVIATION,931487,73920803.73,88218046.64,0,EUTL_AGGREGATE,2025-12-11
2013-03-30,PHASE_3,EUAA,ICE,7607750,7760447,14147938287,53230208,13505570,6.48,4.183,19312136,1344,POWER,2096983,17776684.14,159319213.59,0,MARKET_DATA_PROVIDER,2024-08-20
2013-04-12,PHASE_3,EUA,EEX,7711313,5765488,14195082705,19449982,1308176,5.79,5.706,11085592,1262,MARITIME_PILOT,862436,70205956.64,72861718.5,0,EEX_AUCTION_DATA,2025-03-23
2013-04-25,PHASE_3,EUAA,NATIONAL_PLATFORM,7735301,7877384,14242932882,60259085,10451,9.83,-1.854,17070083,1380,INDUSTRY,1710065,47244945.13,44400021.44,0,EC_ETS_REPORTING,2025-07-19
2013-05-08,PHASE_3,EUA,EXCH_CENTRAL,7760337,5875644,14257207588,58045126,16836656,8.25,4.39,9607793,882,MULTI_SECTOR,2972491,32719577.3,9150984.79,0,EUTL_AGGREGATE,2025-10-21
2013-05-21,PHASE_3,EUAA,ICE,7829374,7950723,14276158867,37031551,3216380,10.61,5.388,18595105,1030,AVIATION,1063937,246490637.49,150239901.51,0,MARKET_DATA_PROVIDER,2025-05-01
2013-06-03,PHASE_3,EUA,EEX,7770112,5230377,14331852482,30880687,14367088,4.3,-0.313,17182462,893,POWER,3000234,227361063.81,33092305.34,0,EEX_AUCTION_DATA,2024-08-21
2013-06-16,PHASE_3,EUAA,NATIONAL_PLATFORM,7701217,5951349,14379618281,34739072,3520425,5.94,-1.842,10882544,1350,MARITIME_PILOT,3626216,2568915.61,28450860.08,0,EC_ETS_REPORTING,2025-07-01
2013-06-29,PHASE_3,EUA,EXCH_CENTRAL,7851040,7532730,14376865794,19127452,5424534,4.22,5.662,24577028,1466,INDUSTRY,6728471,5567446.99,10874364.06,0,EUTL_AGGREGATE,2024-05-01
2013-07-12,PHASE_3,EUAA,ICE,7954520,5883414,14409689904,50289867,12122450,5.03,3.967,12607730,1432,MULTI_SECTOR,4031122,68125584.37,80831363.67,0,MARKET_DATA_PROVIDER,2024-04-07
2013-07-25,PHASE_3,EUA,EEX,7868765,7562747,14466701875,34591935,13972363,4.88,-5.955,22775625,1316,AVIATION,6483011,56241392.72,206680608.58,0,EEX_AUCTION_DATA,2024-07-15
2013-08-07,PHASE_3,EUAA,NATIONAL_PLATFORM,7880886,7565239,14498255772,53878100,12677471,11.73,-2.285,20368241,1145,POWER,4196552,116810103.85,18834472.95,0,EC_ETS_REPORTING,2024-03-12
2013-08-20,PHASE_3,EUA,EXCH_CENTRAL,7926504,6995314,14526491429,18813876,11107197,6.17,0.477,22835035,999,MARITIME_PILOT,8478576,151102717.17,89751694.47,0,EUTL_AGGREGATE,2025-01-24
2013-09-02,PHASE_3,EUAA,ICE,8009750,7312112,14579392743,18362418,8542756,8.34,2.7,8985891,1042,INDUSTRY,3166699,4215004.32,198230128.46,0,MARKET_DATA_PROVIDER,2024-04-20
2013-09-15,PHASE_3,EUA,EEX,7972575,6480856,14613656829,38694067,11779420,9.57,2.124,8048073,1250,MULTI_SECTOR,1559496,176364851.82,188947144.1,0,EEX_AUCTION_DATA,2025-12-26
2013-09-28,PHASE_3,EUAA,NATIONAL_PLATFORM,7949363,7001249,14630146844,31888998,4774649,8.39,-6.72,22344132,1181,AVIATION,7437111,50585016.35,39772846.89,0,EC_ETS_REPORTING,2024-05-05
2013-10-11,PHASE_3,EUA,EXCH_CENTRAL,7931816,5540675,14677645164,17597205,13182190,4.97,7.023,24328548,955,POWER,9018969,43532931.2,220218523.55,0,EUTL_AGGREGATE,2024-07-21
2013-10-24,PHASE_3,EUAA,ICE,8015695,7807368,14693396965,2259894,13823960,9.44,-3.248,24311903,1441,MARITIME_PILOT,3719746,309174389.7,79648015.13,0,MARKET_DATA_PROVIDER,2024-12-06
2013-11-06,PHASE_3,EUA,EEX,7906122,6695651,14737605955,21411023,11640871,9.99,-6.665,19655592,1147,INDUSTRY,1290666,117877148.73,231394704.57,0,EEX_AUCTION_DATA,2024-04-13
2013-11-19,PHASE_3,EUAA,NATIONAL_PLATFORM,7940535,5566489,14758404814,29701091,10578435,11.32,-0.202,9714810,1270,MULTI_SECTOR,4264726,171702547.44,64242720.94,0,EC_ETS_REPORTING,2024-05-11
2013-12-02,PHASE_3,EUA,EXCH_CENTRAL,8068890,8439985,14798725991,904956,6231654,9.21,0.709,16656907,1263,AVIATION,3761531,11173510.28,161028717.97,0,EUTL_AGGREGATE,2024-01-19
2013-12-15,PHASE_3,EUAA,ICE,8072583,6421886,14860029705,3321927,2546420,9.88,0.774,13942054,1250,POWER,3063636,44848754.24,147438964.11,0,MARKET_DATA_PROVIDER,2025-03-11
2013-12-28,PHASE_3,EUA,EEX,8124368,7991071,14886516944,52450633,4676768,9.36,-0.196,8165571,1118,MARITIME_PILOT,889406,252269093.02,74055242.2,0,EEX_AUCTION_DATA,2026-01-20
2014-01-10,PHASE_3,EUAA,NATIONAL_PLATFORM,8187671,5956200,14910990618,49197794,15964487,8.64,-6.062,17601380,1271,INDUSTRY,1674466,239648513.77,14532377.38,0,EC_ETS_REPORTING,2025-10-12
2014-01-23,PHASE_3,EUA,EXCH_CENTRAL,8138189,7448988,14978856359,3527055,17375549,6.04,0.944,14740551,942,MULTI_SECTOR,1140872,10027640.27,129481175.59,0,EUTL_AGGREGATE,2024-06-11
2014-02-05,PHASE_3,EUAA,ICE,8081667,7696653,15007436537,22265570,10008020,5.27,-1.339,10248283,956,AVIATION,585659,346621821.78,126978800.71,0,MARKET_DATA_PROVIDER,2025-08-14
2014-02-18,PHASE_3,EUA,EEX,8289616,5680578,15002284957,56644043,7679977,5.14,1.766,25496996,1080,POWER,4157503,177604329.8,21046024.91,0,EEX_AUCTION_DATA,2024-11-15
2014-03-03,PHASE_3,EUAA,NATIONAL_PLATFORM,8091035,5400688,15037202803,53839374,11135587,9.7,-5.814,17145429,1071,MARITIME_PILOT,5015514,178052839.08,225650495.65,0,EC_ETS_REPORTING,2025-08-23
2014-03-16,PHASE_3,EUA,EXCH_CENTRAL,8166715,8558947,15108983689,58451103,2412102,10.02,4.585,13253576,1453,INDUSTRY,973835,317551613.58,174917801.75,0,EUTL_AGGREGATE,2024-10-30
2014-03-29,PHASE_3,EUAA,ICE,8201711,5463493,15125456217,25836857,3166095,6.29,0.028,16612071,1372,MULTI_SECTOR,6146633,60410896.95,178950220.1,0,MARKET_DATA_PROVIDER,2024-07-27
2014-04-11,PHASE_3,EUA,EEX,8352725,8331205,15153473592,36233897,15252384,9.39,-1.673,17463439,1487,AVIATION,5995442,109607690.5,163821674.99,0,EEX_AUCTION_DATA,2024-06-08
2014-04-24,PHASE_3,EUAA,NATIONAL_PLATFORM,8335346,6038809,15190857448,16842979,3882235,10.66,-4.817,24539717,1261,POWER,9432469,115680793.72,97785076.97,0,EC_ETS_REPORTING,2024-06-12
2014-05-07,PHASE_3,EUA,EXCH_CENTRAL,8330630,7748396,15226588543,9065212,16431547,6.41,5.154,9867831,1405,MARITIME_PILOT,1666377,217402967.36,124771940.38,0,EUTL_AGGREGATE,2024-01-10
2014-05-20,PHASE_3,EUAA,ICE,8287211,7800116,15258254761,23682660,17983292,7.97,-4.708,13972697,1437,INDUSTRY,2194890,111976288.05,217791668.62,0,MARKET_DATA_PROVIDER,2025-01-21
2014-06-02,PHASE_3,EUA,EEX,8327882,6297151,15285184385,48892339,8373630,7.73,6.899,13032577,1201,MULTI_SECTOR,3433282,230261113.32,156280471.97,0,EEX_AUCTION_DATA,2024-12-10
2014-06-15,PHASE_3,EUAA,NATIONAL_PLATFORM,8409936,7325504,15328013094,53605459,4561255,9.12,4.162,8652914,1083,AVIATION,2036785,158880527.03,3483537.12,0,EC_ETS_REPORTING,2025-12-13
2014-06-28,PHASE_3,EUA,EXCH_CENTRAL,8271683,7806440,15356655989,58351437,17976103,8.23,-1.269,12554887,1175,POWER,1868295,177919152.02,149092175.47,0,EUTL_AGGREGATE,2024-01-25
2014-07-11,PHASE_3,EUAA,ICE,8336800,7579235,15399022956,4148829,2560556,7.35,-3.011,9085336,1427,MARITIME_PILOT,2070517,229182180.07,205064735.76,0,MARKET_DATA_PROVIDER,2025-02-12
2014-07-24,PHASE_3,EUA,EEX,8378910,6888941,15443844236,34567681,15633132,6.56,-3.702,15274113,1278,INDUSTRY,1598617,184693653.09,77241803.65,0,EEX_AUCTION_DATA,2025-01-01
2014-08-06,PHASE_3,EUAA,NATIONAL_PLATFORM,8353729,6592349,15497191553,17093501,2884232,8.02,1.741,16431826,1321,MULTI_SECTOR,5963893,284094529.39,69806951.64,0,EC_ETS_REPORTING,2025-02-22
2014-08-19,PHASE_3,EUA,EXCH_CENTRAL,8352543,7011372,15513119272,14534203,15633991,10.65,-5.242,19842887,1290,AVIATION,5772025,367317.95,62406259.53,0,EUTL_AGGREGATE,2024-09-14
2014-09-01,PHASE_3,EUAA,ICE,8475795,8627356,15542820618,46485259,9296311,6.58,-5.508,17842454,1277,POWER,3268294,172911553.12,1253572.65,0,MARKET_DATA_PROVIDER,2025-02-22
2014-09-14,PHASE_3,EUA,EEX,8442359,7078279,15572275831,286069,14296705,4.81,-5.419,23870484,1373,MARITIME_PILOT,7267882,9823835.55,237164041.0,0,EEX_AUCTION_DATA,2025-01-11
2014-09-27,PHASE_3,EUAA,NATIONAL_PLATFORM,8488078,6409241,15612124985,54264553,3610042,4.06,3.754,18011028,1320,INDUSTRY,3110418,202709401.94,156435732.66,0,EC_ETS_REPORTING,2025-02-21
2014-10-10,PHASE_3,EUA,EXCH_CENTRAL,8611995,8106076,15647028338,52273414,5884225,9.64,-2.56,19005638,1307,MULTI_SECTOR,5152707,345183333.83,101044146.99,0,EUTL_AGGREGATE,2026-01-18
2014-10-23,PHASE_3,EUAA,ICE,8438478,8487221,15676113421,33807663,5664496,6.86,5.322,23931177,1475,AVIATION,5434445,349494665.85,142773223.4,0,MARKET_DATA_PROVIDER,2025-04-10
2014-11-05,PHASE_3,EUA,EEX,8520156,8846636,15720271736,4446502,10084159,5.18,-5.015,25474915,1251,POWER,10326644,296931915.58,2085273.82,0,EEX_AUCTION_DATA,2025-10-12
2014-11-18,PHASE_3,EUAA,NATIONAL_PLATFORM,8707242,7395462,15761533143,37486779,7402639,8.05,-1.256,17514199,985,MARITIME_PILOT,6333318,143716136.94,205541100.25,0,EC_ETS_REPORTING,2025-07-11
2014-12-01,PHASE_3,EUA,EXCH_CENTRAL,8494322,5669195,15787198294,17589697,2986193,11.7,-3.035,15942112,1424,INDUSTRY,4323778,268029688.05,14313888.12,0,EUTL_AGGREGATE,2025-07-31
2014-12-14,PHASE_3,EUAA,ICE,8715973,7914918,15842732086,50770371,5736390,7.88,1.081,24857338,1431,MULTI_SECTOR,2119690,17726811.39,228963812.88,0,MARKET_DATA_PROVIDER,2025-08-07
2014-12-27,PHASE_3,EUA,EEX,8580678,8247359,15844624195,33891894,8446362,10.58,0.49,19913391,1261,AVIATION,2416403,329557751.1,234611096.06,0,EEX_AUCTION_DATA,2025-07-24
2015-01-09,PHASE_3,EUAA,NATIONAL_PLATFORM,8740561,5940747,15914499068,45296117,12199388,11.81,-2.581,26146648,974,POWER,3666217,317777728.27,229372076.27,0,EC_ETS_REPORTING,2024-09-30
2015-01-22,PHASE_3,EUA,EXCH_CENTRAL,8625662,8853118,15919241742,5994476,6378848,4.14,-4.092,11409946,1341,MARITIME_PILOT,3869892,315090843.54,186864267.61,0,EUTL_AGGREGATE,2024-08-23
2015-02-04,PHASE_3,EUAA,ICE,8668043,7389264,15953306463,55581035,14128946,7.75,-2.165,22797570,1393,INDUSTRY,4762292,347672829.78,49583832.7,0,MARKET_DATA_PROVIDER,2025-01-25
2015-02-17,PHASE_3,EUA,EEX,8787878,6940167,16006492324,11247824,2671807,11.43,5.525,9978436,1128,MULTI_SECTOR,916870,62003371.36,230279960.61,0,EEX_AUCTION_DATA,2024-08-17
2015-03-02,PHASE_3,EUAA,NATIONAL_PLATFORM,8633355,7562323,16028497594,60521960,7813915,7.63,4.404,22230630,1212,AVIATION,3457977,294970087.21,232480788.85,0,EC_ETS_REPORTING,2025-05-11
2015-03-15,PHASE_3,EUA,EXCH_CENTRAL,8731165,8947907,16082018373,3511615,1736372,10.84,-4.368,25782965,1466,POWER,11310760,163789685.96,82671550.87,0,EUTL_AGGREGATE,2026-02-06
2015-03-28,PHASE_3,EUAA,ICE,8868699,6299198,16088099235,56326805,11310963,11.0,-0.977,22877118,1377,MARITIME_PILOT,6348600,313898199.68,115428687.53,0,MARKET_DATA_PROVIDER,2025-04-07
2015-04-10,PHASE_3,EUA,EEX,8863786,9073215,16160767944,8770509,377804,8.04,-3.667,10345413,1250,INDUSTRY,3291355,310596385.37,44840700.12,0,EEX_AUCTION_DATA,2024-10-16
