env_air_monitor_date,env_air_monitor_site_id,env_air_pollutant_code,env_air_daily_avg_concentration,env_air_daily_max_8hr_concentration,env_air_aqi_value,env_air_exceedance_flag,env_air_exceptional_event_flag,env_air_wildfire_smoke_flag,env_air_temperature_c,env_air_relative_humidity_pct,env_air_wind_speed_m_s,env_air_wind_direction_deg,env_air_barometric_pressure_hpa,env_air_instrument_method_code,env_air_data_completeness_pct,env_air_calibration_check_flag,env_air_near_roadway_indicator,env_air_population_exposure_estimate,env_air_health_advisory_level
2019-08-04,IN-AIR-SITE-00470,SO2,23.57,25.82,24,0,0,1,32.2,70,1.3,258,1002.7,TEOM,95.0,0,1,7007,none
2025-10-08,IN-AIR-SITE-00471,PM25,36.7,52.14,35,0,0,0,16.3,92,2.7,154,1014.4,TEOM,90.4,0,0,15097,none
2025-12-18,IN-AIR-SITE-00472,Pb,0.07,0.1,0,0,0,0,35.8,66,1.9,237,1010.4,XRF,88.1,0,0,36620,none
2024-04-13,IN-AIR-SITE-00473,O3,60.15,76.82,54,0,0,0,24.3,66,3.8,308,1000.1,NDIR,82.7,0,1,31898,sensitive
2018-06-03,IN-AIR-SITE-00474,NO2,40.54,65.79,46,0,0,0,20.4,75,4.8,99,1017.9,FRM,86.6,0,1,21438,none
2022-08-07,IN-AIR-SITE-00475,PM25,80.11,126.14,88,0,0,0,20.0,39,3.0,272,1021.3,FEM,89.6,1,0,35318,sensitive
2020-09-23,IN-AIR-SITE-00476,PM25,82.9,122.26,62,0,0,0,34.1,52,1.6,112,996.1,FEM,88.5,0,0,46928,sensitive
2025-07-07,IN-AIR-SITE-00477,PM10,197.5,291.94,227,1,0,0,14.5,47,0.9,109,1016.2,BAM,86.2,0,0,20258,hazardous
2021-05-28,IN-AIR-SITE-00478,O3,42.19,50.69,31,0,0,0,19.3,72,2.5,142,1006.8,FRM,100.0,0,0,18512,none
2020-12-28,IN-AIR-SITE-00479,PM25,23.56,34.02,24,0,0,0,31.0,43,2.0,166,1001.4,FEM,95.6,0,1,23073,none
2020-10-05,IN-AIR-SITE-00480,NO2,39.07,45.66,33,0,0,0,30.1,70,0.6,259,997.8,TEOM,100.0,0,1,36275,none
2023-11-12,IN-AIR-SITE-00481,O3,32.96,37.45,35,0,0,0,20.8,56,2.3,144,1004.8,NDIR,82.4,1,0,19081,none
2022-11-09,IN-AIR-SITE-00482,PM25,36.06,59.49,31,0,0,0,37.0,54,4.5,229,1004.3,FEM,93.9,0,0,44880,none
2020-08-15,IN-AIR-SITE-00483,SO2,16.0,22.77,21,0,0,0,20.2,76,3.1,267,1009.0,NDIR,89.4,0,0,20147,none
2019-03-29,IN-AIR-SITE-00484,PM25,81.64,106.84,72,0,0,0,26.5,36,0.9,31,1023.0,XRF,92.1,0,1,19231,sensitive
2021-05-12,IN-AIR-SITE-00485,Pb,0.12,0.15,0,0,0,0,25.6,51,2.2,298,1004.4,XRF,100.0,0,1,109960,none
2026-02-07,IN-AIR-SITE-00486,PM10,170.98,241.48,148,1,1,0,25.6,98,2.6,218,998.2,FEM,81.6,0,0,12826,unhealthy
2024-03-15,IN-AIR-SITE-00487,PM25,35.26,38.07,44,0,0,0,26.6,93,2.7,176,1005.7,NDIR,88.6,0,0,43003,none
2024-11-26,IN-AIR-SITE-00488,PM10,110.24,122.02,119,1,0,0,26.4,27,0.4,103,1015.3,TEOM,87.5,0,0,9101,unhealthy
2024-10-15,IN-AIR-SITE-00489,PM10,135.45,144.9,154,1,0,0,26.3,51,2.1,235,1006.3,FRM,88.6,0,1,39931,very_unhealthy
2024-07-16,IN-AIR-SITE-00490,O3,38.02,51.31,48,0,0,0,26.7,61,2.5,92,1012.6,BAM,79.3,0,1,135277,none
2019-07-05,IN-AIR-SITE-00491,O3,13.03,18.38,16,0,0,0,35.6,35,2.0,200,1009.2,NDIR,99.7,0,1,50728,none
2022-06-24,IN-AIR-SITE-00492,NO2,48.91,53.19,56,0,0,0,26.4,96,0.1,298,1008.4,FEM,100.0,0,0,60045,sensitive
2021-08-05,IN-AIR-SITE-00493,PM25,44.41,65.85,36,0,0,0,32.8,61,2.0,230,1019.1,NDIR,95.5,0,0,25396,none
2022-10-24,IN-AIR-SITE-00494,PM25,78.62,93.42,95,0,0,0,29.0,57,3.1,254,1001.2,NDIR,84.0,0,0,47352,sensitive
2018-12-23,IN-AIR-SITE-00495,PM25,28.4,41.49,23,0,0,0,30.6,67,1.6,84,1000.7,FEM,93.7,0,0,31232,none
2023-09-02,IN-AIR-SITE-00496,NO2,18.6,30.49,21,0,0,0,33.4,67,1.7,34,1001.6,GC,97.2,0,1,90724,none
2022-11-21,IN-AIR-SITE-00497,CO,1.72,2.52,2,0,0,0,20.0,45,3.7,116,1010.4,FEM,94.3,1,0,13850,none
2025-01-13,IN-AIR-SITE-00498,PM10,133.62,211.11,154,1,1,0,32.4,84,2.0,175,1008.4,FRM,91.7,1,0,54857,very_unhealthy
2022-11-17,IN-AIR-SITE-00499,PM25,49.04,79.38,50,0,1,0,26.5,63,2.3,275,1013.0,TEOM,100.0,0,1,34774,none
2025-10-20,IN-AIR-SITE-00500,NO2,40.33,54.12,44,0,0,0,21.3,84,0.1,84,1007.5,XRF,87.7,0,0,15558,none
2025-09-10,IN-AIR-SITE-00501,O3,27.83,40.94,35,0,0,0,33.4,50,1.0,116,1006.6,TEOM,91.0,0,0,22818,none
2024-10-25,IN-AIR-SITE-00502,O3,46.98,73.35,36,0,0,0,25.0,28,4.6,203,1010.3,XRF,95.8,0,0,10295,none
2022-06-20,IN-AIR-SITE-00503,NH3,26.54,33.55,23,0,0,0,30.6,86,4.0,145,1019.9,TEOM,93.9,0,0,3794,none
2025-09-17,IN-AIR-SITE-00504,PM25,50.66,61.13,54,0,0,0,9.0,73,2.7,214,999.9,TEOM,95.4,0,0,13099,sensitive
2020-10-12,IN-AIR-SITE-00505,PM25,39.12,63.29,50,0,0,0,33.1,81,0.0,104,1001.6,TEOM,95.2,0,0,21315,none
2021-09-10,IN-AIR-SITE-00506,CO,1.24,1.85,1,0,0,0,46.1,82,0.7,348,1008.3,XRF,95.1,0,1,28246,none
2019-05-31,IN-AIR-SITE-00507,SO2,14.45,17.08,10,0,0,0,27.9,60,0.7,296,1022.2,GC,89.8,0,1,12260,none
2025-10-10,IN-AIR-SITE-00508,PM10,101.37,133.75,74,0,0,0,26.2,53,0.7,355,1000.5,TEOM,87.8,0,1,22249,sensitive
2018-12-02,IN-AIR-SITE-00509,O3,26.39,40.32,19,0,0,0,24.8,58,1.8,68,1007.9,FEM,92.8,0,0,31003,none
2022-11-18,IN-AIR-SITE-00510,O3,45.22,62.33,56,0,0,0,31.9,70,3.1,254,1001.9,FEM,100.0,0,0,19037,sensitive
2024-04-24,IN-AIR-SITE-00511,NO2,28.05,40.39,32,0,0,0,25.9,65,1.5,230,1010.8,TEOM,91.9,0,0,14066,none
2019-05-12,IN-AIR-SITE-00512,SO2,4.65,6.99,5,0,0,0,32.5,27,1.9,202,993.6,TEOM,95.6,0,0,17347,none
2020-06-14,IN-AIR-SITE-00513,PM10,121.74,173.26,123,1,0,0,40.1,58,1.9,247,1000.7,FRM,92.7,0,1,59991,unhealthy
2024-01-17,IN-AIR-SITE-00514,NO2,59.12,81.24,69,0,0,0,33.9,85,3.2,248,1016.9,NDIR,100.0,0,0,9547,sensitive
2020-05-01,IN-AIR-SITE-00515,NO2,29.5,44.24,23,0,0,0,26.8,60,3.2,143,1008.1,FRM,91.2,0,0,53778,none
2022-08-15,IN-AIR-SITE-00516,CO,2.1,3.12,2,0,0,0,20.2,98,2.4,282,1002.8,UVFL,95.6,0,0,61036,none
2023-04-16,IN-AIR-SITE-00517,CO,2.47,3.52,2,0,0,0,25.1,43,3.6,355,1007.7,FEM,87.7,0,1,21726,none
2025-06-30,IN-AIR-SITE-00518,CO,0.63,0.79,0,0,0,0,26.9,66,1.8,240,1007.6,GC,85.3,0,0,35457,none
2024-08-24,IN-AIR-SITE-00519,PM25,60.23,77.9,57,0,0,1,18.8,42,4.1,340,1011.9,TEOM,92.0,0,0,16839,sensitive
2022-04-18,IN-AIR-SITE-00520,O3,82.87,135.26,74,0,0,0,35.6,45,1.5,228,993.5,GC,99.1,0,1,31591,sensitive
2020-08-14,IN-AIR-SITE-00521,O3,42.82,47.85,31,0,0,1,32.0,45,0.0,30,1000.7,NDIR,95.8,0,0,102320,none
2025-07-01,IN-AIR-SITE-00522,SO2,15.37,18.61,12,0,0,0,20.7,98,0.8,108,1001.3,GC,79.5,0,0,57681,none
2022-06-25,IN-AIR-SITE-00523,O3,14.94,20.1,17,0,0,0,15.5,55,0.7,26,1012.4,FEM,96.4,0,1,19888,none
2021-07-15,IN-AIR-SITE-00524,CO,0.88,1.37,1,0,0,0,33.0,47,1.4,342,1008.0,GC,82.8,0,1,12191,none
2021-12-11,IN-AIR-SITE-00525,PM10,142.22,163.3,179,1,0,0,16.5,60,3.4,159,1018.1,UVFL,97.0,0,1,22557,very_unhealthy
2021-04-06,IN-AIR-SITE-00526,NO2,71.44,86.88,54,0,0,0,28.6,56,1.7,16,1013.8,XRF,95.3,0,0,31697,sensitive
2020-12-02,IN-AIR-SITE-00527,PM25,55.1,60.03,65,0,1,0,25.1,75,0.7,266,1005.6,FRM,91.1,0,0,41480,sensitive
2018-10-12,IN-AIR-SITE-00528,PM10,53.49,78.83,66,0,0,0,33.6,23,0.6,128,1007.7,UVFL,96.4,0,1,25197,sensitive
2024-09-10,IN-AIR-SITE-00529,SO2,0.95,1.13,1,0,0,0,33.7,43,2.1,219,1017.1,BAM,90.4,0,0,78560,none
2018-01-12,IN-AIR-SITE-00530,O3,44.36,56.92,54,0,0,0,22.3,75,3.9,81,1018.0,GC,92.9,0,1,27435,sensitive
2022-06-19,IN-AIR-SITE-00531,PM25,89.43,117.71,78,0,0,0,34.2,51,2.4,48,1007.3,XRF,83.4,0,1,20227,sensitive
2024-12-21,IN-AIR-SITE-00532,PM25,75.93,120.34,68,0,0,0,26.0,46,3.2,40,1001.1,FRM,90.5,0,0,36854,sensitive
2020-01-24,IN-AIR-SITE-00533,SO2,19.6,25.42,19,0,0,0,28.1,46,2.6,19,993.3,XRF,97.5,0,1,40947,none
2023-09-14,IN-AIR-SITE-00534,PM25,92.73,105.44,73,0,0,0,28.3,73,0.5,326,993.3,FEM,84.0,0,0,17023,sensitive
2025-08-06,IN-AIR-SITE-00535,PM25,41.99,57.3,30,0,0,0,43.7,72,2.9,36,1011.3,FRM,96.9,0,0,15319,none
2025-12-06,IN-AIR-SITE-00536,PM25,60.48,98.44,74,0,0,0,27.2,77,0.9,38,1011.2,UVFL,79.9,0,1,10045,sensitive
2018-03-31,IN-AIR-SITE-00537,PM25,46.99,66.47,49,0,0,0,16.3,39,1.7,108,1003.3,XRF,84.9,0,1,22621,none
2020-02-15,IN-AIR-SITE-00538,PM25,53.21,87.27,57,0,0,0,23.0,38,1.4,63,1017.1,TEOM,90.1,0,1,55829,sensitive
2025-04-06,IN-AIR-SITE-00539,PM10,79.75,123.98,100,0,0,0,33.2,80,2.1,174,1006.6,NDIR,92.9,0,0,40122,sensitive
2022-06-14,IN-AIR-SITE-00540,PM10,106.24,113.85,117,1,0,0,26.0,64,1.9,278,1003.9,UVFL,88.6,0,0,52803,unhealthy
2019-02-22,IN-AIR-SITE-00541,CO,1.18,1.71,1,0,0,0,28.1,49,1.8,31,1016.2,UVFL,88.4,0,0,18167,none
2018-04-25,IN-AIR-SITE-00542,NO2,29.43,35.96,34,0,0,0,25.0,57,1.9,208,1015.3,GC,98.6,0,0,24391,none
2019-09-09,IN-AIR-SITE-00543,O3,42.1,58.34,32,0,0,0,8.3,38,2.5,18,1007.6,XRF,99.1,0,0,8575,none
2020-04-05,IN-AIR-SITE-00544,PM25,70.13,85.39,64,0,0,0,22.6,50,1.9,105,1011.6,GC,89.5,0,1,49253,sensitive
2022-07-08,IN-AIR-SITE-00545,PM25,90.97,114.56,117,1,0,0,27.5,63,2.0,205,1012.5,TEOM,89.6,0,0,60213,unhealthy
2022-02-25,IN-AIR-SITE-00546,O3,68.6,110.03,86,0,0,0,15.6,66,4.4,246,1023.2,NDIR,90.3,0,0,14187,sensitive
2019-02-17,IN-AIR-SITE-00547,PM25,79.04,92.79,97,0,0,0,19.7,58,3.3,322,1007.1,XRF,100.0,0,1,71357,sensitive
2019-12-30,IN-AIR-SITE-00548,PM10,69.6,109.58,68,0,0,0,25.6,57,1.7,166,999.7,FEM,92.1,0,0,23372,sensitive
2025-09-09,IN-AIR-SITE-00549,NO2,29.59,31.61,36,0,0,0,25.7,73,2.3,88,1012.4,NDIR,100.0,0,0,14045,none
2019-11-07,IN-AIR-SITE-00550,NO2,30.89,34.11,23,0,0,0,30.8,58,2.2,315,1008.4,GC,96.4,0,1,22258,none
2023-03-08,IN-AIR-SITE-00551,PM25,43.57,68.09,34,0,0,0,26.1,52,2.3,10,1008.8,FEM,91.4,0,0,39224,none
2024-11-09,IN-AIR-SITE-00552,PM10,133.69,190.96,127,1,0,0,30.5,46,2.2,48,1007.8,FRM,88.1,1,0,26048,unhealthy
2026-02-15,IN-AIR-SITE-00553,SO2,0.0,0.0,0,0,0,0,23.1,28,2.3,60,996.9,XRF,96.7,0,1,19019,none
2024-02-18,IN-AIR-SITE-00554,PM25,102.34,120.32,88,0,0,0,29.5,72,1.9,170,1009.8,UVFL,87.3,0,1,38384,sensitive
2025-08-18,IN-AIR-SITE-00555,SO2,26.95,36.99,25,0,0,0,38.3,86,1.5,142,1005.5,FRM,89.7,0,0,40566,none
2021-01-27,IN-AIR-SITE-00556,O3,53.61,80.0,43,0,0,0,30.0,45,1.8,206,1005.8,TEOM,96.0,0,0,24237,none
2022-04-21,IN-AIR-SITE-00557,Pb,0.24,0.34,0,0,0,0,26.4,37,0.3,200,1005.2,BAM,90.6,0,1,21719,none
2020-09-04,IN-AIR-SITE-00558,PM25,90.72,120.93,107,1,0,0,21.4,49,3.0,4,1007.7,GC,89.6,0,0,19392,unhealthy
2020-10-05,IN-AIR-SITE-00559,CO,1.61,2.62,2,0,0,0,28.6,65,2.7,210,1009.8,FEM,90.2,0,0,35852,none
2023-11-14,IN-AIR-SITE-00560,NO2,51.6,75.11,39,0,0,0,26.5,51,4.4,28,1007.8,TEOM,87.9,0,0,10275,none
2022-08-15,IN-AIR-SITE-00561,PM10,117.64,187.59,117,1,0,0,31.9,51,0.9,189,1016.1,FEM,94.7,0,1,17025,unhealthy
2025-06-03,IN-AIR-SITE-00562,PM25,104.73,155.83,117,1,0,0,15.2,59,1.8,187,1013.3,FRM,92.2,1,0,24411,unhealthy
2018-02-06,IN-AIR-SITE-00563,O3,66.0,98.43,67,0,0,0,26.7,62,3.5,324,1007.5,BAM,83.9,0,0,16765,sensitive
2022-03-29,IN-AIR-SITE-00564,PM25,72.74,79.87,68,0,0,0,30.9,67,2.6,254,1000.8,GC,89.1,0,1,31332,sensitive
2024-05-15,IN-AIR-SITE-00565,PM10,170.24,215.47,183,1,0,0,28.9,55,4.0,149,1012.1,NDIR,89.8,0,0,29674,very_unhealthy
2024-03-14,IN-AIR-SITE-00566,PM25,49.52,77.5,63,0,0,0,25.7,54,3.8,12,1005.8,UVFL,89.8,0,1,119181,sensitive
2025-12-24,IN-AIR-SITE-00567,O3,23.98,28.53,18,0,0,0,25.6,25,0.0,156,1006.8,NDIR,95.6,0,0,17039,none
2020-05-22,IN-AIR-SITE-00568,O3,50.79,56.85,47,0,0,0,20.3,77,2.5,79,998.8,FEM,87.8,0,0,26724,none
2022-12-27,IN-AIR-SITE-00569,O3,43.97,54.77,42,0,0,0,30.7,65,2.5,355,1010.9,UVFL,100.0,0,0,15151,none
2021-07-20,IN-AIR-SITE-00570,PM10,112.09,132.52,117,1,0,0,31.0,87,2.2,272,1026.2,GC,100.0,0,0,86153,unhealthy
2023-10-11,IN-AIR-SITE-00571,PM25,90.41,145.12,72,0,0,0,18.1,69,1.7,147,1004.5,XRF,100.0,0,0,74662,sensitive
2019-08-19,IN-AIR-SITE-00572,SO2,16.67,26.19,13,0,0,0,33.4,59,3.9,205,1012.4,XRF,85.8,0,1,10501,none
2023-03-19,IN-AIR-SITE-00573,PM10,130.54,176.21,114,1,1,0,23.4,33,2.2,113,1016.7,FRM,79.8,0,0,24375,unhealthy
2019-12-30,IN-AIR-SITE-00574,PM25,51.82,56.32,66,0,0,0,25.4,31,0.0,5,1004.3,FEM,90.0,0,0,27491,sensitive
2021-09-27,IN-AIR-SITE-00575,SO2,23.81,35.21,27,0,0,0,41.0,79,1.7,277,991.0,NDIR,93.8,0,0,21936,none
2019-02-01,IN-AIR-SITE-00576,Pb,0.36,0.51,0,0,0,0,39.2,70,4.5,231,1012.9,FRM,91.0,0,1,20124,none
2019-11-30,IN-AIR-SITE-00577,O3,60.73,99.12,72,0,0,0,17.9,86,1.0,136,1008.6,XRF,88.8,1,0,42725,sensitive
2024-02-03,IN-AIR-SITE-00578,O3,36.05,49.94,28,0,0,0,19.0,77,3.5,159,1010.2,UVFL,81.6,1,0,78647,none
2022-06-24,IN-AIR-SITE-00579,NH3,40.65,50.89,49,0,0,0,20.6,53,3.3,343,1008.4,FRM,88.0,0,1,43662,none
2019-01-31,IN-AIR-SITE-00580,PM25,105.97,144.27,112,1,0,0,39.1,19,1.9,288,1016.1,GC,90.5,0,0,45184,unhealthy
2024-10-28,IN-AIR-SITE-00581,NO2,47.63,78.0,43,0,0,0,23.7,71,2.4,204,1007.3,XRF,89.0,0,0,21744,none
2018-03-17,IN-AIR-SITE-00582,Pb,0.13,0.19,0,0,0,0,17.7,42,2.1,325,1023.2,GC,89.0,0,1,49533,none
2018-09-22,IN-AIR-SITE-00583,PM25,39.94,58.05,47,0,0,0,36.6,57,1.6,304,1012.9,GC,87.2,0,0,49436,none
2024-11-07,IN-AIR-SITE-00584,O3,38.24,45.68,46,0,0,0,32.2,67,1.5,359,1015.1,GC,100.0,0,0,20236,none
2022-12-25,IN-AIR-SITE-00585,NO2,26.53,39.7,20,0,0,1,43.8,49,3.8,157,1008.0,GC,96.3,0,1,23392,none
2019-12-19,IN-AIR-SITE-00586,NO2,33.93,50.91,43,0,0,0,32.1,45,2.0,357,1010.2,FRM,97.7,0,0,10455,none
2025-08-14,IN-AIR-SITE-00587,SO2,21.32,26.45,27,0,0,0,27.8,54,1.4,105,996.2,FRM,93.6,0,0,11950,none
2020-04-30,IN-AIR-SITE-00588,NH3,28.48,38.17,26,0,0,0,29.8,23,2.8,81,1004.0,TEOM,84.0,0,0,20739,none
2021-10-22,IN-AIR-SITE-00589,O3,48.64,59.67,36,0,0,0,24.8,41,2.7,341,1015.5,XRF,96.4,0,0,14159,none
2018-05-24,IN-AIR-SITE-00590,PM25,53.97,65.05,43,0,0,0,37.1,41,0.6,269,1007.5,TEOM,100.0,0,0,43593,none
2020-06-03,IN-AIR-SITE-00591,CO,1.16,1.23,1,0,0,0,37.5,56,1.5,48,1000.1,FEM,100.0,0,1,24456,none
2019-01-31,IN-AIR-SITE-00592,PM25,79.91,97.59,83,0,0,0,16.9,43,0.3,205,1003.2,FRM,95.7,0,0,37032,sensitive
2026-01-17,IN-AIR-SITE-00593,PM10,39.52,54.63,36,0,0,0,34.6,51,5.0,217,1003.2,XRF,92.0,0,0,12933,none
2022-02-01,IN-AIR-SITE-00594,PM10,119.54,125.64,104,1,1,0,20.5,52,1.8,305,1007.7,NDIR,92.0,0,1,58645,unhealthy
2021-03-13,IN-AIR-SITE-00595,PM10,131.52,160.44,112,1,0,0,44.9,98,1.5,163,1002.2,XRF,95.1,0,1,36089,unhealthy
2025-03-01,IN-AIR-SITE-00596,PM10,151.34,238.95,166,1,0,0,38.6,74,1.6,278,1018.0,FRM,82.2,0,0,34292,very_unhealthy
2020-11-28,IN-AIR-SITE-00597,NH3,12.88,18.11,12,0,1,0,20.0,58,1.4,321,1009.5,GC,95.8,0,0,47482,none
2023-11-27,IN-AIR-SITE-00598,O3,25.87,36.6,33,0,0,0,29.7,68,2.0,230,998.2,FRM,89.1,1,0,32574,none
2020-12-01,IN-AIR-SITE-00599,SO2,20.84,26.93,23,0,0,0,35.0,77,3.6,198,1018.8,TEOM,100.0,0,0,14646,none
2021-04-24,IN-AIR-SITE-00600,PM25,12.39,18.04,15,0,0,0,23.6,65,2.3,213,1007.7,UVFL,90.2,0,0,39188,none
2024-09-11,IN-AIR-SITE-00601,NH3,40.99,47.71,36,0,0,0,18.4,41,0.7,283,1011.5,FRM,93.2,0,0,16773,none
2019-09-26,IN-AIR-SITE-00602,NH3,27.72,42.72,21,0,0,0,28.7,58,0.9,275,1010.1,GC,92.9,0,0,30532,none
2021-03-02,IN-AIR-SITE-00603,O3,73.06,81.82,73,0,0,0,26.9,42,2.4,184,1010.9,XRF,87.8,0,0,16921,sensitive
2021-05-23,IN-AIR-SITE-00604,PM25,32.82,47.38,29,0,0,0,21.6,54,1.3,209,1005.6,BAM,94.7,0,0,72935,none
2020-01-03,IN-AIR-SITE-00605,PM25,49.09,61.59,40,0,0,0,36.7,57,2.0,120,1010.3,FEM,94.1,0,0,40207,none
2018-08-23,IN-AIR-SITE-00606,PM25,0.0,0.0,0,0,0,0,19.0,79,5.1,215,1007.0,TEOM,98.1,0,0,49240,none
2025-05-29,IN-AIR-SITE-00607,PM25,40.11,55.34,39,0,0,0,27.2,46,1.1,96,1010.5,UVFL,96.3,0,0,17059,none
2020-01-21,IN-AIR-SITE-00608,PM10,112.65,148.85,91,0,0,0,29.3,44,0.6,118,1006.7,GC,93.1,0,1,32188,sensitive
2025-03-20,IN-AIR-SITE-00609,NH3,1.45,1.67,1,0,0,0,30.2,47,1.4,281,1006.0,BAM,87.1,0,1,30155,none
2020-08-11,IN-AIR-SITE-00610,PM10,104.21,149.25,91,0,0,0,35.9,49,0.2,105,997.8,FRM,87.3,0,1,28744,sensitive
2024-12-14,IN-AIR-SITE-00611,PM25,10.32,16.87,13,0,0,0,26.3,54,3.6,317,1008.0,NDIR,100.0,0,0,8413,none
2026-02-08,IN-AIR-SITE-00612,PM10,109.7,169.53,94,0,0,0,9.8,66,0.9,141,1009.6,XRF,92.5,0,0,87428,sensitive
2022-03-23,IN-AIR-SITE-00613,PM25,88.68,96.3,80,0,0,0,25.3,46,1.1,322,1020.9,NDIR,100.0,0,0,26289,sensitive
2021-04-12,IN-AIR-SITE-00614,PM25,59.13,75.43,65,0,0,0,33.1,62,0.7,267,1011.4,TEOM,87.1,1,0,36355,sensitive
2022-08-04,IN-AIR-SITE-00615,PM25,101.46,162.87,89,0,0,0,27.0,62,0.3,290,1002.9,FRM,100.0,0,0,12224,sensitive
2021-04-06,IN-AIR-SITE-00616,PM25,79.66,107.68,66,0,0,0,27.0,70,2.1,166,1000.9,FEM,86.3,0,1,64748,sensitive
2024-01-27,IN-AIR-SITE-00617,O3,69.27,100.25,55,0,0,0,31.7,56,1.4,159,1009.9,TEOM,89.4,0,1,61552,sensitive
2021-11-17,IN-AIR-SITE-00618,Pb,0.14,0.22,0,0,0,0,32.6,75,0.2,230,1002.8,BAM,94.7,0,0,44919,none
2025-10-13,IN-AIR-SITE-00619,PM10,88.43,139.22,68,0,1,0,15.5,67,1.8,13,1004.0,NDIR,98.0,0,0,31688,sensitive
2025-05-05,IN-AIR-SITE-00620,PM10,133.82,180.81,95,0,0,0,27.9,66,2.6,192,1002.8,GC,96.1,0,0,109241,sensitive
2021-05-02,IN-AIR-SITE-00621,CO,0.25,0.33,0,0,0,0,26.6,50,1.7,154,1005.7,UVFL,80.5,0,0,48526,none
2022-03-21,IN-AIR-SITE-00622,PM25,71.78,90.0,56,0,0,0,28.5,65,2.9,100,1013.2,UVFL,88.6,0,1,11853,sensitive
2023-09-08,IN-AIR-SITE-00623,PM25,51.9,76.89,60,0,0,0,14.2,66,4.1,59,994.1,FEM,85.1,0,0,30782,sensitive
2021-12-16,IN-AIR-SITE-00624,CO,2.0,2.44,2,0,0,0,37.3,49,3.1,42,1017.1,UVFL,83.7,0,0,38187,none
2024-07-14,IN-AIR-SITE-00625,PM25,76.99,92.38,79,0,0,0,28.0,81,2.4,192,1006.6,UVFL,91.9,0,0,28653,sensitive
2022-02-28,IN-AIR-SITE-00626,NO2,51.45,65.02,46,0,0,0,31.0,98,3.1,310,1003.6,GC,79.3,0,0,37944,none
2021-10-20,IN-AIR-SITE-00627,NO2,23.69,27.39,19,0,0,0,40.4,48,4.6,108,1014.2,FEM,98.0,1,1,63879,none
2023-01-31,IN-AIR-SITE-00628,PM10,161.93,237.56,185,1,0,0,31.0,52,0.6,92,1006.6,NDIR,96.5,0,0,24024,very_unhealthy
2021-09-27,IN-AIR-SITE-00629,PM10,177.79,252.41,189,1,0,0,17.2,52,2.9,215,1000.7,BAM,100.0,0,1,21420,very_unhealthy
2019-05-15,IN-AIR-SITE-00630,O3,44.3,59.35,48,0,0,0,27.4,36,1.1,162,997.3,TEOM,85.6,0,1,14026,none
2022-08-08,IN-AIR-SITE-00631,PM25,41.52,53.31,29,0,1,0,32.7,44,2.5,350,1012.9,NDIR,86.2,0,0,8782,none
2019-05-26,IN-AIR-SITE-00632,PM25,41.96,66.94,53,0,0,0,28.4,75,0.7,233,1013.3,TEOM,98.3,0,0,22307,sensitive
2018-08-05,IN-AIR-SITE-00633,O3,67.3,71.84,50,0,0,0,39.9,59,3.0,350,1005.1,FEM,98.8,1,0,17919,none
2021-08-17,IN-AIR-SITE-00634,NO2,75.27,113.76,69,0,0,0,22.0,95,2.5,166,1017.2,NDIR,100.0,0,0,23766,sensitive
2021-03-01,IN-AIR-SITE-00635,PM25,35.46,56.42,33,0,0,0,36.7,55,3.8,147,1008.3,FRM,98.9,0,1,18937,none
2023-01-02,IN-AIR-SITE-00636,NH3,12.3,16.21,9,0,0,0,33.9,67,1.9,27,1017.3,FEM,93.3,0,1,14120,none
2022-12-16,IN-AIR-SITE-00637,PM10,156.86,216.53,157,1,0,0,28.6,44,1.9,258,1001.3,FEM,89.2,0,1,19336,very_unhealthy
2024-10-28,IN-AIR-SITE-00638,CO,0.75,1.21,1,0,0,0,30.3,58,1.9,85,1000.4,FEM,96.4,0,0,36600,none
2026-01-02,IN-AIR-SITE-00639,O3,63.33,74.56,76,0,0,0,21.2,62,4.9,107,1004.4,FEM,89.3,0,1,19513,sensitive
2021-04-20,IN-AIR-SITE-00640,SO2,19.65,26.77,24,0,0,0,25.8,22,2.9,116,1005.2,UVFL,92.6,0,0,24024,none
2024-01-24,IN-AIR-SITE-00641,PM10,119.04,158.9,118,1,0,0,32.0,45,3.7,14,1016.1,UVFL,89.7,0,1,94541,unhealthy
2018-04-01,IN-AIR-SITE-00642,Pb,0.32,0.38,0,0,0,0,27.0,71,3.0,210,1010.1,NDIR,93.6,0,0,51282,none
2019-12-15,IN-AIR-SITE-00643,PM25,69.5,107.12,52,0,0,0,28.4,70,3.2,317,1002.7,BAM,99.5,0,0,30844,sensitive
2023-02-25,IN-AIR-SITE-00644,O3,41.77,66.4,41,0,1,0,34.9,38,0.6,30,1008.1,FEM,89.9,0,0,31464,none
2018-02-08,IN-AIR-SITE-00645,PM25,16.09,24.44,13,0,0,0,14.6,54,1.6,281,1005.0,TEOM,89.0,0,1,17568,none
2018-06-22,IN-AIR-SITE-00646,PM10,127.15,148.41,117,1,0,0,30.6,17,1.5,184,1002.4,FRM,91.4,0,0,20911,unhealthy
2019-10-15,IN-AIR-SITE-00647,PM10,182.92,201.59,164,1,0,0,40.4,60,2.3,65,1007.4,UVFL,84.9,0,0,22780,very_unhealthy
2020-01-24,IN-AIR-SITE-00648,NH3,5.69,8.05,5,0,0,0,25.4,83,2.1,315,1006.7,XRF,96.0,0,0,28653,none
