econ_output_mospi_release_quarter,econ_output_district_cluster_code,econ_output_industry_nic_2,econ_output_gross_output_current_inr,econ_output_gross_output_real_chain,econ_output_value_added_current_inr,econ_output_value_added_real_chain,econ_output_personal_income_total,econ_output_per_capita_income,econ_output_compensation_of_employees,econ_output_proprietors_income,econ_output_rental_income_persons,econ_output_dividends_interest_rent,econ_output_transfer_receipts,econ_output_contributions_ncoial_insurance,econ_output_price_deflator_index,econ_output_employment_full_time_equiv,econ_output_productivity_index,econ_output_data_revision_indicator,econ_output_benchmark_year
2025-Q2,DCL100299,58,148228151304.67,128595131191.09,42855031964.37,70745186140.05,4625572307.71,317067.53,55335443709.78,1817403339.1,3312434354.85,9617976191.86,4513853303.15,1438461182.88,103.11,2777889,79.772,R3,2011
2022-Q2,DCL100300,12,127270465068.46,84145433222.79,103077344492.12,81861124307.54,19494170163.49,396259.13,65782803934.8,15837952989.97,1809315091.17,2081502644.86,8364486487.07,245871003.44,176.363,2992194,129.554,R0,2022
2017-Q2,DCL100301,78,82449724417.41,43197682645.44,30096937771.36,63233086699.65,65485025117.71,298988.67,41244633555.73,9200491009.86,6754685720.14,16463012598.01,10208524761.87,1200059611.95,135.077,2100397,116.744,R2,2017
2024-Q2,DCL100302,44,85718161100.18,19326141091.28,39143713688.84,74866914711.96,81753820447.76,408563.49,25105281765.9,9440578990.82,2262580371.84,2734442287.02,5774326926.61,6317015922.27,188.075,326871,126.332,R1,2014
2023-Q3,DCL100303,99,122748011575.29,93246379088.91,10422628903.57,54884643961.46,66503828457.58,55916.13,11090235358.32,1215567079.88,7523265857.47,7016620922.68,919040797.07,1658081305.31,116.886,2966529,131.834,R2,2011
2023-Q3,DCL100304,15,132351899709.56,124082463048.89,110476847583.74,88832687767.09,134946378328.53,153818.91,50228128014.39,29355173647.14,8337955608.27,5083706831.59,11522360812.32,6151381390.08,123.201,2180624,147.642,R2,2019
2022-Q3,DCL100305,54,102307357746.74,93400365135.66,10129400377.15,10862359907.96,146459974888.22,185091.15,56799442807.23,28958511677.3,3790528637.04,10661211042.18,9453988589.65,7971039914.07,175.144,2682991,64.081,R3,2014
2022-Q1,DCL100306,32,19219013423.49,139070756085.33,85811970614.73,26382844254.23,70620160961.3,114659.34,4929279218.85,23640338215.77,4140215190.98,379733093.98,7529877579.77,6502203717.29,183.999,1902028,75.199,R0,2011
2024-Q4,DCL100307,03,71328584451.03,18038947771.29,4369705883.21,72667381205.84,167200604213.79,82663.42,7554958861.88,7202788599.1,3367205443.45,10695337063.84,14639880718.22,887634668.63,183.7,1243356,89.179,R1,2019
2017-Q2,DCL100308,03,197183879781.88,97562100437.47,59840302310.23,72707665874.38,162961917006.27,241092.71,3468203938.12,18451883229.82,5689184888.27,11849159705.09,4863126407.72,4363781894.87,178.835,416192,111.756,R0,2018
2017-Q2,DCL100309,89,121307587644.95,115918624192.19,23228235573.54,75991649082.46,7684865762.74,229158.46,57074306233.08,17606930041.91,8370840128.87,17971207351.46,2815831145.63,5952281919.41,187.569,1248477,119.297,R1,2017
2021-Q3,DCL100310,15,85521018477.04,12611806880.93,31056688188.36,10779871864.85,149420795901.74,109899.6,32334757870.97,18402104727.37,7371846359.84,8624178809.33,1287412167.31,2072999313.13,137.216,1619400,66.416,R0,2023
2016-Q2,DCL100311,82,34045028553.3,76789380834.5,100885968985.4,7043901548.62,53625380988.73,181386.01,37724516591.21,9260153598.44,7265174095.2,18288852381.44,8590356398.64,7989884139.26,112.266,1152592,85.943,R1,2021
2023-Q1,DCL100312,76,27152280853.5,111474318723.16,1138394445.43,23616639888.66,10887975063.84,170457.48,16734357640.85,21915337912.65,5116991640.1,13589471438.01,9939769111.31,3044237393.5,126.032,463617,88.715,R3,2018
2022-Q4,DCL100313,71,168640778995.01,58626789671.55,42873754116.13,21938756076.21,64788271938.11,75590.01,62901229361.42,15979578984.91,4231628303.37,15992242100.66,3977560205.11,5356476258.06,114.096,2104598,69.55,R1,2021
2019-Q2,DCL100314,41,154753245605.58,37756466796.46,97081062513.37,39497444011.33,74143777541.46,342201.54,36524864426.91,10502289029.62,9656476975.62,8279942936.9,12180346681.85,4533427091.11,132.563,2089963,71.786,R0,2012
2018-Q3,DCL100315,64,69224849273.48,115478296572.16,45833726499.39,82914647103.97,71435059049.25,142003.79,51350077626.01,2875922930.76,7858994776.94,16403709187.38,13460985983.15,1735021416.87,99.947,2458514,124.247,R2,2020
2022-Q3,DCL100316,99,137743239980.74,68140934199.77,1537569400.86,85323746556.8,23972738170.79,197851.05,51127193181.9,10730481833.92,8074924505.24,17309672113.48,199381633.55,7643691317.49,128.122,52992,86.972,R2,2015
2024-Q1,DCL100317,92,92251878513.39,3005038652.1,117557864491.26,42828983643.57,167860485169.22,139376.43,37009181937.03,17005471096.34,9932137285.76,18743870248.73,3242589834.02,1907697206.13,109.945,2171651,60.533,R2,2021
2023-Q1,DCL100318,77,71978300916.33,15571494540.08,52216722949.01,4038507758.28,35708056417.39,149718.35,50520452136.02,17601970521.77,1781917458.12,7078309431.86,13932531050.91,6473164347.95,105.917,1144698,120.361,R0,2011
2019-Q2,DCL100319,99,183776376520.43,4917025151.84,33492463948.68,29719353008.01,35686702379.81,170329.16,47217836883.98,29690013866.69,9014194030.91,7884673887.58,5227577050.64,959123025.31,143.997,2285328,129.128,R1,2019
2023-Q2,DCL100320,78,75356356683.58,129358570930.87,66458965875.53,79750528489.2,37016868842.5,260972.5,33393357467.86,1287241123.32,4908421205.92,16404027094.27,14784578750.99,6545710881.68,145.1,1239481,146.124,R2,2018
2019-Q2,DCL100321,79,139414071247.37,74930322348.42,115647965617.29,32068947171.58,39214009157.31,408906.76,52225938582.41,16147631831.06,5383438324.54,7722135302.28,6668033933.91,1139978428.55,169.883,1900106,104.069,R3,2014
2022-Q3,DCL100322,77,91990336598.31,128017188617.94,71848288021.93,21729787036.55,113885722996.72,228794.91,28423264968.83,11096361609.63,4932821125.34,13772150291.2,808564969.64,7209510793.18,164.845,1449198,127.875,R0,2013
2017-Q3,DCL100323,18,167815255268.82,97710108529.53,103669335329.9,38677694591.91,27965523332.89,255317.58,49893201189.59,3316091053.23,6485201518.87,2053195428.17,14772736762.42,1083524389.77,132.06,2032959,134.111,R2,2016
2020-Q3,DCL100324,93,18261797770.54,102175087903.66,40440076899.28,48946877766.77,99673903583.64,286566.48,42835766309.28,21183138471.91,2238172452.9,19742504012.33,14248418842.19,4021010039.4,143.696,815488,63.936,R0,2019
2016-Q1,DCL100325,92,108841674237.85,18990842300.31,105583191249.28,41544148273.2,15854566473.08,199067.01,25702293317.07,29078236459.71,3224860009.85,16385963839.97,10038451510.61,2586083018.77,132.504,895226,105.388,R1,2018
2019-Q4,DCL100326,13,189107526723.81,32563921244.25,84013903297.15,78778379969.47,12332101998.53,175664.45,62399540854.93,11172555813.8,4855141171.76,11595401960.9,8108496679.83,4061229423.24,165.052,2166291,72.736,R2,2018
2025-Q1,DCL100327,37,87450264577.94,145689039417.25,86207326450.1,35804867565.88,52077288026.25,337785.17,1232232690.16,21392676931.28,2329822963.83,1651059621.67,14868466608.92,4614351503.01,153.369,277850,102.998,R1,2022
2017-Q3,DCL100328,10,47026768435.97,84639815715.5,45178059180.11,32601434230.75,138487505840.21,334927.66,44855965711.83,491774589.79,8840578332.24,4162971113.14,8774055039.74,318048539.22,102.825,1165770,136.305,R2,2012
2017-Q4,DCL100329,56,99749633872.16,64906884753.97,35975478315.26,59116025664.07,118200608884.0,320799.18,61227978295.98,19248425523.8,1186288369.51,12516703756.39,5043021354.33,3763375903.37,96.175,257441,138.008,R1,2014
2018-Q1,DCL100330,42,185312705461.32,31504615383.73,77408783617.63,74474771219.42,29696217476.12,75236.03,13482191271.04,7986939622.62,103087978.68,11243983917.87,9307854140.34,2692455526.14,123.67,2032919,110.024,R1,2016
2016-Q4,DCL100331,11,89987354780.44,110849439949.86,22173150614.91,5516426519.12,26618972083.35,290051.55,21106566283.41,12412223702.33,9490478438.54,15483755956.75,14040666948.25,6504467073.84,127.734,1826036,68.684,R2,2019
2025-Q2,DCL100332,93,25102014107.17,22262899796.89,15712939760.34,38817276533.66,166110665691.98,219001.86,16625865422.64,17045295771.49,4643234901.13,16481308569.38,10764588534.85,3469678366.08,100.983,2561367,75.328,R2,2016
2016-Q2,DCL100333,27,114416158799.27,9000152796.11,70401299537.27,56928050653.95,128985839664.74,119425.3,5554240328.32,20162321260.05,2784685767.16,9606202247.12,14787803401.09,7945358467.33,183.033,914106,111.94,R1,2015
2018-Q3,DCL100334,30,90110795066.97,136126532234.71,95346167059.69,31550344038.16,135994268318.79,405426.23,31080239386.79,21991298933.77,5528458643.27,2123849988.71,8486650938.61,152390599.51,179.791,792041,97.431,R1,2022
2016-Q4,DCL100335,43,158126094044.91,119276521686.0,83656978829.52,84700858472.95,157364818176.28,266117.87,56908408782.46,1090208157.48,3876198274.38,11245071273.97,11420328025.75,2675623510.98,128.444,1921376,63.764,R1,2023
2020-Q2,DCL100336,66,169299170701.86,15364635010.72,7456081493.05,67588756091.28,63240857697.21,88720.13,38209277731.26,20852566204.6,4367731097.34,7992737864.85,2949034007.73,3425300521.67,153.069,878696,95.068,R3,2017
2025-Q2,DCL100337,52,108282235182.1,103592017930.97,21591908436.79,46495554245.41,50192717167.17,369163.21,25167092710.47,19202156407.4,5275227026.55,1712025362.23,10987751721.62,7249239191.12,132.993,2563920,127.488,R2,2020
2025-Q4,DCL100338,88,46981144322.4,143697417053.76,106987886102.77,18714365550.86,144946019805.56,122139.2,5876531450.64,17746697681.75,4546132482.32,6802927736.58,8945035196.36,4434416644.73,110.836,1186546,83.383,R1,2017
2020-Q1,DCL100339,40,99713039994.04,98204863788.1,107256531645.68,84048449336.74,136820820357.73,103199.8,59742942715.39,6072979014.26,4047336114.48,7197361647.16,1216643536.42,6717451134.08,126.893,2959235,85.509,R1,2012
2023-Q3,DCL100340,70,13597785725.72,149671225345.27,29955649988.22,32476286706.92,18383024454.36,312004.54,63595110542.04,4482462185.32,5806120106.99,12828526346.28,7548541892.55,186875138.3,110.199,656730,96.326,R1,2023
2020-Q2,DCL100341,76,28496074675.42,44182069817.14,59053055208.62,63584901424.89,72886055214.97,346315.55,58391160086.06,714532826.49,7101706638.17,4166408025.65,1755124420.85,3796938398.5,177.383,571477,131.526,R2,2020
2016-Q2,DCL100342,43,59266452342.98,125970100374.14,27461049624.79,29347114197.41,71896197966.75,331026.04,32619711791.88,18715173165.19,2395510976.26,10753107169.75,6837644222.45,3929140714.55,103.321,1037635,67.875,R0,2019
2019-Q2,DCL100343,95,122960046441.84,31430719904.66,82603131069.09,22045092331.48,91241913841.05,214566.74,37789883659.27,18813827369.79,4111954322.97,11982789005.23,5260652813.2,214417356.61,109.425,2335571,157.677,R1,2014
2020-Q1,DCL100344,44,96610709393.5,10413477358.42,117796776134.0,81431143041.07,84533717024.95,197635.2,50390081013.28,16180107994.7,1915620746.41,8403720354.89,1116301379.72,6752729267.98,172.608,2829316,88.784,R0,2016
2016-Q3,DCL100345,08,27908727957.08,131398727927.46,30160786979.04,12448341880.19,163695298145.93,192336.97,60536490975.13,28327161375.44,5307266223.31,17632135340.06,2181971769.52,1237185783.71,183.761,591036,118.876,R2,2013
2022-Q4,DCL100346,87,84474538592.18,54513381435.46,115792306739.28,5693201582.0,113886079205.15,285812.01,39728652303.57,13321699654.78,6756179189.85,14174217058.81,5254871378.97,3950294452.64,137.08,2965104,89.941,R0,2014
2025-Q4,DCL100347,61,79684346277.36,25670721857.93,41743530990.27,11191692690.11,65117910422.71,113321.01,27371452880.76,10203524806.9,3032133279.83,18909056209.65,11622694226.35,1142444879.34,172.933,557218,118.81,R1,2023
2022-Q2,DCL100348,62,68648069963.2,13764564103.12,12210672685.8,543524239.62,37402102945.3,68167.29,55053139766.37,20931776961.17,5931644371.53,9965057981.97,460398241.6,5772465529.11,162.014,2714565,128.617,R0,2023
2017-Q2,DCL100349,11,127828032892.75,120489609537.87,106356024751.03,16549057526.31,162980120001.22,162327.68,27613684147.77,27761657209.74,7422618119.04,3642322671.2,3731298526.71,5647596547.92,160.92,2211153,119.611,R0,2022
2024-Q3,DCL100350,64,75191406608.38,66197181641.75,27055635235.63,83464861400.91,95382355164.42,302833.0,30489929596.53,14234732319.3,2228720756.62,13014801343.39,4057442417.8,1151566918.86,134.639,900157,79.438,R0,2015
2022-Q1,DCL100351,34,18365524506.72,116077233489.15,13024946255.39,24817650193.69,20126364626.06,196934.56,13904516829.75,13721349111.32,4519975899.32,5000196956.84,6698531923.96,380726511.28,140.382,109657,124.366,R0,2012
2016-Q4,DCL100352,84,136750204225.33,7973089372.06,45051106164.87,19782208543.87,76940812686.64,186620.61,23211271449.32,9015736078.52,2956960736.56,18376923091.57,2204481401.65,1039201388.55,165.169,2852912,89.558,R3,2018
2019-Q4,DCL100353,58,176646681463.63,124433684169.2,6900057634.04,39762675142.43,21826979694.91,95272.16,1140623657.81,9486747965.38,5091333938.08,16642269690.32,6152710267.92,535612217.62,188.725,1795335,121.339,R0,2013
2018-Q2,DCL100354,47,70164571251.01,8388390349.45,92167371657.48,89131556100.67,132889248972.85,371319.94,19174199613.8,26656684661.42,932514895.76,12622966604.05,13440993645.94,7928077262.43,137.156,2978066,105.247,R0,2012
2017-Q4,DCL100355,22,105656036049.62,106483503055.76,101468968806.29,82994431914.57,107691658284.47,116247.82,57467009021.16,11739849987.04,4160004585.69,11959043678.96,13789893906.89,671628376.54,185.81,2288251,111.592,R1,2014
2023-Q4,DCL100356,88,71269573887.88,61831673777.36,26133936186.3,35658224736.09,103597332561.83,109815.03,60149124388.68,25726887874.16,3577810027.12,376370794.82,14597895392.24,7440462838.45,92.699,2335787,65.526,R1,2013
2017-Q3,DCL100357,06,116314589396.6,35008721819.89,101182469969.98,22553311831.4,176451915229.97,233835.95,60280201036.92,2168729748.04,831830596.35,15138661137.34,2545659283.19,1945256558.19,92.011,442170,61.85,R2,2021
2016-Q3,DCL100358,15,2255536322.75,5678378843.87,19452167641.55,13421197474.91,28071837443.09,72154.64,51819047495.01,20817181545.9,1802157054.18,3625045676.91,14499784352.26,4376021211.76,169.515,190947,137.856,R2,2012
2018-Q4,DCL100359,17,71217393475.92,12707470480.43,85236190093.69,73993933643.48,86900536258.53,67148.89,34905751553.61,23591360273.91,8341102786.36,8249524965.2,12797470907.34,7482219938.36,105.011,1352332,68.189,R1,2012
2023-Q3,DCL100360,04,135648491700.59,22706873120.47,66378500183.54,67373597138.64,108233117513.97,138086.48,64389388924.38,19768265821.4,3147380577.79,2567607787.9,8165550531.94,7828942762.23,180.541,2824846,96.36,R1,2017
2018-Q4,DCL100361,49,116186456252.68,86870907671.8,25913040741.7,34470191547.59,22411756084.71,410483.56,5631245344.01,13380859328.26,6974600380.77,2860279092.47,10393448165.3,7494504405.74,137.597,1524336,86.537,R0,2023
2023-Q2,DCL100362,94,135081468607.49,11294104578.49,35862905410.67,80140746336.89,51977121895.27,186865.9,52348284829.58,22555450501.9,4784656962.85,12600137652.6,7836812565.21,3886920934.48,183.529,1790056,67.532,R3,2015
2020-Q4,DCL100363,15,113699532999.25,132953340587.13,41352176371.95,61788564119.53,63095194795.67,90395.99,29706213598.04,13905999658.12,6162922874.87,6748133414.35,9302517926.94,1758204711.71,129.326,2438230,69.454,R2,2022
2023-Q4,DCL100364,25,169681064776.64,116602820706.5,88234815762.83,67170343810.6,16940143064.15,277246.52,10150284633.51,18676555033.41,8684622639.25,677211833.16,9790448671.66,2530926819.4,167.546,1307363,96.563,R0,2015
2016-Q2,DCL100365,33,119367792146.21,128213875944.69,18840687907.77,27900359341.86,1123713437.67,144626.09,43043161025.06,18768367748.93,7465821181.6,19577973108.98,10197511631.26,1264289599.06,113.838,1699106,146.769,R2,2016
2023-Q4,DCL100366,66,75849060553.65,102202412815.08,10505703630.34,80408458963.9,70372144250.37,358657.84,29804434482.6,23076054505.8,358770345.42,1304836481.84,2914509303.46,3802598690.37,133.257,2952479,143.609,R0,2011
2021-Q3,DCL100367,37,131660489802.08,28597404216.83,93908660214.78,49976739966.7,80782001468.63,130452.27,40416264470.17,13383583591.0,731563375.32,7000811883.67,5922576110.09,3990877815.25,137.575,213152,141.468,R0,2015
2020-Q4,DCL100368,19,163840549590.56,107076814672.03,2806035067.75,48404884805.95,48548053251.07,121535.75,33253082050.19,18975072539.94,5871474655.44,6644018285.58,4876202639.94,2568729163.63,180.772,550871,153.114,R3,2011
2025-Q2,DCL100369,60,117672512778.76,118165047324.67,33493312098.72,76665788965.02,88342849321.79,82514.63,37919483877.72,4353090257.24,8216025922.8,18671591134.04,6569014616.78,280537891.44,101.941,440070,87.164,R1,2016
2020-Q4,DCL100370,91,3494876341.6,98024340696.14,84687727403.3,77912935052.44,33770964101.81,47669.42,27032566852.64,25323942274.26,4721101755.68,17080323771.43,9166340461.33,1991817926.44,179.386,119037,68.979,R1,2012
2023-Q3,DCL100371,58,78108335975.2,11973418409.75,69083954778.33,54372223145.55,130214605423.49,105763.85,56697778712.13,11680350410.38,4302909966.56,5198612350.1,2312478263.27,2131852701.56,157.88,2853285,80.277,R3,2020
2019-Q1,DCL100372,30,123123490724.84,59243605783.45,36202997535.07,76912552277.76,58348241819.62,62048.72,1944904539.78,21854824709.41,2912459346.74,7371376635.33,839310995.4,1923106682.3,138.099,1349282,61.558,R2,2023
2019-Q2,DCL100373,24,76934266711.7,57664171300.5,36067239733.32,71869090351.29,135125426795.95,147211.91,60995179217.99,13429806141.89,2144486006.13,9858410699.81,7410906588.94,1385425032.89,150.528,397386,137.298,R2,2020
2016-Q1,DCL100374,03,51699056503.66,1298848637.25,18916691407.34,32846326515.77,49834138957.41,56193.85,4116878583.83,587975950.65,8143315215.37,13737419778.09,3572808332.97,5801067917.45,179.368,1255793,89.702,R0,2014
2022-Q1,DCL100375,14,150888017021.66,38691850125.64,93795640701.25,47051879747.59,162132523289.53,206729.89,16547657602.0,26556161982.54,2858217585.43,8928271037.89,9150680843.0,5695100979.76,181.608,358884,69.545,R0,2018
2016-Q2,DCL100376,38,59289415083.76,24270615261.48,21441777821.16,3251703573.17,135942984473.91,155067.7,9863248352.28,25820617233.15,2561396696.16,725552000.57,7309100199.07,2749114988.45,96.531,539286,105.93,R1,2019
2017-Q2,DCL100377,95,189991073698.22,50537049539.03,70023660617.51,74852018351.99,152409554260.92,122649.7,44223218070.65,12004626235.89,5252095273.38,11585573132.59,10264636117.83,989004213.44,94.299,2871102,134.725,R1,2021
2018-Q2,DCL100378,96,41165682019.73,124222270936.25,33482845235.35,61510886688.33,52372167000.1,169696.18,12222854533.87,25976612055.72,1749083898.84,10307398947.01,9780960692.47,2081820363.37,112.384,2183011,94.853,R3,2023
2021-Q1,DCL100379,29,117552463846.54,122849039493.4,38015309064.0,78980819525.07,52531521932.21,241699.01,65335694666.99,21271150792.79,854608957.29,13435288517.79,1278148343.25,5811615620.9,111.423,2093136,139.076,R2,2016
2020-Q4,DCL100380,56,84586971120.86,104887754834.21,5560896035.51,62821717672.28,19929903084.86,350080.22,9359498316.18,13028519186.22,413608379.9,14852530085.85,8659428138.82,1839671620.44,178.2,2464774,144.364,R3,2014
2022-Q4,DCL100381,21,22077772062.24,80495481831.82,23758199262.45,81870481631.72,116026758347.39,410843.2,64352294776.39,25879748375.89,26360956.62,16780295989.07,2940649230.1,401184155.85,107.091,1991367,150.544,R3,2014
2025-Q4,DCL100382,93,129344722977.52,111553551652.22,118073399706.09,16470356165.36,177994040625.22,78079.08,14875261381.32,936972020.57,8615447239.98,17263675776.33,1785349601.03,2484961558.34,127.291,2305598,151.431,R3,2017
2018-Q3,DCL100383,37,126310934354.77,83340265740.82,38001275578.27,31465414617.28,13636634921.34,252971.28,30324037248.54,336156732.28,1284386350.31,14374154412.61,5130903394.31,2900679956.57,155.563,2690755,133.705,R1,2014
2020-Q2,DCL100384,01,85636319643.4,29183168174.62,1790366786.27,65682148789.67,118427512997.05,119078.92,60569851270.35,13814201442.49,9885551860.78,18630778242.92,1701559515.68,4317639429.01,153.408,1158642,84.477,R1,2019
2022-Q1,DCL100385,60,24738825646.35,12601585883.18,51606842655.05,9225835963.18,171124518671.11,389174.53,43239418904.01,26411023325.13,4034763895.11,16426780850.99,8699836874.21,1776780662.85,113.613,2154406,97.958,R3,2016
2017-Q1,DCL100386,11,142051588622.97,68914980537.15,5422761346.62,5185417162.64,32199489471.69,276973.38,57089484567.81,4738246532.72,7638717049.46,7724251643.65,8865770789.35,2066559845.5,97.429,2596055,97.114,R0,2019
2020-Q2,DCL100387,81,60469843445.81,145178795119.86,50796711670.79,27594635688.87,139879130509.08,311540.83,12428941730.3,12955104741.97,2903757417.23,3900510199.92,1646184567.88,548261264.01,162.111,804280,112.174,R2,2015
2020-Q3,DCL100388,75,125314972037.54,134513492235.89,55160920757.41,60186190372.94,163676708010.7,109099.76,36507198403.18,23281729122.17,1783295978.84,851955367.02,8732630050.48,4174304913.5,179.28,1984379,131.567,R0,2019
2023-Q3,DCL100389,12,168413038342.39,15515605943.61,60494531196.56,72781227304.31,82692700483.55,59048.0,20638691866.8,16022376949.16,2943987750.32,5381481566.89,1677111360.91,4913822639.83,180.895,2101407,72.608,R1,2021
2020-Q4,DCL100390,94,196354793822.01,104673490829.83,20061269025.91,32050977109.64,3898831585.94,217060.21,22978134461.01,11087357673.95,8756642756.21,1385747864.1,12042518394.29,6027020637.21,150.901,998905,100.666,R3,2018
2024-Q2,DCL100391,37,2048809280.81,59750945790.51,31475729820.56,87434449098.84,71463199377.1,48779.61,18325076356.26,15065136304.27,1366030916.35,5884622607.65,12134745365.96,4404249165.12,119.683,1227282,134.951,R1,2016
2019-Q3,DCL100392,80,188426646036.3,38652094137.11,12253484348.35,71571363799.03,8742502942.72,49922.74,21891409371.56,10080704842.53,9494509302.47,7139193116.37,8784768852.6,7577600264.02,174.505,650326,141.529,R3,2013
2023-Q3,DCL100393,82,158393246544.52,118004762302.98,15003137436.52,56877501155.43,102571554771.64,80850.64,4769017244.7,14143667678.48,4088919668.34,8253164491.04,6685670466.31,2410952460.5,133.148,1650034,90.646,R2,2014
2024-Q4,DCL100394,11,117291517066.15,51635246468.25,8906770249.79,68456399005.09,71820856247.41,130412.62,44428974366.63,2038775730.25,7363221835.79,5412104126.85,7866597004.22,3703147610.72,180.563,97724,139.558,R2,2019
2020-Q1,DCL100395,12,71954424318.65,59046324922.57,26823875247.62,84824112034.76,56657382981.54,342681.05,40513117336.97,8307247266.42,7153749609.17,765139324.65,142273526.61,107451031.25,153.055,741021,112.732,R2,2022
2022-Q2,DCL100396,10,126334259647.12,114412616612.46,2660033710.21,14178004524.38,6467750406.26,378901.9,53023210951.75,9585179675.48,1670610984.45,8982861363.44,12580310892.35,213602376.18,162.666,667217,114.897,R3,2015
2019-Q1,DCL100397,30,68260004202.08,74561162448.13,39162060371.01,5364725654.26,49892961939.74,53122.77,4045306455.96,29017211432.23,667291003.05,17538243443.0,14741064965.88,5171148480.5,111.195,1260985,60.146,R2,2012
2018-Q1,DCL100398,07,70697921939.07,99003177587.0,93467525760.98,19632945626.51,90691416820.03,360803.11,7285491870.43,23950298400.9,9606954075.89,272924912.34,9946045137.6,2728516780.45,142.568,2883668,87.635,R0,2012
2024-Q2,DCL100399,61,192926694630.49,58350786275.38,47284847553.1,37101890632.09,175563596897.32,387404.83,49445472796.9,13736969593.41,5267915647.83,12758172568.92,5655191965.61,7213862390.48,152.58,2032909,115.598,R0,2018
2025-Q2,DCL100400,98,6654372412.93,74408683358.89,108750347397.52,54838911854.11,154939027999.3,220421.54,28964062628.91,9397395711.26,7741541438.51,13479904220.77,9949673211.79,1386365350.12,168.531,1431296,139.2,R0,2017
2018-Q4,DCL100401,49,181444358816.36,111253516929.88,37852820531.39,47142011284.87,4388624079.95,149726.19,20583733680.12,15173628439.82,3655640343.68,9325665897.69,13809122356.07,2761571617.26,178.018,327943,100.553,R0,2022
2017-Q3,DCL100402,64,10496232243.3,90136707453.36,108580365751.5,52069219077.04,166775766310.42,384675.7,29160730297.75,6369789776.21,5165417209.99,13300442566.05,9877606731.11,5038785198.09,151.778,311442,95.99,R3,2015
2017-Q2,DCL100403,58,136239562959.62,66774612940.78,50313068157.55,7532012316.25,130191745351.57,348983.38,62808795033.01,29803384056.43,4898287851.0,8256927172.2,2985125809.5,5011237917.87,155.428,2177417,137.854,R1,2012
2016-Q1,DCL100404,16,138784545923.96,11389440564.35,90233892613.39,52250494509.09,77075464617.13,152625.62,6377865163.62,29045671083.56,7040899927.36,11651574274.12,12923016466.66,2726599065.67,180.278,2041221,141.31,R3,2015
2021-Q4,DCL100405,23,168938719856.22,5000834882.29,79222236647.36,52852239994.9,11676759769.68,206676.76,17443619547.85,21392216261.28,108626138.07,8007009002.3,14234798721.44,4515838814.96,118.761,1433251,140.189,R0,2019
2021-Q3,DCL100406,96,180720394910.48,136767810705.87,104235250486.46,38838713606.94,21607826638.39,290566.93,3980763449.22,9443294651.73,4654536791.21,17815113976.7,14996886469.56,1738295295.39,165.47,1130275,87.075,R1,2016
2023-Q2,DCL100407,95,111852527590.33,15440849129.15,58478852300.3,12356542492.58,23362740854.76,269610.69,30886101663.65,22437675060.93,6574282604.48,3661893814.62,2560029923.74,7406553635.67,151.565,1551442,144.641,R1,2014
2025-Q4,DCL100408,63,85423539591.08,20295032968.94,54238065961.36,71485367449.78,5695842821.93,297600.73,32122283257.29,20778398091.2,9628589575.23,12080002624.59,8220702996.69,2469190984.42,156.438,1616606,151.926,R0,2019
2016-Q2,DCL100409,61,84505239460.61,127105235674.52,50651187963.12,87981484473.59,177593750655.9,285061.43,33819985918.25,15444733114.49,1938810239.36,10536853047.59,7612258239.08,2986115749.7,107.627,956811,86.482,R3,2014
2019-Q4,DCL100410,91,105147720450.95,139097408277.86,93189154006.72,55157431850.29,130123963907.25,143769.56,1478823386.57,14408137086.11,5808138772.52,2269858298.18,9483897489.77,62511967.74,189.659,1624726,137.867,R3,2013
2025-Q2,DCL100411,31,89353651025.16,140352732001.87,8551123330.73,26553934919.23,3185624731.28,330859.83,50393962690.57,7433675103.88,9340798322.43,8402538985.44,9528810466.54,7719837707.67,167.956,428063,124.053,R3,2014
2020-Q2,DCL100412,68,111980226652.3,6490383359.11,96212629514.21,79883686255.98,160448911619.68,136066.86,55014225622.42,3684599296.01,194100049.14,5004183384.86,1003796078.41,298396853.62,128.256,2400377,129.782,R3,2015
2025-Q3,DCL100413,20,122564804247.51,39411552703.3,84185208615.17,54758492527.33,48192921409.25,116325.21,66458197543.24,5520593616.34,2853338823.68,18349313125.19,984073958.35,6722075458.43,164.438,1430976,78.695,R2,2013
2018-Q2,DCL100414,70,4770401305.44,57085334277.65,45597360196.86,85173788050.63,148091026550.06,243473.7,26560441745.03,1774001276.37,2515550290.43,3978861649.28,1472487904.99,4104820514.75,146.427,556109,132.508,R0,2013
2020-Q3,DCL100415,13,11189548460.14,117526684972.79,82271924377.32,77431795415.22,114123275459.4,273836.12,32063787421.03,28590288191.68,4947796598.8,4449868072.33,13039616195.86,3830413889.31,112.688,1739298,101.913,R2,2023
2024-Q4,DCL100416,33,19046554391.77,79263739244.46,23564381882.61,35713711836.95,51314313443.5,381552.72,38533296949.09,2369408121.14,8463534445.29,3523322693.37,13012965965.63,1206450756.12,94.719,676725,70.102,R0,2012
2016-Q4,DCL100417,06,31042587002.01,10339564065.19,12176530548.56,6875749852.74,177328950925.01,230602.72,55037600251.72,23322460259.78,8690130708.59,11846759127.57,6477321566.59,2557878951.34,156.762,2927068,91.602,R0,2019
2019-Q2,DCL100418,78,161821282185.49,112234419053.44,47570211930.87,10331751938.88,19241649106.12,349931.23,59174475953.71,26209808834.55,6192837145.32,3247561036.16,2878596963.04,1258712455.36,136.097,2401889,140.94,R0,2019
