soc_outcome_cohort_start_date,soc_outcome_participant_id_hash,soc_outcome_baseline_employment_flag,soc_outcome_employment_6mo_flag,soc_outcome_employment_12mo_flag,soc_outcome_earnings_change_usd,soc_outcome_housing_stability_score,soc_outcome_food_security_improvement_flag,soc_outcome_healthcare_utilization_change,soc_outcome_school_attendance_change,soc_outcome_recidivism_change_flag,soc_outcome_benefit_exit_reason_code,soc_outcome_program_completion_flag,soc_outcome_case_management_contacts_count,soc_outcome_barrier_resolution_index,soc_outcome_cost_per_participant_usd,soc_outcome_return_on_investment_ratio,soc_outcome_impact_estimate_method,soc_outcome_confidence_level_pct,soc_outcome_evidence_rating_code
2017-05-04,9f20bf742695b8a6,1,1,1,20271.23,0.96,1,-0.3772,5.863,0,EARNINGS_UP,0,278,0.4518,7800.77,0.3217,REGRESSION,68.39,MODERATE
2017-05-05,03db1e454af1a236,0,0,1,47604.03,8.32,1,-3.7504,1.249,1,EARNINGS_UP,1,170,0.814,11058.51,3.5501,DIFF_IN_DIFF,78.63,MODERATE
2017-05-06,cc8b2c7ebe195a25,0,0,0,59761.44,47.58,1,-2.3046,13.429,0,SANCTION,0,245,0.7221,19361.08,2.621,REGRESSION,95.29,MODERATE
2017-05-07,a3b56f36daf5faef,0,0,1,-1827.62,75.93,0,-2.6401,-10.271,0,INELIGIBLE,0,27,0.2658,14694.32,3.308,RCT,64.22,LOW
2017-05-08,8f5a330db010bcb4,0,1,0,7436.67,86.96,1,3.2613,-9.581,0,INELIGIBLE,0,66,0.4475,23204.6,4.0124,OTHER,82.05,MODERATE
2017-05-09,90a83886f787cf09,1,1,0,22468.21,51.07,1,1.0781,-13.867,0,TIME_LIMIT,0,158,0.7212,24753.66,5.1339,QUASI_EXPERIMENT,61.04,HIGH
2017-05-10,4d982f1c766bd814,1,0,0,29435.99,88.02,1,-0.5709,6.5,0,EARNINGS_UP,0,188,0.8017,21477.79,4.5323,REGRESSION,67.7,MODERATE
2017-05-11,778bf197e44831ca,0,1,0,50150.0,87.87,1,-2.7808,-12.482,0,VOLUNTARY_EXIT,1,278,0.5676,7404.9,2.0549,DIFF_IN_DIFF,93.24,HIGH
2017-05-12,bb98310f892a0e19,0,1,0,7709.58,71.59,0,-2.7473,-13.038,0,EARNINGS_UP,1,158,0.3898,14335.48,-0.2595,RCT,72.08,HIGH
2017-05-13,dbd08e42511bb2d7,1,1,0,48687.88,25.06,0,-3.7753,-7.614,0,VOLUNTARY_EXIT,1,202,0.0106,4867.75,5.9235,REGRESSION,65.32,LOW
2017-05-14,44529e6bae658ceb,1,0,1,13001.87,58.67,0,3.9584,3.68,0,MOVED_OUT,1,221,0.5479,17973.01,5.6906,MATCHING,55.01,MODERATE
2017-05-15,c22f6c0f32247457,0,0,1,52595.44,63.33,1,2.3183,8.865,0,SANCTION,1,127,0.4717,16586.27,1.27,DIFF_IN_DIFF,81.26,MODERATE
2017-05-16,8e6fab62cd1038e2,1,1,0,68437.9,42.59,0,4.3516,-12.372,0,EARNINGS_UP,1,182,0.1609,18781.54,4.6126,MATCHING,55.67,HIGH
2017-05-17,9b309fc56365ad89,0,0,0,79560.75,33.46,1,0.9332,8.034,0,INELIGIBLE,1,252,0.381,5920.11,1.2164,DIFF_IN_DIFF,84.05,MODERATE
2017-05-18,d22355da105b8dd7,1,1,1,35704.9,24.4,0,2.1802,-1.05,0,EARNINGS_UP,1,150,0.316,15971.75,0.1732,MATCHING,67.61,HIGH
2017-05-19,41519087855266b6,0,0,1,5210.71,47.43,0,0.1789,2.927,0,TIME_LIMIT,0,201,0.7193,11745.85,6.738,QUASI_EXPERIMENT,74.51,HIGH
2017-05-20,633aacfd4e419e1d,1,1,0,2065.32,76.35,0,1.0915,7.915,0,TIME_LIMIT,0,120,0.6509,3440.06,4.8023,QUASI_EXPERIMENT,63.3,LOW
2017-05-21,2cf7b5e286c340fb,1,0,0,51385.97,31.81,1,-0.5856,14.334,0,TIME_LIMIT,0,251,0.1417,10742.75,7.2874,QUASI_EXPERIMENT,51.15,MODERATE
2017-05-22,04662c0d29c68e77,1,0,1,-15939.25,76.13,0,4.2172,-1.012,0,EARNINGS_UP,1,155,0.7958,19492.74,1.1889,DIFF_IN_DIFF,74.88,LOW
2017-05-23,ce895865b4350500,0,0,1,5158.57,2.7,1,-2.5988,2.353,0,TIME_LIMIT,1,211,0.2821,17703.29,5.6286,MATCHING,72.85,MODERATE
2017-05-24,951122c974143ea6,0,0,0,61004.32,48.52,0,4.1167,11.001,0,VOLUNTARY_EXIT,1,105,0.0658,23824.77,1.9367,DIFF_IN_DIFF,54.31,VERY_HIGH
2017-05-25,a450f283dcc229e4,0,1,0,20532.49,15.76,0,0.8158,-14.871,0,INELIGIBLE,1,242,0.9405,19074.3,7.1931,REGRESSION,89.22,MODERATE
2017-05-26,35a0563ef393ecd4,0,1,0,65908.94,25.0,0,4.3568,-3.125,0,INELIGIBLE,1,180,0.8739,3378.36,4.2711,RCT,83.06,LOW
2017-05-27,636197fd01e969aa,0,1,1,42959.43,32.73,0,-2.3707,11.244,0,SANCTION,1,69,0.9497,13761.66,1.0169,REGRESSION,96.98,HIGH
2017-05-28,3512034ae0928626,0,1,0,42606.34,30.24,0,-2.523,-2.201,0,VOLUNTARY_EXIT,1,161,0.2316,13214.72,6.1503,RCT,75.24,MODERATE
2017-05-29,aa0f2054cfcd5023,0,1,0,66893.21,3.57,0,-1.7883,-8.49,0,OTHER,0,25,0.5443,5998.38,3.4091,OTHER,83.28,LOW
2017-05-30,2bd1eb31f3cf2375,0,1,1,79666.79,18.59,0,3.8495,-9.1,0,SANCTION,0,49,0.1486,11354.4,2.0818,RCT,60.25,HIGH
2017-05-31,85aac9b2a5c9fc93,0,1,0,3487.36,79.25,0,-1.4903,-12.611,0,INELIGIBLE,1,113,0.7287,12986.86,7.8979,DIFF_IN_DIFF,50.7,LOW
2017-06-01,4f79c37de9a8e99a,0,1,1,16279.6,27.57,1,2.7335,-8.611,0,OTHER,0,190,0.8436,6619.05,2.2945,REGRESSION,58.13,HIGH
2017-06-02,1927f7b48c01a8fe,1,1,0,74251.63,30.54,0,2.9192,5.933,0,MOVED_OUT,0,78,0.6289,17395.25,5.6408,SYNTH_CONTROL,99.41,MODERATE
2017-06-03,bed37b9c30b22cf0,1,1,0,21788.99,59.4,1,0.9223,-11.909,0,SANCTION,0,150,0.8119,17637.09,3.153,OTHER,66.67,LOW
2017-06-04,2b8ebb8aabdff701,1,0,1,4036.77,10.39,1,-3.2591,-0.48,0,INELIGIBLE,1,13,0.8223,9800.57,-0.0562,DIFF_IN_DIFF,69.45,MODERATE
2017-06-05,eb770f5fa8e65c4a,1,0,0,51745.57,61.88,0,-0.9194,4.664,1,MOVED_OUT,0,119,0.2939,4811.33,5.4126,SYNTH_CONTROL,97.81,MODERATE
2017-06-06,a66004d7912e0f7d,0,0,0,39396.33,74.83,0,-1.6734,1.383,0,SANCTION,1,146,0.1794,16420.03,4.3543,SYNTH_CONTROL,75.4,MODERATE
2017-06-07,5a66c8d6ffaad681,0,1,0,35897.83,57.84,0,-1.0447,-0.14,0,EARNINGS_UP,0,13,0.4638,8761.19,2.4121,DIFF_IN_DIFF,78.35,LOW
2017-06-08,c984e1686de73bcc,1,1,1,21808.05,48.75,0,-0.2946,5.173,0,EARNINGS_UP,1,39,0.8571,16094.14,1.9187,DIFF_IN_DIFF,73.75,LOW
2017-06-09,320e99e8436a9a1e,1,0,0,58434.81,3.03,0,-3.2399,5.89,0,TIME_LIMIT,1,124,0.2069,19633.99,7.8079,DIFF_IN_DIFF,54.25,HIGH
2017-06-10,b99877f5076b87dd,0,1,0,37581.97,30.39,0,0.5807,-1.868,0,OTHER,1,30,0.9052,18260.0,6.429,QUASI_EXPERIMENT,52.4,LOW
2017-06-11,528bd0eb9f01d0a9,0,0,0,-12657.34,91.89,1,-4.7322,8.496,0,INELIGIBLE,0,108,0.5788,15446.92,1.0074,MATCHING,76.27,VERY_HIGH
2017-06-12,81abb4babe2e9ab1,1,1,0,62420.18,34.53,1,-3.3355,-7.047,0,SANCTION,1,74,0.5299,24210.76,2.3921,DIFF_IN_DIFF,67.22,LOW
2017-06-13,d720246bee25bffb,0,0,1,543.18,29.4,0,-4.3076,-1.251,0,EARNINGS_UP,1,274,0.6284,19901.36,5.5811,OTHER,61.51,HIGH
2017-06-14,c4c9fe2b75d58258,1,1,0,37664.45,67.03,1,-4.2926,0.775,0,OTHER,0,132,0.3609,13090.17,5.1878,REGRESSION,76.96,MODERATE
2017-06-15,6fb12b28caf8a95e,0,0,0,-3373.26,36.66,1,-3.1511,5.309,0,EARNINGS_UP,1,28,0.2521,20435.98,5.7596,REGRESSION,96.21,MODERATE
2017-06-16,b8252256e0c774eb,0,1,0,43510.74,53.76,0,-1.8234,7.008,0,SANCTION,0,156,0.8158,1887.79,-0.8977,SYNTH_CONTROL,73.73,MODERATE
2017-06-17,25163bdc1fa30842,0,0,0,39565.26,67.89,0,-2.339,-8.93,1,MOVED_OUT,0,276,0.8858,2213.49,7.7891,QUASI_EXPERIMENT,94.42,MODERATE
2017-06-18,e71ecfd00f4bedbe,0,1,1,16558.46,41.57,0,-3.9941,-6.956,0,OTHER,1,203,0.1879,779.81,0.2513,OTHER,50.21,MODERATE
2017-06-19,8f9b693d6c9c2508,1,0,0,54404.36,77.76,0,-2.4209,0.128,1,OTHER,1,23,0.7996,10080.0,7.3984,REGRESSION,89.61,MODERATE
2017-06-20,944f256b18307e09,1,0,0,17825.34,47.4,0,2.8715,-3.2,0,EARNINGS_UP,1,252,0.4163,9965.34,-0.3324,REGRESSION,80.78,LOW
2017-06-21,b8acc9b315e1c62b,0,0,1,-400.65,85.25,1,-3.338,14.913,0,INELIGIBLE,1,222,0.6646,9550.04,1.2283,DIFF_IN_DIFF,82.93,MODERATE
2017-06-22,092804ec906fe1a3,0,1,1,77123.69,71.78,0,1.3812,14.286,1,SANCTION,0,171,0.2736,5031.14,6.2114,MATCHING,97.72,LOW
2017-06-23,1abc317231e80e51,0,0,1,30150.49,45.62,0,-0.0562,1.588,0,VOLUNTARY_EXIT,1,230,0.8558,9974.2,1.7329,REGRESSION,67.0,MODERATE
2017-06-24,1ef9239419831e42,1,0,1,-19525.43,16.5,0,-1.5221,4.487,1,OTHER,1,275,0.4109,23455.51,-0.9104,QUASI_EXPERIMENT,88.1,HIGH
2017-06-25,9776185b3eb1d47b,0,1,0,60193.01,63.19,1,3.176,-2.042,0,EARNINGS_UP,1,15,0.7679,20396.33,0.0351,MATCHING,86.15,MODERATE
2017-06-26,2bf87385f5f18f5a,1,1,1,12598.94,56.28,0,-4.1332,-8.688,0,TIME_LIMIT,1,174,0.1884,13543.21,2.9996,MATCHING,91.99,MODERATE
2017-06-27,4d05d69595883f63,1,0,0,53159.85,32.33,0,-1.5955,9.955,0,EARNINGS_UP,0,40,0.4525,22519.05,5.759,RCT,57.98,LOW
2017-06-28,deebbd40c688709a,1,0,1,-10206.77,80.69,1,-1.152,-8.994,0,OTHER,1,193,0.643,12648.9,0.6749,QUASI_EXPERIMENT,83.72,VERY_HIGH
2017-06-29,dcbe29f3246e8f9a,1,1,0,72830.53,13.6,0,-2.9809,-13.256,0,VOLUNTARY_EXIT,1,293,0.2052,17764.4,2.6024,DIFF_IN_DIFF,58.92,LOW
2017-06-30,7c4613671403f5b9,1,0,1,9868.59,87.33,0,-3.1353,12.09,0,VOLUNTARY_EXIT,1,243,0.6241,19085.58,6.5774,REGRESSION,81.04,LOW
2017-07-01,b234f40f0d5a8c13,0,0,0,12000.8,66.98,1,0.8013,-3.73,0,VOLUNTARY_EXIT,1,224,0.4847,19099.87,4.5544,MATCHING,52.88,MODERATE
2017-07-02,ecdf8553fd505ce6,1,0,1,64717.16,98.92,1,-0.0429,3.395,0,OTHER,1,197,0.3572,16982.35,7.3801,QUASI_EXPERIMENT,95.38,MODERATE
2017-07-03,44e3162569d5374a,0,1,0,47480.42,31.48,0,2.2917,-8.908,0,MOVED_OUT,1,256,0.9132,8000.76,7.5421,REGRESSION,64.23,HIGH
2017-07-04,4d9a1043fdaf708b,0,1,1,32243.95,38.49,1,-3.54,-7.673,1,INELIGIBLE,1,291,0.0487,12681.38,0.5998,MATCHING,68.88,HIGH
2017-07-05,10d51e29c7b4b3f3,1,1,1,42580.14,85.33,1,-4.7479,13.485,1,TIME_LIMIT,1,36,0.2997,3967.34,3.7548,QUASI_EXPERIMENT,90.06,MODERATE
2017-07-06,145924999ffd7932,0,1,0,-8281.75,7.05,1,-4.1211,-9.054,0,MOVED_OUT,0,2,0.1017,22360.5,6.3203,QUASI_EXPERIMENT,93.39,HIGH
2017-07-07,5992a622299de3ff,0,0,0,37878.89,40.56,0,-2.8893,-12.378,0,EARNINGS_UP,1,261,0.6041,4251.07,7.4688,RCT,75.21,HIGH
2017-07-08,a4ad1c4f18c61c57,0,1,1,16875.01,30.2,0,-2.752,-4.368,0,OTHER,0,124,0.2325,15472.82,1.7526,DIFF_IN_DIFF,51.46,HIGH
2017-07-09,83edeaa057cffcdc,1,0,0,6890.57,33.31,0,4.9507,7.49,0,INELIGIBLE,0,164,0.5383,14661.88,3.4095,REGRESSION,55.02,LOW
2017-07-10,00f69723d157bc81,0,0,0,57855.91,76.87,0,3.3165,1.407,1,VOLUNTARY_EXIT,0,298,0.8156,8722.0,0.1249,SYNTH_CONTROL,95.74,MODERATE
2017-07-11,9090823abb5e38eb,0,0,1,7546.49,44.69,0,2.6399,-0.606,0,EARNINGS_UP,1,57,0.9535,4725.46,0.3066,QUASI_EXPERIMENT,97.84,VERY_HIGH
2017-07-12,424710a5e516ad83,0,0,1,-7465.3,74.6,0,4.3842,-13.6,0,TIME_LIMIT,0,18,0.8078,22265.8,6.7493,RCT,71.15,MODERATE
2017-07-13,373d9ba164d8812a,1,0,0,18626.69,96.64,0,0.9783,6.268,0,TIME_LIMIT,0,129,0.7491,13068.79,3.0421,SYNTH_CONTROL,77.87,MODERATE
2017-07-14,0a09a399b4bebe6a,0,1,1,31320.29,94.62,0,-2.6386,10.257,0,INELIGIBLE,1,247,0.1702,17942.67,7.1507,RCT,52.18,LOW
2017-07-15,5ccf29efd89b401c,0,1,1,-16210.74,83.84,0,2.5556,-12.491,0,INELIGIBLE,0,191,0.0324,7530.11,6.4073,RCT,51.13,HIGH
2017-07-16,d8a0a8856f92aa54,0,1,1,2488.52,45.62,0,0.6465,3.326,0,MOVED_OUT,0,232,0.8954,10379.75,4.6949,QUASI_EXPERIMENT,51.96,MODERATE
2017-07-17,7a7a36b4925e569c,1,0,1,26886.21,56.53,0,-1.5317,-12.727,1,TIME_LIMIT,0,41,0.8219,2591.97,3.5438,RCT,73.24,HIGH
2017-07-18,859da2bce813c144,0,0,1,18490.59,96.37,0,-4.6435,7.916,0,EARNINGS_UP,0,195,0.9748,7438.89,2.6642,RCT,53.04,MODERATE
2017-07-19,4e139f057d22c2fb,0,1,0,8659.4,57.91,1,-4.3286,-3.346,1,VOLUNTARY_EXIT,1,82,0.761,24831.04,-0.1018,REGRESSION,98.8,VERY_HIGH
2017-07-20,a96fa3f9e5cd7b4a,0,1,1,38028.5,94.4,1,-4.3218,12.979,1,SANCTION,1,162,0.8507,10471.28,0.4985,OTHER,76.22,MODERATE
2017-07-21,85deb131c2645f18,0,0,1,3611.79,53.11,0,-2.3075,-9.364,1,MOVED_OUT,1,126,0.6429,4291.26,-0.7526,QUASI_EXPERIMENT,65.53,MODERATE
2017-07-22,795a45e7d3628abd,1,1,1,-16723.35,45.78,0,-1.8724,-11.857,0,EARNINGS_UP,0,115,0.7141,8850.67,-0.1411,REGRESSION,92.58,MODERATE
2017-07-23,12243c4250677b8b,0,0,1,5875.72,77.88,1,1.0144,6.674,0,EARNINGS_UP,1,15,0.1243,24887.79,3.8024,MATCHING,72.27,LOW
2017-07-24,c4a5f88b86cc38e9,1,0,1,17217.29,93.85,0,2.1171,9.835,0,VOLUNTARY_EXIT,0,30,0.6092,20398.29,0.3694,OTHER,84.74,LOW
2017-07-25,7680e6b1e72e4d33,0,1,0,41718.14,88.28,0,-1.216,-11.871,0,MOVED_OUT,1,8,0.3672,19834.02,6.5557,MATCHING,62.73,VERY_HIGH
2017-07-26,97f244befd604dff,0,1,0,17333.89,92.94,0,-0.4792,3.343,0,OTHER,1,110,0.756,23496.35,6.3119,QUASI_EXPERIMENT,77.01,MODERATE
2017-07-27,b5cf614ac250fb2a,1,1,1,27725.43,71.27,0,4.8289,-12.752,0,SANCTION,1,218,0.3051,12111.83,-0.5412,OTHER,82.09,MODERATE
2017-07-28,42b529181df6db1e,1,0,1,7917.64,78.08,1,-1.1043,-10.227,1,VOLUNTARY_EXIT,0,66,0.2255,10165.79,-0.0456,SYNTH_CONTROL,70.37,MODERATE
2017-07-29,60efe078ce87384b,1,0,0,67300.4,26.97,1,-2.9115,-0.45,0,INELIGIBLE,1,213,0.7603,8141.87,2.1051,QUASI_EXPERIMENT,87.62,MODERATE
2017-07-30,9c4c79fb31b246c0,1,0,0,34887.68,70.72,1,-2.3876,7.361,0,EARNINGS_UP,1,114,0.5731,17177.42,6.3123,REGRESSION,52.98,HIGH
2017-07-31,790b4921d071575b,0,0,1,78408.05,58.82,0,-4.3599,-1.527,0,SANCTION,1,17,0.4678,24420.52,-0.1106,DIFF_IN_DIFF,70.85,MODERATE
2017-08-01,726f671c40d39ca4,0,0,0,-19231.89,60.99,0,3.6495,1.847,0,INELIGIBLE,0,156,0.6576,1147.62,1.5616,REGRESSION,85.93,HIGH
2017-08-02,97bc848cf736bec7,0,0,0,14300.68,64.96,0,0.6241,-13.123,0,TIME_LIMIT,1,263,0.8685,19630.0,7.5527,DIFF_IN_DIFF,63.17,VERY_HIGH
2017-08-03,52c8645da0759af0,0,0,1,79243.9,34.03,1,-1.1256,11.353,0,TIME_LIMIT,0,122,0.4608,18963.89,0.1087,OTHER,74.64,MODERATE
2017-08-04,f4ded5c5dd646211,0,1,1,26210.71,23.22,1,-3.5213,5.447,0,EARNINGS_UP,0,38,0.8353,15415.05,3.8863,REGRESSION,59.32,LOW
2017-08-05,817b0fbaf5874106,0,0,0,-9365.06,62.27,1,1.9827,4.994,0,SANCTION,1,69,0.3363,6564.49,7.0086,REGRESSION,82.95,HIGH
2017-08-06,753a80194f74d534,0,0,0,1613.23,57.69,1,0.0286,-6.197,0,SANCTION,1,101,0.7338,10432.38,-0.876,QUASI_EXPERIMENT,83.26,HIGH
2017-08-07,b61fa5fd4d38d9fd,0,0,0,23444.17,30.08,0,0.1079,-3.081,0,SANCTION,0,198,0.1294,20734.63,4.0599,OTHER,59.61,MODERATE
2017-08-08,3a6c76f3c52aef13,1,1,0,4900.69,91.64,1,2.9575,5.003,0,OTHER,1,109,0.3367,14096.67,2.9878,REGRESSION,85.79,HIGH
2017-08-09,12e523af110780c0,1,0,1,49554.19,4.88,0,-0.1757,-11.555,0,INELIGIBLE,0,96,0.051,23281.38,0.5536,RCT,95.24,MODERATE
2017-08-10,cfcfc06c7ae85363,1,1,0,-11168.5,22.78,1,1.8127,0.003,0,INELIGIBLE,1,258,0.4645,4172.98,2.2073,DIFF_IN_DIFF,69.51,VERY_HIGH
2017-08-11,d83858c2b9441e8c,1,1,0,57831.21,19.2,0,4.4215,4.758,0,INELIGIBLE,1,194,0.3482,9036.24,-0.8264,SYNTH_CONTROL,74.84,HIGH
2017-08-12,0eaa4ef39a49c8ac,0,1,0,21398.26,37.2,0,4.1338,4.948,0,INELIGIBLE,1,130,0.9002,24100.02,7.8281,QUASI_EXPERIMENT,59.35,MODERATE
2017-08-13,6feae9b7d616d669,0,0,0,38692.63,96.94,0,4.4411,10.39,1,VOLUNTARY_EXIT,0,76,0.5781,10886.0,5.4119,SYNTH_CONTROL,70.83,VERY_HIGH
2017-08-14,8c3127e85661f3ae,1,0,0,15.05,52.12,0,-0.6423,14.04,1,VOLUNTARY_EXIT,0,276,0.3993,16297.38,7.0045,DIFF_IN_DIFF,99.84,HIGH
2017-08-15,311a1434fcd84a21,0,0,0,74125.5,59.61,0,1.2447,-14.868,0,TIME_LIMIT,1,46,0.4025,22062.14,4.7038,OTHER,89.9,MODERATE
2017-08-16,f012236fb82e1b29,1,1,0,35681.44,42.09,1,-2.4546,4.814,0,INELIGIBLE,1,8,0.4345,1049.65,1.9236,QUASI_EXPERIMENT,94.0,MODERATE
2017-08-17,6bced162609a458c,0,1,1,-9582.12,56.33,0,-4.5398,9.509,0,EARNINGS_UP,1,197,0.3951,782.52,-0.5073,REGRESSION,86.0,MODERATE
2017-08-18,d804214ad7740c46,1,0,1,35804.97,81.35,1,2.7824,-8.139,0,TIME_LIMIT,1,110,0.8964,1326.65,3.7617,SYNTH_CONTROL,98.92,MODERATE
2017-08-19,747ce28062631e0e,0,1,1,32872.51,39.51,1,0.4105,12.372,0,INELIGIBLE,0,29,0.4927,11856.9,3.7576,SYNTH_CONTROL,84.6,LOW
2017-08-20,ae7fe865e686a332,1,1,1,-7668.35,47.73,0,-4.5624,-5.185,0,VOLUNTARY_EXIT,0,129,0.6799,9660.94,3.2967,DIFF_IN_DIFF,95.52,HIGH
2017-08-21,5e48965667d87ca3,0,0,0,-18058.19,37.59,0,4.1474,-12.392,0,INELIGIBLE,0,36,0.2312,24507.41,6.1116,DIFF_IN_DIFF,74.41,LOW
2017-08-22,f9392400de22f271,1,0,1,-16536.59,55.16,1,2.5033,-12.933,0,INELIGIBLE,1,176,0.5009,19380.93,5.3897,OTHER,98.05,MODERATE
2017-08-23,a58d3e86b3b21574,1,0,1,-5206.72,63.86,1,0.4977,-5.839,0,EARNINGS_UP,1,278,0.9713,15178.26,-0.1587,DIFF_IN_DIFF,81.72,MODERATE
2017-08-24,e9471b1dfd307314,1,1,0,43093.06,54.88,0,4.5811,3.505,0,SANCTION,1,206,0.9982,13722.95,0.4589,DIFF_IN_DIFF,92.64,MODERATE
2017-08-25,5aa5056f538b811c,1,1,1,13047.25,50.44,0,4.7068,-10.967,1,EARNINGS_UP,1,251,0.2163,8335.84,5.6799,MATCHING,86.41,LOW
2017-08-26,0e5f087d50971532,1,0,0,54867.08,55.99,1,4.9634,0.746,0,MOVED_OUT,0,31,0.616,8030.2,1.5733,OTHER,92.77,MODERATE
2017-08-27,438f999604a5448c,0,0,1,69127.26,96.74,0,-2.1785,6.836,0,TIME_LIMIT,0,267,0.5539,5875.45,-0.3666,QUASI_EXPERIMENT,61.73,LOW
2017-08-28,82ecd5024079c8c7,0,0,1,-2591.47,0.94,0,-2.2651,0.65,0,EARNINGS_UP,0,165,0.5416,8796.94,-0.1425,QUASI_EXPERIMENT,64.48,HIGH
2017-08-29,be18e2d9d5ffb01c,0,0,0,48492.42,9.04,0,1.7948,-12.773,0,VOLUNTARY_EXIT,1,213,0.7737,14806.26,1.4891,DIFF_IN_DIFF,98.77,MODERATE
2017-08-30,e1b1be9fa14c7170,0,0,1,78179.94,85.74,0,-3.0888,-14.021,0,EARNINGS_UP,1,228,0.3607,12761.03,6.3195,OTHER,62.38,HIGH
2017-08-31,deb13a07fb5365e0,1,0,0,-2867.33,30.11,0,3.8789,2.294,0,EARNINGS_UP,1,228,0.6589,19934.74,6.7944,OTHER,77.3,MODERATE
2017-09-01,06105dc4d7da73b7,0,1,1,22361.9,88.25,0,-2.6302,4.496,0,INELIGIBLE,1,140,0.0789,13395.62,7.9775,RCT,92.44,MODERATE
2017-09-02,3fe68afe2a3b6c84,0,1,1,58859.38,71.32,1,0.6934,5.9,0,EARNINGS_UP,1,31,0.6091,4480.28,-0.9405,REGRESSION,86.11,LOW
2017-09-03,7ad5e394335b18dd,0,1,0,33767.23,0.68,0,-2.0959,12.03,0,OTHER,0,181,0.7431,6940.64,2.6937,MATCHING,91.27,HIGH
2017-09-04,25b31ad9ea7bbbe9,1,0,1,77593.17,55.24,1,1.331,-2.316,0,INELIGIBLE,1,263,0.7184,16111.83,-0.7315,QUASI_EXPERIMENT,62.18,LOW
2017-09-05,d360880d92320b87,0,1,1,25743.57,0.75,0,-4.6813,2.819,0,EARNINGS_UP,1,65,0.9469,7092.47,7.3682,MATCHING,74.37,HIGH
2017-09-06,0ec18be2d4a05909,0,0,1,40482.96,48.57,0,-3.5571,-6.736,1,VOLUNTARY_EXIT,0,11,0.8601,18238.04,5.7221,SYNTH_CONTROL,70.86,MODERATE
2017-09-07,873f6ab54b749a6d,1,1,1,9981.6,70.73,0,-0.7308,2.33,0,INELIGIBLE,1,170,0.9072,1936.18,1.0312,DIFF_IN_DIFF,83.23,HIGH
2017-09-08,ec326b5776403a27,1,1,1,34227.97,15.22,1,0.0924,-7.591,0,SANCTION,1,168,0.1939,21047.73,5.629,QUASI_EXPERIMENT,73.75,VERY_HIGH
2017-09-09,f4554cff950d9f81,1,0,1,10872.44,9.28,0,-0.0114,3.742,0,OTHER,1,7,0.7872,7268.34,0.9772,OTHER,63.74,HIGH
2017-09-10,a5d94664ce67a051,1,1,1,16078.6,80.48,1,-3.7671,-3.642,0,MOVED_OUT,0,128,0.23,9076.7,6.1231,OTHER,92.7,HIGH
2017-09-11,6cf8239258b06d9e,0,1,1,5081.33,74.69,0,0.1734,-1.918,0,MOVED_OUT,0,194,0.7032,20421.29,6.1097,REGRESSION,76.01,MODERATE
2017-09-12,874c54c9f99a4e85,1,0,1,58276.73,13.6,1,-0.3326,-8.731,0,TIME_LIMIT,1,167,0.7771,4579.92,3.2554,REGRESSION,65.29,HIGH
2017-09-13,cbf5f2e1cbd93626,1,0,0,48197.09,60.21,0,3.2612,-0.168,0,TIME_LIMIT,1,29,0.5166,10967.46,4.1451,QUASI_EXPERIMENT,91.24,LOW
2017-09-14,acbae04a0789c5fa,1,0,0,69930.79,87.05,0,-1.8228,-4.799,1,EARNINGS_UP,1,143,0.5232,10099.9,6.2225,REGRESSION,91.47,MODERATE
2017-09-15,07c411bda83f3474,0,0,1,79322.83,86.36,1,4.8827,9.946,0,INELIGIBLE,1,204,0.8123,10676.62,1.3107,QUASI_EXPERIMENT,87.71,HIGH
2017-09-16,000d27bd65d3dbb1,1,0,1,-11279.71,57.87,0,-4.852,-8.693,0,TIME_LIMIT,0,161,0.2801,8948.29,5.5973,MATCHING,90.79,LOW
2017-09-17,0752b5f6852ec397,0,1,1,78846.97,89.72,0,-1.9713,-13.117,0,EARNINGS_UP,1,85,0.5503,10404.32,2.2036,QUASI_EXPERIMENT,58.99,VERY_HIGH
2017-09-18,3c12e6dbcfc09c43,1,1,1,13957.31,59.99,0,3.7715,-0.826,0,EARNINGS_UP,1,107,0.7974,16261.95,5.393,MATCHING,85.55,MODERATE
2017-09-19,1c9326891906cd84,1,0,0,64094.16,93.31,0,3.619,-3.829,0,INELIGIBLE,0,17,0.5254,24922.44,1.2137,MATCHING,87.87,MODERATE
2017-09-20,2ab2a7bffd8aa2fe,0,0,1,42053.88,96.92,0,2.7079,3.454,0,SANCTION,0,171,0.3864,800.5,0.4238,QUASI_EXPERIMENT,73.7,LOW
2017-09-21,4464568c196f386d,1,1,0,52743.6,36.2,1,1.5735,5.225,0,INELIGIBLE,0,72,0.2514,9760.01,2.0899,OTHER,53.06,HIGH
2017-09-22,f126ca7e48014e8d,0,1,1,1836.56,87.26,0,-4.64,7.305,0,SANCTION,1,137,0.9391,5002.75,6.9269,REGRESSION,69.17,MODERATE
2017-09-23,10f44c0369cc11b7,1,1,0,-18958.14,79.51,1,-0.5348,-9.245,0,TIME_LIMIT,0,204,0.7399,13973.08,1.8288,QUASI_EXPERIMENT,62.12,MODERATE
2017-09-24,4186f19d7b8df9ef,1,1,1,42104.83,8.28,1,-3.9408,6.001,0,EARNINGS_UP,1,144,0.6443,19109.66,5.2078,REGRESSION,78.4,HIGH
