biz_trade_shipment_month,biz_trade_port_of_entry_code,biz_trade_hs_code_6,biz_trade_trade_direction_code,biz_trade_trade_value_usd,biz_trade_trade_weight_kg,biz_trade_country_partner_code,biz_trade_transport_mode_code,biz_trade_containerized_flag,biz_trade_freight_rate_index,biz_trade_customs_clearance_hours,biz_trade_inspection_rate_pct,biz_trade_tariff_rate_effective_pct,biz_trade_trade_remedy_flag,biz_trade_origin_supply_chain_risk,biz_trade_destination_demand_index,biz_trade_seasonality_factor,biz_trade_re_export_flag,biz_trade_trade_finance_constraint_flag,biz_trade_data_release_version
2049-01,LGB,363997,IMPORT,5196652388.23,28040232.96,KR,TRUCK,0,177.24,73.99,34.724,47.402,0,72.8,92.4,1.3326,0,0,REL0000385
2049-02,NYC,102184,REEXPORT,2528709654.27,14118959.45,DE,RAIL,1,215.84,68.59,31.069,47.769,0,37.08,9.88,1.3285,1,0,REL0000386
2049-03,NOR,807666,IMPORT,565640623.65,55951056.78,GB,OCEAN,0,85.58,194.77,6.029,28.893,0,42.26,10.61,1.3022,0,0,REL0000387
2049-04,LAX,307564,IMPORT,5826122137.39,60377335.45,CA,RAIL,1,98.89,152.15,25.256,36.197,0,66.89,3.39,0.7388,0,0,REL0000388
2049-05,MIA,247094,IMPORT,4848710223.75,8745954.92,MX,OCEAN,1,197.98,92.2,33.304,29.973,0,21.66,8.49,1.4056,0,1,REL0000389
2049-06,LGB,755017,IMPORT,2892422735.05,31157514.71,ID,OCEAN,1,97.85,196.72,24.481,10.484,0,97.82,87.74,1.1752,0,0,REL0000390
2049-07,LGB,854425,IMPORT,5759464904.87,42512058.85,IN,OCEAN,0,88.61,111.78,20.499,8.498,0,35.73,74.42,1.3495,0,0,REL0000391
2049-08,LAX,238018,EXPORT,7135349062.85,29684472.81,MX,AIR,0,109.54,126.02,32.068,47.565,1,97.24,47.94,1.3249,0,0,REL0000392
2049-09,HOU,844444,IMPORT,3256211278.69,55864404.45,MY,OCEAN,0,241.35,126.59,7.772,0.922,0,92.81,20.33,0.8459,0,1,REL0000393
2049-10,NOR,396586,IMPORT,7976952597.63,2469747.59,TH,RAIL,0,227.2,1.09,10.457,3.054,0,23.26,74.36,1.3633,0,1,REL0000394
2049-11,LAX,537270,EXPORT,3994598015.49,35825150.85,AU,TRUCK,1,247.13,231.83,28.739,3.484,0,45.89,19.26,1.0845,0,0,REL0000395
2049-12,NYC,413312,EXPORT,5730856259.76,56433473.13,IT,AIR,0,66.51,175.08,17.554,0.687,0,41.23,95.91,0.6948,0,0,REL0000396
2050-01,SAV,445109,IMPORT,5678294438.58,14597283.82,IT,AIR,1,140.25,91.04,16.833,46.363,0,73.7,33.28,1.4177,0,0,REL0000397
2050-02,CHI,476684,EXPORT,2049608310.71,63213941.69,IN,AIR,1,225.05,176.76,34.446,24.284,0,76.87,20.5,0.75,0,0,REL0000398
2050-03,CHI,247373,EXPORT,3749762987.33,52760005.32,BR,OCEAN,1,181.08,149.84,3.631,12.093,0,53.14,39.07,1.4044,0,1,REL0000399
2050-04,LGB,960370,IMPORT,1197857760.63,81558083.69,AU,RAIL,1,113.3,103.94,26.509,4.131,0,2.87,53.47,0.515,0,0,REL0000400
2050-05,LGB,806180,IMPORT,5622498401.03,10867470.93,SG,OCEAN,1,75.26,76.79,21.981,25.516,1,72.2,76.07,0.7738,0,1,REL0000401
2050-06,NYC,918388,EXPORT,6015365276.12,78909457.3,IN,AIR,1,246.84,154.35,24.76,1.488,0,26.81,36.86,0.8554,1,1,REL0000402
2050-07,SEA,555534,REEXPORT,418043590.57,13040994.1,DE,OCEAN,1,137.22,143.56,21.887,9.057,0,50.29,81.79,1.2321,1,0,REL0000403
2050-08,NYC,936866,IMPORT,1229032351.82,11758337.03,ID,OCEAN,1,156.63,21.97,13.255,42.321,0,83.22,78.66,1.2284,0,0,REL0000404
2050-09,MIA,766010,IMPORT,7273244071.8,16090892.23,TH,OCEAN,1,88.39,126.98,16.496,25.281,0,16.23,76.83,0.6946,0,0,REL0000405
2050-10,NYC,344744,IMPORT,7942929656.16,11580228.37,ES,OCEAN,1,117.38,27.07,14.322,3.833,0,63.86,21.0,0.8252,0,0,REL0000406
2050-11,NYC,963268,EXPORT,6928940552.57,34403902.74,NL,RAIL,1,138.14,90.65,0.227,41.103,0,60.35,88.67,1.3365,0,1,REL0000407
2050-12,MIA,332545,IMPORT,5697772327.65,62022985.53,IN,POSTAL,0,88.93,56.49,24.524,30.035,0,37.98,3.81,0.5026,0,1,REL0000408
2051-01,SEA,815414,IMPORT,7353871792.89,74177655.14,NL,TRUCK,1,50.77,177.28,17.953,25.6,0,24.05,53.87,1.4137,0,0,REL0000409
2051-02,NYC,546739,IMPORT,3322812991.44,2212972.88,DE,AIR,0,81.14,190.65,31.056,46.729,0,60.0,12.48,0.9478,0,0,REL0000410
2051-03,MIA,310635,IMPORT,3383869896.64,29299025.79,TW,AIR,1,248.66,198.7,15.092,21.504,0,21.97,82.49,1.4751,0,0,REL0000411
2051-04,LGB,544677,EXPORT,2478117589.72,32660274.53,VN,OCEAN,0,69.5,185.21,18.759,45.131,0,7.94,29.6,1.0638,0,0,REL0000412
2051-05,MIA,856060,EXPORT,7117875581.1,69451033.44,IN,AIR,1,192.69,152.4,0.876,25.555,0,34.46,65.87,0.7274,0,0,REL0000413
2051-06,LGB,331924,IMPORT,6896917395.37,76755929.74,IT,TRUCK,1,224.32,138.97,8.095,46.203,0,66.83,89.41,0.5756,1,0,REL0000414
2051-07,OAK,366666,IMPORT,7028722309.13,11861534.97,FR,AIR,1,61.66,89.97,17.267,43.181,0,56.33,54.74,0.9281,0,0,REL0000415
2051-08,SAV,148255,EXPORT,3689832300.19,75112585.43,TW,OCEAN,1,131.65,168.39,4.699,43.113,0,1.12,89.22,1.0312,0,0,REL0000416
2051-09,LAX,502352,IMPORT,3575962016.19,69845877.41,TW,POSTAL,1,176.71,65.43,11.084,45.701,0,3.27,45.05,0.8654,0,0,REL0000417
2051-10,LAX,456904,EXPORT,2430734412.4,29238616.94,DE,OCEAN,0,167.29,26.06,4.344,26.184,0,64.97,94.93,0.5674,0,0,REL0000418
2051-11,NYC,640829,IMPORT,4402403771.14,72748990.84,CN,TRUCK,1,216.72,2.93,6.141,18.438,0,54.07,93.32,0.6645,0,0,REL0000419
2051-12,HOU,459983,IMPORT,3287105755.78,59825600.74,CA,AIR,1,244.25,191.85,29.027,47.084,1,34.59,58.48,1.0645,0,0,REL0000420
2052-01,OAK,905210,IMPORT,7186704035.46,67374305.24,NL,OCEAN,1,55.18,139.24,12.418,14.11,0,29.58,75.04,0.8855,0,0,REL0000421
2052-02,SAV,524332,EXPORT,2450167962.01,50747602.04,IN,AIR,1,157.75,72.96,28.403,42.401,1,16.69,92.57,1.4228,0,0,REL0000422
2052-03,LGB,344692,REEXPORT,582927923.01,787825.94,IT,AIR,0,150.55,182.33,13.513,6.657,0,32.63,49.2,0.5385,1,0,REL0000423
2052-04,SEA,206669,IMPORT,768577711.17,24620987.69,IN,OCEAN,1,126.03,194.5,33.487,48.856,1,6.47,85.16,1.358,0,1,REL0000424
2052-05,SEA,541057,IMPORT,2848072778.38,15746717.56,ID,OCEAN,0,104.41,99.06,7.675,48.335,0,70.64,82.89,0.8615,0,0,REL0000425
2052-06,MIA,628513,IMPORT,3604156127.47,72106258.56,ES,OCEAN,0,177.94,167.44,14.58,26.727,0,37.71,4.25,0.5086,0,0,REL0000426
2052-07,CHI,693129,IMPORT,1112179087.03,71337069.59,FR,OCEAN,1,225.32,13.72,3.886,41.303,0,95.16,54.69,1.0539,0,0,REL0000427
2052-08,HOU,777839,REEXPORT,7982153720.78,13733986.55,CA,AIR,0,149.48,156.94,10.89,42.414,0,96.37,69.54,0.825,1,0,REL0000428
2052-09,LAX,396521,IMPORT,6364698347.02,13590831.36,AU,OCEAN,1,117.51,116.44,3.545,22.117,0,5.37,48.94,1.0834,0,1,REL0000429
2052-10,NYC,697449,IMPORT,4340677498.4,64004331.19,ES,AIR,1,170.73,221.95,8.073,25.02,0,38.48,72.18,1.2242,0,0,REL0000430
2052-11,CHI,901292,IMPORT,2362020383.51,75469408.97,TW,RAIL,1,69.26,3.76,20.202,2.518,0,78.94,96.25,0.9141,0,1,REL0000431
2052-12,SEA,969998,EXPORT,3600336501.23,34425660.3,TW,OCEAN,0,127.13,83.0,25.037,4.42,0,28.07,92.62,1.3504,0,0,REL0000432
2053-01,SAV,161244,IMPORT,7165445100.02,50287332.54,IT,TRUCK,0,107.64,95.73,4.86,6.082,0,49.49,79.73,1.2175,0,0,REL0000433
2053-02,MIA,534784,IMPORT,1701721282.03,35836795.02,TW,TRUCK,1,238.63,101.81,21.934,34.699,0,1.28,97.0,0.9988,0,0,REL0000434
2053-03,NYC,624506,EXPORT,7698656214.4,15700643.38,IT,OCEAN,0,209.56,112.72,7.542,33.37,0,14.52,57.36,1.2415,0,0,REL0000435
2053-04,MIA,934686,EXPORT,984733205.0,1068532.23,CA,OCEAN,1,113.28,115.49,21.741,45.988,0,4.04,51.68,0.9878,0,0,REL0000436
2053-05,OAK,505731,IMPORT,3697205823.79,72663317.94,FR,OCEAN,1,161.39,237.4,16.203,34.811,0,31.9,39.61,1.2862,0,0,REL0000437
2053-06,LGB,261356,IMPORT,2749446312.57,13549281.45,MY,AIR,0,84.01,61.42,6.578,10.225,0,13.08,77.96,0.7133,0,1,REL0000438
2053-07,OAK,817956,EXPORT,2876786101.13,28238852.67,KR,TRUCK,1,121.12,3.6,17.315,26.797,0,18.07,59.5,1.4492,0,0,REL0000439
2053-08,SEA,227172,EXPORT,6443977368.78,43033041.88,IT,AIR,1,197.09,45.17,18.578,3.021,0,8.34,50.68,1.1564,0,1,REL0000440
2053-09,SAV,346348,IMPORT,2542702086.68,45727678.85,KR,POSTAL,1,53.89,167.92,30.527,22.942,0,68.79,1.0,1.0043,0,0,REL0000441
2053-10,SAV,262192,IMPORT,973121607.3,41307248.0,BR,AIR,0,116.14,197.91,12.644,11.764,0,42.21,92.7,1.0807,0,0,REL0000442
2053-11,LGB,432394,EXPORT,5263590672.21,32986056.38,IN,AIR,1,142.01,207.11,34.353,36.79,0,99.8,77.98,1.1449,0,0,REL0000443
2053-12,OAK,459987,IMPORT,6676425517.45,57132610.65,BR,AIR,1,132.91,209.6,23.458,48.021,0,95.84,5.17,0.8317,0,0,REL0000444
2054-01,LGB,678618,IMPORT,809506971.48,14133866.02,CN,TRUCK,1,154.1,71.36,9.119,34.334,0,54.47,51.97,0.6086,0,0,REL0000445
2054-02,NOR,939429,IMPORT,4251059040.66,53147005.1,TH,OCEAN,1,228.45,37.18,34.102,19.961,0,82.61,83.1,1.4334,0,0,REL0000446
2054-03,CHI,287595,IMPORT,4689336258.33,17520757.55,VN,OCEAN,0,118.11,174.52,24.434,17.801,0,79.54,31.05,1.2842,0,0,REL0000447
2054-04,OAK,381352,REEXPORT,6488502711.73,25981503.84,ES,OCEAN,1,171.37,30.52,28.403,15.011,0,86.02,94.95,0.6147,1,0,REL0000448
2054-05,HOU,423006,IMPORT,7477207775.84,60107295.49,IN,OCEAN,0,186.83,87.77,34.993,18.095,0,21.42,36.67,1.2412,0,1,REL0000449
2054-06,OAK,249347,IMPORT,4835979380.0,44631722.37,GB,RAIL,0,92.46,69.13,7.843,12.765,0,58.74,87.77,0.5992,0,0,REL0000450
2054-07,HOU,239145,IMPORT,1082789673.35,9670044.08,TW,OCEAN,1,172.96,143.03,24.551,6.089,0,3.07,39.37,1.4516,0,1,REL0000451
2054-08,CHI,657186,IMPORT,971481449.37,41093692.69,TH,TRUCK,1,128.23,5.18,2.832,2.306,0,64.25,6.51,1.3594,0,0,REL0000452
2054-09,SAV,490410,IMPORT,2484055653.47,3123129.49,CA,AIR,1,191.17,68.66,9.745,7.336,0,12.76,93.94,1.2234,0,0,REL0000453
2054-10,NOR,975587,EXPORT,3128093257.48,77121248.44,FR,TRUCK,0,247.04,85.89,28.274,25.166,0,3.29,38.32,0.7243,0,0,REL0000454
2054-11,MIA,734632,IMPORT,3897667730.96,82765351.1,JP,OCEAN,1,103.23,164.22,4.333,7.186,0,93.44,71.76,1.154,0,1,REL0000455
2054-12,CHI,788446,IMPORT,3505729086.83,12062554.84,ES,AIR,0,74.19,97.37,18.315,23.885,0,47.09,90.87,0.5211,0,0,REL0000456
2055-01,SEA,535139,EXPORT,132383404.12,64888907.01,KR,TRUCK,1,70.17,42.47,16.325,19.644,0,82.02,68.1,0.6274,0,0,REL0000457
2055-02,LAX,292420,EXPORT,5664931287.83,15174266.27,MY,AIR,0,61.27,174.28,24.255,4.066,0,8.88,74.64,0.7541,0,0,REL0000458
2055-03,SEA,375697,EXPORT,5805336028.39,64019492.46,MX,POSTAL,0,130.85,175.82,15.581,39.181,0,28.78,30.13,0.6517,0,0,REL0000459
2055-04,CHI,623646,IMPORT,5755740962.23,38192357.34,JP,OCEAN,0,202.34,134.65,7.36,7.712,0,87.28,84.63,0.8496,0,0,REL0000460
2055-05,CHI,425908,IMPORT,6926079208.75,41059727.85,TH,OCEAN,1,156.79,194.02,28.037,34.878,0,12.54,32.59,1.1185,0,0,REL0000461
2055-06,SEA,320460,IMPORT,492579562.59,60339154.79,GB,RAIL,1,54.93,142.8,29.274,9.579,0,63.29,64.23,0.7586,0,0,REL0000462
2055-07,NYC,238263,EXPORT,6675675621.81,36234040.45,SG,TRUCK,0,165.37,192.74,33.986,37.005,0,40.39,6.09,0.5439,0,1,REL0000463
2055-08,NYC,160205,EXPORT,2834606462.84,1072000.02,ES,OCEAN,0,142.39,201.66,25.42,4.475,0,52.12,11.58,0.5487,0,0,REL0000464
2055-09,MIA,769535,IMPORT,3147337944.24,56425019.47,SG,OCEAN,0,237.07,86.5,19.473,26.333,1,52.39,48.7,0.892,0,0,REL0000465
2055-10,HOU,746937,IMPORT,5749409195.0,49460162.91,MY,AIR,0,116.95,178.57,12.142,11.003,1,12.14,94.15,0.8275,0,1,REL0000466
2055-11,NYC,767001,IMPORT,741746204.24,53491938.08,CN,OCEAN,1,195.7,198.87,33.938,46.909,0,76.53,8.96,0.7335,0,0,REL0000467
2055-12,LGB,916472,IMPORT,5200955094.08,83179902.7,TW,TRUCK,0,123.21,236.6,9.453,6.029,0,56.62,39.14,0.5907,0,0,REL0000468
2056-01,NYC,386227,IMPORT,1183473528.32,33254323.13,GB,RAIL,0,71.47,65.53,31.831,40.484,0,40.89,14.59,0.9502,0,1,REL0000469
2056-02,HOU,394406,EXPORT,928403974.23,72673916.67,TH,OCEAN,0,68.84,139.46,15.126,34.566,0,30.79,40.94,0.6399,0,1,REL0000470
2056-03,NYC,719668,IMPORT,4031597074.92,68824731.03,FR,TRUCK,1,150.62,113.38,4.572,13.068,0,2.43,51.65,1.1275,0,0,REL0000471
2056-04,OAK,190951,IMPORT,110096790.53,59916981.71,CA,AIR,1,117.84,155.55,8.369,42.339,0,77.21,42.73,1.1111,0,0,REL0000472
2056-05,OAK,337548,IMPORT,1817236844.49,15144505.88,ID,OCEAN,1,138.3,237.74,5.876,4.045,1,95.53,16.24,0.8911,0,1,REL0000473
2056-06,MIA,767230,IMPORT,1569967064.95,31350261.19,ES,OCEAN,1,163.98,54.42,25.943,34.821,1,58.54,8.99,0.7403,0,0,REL0000474
2056-07,OAK,790872,EXPORT,5856610545.65,75870054.27,DE,OCEAN,1,91.89,35.0,18.47,30.196,0,78.55,46.53,0.7923,0,0,REL0000475
2056-08,OAK,878610,EXPORT,4668028206.8,44601707.09,KR,AIR,0,130.2,186.57,11.057,3.245,0,49.08,45.54,0.9095,0,0,REL0000476
2056-09,LAX,335834,IMPORT,7311903190.78,27017949.13,DE,OCEAN,0,80.77,156.98,16.389,24.132,0,23.63,58.07,0.8699,0,1,REL0000477
2056-10,OAK,873267,IMPORT,6362895394.53,59416895.54,IN,OCEAN,1,114.23,236.93,26.454,2.242,0,59.25,5.52,0.6928,0,0,REL0000478
2056-11,SAV,267882,REEXPORT,5801160849.49,78758115.7,IT,TRUCK,1,136.18,204.56,29.288,44.157,0,89.73,31.3,1.3321,1,0,REL0000479
2056-12,LAX,622574,EXPORT,4212188103.87,76224911.73,IN,AIR,0,55.64,167.79,27.9,17.2,0,20.79,49.51,0.596,0,0,REL0000480
2057-01,SEA,321145,EXPORT,3462695093.74,7669582.39,MX,AIR,1,182.54,102.19,10.682,9.564,0,23.19,36.42,0.5697,0,0,REL0000481
2057-02,NYC,409880,REEXPORT,7730763683.96,62853837.57,SG,OCEAN,0,166.97,99.17,33.734,34.706,0,68.25,16.22,0.8411,1,0,REL0000482
2057-03,LAX,615227,EXPORT,6302601076.21,35647861.52,ID,OCEAN,0,139.82,21.86,12.518,49.108,0,66.42,44.36,0.9136,0,1,REL0000483
2057-04,SAV,212395,EXPORT,6089701621.11,83253708.13,NL,OCEAN,1,159.99,134.38,16.411,15.478,0,44.02,17.29,1.3774,0,0,REL0000484
2057-05,NYC,258647,IMPORT,59153947.05,83486062.4,VN,AIR,0,193.72,61.77,23.246,37.526,0,35.35,84.81,0.9871,0,0,REL0000485
2057-06,NYC,531914,EXPORT,3850056808.38,65710372.35,MX,AIR,1,53.22,134.01,0.78,43.822,0,40.28,3.59,0.5802,0,0,REL0000486
2057-07,NOR,838654,EXPORT,2419111195.19,9514326.44,ID,OCEAN,1,59.56,130.45,6.626,49.346,0,69.97,88.98,1.2984,0,1,REL0000487
2057-08,HOU,454203,IMPORT,5747017094.71,74527530.0,MX,TRUCK,0,129.34,184.61,8.891,47.441,0,65.25,26.7,1.4677,0,0,REL0000488
2057-09,OAK,241730,EXPORT,5101545033.62,56898479.95,AU,RAIL,1,102.59,141.05,17.679,36.714,0,13.5,53.02,0.9912,0,0,REL0000489
2057-10,LGB,592201,IMPORT,620879944.58,26986017.52,MX,OCEAN,1,92.56,212.12,30.779,36.152,0,19.71,39.53,1.4525,0,0,REL0000490
2057-11,SEA,513035,IMPORT,1553210060.27,41733570.63,TH,OCEAN,1,194.49,31.78,16.68,22.134,0,76.22,62.18,0.8612,0,0,REL0000491
2057-12,LGB,790231,EXPORT,6260717257.65,75726074.35,FR,OCEAN,0,140.44,43.22,30.57,15.502,0,57.01,24.33,0.6832,0,0,REL0000492
2058-01,NOR,564637,EXPORT,896007769.91,62352111.16,GB,AIR,1,191.57,90.47,13.492,33.376,0,58.4,69.13,1.0119,0,0,REL0000493
2058-02,SAV,273928,IMPORT,7144701603.14,26584405.35,CA,RAIL,1,234.95,16.51,12.593,6.451,0,81.46,80.75,1.3741,0,0,REL0000494
2058-03,MIA,638351,EXPORT,5093674780.83,46257712.38,CN,TRUCK,1,72.38,36.79,16.016,18.107,0,30.23,73.57,0.5045,0,0,REL0000495
2058-04,LGB,334182,IMPORT,1388115781.22,23278955.06,ID,OCEAN,1,181.35,67.32,23.875,17.853,0,56.74,87.95,0.5341,0,1,REL0000496
2058-05,HOU,501197,EXPORT,1383538771.88,72127821.35,BR,TRUCK,1,180.36,148.86,20.254,43.68,0,30.91,17.6,1.476,0,0,REL0000497
2058-06,HOU,737339,EXPORT,2485242048.81,45508290.71,FR,OCEAN,1,112.56,238.9,12.123,1.904,0,93.47,23.31,1.3078,0,0,REL0000498
2058-07,SEA,757525,IMPORT,5541544653.0,68418209.36,FR,OCEAN,0,119.89,135.95,6.031,35.2,0,92.36,50.69,0.6733,0,0,REL0000499
2058-08,OAK,736280,IMPORT,7472405661.85,9537830.32,FR,AIR,1,177.68,168.07,29.77,24.345,0,45.18,40.51,1.457,0,1,REL0000500
2058-09,CHI,708239,EXPORT,6534716533.66,45582567.05,IN,OCEAN,0,129.28,37.26,30.575,25.563,0,75.22,41.58,1.1572,0,0,REL0000501
2058-10,HOU,367619,IMPORT,3415479525.03,64404796.23,TW,PIPELINE,1,216.99,142.74,12.51,12.942,0,52.65,33.68,1.2391,0,0,REL0000502
2058-11,MIA,211664,IMPORT,2738494455.74,74899357.7,BR,AIR,1,77.97,214.84,7.438,18.658,0,58.94,27.13,1.3544,0,1,REL0000503
2058-12,MIA,104069,EXPORT,2374963219.41,25134958.32,NL,AIR,0,160.58,27.36,3.594,16.386,0,18.82,61.69,0.7458,0,1,REL0000504
2059-01,SAV,660005,EXPORT,6945758399.02,59888821.24,VN,AIR,0,128.89,66.93,7.122,23.336,0,55.5,11.86,1.3362,0,1,REL0000505
2059-02,OAK,318769,IMPORT,6487030027.69,36270372.7,TH,AIR,0,203.72,95.06,29.017,10.389,0,18.67,70.7,1.3438,0,0,REL0000506
2059-03,CHI,909403,IMPORT,1729414459.01,75078939.66,ES,OCEAN,0,87.71,137.05,32.299,8.439,0,99.58,40.9,1.0045,0,0,REL0000507
2059-04,MIA,358314,IMPORT,2402852951.66,78311575.4,CA,TRUCK,1,180.61,32.72,12.625,44.578,0,22.56,74.69,0.625,0,0,REL0000508
2059-05,LGB,754212,EXPORT,4420111302.69,32906764.36,IN,AIR,0,175.05,46.76,34.136,10.524,0,83.47,20.11,1.1797,0,0,REL0000509
2059-06,CHI,217140,IMPORT,5477949050.06,30187273.48,ID,AIR,1,80.59,104.37,25.37,41.225,0,79.08,74.11,1.2052,0,0,REL0000510
2059-07,MIA,732786,IMPORT,886177906.45,69788098.99,SG,OCEAN,1,143.05,120.23,24.601,34.442,0,65.68,36.99,0.8721,0,0,REL0000511
2059-08,NYC,174427,IMPORT,439897143.73,52494196.14,MY,OCEAN,1,131.76,61.96,20.984,17.114,0,41.71,72.9,0.6808,0,1,REL0000512
2059-09,NYC,983101,IMPORT,5470439721.21,57605753.2,CN,OCEAN,0,123.07,112.61,13.78,35.61,0,62.39,53.55,0.755,0,0,REL0000513
2059-10,MIA,509095,IMPORT,2655233016.32,59862943.14,IN,TRUCK,1,228.37,63.1,32.121,12.321,0,17.69,29.12,0.5764,0,0,REL0000514
2059-11,OAK,989029,REEXPORT,680121091.61,34854202.92,MY,OCEAN,1,147.98,136.32,16.444,6.104,0,19.67,19.42,0.9003,1,0,REL0000515
2059-12,NOR,838936,IMPORT,6793121860.31,5241018.48,BR,RAIL,1,161.55,21.74,9.034,24.394,0,6.17,62.07,0.5293,0,0,REL0000516
2060-01,SEA,526885,IMPORT,6367430454.0,73559241.07,ES,AIR,0,188.12,211.22,32.301,17.103,0,89.0,55.64,0.5157,0,0,REL0000517
2060-02,OAK,612750,EXPORT,286731008.92,10147652.36,NL,OCEAN,1,217.09,20.44,32.055,15.568,0,75.33,51.44,0.7981,0,1,REL0000518
2060-03,SEA,833907,EXPORT,4433743603.98,50021271.53,MY,OCEAN,1,172.48,94.07,4.294,35.107,0,13.43,11.65,1.1726,0,0,REL0000519
2060-04,NYC,348044,EXPORT,985830351.36,32243999.26,MX,AIR,0,90.15,96.53,32.731,26.963,0,5.2,10.41,1.444,0,0,REL0000520
2060-05,NYC,106544,IMPORT,7771298654.11,29686714.51,IN,TRUCK,1,168.04,138.78,18.675,34.461,0,79.17,76.65,0.8486,0,0,REL0000521
2060-06,OAK,501819,IMPORT,2513076570.03,26725163.8,TH,OCEAN,1,159.45,129.77,23.697,9.926,0,78.86,94.87,1.2871,0,1,REL0000522
2060-07,LAX,204765,IMPORT,6441095306.87,11736954.11,AU,TRUCK,0,76.73,115.73,14.146,18.589,0,62.83,25.39,0.5543,0,0,REL0000523
2060-08,NYC,816813,EXPORT,5939649045.44,34913788.43,SG,OCEAN,1,61.2,212.46,2.413,46.871,1,74.98,55.7,1.3569,0,0,REL0000524
2060-09,LGB,995650,IMPORT,184353618.98,22668909.12,DE,AIR,1,60.59,40.97,30.053,30.056,0,63.26,69.23,0.7404,0,0,REL0000525
2060-10,NOR,138832,IMPORT,5552980552.19,31821310.94,MY,OCEAN,1,202.17,109.13,5.664,40.677,0,67.21,88.46,0.6824,0,0,REL0000526
2060-11,HOU,463483,EXPORT,1694050113.7,63527953.64,AU,TRUCK,1,188.51,123.64,16.931,23.666,0,17.17,35.18,0.973,0,0,REL0000527
2060-12,LGB,397079,IMPORT,1813648104.3,39835766.09,ID,TRUCK,1,114.42,51.42,29.157,44.229,0,61.75,86.85,1.2349,0,1,REL0000528
2061-01,SAV,186486,IMPORT,5852806228.47,15472448.32,IT,POSTAL,1,220.69,198.63,29.542,12.528,0,55.26,19.27,1.2495,0,1,REL0000529
2061-02,SAV,151698,EXPORT,4723371509.17,64822636.79,SG,OCEAN,0,239.71,76.58,2.353,3.589,0,77.53,62.83,1.181,0,0,REL0000530
2061-03,OAK,933254,EXPORT,4680206147.38,72681989.9,TH,AIR,1,62.32,225.91,11.016,29.866,0,52.87,64.25,0.6429,0,1,REL0000531
2061-04,CHI,858170,IMPORT,1481338846.71,25701173.76,NL,TRUCK,1,220.46,138.07,6.852,9.818,0,11.65,21.19,0.6182,0,0,REL0000532
2061-05,HOU,231277,EXPORT,4712934634.85,75587771.04,BR,OCEAN,1,54.23,143.73,12.543,9.829,0,47.84,13.74,1.4873,0,0,REL0000533
2061-06,SAV,558866,EXPORT,6480079660.23,66791072.22,ES,OCEAN,0,143.41,22.63,19.323,10.791,0,96.77,89.08,1.2851,0,1,REL0000534
2061-07,SAV,415323,IMPORT,1514996994.68,31604579.37,TH,AIR,1,247.74,136.33,5.509,19.852,0,65.65,39.05,0.9135,0,0,REL0000535
2061-08,LGB,323000,IMPORT,4263910260.54,19756085.19,MX,OCEAN,1,58.17,72.94,1.863,32.937,0,89.29,63.01,0.7388,0,0,REL0000536
2061-09,SEA,153744,IMPORT,5944516628.92,15989185.2,IT,OCEAN,0,183.13,197.91,20.583,25.483,0,48.49,86.12,1.0216,0,0,REL0000537
2061-10,NOR,185221,EXPORT,260128840.57,35604887.6,SG,TRUCK,1,73.1,146.62,31.873,43.702,0,71.03,40.0,1.2749,0,0,REL0000538
2061-11,LGB,725424,IMPORT,1168555922.98,58239858.23,JP,AIR,1,112.51,99.72,5.764,40.611,0,88.34,99.28,0.9899,0,0,REL0000539
2061-12,HOU,117636,IMPORT,2345467040.86,25917782.35,CA,OCEAN,1,203.65,36.65,22.762,27.689,0,60.59,89.46,1.4707,0,0,REL0000540
2062-01,CHI,318536,IMPORT,443688833.7,48943096.1,IN,AIR,1,201.13,89.22,10.212,33.866,0,96.45,34.95,1.0268,0,0,REL0000541
2062-02,SAV,277167,EXPORT,6338702893.83,27682182.04,AU,OCEAN,0,238.26,53.41,9.453,30.447,0,8.94,24.94,0.9319,0,0,REL0000542
2062-03,MIA,330131,EXPORT,530558097.17,14394514.81,IT,AIR,1,171.36,11.4,26.116,13.26,0,85.05,7.9,1.4191,0,0,REL0000543
2062-04,NYC,347721,EXPORT,249329487.66,82965080.51,TW,OCEAN,1,116.77,119.29,18.523,34.22,0,25.1,91.61,0.5845,0,0,REL0000544
2062-05,LAX,735576,IMPORT,3031508594.16,35537201.3,JP,OCEAN,1,118.36,145.77,18.029,31.012,0,97.38,93.71,0.6867,0,0,REL0000545
2062-06,LGB,342949,EXPORT,1578776945.43,71050885.52,TH,TRUCK,0,93.61,27.68,33.352,49.668,0,58.41,82.04,1.4979,0,0,REL0000546
2062-07,NOR,319864,IMPORT,1796818671.69,71003856.52,IT,OCEAN,1,195.63,85.29,19.751,24.226,0,54.73,79.64,1.2641,0,0,REL0000547
2062-08,SEA,673338,REEXPORT,636131852.62,40858179.78,GB,TRUCK,1,196.9,155.76,32.254,46.437,0,3.79,64.51,0.9707,1,1,REL0000548
2062-09,HOU,312473,EXPORT,2740781021.27,8187304.67,DE,OCEAN,0,225.44,146.35,21.615,13.151,0,96.08,87.59,0.5857,0,0,REL0000549
2062-10,LAX,386194,EXPORT,5748976557.97,60516045.67,MX,OCEAN,0,67.87,153.86,6.393,46.35,0,45.28,87.89,0.7154,0,0,REL0000550
