tech_cyber_incident_date,tech_cyber_reporting_country_iso2,tech_cyber_sector_nis2_code,tech_cyber_entity_size_class,tech_cyber_incident_type_code,tech_cyber_attack_vector_code,tech_cyber_ransomware_flag,tech_cyber_service_disruption_hours,tech_cyber_records_exposed_count,tech_cyber_data_breach_gdpr_notification_flag,tech_cyber_time_to_detect_hours_median,tech_cyber_time_to_recover_hours_median,tech_cyber_financial_loss_eur_estimate,tech_cyber_incident_severity_level,tech_cyber_csirt_involved_flag,tech_cyber_cross_border_impact_flag,tech_cyber_enisa_reporting_flag,tech_cyber_sanctions_imposed_flag,tech_cyber_data_source,tech_cyber_data_extract_date
2024-09-20,FI,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,58.72,4784,1,118.16,137.21,3144463.0,MEDIUM,0,1,0,0,SECTORAL_REGULATOR,2024-06-03
2024-10-01,LV,POSTAL,MICRO,MALWARE,USB,0,66.73,187735,0,103.17,327.81,4537198.8,LOW,0,0,1,0,ENISA_PORTAL,2024-04-03
2024-10-12,RO,TRANSPORT,LARGE,PHISHING,WEB_APP,0,219.94,118005,0,136.86,18.39,15505692.73,CRITICAL,1,0,1,0,INSURANCE_CLAIMS_DB,2024-03-14
2024-10-23,BG,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,228.51,24464,0,45.83,1.5,7366187.73,HIGH,1,0,0,0,NATIONAL_AUTHORITY,2024-12-31
2024-11-03,FR,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,67.45,12004,1,108.26,249.18,18101633.91,MEDIUM,0,1,0,0,CSIRT_REPORTING,2024-07-25
2024-11-14,LT,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,115.16,36289,0,144.9,330.2,3266119.45,LOW,0,0,1,0,SECTORAL_REGULATOR,2024-07-04
2024-11-25,SK,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,311.7,218690,1,24.92,320.65,3626682.89,CRITICAL,0,0,1,0,ENISA_PORTAL,2026-02-23
2024-12-06,HR,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,88.37,209112,0,124.47,204.34,19732808.52,HIGH,1,0,0,0,INSURANCE_CLAIMS_DB,2026-01-11
2024-12-17,DE,FIN_MARKETS,SMALL,MALWARE,USB,0,105.89,51762,0,122.57,35.79,21038229.45,MEDIUM,0,0,1,0,NATIONAL_AUTHORITY,2024-07-06
2024-12-28,LU,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,14.55,171130,0,146.24,267.65,13822630.74,LOW,0,0,0,0,CSIRT_REPORTING,2024-01-18
2025-01-08,SI,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,161.01,191009,1,75.91,29.75,17726898.18,CRITICAL,1,0,1,0,SECTORAL_REGULATOR,2026-01-29
2025-01-19,CY,HEALTH,MEDIUM,DATA_BREACH,RDP,0,80.38,116302,1,103.28,61.99,7164855.49,HIGH,1,0,0,0,ENISA_PORTAL,2024-02-28
2025-01-30,GR,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,126.83,58033,0,124.96,147.05,48902.68,MEDIUM,0,0,0,0,INSURANCE_CLAIMS_DB,2025-11-21
2025-02-10,MT,ENERGY,MICRO,RANSOMWARE,EMAIL,1,324.26,136161,0,141.25,276.43,10299345.61,LOW,0,0,0,0,NATIONAL_AUTHORITY,2025-04-24
2025-02-21,ES,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,21.96,140607,0,161.18,325.68,12403726.84,CRITICAL,1,0,0,0,CSIRT_REPORTING,2025-07-15
2025-03-04,CZ,POSTAL,MEDIUM,MALWARE,USB,0,87.6,165910,0,75.5,9.18,20190837.83,HIGH,1,0,0,0,SECTORAL_REGULATOR,2024-03-10
2025-03-15,HU,TRANSPORT,SMALL,PHISHING,WEB_APP,0,61.67,16221,1,118.46,176.1,11303050.78,MEDIUM,0,0,0,0,ENISA_PORTAL,2024-01-26
2025-03-26,NL,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,77.94,22501,0,116.12,234.25,15033022.19,LOW,0,0,0,0,INSURANCE_CLAIMS_DB,2024-04-15
2025-04-06,SE,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,169.65,57324,0,6.38,352.34,21014339.46,CRITICAL,1,0,0,0,NATIONAL_AUTHORITY,2024-02-12
2025-04-17,DK,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,11.33,199359,0,144.57,20.91,17243827.73,HIGH,1,1,0,0,CSIRT_REPORTING,2025-01-04
2025-04-28,IE,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,80.77,123927,1,26.37,240.53,239801.76,MEDIUM,1,0,0,0,SECTORAL_REGULATOR,2024-12-24
2025-05-09,PL,FOOD,MICRO,INSIDER,THIRD_PARTY,0,203.05,162740,0,145.22,359.81,14942692.24,LOW,0,0,1,0,ENISA_PORTAL,2025-08-11
2025-05-20,AT,FIN_MARKETS,LARGE,MALWARE,USB,0,8.93,227755,0,35.76,51.12,13242158.64,CRITICAL,1,1,0,0,INSURANCE_CLAIMS_DB,2024-05-11
2025-05-31,EE,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,38.78,189250,0,83.92,214.49,6593766.97,HIGH,0,1,1,0,NATIONAL_AUTHORITY,2024-05-28
2025-06-11,IT,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,204.85,199572,0,140.44,290.12,19229718.27,MEDIUM,0,0,0,0,CSIRT_REPORTING,2025-07-05
2025-06-22,PT,HEALTH,MICRO,DATA_BREACH,RDP,0,68.91,241097,1,111.34,4.47,11935065.3,LOW,0,0,0,0,SECTORAL_REGULATOR,2025-09-25
2025-07-03,BE,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,127.95,233230,0,28.06,322.01,6060468.89,CRITICAL,0,1,1,0,ENISA_PORTAL,2025-01-20
2025-07-14,FI,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,118.06,109694,1,39.26,305.51,30963145.17,HIGH,1,0,1,0,INSURANCE_CLAIMS_DB,2024-10-01
2025-07-25,LV,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,178.47,103422,0,38.39,163.2,2500346.04,MEDIUM,0,0,1,0,NATIONAL_AUTHORITY,2024-12-12
2025-08-05,RO,POSTAL,MICRO,MALWARE,USB,0,189.84,197110,0,35.87,89.97,7134787.19,LOW,0,0,0,0,CSIRT_REPORTING,2024-10-27
2025-08-16,BG,TRANSPORT,LARGE,PHISHING,WEB_APP,0,78.0,49597,0,124.05,20.69,9713610.21,CRITICAL,1,1,0,0,SECTORAL_REGULATOR,2024-01-15
2025-08-27,FR,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,1,259.77,4401,0,80.29,207.96,8159734.82,HIGH,1,1,1,0,ENISA_PORTAL,2024-12-19
2025-09-07,LT,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,23.43,223769,0,79.08,76.8,16712655.42,MEDIUM,0,0,0,0,INSURANCE_CLAIMS_DB,2024-05-14
2025-09-18,SK,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,116.39,180202,0,164.17,311.09,18002278.47,LOW,0,0,1,0,NATIONAL_AUTHORITY,2024-06-24
2025-09-29,HR,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,205.11,49256,1,96.91,308.46,639798.33,CRITICAL,0,0,0,0,CSIRT_REPORTING,2025-01-31
2025-10-10,DE,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,62.56,214447,0,45.04,120.26,21216761.57,HIGH,1,0,1,0,SECTORAL_REGULATOR,2024-11-11
2025-10-21,LU,FIN_MARKETS,SMALL,MALWARE,USB,0,70.57,211283,0,139.43,267.15,19799982.89,MEDIUM,0,0,1,0,ENISA_PORTAL,2025-04-30
2025-11-01,SI,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,143.1,242036,0,150.83,149.93,3796740.2,LOW,0,0,1,0,INSURANCE_CLAIMS_DB,2025-01-08
2025-11-12,CY,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,21.26,5126,0,44.3,209.45,17900184.39,CRITICAL,0,0,0,0,NATIONAL_AUTHORITY,2024-08-25
2025-11-23,GR,HEALTH,MEDIUM,DATA_BREACH,RDP,0,183.91,205232,1,37.57,80.76,1659818.05,HIGH,1,0,1,0,CSIRT_REPORTING,2026-01-22
2025-12-04,MT,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,228.23,207847,0,67.68,283.97,5034221.42,MEDIUM,0,0,1,0,SECTORAL_REGULATOR,2024-05-23
2025-12-15,ES,ENERGY,MICRO,RANSOMWARE,EMAIL,1,226.29,177848,0,104.87,19.49,7562743.29,LOW,1,0,0,0,ENISA_PORTAL,2024-02-05
2025-12-26,CZ,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,235.11,170395,0,39.7,265.65,4061703.59,CRITICAL,0,0,0,0,INSURANCE_CLAIMS_DB,2025-01-11
2026-01-06,HU,POSTAL,MEDIUM,MALWARE,USB,0,200.5,48120,0,61.84,302.77,14230788.36,HIGH,1,0,0,0,NATIONAL_AUTHORITY,2024-09-20
2026-01-17,NL,TRANSPORT,SMALL,PHISHING,WEB_APP,0,29.59,86304,0,24.35,185.24,19877720.63,MEDIUM,0,0,1,0,CSIRT_REPORTING,2024-09-14
2026-01-28,SE,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,1,306.93,140766,0,91.68,380.86,32939606.23,LOW,0,1,0,0,SECTORAL_REGULATOR,2025-06-07
2026-02-08,DK,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,101.14,177313,0,79.61,327.14,12190478.41,CRITICAL,1,1,0,0,ENISA_PORTAL,2024-12-25
2026-02-19,IE,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,81.62,139400,0,94.52,147.33,8527202.07,HIGH,0,0,0,0,INSURANCE_CLAIMS_DB,2026-01-30
2018-01-05,PL,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,246.07,242484,0,53.38,10.63,19370794.94,MEDIUM,0,0,0,0,NATIONAL_AUTHORITY,2025-09-10
2018-01-16,AT,FOOD,MICRO,INSIDER,THIRD_PARTY,0,79.55,138314,0,145.01,209.47,20503715.52,LOW,0,0,1,0,CSIRT_REPORTING,2026-01-25
2018-01-27,EE,FIN_MARKETS,LARGE,MALWARE,USB,0,25.11,155883,0,161.14,261.21,9618359.67,CRITICAL,1,1,1,0,SECTORAL_REGULATOR,2024-12-27
2018-02-07,IT,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,160.83,154851,0,40.64,352.5,16438688.61,HIGH,1,0,0,0,ENISA_PORTAL,2025-04-23
2018-02-18,PT,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,35.66,194886,0,92.44,351.49,14145676.31,MEDIUM,0,1,0,0,INSURANCE_CLAIMS_DB,2024-08-21
2018-03-01,BE,HEALTH,MICRO,DATA_BREACH,RDP,0,14.01,101633,0,145.18,298.86,15194393.73,LOW,1,0,0,0,NATIONAL_AUTHORITY,2025-10-10
2018-03-12,FI,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,42.02,228920,0,9.17,259.38,11630070.54,CRITICAL,0,1,0,0,CSIRT_REPORTING,2026-02-02
2018-03-23,LV,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,103.04,40411,1,48.34,393.37,4436558.59,HIGH,0,0,0,0,SECTORAL_REGULATOR,2024-09-24
2018-04-03,RO,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,60.27,93252,0,124.9,245.7,16446111.81,MEDIUM,0,0,0,0,ENISA_PORTAL,2025-11-10
2018-04-14,BG,POSTAL,MICRO,MALWARE,USB,0,102.99,5789,1,29.19,144.1,11450853.95,LOW,0,0,1,0,INSURANCE_CLAIMS_DB,2025-01-19
2018-04-25,FR,TRANSPORT,LARGE,PHISHING,WEB_APP,1,266.36,119574,0,78.2,216.0,23431580.61,CRITICAL,1,0,0,0,NATIONAL_AUTHORITY,2024-09-28
2018-05-06,LT,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,9.94,143029,1,140.69,470.87,17264155.2,HIGH,1,0,0,0,CSIRT_REPORTING,2025-07-07
2018-05-17,SK,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,234.02,248432,0,21.95,176.37,2252096.46,MEDIUM,0,0,0,0,SECTORAL_REGULATOR,2024-03-23
2018-05-28,HR,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,56.88,136891,0,33.26,257.91,18187699.22,LOW,0,0,0,0,ENISA_PORTAL,2024-05-16
2018-06-08,DE,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,229.4,56620,1,143.4,70.2,20446340.56,CRITICAL,0,1,0,0,INSURANCE_CLAIMS_DB,2025-08-19
2018-06-19,LU,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,115.03,189084,1,90.81,29.57,9928375.76,HIGH,1,0,1,0,NATIONAL_AUTHORITY,2025-11-05
2018-06-30,SI,FIN_MARKETS,SMALL,MALWARE,USB,0,12.26,95683,0,125.33,72.66,20462821.88,MEDIUM,0,1,0,0,CSIRT_REPORTING,2025-05-07
2018-07-11,CY,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,136.0,93947,0,124.83,120.08,18437674.76,LOW,0,0,0,0,SECTORAL_REGULATOR,2024-11-09
2018-07-22,GR,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,36.88,25397,0,14.35,59.39,9374974.19,CRITICAL,1,1,0,0,ENISA_PORTAL,2025-03-12
2018-08-02,MT,HEALTH,MEDIUM,DATA_BREACH,RDP,0,102.58,170421,1,43.28,123.11,379841.42,HIGH,1,0,1,0,INSURANCE_CLAIMS_DB,2024-09-18
2018-08-13,ES,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,82.02,63055,0,46.38,142.91,15424311.61,MEDIUM,1,0,1,0,NATIONAL_AUTHORITY,2024-01-30
2018-08-24,CZ,ENERGY,MICRO,RANSOMWARE,EMAIL,1,224.21,64769,1,71.14,383.47,8703183.88,LOW,0,0,1,0,CSIRT_REPORTING,2024-09-30
2018-09-04,HU,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,1,272.3,87936,0,153.35,158.24,32476870.12,CRITICAL,1,0,1,0,SECTORAL_REGULATOR,2025-06-05
2018-09-15,NL,POSTAL,MEDIUM,MALWARE,USB,0,27.03,163320,1,43.69,28.09,18676883.27,HIGH,1,0,1,0,ENISA_PORTAL,2025-06-01
2018-09-26,SE,TRANSPORT,SMALL,PHISHING,WEB_APP,0,74.86,60118,0,41.13,205.22,4217142.22,MEDIUM,1,0,0,0,INSURANCE_CLAIMS_DB,2024-03-01
2018-10-07,DK,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,114.04,37224,0,108.28,280.36,8453198.8,LOW,0,0,0,0,NATIONAL_AUTHORITY,2024-04-21
2018-10-18,IE,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,204.2,61070,1,81.72,67.47,20556223.64,CRITICAL,0,1,1,1,CSIRT_REPORTING,2024-05-24
2018-10-29,PL,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,55.14,95274,0,134.74,257.76,1516395.11,HIGH,1,0,0,0,SECTORAL_REGULATOR,2024-01-10
2018-11-09,AT,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,268.61,110993,1,54.17,149.12,29614864.26,MEDIUM,1,0,1,0,ENISA_PORTAL,2024-09-02
2018-11-20,EE,FOOD,MICRO,INSIDER,THIRD_PARTY,0,165.45,227381,0,67.21,131.09,6646432.34,LOW,0,0,1,0,INSURANCE_CLAIMS_DB,2024-01-10
2018-12-01,IT,FIN_MARKETS,LARGE,MALWARE,USB,1,285.96,179228,0,166.62,35.73,17966992.43,CRITICAL,1,0,0,0,NATIONAL_AUTHORITY,2024-08-26
2018-12-12,PT,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,22.02,107949,0,158.3,161.79,7361059.81,HIGH,1,1,0,0,CSIRT_REPORTING,2025-12-17
2018-12-23,BE,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,102.11,177119,0,70.85,381.19,14550888.48,MEDIUM,0,1,1,0,SECTORAL_REGULATOR,2025-05-11
2019-01-03,FI,HEALTH,MICRO,DATA_BREACH,RDP,0,202.84,145518,1,80.31,176.14,1091714.0,LOW,1,0,0,0,ENISA_PORTAL,2025-10-24
2019-01-14,LV,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,118.59,26755,0,61.24,47.06,15822745.18,CRITICAL,1,0,1,0,INSURANCE_CLAIMS_DB,2024-05-25
2019-01-25,RO,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,171.09,168780,0,82.72,446.22,15152093.41,HIGH,0,0,1,0,NATIONAL_AUTHORITY,2025-02-10
2019-02-05,BG,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,231.48,112464,0,147.71,291.51,13162370.09,MEDIUM,0,0,0,0,CSIRT_REPORTING,2025-06-22
2019-02-16,FR,POSTAL,MICRO,MALWARE,USB,0,162.2,50369,0,33.28,44.49,9760388.73,LOW,0,0,1,0,SECTORAL_REGULATOR,2024-10-23
2019-02-27,LT,TRANSPORT,LARGE,PHISHING,WEB_APP,0,55.5,33332,0,85.68,332.74,17997814.38,CRITICAL,0,0,1,0,ENISA_PORTAL,2026-01-30
2019-03-10,SK,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,60.43,215491,0,58.91,482.74,18253268.38,HIGH,1,0,0,0,INSURANCE_CLAIMS_DB,2025-03-10
2019-03-21,HR,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,168.47,145950,1,36.76,157.23,19711021.82,MEDIUM,0,1,0,0,NATIONAL_AUTHORITY,2024-12-14
2019-04-01,DE,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,0,107.17,168726,0,61.89,239.77,13147162.87,LOW,0,0,0,0,CSIRT_REPORTING,2025-06-03
2019-04-12,LU,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,320.44,12026,0,154.59,47.32,17146892.72,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2025-05-29
2019-04-23,SI,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,158.28,197928,0,76.75,191.68,8290912.02,HIGH,0,0,0,0,ENISA_PORTAL,2025-09-13
2019-05-04,CY,FIN_MARKETS,SMALL,MALWARE,USB,0,40.92,165970,0,52.99,219.93,3325030.94,MEDIUM,1,0,0,0,INSURANCE_CLAIMS_DB,2024-05-01
2019-05-15,GR,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,120.51,92122,0,22.21,164.81,3488516.55,LOW,0,0,1,0,NATIONAL_AUTHORITY,2026-02-15
2019-05-26,MT,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,191.93,44394,0,145.94,86.48,19648136.92,CRITICAL,1,0,0,0,CSIRT_REPORTING,2024-05-30
2019-06-06,ES,HEALTH,MEDIUM,DATA_BREACH,RDP,0,236.51,206104,1,55.54,62.92,9863202.89,HIGH,1,1,1,0,SECTORAL_REGULATOR,2025-02-22
2019-06-17,CZ,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,192.47,238990,0,126.31,179.01,20066516.12,MEDIUM,0,0,0,0,ENISA_PORTAL,2025-01-26
2019-06-28,HU,ENERGY,MICRO,RANSOMWARE,EMAIL,1,58.61,64540,1,142.51,183.55,29329377.95,LOW,0,0,1,0,INSURANCE_CLAIMS_DB,2025-01-13
2019-07-09,NL,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,41.1,206988,0,66.55,59.71,9658742.71,CRITICAL,1,0,0,0,NATIONAL_AUTHORITY,2024-11-15
2019-07-20,SE,POSTAL,MEDIUM,MALWARE,USB,0,127.58,184402,0,81.8,348.84,9876204.16,HIGH,1,1,0,0,CSIRT_REPORTING,2024-11-12
2019-07-31,DK,TRANSPORT,SMALL,PHISHING,WEB_APP,0,100.21,210371,0,143.77,193.02,13203139.69,MEDIUM,0,1,0,0,SECTORAL_REGULATOR,2025-11-01
2019-08-11,IE,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,135.0,150515,0,96.59,110.67,4191850.77,LOW,0,1,1,0,ENISA_PORTAL,2024-09-08
2019-08-22,PL,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,149.29,109315,0,107.55,24.84,12360262.73,CRITICAL,1,0,0,0,INSURANCE_CLAIMS_DB,2025-05-04
2019-09-02,AT,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,231.89,112067,0,146.87,246.15,681430.71,HIGH,1,1,1,0,NATIONAL_AUTHORITY,2026-02-09
2019-09-13,EE,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,164.19,23354,1,136.32,48.26,24859513.87,MEDIUM,1,0,0,0,CSIRT_REPORTING,2025-03-17
2019-09-24,IT,FOOD,MICRO,INSIDER,THIRD_PARTY,0,84.62,205014,0,50.72,159.06,16381617.42,LOW,1,0,0,0,SECTORAL_REGULATOR,2024-06-24
2019-10-05,PT,FIN_MARKETS,LARGE,MALWARE,USB,0,210.12,147374,0,35.77,20.04,15098573.0,CRITICAL,1,0,0,0,ENISA_PORTAL,2024-10-30
2019-10-16,BE,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,138.74,48346,1,125.49,226.35,14425238.34,HIGH,1,0,0,0,INSURANCE_CLAIMS_DB,2025-06-12
2019-10-27,FI,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,140.75,211624,0,82.22,91.62,12153357.83,MEDIUM,1,0,1,0,NATIONAL_AUTHORITY,2025-10-05
2019-11-07,LV,HEALTH,MICRO,DATA_BREACH,RDP,0,85.43,126362,1,30.4,175.45,4163611.88,LOW,0,0,0,0,CSIRT_REPORTING,2025-03-22
2019-11-18,RO,SPACE,LARGE,DDOS,CLOUD_MISCONFIG,0,127.85,7011,0,63.98,357.52,2874012.24,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2024-12-06
2019-11-29,BG,ENERGY,MEDIUM,RANSOMWARE,EMAIL,1,226.69,157285,1,59.24,23.38,6931567.67,HIGH,1,1,1,0,ENISA_PORTAL,2025-11-14
2019-12-10,FR,DRINKING_WATER,SMALL,INSIDER,THIRD_PARTY,0,192.84,167592,1,53.64,344.98,17579300.25,MEDIUM,1,0,1,0,INSURANCE_CLAIMS_DB,2025-10-22
2019-12-21,LT,POSTAL,MICRO,MALWARE,USB,1,22.2,220519,0,114.16,175.58,32520298.87,LOW,0,0,0,0,NATIONAL_AUTHORITY,2025-10-20
2020-01-01,SK,TRANSPORT,LARGE,PHISHING,WEB_APP,0,206.98,244514,0,29.93,108.12,1705621.75,CRITICAL,1,1,0,0,CSIRT_REPORTING,2025-02-25
2020-01-12,HR,DIGITAL_INFRA,MEDIUM,SUPPLY_CHAIN,VULNERABILITY,0,182.46,142446,0,34.26,163.88,10905781.8,HIGH,1,1,0,0,SECTORAL_REGULATOR,2025-11-16
2020-01-23,DE,WASTE_WATER,SMALL,DATA_BREACH,RDP,0,199.35,118299,1,147.21,44.53,13969790.06,MEDIUM,0,1,0,0,ENISA_PORTAL,2026-01-28
2020-02-03,LU,BANKING,MICRO,DDOS,CLOUD_MISCONFIG,1,9.76,251786,1,10.88,283.67,15354354.69,LOW,1,0,0,0,INSURANCE_CLAIMS_DB,2025-03-01
2020-02-14,SI,ICT_SERVICE,LARGE,RANSOMWARE,EMAIL,1,238.14,22195,1,141.68,405.63,4534137.96,CRITICAL,1,0,0,0,NATIONAL_AUTHORITY,2024-02-02
2020-02-25,CY,FOOD,MEDIUM,INSIDER,THIRD_PARTY,0,92.21,93849,0,36.61,150.5,6986505.54,HIGH,0,0,0,0,CSIRT_REPORTING,2025-12-10
2020-03-07,GR,FIN_MARKETS,SMALL,MALWARE,USB,0,174.0,146681,0,163.0,45.18,4075858.0,MEDIUM,0,0,0,0,SECTORAL_REGULATOR,2024-01-14
2020-03-18,MT,PUBLIC_ADMIN,MICRO,PHISHING,WEB_APP,0,52.28,76043,0,110.52,73.72,3243060.68,LOW,0,1,1,0,ENISA_PORTAL,2025-09-15
2020-03-29,ES,CHEMICALS,LARGE,SUPPLY_CHAIN,VULNERABILITY,0,140.37,48335,1,118.05,47.17,7967020.3,CRITICAL,1,0,0,1,INSURANCE_CLAIMS_DB,2025-07-15
2020-04-09,CZ,HEALTH,MEDIUM,DATA_BREACH,RDP,0,25.09,33208,0,60.46,310.61,8460986.24,HIGH,1,0,0,0,NATIONAL_AUTHORITY,2024-02-03
2020-04-20,HU,SPACE,SMALL,DDOS,CLOUD_MISCONFIG,0,92.6,217623,1,117.03,299.82,17589428.33,MEDIUM,0,0,0,0,CSIRT_REPORTING,2024-03-06
2020-05-01,NL,ENERGY,MICRO,RANSOMWARE,EMAIL,1,166.24,22145,1,76.35,477.41,30785632.26,LOW,0,0,0,0,SECTORAL_REGULATOR,2024-03-26
2020-05-12,SE,DRINKING_WATER,LARGE,INSIDER,THIRD_PARTY,0,27.83,43662,0,102.66,8.52,16550275.78,CRITICAL,1,0,0,0,ENISA_PORTAL,2025-08-03
2020-05-23,DK,POSTAL,MEDIUM,MALWARE,USB,0,143.08,87688,0,115.68,357.15,4330967.64,HIGH,0,1,0,0,INSURANCE_CLAIMS_DB,2025-07-31
2020-06-03,IE,TRANSPORT,SMALL,PHISHING,WEB_APP,0,110.93,137697,0,67.35,345.94,19031703.51,MEDIUM,0,0,0,0,NATIONAL_AUTHORITY,2024-12-21
2020-06-14,PL,DIGITAL_INFRA,MICRO,SUPPLY_CHAIN,VULNERABILITY,0,159.99,83027,1,163.46,336.08,19160657.76,LOW,0,0,0,0,CSIRT_REPORTING,2024-01-30
2020-06-25,AT,WASTE_WATER,LARGE,DATA_BREACH,RDP,0,65.97,196709,1,13.93,102.38,4011386.25,CRITICAL,1,0,0,0,SECTORAL_REGULATOR,2024-01-17
2020-07-06,EE,BANKING,MEDIUM,DDOS,CLOUD_MISCONFIG,0,204.1,19524,0,133.41,139.51,6446164.33,HIGH,1,1,1,0,ENISA_PORTAL,2025-12-21
2020-07-17,IT,ICT_SERVICE,SMALL,RANSOMWARE,EMAIL,1,331.03,61064,1,107.34,139.76,8656821.47,MEDIUM,1,0,0,0,INSURANCE_CLAIMS_DB,2024-11-22
2020-07-28,PT,FOOD,MICRO,INSIDER,THIRD_PARTY,0,176.7,38484,0,90.53,230.56,21228345.01,LOW,0,0,0,0,NATIONAL_AUTHORITY,2024-01-23
2020-08-08,BE,FIN_MARKETS,LARGE,MALWARE,USB,0,104.21,121127,0,115.67,47.76,15994956.44,CRITICAL,0,0,0,0,CSIRT_REPORTING,2024-04-08
2020-08-19,FI,PUBLIC_ADMIN,MEDIUM,PHISHING,WEB_APP,0,69.68,112507,0,86.78,337.8,14818560.76,HIGH,1,1,0,0,SECTORAL_REGULATOR,2025-06-13
2020-08-30,LV,CHEMICALS,SMALL,SUPPLY_CHAIN,VULNERABILITY,0,232.29,136582,0,100.95,286.63,7058322.74,MEDIUM,1,0,1,0,ENISA_PORTAL,2024-06-16
2020-09-10,RO,HEALTH,MICRO,DATA_BREACH,RDP,0,209.28,153164,1,49.07,248.53,1795787.83,LOW,0,1,1,0,INSURANCE_CLAIMS_DB,2024-06-13
