civ_leg_act_id,civ_leg_act_type_code,civ_leg_policy_area_code,civ_leg_proposal_date,civ_leg_adoption_date,civ_leg_entry_into_force_date,civ_leg_celex_number,civ_leg_legal_basis_tfeu_article,civ_leg_ordinary_legislative_procedure_flag,civ_leg_council_voting_rule_code,civ_leg_parliament_committee_code,civ_leg_trilogue_rounds_count,civ_leg_amendments_count,civ_leg_impact_assessment_published_flag,civ_leg_delegated_act_flag,civ_leg_implementing_act_flag,civ_leg_transposition_deadline_date,civ_leg_infringement_cases_count,civ_leg_eurlex_url_hash,civ_leg_data_extract_date
ACT_2014_0367,DECISION,CLIMATE,2014-07-06,2015-10-10,2015-11-05,32014D0367,TFEU_173,1,QMV,AGRI,2,2979,1,0,0,,80,46580f841b14167def5eec5a3e63,2024-02-23
ACT_2015_0368,RECOMMENDATION,SECURITY,2015-11-11,2017-02-18,2017-04-19,32015D0368,TFEU_77,1,UNANIMITY,AFET,10,1579,1,0,0,,6,4f12b8d36080b46119a3dc18a5f9,2025-01-30
ACT_2016_0369,REGULATION,ENERGY,2016-11-09,2018-12-17,2018-12-29,32016R0369,TFEU_83,0,SIMPLE_MAJORITY,ECON,12,243,1,0,0,,1,1832e1341eeb446b788036af3f0d,2025-10-12
ACT_2017_0370,DIRECTIVE,CONSUMER,2017-05-25,2019-08-24,2019-09-11,32017L0370,TFEU_352,1,QMV,CULT,11,564,1,0,0,2022-04-29,67,d427f2bdd4de705f98275262dad4,2025-07-26
ACT_2018_0371,DECISION,HEALTH,2018-06-11,2019-10-24,2019-11-05,32018D0371,TFEU_114,0,UNANIMITY,ENVI,12,1674,1,0,0,,87,0d1ee9026d6a8dc57d876b1cdeab,2025-06-06
ACT_2019_0372,RECOMMENDATION,COMPETITION,2019-01-03,2020-04-24,2020-07-12,32019D0372,TFEU_192,0,SIMPLE_MAJORITY,JURI,0,2554,1,0,0,,9,b8634e8b6c1f06499cc5bbee8f46,2024-05-10
ACT_2020_0373,REGULATION,TRANSPORT,2020-02-19,2021-08-05,2021-11-13,32020R0373,TFEU_153,1,QMV,IMCO,11,2377,0,0,1,,25,a3a3ec08ad8221a726d00d0ac2e5,2025-11-02
ACT_2021_0374,DIRECTIVE,DATA_GOV,2021-08-10,2022-11-13,2023-01-02,32021L0374,TFEU_207,1,UNANIMITY,TRAN,10,251,0,0,0,2025-09-07,103,ca532993389b67919268993a8061,2024-03-19
ACT_2022_0375,DECISION,FINANCE,2022-09-07,2025-02-27,2025-04-14,32022D0375,TFEU_168,0,SIMPLE_MAJORITY,BUDG,1,454,0,0,1,,76,4ef2bb9281f0b0ad5ee110879ec8,2024-08-09
ACT_2023_0376,RECOMMENDATION,SPACE,2023-02-18,2024-05-05,2024-07-14,32023D0376,TFEU_91,0,QMV,ITRE,10,1834,1,1,0,,12,417cd163843484600f8267969524,2024-02-01
ACT_2024_0377,REGULATION,AGRICULTURE,2024-11-28,2025-10-19,2026-01-18,32024R0377,TFEU_173,1,UNANIMITY,EMPL,3,2754,0,0,0,,22,e008d19caa96df8a248bc94e1a02,2024-05-08
ACT_2025_0378,DIRECTIVE,DIGITAL,2025-04-18,2025-12-28,2026-02-25,32025L0378,TFEU_77,1,SIMPLE_MAJORITY,LIBE,0,3547,0,0,1,2028-08-01,48,b216b80a91fa8652c4e503803925,2024-04-06
ACT_2012_0379,DECISION,MIGRATION,2012-01-12,2012-09-23,2012-10-26,32012D0379,TFEU_83,0,QMV,AGRI,4,2604,1,0,1,,76,b6192291ac0a88041fbd0a5b6912,2025-08-31
ACT_2013_0380,RECOMMENDATION,CLIMATE,2013-06-15,2015-07-16,2015-09-06,32013D0380,TFEU_352,0,UNANIMITY,AFET,8,1266,1,0,0,,3,c233eb45b1354cf8f4d724c3f029,2025-07-17
ACT_2014_0381,REGULATION,SECURITY,2014-08-07,2016-03-03,2016-06-06,32014R0381,TFEU_114,1,SIMPLE_MAJORITY,ECON,4,4147,1,0,1,,31,3d773c696653c21edde3d746ad9c,2024-10-15
ACT_2015_0382,DIRECTIVE,ENERGY,2015-06-07,2017-11-17,2018-01-25,32015L0382,TFEU_192,1,QMV,CULT,12,3294,0,0,0,2019-02-03,70,85432694bb9bc02f6e1da95de4df,2024-01-31
ACT_2016_0383,DECISION,CONSUMER,2016-03-15,2017-06-11,2017-09-24,32016D0383,TFEU_153,1,UNANIMITY,ENVI,2,1538,0,0,0,,61,6c326b2f19d4c3c3dbb785d3f349,2024-06-18
ACT_2017_0384,RECOMMENDATION,HEALTH,2017-05-10,2018-03-10,2018-06-04,32017D0384,TFEU_207,0,SIMPLE_MAJORITY,JURI,4,856,1,0,0,,21,7ce38c67eccff61926e33f29cba6,2025-10-25
ACT_2018_0385,REGULATION,COMPETITION,2018-01-02,2019-07-07,2019-10-31,32018R0385,TFEU_168,1,QMV,IMCO,7,3082,1,0,0,,5,923f5df69781a3b1cd068e752b69,2024-07-15
ACT_2019_0386,DIRECTIVE,TRANSPORT,2019-05-25,2020-05-20,2020-08-31,32019L0386,TFEU_91,0,UNANIMITY,TRAN,0,2640,1,0,0,2022-12-05,19,34929d2412b2ea573fc3ae1c271f,2025-06-12
ACT_2020_0387,DECISION,DATA_GOV,2020-01-02,2022-02-06,2022-03-07,32020D0387,TFEU_173,0,SIMPLE_MAJORITY,BUDG,5,52,1,0,0,,105,d0e28a886f5a5f57f0f726f9c68c,2025-02-23
ACT_2021_0388,RECOMMENDATION,FINANCE,2021-06-18,2023-07-30,2023-11-21,32021D0388,TFEU_77,0,QMV,ITRE,6,1023,1,0,0,,35,b0e2c27dde98f5d8f6738caa100a,2024-07-18
ACT_2022_0389,REGULATION,SPACE,2022-08-22,2023-02-28,2023-05-01,32022R0389,TFEU_83,1,UNANIMITY,EMPL,8,1826,1,0,0,,3,6533982e2de52a762672c00b80e4,2024-04-29
ACT_2023_0390,DIRECTIVE,AGRICULTURE,2023-05-11,2024-04-21,2024-07-25,32023L0390,TFEU_352,1,SIMPLE_MAJORITY,LIBE,7,1763,0,0,0,2026-11-08,60,5f4706955d71afff26261737a3c3,2025-05-02
ACT_2024_0391,DECISION,DIGITAL,2024-10-19,2026-02-25,2026-02-25,32024D0391,TFEU_114,0,QMV,AGRI,4,3052,1,0,0,,18,b3e17ced13c00ac87eaea13851c9,2024-11-04
ACT_2025_0392,RECOMMENDATION,MIGRATION,2025-06-17,2026-02-25,2026-02-25,32025D0392,TFEU_192,0,UNANIMITY,AFET,8,2439,1,0,0,,30,2025f2de9e542a9e38215ff26a62,2025-05-17
ACT_2012_0393,REGULATION,CLIMATE,2012-10-26,2013-10-14,2013-11-11,32012R0393,TFEU_153,1,SIMPLE_MAJORITY,ECON,1,3884,1,0,0,,10,496b24262f0deb2bf41deefdbbe7,2025-11-14
ACT_2013_0394,DIRECTIVE,SECURITY,2013-08-17,2014-12-10,2015-01-06,32013L0394,TFEU_207,1,QMV,CULT,11,187,0,0,0,2016-08-20,64,798e5bb0453fbeaf5646b34bea00,2024-10-09
ACT_2014_0395,DECISION,ENERGY,2014-10-12,2016-06-19,2016-09-16,32014D0395,TFEU_168,0,UNANIMITY,ENVI,2,2593,1,0,0,,93,ff9556f59a296e482df4c01020bc,2026-01-31
ACT_2015_0396,RECOMMENDATION,CONSUMER,2015-11-09,2016-06-23,2016-10-18,32015D0396,TFEU_91,0,SIMPLE_MAJORITY,JURI,10,1436,1,0,0,,23,600c21783d6ecf965adcc2b40f41,2024-11-04
ACT_2016_0397,REGULATION,HEALTH,2016-06-12,2016-10-24,2016-11-05,32016R0397,TFEU_173,1,QMV,IMCO,7,1651,1,0,1,,14,ef18f41d8967a670e5d601d3d886,2024-08-21
ACT_2017_0398,DIRECTIVE,COMPETITION,2017-10-21,2019-09-27,2020-01-10,32017L0398,TFEU_77,1,UNANIMITY,TRAN,1,1152,1,0,0,2022-07-27,86,ed682c93d6b0328c9fe279d0d5c5,2025-11-04
ACT_2018_0399,DECISION,TRANSPORT,2018-11-05,2019-05-22,2019-07-08,32018D0399,TFEU_83,1,SIMPLE_MAJORITY,BUDG,3,3042,0,0,1,,79,e0ff5399a8123d7b6868eff9af18,2024-05-11
ACT_2019_0400,RECOMMENDATION,DATA_GOV,2019-05-09,2020-09-11,2020-12-08,32019D0400,TFEU_352,1,QMV,ITRE,7,2468,0,0,0,,4,412e64d6e5e5c1781891599c70f5,2024-10-02
ACT_2020_0401,REGULATION,FINANCE,2020-11-26,2023-05-31,2023-07-16,32020R0401,TFEU_114,1,UNANIMITY,EMPL,8,383,1,0,0,,21,126f50994005217eaa55c30d96ef,2025-03-25
ACT_2021_0402,DIRECTIVE,SPACE,2021-09-22,2021-11-25,2022-02-26,32021L0402,TFEU_192,1,SIMPLE_MAJORITY,LIBE,6,2192,0,0,0,2023-09-08,13,0491bc8d578a96fea5eefd72503e,2024-06-17
ACT_2022_0403,DECISION,AGRICULTURE,2022-02-19,2024-02-28,2024-04-16,32022D0403,TFEU_153,0,QMV,AGRI,3,2915,1,0,0,,53,0ab05bce31b76bb7e92d17b6ae85,2024-12-14
ACT_2023_0404,RECOMMENDATION,DIGITAL,2023-05-10,2025-01-31,2025-02-15,32023D0404,TFEU_207,0,UNANIMITY,AFET,12,2947,1,0,0,,27,382257804cabf36fb819428303c5,2024-07-16
ACT_2024_0405,REGULATION,MIGRATION,2024-06-25,2025-02-26,2025-06-14,32024R0405,TFEU_168,1,SIMPLE_MAJORITY,ECON,3,2264,1,0,0,,15,db73f7000927591e555b20b2760c,2024-09-27
ACT_2025_0406,DIRECTIVE,CLIMATE,2025-06-21,2026-02-25,2026-02-25,32025L0406,TFEU_91,0,QMV,CULT,4,497,1,0,0,2028-05-07,71,7bef5be2b5653bf3277c21a0fcef,2025-05-21
ACT_2012_0407,DECISION,SECURITY,2012-09-23,2013-01-07,2013-04-25,32012D0407,TFEU_173,0,UNANIMITY,ENVI,10,3455,1,0,0,,76,6f3826521f11f874ad6a08a34d86,2025-09-27
ACT_2013_0408,RECOMMENDATION,ENERGY,2013-01-18,2013-11-08,2014-01-10,32013D0408,TFEU_77,0,SIMPLE_MAJORITY,JURI,7,4103,1,1,0,,16,1dd98aade7542671f052272a4527,2025-01-31
ACT_2014_0409,REGULATION,CONSUMER,2014-07-16,2016-06-07,2016-06-21,32014R0409,TFEU_83,1,QMV,IMCO,3,3972,0,0,0,,4,fb03b2c8990375c510e5e7a2c302,2025-04-04
ACT_2015_0410,DIRECTIVE,HEALTH,2015-12-14,2016-07-18,2016-11-10,32015L0410,TFEU_352,1,UNANIMITY,TRAN,8,787,1,1,0,2018-07-30,78,fb966570f6b3066b528717132744,2025-05-01
ACT_2016_0411,DECISION,COMPETITION,2016-10-13,2017-01-13,2017-03-16,32016D0411,TFEU_114,0,SIMPLE_MAJORITY,BUDG,3,3028,1,0,1,,11,984bcad8ebfe42e7bf615a67fc66,2025-09-05
ACT_2017_0412,RECOMMENDATION,TRANSPORT,2017-03-02,2017-10-04,2017-12-24,32017D0412,TFEU_192,0,QMV,ITRE,6,3785,1,0,1,,24,71aa20cf717a618a3a084eb338d5,2026-01-30
ACT_2018_0413,REGULATION,DATA_GOV,2018-08-28,2020-11-16,2020-12-06,32018R0413,TFEU_153,1,UNANIMITY,EMPL,11,3760,1,0,0,,0,120275aca94e70c6e78b0152f1a2,2025-02-03
ACT_2019_0414,DIRECTIVE,FINANCE,2019-02-22,2021-05-18,2021-08-29,32019L0414,TFEU_207,1,SIMPLE_MAJORITY,LIBE,11,2472,0,0,0,2022-11-10,62,5d093efed7cc685fc108f1b55573,2024-04-13
ACT_2020_0415,DECISION,SPACE,2020-11-10,2023-05-07,2023-08-14,32020D0415,TFEU_168,0,QMV,AGRI,4,3681,1,1,0,,66,c6fff5712b3cef40139090bd3659,2026-02-10
ACT_2021_0416,RECOMMENDATION,AGRICULTURE,2021-09-02,2023-06-23,2023-08-22,32021D0416,TFEU_91,0,UNANIMITY,AFET,8,2115,0,0,1,,10,40789c36d483f6191c677ad89eca,2025-06-05
ACT_2022_0417,REGULATION,DIGITAL,2022-07-19,2023-01-21,2023-02-27,32022R0417,TFEU_173,1,SIMPLE_MAJORITY,ECON,7,2899,1,0,0,,21,af2eecb6c9a6438b09469d4dd198,2025-02-21
ACT_2023_0418,DIRECTIVE,MIGRATION,2023-12-27,2025-06-08,2025-07-09,32023L0418,TFEU_77,1,QMV,CULT,4,884,1,0,0,2028-06-17,44,f3232f2f0044089fe270ec00fc31,2025-11-10
ACT_2024_0419,DECISION,CLIMATE,2024-01-07,2025-08-25,2025-09-14,32024D0419,TFEU_83,0,UNANIMITY,ENVI,10,3052,1,0,0,,15,9267bf9420a0de8aed13968268fc,2024-07-07
ACT_2025_0420,RECOMMENDATION,SECURITY,2025-11-17,2026-02-25,2026-02-25,32025D0420,TFEU_352,0,SIMPLE_MAJORITY,JURI,8,194,1,0,1,,26,2b85b9ee1f30989b4b660571d377,2024-11-11
ACT_2012_0421,REGULATION,ENERGY,2012-06-06,2014-10-11,2014-11-02,32012R0421,TFEU_114,1,QMV,IMCO,11,2150,1,0,0,,31,15e6c1f132999114836719fab70b,2025-01-08
ACT_2013_0422,DIRECTIVE,CONSUMER,2013-06-21,2014-12-25,2015-01-13,32013L0422,TFEU_192,1,UNANIMITY,TRAN,0,958,1,0,1,2016-03-17,81,5fed55a6bffd8586ab8770b06898,2025-12-02
ACT_2014_0423,DECISION,HEALTH,2014-07-03,2015-11-11,2016-01-28,32014D0423,TFEU_153,0,SIMPLE_MAJORITY,BUDG,3,511,0,0,0,,72,228cbba87b1ae5966d24455b71c5,2025-10-10
ACT_2015_0424,RECOMMENDATION,COMPETITION,2015-04-26,2016-09-14,2017-01-04,32015D0424,TFEU_207,0,QMV,ITRE,2,1055,1,0,0,,15,43486429974dfcb8d1bd3a353794,2024-11-08
ACT_2016_0425,REGULATION,TRANSPORT,2016-04-11,2017-11-28,2017-12-31,32016R0425,TFEU_168,1,UNANIMITY,EMPL,5,2801,1,1,0,,25,b2880dba03d481bb70abaf1a3307,2024-05-12
ACT_2017_0426,DIRECTIVE,DATA_GOV,2017-09-28,2017-12-01,2018-01-15,32017L0426,TFEU_91,0,SIMPLE_MAJORITY,LIBE,1,2385,1,0,0,2020-08-19,46,5d98d4aa8ea08c37aa6e4dbc1b7c,2024-05-28
ACT_2018_0427,DECISION,FINANCE,2018-11-05,2020-06-20,2020-10-11,32018D0427,TFEU_173,1,QMV,AGRI,4,851,1,1,0,,50,305f7e11ca70049bbd7c3d624709,2024-02-04
ACT_2019_0428,RECOMMENDATION,SPACE,2019-06-23,2021-12-10,2022-02-12,32019D0428,TFEU_77,0,UNANIMITY,AFET,10,3361,1,0,0,,12,aed5f42f4535374c5d6997e68a88,2024-05-06
ACT_2020_0429,REGULATION,AGRICULTURE,2020-06-08,2021-08-21,2021-12-01,32020R0429,TFEU_83,1,SIMPLE_MAJORITY,ECON,1,656,1,0,0,,24,ab799b7525200f202ecc2a68dfc7,2024-09-22
ACT_2021_0430,DIRECTIVE,DIGITAL,2021-01-21,2022-06-05,2022-07-28,32021L0430,TFEU_352,1,QMV,CULT,1,1038,1,0,1,2025-01-02,44,60750efd7cbfd786c537114674d9,2025-10-24
ACT_2022_0431,DECISION,MIGRATION,2022-07-11,2023-10-15,2024-02-04,32022D0431,TFEU_114,1,UNANIMITY,ENVI,0,505,1,0,0,,111,dc83331a3496a54c1d4eff6cdfae,2025-01-25
ACT_2023_0432,RECOMMENDATION,CLIMATE,2023-06-28,2025-03-14,2025-04-08,32023D0432,TFEU_192,1,SIMPLE_MAJORITY,JURI,0,1928,1,0,1,,26,3b668ae539192fe5d904f2684308,2024-01-05
ACT_2024_0433,REGULATION,SECURITY,2024-04-13,2025-05-29,2025-09-09,32024R0433,TFEU_153,1,QMV,IMCO,12,440,1,1,1,,14,275652f95952c06556a89afba7ff,2025-09-30
ACT_2025_0434,DIRECTIVE,ENERGY,2025-04-27,2026-02-25,2026-02-25,32025L0434,TFEU_207,1,UNANIMITY,TRAN,10,3479,1,0,1,2027-07-02,40,33e2dc128e3fe87d7f7a8be2ff12,2024-10-01
ACT_2012_0435,DECISION,CONSUMER,2012-01-09,2012-05-07,2012-05-31,32012D0435,TFEU_168,0,SIMPLE_MAJORITY,BUDG,4,1245,1,0,0,,0,a47f44fe877a8e8fdb9e7f720dd0,2024-10-26
ACT_2013_0436,RECOMMENDATION,HEALTH,2013-05-24,2014-02-17,2014-04-30,32013D0436,TFEU_91,1,QMV,ITRE,9,163,0,0,1,,14,4fc778d82262f251cc9485ef049b,2025-06-17
ACT_2014_0437,REGULATION,COMPETITION,2014-08-16,2016-06-19,2016-08-20,32014R0437,TFEU_173,1,UNANIMITY,EMPL,8,591,1,1,1,,11,dc23e44d33c9011ab38fde9a8021,2025-02-19
ACT_2015_0438,DIRECTIVE,TRANSPORT,2015-01-25,2017-08-02,2017-11-21,32015L0438,TFEU_77,1,SIMPLE_MAJORITY,LIBE,5,322,0,0,0,2020-02-17,80,5679d380f09895aeaf66a29f921d,2026-01-14
ACT_2016_0439,DECISION,DATA_GOV,2016-09-19,2017-04-20,2017-05-05,32016D0439,TFEU_83,0,QMV,AGRI,8,2509,1,0,1,,94,300f790217ec9805a84dd58360bd,2024-07-01
ACT_2017_0440,RECOMMENDATION,FINANCE,2017-08-03,2018-04-16,2018-04-27,32017D0440,TFEU_352,0,UNANIMITY,AFET,8,604,1,0,0,,14,db7a8c2de0b1d2037ace4656394a,2025-11-20
ACT_2018_0441,REGULATION,SPACE,2018-02-06,2019-09-05,2019-12-19,32018R0441,TFEU_114,1,SIMPLE_MAJORITY,ECON,3,1116,1,0,1,,21,d9467762479c6e683554095069b4,2025-01-13
ACT_2019_0442,DIRECTIVE,AGRICULTURE,2019-07-25,2020-06-06,2020-08-12,32019L0442,TFEU_192,1,QMV,CULT,1,1274,1,0,0,2023-02-03,11,f15c2283ec7d9281408f8ab055c7,2025-09-17
ACT_2020_0443,DECISION,DIGITAL,2020-01-27,2021-04-25,2021-07-18,32020D0443,TFEU_153,0,UNANIMITY,ENVI,5,3149,1,0,0,,66,5b8d4bd31d19f7f9d1b111fbb5e5,2025-05-30
ACT_2021_0444,RECOMMENDATION,MIGRATION,2021-01-01,2022-11-26,2023-01-09,32021D0444,TFEU_207,1,SIMPLE_MAJORITY,JURI,5,2977,0,0,1,,1,871dcc524b4adc75de0f9c6c5360,2024-12-23
ACT_2022_0445,REGULATION,CLIMATE,2022-12-04,2023-03-17,2023-07-03,32022R0445,TFEU_168,1,QMV,IMCO,11,831,0,0,0,,24,489a05f44d54d1a99b0d7aea219b,2025-04-06
ACT_2023_0446,DIRECTIVE,SECURITY,2023-02-21,2025-02-11,2025-05-20,32023L0446,TFEU_91,1,UNANIMITY,TRAN,6,341,1,0,0,2026-09-08,88,a3328e1ac66a02e1f118faf0f99d,2024-06-17
ACT_2024_0447,DECISION,ENERGY,2024-10-26,2026-02-25,2026-02-25,32024D0447,TFEU_173,1,SIMPLE_MAJORITY,BUDG,9,420,1,0,0,,113,66f668fed9b66d185cd22e3d7bd6,2024-09-18
ACT_2025_0448,RECOMMENDATION,CONSUMER,2025-09-13,2026-02-25,2026-02-25,32025D0448,TFEU_77,0,QMV,ITRE,2,3214,0,0,0,,17,787dbbcd2cab1838aac78f3b7dc7,2024-07-08
ACT_2012_0449,REGULATION,HEALTH,2012-02-09,2012-09-06,2012-10-08,32012R0449,TFEU_83,1,UNANIMITY,EMPL,4,4049,1,0,1,,30,61776b7cc72acee383a685c539b8,2024-05-07
ACT_2013_0450,DIRECTIVE,COMPETITION,2013-01-20,2014-12-24,2015-03-04,32013L0450,TFEU_352,1,SIMPLE_MAJORITY,LIBE,3,4049,0,0,0,2018-02-05,14,44a067534f1d5fc3f4b10d0a8fb7,2025-04-03
ACT_2014_0451,DECISION,TRANSPORT,2014-07-04,2014-11-07,2015-01-11,32014D0451,TFEU_114,0,QMV,AGRI,0,2785,1,0,0,,91,4ffaf978742771207d9f7ffcc4a8,2025-04-23
ACT_2015_0452,RECOMMENDATION,DATA_GOV,2015-03-09,2015-06-09,2015-08-25,32015D0452,TFEU_192,0,UNANIMITY,AFET,12,2862,1,0,0,,3,80d70aa1a7ab1ece231c2831ab4a,2025-04-16
ACT_2016_0453,REGULATION,FINANCE,2016-12-03,2018-10-01,2018-11-20,32016R0453,TFEU_153,1,SIMPLE_MAJORITY,ECON,9,1348,1,1,0,,18,8f25433f5a37f75a315bc95114a5,2024-01-05
ACT_2017_0454,DIRECTIVE,SPACE,2017-01-02,2018-04-05,2018-07-24,32017L0454,TFEU_207,0,QMV,CULT,10,3494,0,1,1,2020-04-11,115,76fba73c11012556319954d4aff1,2024-08-30
ACT_2018_0455,DECISION,AGRICULTURE,2018-03-05,2020-06-22,2020-09-21,32018D0455,TFEU_168,0,UNANIMITY,ENVI,2,67,0,0,0,,37,c3c67a26c1913d2decee4fcbea5e,2024-10-28
ACT_2019_0456,RECOMMENDATION,DIGITAL,2019-04-20,2021-06-19,2021-10-13,32019D0456,TFEU_91,1,SIMPLE_MAJORITY,JURI,1,2009,0,0,1,,26,a085a7009332d10e11ce839a5049,2024-01-23
ACT_2020_0457,REGULATION,MIGRATION,2020-04-01,2022-09-29,2023-01-01,32020R0457,TFEU_173,1,QMV,IMCO,12,592,1,0,1,,26,feb83694a5dbbd530ec48b82e1a3,2025-10-03
ACT_2021_0458,DIRECTIVE,CLIMATE,2021-03-17,2023-04-11,2023-06-15,32021L0458,TFEU_77,1,UNANIMITY,TRAN,6,445,1,0,0,2024-07-16,52,f7e821a3ec77def9a58ef08dba5f,2024-05-15
ACT_2022_0459,DECISION,SECURITY,2022-01-04,2023-05-21,2023-07-08,32022D0459,TFEU_83,0,SIMPLE_MAJORITY,BUDG,2,326,1,0,0,,66,1acae36cf297b0618728e0c3ea11,2025-06-28
ACT_2023_0460,RECOMMENDATION,ENERGY,2023-06-23,2024-09-10,2024-09-28,32023D0460,TFEU_352,0,QMV,ITRE,2,2304,1,1,0,,20,5b804a7487a1c2f9a94964c2f26b,2024-10-07
ACT_2024_0461,REGULATION,CONSUMER,2024-05-21,2026-02-25,2026-02-25,32024R0461,TFEU_114,1,UNANIMITY,EMPL,11,90,1,0,0,,16,81cd7020209f61749edb8c592eb4,2024-12-18
ACT_2025_0462,DIRECTIVE,HEALTH,2025-06-02,2026-02-25,2026-02-25,32025L0462,TFEU_192,1,SIMPLE_MAJORITY,LIBE,0,2844,1,1,0,2028-01-31,19,2b665d3ee8c0fc24d6d9a12c19b7,2026-02-07
ACT_2012_0463,DECISION,COMPETITION,2012-09-27,2014-05-17,2014-06-01,32012D0463,TFEU_153,0,QMV,AGRI,10,2509,1,0,0,,54,16d3790a88efb15db41e76815710,2024-02-19
ACT_2013_0464,RECOMMENDATION,TRANSPORT,2013-11-21,2014-03-09,2014-06-01,32013D0464,TFEU_207,0,UNANIMITY,AFET,9,960,1,0,0,,14,16c5dd245e1a55e53c7bd385e648,2024-01-31
ACT_2014_0465,REGULATION,DATA_GOV,2014-03-28,2015-06-09,2015-07-11,32014R0465,TFEU_168,1,SIMPLE_MAJORITY,ECON,12,2394,1,0,0,,31,201da3e083c665e66b27ec800661,2025-01-23
ACT_2015_0466,DIRECTIVE,FINANCE,2015-01-15,2016-04-26,2016-05-10,32015L0466,TFEU_91,1,QMV,CULT,1,959,0,0,1,2019-01-01,12,c96b609857794872f11d02673039,2024-09-06
ACT_2016_0467,DECISION,SPACE,2016-07-16,2017-03-03,2017-06-10,32016D0467,TFEU_173,0,UNANIMITY,ENVI,12,4115,0,0,0,,115,2f701856efb4c185296ca989a2d0,2025-12-29
ACT_2017_0468,RECOMMENDATION,AGRICULTURE,2017-02-05,2018-06-04,2018-09-17,32017D0468,TFEU_77,0,SIMPLE_MAJORITY,JURI,7,508,0,1,1,,15,a8ce5673e254ccbc6e6edf09355c,2026-02-05
ACT_2018_0469,REGULATION,DIGITAL,2018-03-09,2018-07-23,2018-11-03,32018R0469,TFEU_83,1,QMV,IMCO,4,491,1,0,1,,18,fcbe66740a5e7f38e2d6d006f8ef,2024-07-02
ACT_2019_0470,DIRECTIVE,MIGRATION,2019-05-08,2020-03-04,2020-06-10,32019L0470,TFEU_352,1,UNANIMITY,TRAN,6,450,0,0,1,2022-11-18,6,48255a08ec28de7543e025493334,2025-09-06
ACT_2020_0471,DECISION,CLIMATE,2020-05-06,2021-06-14,2021-09-11,32020D0471,TFEU_114,1,SIMPLE_MAJORITY,BUDG,9,3274,1,0,0,,50,2a168ac65f6c5bcd407d52dce94f,2024-06-23
ACT_2021_0472,RECOMMENDATION,SECURITY,2021-05-16,2021-07-16,2021-08-17,32021D0472,TFEU_192,0,QMV,ITRE,6,3801,1,0,0,,7,ab2ac2ff51a093ac8709da72a8a7,2025-06-28
ACT_2022_0473,REGULATION,ENERGY,2022-03-13,2024-08-05,2024-11-13,32022R0473,TFEU_153,1,UNANIMITY,EMPL,3,3769,1,1,0,,31,14c65fe8322c74d67a5c514d506d,2025-08-08
ACT_2023_0474,DIRECTIVE,CONSUMER,2023-03-04,2025-08-29,2025-10-09,32023L0474,TFEU_207,0,SIMPLE_MAJORITY,LIBE,11,2968,1,0,1,2028-03-20,31,7f9e7a4621630dac9e80126f33f8,2025-09-26
ACT_2024_0475,DECISION,HEALTH,2024-01-13,2025-07-21,2025-10-25,32024D0475,TFEU_168,0,QMV,AGRI,11,3765,1,0,1,,98,9a87e12a760408deab1a9248911e,2024-05-25
ACT_2025_0476,RECOMMENDATION,COMPETITION,2025-12-05,2026-02-25,2026-02-25,32025D0476,TFEU_91,1,UNANIMITY,AFET,7,2322,1,0,0,,31,0be49588f709ea33f819432f2010,2026-02-21
ACT_2012_0477,REGULATION,TRANSPORT,2012-06-28,2013-07-18,2013-10-24,32012R0477,TFEU_173,1,SIMPLE_MAJORITY,ECON,2,753,1,0,0,,26,bdab24f1a3f0475867e3b9510be7,2024-09-23
ACT_2013_0478,DIRECTIVE,DATA_GOV,2013-06-01,2014-06-16,2014-10-09,32013L0478,TFEU_77,1,QMV,CULT,2,3336,1,0,1,2016-12-16,1,f3f6b24505019d15f41db9d49cda,2026-02-11
ACT_2014_0479,DECISION,FINANCE,2014-12-04,2015-11-25,2016-02-21,32014D0479,TFEU_83,0,UNANIMITY,ENVI,11,3071,0,0,1,,21,65a356bff05359d1713efd1b9fda,2025-01-06
ACT_2015_0480,RECOMMENDATION,SPACE,2015-12-17,2017-11-21,2017-12-19,32015D0480,TFEU_352,0,SIMPLE_MAJORITY,JURI,9,145,1,0,0,,3,81dbe45cb1874184f5566555e301,2024-05-08
ACT_2016_0481,REGULATION,AGRICULTURE,2016-12-05,2018-05-10,2018-09-07,32016R0481,TFEU_114,1,QMV,IMCO,11,1538,1,0,0,,12,7cf86f27b6325a0219f8c7d0ede4,2024-10-19
ACT_2017_0482,DIRECTIVE,DIGITAL,2017-03-28,2018-06-18,2018-07-03,32017L0482,TFEU_192,0,UNANIMITY,TRAN,6,880,0,1,0,2020-01-13,108,12f1e6cabe8863c0d473e7e2e9e8,2025-09-08
ACT_2018_0483,DECISION,MIGRATION,2018-08-06,2020-08-15,2020-12-04,32018D0483,TFEU_153,0,SIMPLE_MAJORITY,BUDG,12,935,1,1,0,,40,dfbbd684cc6c8ed24805d3ea3f66,2024-11-06
ACT_2019_0484,RECOMMENDATION,CLIMATE,2019-09-09,2021-07-16,2021-09-23,32019D0484,TFEU_207,0,QMV,ITRE,9,1420,1,0,0,,17,8254f352124e667c67201a8f4248,2024-01-11
ACT_2020_0485,REGULATION,SECURITY,2020-02-08,2022-03-13,2022-05-27,32020R0485,TFEU_168,1,UNANIMITY,EMPL,4,684,1,1,0,,1,df02a6e20b52753b56d09bef0d39,2024-09-26
