labor_part_survey_month,labor_part_cps_rotation_group,labor_part_population_16plus,labor_part_participation_rate_pct,labor_part_employment_population_ratio_pct,labor_part_u6_underemployment_rate_pct,labor_part_part_time_economic_reasons_rate,labor_part_marginally_attached_rate,labor_part_discouraged_worker_rate,labor_part_not_in_labor_force_want_job_rate,labor_part_prime_age_participation_rate,labor_part_older_worker_participation_rate,labor_part_youth_participation_rate,labor_part_disability_labor_force_gap_pct,labor_part_caregiving_barrier_rate,labor_part_school_enrollment_barrier_rate,labor_part_transportation_barrier_rate,labor_part_childcare_constraint_index,labor_part_job_search_intensity_score,labor_part_weighting_method_tag
2019-04,RG5,100886603,34.34,38.4,21.23,0.85,2.26,2.57,2.41,53.7,22.04,7.19,20.73,21.69,12.77,10.63,73.42,0.7908,raked_wt
2021-09,RG6,986244,69.12,61.68,21.33,14.27,2.79,0.12,8.66,54.35,21.02,43.47,23.41,2.56,7.62,5.29,29.22,0.9385,design_wt
2021-02,RG7,35662227,47.67,34.99,21.86,5.65,1.52,0.58,7.72,62.19,26.48,14.31,20.33,21.95,8.81,13.7,9.02,0.8954,calibrated_wt
2024-05,RG8,119240957,44.34,32.95,16.69,9.46,2.31,0.13,0.65,58.65,13.64,6.52,3.78,7.57,4.93,12.39,21.5,0.946,design_wt
2021-08,RG1,79623815,33.69,26.98,31.41,7.44,0.09,0.94,6.31,78.05,11.81,5.03,2.17,15.6,32.93,1.76,88.35,0.266,design_wt
2024-01,RG2,98597425,35.68,64.02,30.76,7.56,4.31,3.3,8.59,58.72,18.12,6.46,28.0,0.2,4.67,2.28,65.64,0.0346,calibrated_wt
2018-08,RG3,86021631,30.23,27.16,11.75,13.89,2.22,1.16,3.07,79.83,10.89,54.0,0.01,13.74,18.13,3.57,43.6,0.015,calibrated_wt
2021-05,RG4,104268482,32.07,60.2,23.52,7.48,1.0,0.78,3.98,75.86,22.98,35.11,12.51,6.05,19.26,1.33,54.22,0.8518,calibrated_wt
2023-07,RG5,30630819,32.74,46.85,26.64,7.63,1.09,0.36,3.55,40.31,11.87,21.0,5.39,7.41,32.49,10.89,90.98,0.5962,calibrated_wt
2021-01,RG6,98052572,54.71,26.03,33.94,4.92,1.48,3.26,4.95,73.57,26.55,14.98,5.15,9.19,26.27,0.52,19.22,0.1687,raked_wt
2022-10,RG7,33403641,64.02,63.59,30.97,8.58,5.4,2.76,8.38,55.11,21.11,26.22,5.25,17.86,14.71,17.0,21.84,0.3132,design_wt
2022-06,RG8,63017668,69.11,39.01,9.84,4.39,0.63,4.87,9.91,64.98,34.79,46.81,15.68,18.15,33.55,4.42,0.6,0.665,post_strat_wt
2019-05,RG1,40757725,60.1,36.4,7.33,2.84,1.18,2.71,0.26,40.41,40.23,47.96,26.81,14.47,25.02,12.59,29.37,0.5563,post_strat_wt
2023-03,RG2,15755768,61.37,55.9,32.12,5.17,2.12,4.21,7.58,47.74,33.95,38.88,15.2,4.76,24.48,0.21,10.54,0.1035,raked_wt
2023-05,RG3,104923116,47.44,60.8,5.07,9.87,4.65,4.39,1.3,54.29,14.46,10.5,23.58,23.87,11.95,6.27,96.56,0.6313,calibrated_wt
2018-11,RG4,50920610,32.26,41.63,33.99,2.43,4.66,4.17,4.13,71.65,19.6,33.29,20.78,19.52,5.82,18.54,70.39,0.6823,calibrated_wt
2019-03,RG5,83383392,64.78,48.61,15.95,7.83,1.14,4.64,4.12,76.96,42.27,14.74,6.52,8.03,18.53,10.31,71.91,0.2345,design_wt
2023-06,RG6,40797046,46.59,47.62,22.33,9.27,3.36,2.59,0.41,67.46,42.07,15.77,3.41,16.81,12.83,19.41,71.95,0.4601,calibrated_wt
2018-12,RG7,49141206,63.79,47.58,32.27,14.82,5.53,0.28,2.38,69.98,29.2,37.29,22.2,0.24,8.55,7.11,20.99,0.7516,raked_wt
2021-11,RG8,38342547,41.98,63.92,24.66,8.0,3.85,1.48,8.14,74.3,25.55,41.69,10.39,17.84,28.27,11.13,23.43,0.7446,design_wt
2023-12,RG1,102523274,69.36,51.41,15.15,2.72,1.65,3.14,6.52,77.11,17.86,26.6,7.86,18.96,29.41,1.46,17.96,0.0152,design_wt
2019-07,RG2,10976769,38.27,51.37,8.71,3.89,2.04,4.53,7.88,65.5,30.72,47.79,5.48,18.55,15.79,10.46,92.04,0.013,calibrated_wt
2019-02,RG3,59395659,59.57,47.9,3.67,3.66,3.5,3.37,1.02,69.01,26.66,43.41,7.64,16.69,7.45,6.34,24.69,0.0323,raked_wt
2021-02,RG4,72989309,43.95,61.92,31.63,5.49,0.16,0.4,5.97,73.46,21.41,54.25,15.49,2.29,21.58,3.42,44.87,0.8039,calibrated_wt
2018-09,RG5,42923214,66.85,33.72,29.22,0.7,2.81,1.51,8.99,40.16,33.75,6.7,17.92,18.32,6.7,11.22,72.05,0.6586,calibrated_wt
2020-03,RG6,111053383,37.23,32.1,31.14,13.03,0.31,3.6,1.23,54.32,34.78,53.63,17.15,21.85,34.35,7.3,0.96,0.1491,calibrated_wt
2019-04,RG7,74577720,35.31,48.74,11.99,13.92,2.84,2.8,3.44,82.88,34.09,44.77,4.75,6.23,7.57,0.04,99.24,0.4051,raked_wt
2020-08,RG8,5848762,66.27,57.29,16.31,6.98,5.9,1.31,5.33,76.59,13.47,34.29,6.16,15.36,11.71,7.41,45.42,0.6502,design_wt
2018-03,RG1,93217247,59.03,48.32,21.66,13.28,0.48,0.29,1.61,49.67,37.35,49.62,21.83,21.36,2.54,19.66,91.17,0.1899,post_strat_wt
2020-04,RG2,37284732,43.83,57.76,20.91,6.02,0.51,0.12,0.17,53.9,38.09,44.71,12.66,17.14,6.03,18.54,79.55,0.0539,raked_wt
2022-06,RG3,96095608,48.93,59.25,27.01,9.31,3.29,2.3,9.42,65.44,24.51,51.44,0.05,22.88,17.11,8.24,81.76,0.7214,calibrated_wt
2019-05,RG4,41019176,65.18,51.34,28.04,1.11,0.98,1.06,1.21,79.31,27.44,36.96,22.77,21.41,21.28,11.62,86.9,0.295,design_wt
2021-10,RG5,32933814,41.4,62.55,5.34,10.95,5.43,0.5,2.67,69.43,37.85,50.74,15.13,10.82,0.72,18.71,95.16,0.3032,design_wt
2019-05,RG6,33409814,55.26,43.51,21.44,3.54,4.46,0.18,5.53,78.69,25.51,50.88,7.09,8.29,21.66,10.37,6.02,0.5227,post_strat_wt
2019-05,RG7,81060415,37.9,37.64,11.87,7.39,1.63,4.45,8.64,42.14,13.59,5.63,8.75,12.13,14.07,10.39,49.61,0.3556,raked_wt
2023-08,RG8,55534262,68.47,50.74,22.34,12.47,1.67,4.32,5.67,69.36,24.29,40.26,12.4,0.05,26.75,3.95,2.18,0.9622,post_strat_wt
2019-08,RG1,64850175,41.58,62.22,2.32,13.1,0.05,1.66,5.21,52.0,17.09,33.74,17.21,9.53,8.69,5.3,1.99,0.4872,raked_wt
2018-04,RG2,85151813,37.73,60.45,2.27,7.39,0.49,4.36,4.35,73.18,41.39,34.81,26.51,2.69,23.62,19.07,71.9,0.4683,calibrated_wt
2022-10,RG3,88131343,54.48,37.38,6.03,3.63,3.7,1.26,8.15,78.37,21.26,18.24,12.06,5.89,16.46,3.97,44.38,0.5611,design_wt
2020-03,RG4,82473509,69.74,28.02,7.67,4.82,0.52,4.6,7.39,84.04,14.42,53.72,3.68,1.5,2.15,7.66,67.08,0.4821,design_wt
2020-05,RG5,80603787,60.85,47.65,3.79,0.32,4.31,0.09,8.67,84.33,11.58,46.78,9.39,13.74,19.61,1.17,64.87,0.8659,design_wt
2020-10,RG6,17320697,67.8,64.79,10.81,10.39,0.05,2.41,0.7,81.77,11.05,14.33,17.13,24.37,23.45,4.4,97.77,0.2647,post_strat_wt
2022-12,RG7,66022830,59.21,64.45,19.26,2.85,4.19,3.07,1.52,83.2,24.26,8.35,21.21,9.93,33.3,7.0,13.35,0.9858,post_strat_wt
2024-06,RG8,92162016,45.53,49.02,12.79,12.21,3.75,3.47,2.7,78.5,43.6,10.65,4.57,4.37,23.03,18.22,81.04,0.1121,post_strat_wt
2023-02,RG1,67299771,37.4,38.21,29.48,7.28,0.91,4.95,8.29,68.12,44.84,31.0,26.11,6.57,19.92,18.7,43.49,0.8483,raked_wt
2021-09,RG2,78642795,55.86,43.6,20.73,7.89,5.84,3.75,3.36,64.69,15.34,25.54,20.07,8.97,24.79,14.83,41.53,0.9428,calibrated_wt
2023-07,RG3,40490738,52.84,31.11,8.84,9.82,0.98,2.37,2.28,62.56,44.73,5.45,17.74,9.84,21.88,12.88,87.45,0.584,calibrated_wt
2022-11,RG4,117079913,65.18,25.67,22.5,0.07,0.9,3.21,0.06,79.25,44.59,45.97,20.56,0.56,6.81,18.53,76.9,0.6378,calibrated_wt
2024-05,RG5,115486228,32.1,61.87,31.91,12.27,5.95,0.09,4.1,78.63,26.27,28.3,16.46,16.33,15.25,11.89,49.05,0.3148,post_strat_wt
2018-04,RG6,118183677,36.57,57.56,3.43,14.09,3.13,4.21,9.47,47.74,10.62,14.14,7.35,0.27,31.04,18.54,61.04,0.834,raked_wt
2020-08,RG7,16972627,44.27,46.39,6.52,1.26,3.96,1.68,2.39,40.23,13.13,44.79,19.94,6.83,1.51,17.24,71.02,0.3927,design_wt
2023-10,RG8,29800691,59.33,44.83,7.57,7.35,2.02,3.05,4.23,53.02,10.95,12.12,27.89,11.51,21.28,8.04,75.69,0.5133,post_strat_wt
2023-03,RG1,62898481,33.77,48.35,8.12,5.9,2.5,0.32,3.29,74.29,44.0,14.14,27.39,6.18,9.77,12.31,68.68,0.5752,calibrated_wt
2019-11,RG2,11323588,41.44,45.22,26.83,9.19,2.79,1.24,5.57,66.33,28.49,17.41,9.01,11.71,32.19,4.85,20.22,0.5166,post_strat_wt
2021-01,RG3,80392441,59.02,47.61,7.48,11.12,6.0,1.74,2.78,45.7,19.2,6.35,15.62,3.39,22.34,11.88,17.37,0.8053,post_strat_wt
2018-10,RG4,87614220,30.09,54.82,26.35,14.93,4.53,4.93,7.58,79.1,22.47,27.87,29.32,17.33,9.57,6.42,42.15,0.6414,design_wt
2023-01,RG5,99728626,35.9,31.78,16.8,4.45,4.14,2.73,6.18,52.84,16.23,23.75,13.54,21.48,13.6,4.24,26.43,0.1981,calibrated_wt
2021-03,RG6,61869371,34.06,50.37,3.78,0.1,1.82,0.07,9.96,75.44,11.28,13.75,1.83,24.42,7.54,3.6,11.68,0.3891,design_wt
2022-01,RG7,13584999,67.56,45.53,7.03,7.34,4.4,3.72,4.45,43.1,39.6,39.92,11.1,4.32,4.54,16.09,27.68,0.9617,raked_wt
2021-04,RG8,93458172,61.41,30.8,30.15,14.84,3.31,2.19,0.25,83.32,31.52,9.05,24.59,5.54,32.04,16.84,35.82,0.5797,post_strat_wt
2021-11,RG1,78899718,42.77,63.47,11.8,12.54,2.16,3.76,8.61,41.82,22.69,36.18,11.23,4.01,26.17,19.61,19.99,0.2067,design_wt
2024-07,RG2,46849209,49.97,59.58,8.66,1.91,4.25,2.23,0.85,77.07,30.18,50.61,20.43,22.9,33.25,11.78,88.61,0.1847,design_wt
2022-11,RG3,69338925,60.55,50.8,33.77,2.07,4.5,3.12,1.34,45.53,15.72,18.89,9.95,23.2,16.33,4.11,53.09,0.2009,design_wt
2019-12,RG4,60154334,65.37,26.26,4.72,3.06,2.01,1.82,2.53,61.74,17.95,51.56,26.75,21.15,15.57,4.55,80.65,0.8981,post_strat_wt
2022-08,RG5,9380642,46.9,61.74,34.22,12.68,2.9,1.42,1.41,62.88,10.79,7.6,28.01,5.14,24.42,7.97,68.28,0.6166,design_wt
2018-12,RG6,57984213,33.89,41.78,24.93,1.18,2.23,4.92,1.89,65.47,22.41,10.66,27.59,24.65,30.3,13.16,83.43,0.5532,calibrated_wt
2019-10,RG7,77577927,40.39,60.41,14.63,10.67,1.12,0.54,1.35,48.88,33.19,43.1,29.05,23.67,33.6,8.57,89.33,0.1829,calibrated_wt
2021-03,RG8,66397376,31.09,26.28,4.58,10.7,5.59,2.87,1.42,62.28,23.96,48.38,28.22,16.63,12.85,17.8,20.45,0.8451,design_wt
2023-01,RG1,60461005,53.21,58.87,31.83,8.64,5.06,4.46,7.59,77.1,11.66,27.77,18.55,16.5,20.01,2.9,20.51,0.8067,post_strat_wt
2020-12,RG2,78926817,68.13,47.89,31.99,15.0,5.26,4.83,3.77,81.85,27.79,44.92,2.09,14.48,27.1,12.79,56.54,0.1583,raked_wt
2024-04,RG3,72010779,51.24,52.87,20.25,11.56,1.65,2.38,3.81,41.42,44.09,36.7,26.16,11.59,1.41,1.01,14.04,0.4723,calibrated_wt
2021-06,RG4,74559703,44.86,52.03,33.99,5.95,0.8,0.79,2.95,50.3,15.65,37.83,2.06,18.47,23.54,9.83,93.37,0.5968,post_strat_wt
2022-02,RG5,23057404,32.22,54.63,22.51,1.29,1.04,2.76,5.29,75.4,37.81,35.61,0.02,20.45,5.7,13.51,95.57,0.125,post_strat_wt
2020-08,RG6,71929311,41.26,47.46,23.15,4.22,0.81,0.67,5.81,78.29,29.75,44.77,24.34,10.06,9.82,16.8,78.73,0.9781,design_wt
2023-04,RG7,114160080,67.95,28.5,30.91,11.09,3.28,4.22,8.64,73.45,17.72,32.18,13.7,7.17,3.14,6.31,7.98,0.4625,design_wt
2020-04,RG8,29735853,57.14,43.71,17.35,5.0,2.38,4.3,9.89,48.74,22.72,41.36,7.75,3.81,7.6,9.22,59.47,0.2222,design_wt
2023-08,RG1,68861966,66.24,57.29,34.78,10.74,5.5,2.19,7.24,50.66,23.1,40.08,4.83,24.47,24.39,1.99,98.46,0.6695,design_wt
2020-09,RG2,5463645,48.86,36.93,7.06,14.95,4.15,0.4,8.54,61.14,17.05,33.63,29.9,9.75,2.9,7.33,94.39,0.8112,post_strat_wt
2023-06,RG3,119699234,58.09,63.77,22.15,13.32,4.59,3.5,5.31,54.0,16.56,27.28,25.45,19.81,9.5,0.78,31.66,0.3759,design_wt
2023-09,RG4,47028977,62.58,30.59,31.67,2.57,0.9,1.46,2.85,66.58,35.47,42.92,0.67,18.94,14.9,16.49,81.47,0.7434,post_strat_wt
2019-09,RG5,116807548,46.28,49.85,10.62,11.22,1.77,3.37,9.99,51.74,13.77,31.65,16.02,0.23,32.73,8.92,50.79,0.1238,calibrated_wt
2022-07,RG6,111352506,40.81,36.98,11.46,1.72,4.93,4.17,4.21,80.5,30.06,18.47,0.62,9.36,2.73,13.22,77.77,0.8573,raked_wt
2020-05,RG7,100364009,33.91,46.1,18.2,10.42,3.27,4.05,2.05,56.0,40.55,19.43,26.13,9.71,16.55,12.96,26.79,0.2225,raked_wt
2018-05,RG8,14298301,30.93,29.9,10.74,14.35,2.97,3.33,4.2,81.3,13.52,30.46,15.23,8.42,22.92,19.62,15.95,0.9333,calibrated_wt
2020-04,RG1,56341343,61.76,49.03,14.41,4.25,0.76,1.03,1.36,73.38,16.84,12.48,3.75,11.01,4.41,18.33,35.76,0.4149,raked_wt
2019-01,RG2,35703534,63.74,26.56,19.58,2.59,3.16,1.0,5.74,83.41,22.27,17.87,4.03,7.92,27.37,14.92,49.78,0.947,calibrated_wt
2022-06,RG3,13330432,39.89,40.33,30.62,9.43,2.83,2.55,9.72,58.32,22.91,6.99,13.75,6.32,16.96,15.26,19.37,0.8511,post_strat_wt
2022-08,RG4,375322,59.16,39.12,8.88,13.74,5.73,3.42,3.6,77.08,11.0,53.28,17.08,7.52,6.01,11.1,9.03,0.8911,calibrated_wt
2023-09,RG5,22244931,38.15,61.93,30.56,6.7,0.85,3.54,4.36,53.96,21.85,30.98,28.31,21.41,7.28,9.74,81.35,0.0136,post_strat_wt
2022-05,RG6,14113204,41.34,40.1,27.92,14.27,5.86,1.15,6.24,71.16,12.21,37.95,19.97,19.43,5.91,6.15,69.23,0.9626,design_wt
2021-06,RG7,102879015,51.4,31.6,21.2,0.33,3.93,4.35,9.09,40.3,43.78,36.9,7.47,14.12,20.63,5.62,81.55,0.7674,raked_wt
2022-02,RG8,18138308,39.6,61.94,28.17,9.58,0.33,2.84,3.83,63.98,16.64,50.58,14.09,5.04,11.56,2.06,55.98,0.0848,calibrated_wt
2020-10,RG1,113588793,45.31,27.95,22.19,13.05,0.04,4.86,9.86,51.13,35.17,16.03,3.1,11.88,26.52,19.99,63.04,0.8458,calibrated_wt
2022-08,RG2,78818921,33.73,36.09,25.94,14.84,2.18,4.38,0.8,41.22,17.96,15.1,4.29,8.18,12.08,11.09,51.49,0.1855,calibrated_wt
2021-06,RG3,37074648,58.83,57.72,4.74,10.81,4.6,4.95,7.58,62.43,29.71,19.31,2.05,8.61,18.25,18.18,6.11,0.1696,design_wt
2024-05,RG4,6317396,30.34,33.27,15.29,3.19,3.29,0.7,1.44,50.6,10.3,18.26,19.58,1.79,9.38,6.99,57.77,0.0426,calibrated_wt
2024-11,RG5,8368410,44.45,42.64,30.96,11.13,1.24,4.52,6.26,42.88,29.21,30.89,29.5,0.65,2.39,0.98,18.69,0.0049,design_wt
2023-08,RG6,58314888,44.14,39.76,14.97,2.92,3.84,2.11,0.07,54.02,30.47,6.06,10.01,21.34,28.33,13.07,39.96,0.2075,design_wt
2024-03,RG7,11806603,47.42,61.47,12.5,3.75,4.66,3.9,4.72,48.63,15.49,32.32,5.8,3.77,34.54,15.56,71.52,0.5361,post_strat_wt
2020-10,RG8,96287131,34.78,42.93,5.35,9.39,3.73,2.89,0.82,70.36,10.79,9.93,24.69,19.84,26.82,2.85,31.09,0.4376,design_wt
2021-04,RG1,4961055,30.03,51.57,7.01,0.81,1.37,3.35,7.5,78.15,22.98,50.65,9.98,18.98,16.44,16.79,39.74,0.3041,post_strat_wt
2018-10,RG2,93529001,34.27,29.1,9.37,0.27,0.93,1.34,3.26,64.73,14.91,44.49,1.66,21.6,18.7,2.11,27.23,0.5642,design_wt
2021-09,RG3,37926544,44.21,55.49,2.57,4.17,1.52,2.53,4.17,62.03,43.13,43.6,3.9,24.64,17.53,3.67,2.63,0.1689,raked_wt
2023-11,RG4,24030722,48.58,52.76,5.44,7.79,0.82,2.57,2.14,82.15,12.43,22.94,27.07,21.41,9.35,14.91,84.51,0.0191,calibrated_wt
2020-09,RG5,79330042,33.09,45.55,5.74,12.17,0.21,4.89,5.12,57.2,43.13,14.42,4.9,10.59,4.99,14.27,13.68,0.6023,post_strat_wt
2020-11,RG6,98186632,57.23,58.26,6.88,3.84,2.5,0.63,2.28,81.83,15.81,25.66,2.97,24.98,34.92,0.92,72.11,0.6689,calibrated_wt
2024-10,RG7,51689091,51.6,54.91,16.01,5.22,0.68,3.1,6.15,75.98,28.1,7.72,5.73,8.29,8.34,14.01,44.92,0.8534,calibrated_wt
2021-11,RG8,111581816,46.84,29.97,25.3,0.84,5.39,0.65,2.29,49.9,17.13,5.39,14.72,23.39,11.75,3.13,50.11,0.2081,post_strat_wt
2024-12,RG1,91372690,54.09,58.27,5.73,0.5,0.68,3.27,2.24,76.09,11.38,41.81,1.19,17.57,29.26,3.29,62.41,0.4503,post_strat_wt
2023-09,RG2,46470616,58.11,40.58,5.49,12.06,1.86,2.6,1.48,48.97,16.38,19.65,22.51,9.07,2.72,12.92,89.39,0.0428,raked_wt
2020-05,RG3,36479912,66.47,42.45,21.24,3.3,3.59,1.9,4.56,70.49,19.48,51.17,3.33,23.29,29.11,11.3,4.11,0.5933,post_strat_wt
2023-02,RG4,13916954,47.53,37.19,7.67,11.18,0.81,4.64,2.55,44.74,26.86,51.19,5.38,24.12,27.53,11.1,13.55,0.4219,raked_wt
2019-03,RG5,72562222,36.22,25.01,18.12,4.41,3.1,0.57,4.38,79.0,22.48,39.34,11.21,24.71,14.13,14.83,76.5,0.6174,design_wt
2019-05,RG6,37242967,38.83,64.76,20.89,10.7,3.33,1.08,6.58,74.25,25.69,14.37,6.13,0.59,10.06,0.05,50.22,0.7017,design_wt
2019-04,RG7,38895178,66.63,54.34,13.43,11.28,2.25,0.79,5.39,67.46,40.9,41.58,21.54,21.17,6.02,16.33,92.81,0.6925,design_wt
2021-03,RG8,83386306,59.2,55.34,16.28,9.49,1.28,1.72,2.42,57.19,30.93,29.82,6.1,16.43,24.76,10.22,73.85,0.1507,design_wt
2024-12,RG1,27755180,35.09,28.97,11.69,3.27,0.77,1.8,4.91,71.07,18.48,47.61,8.99,15.94,25.63,6.87,93.91,0.5981,design_wt
2018-09,RG2,18009358,66.85,50.41,12.36,0.89,0.92,2.22,5.1,69.81,27.8,34.99,7.51,17.26,8.36,14.03,74.66,0.0758,calibrated_wt
2024-08,RG3,111600827,63.99,45.68,18.76,2.99,3.99,3.25,9.1,41.19,27.36,11.37,20.32,0.16,23.88,15.74,3.39,0.3626,raked_wt
2024-12,RG4,15693227,49.54,48.44,7.29,11.82,4.25,0.86,7.81,51.95,24.86,51.09,5.25,22.14,23.2,4.99,31.82,0.2455,raked_wt
2024-10,RG5,118734923,62.03,28.62,12.71,14.89,2.0,2.24,5.02,62.78,11.57,50.16,9.58,1.28,21.34,13.16,16.84,0.0556,post_strat_wt
2020-01,RG6,975521,33.58,46.66,3.91,7.98,1.62,4.02,6.6,66.57,26.2,34.94,23.96,14.57,31.99,11.34,74.33,0.8115,calibrated_wt
2022-05,RG7,98365545,56.57,59.79,24.01,11.03,3.42,3.31,1.5,73.04,41.76,52.04,29.13,18.46,19.54,14.94,40.15,0.5716,raked_wt
2019-05,RG8,36508940,60.46,59.98,23.55,3.32,3.26,1.72,8.18,80.19,10.4,13.3,20.21,23.31,31.06,4.67,78.94,0.4975,raked_wt
2023-11,RG1,102055811,65.14,29.57,19.08,13.94,0.05,0.25,3.41,48.44,30.31,12.42,28.93,5.99,18.66,6.16,32.46,0.9488,calibrated_wt
2021-07,RG2,28789455,57.34,46.53,13.57,2.94,1.92,2.29,0.67,59.32,32.57,52.51,24.5,22.35,24.48,12.12,31.44,0.703,design_wt
2021-10,RG3,91850135,63.46,27.08,22.71,3.75,0.55,1.85,1.97,77.96,34.2,17.35,23.25,8.33,26.0,9.55,48.54,0.195,calibrated_wt
2021-04,RG4,104593306,42.87,36.66,22.99,14.44,2.42,4.02,6.8,71.04,34.13,7.25,18.3,12.22,5.66,14.4,16.98,0.3475,calibrated_wt
2018-06,RG5,87425515,43.7,58.46,5.43,10.06,5.29,3.58,2.41,41.15,42.01,38.32,27.58,23.39,6.59,11.84,8.81,0.0497,design_wt
2020-12,RG6,101994847,43.63,35.0,15.68,6.94,3.66,3.63,5.72,74.16,28.8,17.14,1.58,7.4,13.94,5.5,58.39,0.8396,raked_wt
2020-03,RG7,37065227,43.01,46.65,18.6,10.6,2.46,3.84,1.27,50.03,14.3,40.46,25.92,0.77,11.98,10.42,81.6,0.1449,post_strat_wt
2022-04,RG8,23794514,69.96,35.66,8.83,14.57,3.39,4.36,4.32,83.42,20.78,23.44,15.48,23.38,25.04,1.72,61.58,0.9605,post_strat_wt
2024-03,RG1,47808096,64.28,45.77,4.57,6.12,5.2,1.93,9.76,84.38,27.52,23.14,23.49,5.0,15.69,16.92,48.76,0.9087,post_strat_wt
2020-12,RG2,34927804,56.13,45.94,20.02,12.78,2.59,4.28,9.38,65.5,37.06,16.76,1.88,5.5,14.21,8.89,98.6,0.4058,post_strat_wt
2018-07,RG3,23325244,55.94,55.44,21.52,6.61,2.36,3.06,1.3,59.56,18.62,17.12,1.36,21.07,18.05,0.71,10.25,0.346,post_strat_wt
2019-09,RG4,16836096,56.3,32.45,33.22,9.7,0.46,3.75,8.38,51.57,41.5,47.15,10.78,15.19,4.56,12.83,76.9,0.177,raked_wt
2020-02,RG5,25836473,49.4,60.87,6.83,9.82,5.2,3.17,5.28,50.97,18.82,31.83,7.49,2.47,13.63,11.01,94.19,0.7428,calibrated_wt
2024-12,RG6,84958194,68.11,39.25,6.12,13.09,3.82,0.36,9.43,57.65,22.55,42.27,26.91,11.33,24.11,2.1,16.35,0.0721,post_strat_wt
2021-11,RG7,45427793,57.4,28.19,14.45,12.15,0.56,2.06,4.2,45.62,12.41,46.2,28.72,3.86,0.74,13.63,40.01,0.8622,calibrated_wt
2021-12,RG8,58683306,60.02,54.71,2.64,7.53,3.0,1.09,6.45,40.94,20.67,22.08,24.05,8.57,19.46,8.32,45.87,0.43,calibrated_wt
2021-03,RG1,92176393,64.89,29.6,27.22,12.26,4.37,4.99,5.14,57.28,21.98,43.25,21.16,13.14,31.96,2.81,90.22,0.5696,calibrated_wt
2018-03,RG2,107672534,62.69,55.06,28.26,10.01,3.99,4.41,7.49,81.35,37.26,17.24,26.38,12.89,3.94,1.57,44.64,0.7665,raked_wt
2020-01,RG3,65719298,56.72,46.63,24.94,0.27,5.8,3.48,1.79,79.91,15.66,43.94,25.61,14.16,15.41,8.65,84.16,0.7961,design_wt
2022-11,RG4,40839541,34.66,56.0,27.45,12.78,5.53,4.02,6.2,44.35,38.23,27.22,2.93,4.87,22.9,1.93,86.77,0.4076,post_strat_wt
2019-07,RG5,81227391,32.44,59.43,13.87,2.54,5.54,4.21,3.57,61.14,35.91,52.5,14.13,13.19,27.49,18.43,26.92,0.4586,design_wt
2019-10,RG6,64343052,61.01,43.1,33.41,5.31,3.26,4.59,2.38,84.4,30.46,24.32,21.73,12.92,18.45,0.68,31.0,0.4447,calibrated_wt
2024-11,RG7,118615141,43.03,32.36,7.85,0.26,3.54,4.65,7.08,46.83,43.68,27.86,6.18,12.94,3.42,18.67,45.19,0.9411,post_strat_wt
2018-02,RG8,23348153,41.59,26.27,3.06,4.6,3.4,0.55,4.33,65.23,33.34,51.62,27.01,13.57,5.44,11.47,8.71,0.4506,post_strat_wt
2022-11,RG1,105203194,61.18,32.36,21.43,12.09,0.34,1.62,4.77,41.38,22.7,23.17,15.08,20.33,29.4,10.07,5.8,0.4686,raked_wt
2018-04,RG2,55315688,65.12,61.84,3.5,1.07,0.19,3.99,8.99,62.94,38.99,45.46,11.36,20.17,3.48,9.56,78.5,0.951,raked_wt
2024-10,RG3,91453623,30.23,36.51,9.94,12.1,2.66,3.73,9.6,48.17,25.9,54.19,19.93,18.37,27.59,8.01,38.24,0.0668,raked_wt
2018-11,RG4,111946461,48.39,42.21,22.93,0.01,4.72,4.91,4.55,74.97,34.07,10.8,28.41,18.22,18.41,0.75,90.84,0.5358,design_wt
2018-07,RG5,109033011,30.91,58.72,24.23,8.23,4.0,0.99,0.74,70.3,39.17,28.17,15.95,7.98,19.37,15.35,42.19,0.8448,calibrated_wt
2021-07,RG6,27152704,61.83,37.98,32.25,6.32,1.83,1.18,0.92,84.1,20.33,21.89,22.13,19.18,7.58,19.14,58.2,0.9735,raked_wt
2022-09,RG7,6917702,61.91,32.55,25.78,8.69,0.23,2.42,1.55,43.16,31.52,24.29,1.89,6.07,2.77,17.13,57.01,0.6479,raked_wt
2021-10,RG8,16751217,62.45,41.99,32.08,12.49,1.35,1.08,5.1,77.8,33.45,53.51,27.79,15.04,24.14,9.53,76.53,0.5889,design_wt
2022-04,RG1,92323567,35.59,42.28,12.23,2.18,4.15,3.18,3.94,47.91,27.97,6.26,0.42,14.47,16.88,9.87,31.19,0.2422,post_strat_wt
2024-01,RG2,14585845,62.13,37.24,11.46,9.1,2.96,3.72,9.83,66.6,14.39,29.34,1.61,8.87,23.39,11.06,19.19,0.8485,calibrated_wt
2022-10,RG3,49351004,44.42,42.8,14.38,1.79,1.69,0.7,9.83,69.69,15.22,13.59,17.53,2.05,6.42,2.26,43.57,0.4002,post_strat_wt
2021-03,RG4,72144500,34.25,26.95,31.81,14.56,3.53,0.61,7.99,73.5,34.8,12.98,20.18,21.89,2.08,8.33,92.78,0.3596,raked_wt
2018-11,RG5,271007,37.88,36.76,27.14,2.73,1.89,0.52,2.19,75.17,40.19,36.59,12.63,18.55,14.51,0.74,64.86,0.7716,raked_wt
