tech_cover_mapping_release_date,tech_cover_provider_id_fcc,tech_cover_technology_code,tech_cover_max_advertised_down_mbps,tech_cover_max_advertised_up_mbps,tech_cover_latency_category,tech_cover_data_cap_gb,tech_cover_coverage_area_hex_id,tech_cover_served_location_count,tech_cover_unserved_location_count,tech_cover_underserved_location_count,tech_cover_challenge_filed_count,tech_cover_challenge_upheld_count,tech_cover_middle_mile_presence_flag,tech_cover_backhaul_distance_km,tech_cover_last_mile_medium_code,tech_cover_spectrum_band_code,tech_cover_grant_funded_flag,tech_cover_permit_obstacle_index,tech_cover_coverage_confidence_score
2024-05-19,INP482949,SATELLITE,1830,421,HIGH,2000,HEXC294C6011E,38658,42034,5236,94,35,1,116.2,COAX,C_BAND,0,0.605,0.934
2025-04-08,INP538669,SATELLITE,1237,681,HIGH,50,HEX71758A4444,135115,14931,41032,237,231,1,60.0,COPPER,C_BAND,0,0.192,0.531
2024-08-12,INP256167,5G,1586,709,MED,50,HEXA585C92BEA,54431,39199,44220,46,41,0,93.9,WIRELESS,MMWAVE,0,0.932,0.617
2023-10-30,INP162989,FIBER,146,198,MED,200,HEX7F949306F9,125377,28650,50709,80,15,1,30.9,FIBER,LOW_BAND,0,0.277,0.678
2023-01-04,INP107406,FIBER,30,119,MED,500,HEXB4339CE530,153623,20756,28819,43,24,1,154.2,COPPER,LOW_BAND,0,0.614,0.972
2025-06-14,INP124268,DSL,582,114,LOW,50,HEXA6DD73D672,233314,25196,49828,5,4,0,51.4,WIRELESS,MMWAVE,0,0.524,0.522
2025-08-06,INP534210,5G,1441,704,MED,50,HEXC356343970,245674,36917,31991,165,16,1,200.1,WIRELESS,UNLICENSED,1,0.381,0.639
2024-12-29,INP902239,FIXED_WIRELESS,333,177,LOW,2000,HEX98830603B2,161836,45568,72459,12,4,1,233.0,WIRELESS,MID_BAND,1,0.859,0.492
2022-01-31,INP235200,4G,1613,808,HIGH,50,HEX47620F91C4,205796,11713,69986,31,29,0,92.4,COPPER,MID_BAND,0,0.187,0.843
2023-08-26,INP875050,DSL,352,54,MED,50,HEXD395C77BB2,159362,49447,5540,17,12,1,71.9,SAT,MMWAVE,0,0.395,0.674
2024-07-12,INP846575,5G,1544,419,MED,500,HEXE2D201FD1E,100789,24637,39258,95,3,1,49.8,FIBER,MID_BAND,0,0.638,0.402
2021-07-26,INP632024,FIXED_WIRELESS,827,482,HIGH,200,HEX532F32A155,238891,25333,56804,19,19,1,205.3,SAT,MMWAVE,1,0.981,0.885
2020-10-04,INP319191,4G,1160,281,LOW,0,HEX8A5759555C,154017,8080,57461,194,124,1,128.6,SAT,UNLICENSED,0,0.999,0.406
2024-03-27,INP377617,DSL,200,636,MED,100,HEX604F396D28,67385,13802,74,16,5,0,66.5,WIRELESS,LOW_BAND,1,0.915,0.414
2025-07-14,INP168373,FIXED_WIRELESS,1967,984,MED,500,HEX8ED5A8AD9A,211837,38918,32151,57,52,1,121.0,COAX,UNLICENSED,1,0.973,0.984
2020-07-29,INP938112,5G,458,906,LOW,200,HEXEEB8669439,249141,43442,8692,198,80,0,14.4,WIRELESS,MMWAVE,1,0.473,0.321
2024-02-26,INP128495,FIXED_WIRELESS,890,874,LOW,100,HEX3C599D11B2,112839,32286,12099,239,203,0,162.1,FIBER,LOW_BAND,0,0.033,0.501
2024-02-11,INP696601,CABLE,686,107,LOW,500,HEX100ECED744,219875,34477,9395,212,156,1,16.4,SAT,C_BAND,1,0.776,0.655
2025-07-26,INP660866,5G,936,372,HIGH,100,HEX4B6C3F4532,41189,2411,10414,15,3,1,249.6,COPPER,MID_BAND,0,0.282,0.53
2023-08-03,INP574169,SATELLITE,1503,606,MED,1000,HEX3702310D42,130947,30376,52099,200,181,0,112.5,COAX,MMWAVE,0,0.958,0.819
2022-01-23,INP079449,DSL,96,910,LOW,50,HEX8743200559,88889,179,13709,123,98,0,125.4,COPPER,MID_BAND,1,0.659,0.808
2025-08-30,INP235591,5G,1955,753,LOW,200,HEXF94F7409F1,217962,27344,60757,234,226,0,57.9,COAX,UNLICENSED,1,0.265,0.915
2020-06-07,INP865302,DSL,1959,846,MED,50,HEX66FC4D868F,208807,41944,40134,196,153,0,124.3,SAT,MID_BAND,0,0.552,0.838
2022-08-19,INP937160,FIXED_WIRELESS,173,341,HIGH,50,HEXF02B4AA6E3,43467,23686,12793,195,73,1,135.7,SAT,LOW_BAND,1,0.156,0.384
2020-01-14,INP907721,5G,934,350,LOW,500,HEXCC71A41C56,50123,35737,32804,185,4,0,155.2,FIBER,LOW_BAND,1,0.342,0.66
2025-12-30,INP197333,5G,895,111,HIGH,2000,HEXC33ACB1F3A,239806,32399,73067,197,117,1,160.7,COPPER,LOW_BAND,1,0.188,0.694
2020-03-11,INP996489,5G,959,92,LOW,2000,HEX18C9788C1C,206583,41817,41558,62,19,1,106.5,FIBER,LOW_BAND,1,0.3,0.965
2021-07-14,INP689289,SATELLITE,755,81,MED,100,HEXB604212891,30220,6236,34629,196,85,1,31.1,SAT,MID_BAND,0,0.079,0.334
2023-06-29,INP855885,SATELLITE,1792,712,HIGH,100,HEXEA16E4E15B,36385,4505,12362,242,241,0,26.9,WIRELESS,LOW_BAND,0,0.361,0.674
2022-12-18,INP198231,SATELLITE,1445,892,LOW,1000,HEXC7B2BDA36A,229895,17911,24582,126,70,1,107.5,SAT,MMWAVE,1,0.528,0.538
2024-07-14,INP945268,4G,870,266,HIGH,500,HEX7F63422A1A,35220,46600,5269,59,15,0,182.9,WIRELESS,MID_BAND,0,0.277,0.378
2020-01-12,INP678012,DSL,311,746,HIGH,2000,HEX15F684AD26,49783,43637,31820,125,62,0,109.5,COAX,LOW_BAND,0,0.159,0.839
2020-09-01,INP752122,DSL,882,792,LOW,200,HEXC895A7B476,42563,31480,28909,112,17,1,58.8,WIRELESS,MMWAVE,1,0.949,0.652
2021-08-15,INP175626,5G,645,769,MED,0,HEX1F1E43FED9,242833,34728,23979,160,127,0,1.0,FIBER,C_BAND,0,0.77,0.59
2023-10-29,INP011372,5G,566,605,LOW,1000,HEX6D99173305,124070,49737,31610,136,85,1,107.8,SAT,LOW_BAND,0,0.103,0.918
2022-08-05,INP404571,SATELLITE,913,740,LOW,50,HEXB314E6FAEE,25005,22335,31025,156,30,1,62.7,SAT,UNLICENSED,0,0.938,0.466
2025-05-03,INP656608,5G,453,819,MED,100,HEX18390BEC82,194198,6390,74934,5,5,1,43.2,COPPER,MID_BAND,0,0.732,0.435
2022-05-06,INP120460,4G,1878,746,LOW,100,HEXAE4A21E705,140230,11475,55096,27,2,0,53.1,COPPER,MMWAVE,1,0.229,0.861
2022-12-26,INP778595,SATELLITE,685,912,MED,50,HEXD9A372D759,243301,48065,2625,50,25,1,193.2,WIRELESS,LOW_BAND,0,0.115,0.779
2020-08-08,INP279149,SATELLITE,1469,760,LOW,0,HEX8832E89E38,89396,34411,70459,23,8,1,137.3,COPPER,LOW_BAND,0,0.85,0.442
2022-06-22,INP601446,FIBER,1520,783,MED,200,HEX24D0CCCBDB,22424,21135,21616,193,190,0,146.5,FIBER,MID_BAND,0,0.805,0.603
2026-01-16,INP606901,CABLE,650,393,HIGH,0,HEXC844282A84,137397,5020,19736,44,18,1,197.1,COAX,MMWAVE,0,0.507,0.622
2020-06-29,INP502233,CABLE,1492,533,MED,500,HEX2616C8F504,45126,37802,49194,186,10,0,10.0,WIRELESS,LOW_BAND,0,0.24,0.715
2025-02-27,INP670669,SATELLITE,388,133,LOW,0,HEX4016D1880A,68306,42190,23258,140,121,1,232.7,SAT,MID_BAND,0,0.764,0.665
2020-09-19,INP326146,4G,359,539,HIGH,1000,HEXAB6236B5B8,56565,6821,40577,245,199,1,115.6,FIBER,MMWAVE,1,0.982,0.569
2023-12-23,INP932817,4G,1393,382,MED,500,HEXA4FE016644,151418,34757,66219,234,5,0,182.7,COAX,MID_BAND,0,0.501,0.423
2023-02-02,INP394806,FIBER,603,708,HIGH,0,HEXF433FD389E,32528,25868,29082,206,36,0,22.7,SAT,MMWAVE,0,0.721,0.843
2026-02-07,INP092064,DSL,839,664,MED,50,HEX06011CC7FF,25484,30258,65625,219,104,0,180.1,SAT,LOW_BAND,1,0.185,0.866
2020-04-30,INP534585,FIBER,510,709,MED,100,HEX7B44F1B609,56520,25674,48222,156,88,1,14.7,COAX,UNLICENSED,1,0.123,0.663
2023-03-20,INP122530,DSL,1559,422,LOW,50,HEXD239234514,10063,45574,38528,33,33,1,235.2,FIBER,C_BAND,0,0.778,0.533
2025-07-09,INP949750,4G,273,441,LOW,0,HEXFD0E569DC6,180044,29860,9526,82,27,1,44.0,COPPER,C_BAND,0,0.356,0.864
2025-09-16,INP541647,4G,1858,151,HIGH,50,HEXFD4F148CFC,90312,19558,31119,122,110,0,137.7,SAT,MID_BAND,0,0.212,0.745
2021-05-23,INP064660,CABLE,1166,599,HIGH,0,HEXC420FF92CB,164019,41023,55146,196,159,0,94.1,COAX,UNLICENSED,0,0.759,0.815
2025-02-11,INP051756,SATELLITE,518,155,MED,500,HEX10849F3232,205060,14616,38591,199,36,0,107.6,SAT,UNLICENSED,0,0.055,0.729
2020-04-04,INP943179,FIBER,1324,457,LOW,1000,HEX38F395AEAE,136869,9078,73551,193,4,0,245.2,FIBER,C_BAND,0,0.887,0.381
2021-08-06,INP954087,FIXED_WIRELESS,1219,786,MED,500,HEXA64C6661D0,126834,27915,12878,172,37,0,201.8,COAX,UNLICENSED,1,0.924,0.383
2022-02-25,INP731578,CABLE,1292,925,LOW,2000,HEX0F730D66E1,14957,7653,50749,128,51,1,167.1,SAT,C_BAND,0,0.823,0.318
2020-09-28,INP306060,4G,668,60,MED,200,HEXCD8DFAA05A,71310,1102,64915,112,56,0,97.8,FIBER,MMWAVE,0,0.726,0.826
2024-08-13,INP653508,4G,1290,850,MED,200,HEXEF9E1C0EA4,51688,13004,26563,116,29,1,33.3,COAX,C_BAND,0,0.171,0.538
2024-07-01,INP150088,DSL,1398,109,LOW,500,HEX2636DF578F,99061,7947,24954,55,28,1,167.0,COAX,C_BAND,1,0.049,0.963
2023-08-16,INP082084,CABLE,118,247,MED,50,HEXAD68EEB78E,20207,918,21165,163,23,0,223.6,SAT,UNLICENSED,0,0.102,0.433
2025-10-28,INP945387,4G,1252,453,LOW,2000,HEX6DD8ED2A50,60506,37514,58935,245,189,1,196.4,SAT,UNLICENSED,0,0.429,0.77
2021-05-02,INP474924,5G,1663,155,LOW,100,HEXC62A235A16,229469,43224,47977,3,2,1,111.9,FIBER,C_BAND,0,0.15,0.35
2021-12-14,INP053345,FIBER,1151,609,HIGH,2000,HEXA398CDF2ED,209791,2222,30120,169,138,1,179.9,COAX,UNLICENSED,0,0.648,0.506
2023-10-15,INP865003,4G,1127,524,MED,2000,HEXC0A1E38778,172656,12239,3436,239,157,1,95.2,FIBER,UNLICENSED,1,0.628,0.972
2025-07-20,INP645854,FIXED_WIRELESS,1481,870,LOW,2000,HEXD597BC8A0A,179371,40973,31127,94,6,0,220.8,COAX,MMWAVE,0,0.62,0.773
2020-06-05,INP012573,CABLE,559,262,LOW,500,HEX6935D4AA28,151508,17645,51299,212,56,0,48.8,SAT,LOW_BAND,1,0.164,0.355
2023-09-04,INP177919,FIXED_WIRELESS,353,996,HIGH,50,HEX69D38C53F8,147283,46570,51277,94,46,1,161.5,SAT,C_BAND,0,0.95,0.685
2020-03-05,INP677220,CABLE,1296,643,LOW,1000,HEXED1DE923D5,62370,17637,4940,22,11,1,77.0,COAX,C_BAND,0,0.327,0.526
2021-03-15,INP216247,SATELLITE,209,248,MED,200,HEXD0F4DBA1FC,9725,23190,23242,116,49,0,237.0,FIBER,UNLICENSED,0,0.561,0.717
2021-06-23,INP703255,5G,723,416,LOW,50,HEXE8EC6FD96C,141773,28980,36639,76,21,1,176.6,SAT,C_BAND,0,0.893,0.493
2023-10-22,INP743878,CABLE,374,519,LOW,100,HEXFEFC652DE0,210640,20109,48824,163,58,0,219.6,FIBER,MID_BAND,1,0.877,0.909
2021-04-19,INP780030,DSL,1307,653,MED,500,HEXBA448969B2,223412,45243,29109,108,57,0,197.2,COAX,MMWAVE,1,0.006,0.553
2025-10-11,INP979290,DSL,1659,838,LOW,1000,HEX8DB3132D04,24775,3865,49434,189,2,0,130.0,WIRELESS,C_BAND,0,0.204,0.681
2023-11-14,INP014504,5G,380,926,MED,200,HEX74F8422902,24154,33484,59450,97,84,0,182.4,WIRELESS,LOW_BAND,0,0.182,0.603
2021-05-10,INP614247,DSL,1906,583,HIGH,500,HEXFFE52999BE,26926,48025,55980,204,83,0,146.4,COAX,MID_BAND,0,0.144,0.919
2023-08-24,INP672582,SATELLITE,1934,320,MED,200,HEX1B7B726305,227368,16639,65289,156,29,1,111.8,SAT,MMWAVE,1,0.571,0.604
2021-10-25,INP029454,FIBER,448,507,HIGH,2000,HEX598E32CC1C,104605,47789,7115,140,48,1,220.9,COAX,UNLICENSED,0,0.811,0.773
2025-03-22,INP555327,4G,1809,386,HIGH,500,HEX538ECECD00,79694,15485,50836,165,20,0,213.8,SAT,C_BAND,1,0.066,0.876
2021-10-29,INP985907,4G,1192,176,HIGH,500,HEXBA134D80DE,151638,27235,61616,21,6,0,125.1,SAT,LOW_BAND,1,0.048,0.404
2021-09-13,INP118994,5G,1362,147,LOW,0,HEX9B116221B7,190029,22474,69357,194,112,0,49.6,SAT,MID_BAND,1,0.572,0.598
2023-10-13,INP201663,SATELLITE,222,158,MED,50,HEX14CAA250AF,39855,39080,37580,96,16,1,205.8,COPPER,C_BAND,0,0.35,0.563
2020-09-27,INP870975,CABLE,272,802,HIGH,500,HEX701F146555,80963,49975,17083,54,54,1,235.4,COPPER,LOW_BAND,1,0.482,0.337
2021-05-19,INP312405,FIBER,917,741,HIGH,0,HEX6D0324AE54,227006,10393,993,56,44,0,71.5,COPPER,LOW_BAND,1,0.616,0.927
2024-07-19,INP957447,SATELLITE,142,384,MED,500,HEXAF562371D4,114318,179,14491,11,8,1,29.8,SAT,LOW_BAND,1,0.027,0.929
2024-08-16,INP513701,SATELLITE,97,562,LOW,500,HEX1B519D1501,133764,2782,53554,115,13,1,115.6,COPPER,C_BAND,1,0.048,0.9
2024-01-19,INP994141,DSL,60,22,HIGH,200,HEX2885664010,52657,43977,26262,155,103,1,202.5,WIRELESS,C_BAND,0,0.89,0.601
2021-09-01,INP055864,FIBER,127,277,MED,200,HEX6459CC09A1,66643,2447,2575,191,167,1,59.1,SAT,LOW_BAND,0,0.563,0.783
2023-01-09,INP536731,CABLE,1260,628,HIGH,0,HEXC4DDE69FAA,52578,30359,57542,175,30,0,95.7,SAT,C_BAND,1,0.908,0.959
2021-08-31,INP220422,DSL,1570,335,MED,50,HEX3B894919C1,216125,17308,21645,226,110,0,238.9,COPPER,LOW_BAND,1,0.051,0.618
2026-01-23,INP814866,4G,1655,681,HIGH,100,HEX1EEFC3AC99,232484,38319,58796,230,37,0,21.1,WIRELESS,LOW_BAND,0,0.538,0.732
2023-04-01,INP958899,CABLE,632,552,LOW,50,HEXC7E58E9787,3523,35330,22619,15,0,1,11.9,WIRELESS,C_BAND,0,0.094,0.881
2022-02-12,INP305060,DSL,1056,917,MED,1000,HEXD42A887C9F,244350,31269,6556,68,5,0,57.5,FIBER,C_BAND,0,0.088,0.701
2021-04-05,INP308612,5G,1425,571,HIGH,50,HEX561E9DAA2A,232436,39632,55264,179,163,1,152.5,WIRELESS,UNLICENSED,1,0.265,0.722
2020-04-14,INP251413,FIXED_WIRELESS,301,168,MED,500,HEXCD68289C38,140145,45658,65773,58,39,1,109.1,COAX,MMWAVE,0,0.991,0.819
2024-12-28,INP600800,5G,241,605,HIGH,50,HEX5C9DFDB13B,234972,27,44791,47,15,1,63.8,SAT,UNLICENSED,1,0.332,0.873
2020-03-30,INP939742,SATELLITE,209,444,MED,1000,HEX0340961C7E,196458,4281,67605,32,16,0,143.4,SAT,LOW_BAND,0,0.956,0.803
2024-06-29,INP450025,FIBER,1622,236,MED,500,HEX26646A9EB9,183077,40536,72030,112,39,0,95.4,COAX,LOW_BAND,1,0.588,0.975
2020-07-20,INP167606,FIXED_WIRELESS,749,257,HIGH,200,HEXE0176B39C8,104016,13575,55213,80,31,1,177.4,COPPER,LOW_BAND,0,0.26,0.557
2020-08-16,INP300658,CABLE,1096,999,HIGH,100,HEX2466DCB867,13607,21422,57121,67,20,1,197.7,COAX,C_BAND,0,0.364,0.822
2023-10-24,INP504979,DSL,1610,523,HIGH,0,HEX63C4662AC5,76309,3551,14208,101,80,1,152.1,COPPER,LOW_BAND,1,0.932,0.594
2022-02-03,INP111749,FIXED_WIRELESS,1431,677,MED,100,HEX6C9612B15F,132452,16462,69914,204,132,0,248.3,FIBER,UNLICENSED,1,0.475,0.656
2024-06-10,INP445105,CABLE,919,958,LOW,2000,HEX42BCDA6212,53948,34652,32929,58,47,0,119.8,COPPER,MMWAVE,1,0.589,0.566
2025-12-20,INP059632,SATELLITE,368,322,LOW,0,HEXAB354CF40F,67206,20021,48159,73,59,1,36.6,COPPER,LOW_BAND,1,0.944,0.406
2025-01-06,INP257749,4G,1680,91,MED,200,HEXE63AAA223D,141768,24871,22245,209,18,0,88.5,FIBER,UNLICENSED,1,0.847,0.719
2024-05-04,INP982713,5G,480,337,HIGH,500,HEX8293DE0DDC,194566,6805,67463,17,12,1,126.4,SAT,LOW_BAND,0,0.345,0.419
2022-11-06,INP263205,5G,1105,905,MED,1000,HEX193B80ACCA,63656,42182,16165,37,34,1,125.7,COAX,UNLICENSED,0,0.804,0.692
2024-10-09,INP957875,CABLE,654,497,HIGH,1000,HEX27472601B9,196504,24991,33113,44,17,1,51.1,SAT,MID_BAND,0,0.163,0.462
2021-02-26,INP116509,DSL,1942,907,HIGH,50,HEXF8809E21D0,60798,11516,276,4,0,0,96.6,WIRELESS,MMWAVE,1,0.91,0.65
2025-05-23,INP715813,FIBER,601,68,HIGH,50,HEXE453F9CC4C,201416,36066,18121,49,20,1,216.6,SAT,C_BAND,0,0.79,0.324
2022-03-24,INP794790,5G,1680,290,MED,1000,HEX9710B6FA61,3918,42421,51509,234,94,1,21.8,FIBER,MID_BAND,0,0.002,0.608
2023-08-19,INP169574,SATELLITE,1269,20,MED,2000,HEX836386B966,120853,1010,69200,59,34,1,138.9,SAT,LOW_BAND,0,0.995,0.756
2025-06-10,INP700843,5G,168,588,MED,200,HEX092F2EC5DA,151838,36639,24480,97,1,1,19.8,FIBER,UNLICENSED,0,0.139,0.35
2025-03-03,INP359142,FIBER,1384,770,LOW,200,HEX49C1AD8499,246906,9028,57113,68,22,1,150.9,WIRELESS,C_BAND,0,0.074,0.337
2022-12-18,INP739156,CABLE,1005,858,LOW,100,HEX68092D709F,13549,4152,52336,56,45,0,102.6,FIBER,MMWAVE,1,0.827,0.492
2025-04-09,INP959688,CABLE,20,64,LOW,200,HEX8FD2BB3266,245332,35536,48908,1,1,1,196.6,SAT,LOW_BAND,1,0.574,0.973
2021-12-30,INP881801,FIBER,1540,906,LOW,1000,HEX5FD7D207C9,178885,963,603,244,123,1,175.2,FIBER,UNLICENSED,0,0.312,0.791
2023-04-15,INP267545,DSL,1781,883,MED,100,HEX24FC6BFC82,124791,13250,40744,207,137,1,225.4,FIBER,LOW_BAND,1,0.045,0.543
2024-07-09,INP214297,4G,747,453,MED,500,HEXCD5E60DF6B,117889,12698,71821,56,45,0,222.8,SAT,UNLICENSED,1,0.304,0.422
2022-07-22,INP399929,SATELLITE,107,343,MED,0,HEX7740595563,48412,47787,1275,152,8,1,83.5,COAX,LOW_BAND,1,0.629,0.514
2020-04-22,INP668001,5G,1049,968,MED,0,HEX9A2CB76A2A,106962,46994,48621,235,59,1,230.0,COAX,LOW_BAND,0,0.998,0.916
2021-07-07,INP197939,FIBER,333,885,MED,2000,HEXCE113B2EFA,180433,38548,34030,112,81,0,85.1,WIRELESS,C_BAND,1,0.835,0.369
2024-12-19,INP784597,SATELLITE,1390,379,HIGH,0,HEXEAD0F4A34B,53784,45221,15534,0,0,1,31.7,FIBER,MID_BAND,0,0.506,0.782
2023-03-10,INP056999,CABLE,1813,635,HIGH,50,HEXF5C3592510,128136,37315,1710,164,4,1,107.2,SAT,LOW_BAND,1,0.387,0.603
2022-12-12,INP062426,4G,1832,984,LOW,1000,HEX3D4BFD067C,222407,10300,43800,83,1,1,158.3,FIBER,LOW_BAND,0,0.985,0.516
2021-06-16,INP811510,DSL,1364,974,HIGH,1000,HEXC33510C9AE,220420,44352,6081,91,31,1,191.1,SAT,UNLICENSED,0,0.51,0.468
2021-09-12,INP813476,FIBER,586,922,HIGH,100,HEXFE7CF8F7DD,23497,11206,55508,79,21,1,57.9,COPPER,MMWAVE,0,0.882,0.85
2021-08-02,INP431298,4G,1230,134,LOW,200,HEX1CD3C03B2A,159882,47550,22402,17,11,0,131.2,FIBER,UNLICENSED,0,0.489,0.303
2024-02-08,INP547523,SATELLITE,1137,88,HIGH,500,HEXE97F2B68BC,203170,22260,30976,122,68,0,174.9,COPPER,LOW_BAND,0,0.375,0.95
2025-09-13,INP941538,5G,119,678,LOW,500,HEX2B702342EF,35960,43416,20380,15,8,1,69.8,COAX,MID_BAND,0,0.925,0.894
2021-03-25,INP099577,4G,269,758,HIGH,1000,HEX0030EB32B7,223449,8335,13531,62,23,0,10.5,COPPER,UNLICENSED,1,0.335,0.332
2022-11-04,INP309075,5G,911,472,MED,100,HEX6993CAAF1A,213611,44943,9702,120,38,1,152.1,COPPER,UNLICENSED,0,0.531,0.382
2020-04-29,INP287803,DSL,318,586,LOW,2000,HEXDF6006EF6F,103589,30179,5318,98,29,0,232.5,FIBER,UNLICENSED,0,0.394,0.55
2023-05-26,INP577309,FIXED_WIRELESS,412,706,MED,500,HEXCB954923D6,114228,7698,11594,75,18,1,196.5,COPPER,C_BAND,0,0.555,0.521
2021-09-11,INP155807,SATELLITE,1956,708,HIGH,0,HEXBE234D19A4,53194,36680,44411,206,61,0,180.1,COAX,MMWAVE,0,0.187,0.552
2020-08-23,INP322990,4G,503,84,LOW,1000,HEXDD865B57BE,148274,44245,35201,127,84,0,100.5,COAX,C_BAND,0,0.36,0.466
2024-02-27,INP592377,FIXED_WIRELESS,1980,831,LOW,200,HEX341558E9EE,240903,20076,66590,22,10,1,99.9,COPPER,C_BAND,0,0.371,0.563
2023-05-22,INP818249,DSL,500,381,HIGH,500,HEXF46E4FFA93,235711,10316,54454,209,29,1,79.3,COAX,MID_BAND,0,0.056,0.691
2022-06-20,INP641990,4G,1415,753,LOW,200,HEXFDE21581E4,41504,13704,47546,208,168,1,224.1,WIRELESS,UNLICENSED,0,0.26,0.882
2025-08-02,INP046168,FIBER,1426,546,MED,2000,HEX5B2E726A63,1392,7305,36524,233,15,0,11.9,COAX,MID_BAND,0,0.932,0.343
2024-02-14,INP359094,4G,374,751,LOW,0,HEX45AF104FB1,241272,14261,52166,135,22,1,41.3,FIBER,MID_BAND,1,0.378,0.539
2021-09-23,INP539065,4G,1762,501,LOW,100,HEX259DDAE22B,214063,29012,29732,179,157,1,130.6,SAT,MID_BAND,1,0.364,0.627
2022-06-28,INP722459,FIXED_WIRELESS,823,98,LOW,500,HEXF029C182D6,26365,927,64407,31,9,1,88.7,SAT,MID_BAND,0,0.558,0.687
2022-01-19,INP794769,5G,546,551,MED,2000,HEX63742FFFF2,42806,46666,66631,4,0,0,73.2,COPPER,C_BAND,0,0.67,0.811
2021-09-23,INP766819,FIXED_WIRELESS,127,391,LOW,2000,HEXEF5506DABD,64631,4369,15039,136,14,1,171.0,WIRELESS,C_BAND,1,0.236,0.635
2023-07-15,INP253151,4G,156,230,MED,50,HEX60CA3D751B,207791,31204,5902,92,40,1,18.4,COPPER,LOW_BAND,0,0.428,0.797
2020-10-21,INP076325,4G,197,595,HIGH,200,HEX9358527024,114426,10374,1954,18,15,1,182.3,FIBER,MID_BAND,1,0.941,0.694
2024-10-27,INP964540,SATELLITE,981,225,LOW,50,HEX6E3CF276C7,89397,45577,69522,136,121,0,105.2,COPPER,MID_BAND,0,0.685,0.921
2023-06-18,INP266330,SATELLITE,1386,747,HIGH,1000,HEX53229505C4,74631,36899,59781,204,72,1,177.8,FIBER,MID_BAND,0,0.561,0.573
2023-06-20,INP574244,CABLE,1822,968,LOW,200,HEXD65B0D065B,123775,13053,4932,150,98,0,141.3,SAT,MID_BAND,0,0.441,0.376
2024-01-06,INP162265,4G,26,188,MED,100,HEX187A631548,223306,36673,74700,195,85,0,87.3,COAX,MMWAVE,0,0.248,0.971
2022-12-08,INP892277,5G,1846,317,HIGH,0,HEX6E9C3BD473,231427,17671,53728,67,2,1,169.1,SAT,MID_BAND,1,0.048,0.526
2024-09-16,INP177258,4G,1588,908,HIGH,500,HEXD4310E92B1,125998,49917,5682,122,41,1,212.9,COAX,MID_BAND,1,0.71,0.585
2023-10-11,INP458120,CABLE,1170,448,MED,200,HEXE299D2B521,192871,30242,43688,219,100,0,132.3,SAT,MMWAVE,1,0.582,0.733
2025-04-14,INP954896,FIBER,544,727,MED,500,HEX44561385E4,48621,12484,53398,40,8,1,62.3,COAX,MMWAVE,1,0.265,0.443
2021-03-17,INP024556,5G,1357,410,HIGH,2000,HEX08EF5B2D69,13639,10026,11753,165,124,1,71.7,WIRELESS,C_BAND,1,0.038,0.443
2023-07-28,INP027891,5G,1155,629,MED,200,HEX62CBCC32F9,61782,610,17864,4,1,1,143.5,FIBER,MID_BAND,1,0.01,0.315
2022-03-19,INP240664,FIXED_WIRELESS,757,960,LOW,200,HEXD279C5E045,15193,5127,22680,233,59,0,139.1,COAX,MMWAVE,1,0.029,0.487
2021-06-23,INP054978,5G,1888,794,LOW,0,HEX722C4E0DBE,68380,43290,71626,118,93,0,25.6,WIRELESS,MMWAVE,1,0.26,0.373
2022-01-19,INP903559,DSL,1625,698,MED,1000,HEX28E250FC56,140426,18464,33386,234,129,0,37.0,COPPER,MMWAVE,1,0.188,0.696
2020-11-08,INP700914,SATELLITE,95,246,HIGH,100,HEXF8CB0EF1DD,127569,19093,4725,204,161,0,149.6,COAX,LOW_BAND,0,0.619,0.474
2023-12-24,INP138741,DSL,1864,509,MED,1000,HEX4372542665,213074,17083,50135,217,49,0,185.1,FIBER,UNLICENSED,0,0.202,0.5
2023-05-22,INP490555,SATELLITE,1899,343,LOW,100,HEX7C05ACA1C5,207075,44687,58745,127,65,0,226.0,WIRELESS,MMWAVE,0,0.209,0.954
2023-07-20,INP424431,CABLE,1171,162,LOW,200,HEX1682905B29,31177,4675,42281,236,221,0,192.2,COPPER,LOW_BAND,1,0.318,0.823
2024-07-05,INP226861,SATELLITE,1490,308,HIGH,2000,HEXF06548A813,28541,14616,70557,194,10,1,143.6,COPPER,MID_BAND,1,0.642,0.422
2021-09-13,INP087326,FIBER,1466,386,HIGH,50,HEXD88F40C158,15832,25523,40541,78,17,0,168.5,FIBER,MMWAVE,1,0.928,0.932
2025-08-01,INP452337,FIXED_WIRELESS,1316,416,MED,2000,HEX64B9B3A12E,212486,9491,23467,19,6,1,76.5,FIBER,LOW_BAND,1,0.612,0.667
2021-04-06,INP245877,FIBER,194,487,HIGH,200,HEX2C99998A83,193269,36015,2608,14,3,0,105.7,FIBER,MID_BAND,0,0.062,0.54
2022-03-16,INP751380,4G,105,339,LOW,100,HEX383BE826C2,204540,36998,8185,15,14,1,174.4,COPPER,MMWAVE,0,0.934,0.892
2021-12-27,INP892863,5G,1817,987,LOW,50,HEXD6B8AEFECC,46908,26060,59621,26,7,1,76.3,FIBER,LOW_BAND,0,0.19,0.758
2021-10-04,INP226055,DSL,725,924,LOW,200,HEXBB17BCF0F7,101593,6224,5694,108,96,0,92.7,SAT,MID_BAND,1,0.899,0.671
