food_supply_price_week,food_supply_product_upc_category,food_supply_retail_market_area,food_supply_average_price_usd,food_supply_price_change_wow_pct,food_supply_price_change_yoy_pct,food_supply_stockout_rate_pct,food_supply_on_shelf_availability_pct,food_supply_supply_chain_stage_code,food_supply_import_dependency_share_pct,food_supply_shipping_cost_index,food_supply_cold_chain_failure_flag,food_supply_warehouse_capacity_util_pct,food_supply_lead_time_days_avg,food_supply_spoilage_rate_pct,food_supply_private_label_share_pct,food_supply_promo_intensity_index,food_supply_online_grocery_share_pct,food_supply_food_inflation_contribution,food_supply_data_vendor_panel_code
2027-02-08,UPC000000423,DMA_005,42.373,19.212,-7.561,9.35,90.77,PROCESSING,81.73,119.98,0,35.72,43.72,14.36,24.47,1.05,58.62,0.9713,PANEL_A
2027-02-15,UPC000000424,DMA_008,9.165,7.628,-11.463,23.79,75.75,WAREHOUSE,31.65,148.18,0,81.24,7.93,16.02,38.34,1.8404,56.45,0.1473,PANEL_A
2027-02-22,UPC000000425,DMA_007,12.276,-4.636,-22.401,1.94,98.6,WAREHOUSE,89.45,72.48,0,89.96,22.5,16.87,23.52,2.2561,36.08,0.1644,PANEL_B
2027-03-01,UPC000000426,DMA_002,7.929,-13.322,32.178,7.42,94.5,DISTRIBUTION,29.62,159.22,0,60.71,17.46,16.1,63.83,1.3406,34.66,1.1461,PANEL_C
2027-03-08,UPC000000427,DMA_008,35.376,8.762,-1.651,8.43,91.57,PROCESSING,18.15,231.65,0,88.74,30.42,7.32,37.89,1.5067,29.68,-0.2221,PANEL_E
2027-03-15,UPC000000428,DMA_002,5.141,-4.735,-5.92,13.41,89.8,PROCESSING,64.98,200.22,0,72.26,14.49,9.35,38.11,1.0227,9.6,0.9484,PANEL_D
2027-03-22,UPC000000429,DMA_004,9.612,-3.449,15.678,28.54,75.37,PROCESSING,51.99,93.22,0,46.37,29.52,8.04,71.18,0.6839,27.79,-0.1612,PANEL_A
2027-03-29,UPC000000430,DMA_006,73.644,16.647,24.955,30.21,77.68,PRODUCTION,39.76,175.86,0,75.05,31.79,10.04,77.73,1.9881,35.44,-0.7291,PANEL_A
2027-04-05,UPC000000431,DMA_006,58.467,16.171,-27.589,37.28,72.92,RETAIL,81.3,142.8,0,82.85,6.4,2.09,23.97,1.0409,37.34,-0.3116,PANEL_B
2027-04-12,UPC000000432,DMA_004,5.942,-21.102,-25.057,28.88,73.45,RETAIL,17.99,221.32,0,56.48,11.84,7.26,7.64,2.418,20.47,-0.3317,PANEL_C
2027-04-19,UPC000000433,DMA_001,50.47,1.649,-28.398,36.06,65.09,PROCESSING,40.4,210.4,0,94.46,19.17,7.49,27.04,0.3429,21.22,0.6771,PANEL_B
2027-04-26,UPC000000434,DMA_003,39.114,-14.619,21.307,37.79,69.2,PROCESSING,24.05,230.18,0,92.46,2.32,6.14,42.84,0.1215,8.65,-0.1553,PANEL_A
2027-05-03,UPC000000435,DMA_002,60.322,-9.712,-26.858,29.63,73.56,RETAIL,92.57,190.12,0,74.01,38.83,9.96,72.91,1.4445,51.93,0.022,PANEL_C
2027-05-10,UPC000000436,DMA_005,39.534,-11.29,37.152,18.03,84.41,WAREHOUSE,10.04,172.06,0,86.58,16.11,6.15,72.45,0.7889,16.29,0.761,PANEL_C
2027-05-17,UPC000000437,DMA_008,17.64,-18.341,5.037,32.65,74.45,DISTRIBUTION,76.93,180.93,0,77.46,1.51,2.01,76.97,2.9772,2.12,-0.2511,PANEL_C
2027-05-24,UPC000000438,DMA_003,63.922,-21.956,16.556,15.6,84.56,PROCESSING,33.78,234.86,0,70.18,41.0,13.66,35.41,1.5643,13.99,-0.3716,PANEL_B
2027-05-31,UPC000000439,DMA_006,21.979,-11.37,7.993,16.83,84.9,PROCESSING,21.03,173.68,0,70.35,16.77,6.52,20.51,2.4916,12.86,0.6918,PANEL_D
2027-06-07,UPC000000440,DMA_008,68.537,19.222,26.699,18.89,85.57,RETAIL,60.11,239.27,0,66.87,16.87,6.7,40.17,1.321,32.22,0.9122,PANEL_C
2027-06-14,UPC000000441,DMA_005,0.816,17.507,12.532,25.58,82.7,RETAIL,95.56,185.33,0,65.14,42.5,13.16,78.13,1.7947,56.09,0.7117,PANEL_A
2027-06-21,UPC000000442,DMA_007,23.664,24.901,35.038,35.2,62.69,WAREHOUSE,79.9,91.45,0,89.41,0.04,10.19,65.01,0.0622,37.38,0.3384,PANEL_C
2027-06-28,UPC000000443,DMA_005,50.38,-19.466,17.149,24.87,80.43,PROCESSING,68.74,199.35,0,33.46,35.03,0.3,50.05,0.5262,28.65,0.5461,PANEL_A
2027-07-05,UPC000000444,DMA_001,38.989,-5.842,36.864,22.19,85.51,PROCESSING,35.91,249.86,0,71.61,22.22,14.53,15.09,1.9029,5.89,-0.5788,PANEL_D
2027-07-12,UPC000000445,DMA_003,71.458,-16.643,-21.33,2.33,98.48,RETAIL,5.36,89.81,0,77.27,14.12,1.82,16.29,2.5805,33.86,-0.2289,PANEL_D
2027-07-19,UPC000000446,DMA_002,10.501,24.185,-17.456,28.13,81.72,PRODUCTION,81.0,244.73,0,64.33,37.53,10.45,20.8,1.9003,37.71,-0.549,PANEL_A
2027-07-26,UPC000000447,DMA_004,71.614,-6.275,13.408,35.13,70.08,RETAIL,52.78,57.17,0,31.94,5.79,3.15,45.98,1.1962,36.17,0.7289,PANEL_E
2027-08-02,UPC000000448,DMA_003,28.501,-18.053,45.701,39.77,73.04,WAREHOUSE,94.03,122.63,0,70.61,41.48,17.8,62.28,1.442,50.74,0.4135,PANEL_C
2027-08-09,UPC000000449,DMA_006,73.183,-1.211,-5.943,33.1,64.49,PROCESSING,95.34,159.85,0,41.74,13.74,17.25,5.26,2.6486,5.31,0.9516,PANEL_E
2027-08-16,UPC000000450,DMA_005,71.243,0.734,33.211,33.23,67.87,RETAIL,91.3,208.03,0,53.12,6.21,1.85,58.72,1.3447,12.03,0.1527,PANEL_C
2027-08-23,UPC000000451,DMA_006,3.31,4.181,-0.609,11.51,91.39,WAREHOUSE,86.46,232.94,0,34.38,1.1,5.59,77.55,2.5398,11.31,0.6591,PANEL_A
2027-08-30,UPC000000452,DMA_005,11.295,11.321,2.161,16.95,88.68,DISTRIBUTION,68.03,238.78,0,40.7,32.55,16.33,11.74,0.8255,25.2,0.5931,PANEL_D
2027-09-06,UPC000000453,DMA_004,7.773,12.666,12.234,34.65,78.85,WAREHOUSE,34.0,216.48,0,42.4,35.02,10.05,41.66,0.0595,48.89,0.9769,PANEL_B
2027-09-13,UPC000000454,DMA_004,45.555,-9.473,5.537,16.93,85.92,PROCESSING,31.19,127.84,0,87.11,12.42,12.62,26.85,2.0312,57.05,-0.1953,PANEL_E
2027-09-20,UPC000000455,DMA_007,41.777,22.297,6.786,0.56,99.48,RETAIL,49.76,231.89,0,87.21,35.91,5.39,78.51,2.2179,44.73,0.8301,PANEL_D
2027-09-27,UPC000000456,DMA_005,40.58,20.791,44.43,7.17,95.19,DISTRIBUTION,27.41,206.42,0,88.77,22.09,7.79,31.14,1.2515,25.87,-0.2211,PANEL_D
2027-10-04,UPC000000457,DMA_001,44.418,13.836,-10.883,27.23,79.97,WAREHOUSE,39.09,128.92,0,30.23,0.04,9.57,15.23,1.4178,36.3,1.1117,PANEL_D
2027-10-11,UPC000000458,DMA_006,36.685,-22.966,-28.513,21.55,83.96,PROCESSING,49.43,86.35,0,30.97,28.86,4.89,57.06,1.0452,8.6,0.8272,PANEL_B
2027-10-18,UPC000000459,DMA_008,24.116,-9.766,26.966,37.56,75.13,DISTRIBUTION,62.99,60.45,0,65.8,44.62,14.5,69.88,0.9417,47.44,0.8455,PANEL_B
2027-10-25,UPC000000460,DMA_008,34.751,-14.283,49.905,14.11,89.29,PROCESSING,61.24,221.41,0,43.85,13.6,16.34,16.7,1.4069,12.41,1.031,PANEL_C
2027-11-01,UPC000000461,DMA_006,13.354,7.601,9.892,2.09,98.58,PRODUCTION,26.1,77.96,0,50.71,17.53,17.8,34.4,1.7543,53.51,-0.6438,PANEL_C
2027-11-08,UPC000000462,DMA_006,33.445,-21.793,-24.095,39.05,70.73,WAREHOUSE,4.45,69.69,1,37.86,1.38,9.65,11.84,0.8871,5.44,0.1497,PANEL_D
2027-11-15,UPC000000463,DMA_006,42.344,23.093,12.705,19.36,81.55,PRODUCTION,49.89,202.63,0,91.3,14.25,12.77,36.99,0.2161,38.98,0.3492,PANEL_E
2027-11-22,UPC000000464,DMA_001,29.648,21.699,-13.545,20.12,81.95,WAREHOUSE,52.45,138.23,0,30.94,33.8,15.86,19.27,0.8318,6.97,0.0473,PANEL_A
2027-11-29,UPC000000465,DMA_001,63.872,0.772,25.828,9.23,91.09,WAREHOUSE,6.85,123.69,0,37.24,13.69,11.97,53.09,1.4013,59.5,0.7484,PANEL_D
2027-12-06,UPC000000466,DMA_007,61.936,-16.564,-15.061,13.57,85.67,RETAIL,85.57,150.57,0,61.09,35.03,9.78,70.97,0.1716,26.39,0.3356,PANEL_A
2027-12-13,UPC000000467,DMA_004,30.427,12.846,7.306,25.17,82.89,RETAIL,92.18,65.88,0,40.68,20.79,10.74,26.67,2.8737,41.49,-0.1742,PANEL_B
2027-12-20,UPC000000468,DMA_003,56.994,-1.684,19.515,4.94,96.08,PROCESSING,20.98,58.2,0,35.09,18.3,9.8,20.45,2.8266,38.52,0.5425,PANEL_D
2027-12-27,UPC000000469,DMA_008,62.248,-9.388,-26.43,34.93,77.16,DISTRIBUTION,39.73,87.87,0,99.08,25.64,5.85,16.72,0.4233,53.77,-0.1395,PANEL_D
2028-01-03,UPC000000470,DMA_006,8.378,12.998,-2.142,9.66,93.58,PRODUCTION,89.16,74.34,0,77.01,2.2,12.39,76.75,0.212,25.22,0.5435,PANEL_C
2028-01-10,UPC000000471,DMA_004,12.522,14.928,-28.557,16.6,82.96,PROCESSING,97.77,65.38,1,87.72,12.6,6.19,47.93,0.4586,52.28,0.299,PANEL_A
2028-01-17,UPC000000472,DMA_007,66.323,24.118,47.41,34.33,79.25,WAREHOUSE,64.38,127.24,0,79.51,8.25,2.62,68.7,2.1757,57.51,0.729,PANEL_C
2028-01-24,UPC000000473,DMA_004,15.541,-24.396,39.091,31.52,71.42,RETAIL,30.01,246.42,0,80.39,9.32,16.86,50.64,2.8967,32.67,1.1119,PANEL_E
2028-01-31,UPC000000474,DMA_008,7.384,-0.99,48.972,33.41,69.68,WAREHOUSE,22.14,123.62,0,85.78,7.09,3.81,67.88,0.463,46.76,0.2181,PANEL_C
2028-02-07,UPC000000475,DMA_001,6.883,-2.874,29.216,34.29,75.7,DISTRIBUTION,92.23,140.46,0,78.54,13.45,15.28,12.5,2.1025,51.37,0.8654,PANEL_E
2028-02-14,UPC000000476,DMA_007,14.062,-9.418,30.811,29.34,82.12,RETAIL,93.73,230.5,0,91.56,38.81,5.75,73.12,2.4453,35.15,0.7605,PANEL_C
2028-02-21,UPC000000477,DMA_005,10.294,-8.376,-8.577,0.99,99.33,PROCESSING,41.24,71.73,0,89.05,24.39,3.35,17.0,1.6033,19.86,0.232,PANEL_C
2028-02-28,UPC000000478,DMA_003,56.665,14.094,12.788,26.52,80.39,RETAIL,57.12,64.2,0,87.14,36.78,7.87,35.56,2.7523,16.0,-0.2495,PANEL_A
2028-03-06,UPC000000479,DMA_005,46.249,0.408,39.082,9.41,92.11,WAREHOUSE,94.03,76.56,0,95.73,44.97,12.27,79.48,1.7111,7.87,0.8616,PANEL_D
2028-03-13,UPC000000480,DMA_002,25.177,20.276,23.439,0.62,99.52,RETAIL,47.51,81.31,0,95.98,9.25,4.73,2.88,0.965,9.56,-0.2149,PANEL_A
2028-03-20,UPC000000481,DMA_002,19.229,0.478,22.495,36.55,60.14,RETAIL,79.96,212.29,0,37.57,39.89,2.28,66.08,0.9349,58.31,0.2447,PANEL_A
2028-03-27,UPC000000482,DMA_003,74.758,21.562,39.281,8.11,91.51,PRODUCTION,44.65,76.07,0,32.82,40.97,15.38,35.39,1.0295,6.3,0.2778,PANEL_A
2028-04-03,UPC000000483,DMA_006,37.001,-10.904,23.686,3.54,97.53,DISTRIBUTION,95.72,197.53,0,50.92,44.44,10.3,38.91,1.668,51.66,0.186,PANEL_B
2028-04-10,UPC000000484,DMA_006,16.538,-21.419,28.696,3.37,97.87,PRODUCTION,90.79,137.53,0,53.31,24.75,14.82,38.83,0.1132,53.56,0.7549,PANEL_A
2028-04-17,UPC000000485,DMA_001,50.886,17.283,41.014,1.18,98.99,DISTRIBUTION,72.15,64.75,0,92.13,33.31,16.81,38.52,1.6159,22.34,0.4263,PANEL_A
2028-04-24,UPC000000486,DMA_001,23.629,1.633,-12.466,2.28,97.57,PRODUCTION,23.84,232.0,0,84.73,41.76,8.38,65.49,0.7834,53.81,0.0645,PANEL_A
2028-05-01,UPC000000487,DMA_005,56.703,9.179,-8.439,31.43,72.18,WAREHOUSE,94.28,152.35,0,92.09,19.79,5.99,48.11,0.5335,45.45,0.2444,PANEL_A
2028-05-08,UPC000000488,DMA_008,50.499,-18.843,-8.658,36.62,75.36,WAREHOUSE,32.34,134.15,0,38.45,27.33,15.7,78.22,1.9408,22.23,0.7438,PANEL_E
2028-05-15,UPC000000489,DMA_001,25.956,-10.364,-12.712,26.58,84.03,RETAIL,92.03,97.12,0,80.33,3.26,7.95,34.56,0.2811,45.45,0.1282,PANEL_B
2028-05-22,UPC000000490,DMA_005,15.834,-9.066,-18.642,31.66,79.28,WAREHOUSE,15.55,145.61,0,85.26,0.19,13.52,66.67,2.7457,43.96,0.3194,PANEL_E
2028-05-29,UPC000000491,DMA_003,25.978,4.302,3.851,18.37,82.68,RETAIL,74.83,122.07,0,76.39,33.02,12.21,18.58,1.1785,40.19,-0.5005,PANEL_B
2028-06-05,UPC000000492,DMA_005,57.969,4.497,54.103,12.93,86.83,RETAIL,16.77,122.5,0,66.98,40.28,16.79,53.33,1.6797,58.63,1.1998,PANEL_A
2028-06-12,UPC000000493,DMA_002,67.047,13.997,42.826,4.4,97.1,RETAIL,94.11,248.6,0,84.41,12.6,2.17,74.09,1.5956,1.14,0.9628,PANEL_B
2028-06-19,UPC000000494,DMA_005,11.453,-10.291,-19.648,21.04,85.54,RETAIL,21.72,242.11,0,37.28,6.15,6.53,55.79,0.1395,30.83,-0.2222,PANEL_C
2028-06-26,UPC000000495,DMA_005,71.489,18.677,-11.893,25.34,77.7,WAREHOUSE,40.06,90.72,0,85.47,20.77,8.39,55.19,1.7481,43.29,-0.2896,PANEL_A
2028-07-03,UPC000000496,DMA_002,51.209,-2.597,-23.392,10.05,92.06,RETAIL,73.7,187.06,0,47.27,6.69,10.21,20.24,2.8454,19.99,-0.193,PANEL_A
2028-07-10,UPC000000497,DMA_003,33.666,0.075,12.82,0.91,99.33,WAREHOUSE,50.37,183.5,0,99.04,11.3,7.41,40.14,1.4776,28.06,-0.1345,PANEL_B
2028-07-17,UPC000000498,DMA_006,35.038,-5.364,46.643,25.0,81.42,WAREHOUSE,4.41,170.44,0,36.57,6.46,2.1,1.94,1.4333,16.33,1.0444,PANEL_E
2028-07-24,UPC000000499,DMA_001,7.904,16.222,39.019,13.15,86.89,PROCESSING,9.09,172.34,1,82.08,27.28,1.71,16.53,2.83,53.4,0.5955,PANEL_C
2028-07-31,UPC000000500,DMA_004,21.679,-24.032,31.944,29.83,78.63,WAREHOUSE,78.21,146.66,0,61.0,39.34,1.6,23.14,0.8749,53.52,0.299,PANEL_B
2028-08-07,UPC000000501,DMA_004,54.524,-21.65,48.657,14.98,88.1,WAREHOUSE,46.3,177.0,0,36.84,5.15,5.12,37.78,1.6495,33.64,0.1516,PANEL_B
2028-08-14,UPC000000502,DMA_003,32.268,-17.266,3.104,13.64,89.39,PROCESSING,57.41,167.16,0,77.62,33.18,2.12,3.49,1.8145,35.05,0.4115,PANEL_E
2028-08-21,UPC000000503,DMA_008,8.158,-5.531,52.519,10.17,92.62,WAREHOUSE,65.49,173.03,0,96.41,1.64,8.53,63.18,0.8692,47.51,-0.7134,PANEL_D
2028-08-28,UPC000000504,DMA_006,9.21,-1.623,29.216,9.74,93.86,RETAIL,86.27,210.45,0,46.09,35.24,17.35,61.73,1.8239,35.32,0.4397,PANEL_D
2028-09-04,UPC000000505,DMA_002,9.647,-5.559,51.254,16.02,84.51,PRODUCTION,52.81,99.1,0,58.29,21.29,14.54,70.82,1.7823,11.56,0.0109,PANEL_E
2028-09-11,UPC000000506,DMA_001,58.33,-1.31,20.888,30.77,66.96,PRODUCTION,92.89,208.78,0,73.5,37.8,5.29,46.79,1.1567,39.89,0.3108,PANEL_C
2028-09-18,UPC000000507,DMA_006,23.045,-4.458,17.781,37.26,67.64,DISTRIBUTION,44.69,104.7,0,96.27,0.82,16.75,46.56,0.3957,17.46,-0.2233,PANEL_B
2028-09-25,UPC000000508,DMA_002,15.952,-3.057,50.427,10.75,90.43,PROCESSING,73.58,192.03,0,47.72,18.05,15.33,2.7,0.994,48.55,0.7653,PANEL_C
2028-10-02,UPC000000509,DMA_003,4.64,12.292,-15.41,18.35,85.47,WAREHOUSE,11.4,227.18,0,37.35,32.74,3.35,33.03,0.0385,47.16,0.2943,PANEL_E
2028-10-09,UPC000000510,DMA_003,34.531,-19.081,46.385,10.14,92.16,PRODUCTION,69.45,78.98,0,95.01,31.75,2.98,71.62,1.2908,1.97,0.4333,PANEL_B
2028-10-16,UPC000000511,DMA_008,54.654,-5.934,-7.452,24.07,82.11,WAREHOUSE,0.79,102.86,1,95.09,28.23,6.89,69.55,0.005,2.59,-0.0244,PANEL_C
2028-10-23,UPC000000512,DMA_002,58.21,0.044,43.251,28.98,69.14,WAREHOUSE,57.0,69.82,0,61.04,16.17,5.08,33.19,1.448,37.74,0.7646,PANEL_D
2028-10-30,UPC000000513,DMA_001,29.731,-21.701,50.007,15.63,84.82,PROCESSING,79.19,65.87,0,57.23,39.08,16.36,34.5,2.584,48.33,-0.7878,PANEL_D
2028-11-06,UPC000000514,DMA_004,25.785,23.262,36.901,4.61,95.24,WAREHOUSE,5.08,228.82,0,89.67,11.2,15.09,64.47,1.0753,55.65,-0.4294,PANEL_A
2028-11-13,UPC000000515,DMA_002,35.474,-4.166,53.227,5.61,94.3,WAREHOUSE,8.6,94.76,1,89.7,19.29,13.04,42.24,1.3227,53.73,1.0524,PANEL_A
2028-11-20,UPC000000516,DMA_006,16.513,-21.394,37.096,1.7,98.81,PRODUCTION,64.71,212.66,0,55.07,13.79,17.84,18.22,1.285,59.4,0.7495,PANEL_B
2028-11-27,UPC000000517,DMA_005,9.795,-3.995,-13.365,22.46,82.62,PRODUCTION,76.26,222.94,0,88.82,22.65,10.62,4.25,2.7942,44.73,-0.7837,PANEL_B
2028-12-04,UPC000000518,DMA_002,38.778,14.362,39.077,6.27,93.45,PRODUCTION,45.78,227.21,0,72.05,27.32,5.43,68.09,0.5093,31.39,0.752,PANEL_D
2028-12-11,UPC000000519,DMA_002,58.321,-14.274,-22.611,7.25,92.91,WAREHOUSE,93.97,211.92,0,32.27,28.88,10.43,56.49,1.2661,7.65,-0.3793,PANEL_A
2028-12-18,UPC000000520,DMA_007,0.885,-12.994,1.763,10.91,89.13,PRODUCTION,28.32,232.73,0,81.74,4.42,2.17,59.55,0.7513,0.99,-0.5335,PANEL_C
2028-12-25,UPC000000521,DMA_002,45.195,24.172,32.395,19.97,80.35,PRODUCTION,32.72,171.64,0,72.39,39.37,6.5,53.84,1.8807,16.05,-0.0691,PANEL_E
2029-01-01,UPC000000522,DMA_006,36.04,-5.026,45.91,17.86,84.17,PRODUCTION,20.09,136.77,0,31.33,40.25,17.23,41.21,2.5435,17.43,-0.5829,PANEL_C
2029-01-08,UPC000000523,DMA_003,5.921,10.374,39.967,26.33,74.42,DISTRIBUTION,42.26,207.37,0,90.89,9.65,10.9,19.82,2.0382,12.02,0.8145,PANEL_B
2029-01-15,UPC000000524,DMA_003,35.971,21.881,52.512,25.3,79.38,RETAIL,44.06,226.1,0,58.25,15.74,9.72,0.33,2.2526,16.36,-0.4891,PANEL_E
2029-01-22,UPC000000525,DMA_005,48.048,-4.766,49.442,6.46,96.05,PROCESSING,83.82,64.29,0,39.42,29.16,2.57,74.26,1.7284,0.15,-0.4051,PANEL_C
2029-01-29,UPC000000526,DMA_007,73.25,-4.745,4.89,24.94,77.89,WAREHOUSE,31.95,246.6,0,86.17,18.61,9.58,2.26,2.0022,40.17,0.7422,PANEL_E
2029-02-05,UPC000000527,DMA_002,9.179,22.723,-7.112,0.16,99.86,WAREHOUSE,14.16,199.17,1,32.13,27.34,3.39,52.06,1.9204,38.23,0.2496,PANEL_C
2029-02-12,UPC000000528,DMA_003,23.902,-24.272,43.742,31.61,77.62,WAREHOUSE,83.52,159.31,1,54.5,9.95,9.54,10.16,1.7805,44.3,0.3801,PANEL_E
2029-02-19,UPC000000529,DMA_004,6.035,-10.405,7.387,34.35,72.91,RETAIL,3.58,52.27,0,64.11,21.77,7.35,71.35,0.4306,12.45,0.0601,PANEL_E
2029-02-26,UPC000000530,DMA_003,28.478,4.441,-8.865,13.82,89.55,PRODUCTION,39.23,237.56,0,82.08,42.7,4.78,60.47,2.4612,49.68,0.5758,PANEL_A
2029-03-05,UPC000000531,DMA_006,46.353,-1.313,-17.478,12.6,91.82,RETAIL,51.82,203.32,0,94.2,26.05,1.91,1.26,1.4404,25.46,-0.523,PANEL_D
2029-03-12,UPC000000532,DMA_006,28.759,20.977,-19.649,21.85,77.28,PROCESSING,15.37,248.11,0,85.6,43.38,13.29,60.98,1.4856,34.75,0.3108,PANEL_B
2029-03-19,UPC000000533,DMA_008,40.605,7.792,38.707,3.28,97.89,PRODUCTION,89.16,140.39,1,91.86,7.62,14.95,77.89,0.9532,31.9,-0.5721,PANEL_D
2029-03-26,UPC000000534,DMA_008,27.001,-11.19,11.884,2.03,98.27,PROCESSING,93.05,233.78,0,81.19,21.27,12.66,51.34,1.3901,6.37,0.2032,PANEL_B
2029-04-02,UPC000000535,DMA_008,74.794,-2.296,12.839,9.78,94.03,PROCESSING,34.84,130.28,0,40.52,4.02,11.21,38.31,0.5996,19.1,0.1581,PANEL_A
2029-04-09,UPC000000536,DMA_002,47.86,-23.481,-10.925,4.48,96.42,PRODUCTION,67.33,238.2,0,37.68,37.68,12.09,64.43,0.6638,43.91,-0.0698,PANEL_D
2029-04-16,UPC000000537,DMA_006,22.747,4.89,29.897,23.26,81.55,RETAIL,47.82,161.43,0,67.94,9.99,6.65,51.14,1.4617,35.49,1.1533,PANEL_B
2029-04-23,UPC000000538,DMA_003,47.987,-14.13,-21.979,6.66,94.0,DISTRIBUTION,82.57,190.14,0,70.68,0.79,3.62,69.19,1.0027,9.23,0.1765,PANEL_E
2029-04-30,UPC000000539,DMA_002,61.121,-10.452,-4.335,23.24,79.09,DISTRIBUTION,63.04,91.37,0,99.61,2.02,8.43,60.19,2.6151,10.65,1.0044,PANEL_A
2029-05-07,UPC000000540,DMA_004,74.267,17.462,46.001,9.21,92.01,PRODUCTION,34.42,157.35,0,61.11,11.59,8.43,35.82,2.2819,38.39,-0.0687,PANEL_A
2029-05-14,UPC000000541,DMA_004,27.66,15.495,-11.157,7.21,92.45,WAREHOUSE,30.72,99.13,0,71.52,18.14,11.11,18.03,2.9562,15.79,0.2937,PANEL_E
2029-05-21,UPC000000542,DMA_002,66.431,1.861,-14.603,10.14,91.79,RETAIL,86.32,233.7,0,32.16,14.07,5.47,1.3,2.5463,22.66,0.3349,PANEL_A
2029-05-28,UPC000000543,DMA_001,41.63,19.993,32.006,15.09,86.24,RETAIL,71.58,100.96,0,60.67,43.45,11.35,19.31,1.6119,48.19,0.0677,PANEL_A
2029-06-04,UPC000000544,DMA_006,41.838,-10.004,42.834,21.09,79.25,RETAIL,3.97,126.5,0,53.18,43.77,4.81,72.34,0.3611,28.99,0.4333,PANEL_A
2029-06-11,UPC000000545,DMA_006,74.999,-10.412,12.421,30.38,78.52,WAREHOUSE,30.88,219.68,0,37.36,15.41,3.47,34.13,1.485,33.42,0.0444,PANEL_E
2029-06-18,UPC000000546,DMA_002,57.692,-13.818,-28.543,34.85,65.05,DISTRIBUTION,94.16,237.04,0,70.29,40.7,4.79,15.71,1.2803,37.64,0.0325,PANEL_E
2029-06-25,UPC000000547,DMA_006,40.498,-15.802,30.318,39.82,58.68,PRODUCTION,40.57,60.72,0,46.44,5.91,14.4,66.12,0.8526,16.41,-0.1718,PANEL_D
2029-07-02,UPC000000548,DMA_008,62.887,-24.326,-4.775,9.51,94.19,PRODUCTION,87.56,168.44,0,35.53,19.35,8.33,61.75,0.722,31.03,0.9051,PANEL_C
2029-07-09,UPC000000549,DMA_004,47.463,11.972,36.817,4.67,96.9,RETAIL,41.3,235.25,0,67.39,43.12,13.33,50.69,1.0201,20.41,0.9168,PANEL_D
2029-07-16,UPC000000550,DMA_006,44.067,-20.025,13.78,37.97,75.58,WAREHOUSE,53.55,63.56,0,94.81,27.13,13.68,56.72,2.737,1.85,0.96,PANEL_E
2029-07-23,UPC000000551,DMA_002,40.705,18.072,-0.331,6.41,95.62,RETAIL,59.09,71.9,0,41.89,7.53,1.02,18.12,2.0289,31.08,1.1952,PANEL_B
2029-07-30,UPC000000552,DMA_001,9.462,-16.702,47.416,10.16,90.02,PRODUCTION,27.15,128.53,0,91.46,32.95,16.68,62.93,1.1654,54.65,0.3766,PANEL_E
2029-08-06,UPC000000553,DMA_002,41.526,-19.222,54.029,28.62,80.31,WAREHOUSE,8.31,172.75,0,75.01,16.66,3.67,22.51,2.9211,45.55,-0.6827,PANEL_E
2029-08-13,UPC000000554,DMA_005,6.719,18.656,-28.458,35.53,67.76,PRODUCTION,60.07,227.35,0,70.88,32.3,1.47,68.69,2.3709,6.32,-0.0569,PANEL_D
2029-08-20,UPC000000555,DMA_005,69.334,-4.822,23.926,35.02,61.64,PROCESSING,86.6,121.14,0,89.09,7.73,1.96,35.71,1.4221,6.53,-0.0081,PANEL_D
2029-08-27,UPC000000556,DMA_005,66.959,-23.658,45.18,22.3,82.37,DISTRIBUTION,6.66,154.74,1,30.89,25.27,0.78,29.23,1.9538,34.15,1.1452,PANEL_C
2029-09-03,UPC000000557,DMA_005,58.182,14.958,-1.233,8.17,92.8,WAREHOUSE,24.13,204.47,0,84.14,11.82,5.54,20.03,1.9019,21.98,0.5674,PANEL_C
2029-09-10,UPC000000558,DMA_001,47.324,-16.548,23.893,8.37,90.95,PROCESSING,28.86,86.58,0,40.73,21.46,2.27,47.7,0.274,15.51,0.3587,PANEL_B
2029-09-17,UPC000000559,DMA_001,56.288,19.545,31.43,20.0,85.03,DISTRIBUTION,80.39,71.72,0,42.2,24.74,2.81,50.39,0.8385,56.12,-0.077,PANEL_D
2029-09-24,UPC000000560,DMA_006,47.658,21.446,-29.391,37.54,60.77,RETAIL,24.17,204.79,0,79.97,10.09,6.15,3.62,1.3048,7.63,0.7991,PANEL_C
2029-10-01,UPC000000561,DMA_003,35.458,3.644,30.773,11.09,89.27,DISTRIBUTION,84.99,156.74,0,44.49,2.59,7.73,15.33,2.3718,22.46,-0.0545,PANEL_C
2029-10-08,UPC000000562,DMA_007,14.068,-13.653,31.402,10.95,92.4,RETAIL,79.22,52.86,0,58.62,2.7,15.96,63.79,0.5584,1.3,0.7737,PANEL_D
2029-10-15,UPC000000563,DMA_003,37.083,20.752,21.258,15.31,85.84,RETAIL,62.28,64.51,0,42.54,38.98,15.48,45.08,1.7931,24.07,-0.5893,PANEL_A
2029-10-22,UPC000000564,DMA_006,32.448,-15.457,49.858,11.08,90.46,PRODUCTION,29.66,94.95,0,91.59,37.56,9.22,11.97,0.1215,25.77,0.6305,PANEL_B
2029-10-29,UPC000000565,DMA_007,22.172,20.715,-0.693,19.39,80.05,RETAIL,86.67,82.54,0,32.3,35.77,6.39,4.47,2.8654,0.52,-0.6161,PANEL_D
