trans_port_arrival_date,trans_port_port_un_locode,trans_port_vessel_imo_hash,trans_port_vessel_type_code,trans_port_cargo_category_code,trans_port_container_teu_count,trans_port_cargo_tonnage_metric,trans_port_origin_country_code,trans_port_destination_country_code,trans_port_berth_assignment_id,trans_port_berth_time_hours,trans_port_dwell_time_hours,trans_port_customs_hold_flag,trans_port_rail_intermodal_flag,trans_port_truck_gate_turn_time_minutes,trans_port_emissions_at_berth_kg,trans_port_harbor_congestion_index,trans_port_pilotage_required_flag,trans_port_weather_delay_flag,trans_port_security_level_code
2023-12-16,INKRI,VF165CFC5147A,PASSENGER,AUTO,0,82.2,ID,IN,BERTH21-1691,39.83,95.08,Y,N,22,25260.1,3.15,N,N,SEC2
2020-01-30,INMUN,V810BF24BC9B2,CONTAINER,BREAKBULK,0,20235.0,VN,IN,BERTH63-3427,52.26,119.61,N,N,78,40187.3,2.68,Y,Y,SEC2
2025-08-26,INMNG,V90178A1E3A62,CONTAINER,REEFER,4962,44775.9,IN,GB,BERTH31-5436,12.38,30.31,N,N,37,9899.2,1.65,N,N,SEC3
2021-08-09,INCCU,VC8816456AF3D,BULKER,LIQUID,0,36066.6,BR,IN,BERTH46-4479,36.66,93.47,Y,Y,12,13451.8,2.93,Y,N,SEC3
2022-07-19,INNSA,VF13D938AD84F,PASSENGER,BREAKBULK,0,54636.9,NL,IN,BERTH22-4017,28.32,55.16,N,N,6,15119.7,2.79,N,N,SEC2
2022-11-16,INGOI,VEA30BBBBAE75,RORO,REEFER,681,6511.8,IN,CN,BERTH63-4807,32.86,75.23,N,N,43,26113.5,1.76,Y,N,SEC2
2020-08-10,INBOM,V85E077FC60A5,BULKER,TEU,1927,24446.2,KR,IN,BERTH06-5251,13.32,76.75,N,N,10,7207.9,2.52,Y,N,SEC2
2024-07-05,INNSA,V6DE4CAC9DAA3,PASSENGER,BULK,0,140870.9,IN,TH,BERTH42-1935,31.5,128.84,N,N,51,10405.4,1.65,Y,Y,SEC2
2020-08-16,INNSA,VA3A2B0622BE0,TANKER,BREAKBULK,0,30497.8,ID,IN,BERTH51-2196,4.91,18.5,Y,N,28,2956.6,0.36,N,N,SEC2
2022-12-17,INMUN,VCA647539BE90,TANKER,LIQUID,0,48910.3,KR,IN,BERTH38-5627,13.63,32.03,N,Y,48,7786.5,1.97,N,N,SEC2
2025-04-21,INMAA,V5F7978CC9D09,TANKER,BREAKBULK,0,11499.3,RU,IN,BERTH33-2021,18.54,117.36,N,N,46,10251.4,1.57,Y,N,SEC1
2019-01-19,INBOM,V547728C6A639,CONTAINER,REEFER,4121,42969.5,MY,IN,BERTH88-9447,21.19,93.06,Y,N,52,13154.9,2.19,Y,N,SEC2
2024-05-17,INMNG,V8233331A8169,GENERAL_CARGO,AUTO,0,765.4,DE,IN,BERTH10-1353,9.99,2.0,N,N,61,4815.5,2.39,Y,N,SEC3
2019-09-23,INCCU,V6B6BED2BB3A8,GENERAL_CARGO,REEFER,824,7756.6,IN,SA,BERTH16-8365,37.07,103.67,N,Y,55,19543.2,3.46,Y,N,SEC2
2024-04-05,INNSA,V6DD48A0E5C61,LNG,LIQUID,0,40472.6,IN,SA,BERTH48-9546,13.4,59.68,Y,N,49,12332.4,3.82,Y,N,SEC2
2023-07-23,INBOM,V972B77E00F68,CONTAINER,BULK,0,12139.0,IN,KR,BERTH05-1986,17.07,42.67,N,N,45,6372.7,1.76,Y,N,SEC2
2024-12-26,INMNG,VCD411F11046C,GENERAL_CARGO,BULK,0,59664.6,VN,IN,BERTH81-6571,36.28,44.43,N,N,21,27477.9,0.51,Y,N,SEC2
2026-01-30,INMAA,VC3D5F5E91EDB,RORO,BULK,0,111987.4,MY,IN,BERTH14-3544,3.59,94.47,N,N,40,3634.1,3.08,N,N,SEC3
2023-12-03,INVTZ,V0DE5E55E1701,CONTAINER,BULK,0,136756.3,AU,IN,BERTH54-8389,26.67,86.02,N,N,70,15796.8,1.86,N,N,SEC2
2021-01-03,INBOM,VA58A1D32293F,CONTAINER,REEFER,2459,21930.3,MY,IN,BERTH72-7845,7.33,75.44,Y,Y,52,5414.1,1.77,N,N,SEC1
2023-01-24,INCCU,V1B05942D4179,GENERAL_CARGO,AUTO,0,2860.9,IN,NL,BERTH10-6043,12.76,111.03,N,Y,37,12214.6,2.57,Y,N,SEC3
2023-12-04,INNSA,V39B43C360FF1,BULKER,REEFER,4665,48024.7,MY,IN,BERTH51-1590,31.3,76.15,N,Y,60,26066.6,1.77,N,N,SEC3
2020-03-23,INBOM,V061989CBDE5F,CONTAINER,BULK,0,40911.9,ZA,IN,BERTH88-6428,38.98,94.99,N,N,49,28321.6,2.49,Y,N,SEC1
2019-02-21,INTUT,V03B1F3CC6C3C,BULKER,TEU,20656,203240.8,ID,IN,BERTH98-9055,17.81,79.39,N,Y,7,10640.0,1.0,Y,N,SEC1
2021-07-02,INMAA,VBA5F1F337384,CONTAINER,REEFER,4237,34162.9,BR,IN,BERTH50-9903,18.06,66.09,N,N,54,13703.6,0.94,N,N,SEC3
2022-03-18,INMNG,VBB8DF3D98313,PASSENGER,REEFER,3352,28708.9,IN,MY,BERTH16-6545,39.22,97.76,N,N,16,16614.7,1.65,Y,N,SEC2
2023-05-12,INHZA,VE324AB21464F,GENERAL_CARGO,TEU,1316,15198.6,JP,IN,BERTH88-1796,28.88,76.39,N,N,54,13306.2,2.06,Y,N,SEC3
2024-08-07,INKRI,V1737D88A54BA,LNG,TEU,19683,274376.2,IN,SA,BERTH92-4885,48.85,75.39,N,N,38,22453.2,2.98,Y,N,SEC2
2021-12-13,INCCU,V19F8B454777B,GENERAL_CARGO,BULK,0,121496.1,IN,TH,BERTH67-9813,22.96,55.96,N,N,44,15313.5,2.3,Y,N,SEC2
2020-09-06,INMUN,V44FCDB9CEF39,GENERAL_CARGO,REEFER,3903,44854.1,IN,TR,BERTH29-9159,1.5,29.87,Y,N,78,1151.8,2.36,N,N,SEC1
2020-09-20,INTUT,V26B7E9047656,GENERAL_CARGO,AUTO,0,2091.1,IN,BR,BERTH60-7621,27.09,68.61,N,Y,90,17373.4,2.68,Y,Y,SEC2
2025-08-10,INBOM,V15C57E80C55D,PASSENGER,BULK,0,85824.5,VN,IN,BERTH47-1821,23.66,14.16,N,Y,52,16771.4,1.92,Y,N,SEC1
2019-09-27,INKRI,VA1B10671A9C0,TANKER,REEFER,281,2415.8,MY,IN,BERTH48-1676,13.32,112.89,N,N,8,7806.8,1.73,N,N,SEC1
2020-09-30,INHZA,V1C78DB0A5C62,PASSENGER,BULK,0,47108.8,IN,US,BERTH35-8445,36.27,87.04,N,Y,41,19793.0,2.42,N,N,SEC1
2023-07-13,INHZA,V9915777647F2,LNG,TEU,21909,272403.3,IN,SA,BERTH58-8492,3.43,2.0,N,N,43,1747.6,3.1,Y,N,SEC3
2023-12-22,INCCU,V5233CA43629C,CONTAINER,BREAKBULK,0,12556.5,IN,GB,BERTH81-5938,22.52,29.99,N,N,30,7491.7,4.9,N,N,SEC3
2019-08-13,INHZA,V889516CFD589,PASSENGER,AUTO,0,203.5,BR,IN,BERTH77-6626,9.23,39.32,N,N,68,4810.1,2.82,Y,N,SEC2
2022-12-02,INNSA,VC647D9D35E40,RORO,BREAKBULK,0,37043.6,QA,IN,BERTH61-3909,21.37,23.48,N,Y,12,8681.9,2.67,Y,N,SEC1
2025-08-30,INNSA,VCABADAA92696,LNG,LIQUID,0,140352.6,IN,BR,BERTH34-4448,19.41,65.72,N,Y,62,9471.6,3.11,Y,N,SEC1
2020-12-10,INVTZ,VA0A2B7B48C34,CONTAINER,TEU,4826,57761.4,BR,IN,BERTH98-8006,22.84,92.13,N,N,38,19668.1,2.87,Y,N,SEC1
2023-07-12,INMNG,V75B288E027E1,CONTAINER,AUTO,0,24.3,TH,IN,BERTH26-5924,33.7,74.38,N,N,19,28580.7,2.26,Y,N,SEC2
2023-10-31,INCCU,V905B97582494,CONTAINER,LIQUID,0,13062.1,CN,IN,BERTH25-2590,27.98,88.96,N,Y,38,20965.8,0.1,Y,N,SEC2
2021-02-21,INMUN,VFF29A5D8BF2D,RORO,AUTO,0,2402.6,IN,AU,BERTH19-7016,42.44,103.37,N,N,62,20267.1,2.75,Y,N,SEC1
2020-10-28,INBOM,V73F8A70199BD,PASSENGER,BREAKBULK,0,37425.8,TH,IN,BERTH42-9144,38.61,60.55,N,N,25,16895.5,3.94,Y,N,SEC3
2020-06-14,INGOI,VABA5240D4629,LNG,REEFER,448,5170.0,NL,IN,BERTH92-4569,8.53,13.15,N,N,14,6688.1,0.86,Y,N,SEC2
2022-02-25,INTUT,VB7279BDC121F,LNG,TEU,2266,24824.1,AE,IN,BERTH85-2461,22.04,81.08,Y,N,56,12666.4,1.33,Y,N,SEC3
2024-10-26,INNSA,V9635E0871F7E,CONTAINER,REEFER,1692,18053.1,CN,IN,BERTH22-7131,12.52,50.43,N,N,51,6105.1,1.71,N,N,SEC3
2020-03-19,INHZA,VBCA480B644D2,PASSENGER,AUTO,0,476.8,VN,IN,BERTH81-2755,11.7,24.58,Y,N,53,9391.0,1.68,Y,N,SEC2
2021-09-15,INMUN,VD2A334110EC1,LNG,TEU,16571,228360.0,DE,IN,BERTH95-3157,21.61,48.12,N,N,77,6988.9,1.57,Y,N,SEC3
2019-09-17,INMUN,VE4F56E3CA1FC,TANKER,BREAKBULK,0,16401.6,IN,IT,BERTH37-5855,16.14,53.01,N,N,61,7366.5,2.01,N,N,SEC2
2025-02-02,INKRI,V6F3964F87D02,GENERAL_CARGO,REEFER,2173,19660.1,TR,IN,BERTH26-2578,15.61,30.17,N,N,33,7479.6,2.43,Y,N,SEC2
2020-10-18,INCCU,V50032E044BFE,PASSENGER,BREAKBULK,0,41928.8,SA,IN,BERTH57-6966,24.93,78.94,N,N,50,8456.7,0.18,N,N,SEC2
2023-09-08,INHZA,VD49250AB9A19,BULKER,TEU,16579,216408.1,IN,US,BERTH36-3621,15.05,57.47,N,Y,5,4699.7,0.82,Y,N,SEC3
2025-06-29,INTUT,VA43E10DBE8B9,BULKER,TEU,10397,129624.9,IT,IN,BERTH29-1827,1.5,2.0,N,N,27,2199.1,3.07,Y,Y,SEC3
2020-11-01,INVTZ,V28B41F9F7080,GENERAL_CARGO,REEFER,4643,54235.2,IN,ES,BERTH77-9186,25.12,63.83,Y,N,44,13596.1,1.65,N,N,SEC1
2022-11-21,INGOI,VEE2A8E98D592,CONTAINER,BREAKBULK,0,36080.1,IN,TR,BERTH82-3962,31.74,20.01,N,N,46,26845.4,1.1,Y,N,SEC2
2024-07-07,INNSA,VCBD2E5AB644E,GENERAL_CARGO,AUTO,0,1942.3,CN,IN,BERTH31-4200,16.59,60.45,N,N,60,8756.5,3.33,Y,N,SEC1
2021-06-13,INNSA,V93EEB44C286D,GENERAL_CARGO,REEFER,4629,49952.1,IN,QA,BERTH03-4436,1.5,21.24,N,N,45,2018.1,1.71,Y,N,SEC3
2026-01-08,INMAA,V61952AF8D969,RORO,LIQUID,0,121579.0,US,IN,BERTH81-9631,17.93,62.64,N,N,99,8653.3,1.23,Y,N,SEC3
2021-07-13,INKOC,V8C417412C30B,CONTAINER,REEFER,4303,51280.8,ZA,IN,BERTH83-7064,25.88,2.0,Y,Y,36,18088.2,1.48,Y,N,SEC1
2024-10-27,INMNG,V076E66259767,GENERAL_CARGO,AUTO,0,411.0,IN,US,BERTH82-6439,1.5,47.1,N,N,44,734.0,3.88,Y,Y,SEC1
2022-09-22,INBOM,VDFCA65EEDD49,CONTAINER,BULK,0,133336.7,IN,JP,BERTH67-9048,10.23,39.96,Y,N,47,3091.8,1.49,Y,N,SEC3
2022-07-22,INMUN,V91E1E4D56212,CONTAINER,BULK,0,19967.5,IN,JP,BERTH16-4432,6.85,34.1,N,N,24,5485.7,2.66,Y,N,SEC1
2023-10-17,INCCU,VC934AA8D4D17,GENERAL_CARGO,BREAKBULK,0,56935.4,IN,BR,BERTH54-1870,15.46,80.45,Y,Y,49,13170.1,1.64,N,N,SEC3
2024-12-30,INKRI,V188AA05698A3,GENERAL_CARGO,LIQUID,0,84379.5,AU,IN,BERTH03-7944,20.31,98.03,N,Y,9,11222.9,2.77,Y,N,SEC2
2021-10-17,INKOC,V79D919800C06,GENERAL_CARGO,BULK,0,10655.0,AU,IN,BERTH77-3969,39.59,83.86,N,N,43,30971.5,3.6,Y,N,SEC3
2022-12-25,INKRI,VC1703CADDA87,RORO,BREAKBULK,0,55117.4,SA,IN,BERTH95-3054,20.08,81.14,N,N,41,13340.8,3.35,Y,Y,SEC3
2024-08-02,INVTZ,V97D0488F2045,TANKER,AUTO,0,2129.5,ZA,IN,BERTH17-5176,21.15,108.43,N,N,31,14493.8,2.05,Y,N,SEC3
2020-05-04,INMAA,V01829B1E33BF,LNG,REEFER,4997,54897.2,IN,TR,BERTH57-9952,5.11,22.17,N,N,5,4748.6,2.47,Y,N,SEC1
2022-09-09,INBOM,V81CEC61D8223,TANKER,BULK,0,130926.1,MY,IN,BERTH39-4821,14.93,65.3,N,N,27,8831.6,1.89,Y,N,SEC1
2019-10-21,INKOC,VE214E3FE4670,PASSENGER,AUTO,0,98.1,IN,ES,BERTH09-4179,47.63,74.91,N,N,39,42017.1,1.82,Y,N,SEC2
2022-05-11,INKOC,VA61CA30ABCBB,BULKER,TEU,12072,148739.4,IN,KR,BERTH06-1328,9.79,27.06,N,Y,38,6756.7,3.41,Y,N,SEC3
2021-05-15,INTUT,V591CBDA9857C,TANKER,TEU,19783,212818.5,ZA,IN,BERTH55-7860,22.64,9.0,Y,N,68,19195.4,1.66,Y,N,SEC2
2022-02-03,INBOM,VFD084FBE2FCD,PASSENGER,BREAKBULK,0,33813.4,IN,AE,BERTH02-6077,28.49,99.5,N,Y,63,21082.5,1.7,Y,N,SEC3
2019-07-26,INMAA,V00CD1244EA8C,GENERAL_CARGO,AUTO,0,2663.1,JP,IN,BERTH56-8492,21.07,92.29,N,Y,65,6441.0,2.36,Y,N,SEC2
2022-12-24,INVTZ,V4820A9B971D2,GENERAL_CARGO,AUTO,0,2827.4,IN,SG,BERTH79-5969,6.45,97.41,N,N,40,4459.3,2.31,N,Y,SEC1
2022-07-24,INNSA,V4B3D4B24170B,PASSENGER,TEU,11384,118518.4,CN,IN,BERTH32-4496,11.85,18.3,N,N,5,8734.1,2.73,Y,N,SEC3
2024-01-30,INMNG,V474249332715,CONTAINER,AUTO,0,426.2,SA,IN,BERTH73-8752,35.63,69.15,N,N,35,28088.9,1.93,Y,Y,SEC2
2025-12-14,INVTZ,VCC35C6A32640,PASSENGER,TEU,7747,72730.0,SA,IN,BERTH32-3330,18.88,63.42,N,Y,27,11848.9,0.64,Y,N,SEC3
2024-08-19,INCCU,VCC66B21B10CE,GENERAL_CARGO,TEU,18838,232745.5,IN,JP,BERTH33-2710,36.26,77.78,N,N,82,21381.9,1.56,Y,N,SEC1
2020-05-18,INVTZ,VBBCE590D48F8,PASSENGER,TEU,3961,55403.1,IN,TR,BERTH24-9402,28.85,67.29,N,Y,25,15819.7,3.12,Y,N,SEC2
2019-04-30,INKOC,VF52127500F00,RORO,BREAKBULK,0,6481.7,ES,IN,BERTH11-2123,17.21,53.31,N,N,45,5221.7,2.16,Y,N,SEC3
2021-05-07,INHZA,VBB20A3A4868F,PASSENGER,TEU,4999,51305.5,TR,IN,BERTH34-8998,9.49,54.69,N,N,47,4711.3,1.92,Y,N,SEC2
2021-07-30,INNSA,V803D02FD183F,LNG,BULK,0,126707.4,IT,IN,BERTH46-7425,62.96,125.13,N,N,61,50700.7,2.54,Y,N,SEC1
2021-11-19,INBOM,VD7CB0C8AA1B9,BULKER,TEU,7449,73857.6,TR,IN,BERTH67-6248,48.03,71.88,N,N,40,18632.5,2.28,Y,N,SEC2
2019-05-30,INNSA,V2A8CF0EEB2E0,TANKER,LIQUID,0,36296.5,SA,IN,BERTH40-1753,28.82,81.45,N,N,51,21302.8,1.01,N,N,SEC3
2021-10-07,INMNG,V5DA5DC3D8F3C,LNG,AUTO,0,3686.8,IN,RU,BERTH43-8276,17.81,54.62,N,Y,27,14042.4,1.63,Y,N,SEC1
2022-03-19,INMAA,V58605128D8D5,PASSENGER,AUTO,0,897.6,IN,US,BERTH57-9793,10.85,80.76,N,Y,43,8587.2,2.45,Y,N,SEC2
2020-04-30,INVTZ,V30E45E127E5C,GENERAL_CARGO,BULK,0,33211.9,GB,IN,BERTH10-6839,27.48,50.46,N,N,68,13646.3,2.75,N,N,SEC3
2019-10-01,INVTZ,V9F1CCCC757D5,RORO,BULK,0,160581.6,ZA,IN,BERTH88-7107,27.46,62.33,N,N,26,11585.7,1.06,N,N,SEC2
2022-12-28,INVTZ,V789FA84FBFCB,PASSENGER,BULK,0,2672.8,ZA,IN,BERTH60-6777,2.06,16.92,Y,N,30,2543.1,4.44,Y,N,SEC2
2023-05-02,INMNG,V5E90655FFECA,CONTAINER,TEU,14614,194236.1,IN,TH,BERTH24-6095,25.8,98.17,N,N,79,17135.1,1.72,Y,N,SEC2
2023-05-26,INVTZ,V143739A2C5B4,TANKER,TEU,10701,134514.4,TR,IN,BERTH80-9463,42.97,90.62,N,N,50,31392.0,2.15,N,N,SEC3
2023-03-07,INHZA,VF368643D3027,LNG,TEU,21771,292707.6,SA,IN,BERTH26-5647,39.99,6.75,N,N,35,27702.7,3.17,Y,N,SEC2
2022-07-25,INBOM,V7E56CB7A0341,CONTAINER,LIQUID,0,145879.5,US,IN,BERTH41-4832,1.5,47.14,N,Y,40,945.6,2.69,Y,Y,SEC3
2025-12-06,INMAA,V68B45B743BCA,CONTAINER,REEFER,2101,20511.0,RU,IN,BERTH21-1782,24.74,67.05,N,Y,53,13354.5,1.54,Y,N,SEC2
2020-12-28,INKRI,VABE8D9C02142,GENERAL_CARGO,TEU,6446,65874.1,GB,IN,BERTH32-7548,49.4,92.75,N,N,9,30000.5,0.92,N,N,SEC2
2020-06-16,INNSA,V476BD5BC5C1F,LNG,TEU,5341,65363.2,IN,ID,BERTH54-3568,23.72,55.31,N,N,43,11427.2,2.1,Y,N,SEC1
2021-04-08,INNSA,V0C00BD016FE9,LNG,BULK,0,56130.5,MY,IN,BERTH96-7309,3.94,2.0,Y,N,36,2475.0,2.14,Y,N,SEC2
2025-11-10,INKOC,V6EB2A3BB70E5,TANKER,REEFER,1930,16292.0,IN,ID,BERTH04-4852,32.12,115.51,N,N,49,23070.0,1.89,Y,N,SEC2
2024-01-05,INHZA,VFBB336C2005F,BULKER,LIQUID,0,52136.6,IN,SG,BERTH57-1075,31.24,48.8,N,N,52,19516.2,1.18,Y,N,SEC3
2022-09-18,INBOM,VB5EA5EA36A15,LNG,BULK,0,70131.0,IN,QA,BERTH38-5072,28.68,70.38,N,N,64,10465.7,0.37,Y,N,SEC3
2021-03-15,INMNG,V00B756635510,PASSENGER,REEFER,3800,39637.4,IN,JP,BERTH85-6374,40.0,135.92,N,N,32,34818.5,1.6,Y,Y,SEC3
2022-12-11,INHZA,V1A5A0A3E6374,BULKER,AUTO,0,2487.1,IT,IN,BERTH47-6390,27.43,39.82,N,N,34,18474.5,0.4,Y,N,SEC1
2020-06-25,INNSA,V6A275D1633E2,GENERAL_CARGO,TEU,12359,112539.5,TH,IN,BERTH12-5863,6.44,9.33,N,N,53,5324.0,1.24,Y,N,SEC1
2019-01-23,INMNG,V0DC419F27824,LNG,LIQUID,0,143132.8,NL,IN,BERTH28-9562,17.61,39.82,N,Y,35,7608.3,2.34,Y,N,SEC1
2023-08-19,INMAA,VB3B3FFF44BBC,GENERAL_CARGO,BULK,0,158742.5,VN,IN,BERTH20-9662,16.8,84.34,N,N,16,13386.4,1.05,N,N,SEC2
2019-02-28,INMAA,VD614011F6076,LNG,BULK,0,214095.0,QA,IN,BERTH04-1812,7.91,74.16,N,N,79,4276.6,1.63,Y,N,SEC3
2025-04-12,INHZA,V8E78E8956EF5,BULKER,BULK,0,132943.4,IN,BR,BERTH72-7589,15.52,76.14,N,N,5,13491.3,1.47,Y,N,SEC1
2023-12-14,INTUT,V16BA60491A04,PASSENGER,REEFER,2002,21702.7,SA,IN,BERTH05-5246,27.14,120.74,N,Y,84,13839.5,2.55,N,N,SEC1
2024-09-18,INBOM,VDA064326DCE3,TANKER,BULK,0,118433.8,IN,ES,BERTH21-9287,32.94,4.02,N,N,5,29011.9,2.65,Y,N,SEC2
2023-04-30,INMAA,VF590DC05DE31,TANKER,TEU,12899,180506.0,IN,JP,BERTH65-9715,26.69,36.14,N,N,40,10307.1,0.1,Y,N,SEC3
2019-02-24,INNSA,V4E71A1D9B379,CONTAINER,TEU,12491,150162.6,AE,IN,BERTH90-9074,11.97,18.41,N,Y,76,8527.5,0.83,Y,N,SEC2
2020-09-13,INNSA,V51B546077F59,PASSENGER,LIQUID,0,109021.3,IN,SA,BERTH32-5980,2.38,53.31,N,N,66,2745.0,2.77,Y,N,SEC2
2023-07-31,INTUT,V79ECF022C095,CONTAINER,BULK,0,201776.6,ZA,IN,BERTH97-6386,1.5,2.0,N,N,11,1562.2,2.15,Y,N,SEC1
2024-05-30,INKRI,V32626670AE23,TANKER,BREAKBULK,0,18228.9,DE,IN,BERTH16-2717,6.22,69.44,N,Y,30,3992.2,1.77,N,N,SEC3
2020-05-07,INCCU,V2B4DBD57B494,RORO,TEU,18407,224158.6,ES,IN,BERTH27-3565,24.89,102.83,N,N,12,16437.6,2.39,Y,N,SEC2
2023-06-18,INBOM,V0EFB5CEA2FB8,LNG,AUTO,0,1090.0,IN,ES,BERTH21-3806,27.43,64.33,N,Y,50,24125.1,2.56,Y,N,SEC3
2020-11-24,INMAA,VBAB13E8C9821,BULKER,BREAKBULK,0,43460.0,TH,IN,BERTH45-2014,12.16,51.42,N,Y,48,6941.0,1.53,Y,Y,SEC3
2024-08-18,INMUN,V3E1A4A9F4ABF,GENERAL_CARGO,BREAKBULK,0,41861.8,IN,GB,BERTH22-7385,52.6,119.87,Y,N,43,42056.8,2.98,N,N,SEC2
2026-01-04,INNSA,V1CF1231C2A9F,PASSENGER,TEU,3997,48546.4,IN,JP,BERTH44-8321,25.78,2.0,N,N,28,12386.9,2.33,N,N,SEC1
2020-07-05,INCCU,V18E325AC7F4D,RORO,BREAKBULK,0,3379.0,TH,IN,BERTH46-2747,12.21,42.52,N,Y,43,9190.1,1.24,Y,N,SEC1
2019-05-19,INMNG,VF89E1D017D7F,BULKER,LIQUID,0,49611.7,CN,IN,BERTH34-4300,8.44,33.88,N,N,56,4193.6,2.35,Y,N,SEC3
2023-02-13,INMAA,VC99C881E2C96,BULKER,BREAKBULK,0,29877.8,IN,US,BERTH02-3353,13.82,35.73,Y,N,73,7991.0,1.6,Y,N,SEC1
2023-07-10,INBOM,V92C594A978E8,PASSENGER,REEFER,4627,54986.1,ID,IN,BERTH79-2772,28.09,67.17,N,Y,70,24883.6,4.58,Y,Y,SEC3
2022-12-26,INTUT,VB5A076D39C55,CONTAINER,LIQUID,0,63530.6,MY,IN,BERTH61-2605,28.46,66.11,N,Y,23,12068.8,1.34,Y,N,SEC1
2021-12-07,INHZA,V8EC627275582,PASSENGER,BREAKBULK,0,33229.3,IN,BR,BERTH57-8567,1.5,78.31,N,N,48,2282.0,2.14,Y,N,SEC3
2020-05-26,INMUN,V7362E49124DC,TANKER,REEFER,3510,28174.5,GB,IN,BERTH22-2721,3.74,92.14,N,N,62,2632.8,0.49,Y,N,SEC3
2019-06-15,INKOC,V9A6A534324ED,LNG,LIQUID,0,153222.7,TH,IN,BERTH47-6660,59.64,133.95,Y,Y,38,25270.9,0.1,N,N,SEC3
2022-11-16,INHZA,V097628B04FD6,CONTAINER,AUTO,0,303.3,RU,IN,BERTH02-8886,35.75,67.74,N,N,37,22560.8,2.64,Y,N,SEC2
2020-06-20,INMUN,V8EE3F66D496F,TANKER,AUTO,0,2707.6,IN,SA,BERTH48-1233,7.08,2.0,N,N,49,3653.7,1.58,Y,N,SEC1
2024-09-01,INGOI,VBF7C675D2A39,RORO,REEFER,3581,33063.9,IN,RU,BERTH91-2369,29.85,33.1,N,Y,34,15713.5,1.78,Y,N,SEC3
2022-03-13,INKRI,VB61A1167386F,BULKER,TEU,17452,178128.5,GB,IN,BERTH34-6372,23.1,50.89,N,Y,52,14148.4,0.1,Y,N,SEC3
2023-07-11,INNSA,VB275CC3BB093,TANKER,BULK,0,117788.6,ES,IN,BERTH49-2544,12.68,71.5,N,N,33,10159.0,2.37,Y,N,SEC2
2025-04-29,INMAA,VF50E92BF6E48,BULKER,BULK,0,174133.6,GB,IN,BERTH75-8716,42.64,98.64,N,N,9,13892.3,0.28,Y,N,SEC3
2020-08-19,INMUN,V78B67DC4165B,BULKER,BREAKBULK,0,43566.5,SG,IN,BERTH03-3728,12.28,69.96,N,Y,53,7159.9,3.98,Y,N,SEC1
2026-01-29,INMNG,V5709B67FFBBB,BULKER,TEU,21637,235631.9,IN,ID,BERTH67-6805,6.63,63.06,N,Y,94,4780.9,2.34,Y,N,SEC1
2020-04-06,INNSA,VAB60E591441A,RORO,LIQUID,0,34277.0,ZA,IN,BERTH66-7921,28.48,74.51,N,Y,5,22497.9,1.11,N,N,SEC2
2020-05-20,INMAA,VE75CF6CECBA4,CONTAINER,BREAKBULK,0,34251.3,VN,IN,BERTH27-9560,19.4,52.79,N,N,38,6178.8,3.46,Y,N,SEC1
2019-10-16,INNSA,V4A1113F31D6A,PASSENGER,BREAKBULK,0,41597.2,ZA,IN,BERTH18-4981,7.8,111.91,N,N,44,6362.8,3.08,Y,N,SEC1
2024-09-20,INMNG,V00126BE056C6,RORO,LIQUID,0,111100.7,IN,ES,BERTH64-7430,44.89,37.31,N,N,18,17197.6,0.13,N,N,SEC2
2020-09-16,INNSA,V3AB7C818D00C,TANKER,BREAKBULK,0,51636.7,VN,IN,BERTH83-8055,30.67,56.26,N,Y,24,20522.5,1.86,Y,N,SEC1
2024-01-05,INBOM,V5DBDA2CDDB80,BULKER,REEFER,93,876.1,TH,IN,BERTH95-6018,38.52,27.15,N,N,87,31689.9,1.07,Y,N,SEC3
2022-08-22,INMUN,V2B08CD699FF8,PASSENGER,TEU,6147,72156.5,KR,IN,BERTH45-1620,28.15,35.96,N,Y,26,9753.9,1.78,Y,N,SEC3
2021-04-19,INMUN,V61D111578349,PASSENGER,TEU,6445,77398.0,IN,IT,BERTH79-3891,20.08,35.32,N,N,41,17206.3,1.6,Y,N,SEC2
2023-08-23,INNSA,VF2E38CC1F63E,TANKER,REEFER,2900,31213.7,IN,JP,BERTH39-5387,9.98,81.47,N,Y,62,6200.2,1.38,Y,N,SEC1
2022-01-22,INGOI,V81E31A609968,GENERAL_CARGO,BULK,0,172674.7,RU,IN,BERTH83-9467,37.36,77.2,N,N,10,28999.5,1.61,N,Y,SEC2
2019-04-25,INCCU,V56078F8416E3,TANKER,BREAKBULK,0,32189.7,NL,IN,BERTH75-4929,26.82,70.43,N,Y,11,16960.0,0.63,Y,N,SEC2
2019-06-30,INBOM,VB8C73A8C546F,RORO,BULK,0,144842.3,CN,IN,BERTH53-3352,51.34,82.92,Y,N,82,15036.7,1.95,Y,Y,SEC3
2022-02-05,INGOI,VF05DCD0241A2,RORO,LIQUID,0,39721.0,IN,AU,BERTH19-8648,14.32,66.51,N,N,21,11495.6,1.51,Y,N,SEC2
2024-10-20,INMAA,VB3C3680C7600,CONTAINER,BULK,0,32637.0,IN,AU,BERTH42-4791,15.24,17.86,N,N,50,12646.8,0.57,Y,N,SEC1
2021-03-23,INKRI,V03B6EAE9F9DC,GENERAL_CARGO,BULK,0,163548.2,BR,IN,BERTH11-7540,20.73,59.8,N,N,49,9897.3,1.37,Y,Y,SEC2
