biz_intratrade_reference_month,biz_intratrade_reporting_country_iso2,biz_intratrade_partner_country_iso2,biz_intratrade_flow_direction,biz_intratrade_cn8_code,biz_intratrade_goods_value_eur,biz_intratrade_goods_quantity_kg,biz_intratrade_dispatch_arrival_code,biz_intratrade_threshold_reporting_flag,biz_intratrade_transport_mode_code,biz_intratrade_incoterms_code,biz_intratrade_customs_simplification_flag,biz_intratrade_vat_intracommunity_number_hash,biz_intratrade_eori_hash,biz_intratrade_delivery_time_days_median,biz_intratrade_logistics_performance_index,biz_intratrade_port_congestion_index,biz_intratrade_eurostat_table_code,biz_intratrade_data_quality_flag,biz_intratrade_data_extract_date
2024-08,IE,DE,ARRIVAL,13191357,33554175.87,23660.66,ARRIVAL,1,SEA,FCA,0,168a8f0121289f3f7d,200fac2eebe2f6c1bf,8,2.388,0.8858,bop_q_c,FLAGGED,2025-09-15
2024-09,PL,PT,DISPATCH,13199276,33657431.92,23738.09,DISPATCH,1,AIR,CFR,0,c4e4bc503d994a629f,7989c4bae3ad6286f3,5,2.287,0.0763,ext_lt_intra_q,IMPUTED,2025-09-27
2024-10,AT,CZ,ARRIVAL,13207195,33718151.58,23773.7,ARRIVAL,1,RAIL,DPU,0,b76e277026df8834c8,a6183d90e5992afe47,8,3.867,0.2858,ext_lt_intratrd,OK,2024-10-21
2024-11,EE,LT,DISPATCH,13215114,33801110.58,23845.81,DISPATCH,0,INLAND_WATERWAY,CPT,0,373dcb1f19b2593860,5956a2892eec165df7,7,3.159,0.1283,bop_q_f,REVISED,2026-01-28
2024-12,IT,AT,ARRIVAL,13223033,33845974.24,23869.89,ARRIVAL,0,PIPE,CIF,0,95055e7360fa07442c,4b32250f2337969b19,11,3.517,0.1622,bop_q_g,ESTIMATED,2024-04-01
2025-01,PT,GR,DISPATCH,13230952,33960638.08,23931.46,DISPATCH,1,ROAD,DDP,1,81a799c99740f6adcc,d900d7eab263f97e0b,10,2.607,0.2437,bop_q_c,FLAGGED,2025-12-28
2025-02,BE,RO,ARRIVAL,13238871,34045530.55,23979.78,ARRIVAL,1,SEA,CIP,0,f8407cde534c3a270b,4c41f0f2014b16c2df,13,4.276,0.4636,ext_lt_intra_q,IMPUTED,2025-01-18
2025-03,FI,DK,DISPATCH,13246790,34103278.91,24032.67,DISPATCH,1,AIR,EXW,0,3deb29968c840c3187,c49c310aaf4ac44ea9,13,3.849,0.2776,ext_lt_intratrd,OK,2024-11-27
2025-04,LV,LU,ARRIVAL,13254709,34205755.22,24105.05,ARRIVAL,0,RAIL,FOB,0,7f35993d881fd58de1,8640548201392368f2,14,3.915,0.8443,bop_q_f,REVISED,2024-02-06
2025-05,RO,BE,DISPATCH,13262628,34314465.8,24161.43,DISPATCH,0,INLAND_WATERWAY,DAP,0,294b1e856d775c65f5,d3430fa44b3913720b,14,4.217,0.2731,bop_q_g,ESTIMATED,2024-07-29
2025-06,BG,HU,ARRIVAL,13270547,34387520.17,24192.43,ARRIVAL,0,PIPE,FCA,0,c84643a5bce2772336,bd92acacfb11545d5e,16,2.39,0.2722,bop_q_c,FLAGGED,2025-07-19
2025-07,FR,SK,DISPATCH,13278466,34443265.94,24248.15,DISPATCH,1,ROAD,CFR,0,444839d0e70195113f,38aba3e1b1a1674459,19,3.51,0.2094,ext_lt_intra_q,IMPUTED,2025-02-08
2025-08,LT,EE,ARRIVAL,13286385,34545033.04,24337.21,ARRIVAL,1,SEA,DPU,0,f8f9434c708c585184,e9b8b7af592b3d90a5,17,3.485,0.1314,ext_lt_intratrd,OK,2025-07-06
2025-09,SK,MT,DISPATCH,13294304,34634059.17,24374.39,DISPATCH,0,AIR,CPT,0,7c1d49471dd2e88f7c,6b0853973eadaf1ada,20,2.643,0.7604,bop_q_f,REVISED,2025-11-16
2025-10,HR,BG,ARRIVAL,13302223,34665918.08,24457.8,ARRIVAL,1,RAIL,CIF,1,ec370d27d1847d429b,3ed23c6f9a5e9105f1,21,3.025,0.8801,bop_q_g,ESTIMATED,2024-02-05
2025-11,DE,IE,DISPATCH,13310142,34806364.06,24507.83,DISPATCH,1,INLAND_WATERWAY,DDP,0,afc404fd61e4511b7b,b6bc0e55d563ee7597,23,4.146,0.5263,bop_q_c,FLAGGED,2024-04-23
2025-12,LU,SI,ARRIVAL,13318061,34884731.49,24546.88,ARRIVAL,0,PIPE,CIP,0,5e1ae1e7dc84bdeabf,201bcc2cfb696ce3ab,22,4.277,0.0501,ext_lt_intra_q,IMPUTED,2025-06-29
2026-01,SI,FI,DISPATCH,13325980,34946608.21,24576.39,DISPATCH,1,ROAD,EXW,0,614d7e88de64d7af63,b4bf49eeefe3bd665a,5,2.238,0.3438,ext_lt_intratrd,OK,2025-07-08
2026-02,CY,NL,ARRIVAL,13333899,35041739.44,24664.05,ARRIVAL,0,SEA,FOB,1,cc2bd6cb9cb02a26f3,41737bce744b8098a8,2,3.537,0.8014,bop_q_f,REVISED,2025-03-30
2026-03,GR,HR,DISPATCH,13341818,35137900.88,24729.64,DISPATCH,1,AIR,DAP,0,308986edb1c2815ade,bfd3ad534b71a18009,4,2.634,0.2778,bop_q_g,ESTIMATED,2024-03-07
2026-04,MT,IT,ARRIVAL,13349737,35216381.09,24754.35,ARRIVAL,0,RAIL,FCA,0,2454e52a19758c7411,bf1cc7781e6404fd14,8,3.309,0.9475,bop_q_c,FLAGGED,2025-06-20
2026-05,ES,BG,DISPATCH,13357656,35283050.0,24796.81,DISPATCH,1,INLAND_WATERWAY,CFR,0,808f96366607ecac38,ec51bcdf3de36b8385,6,3.029,0.7794,ext_lt_intra_q,IMPUTED,2025-02-27
2026-06,CZ,FR,ARRIVAL,13365575,35340620.01,24884.6,ARRIVAL,1,PIPE,DPU,0,74793069550507b6d8,8f3dae3e0cd16ad6f4,10,2.629,0.9354,ext_lt_intratrd,OK,2024-04-12
2026-07,HU,PL,DISPATCH,13373494,35448870.9,24932.11,DISPATCH,1,ROAD,CPT,0,c76199e4b788aac895,ff529e7df6347bfc41,11,2.271,0.4945,bop_q_f,REVISED,2025-03-31
2026-08,NL,CY,ARRIVAL,13381413,35548797.24,24983.22,ARRIVAL,0,SEA,CIF,1,4fb0a8f3501abe75b1,b515170ef83491a0de,8,2.588,0.6387,bop_q_g,ESTIMATED,2024-08-28
2026-09,SE,LV,DISPATCH,13389332,35601276.19,25016.42,DISPATCH,0,AIR,DDP,0,a753b6f44aa0a41b86,a4d01f8b798a743989,12,3.866,0.4203,bop_q_c,FLAGGED,2025-03-05
2026-10,DK,SE,ARRIVAL,13397251,35674603.1,25118.75,ARRIVAL,1,RAIL,CIP,1,02a1985d6fd9666810,4438f06c7b49a683d8,12,3.636,0.1614,ext_lt_intra_q,IMPUTED,2026-01-22
2026-11,IE,DE,DISPATCH,13405170,35728520.65,25154.14,DISPATCH,1,INLAND_WATERWAY,EXW,1,c022b78be2717fb00f,535f763fdaca17d60c,15,3.561,0.5345,ext_lt_intratrd,OK,2024-02-24
2026-12,PL,PT,ARRIVAL,13413089,35854362.98,25223.67,ARRIVAL,0,PIPE,FOB,1,1d7dad2a267bd5709f,4c19f3133d0257b830,13,3.097,0.3455,bop_q_f,REVISED,2025-06-08
2018-01,AT,CZ,DISPATCH,13421008,35930667.25,25280.31,DISPATCH,0,ROAD,DAP,0,3f9ccf41c75345b19d,52c8c8ff298c463f54,14,2.421,0.8982,bop_q_g,ESTIMATED,2025-07-07
2018-02,EE,LT,ARRIVAL,13428927,36022287.61,25330.42,ARRIVAL,1,SEA,FCA,0,2611d2e2bd9384757f,4c0e3379176cbf310d,14,2.712,0.7014,bop_q_c,FLAGGED,2024-01-21
2018-03,IT,AT,DISPATCH,13436846,36087033.51,25364.87,DISPATCH,1,AIR,CFR,1,2ff567b36f7456ca12,090f220f4db43d239e,16,2.879,0.4579,ext_lt_intra_q,IMPUTED,2024-04-30
2018-04,PT,GR,ARRIVAL,13444765,36203098.4,25410.68,ARRIVAL,1,RAIL,DPU,0,5a3208c79aecfd2d0d,52e21c809cc1b871fb,17,2.209,0.309,ext_lt_intratrd,OK,2024-09-06
2018-05,BE,RO,DISPATCH,13452684,36244247.73,25489.75,DISPATCH,1,INLAND_WATERWAY,CPT,0,e702b66cb3f29fb3c8,1007c3421586ae8ae6,20,2.88,0.8578,bop_q_f,REVISED,2025-05-04
2018-06,FI,DK,ARRIVAL,13460603,36368320.65,25524.2,ARRIVAL,1,PIPE,CIF,0,f6c6eab109ab8922a1,f6ecdfbb06a20700c6,19,4.273,0.8553,bop_q_g,ESTIMATED,2025-08-30
2018-07,LV,LU,DISPATCH,13468522,36447814.55,25572.86,DISPATCH,0,ROAD,DDP,0,4d7158bc5ae8813824,425fbb7afd81397f42,20,3.824,0.9497,bop_q_c,FLAGGED,2024-07-30
2018-08,RO,BE,ARRIVAL,13476441,36501075.47,25633.68,ARRIVAL,0,SEA,CIP,0,792eea18837ded604b,0bb233609a0e36bd04,20,3.557,0.0656,ext_lt_intra_q,IMPUTED,2024-09-20
2018-09,BG,HU,DISPATCH,13484360,36604230.9,25724.04,DISPATCH,1,AIR,EXW,0,97da1c0265a216cfd6,7a561bc2837428ae8c,1,3.566,0.527,ext_lt_intratrd,OK,2024-11-15
2018-10,FR,SK,ARRIVAL,13492279,36645530.17,25746.36,ARRIVAL,1,RAIL,FOB,1,a28799ccd93dfb3f6e,3c12eec95c748b004f,6,2.575,0.6827,bop_q_f,REVISED,2024-08-13
2018-11,LT,EE,DISPATCH,13500198,36773694.53,25808.18,DISPATCH,1,INLAND_WATERWAY,DAP,1,96fc6363eba818f931,264f1a4334a3da0afd,3,3.779,0.8191,bop_q_g,ESTIMATED,2024-01-19
2018-12,SK,MT,ARRIVAL,13508117,36813994.61,25864.33,ARRIVAL,1,PIPE,FCA,0,2a540bfed464daa253,99f709170717ae6fa6,5,3.701,0.4731,bop_q_c,FLAGGED,2025-01-06
2019-01,HR,BG,DISPATCH,13516036,36940516.03,25927.09,DISPATCH,0,ROAD,CFR,1,0107ce68021a4cd20e,6179242994c169f56d,6,3.041,0.5352,ext_lt_intra_q,IMPUTED,2024-03-07
2019-02,DE,IE,ARRIVAL,13523955,37004028.74,25981.25,ARRIVAL,0,SEA,DPU,0,099e786d51de72d99c,c4a7156034e8758d98,7,3.161,0.4978,ext_lt_intratrd,OK,2025-08-14
2019-03,LU,SI,DISPATCH,13531874,37076813.91,26052.36,DISPATCH,0,AIR,CPT,0,83de8e2a915d6b095e,2ff873b95ea916c47f,8,4.382,0.4584,bop_q_f,REVISED,2024-08-28
2019-04,SI,FI,ARRIVAL,13539793,37150582.19,26099.0,ARRIVAL,1,RAIL,CIF,0,33c71a07c8790da3c8,bac00311378e160716,9,3.873,0.4958,bop_q_g,ESTIMATED,2025-07-30
2019-05,CY,NL,DISPATCH,13547712,37220800.49,26149.51,DISPATCH,1,INLAND_WATERWAY,DDP,0,5ef191d94f74ae5d15,0d150fb963fdb744a7,10,2.772,0.2666,bop_q_c,FLAGGED,2025-05-06
2019-06,GR,HR,ARRIVAL,13555631,37345099.34,26208.85,ARRIVAL,1,PIPE,CIP,0,a532d7c05494c5f68b,9edda8871b947179f4,12,3.074,0.8795,ext_lt_intra_q,IMPUTED,2025-01-17
2019-07,MT,IT,DISPATCH,13563550,37404283.23,26226.28,DISPATCH,0,ROAD,EXW,0,002e89b7bc358466f7,ea59da6f1a76fb9038,14,2.307,0.5862,ext_lt_intratrd,OK,2024-06-28
2019-08,ES,BG,ARRIVAL,13571469,37508558.61,26295.04,ARRIVAL,1,SEA,FOB,0,73ba2502a9d3e78b2a,9b2a3ac103172a46c0,13,3.968,0.5439,bop_q_f,REVISED,2025-03-13
2019-09,CZ,FR,DISPATCH,13579388,37540613.43,26355.56,DISPATCH,0,AIR,DAP,0,e64b9cf1d03e66be96,5330f249790f8f3450,17,3.97,0.6577,bop_q_g,ESTIMATED,2026-01-16
2019-10,HU,PL,ARRIVAL,13587307,37634304.91,26439.39,ARRIVAL,1,RAIL,FCA,0,9511b4f169976688cc,242b3d47147016f611,14,2.473,0.792,bop_q_c,FLAGGED,2025-05-22
2019-11,NL,CY,DISPATCH,13595226,37728783.21,26471.75,DISPATCH,1,INLAND_WATERWAY,CFR,0,e83048155a3d536b56,13c902c726ff5aedc9,18,2.754,0.6988,ext_lt_intra_q,IMPUTED,2024-02-21
2019-12,SE,LV,ARRIVAL,13603145,37814955.4,26529.73,ARRIVAL,1,PIPE,DPU,0,cea1b44700506a90e1,e2797382bf4b627c77,17,3.724,0.4286,ext_lt_intratrd,OK,2025-09-05
2020-01,DK,SE,DISPATCH,13611064,37911608.72,26558.05,DISPATCH,1,ROAD,CPT,0,fe7e3cab0848eb66d7,aa226bab60df950df2,19,3.209,0.1701,bop_q_f,REVISED,2024-05-30
2020-02,IE,DE,ARRIVAL,13618983,37957905.73,26631.09,ARRIVAL,0,SEA,CIF,1,2f469759afa7c3dc1d,7893ba4987a8ed9728,21,2.896,0.3318,bop_q_g,ESTIMATED,2025-04-07
2020-03,PL,PT,DISPATCH,13626902,38087014.2,26679.13,DISPATCH,1,AIR,DDP,0,b0272514c5d533ff7c,28faa0249e8d4d3b4e,23,3.727,0.6321,bop_q_c,FLAGGED,2025-05-31
2020-04,AT,CZ,ARRIVAL,13634821,38135483.28,26742.46,ARRIVAL,1,RAIL,CIP,0,28b20be8399e310559,f36a768265cedfede3,21,3.058,0.7934,ext_lt_intra_q,IMPUTED,2024-04-30
2020-05,EE,LT,DISPATCH,13642740,38235092.59,26790.91,DISPATCH,1,INLAND_WATERWAY,EXW,1,f6f507740a5b4ede1d,d1951d9e55268b2bc0,3,3.446,0.3049,ext_lt_intratrd,OK,2024-03-05
2020-06,IT,AT,ARRIVAL,13650659,38300694.95,26857.66,ARRIVAL,1,PIPE,FOB,0,46ee664198ca1048dc,1cf469898d18d850b2,5,3.79,0.6508,bop_q_f,REVISED,2025-08-21
2020-07,PT,GR,DISPATCH,13658578,38377175.37,26918.22,DISPATCH,0,ROAD,DAP,0,12b533eb9476c91ff5,ba39cef2d55eecbe39,3,2.877,0.3203,bop_q_g,ESTIMATED,2025-01-25
2020-08,BE,RO,ARRIVAL,13666497,38454714.97,26985.27,ARRIVAL,1,SEA,FCA,0,e5bbbd79a59d4f9e6c,214511efda9b32f5a0,5,3.407,0.1297,bop_q_c,FLAGGED,2025-02-06
2020-09,FI,DK,DISPATCH,13674416,38580711.92,27043.89,DISPATCH,1,AIR,CFR,0,7b62287d5cd9c82c07,90188bc8afb61453d6,7,2.796,0.5478,ext_lt_intra_q,IMPUTED,2025-02-15
2020-10,LV,LU,ARRIVAL,13682335,38644704.74,27098.25,ARRIVAL,0,RAIL,DPU,1,d4d2b198950ebb5d36,8a3e3e3bec7b074f33,8,2.671,0.5276,ext_lt_intratrd,OK,2024-02-19
2020-11,RO,BE,DISPATCH,13690254,38706661.24,27122.16,DISPATCH,1,INLAND_WATERWAY,CPT,0,f1f1d29392c004361c,c5cd85821d88e247d7,11,3.441,0.3658,bop_q_f,REVISED,2025-11-19
2020-12,BG,HU,ARRIVAL,13698173,38797323.14,27189.98,ARRIVAL,1,PIPE,CIF,0,47f61ed5db530d25b9,4fe5bfc9064470222b,11,3.919,0.8889,bop_q_g,ESTIMATED,2025-11-04
2021-01,FR,SK,DISPATCH,13706092,38879544.46,27219.96,DISPATCH,0,ROAD,DDP,0,742e01ff36fbe0b20a,8281cd20668ac49f68,12,3.338,0.266,bop_q_c,FLAGGED,2025-11-25
2021-02,LT,EE,ARRIVAL,13714011,38936892.51,27290.16,ARRIVAL,1,SEA,CIP,0,4cb49f66feb5c9cdc2,70434d9720a3b11cc3,11,3.838,0.7006,ext_lt_intra_q,IMPUTED,2024-05-08
2021-03,SK,MT,DISPATCH,13721930,39052283.38,27363.78,DISPATCH,1,AIR,EXW,0,65a82bada3acc85531,a2e4b98fe426e8ff5f,11,3.348,0.8106,ext_lt_intratrd,OK,2025-08-09
2021-04,HR,BG,ARRIVAL,13729849,39114298.96,27422.84,ARRIVAL,1,RAIL,FOB,0,fa9afefeda5bb56b05,4f6039da09a8496eef,14,2.682,0.666,bop_q_f,REVISED,2025-07-25
2021-05,DE,IE,DISPATCH,13737768,39195701.26,27481.09,DISPATCH,0,INLAND_WATERWAY,DAP,0,909cf88e2958c3c377,63bce703b265107314,14,2.954,0.6717,bop_q_g,ESTIMATED,2025-11-28
2021-06,LU,SI,ARRIVAL,13745687,39257871.97,27495.76,ARRIVAL,1,PIPE,FCA,1,839348b3b1589a6efb,604949096ec2488365,16,2.448,0.0662,bop_q_c,FLAGGED,2024-12-23
2021-07,SI,FI,DISPATCH,13753606,39383125.57,27571.86,DISPATCH,1,ROAD,CFR,1,89044a30373fd51e7a,9b0365e9a419d314e0,16,2.766,0.8999,ext_lt_intra_q,IMPUTED,2026-02-22
2021-08,CY,NL,ARRIVAL,13761525,39450992.32,27638.94,ARRIVAL,1,SEA,DPU,0,29f56f3eb6b50427ba,581ec4a8bb644bd8cf,17,2.975,0.8676,ext_lt_intratrd,OK,2024-11-18
2021-09,GR,HR,DISPATCH,13769444,39501865.77,27670.13,DISPATCH,1,AIR,CPT,0,a83187e692a0c7d6e4,86d8eba8441465db1b,20,3.009,0.475,bop_q_f,REVISED,2025-02-17
2021-10,MT,IT,ARRIVAL,13777363,39641983.03,27756.17,ARRIVAL,0,RAIL,CIF,0,c55477e95956c9c6be,8bdfda27d855203bc6,18,4.269,0.2756,bop_q_g,ESTIMATED,2025-06-13
2021-11,ES,BG,DISPATCH,13785282,39682476.08,27791.47,DISPATCH,0,INLAND_WATERWAY,DDP,0,93f973f01eed94cd85,b56addcd584b10a4aa,20,3.247,0.8736,bop_q_c,FLAGGED,2024-11-05
2021-12,CZ,FR,ARRIVAL,13793201,39753835.03,27838.72,ARRIVAL,1,PIPE,CIP,0,9632b61921bd6ef756,1db4fb223fe943fe8d,23,3.305,0.4517,ext_lt_intra_q,IMPUTED,2025-10-28
2022-01,HU,PL,DISPATCH,13801120,39825878.24,27903.59,DISPATCH,1,ROAD,EXW,0,19003cf1ddd2baa8ed,16e040be6a19d97c1c,2,3.812,0.3035,ext_lt_intratrd,OK,2024-07-20
2022-02,NL,CY,ARRIVAL,13809039,39918615.1,27944.72,ARRIVAL,0,SEA,FOB,0,2db1e95a8b2f7618b7,ab43a15b6d97e1b46e,3,2.31,0.1062,bop_q_f,REVISED,2024-11-19
2022-03,SE,LV,DISPATCH,13816958,39993824.17,27991.75,DISPATCH,0,AIR,DAP,1,13349bb1490e376bba,730949c5517903a3e1,7,3.175,0.8782,bop_q_g,ESTIMATED,2025-05-31
2022-04,DK,SE,ARRIVAL,13824877,40082622.85,28055.69,ARRIVAL,1,RAIL,FCA,0,b93c160a15502e0694,d48fdf93591086106e,4,2.447,0.2925,bop_q_c,FLAGGED,2026-01-01
2022-05,IE,DE,DISPATCH,13832796,40215623.02,28126.58,DISPATCH,1,INLAND_WATERWAY,CFR,0,d93e5d95ebdbdb709c,84ca3421faa71f6d25,7,3.498,0.8628,ext_lt_intra_q,IMPUTED,2025-12-29
2022-06,PL,PT,ARRIVAL,13840715,40280035.3,28198.02,ARRIVAL,1,PIPE,DPU,0,e0b1c3a9731edacfa7,59b3bdec337a70d633,10,2.817,0.5434,ext_lt_intratrd,OK,2025-03-20
2022-07,AT,CZ,DISPATCH,13848634,40372170.87,28230.32,DISPATCH,0,ROAD,CPT,0,780fab1a43486894ff,bbdda0111242f48df6,8,3.482,0.9016,bop_q_f,REVISED,2024-05-15
2022-08,EE,LT,ARRIVAL,13856553,40402014.04,28278.05,ARRIVAL,1,SEA,CIF,1,2a95edb30552264d74,d36e010d8ecbddf208,8,2.717,0.5866,bop_q_g,ESTIMATED,2024-05-19
2022-09,IT,AT,DISPATCH,13864472,40486935.9,28343.33,DISPATCH,1,AIR,DDP,0,903e466355629fc435,cc9df90ba194e4efef,11,2.939,0.526,bop_q_c,FLAGGED,2024-12-01
2022-10,PT,GR,ARRIVAL,13872391,40617337.05,28403.12,ARRIVAL,0,RAIL,CIP,1,881f2d76b940f6184c,4de3b15fd204ecf6d3,12,4.115,0.1805,ext_lt_intra_q,IMPUTED,2024-04-12
2022-11,BE,RO,DISPATCH,13880310,40691625.8,28433.63,DISPATCH,1,INLAND_WATERWAY,EXW,0,68223779891677bc5a,94b84f5c62b3344eea,11,3.749,0.6566,ext_lt_intratrd,OK,2025-03-24
2022-12,FI,DK,ARRIVAL,13888229,40766138.28,28495.8,ARRIVAL,1,PIPE,FOB,0,852660f9564885e118,abf356fcf4e594f23c,15,4.148,0.7983,bop_q_f,REVISED,2024-01-19
2023-01,LV,LU,DISPATCH,13896148,40842930.11,28542.37,DISPATCH,0,ROAD,DAP,1,a1194dc60929a2d7ff,01be66a18f8e540019,16,4.107,0.7102,bop_q_g,ESTIMATED,2026-01-08
2023-02,RO,BE,ARRIVAL,13904067,40915895.97,28592.89,ARRIVAL,1,SEA,FCA,1,8f347db593aa884c6f,124824e4aeb2778124,18,3.746,0.2004,bop_q_c,FLAGGED,2024-12-21
2023-03,BG,HU,DISPATCH,13911986,41021526.59,28688.53,DISPATCH,1,AIR,CFR,1,1a0d828bcecf40a28a,2df91519b35b436911,19,3.455,0.0974,ext_lt_intra_q,IMPUTED,2024-01-03
2023-04,FR,SK,ARRIVAL,13919905,41091603.3,28710.47,ARRIVAL,0,RAIL,DPU,0,e7a769ed4df0535f9b,5d449e208569dbcf49,18,3.703,0.5211,ext_lt_intratrd,OK,2025-01-26
2023-05,LT,EE,DISPATCH,13927824,41183295.17,28772.56,DISPATCH,0,INLAND_WATERWAY,CPT,0,bd9a200b890f0d1ae0,1d2bb9b99b86e4be0d,19,2.97,0.3496,bop_q_f,REVISED,2025-09-03
2023-06,SK,MT,ARRIVAL,13935743,41256038.9,28843.44,ARRIVAL,1,PIPE,CIF,1,80ebb20dc6ad7a4960,fa667d3f39333c61f2,20,2.306,0.6625,bop_q_g,ESTIMATED,2024-08-20
2023-07,HR,BG,DISPATCH,13943662,41370040.95,28894.34,DISPATCH,0,ROAD,DDP,0,007b6280e54a24fe32,4c7b33d2fdc740d0dc,20,3.379,0.5668,bop_q_c,FLAGGED,2024-10-26
2023-08,DE,IE,ARRIVAL,13951581,41431662.23,28928.37,ARRIVAL,1,SEA,CIP,0,6330e49e308f0ea5c0,03f9e619b84bd638c2,23,3.53,0.5452,ext_lt_intra_q,IMPUTED,2025-02-08
2023-09,LU,SI,DISPATCH,13959500,41495080.13,28997.44,DISPATCH,1,AIR,EXW,0,517221518c583acdcb,ad2813feb3d524b898,3,4.382,0.1524,ext_lt_intratrd,OK,2024-07-07
2023-10,SI,FI,ARRIVAL,13967419,41555257.45,29064.01,ARRIVAL,0,RAIL,FOB,0,393a549eaba98acbf1,28c99a443fc7163a1f,4,2.203,0.7729,bop_q_f,REVISED,2025-09-09
2023-11,CY,NL,DISPATCH,13975338,41684327.31,29133.45,DISPATCH,1,INLAND_WATERWAY,DAP,1,49e64830a2f64c3110,a97b09eb75998dd019,4,2.461,0.3568,bop_q_g,ESTIMATED,2025-08-18
2023-12,GR,HR,ARRIVAL,13983257,41745977.29,29145.61,ARRIVAL,1,PIPE,FCA,1,5cd182964545430272,4006cfea8a22843f5d,8,4.162,0.457,bop_q_c,FLAGGED,2024-09-01
2024-01,MT,IT,DISPATCH,13991176,41859208.8,29241.18,DISPATCH,0,ROAD,CFR,0,f1280c2c18ce3a3fd0,f15e6ac6973253462e,9,4.333,0.2903,ext_lt_intra_q,IMPUTED,2025-06-07
2024-02,ES,BG,ARRIVAL,13999095,41876331.43,29252.71,ARRIVAL,0,SEA,DPU,1,a8eeea5eaf7db88e4c,232dc2f5b0b7bf0604,8,2.892,0.776,ext_lt_intratrd,OK,2024-12-15
2024-03,CZ,FR,DISPATCH,14007014,42020447.9,29346.28,DISPATCH,0,AIR,CPT,0,683fc884550bf1c294,9bac80b0f8156ebf9f,10,3.617,0.6079,bop_q_f,REVISED,2025-10-29
2024-04,HU,PL,ARRIVAL,14014933,42079759.5,29371.57,ARRIVAL,0,RAIL,CIF,0,66d14bacb49ebecd18,7e935a9452502e3261,12,3.944,0.3095,bop_q_g,ESTIMATED,2024-04-05
2024-05,NL,CY,DISPATCH,14022852,42179060.79,29440.37,DISPATCH,1,INLAND_WATERWAY,DDP,0,93a3f1e5c1d9ea9897,c5eb8e9b553097402f,10,2.302,0.1129,bop_q_c,FLAGGED,2025-05-30
2024-06,SE,LV,ARRIVAL,14030771,42267756.2,29494.63,ARRIVAL,0,PIPE,CIP,0,96cead98781dc33592,bb7e4647771ccfe71d,12,2.452,0.8331,ext_lt_intra_q,IMPUTED,2024-04-16
2024-07,DK,SE,DISPATCH,14038690,42307539.15,29565.57,DISPATCH,1,ROAD,EXW,1,98cefd1e9a38f1bc9a,46ac77dc540784f751,12,2.955,0.2029,ext_lt_intratrd,OK,2025-06-30
2024-08,IE,DE,ARRIVAL,14046609,42421519.62,29612.01,ARRIVAL,1,SEA,FOB,0,084459c42563ce6a63,2ecc63ddeabbbb3ae5,16,3.686,0.7192,bop_q_f,REVISED,2024-10-26
2024-09,PL,PT,DISPATCH,14054528,42477374.84,29650.85,DISPATCH,0,AIR,DAP,0,df986a791cc4212be0,00088c7cc1c97273e0,15,3.056,0.478,bop_q_g,ESTIMATED,2025-08-11
2024-10,AT,CZ,ARRIVAL,14062447,42554433.74,29728.1,ARRIVAL,1,RAIL,FCA,0,f4ca93e8bf25ea2151,3d42ea14c375b10a0c,17,3.475,0.8892,bop_q_c,FLAGGED,2025-10-10
2024-11,EE,LT,DISPATCH,14070366,42652156.85,29788.95,DISPATCH,1,INLAND_WATERWAY,CFR,0,77efc7b0e41e94df00,e9f189a2270d234b3a,19,2.733,0.4425,ext_lt_intra_q,IMPUTED,2024-06-27
2024-12,IT,AT,ARRIVAL,14078285,42758558.73,29815.03,ARRIVAL,1,PIPE,DPU,1,a2a25b1d76ee7cc98e,b9a16189c591a25cfe,19,3.851,0.8119,ext_lt_intratrd,OK,2025-09-10
2025-01,PT,GR,DISPATCH,14086204,42801265.62,29862.82,DISPATCH,1,ROAD,CPT,1,1ab34950636182cfed,7e0c37cd821ba88c28,21,3.452,0.6327,bop_q_f,REVISED,2026-01-13
2025-02,BE,RO,ARRIVAL,14094123,42912648.09,29954.59,ARRIVAL,1,SEA,CIF,1,e97db1baed4e2fd972,dcd4f2b87c0019a670,18,2.4,0.3384,bop_q_g,ESTIMATED,2024-12-01
2025-03,FI,DK,DISPATCH,14102042,42949518.52,30010.9,DISPATCH,0,AIR,DDP,0,41da9bab2837b15fc0,991d71d72e9eb1a89a,19,3.141,0.4281,bop_q_c,FLAGGED,2025-06-25
2025-04,LV,LU,ARRIVAL,14109961,43032589.39,30063.89,ARRIVAL,1,RAIL,CIP,0,20cd75f12abda35f9b,8719fbd563658a5ea5,20,3.306,0.7835,ext_lt_intra_q,IMPUTED,2024-08-24
2025-05,RO,BE,DISPATCH,14117880,43109970.92,30097.25,DISPATCH,1,INLAND_WATERWAY,EXW,0,29a596a0e5f20f53aa,e1e907b5150c5c5f1b,3,3.232,0.4274,ext_lt_intratrd,OK,2025-10-22
2025-06,BG,HU,ARRIVAL,14125799,43242268.86,30174.18,ARRIVAL,1,PIPE,FOB,1,f6cdea6fd9f9b6b11f,23fe55634e799f56f4,5,4.206,0.4002,bop_q_f,REVISED,2025-04-17
2025-07,FR,SK,DISPATCH,14133718,43318027.96,30229.2,DISPATCH,0,ROAD,DAP,0,a63ec89f925633848f,b9b26c2d49e16fb083,3,3.35,0.8912,bop_q_g,ESTIMATED,2025-03-14
