civic_turnout_election_date,civic_turnout_election_type_code,civic_turnout_jurisdiction_precinct_id,civic_turnout_registered_voters_count,civic_turnout_ballots_cast_count,civic_turnout_turnout_rate_pct,civic_turnout_early_vote_count,civic_turnout_mail_ballot_count,civic_turnout_election_day_vote_count,civic_turnout_provisional_ballot_count,civic_turnout_rejected_ballot_count,civic_turnout_cure_rate_pct,civic_turnout_same_day_registration_flag,civic_turnout_new_registrations_count,civic_turnout_inactive_to_active_reinstatements,civic_turnout_polling_place_wait_minutes_avg,civic_turnout_accessibility_compliance_flag,civic_turnout_language_assistance_provided,civic_turnout_voter_id_required_flag,civic_turnout_post_election_audit_type
2016-07-19,GENERAL,PRC000000446,29626,13177,44.48,3878,2234,6659,406,432,54.22,1,4996,3168,127.7,1,NONE,1,NO_AUDIT
2016-07-26,LOCAL,PRC000000447,11635,6385,54.88,2528,635,2887,335,434,69.67,0,2084,467,62.4,1,SPANISH,0,TABULATOR_TEST
2016-08-02,SPECIAL,PRC000000448,23168,9739,42.04,4955,4330,0,454,45,93.53,0,2440,1047,99.3,1,NONE,0,RLA
2016-08-09,PRIMARY,PRC000000449,20248,16327,80.64,6073,7023,2930,301,73,3.08,0,2627,3027,6.7,0,NONE,0,NO_AUDIT
2016-08-16,PRIMARY,PRC000000450,44115,28299,64.15,9876,11888,6152,383,112,87.01,0,3985,392,105.7,0,NONE,0,TABULATOR_TEST
2016-08-23,GENERAL,PRC000000451,20306,13241,65.21,4371,702,7412,756,4,46.39,0,2676,142,105.3,1,RUSSIAN,1,NO_AUDIT
2016-08-30,LOCAL,PRC000000452,545,120,22.02,44,56,18,2,55,16.59,1,655,1196,34.0,0,NONE,0,RLA
2016-09-06,SPECIAL,PRC000000453,12791,7510,58.71,3625,424,3425,36,45,35.85,1,881,2703,73.2,1,SPANISH,1,HAND_COUNT
2016-09-13,PRIMARY,PRC000000454,25595,11714,45.77,4722,5460,1446,86,393,43.42,0,3576,2296,69.5,1,SPANISH,1,RLA
2016-09-20,GENERAL,PRC000000455,17671,8404,47.56,4312,3322,395,375,202,24.74,0,2792,1535,91.5,1,SPANISH,0,RLA
2016-09-27,GENERAL,PRC000000456,30348,19037,62.73,3727,2806,11476,1028,171,89.21,0,4450,1170,0.8,1,SPANISH,1,TABULATOR_TEST
2016-10-04,PRIMARY,PRC000000457,14318,2177,15.2,299,397,1398,83,61,34.97,0,4302,2726,160.5,1,NONE,1,TABULATOR_TEST
2016-10-11,PRIMARY,PRC000000458,8147,1829,22.45,971,198,600,60,98,9.16,0,3976,1777,17.2,1,NONE,0,RLA
2016-10-18,GENERAL,PRC000000459,7582,4540,59.88,2195,2104,0,241,382,40.01,0,1749,3073,105.2,1,NONE,1,HAND_COUNT
2016-10-25,GENERAL,PRC000000460,2641,2211,83.72,271,1137,706,97,311,71.45,0,2107,3156,105.6,1,RUSSIAN,1,RLA
2016-11-01,LOCAL,PRC000000461,1179,890,75.49,188,286,383,33,400,56.15,0,4333,3427,24.3,0,NONE,1,NO_AUDIT
2016-11-08,GENERAL,PRC000000462,42266,30338,71.78,13163,7780,8182,1213,398,10.81,0,2005,1568,142.1,1,KOREAN,0,TABULATOR_TEST
2016-11-15,PRIMARY,PRC000000463,5366,1557,29.02,215,759,522,61,431,31.92,0,2065,406,146.7,1,SPANISH,1,RLA
2016-11-22,GENERAL,PRC000000464,29799,22969,77.08,7068,11869,2740,1292,273,16.64,0,4521,1501,149.3,0,NONE,1,NO_AUDIT
2016-11-29,GENERAL,PRC000000465,34217,20537,60.02,5082,12821,2509,125,151,71.02,0,4662,1978,86.4,0,CHINESE,0,NO_AUDIT
2016-12-06,PRIMARY,PRC000000466,31633,26517,83.83,4189,8914,11938,1476,102,20.7,0,4742,2509,112.0,0,VIETNAMESE,1,HAND_COUNT
2016-12-13,GENERAL,PRC000000467,25830,6429,24.89,2694,179,3481,75,195,62.78,0,4811,702,141.1,0,NONE,1,OTHER
2016-12-20,PRIMARY,PRC000000468,17245,9964,57.78,2588,5914,922,540,144,25.69,0,1996,2098,132.3,1,CHINESE,1,OTHER
2016-12-27,GENERAL,PRC000000469,16873,9249,54.82,3813,3602,1677,157,17,94.09,0,2966,1363,178.6,1,SPANISH,1,RLA
2017-01-03,PRIMARY,PRC000000470,29848,3981,13.34,1077,1763,1128,13,128,58.47,0,4605,1794,43.4,0,SPANISH,0,HAND_COUNT
2017-01-10,GENERAL,PRC000000471,29118,25286,86.84,4049,11093,8704,1440,402,35.1,0,1071,1921,87.3,1,SPANISH,0,RLA
2017-01-17,SPECIAL,PRC000000472,35642,24468,68.65,11191,11970,0,1307,405,4.89,0,3453,2587,135.5,1,NONE,0,OTHER
2017-01-24,PRIMARY,PRC000000473,15166,6028,39.75,424,2924,2328,352,456,69.83,1,500,1227,33.4,1,SPANISH,1,TABULATOR_TEST
2017-01-31,SPECIAL,PRC000000474,34000,14348,42.2,2603,4211,6938,596,462,87.42,0,2783,1332,126.4,1,NONE,1,HAND_COUNT
2017-02-07,GENERAL,PRC000000475,9779,1479,15.12,135,125,1155,64,292,89.65,0,3596,2458,124.5,1,CHINESE,0,OTHER
2017-02-14,PRIMARY,PRC000000476,44930,31617,70.37,6754,18276,5934,653,440,1.72,1,2512,2504,67.6,1,CHINESE,1,HAND_COUNT
2017-02-21,PRIMARY,PRC000000477,8594,1767,20.56,435,1035,233,64,204,51.73,0,1929,1987,0.8,1,SPANISH,1,NO_AUDIT
2017-02-28,GENERAL,PRC000000478,40419,23802,58.89,8450,14606,0,746,27,10.3,0,472,3397,117.7,0,NONE,0,NO_AUDIT
2017-03-07,LOCAL,PRC000000479,3079,601,19.52,189,371,24,17,47,59.62,0,3902,2927,61.4,1,NONE,1,OTHER
2017-03-14,LOCAL,PRC000000480,28469,14954,52.53,1889,6819,6207,39,30,39.07,0,2758,1336,98.2,0,NONE,0,NO_AUDIT
2017-03-21,GENERAL,PRC000000481,10897,8585,78.78,848,3055,4556,126,369,1.45,1,2463,554,34.3,1,NONE,0,RLA
2017-03-28,LOCAL,PRC000000482,5987,4574,76.4,827,2156,1487,104,324,60.5,0,4772,2315,113.2,1,SPANISH,0,TABULATOR_TEST
2017-04-04,GENERAL,PRC000000483,15150,12656,83.54,6113,1573,4414,556,163,92.12,1,3227,188,151.7,1,NONE,1,HAND_COUNT
2017-04-11,GENERAL,PRC000000484,19006,3727,19.61,1128,1280,1151,168,178,26.82,0,513,2093,0.5,1,NONE,0,NO_AUDIT
2017-04-18,GENERAL,PRC000000485,33891,9574,28.25,1612,4017,3393,552,7,91.25,0,4465,1690,46.1,1,OTHER,1,NO_AUDIT
2017-04-25,GENERAL,PRC000000486,38859,26016,66.95,6801,5044,13361,810,476,22.52,0,4764,285,48.9,1,NONE,0,HAND_COUNT
2017-05-02,GENERAL,PRC000000487,24814,16126,64.99,6445,4723,4245,713,127,55.35,0,4930,129,137.6,1,NONE,1,RLA
2017-05-09,GENERAL,PRC000000488,28712,5139,17.9,2378,2251,480,30,52,85.53,0,1309,1356,68.2,1,NONE,0,TABULATOR_TEST
2017-05-16,PRIMARY,PRC000000489,18026,2958,16.41,767,627,1546,18,485,7.68,0,1843,697,92.7,1,SPANISH,0,TABULATOR_TEST
2017-05-23,RUNOFF,PRC000000490,11667,4270,36.6,554,2159,1457,100,486,40.59,0,745,3013,106.9,0,OTHER,0,NO_AUDIT
2017-05-30,GENERAL,PRC000000491,14876,3626,24.37,619,659,2149,199,24,21.15,1,3547,3098,40.0,1,SPANISH,1,TABULATOR_TEST
2017-06-06,LOCAL,PRC000000492,18404,14331,77.87,6333,6951,715,332,242,59.9,0,370,920,23.5,0,VIETNAMESE,1,TABULATOR_TEST
2017-06-13,GENERAL,PRC000000493,2430,1701,70.0,138,781,755,27,473,54.69,0,2742,1067,110.7,1,SPANISH,1,RLA
2017-06-20,PRIMARY,PRC000000494,29685,18645,62.81,9466,1476,6991,712,76,9.45,0,2680,2810,140.0,1,NONE,0,RLA
2017-06-27,GENERAL,PRC000000495,22567,11924,52.84,6428,1125,4168,203,309,87.28,1,1691,3056,108.6,1,SPANISH,0,RLA
2017-07-04,GENERAL,PRC000000496,28616,16582,57.95,4149,6378,5198,857,188,2.58,0,4021,3028,82.1,1,NONE,1,NO_AUDIT
2017-07-11,GENERAL,PRC000000497,23212,11680,50.32,2142,5792,3512,234,394,80.38,0,4224,491,28.7,1,NONE,1,RLA
2017-07-18,GENERAL,PRC000000498,15104,3093,20.48,608,1034,1420,31,323,21.54,0,1367,2979,168.6,1,VIETNAMESE,0,TABULATOR_TEST
2017-07-25,GENERAL,PRC000000499,7682,5190,67.56,444,3295,1272,179,146,60.57,0,1663,61,61.9,1,CHINESE,1,NO_AUDIT
2017-08-01,GENERAL,PRC000000500,26850,3294,12.27,165,984,2086,59,293,80.96,0,3165,589,63.1,1,OTHER,0,RLA
2017-08-08,PRIMARY,PRC000000501,827,705,85.25,126,270,291,18,302,82.78,0,847,2959,27.1,1,CHINESE,1,NO_AUDIT
2017-08-15,GENERAL,PRC000000502,23278,15226,65.41,3562,3534,8008,122,493,35.01,0,1629,270,104.8,1,SPANISH,1,NO_AUDIT
2017-08-22,PRIMARY,PRC000000503,6356,2215,34.85,873,321,915,106,453,71.67,0,2109,1220,40.5,1,CHINESE,0,NO_AUDIT
2017-08-29,GENERAL,PRC000000504,38478,10731,27.89,5853,2777,1712,389,321,58.85,1,1942,1713,143.1,1,NONE,1,TABULATOR_TEST
2017-09-05,GENERAL,PRC000000505,16952,12978,76.56,679,4233,8052,14,495,73.32,0,4737,1741,25.0,1,VIETNAMESE,1,TABULATOR_TEST
2017-09-12,GENERAL,PRC000000506,29051,17901,61.62,3922,7972,5628,379,49,51.56,1,4689,2542,63.4,1,SPANISH,0,OTHER
2017-09-19,SPECIAL,PRC000000507,30498,11089,36.36,5512,3898,1028,651,41,39.98,1,3350,1817,44.1,1,SPANISH,1,TABULATOR_TEST
2017-09-26,GENERAL,PRC000000508,476,325,68.28,118,67,139,1,325,1.65,0,3844,1083,73.0,1,CHINESE,1,RLA
2017-10-03,SPECIAL,PRC000000509,8256,2253,27.29,1054,586,584,29,77,58.74,0,2096,1612,110.6,1,SPANISH,1,HAND_COUNT
2017-10-10,LOCAL,PRC000000510,27029,13368,49.46,2725,7834,2544,265,35,52.28,0,601,1396,39.8,1,RUSSIAN,1,RLA
2017-10-17,PRIMARY,PRC000000511,5148,2902,56.37,1520,1250,0,132,404,73.37,0,1882,2743,159.7,1,SPANISH,1,RLA
2017-10-24,LOCAL,PRC000000512,16738,7334,43.82,2631,1798,2724,181,372,70.35,0,1681,961,87.1,1,NONE,0,NO_AUDIT
2017-10-31,RUNOFF,PRC000000513,8739,3080,35.24,213,1025,1748,94,268,41.17,0,442,712,129.8,1,NONE,1,NO_AUDIT
2017-11-07,LOCAL,PRC000000514,26855,6944,25.86,2316,1366,3192,70,413,89.27,0,2747,1900,9.3,0,NONE,0,TABULATOR_TEST
2017-11-14,GENERAL,PRC000000515,4424,1112,25.14,89,29,961,33,472,77.65,0,1184,175,19.8,1,NONE,1,NO_AUDIT
2017-11-21,GENERAL,PRC000000516,3329,2017,60.59,259,700,996,62,213,14.38,1,4946,802,150.3,0,SPANISH,0,HAND_COUNT
2017-11-28,GENERAL,PRC000000517,39349,28280,71.87,9354,12386,5698,842,403,40.1,0,3927,2473,15.3,1,NONE,1,OTHER
2017-12-05,LOCAL,PRC000000518,32618,5649,17.32,2086,2789,447,327,85,30.66,0,2427,1579,30.8,0,SPANISH,1,RLA
2017-12-12,LOCAL,PRC000000519,21795,13661,62.68,1419,4620,6967,655,14,54.41,0,3550,996,111.1,0,NONE,1,RLA
2017-12-19,GENERAL,PRC000000520,11990,2268,18.92,749,688,828,3,270,97.93,0,4145,412,60.7,1,NONE,0,RLA
2017-12-26,GENERAL,PRC000000521,16046,7955,49.58,3117,2199,2330,309,269,7.42,0,3753,2832,57.3,0,FRENCH,1,NO_AUDIT
2018-01-02,LOCAL,PRC000000522,26115,3609,13.82,519,1751,1167,172,167,20.75,0,1222,390,63.4,1,CHINESE,0,TABULATOR_TEST
2018-01-09,PRIMARY,PRC000000523,41093,6398,15.57,1880,785,3475,258,447,42.85,1,874,3303,48.8,1,CHINESE,1,NO_AUDIT
2018-01-16,GENERAL,PRC000000524,7386,1639,22.19,208,516,822,93,158,65.4,0,3815,2698,164.9,1,NONE,0,TABULATOR_TEST
2018-01-23,LOCAL,PRC000000525,44372,22079,49.76,10193,1222,10429,235,332,91.79,1,2487,1087,159.1,1,NONE,1,OTHER
2018-01-30,PRIMARY,PRC000000526,37759,20616,54.6,8671,890,10264,791,363,54.91,1,1245,2022,0.8,1,NONE,0,TABULATOR_TEST
2018-02-06,PRIMARY,PRC000000527,11869,4161,35.06,2062,1203,757,139,94,63.72,1,1155,1576,36.3,1,SPANISH,1,TABULATOR_TEST
2018-02-13,SPECIAL,PRC000000528,5104,2580,50.55,914,1424,227,15,11,9.95,0,2209,2746,103.7,1,TAGALOG,1,OTHER
2018-02-20,GENERAL,PRC000000529,29664,14369,48.44,3500,5467,5231,171,138,5.98,0,2704,1795,43.3,1,CHINESE,0,NO_AUDIT
2018-02-27,GENERAL,PRC000000530,16355,8009,48.97,1837,207,5936,29,335,57.29,0,2723,299,133.3,0,SPANISH,1,NO_AUDIT
2018-03-06,LOCAL,PRC000000531,1837,580,31.57,111,244,194,31,438,59.88,1,3554,221,143.3,1,SPANISH,1,TABULATOR_TEST
2018-03-13,SPECIAL,PRC000000532,1113,201,18.06,73,115,6,7,201,89.5,0,1491,406,54.3,1,VIETNAMESE,1,OTHER
2018-03-20,SPECIAL,PRC000000533,39009,28808,73.85,12977,3217,11555,1059,469,56.63,0,3339,1649,127.1,1,CHINESE,0,RLA
2018-03-27,RUNOFF,PRC000000534,8625,1828,21.19,143,1162,490,33,453,98.54,0,975,3121,86.6,1,SPANISH,1,RLA
2018-04-03,GENERAL,PRC000000535,33260,10044,30.2,3724,5568,529,223,300,15.9,1,4946,3381,46.4,1,VIETNAMESE,0,HAND_COUNT
2018-04-10,GENERAL,PRC000000536,44336,14737,33.24,6161,5990,2378,208,432,28.06,0,294,1302,73.1,1,CHINESE,1,RLA
2018-04-17,GENERAL,PRC000000537,17367,6632,38.19,2801,3484,0,347,146,23.92,1,2385,308,150.0,1,NONE,0,RLA
2018-04-24,LOCAL,PRC000000538,41155,21198,51.51,7945,3675,9415,163,27,19.17,0,4998,1330,108.9,0,SPANISH,1,NO_AUDIT
2018-05-01,PRIMARY,PRC000000539,2139,927,43.34,495,322,92,18,237,35.6,1,3864,1206,102.4,1,CHINESE,1,NO_AUDIT
2018-05-08,PRIMARY,PRC000000540,9577,3673,38.35,967,926,1727,53,198,50.75,0,2138,1241,171.9,1,KOREAN,0,RLA
2018-05-15,SPECIAL,PRC000000541,27703,16222,58.56,6694,8602,0,926,419,44.88,0,2490,2991,171.7,0,NONE,1,OTHER
2018-05-22,GENERAL,PRC000000542,19632,14372,73.21,731,9107,3936,598,139,89.38,1,2834,1858,29.6,1,NONE,1,OTHER
2018-05-29,GENERAL,PRC000000543,22019,10619,48.23,4846,5663,0,110,85,27.7,0,1534,2504,119.3,1,SPANISH,1,RLA
2018-06-05,LOCAL,PRC000000544,41189,36151,87.77,3083,9742,21607,1719,419,1.71,1,2254,3316,177.7,1,NONE,1,RLA
2018-06-12,PRIMARY,PRC000000545,44396,29074,65.49,7202,16240,4378,1254,300,71.67,0,93,1421,11.0,1,OTHER,1,TABULATOR_TEST
2018-06-19,GENERAL,PRC000000546,11184,1892,16.92,695,141,952,104,241,80.26,0,1617,877,58.8,1,NONE,1,OTHER
2018-06-26,GENERAL,PRC000000547,20702,15727,75.97,1075,5658,8314,680,183,16.22,0,3637,2844,136.6,1,NONE,1,HAND_COUNT
2018-07-03,RUNOFF,PRC000000548,3240,1503,46.39,264,947,243,49,117,34.15,0,2777,2127,109.8,1,TAGALOG,0,RLA
2018-07-10,PRIMARY,PRC000000549,40941,21547,52.63,8723,5505,6398,921,247,51.69,0,564,2995,152.6,1,NONE,1,TABULATOR_TEST
2018-07-17,LOCAL,PRC000000550,12053,6362,52.78,3010,3082,0,270,172,71.38,1,673,3438,72.6,1,SPANISH,1,TABULATOR_TEST
2018-07-24,GENERAL,PRC000000551,15399,3397,22.06,373,655,2324,45,199,94.69,0,2369,2684,119.1,1,KOREAN,1,TABULATOR_TEST
2018-07-31,PRIMARY,PRC000000552,16929,3995,23.6,664,2565,591,175,76,50.49,1,4186,296,97.0,1,SPANISH,1,NO_AUDIT
2018-08-07,GENERAL,PRC000000553,16866,8537,50.62,4153,2590,1490,304,412,42.36,0,4139,1600,177.1,1,NONE,1,NO_AUDIT
2018-08-14,PRIMARY,PRC000000554,36897,27340,74.1,3519,10970,12365,486,146,18.78,0,4177,2537,150.6,1,OTHER,0,RLA
2018-08-21,GENERAL,PRC000000555,5952,2830,47.55,1171,1497,0,162,203,62.18,0,312,536,75.9,0,OTHER,0,RLA
2018-08-28,GENERAL,PRC000000556,23363,13924,59.6,5888,4102,3799,135,425,91.17,0,3782,2430,43.9,1,VIETNAMESE,1,NO_AUDIT
2018-09-04,SPECIAL,PRC000000557,11303,7398,65.45,3105,1277,2703,313,247,16.88,0,4645,1274,42.0,1,NONE,0,TABULATOR_TEST
2018-09-11,GENERAL,PRC000000558,20233,14812,73.21,7097,2405,4434,876,287,70.26,0,2180,2064,55.1,1,NONE,1,OTHER
2018-09-18,PRIMARY,PRC000000559,7206,1005,13.95,291,186,491,37,146,87.83,1,1330,731,129.1,1,TAGALOG,0,OTHER
2018-09-25,GENERAL,PRC000000560,44408,26516,59.71,5510,9488,11497,21,305,97.44,0,1846,1756,30.1,0,NONE,1,NO_AUDIT
2018-10-02,GENERAL,PRC000000561,33899,15691,46.29,8357,7223,0,111,117,12.31,1,463,904,49.9,1,SPANISH,1,OTHER
2018-10-09,GENERAL,PRC000000562,12000,5106,42.55,824,392,3819,71,82,50.78,0,4985,328,58.3,0,SPANISH,1,NO_AUDIT
2018-10-16,LOCAL,PRC000000563,2225,1625,73.03,609,573,386,57,452,78.84,1,523,1220,97.6,1,VIETNAMESE,1,NO_AUDIT
2018-10-23,GENERAL,PRC000000564,2656,898,33.81,291,325,247,35,435,8.08,1,220,667,158.5,1,SPANISH,1,HAND_COUNT
2018-10-30,PRIMARY,PRC000000565,15624,2456,15.72,423,1443,529,61,164,12.82,1,2033,416,162.2,1,NONE,1,NO_AUDIT
2018-11-06,RUNOFF,PRC000000566,32929,24311,73.83,6322,5790,10896,1303,141,6.55,0,4061,2560,40.9,1,NONE,1,HAND_COUNT
2018-11-13,PRIMARY,PRC000000567,25780,10685,41.45,4838,1830,3815,202,157,92.18,0,1141,2245,57.5,0,NONE,1,RLA
2018-11-20,GENERAL,PRC000000568,18489,16137,87.28,8339,5898,1330,570,211,48.08,0,317,851,166.1,1,SPANISH,0,RLA
2018-11-27,LOCAL,PRC000000569,15450,2025,13.11,486,744,756,39,308,78.68,0,2496,158,89.5,1,CHINESE,0,RLA
2018-12-04,LOCAL,PRC000000570,8126,6743,82.98,1344,942,4211,246,219,2.28,1,3693,1273,56.5,1,NONE,0,RLA
2018-12-11,LOCAL,PRC000000571,35664,10674,29.93,3329,5139,1830,376,311,23.42,0,3673,1081,148.1,1,NONE,0,NO_AUDIT
2018-12-18,PRIMARY,PRC000000572,17069,8372,49.05,4484,3468,0,420,357,84.8,1,182,825,135.3,0,NONE,1,TABULATOR_TEST
2018-12-25,LOCAL,PRC000000573,24125,14542,60.28,1407,3321,9196,618,386,83.67,1,2857,159,125.1,1,RUSSIAN,1,RLA
2019-01-01,GENERAL,PRC000000574,17956,15260,84.99,3993,5976,4716,575,431,41.6,1,138,867,108.6,1,ARABIC,0,TABULATOR_TEST
2019-01-08,GENERAL,PRC000000575,24174,20356,84.21,10610,7416,1903,427,326,92.73,0,4117,941,143.7,1,NONE,0,TABULATOR_TEST
2019-01-15,LOCAL,PRC000000576,20643,7072,34.26,3705,1791,1197,379,481,87.59,0,1126,2225,81.0,1,SPANISH,1,RLA
2019-01-22,GENERAL,PRC000000577,18975,8049,42.42,1627,4601,1468,353,275,77.34,1,3279,1921,57.2,0,NONE,0,HAND_COUNT
2019-01-29,PRIMARY,PRC000000578,2608,2023,77.57,963,1050,0,10,86,85.51,1,4989,3191,74.8,0,RUSSIAN,0,RLA
2019-02-05,PRIMARY,PRC000000579,34488,10960,31.78,1800,5661,3286,213,201,45.67,0,766,3421,41.5,1,NONE,0,RLA
2019-02-12,LOCAL,PRC000000580,13424,6894,51.36,3657,1402,1455,380,16,4.2,0,4338,2687,75.8,0,NONE,0,RLA
2019-02-19,PRIMARY,PRC000000581,13224,7647,57.83,2057,855,4502,233,180,6.37,0,445,2293,115.7,0,SPANISH,1,OTHER
2019-02-26,SPECIAL,PRC000000582,2891,2304,79.7,685,1315,183,121,176,54.51,1,5,1899,142.5,1,CHINESE,1,RLA
2019-03-05,GENERAL,PRC000000583,21937,10470,47.73,1473,1565,6906,526,445,38.45,0,4752,618,77.7,1,SPANISH,0,RLA
2019-03-12,SPECIAL,PRC000000584,10588,4023,38.0,1412,1036,1348,227,223,75.19,0,2024,2381,73.5,1,VIETNAMESE,0,TABULATOR_TEST
2019-03-19,PRIMARY,PRC000000585,35823,22052,61.56,6075,13786,1131,1060,367,81.45,0,1341,244,66.1,0,NONE,1,HAND_COUNT
2019-03-26,PRIMARY,PRC000000586,2797,434,15.52,65,76,271,22,416,4.92,0,92,2524,53.1,1,NONE,0,NO_AUDIT
2019-04-02,SPECIAL,PRC000000587,20429,17029,83.36,5934,4686,6234,175,480,88.32,0,3312,476,43.4,1,KOREAN,1,NO_AUDIT
2019-04-09,LOCAL,PRC000000588,12191,6372,52.27,1257,149,4897,69,316,4.39,1,788,3270,41.0,1,NONE,1,RLA
2019-04-16,PRIMARY,PRC000000589,41853,6403,15.3,3161,1052,1925,265,225,12.04,0,3260,288,42.9,1,SPANISH,1,NO_AUDIT
2019-04-23,GENERAL,PRC000000590,33227,4116,12.39,1810,304,1783,219,432,27.62,0,3889,3079,42.3,1,SPANISH,1,TABULATOR_TEST
2019-04-30,LOCAL,PRC000000591,41844,17164,41.02,7200,679,8808,477,30,68.19,0,4260,1925,56.7,1,SPANISH,0,HAND_COUNT
2019-05-07,SPECIAL,PRC000000592,44275,34698,78.37,18240,13673,2342,443,284,96.11,0,2488,205,94.9,1,SPANISH,0,RLA
2019-05-14,GENERAL,PRC000000593,3350,2220,66.27,377,555,1164,124,253,10.92,0,3897,3490,35.5,1,NONE,0,NO_AUDIT
2019-05-21,GENERAL,PRC000000594,21229,16023,75.48,5098,8980,1651,294,495,13.2,0,3095,1094,145.9,1,NONE,1,TABULATOR_TEST
2019-05-28,SPECIAL,PRC000000595,39626,15446,38.98,5638,5433,3876,499,264,27.54,0,3307,1969,148.8,1,SPANISH,1,RLA
2019-06-04,GENERAL,PRC000000596,19482,7794,40.01,968,2436,4377,13,85,81.42,0,2321,1936,1.8,1,RUSSIAN,0,RLA
2019-06-11,PRIMARY,PRC000000597,22988,12854,55.92,1786,3909,6799,360,10,41.68,0,3122,861,146.3,1,SPANISH,0,TABULATOR_TEST
2019-06-18,PRIMARY,PRC000000598,36035,9675,26.85,3406,5543,316,410,9,13.58,1,4569,1206,95.5,1,VIETNAMESE,1,RLA
2019-06-25,GENERAL,PRC000000599,13679,3127,22.86,1268,1402,274,183,226,62.16,1,3410,1606,83.4,1,NONE,1,RLA
2019-07-02,PRIMARY,PRC000000600,29952,17342,57.9,6569,5762,4418,593,457,12.0,0,4618,2858,113.4,1,NONE,1,TABULATOR_TEST
2019-07-09,LOCAL,PRC000000601,37636,16032,42.6,1166,8473,5718,675,371,23.19,1,1051,3052,128.5,1,OTHER,0,RLA
2019-07-16,GENERAL,PRC000000602,28181,24182,85.81,11199,1595,10812,576,256,85.73,0,4380,949,78.3,0,SPANISH,0,OTHER
2019-07-23,GENERAL,PRC000000603,27325,19231,70.38,7570,7195,3814,652,106,84.22,0,3349,3408,56.1,0,SPANISH,0,HAND_COUNT
2019-07-30,GENERAL,PRC000000604,33433,24977,74.71,7587,5637,10712,1041,68,6.59,1,1518,1138,175.6,1,KOREAN,0,TABULATOR_TEST
2019-08-06,GENERAL,PRC000000605,14914,2866,19.22,510,1477,773,106,276,40.82,0,4423,2907,99.9,1,NONE,1,TABULATOR_TEST
2019-08-13,GENERAL,PRC000000606,25570,21724,84.96,5109,10792,5042,781,128,20.82,0,771,991,142.7,0,SPANISH,1,RLA
2019-08-20,SPECIAL,PRC000000607,35229,15511,44.03,6108,9140,0,263,119,96.71,0,3187,2194,179.5,1,NONE,1,NO_AUDIT
2019-08-27,LOCAL,PRC000000608,22914,14591,63.68,5379,780,8238,194,378,86.95,0,2216,2405,34.5,1,TAGALOG,1,OTHER
2019-09-03,PRIMARY,PRC000000609,4682,2750,58.74,609,745,1365,31,443,8.34,0,3222,397,139.1,1,SPANISH,1,RLA
2019-09-10,LOCAL,PRC000000610,37172,5936,15.97,411,2205,3088,232,229,91.58,1,3256,2846,75.4,0,NONE,1,NO_AUDIT
2019-09-17,PRIMARY,PRC000000611,44879,9523,21.22,2095,4936,2328,164,234,77.06,1,2700,1993,69.4,1,SPANISH,1,TABULATOR_TEST
2019-09-24,SPECIAL,PRC000000612,34044,14894,43.75,6718,6743,936,497,452,8.73,0,4805,1220,122.3,1,SPANISH,0,RLA
2019-10-01,LOCAL,PRC000000613,42776,8597,20.1,1032,2153,5263,149,244,76.37,0,3150,2783,163.0,1,CHINESE,0,NO_AUDIT
2019-10-08,PRIMARY,PRC000000614,3775,2699,71.5,336,935,1415,13,479,97.73,0,1754,2577,160.4,1,ARABIC,0,NO_AUDIT
2019-10-15,LOCAL,PRC000000615,28888,24921,86.27,6878,2223,15762,58,213,14.58,0,3956,1993,106.6,1,SPANISH,0,HAND_COUNT
2019-10-22,LOCAL,PRC000000616,27034,5869,21.71,2393,3168,0,308,90,82.08,0,4134,273,78.1,1,SPANISH,0,HAND_COUNT
2019-10-29,GENERAL,PRC000000617,1343,767,57.11,228,303,236,0,160,6.66,0,644,1443,38.7,1,NONE,1,OTHER
2019-11-05,LOCAL,PRC000000618,31798,4334,13.63,1203,211,2871,49,1,49.46,0,1972,2698,94.0,1,SPANISH,1,RLA
2019-11-12,GENERAL,PRC000000619,38313,27562,71.94,6392,11309,8906,955,469,67.42,0,3868,1077,120.4,1,SPANISH,0,NO_AUDIT
2019-11-19,GENERAL,PRC000000620,28702,15656,54.55,8350,3256,3171,879,164,0.42,0,484,3270,136.9,1,NONE,1,HAND_COUNT
2019-11-26,PRIMARY,PRC000000621,42504,27109,63.78,8122,1181,16850,956,133,85.28,0,639,1858,36.9,1,NONE,1,HAND_COUNT
2019-12-03,RUNOFF,PRC000000622,40395,20322,50.31,5391,2952,11517,462,318,29.48,1,690,92,16.0,1,NONE,1,NO_AUDIT
2019-12-10,LOCAL,PRC000000623,11385,4257,37.39,660,1207,2195,195,137,20.11,0,4139,14,102.6,0,SPANISH,1,RLA
2019-12-17,LOCAL,PRC000000624,4862,4120,84.74,511,2005,1584,20,355,9.27,0,3657,780,82.4,0,CHINESE,1,NO_AUDIT
2019-12-24,RUNOFF,PRC000000625,9212,3916,42.51,1394,1978,508,36,380,94.31,1,2007,1750,167.9,1,CHINESE,1,RLA
2019-12-31,LOCAL,PRC000000626,9281,7094,76.44,1513,500,4746,335,159,59.27,0,3572,2349,47.0,1,NONE,1,NO_AUDIT
2020-01-07,GENERAL,PRC000000627,27940,13092,46.86,6962,4061,1621,448,283,26.25,0,3503,1614,91.2,1,NONE,1,NO_AUDIT
