energy_use_billing_month,energy_use_sector_code,energy_use_end_use_category,energy_use_sales_mwh,energy_use_customer_count,energy_use_average_kwh_per_customer,energy_use_peak_demand_mw,energy_use_load_factor_pct,energy_use_time_of_use_share_pct,energy_use_demand_response_participant_count,energy_use_electrification_index,energy_use_ev_charging_load_mwh,energy_use_heat_pump_adoption_rate,energy_use_distributed_solar_generation_mwh,energy_use_battery_storage_dispatch_mwh,energy_use_natural_gas_therms_equiv,energy_use_propane_gallons_equiv,energy_use_energy_burden_pct_households,energy_use_weather_normalization_factor,energy_use_meter_data_granularity
2026-07,residential,process,151416.59,320821,471.97,375.65,54.2,9.23,45,0.23,55.38,0.076,3041.53,2225.12,67861.82,6795.41,8.59,0.992,monthly
2025-09,agriculture,process,41988.34,90292,465.03,119.31,66.37,2.41,668,0.525,18.63,0.106,1474.28,98.25,146091.46,38204.23,11.27,0.954,daily
2022-01,agriculture,process,189444.03,145930,1298.18,226.36,90.0,5.1,795,0.59,688.59,0.168,1233.92,1050.22,17749.22,4486.39,5.29,1.063,monthly
2019-02,commercial,motors,102908.02,39472,2607.11,217.93,74.63,32.21,5228,0.735,662.74,0.0,4216.86,2213.49,83946.89,53710.98,7.93,0.762,hourly
2024-11,industrial,cooling,94189.19,1817,51837.75,151.94,49.74,0.0,1462,0.897,42.66,0.061,553.72,831.87,68038.51,48981.31,0.5,1.015,daily
2021-11,public,ev_charging,99923.25,300672,332.33,239.36,68.11,18.71,424,0.444,3115.57,0.126,884.68,2235.32,118570.04,5807.09,6.65,1.121,30min
2024-12,agriculture,irrigation,89019.02,18713,4757.07,101.44,48.85,27.72,355,0.633,18.65,0.0,1498.48,301.82,14238.25,50631.29,7.89,1.08,30min
2021-07,agriculture,heating,160629.59,93208,1723.35,329.83,55.17,0.0,317,0.695,1287.58,0.194,1193.62,187.27,81191.0,42636.94,11.66,1.013,daily
2024-04,agriculture,lighting,242612.22,29126,8329.75,644.6,35.97,13.63,727,0.581,4528.16,0.0,791.13,2091.09,24734.26,52614.86,10.5,1.211,15min
2022-02,public,ev_charging,34967.64,448417,77.98,41.92,57.91,0.8,1057,0.204,691.35,0.11,790.44,249.59,58738.92,25064.75,6.33,1.029,30min
2024-09,industrial,lighting,150910.89,1574,95877.31,335.96,46.63,0.0,1283,0.44,4082.95,0.096,441.47,2297.37,29672.7,56621.61,4.38,0.955,15min
2023-07,agriculture,lighting,204023.54,80635,2530.21,514.88,72.84,11.17,1124,0.666,494.17,0.175,508.31,2357.6,68173.29,2757.67,4.65,1.137,hourly
2019-09,residential,cooling,178701.97,46839,3815.24,204.69,52.4,17.59,20276,0.494,660.35,0.03,7762.77,121.07,27971.78,57772.77,6.21,1.017,30min
2019-06,public,motors,48748.79,85271,571.69,91.58,50.89,2.44,1383,0.673,2050.5,0.118,258.24,425.65,39484.67,7550.16,11.96,0.923,15min
2022-03,industrial,lighting,117945.06,366,322254.26,154.05,59.71,18.77,1435,0.671,782.64,0.076,345.94,797.43,143125.98,19019.91,11.88,0.997,daily
2025-03,agriculture,lighting,12759.14,122984,103.75,33.41,70.78,51.05,422,0.543,601.61,0.156,1384.65,1916.24,120631.33,3662.75,12.28,1.019,hourly
2019-08,public,motors,64726.95,449818,143.9,169.41,32.8,13.18,1371,0.492,182.58,0.057,126.45,2461.93,47598.61,6338.61,4.29,1.176,daily
2026-02,residential,ev_charging,70228.18,155614,451.3,174.55,84.2,0.0,17012,0.523,538.09,0.072,694.09,1571.18,42854.85,58863.99,0.5,1.288,daily
2026-10,industrial,motors,193769.38,1214,159612.34,281.41,38.89,37.79,233,0.556,116.83,0.053,996.03,1391.79,55190.13,4233.15,10.42,0.956,hourly
2019-07,commercial,heating,239582.01,5903,40586.48,664.74,37.65,33.32,3606,0.484,3182.07,0.05,2499.71,865.73,40856.64,58391.75,9.4,1.111,monthly
2019-03,public,motors,190568.01,377254,505.15,499.72,58.13,21.34,1362,0.37,2522.16,0.199,208.61,56.63,130430.41,42093.96,5.63,0.826,monthly
2022-03,agriculture,heating,171131.16,157238,1088.36,254.2,59.45,12.54,1127,0.688,729.4,0.104,57.47,1606.73,39511.8,17525.55,11.57,1.038,15min
2026-09,public,irrigation,197988.34,18041,10974.36,230.42,55.35,27.4,177,0.539,4692.86,0.158,659.76,1018.64,92855.95,15452.7,8.75,0.981,daily
2022-12,commercial,irrigation,184218.64,5356,34394.82,432.35,46.35,9.4,5649,0.522,1103.56,0.048,352.14,1864.91,135549.37,17188.28,7.96,0.875,monthly
2020-12,agriculture,heating,150832.74,142337,1059.69,348.59,56.85,19.35,1448,0.787,3150.79,0.044,1484.94,191.25,82094.66,50342.92,9.0,0.844,hourly
2019-09,industrial,irrigation,188249.32,593,317452.48,377.5,54.55,22.29,1232,0.825,1872.21,0.072,257.15,2268.59,51683.3,16294.34,4.86,0.955,monthly
2019-05,commercial,ev_charging,20349.14,30900,658.55,32.83,49.91,24.88,2784,0.575,58.36,0.046,7387.97,1879.69,124069.86,35970.38,0.5,1.004,monthly
2020-10,residential,process,112642.15,171371,657.3,206.4,72.83,19.04,5747,0.598,278.32,0.127,6798.18,27.44,80137.52,25567.27,7.24,1.007,15min
2020-07,public,process,248278.35,56925,4361.5,512.39,18.84,18.88,128,0.446,496.32,0.06,1108.14,2076.4,136047.55,30432.57,7.43,0.861,daily
2022-07,public,ev_charging,25193.0,428623,58.78,43.07,58.53,29.43,89,0.695,249.64,0.012,247.49,1770.51,22985.94,8643.08,5.62,1.129,hourly
2019-08,public,lighting,231721.16,469488,493.56,512.63,53.48,31.4,810,0.491,193.16,0.039,915.4,1653.52,78942.13,21667.93,15.4,0.884,15min
2022-10,agriculture,heating,242465.11,187627,1292.27,427.17,38.62,16.64,915,0.957,4933.47,0.139,455.59,2189.91,127149.12,3196.76,19.14,0.901,hourly
2021-09,agriculture,lighting,150826.69,29943,5037.13,182.05,80.3,0.0,518,0.604,556.18,0.0,322.16,1662.76,28706.85,50837.39,7.8,0.976,30min
2022-02,industrial,cooling,123522.46,583,211873.86,157.65,49.11,8.15,534,0.498,665.43,0.061,1346.96,131.7,61743.34,14682.16,6.41,1.045,monthly
2023-01,residential,process,101232.08,330762,306.06,123.3,40.01,24.29,18146,0.259,4394.05,0.082,8459.0,2368.59,44733.56,44070.55,13.92,1.129,hourly
2021-11,industrial,irrigation,218576.3,1540,141932.66,401.91,56.06,7.54,484,0.39,1778.21,0.034,316.24,465.88,78002.43,14074.88,7.41,0.786,hourly
2024-06,public,irrigation,131057.95,212758,616.0,286.84,39.27,36.98,161,0.308,618.15,0.097,506.89,1324.05,93839.72,57711.36,8.56,1.309,hourly
2026-01,commercial,irrigation,75432.92,45013,1675.8,216.69,67.44,1.45,4823,0.669,265.56,0.143,6818.61,1052.25,32512.84,34095.21,8.06,0.846,30min
2024-08,agriculture,lighting,35701.97,167772,212.8,98.16,32.19,17.54,1456,0.67,143.02,0.027,1454.59,686.04,44936.93,34730.15,9.93,0.777,30min
2023-01,public,lighting,246219.38,48306,5097.08,705.7,61.09,16.4,107,0.536,332.67,0.088,207.42,499.9,59515.18,48982.95,3.99,1.055,monthly
2024-01,agriculture,appliances,130022.54,100731,1290.79,198.27,75.02,16.64,763,1.0,3263.66,0.127,497.05,2366.59,31235.11,43776.71,6.96,0.846,hourly
2021-01,residential,process,537.89,262574,2.05,0.98,41.59,18.66,4420,0.791,3186.3,0.148,10597.59,1639.27,106890.08,55346.51,9.02,1.069,15min
2020-10,residential,appliances,77521.9,146141,530.46,153.8,54.79,22.64,27600,0.387,390.63,0.142,5853.0,160.63,47721.64,59362.82,7.52,1.004,daily
2023-09,industrial,irrigation,102488.2,75,1366509.33,254.66,58.14,0.0,931,0.609,202.11,0.15,170.55,45.75,72988.48,12373.86,5.71,0.868,hourly
2021-12,agriculture,cooling,209288.3,139749,1497.6,556.05,28.5,24.55,273,0.707,1052.68,0.056,589.43,1215.62,94073.69,56589.22,12.31,0.953,15min
2024-03,public,heating,216486.49,342853,631.43,578.84,49.84,35.48,418,0.389,100.52,0.174,987.9,109.53,20175.43,20069.73,1.33,0.748,hourly
2023-06,agriculture,heating,180380.01,43059,4189.14,486.86,55.47,27.7,1459,0.695,1328.55,0.173,37.75,2490.52,105858.09,3747.8,4.41,0.952,15min
2024-01,agriculture,irrigation,229228.79,60403,3794.99,674.12,54.58,7.97,313,0.0,231.17,0.024,307.52,1243.7,83302.75,37826.62,9.32,0.982,15min
2022-10,commercial,appliances,4882.7,37438,130.42,11.59,76.39,13.29,2417,0.567,597.82,0.091,5961.88,2486.96,20085.64,51537.49,9.03,1.011,hourly
2022-07,residential,heating,84668.32,290707,291.25,256.26,64.11,30.04,19357,1.0,2187.13,0.094,9302.52,881.02,104808.23,57412.19,7.42,1.164,hourly
2025-11,residential,irrigation,25226.1,279014,90.41,57.4,72.89,13.68,1776,0.649,727.45,0.063,5737.44,2115.9,123794.22,23890.34,3.26,0.879,daily
2026-12,residential,appliances,243309.32,107422,2264.99,557.56,36.06,18.54,1867,0.408,636.76,0.061,11801.15,213.74,55059.14,48498.99,10.63,0.898,15min
2026-09,agriculture,motors,219869.52,33090,6644.59,440.92,58.11,9.63,496,0.335,458.33,0.0,660.67,1812.38,55748.63,10208.92,4.62,1.074,monthly
2025-05,industrial,process,129173.53,979,131944.36,207.4,45.67,6.86,743,0.136,214.83,0.135,1160.61,2113.82,100964.93,12654.79,5.27,0.912,hourly
2022-12,residential,appliances,245926.82,202689,1213.32,513.45,54.94,18.53,28379,0.714,159.1,0.001,10320.36,893.17,39966.42,31323.68,9.64,1.111,monthly
2026-11,residential,process,31507.54,122061,258.13,57.62,53.08,14.75,23501,0.773,4552.76,0.011,3010.82,819.05,31206.36,38206.77,11.11,1.125,monthly
2020-07,industrial,process,72641.35,1245,58346.47,180.89,41.19,18.07,105,0.9,2968.89,0.18,1139.21,913.89,70061.05,6692.37,5.2,0.954,daily
2022-09,public,process,207422.56,38358,5407.54,549.49,34.4,21.29,308,0.484,303.67,0.0,314.89,983.12,33072.85,19177.52,8.42,0.939,monthly
2025-10,agriculture,lighting,6169.29,153758,40.12,12.11,61.3,22.78,413,0.534,4314.87,0.081,14.32,2460.88,17191.26,54794.88,12.21,0.959,15min
2022-07,public,motors,170321.51,188095,905.51,465.38,48.53,23.67,903,0.459,636.47,0.042,62.8,1493.57,8177.2,36153.45,15.9,1.041,30min
2026-10,industrial,ev_charging,122014.67,1980,61623.57,223.23,45.3,10.93,213,0.664,3314.37,0.058,644.44,79.44,139574.67,19777.68,5.56,1.099,15min
2024-03,commercial,irrigation,3895.73,46339,84.07,6.05,56.14,13.61,6525,0.296,245.57,0.125,4543.19,393.29,69920.15,28256.37,7.16,0.949,hourly
2019-05,agriculture,appliances,185283.23,182373,1015.96,241.24,56.69,18.08,1319,0.546,476.39,0.032,276.92,1293.72,42453.64,54330.03,13.76,1.003,daily
2024-08,industrial,process,84657.34,983,86121.4,198.78,61.2,14.08,1336,0.507,457.88,0.0,1034.19,1913.51,118432.81,10182.95,18.2,1.035,daily
2024-07,residential,heating,2238.6,205755,10.88,3.67,65.06,17.16,16912,0.511,383.13,0.073,8474.25,496.63,110661.61,12082.15,0.96,0.922,hourly
2019-05,agriculture,irrigation,242686.43,92074,2635.78,325.45,59.33,45.24,457,0.511,51.36,0.059,816.3,848.14,108339.21,35177.4,11.97,1.018,hourly
2026-06,public,ev_charging,72916.58,454100,160.57,152.93,57.17,8.97,1460,0.757,4603.76,0.022,91.57,223.37,76259.23,57757.96,10.08,0.994,15min
2022-10,public,appliances,125727.87,79220,1587.07,171.2,69.08,9.97,1031,0.627,3539.54,0.094,64.84,1277.36,20709.05,20329.88,1.68,1.034,hourly
2026-07,industrial,process,43029.13,698,61646.32,87.94,52.71,31.36,1023,0.546,177.85,0.014,732.85,58.93,57953.33,29829.09,12.47,0.963,15min
2026-04,residential,cooling,182927.33,32986,5545.61,494.85,72.05,9.73,14972,0.421,4197.85,0.053,7323.02,1849.68,65437.12,52597.43,5.93,1.341,daily
2024-10,industrial,motors,199782.72,1860,107410.06,263.04,62.7,17.88,1024,0.662,535.83,0.043,110.86,2373.83,62974.1,24788.65,4.15,1.028,30min
2025-10,commercial,ev_charging,228910.62,49501,4624.36,641.0,59.47,40.95,2438,0.662,782.71,0.162,3367.37,1490.49,62203.22,57574.38,10.67,0.966,30min
2025-11,residential,heating,81718.82,69601,1174.1,146.16,45.12,28.29,24828,0.327,519.99,0.063,2380.31,600.04,4641.66,35039.71,10.58,0.775,daily
2021-07,agriculture,appliances,85552.64,64260,1331.35,114.48,62.06,6.26,1338,0.673,2437.06,0.006,704.62,2021.56,83443.44,51110.28,8.42,0.963,30min
2021-03,industrial,irrigation,179778.07,632,284458.97,493.41,38.1,7.31,751,0.32,2101.44,0.214,1.63,1759.76,86809.6,37116.2,6.95,1.051,hourly
2023-07,commercial,cooling,20051.36,45709,438.67,22.56,65.89,31.61,2349,0.704,620.43,0.125,2159.18,978.3,113733.88,49814.19,4.27,0.736,monthly
2021-04,commercial,process,16081.56,36988,434.78,45.84,72.14,15.82,929,0.397,22.13,0.195,2438.2,1578.44,86357.72,1552.5,5.28,1.06,30min
2026-01,commercial,process,219919.92,5481,40124.05,431.02,73.05,5.64,3509,0.586,705.32,0.076,5796.09,391.08,49001.98,22835.15,10.95,0.733,daily
2021-12,public,heating,54953.79,65273,841.91,127.26,70.29,26.56,362,0.7,411.29,0.137,1122.12,613.9,65930.65,24944.29,12.65,1.128,15min
2019-10,residential,heating,70954.71,455969,155.61,182.0,90.0,14.21,7820,0.563,550.67,0.129,7641.69,1770.57,79490.71,3663.49,11.59,0.979,15min
2021-12,residential,irrigation,12058.98,462497,26.07,19.6,68.11,22.05,5211,0.744,582.31,0.046,11681.76,1653.26,108542.71,27274.57,10.39,1.018,15min
2020-09,residential,motors,67431.54,250032,269.69,99.45,45.55,5.75,29381,0.435,102.48,0.035,5548.21,1770.92,102517.41,44959.61,9.04,1.001,daily
2021-03,industrial,ev_charging,66459.75,1541,43127.68,84.22,54.78,42.3,590,0.793,1384.6,0.165,749.65,1093.3,48605.5,14327.83,8.63,1.024,30min
2021-10,industrial,motors,86223.88,1391,61986.97,246.27,53.31,21.26,1185,0.339,2704.9,0.107,73.47,530.12,80452.33,21436.96,7.54,0.988,30min
2023-01,industrial,process,136244.42,1244,109521.24,322.82,45.02,12.0,1063,0.55,18.94,0.012,744.53,2108.15,5970.99,41317.52,8.7,0.946,daily
2020-09,residential,irrigation,11604.69,143995,80.59,33.72,59.52,0.78,17432,0.292,2708.52,0.073,820.94,2069.44,64299.37,26512.88,7.26,1.065,30min
2021-12,public,ev_charging,246203.1,487230,505.31,306.55,57.66,18.87,375,0.566,119.72,0.108,372.52,273.63,80924.37,28390.29,7.43,0.999,monthly
2021-06,industrial,ev_charging,161120.31,797,202158.48,195.72,40.33,25.11,890,0.768,2388.78,0.056,107.51,2130.73,18850.42,8677.66,1.5,0.816,30min
2023-06,public,heating,236846.46,127789,1853.42,401.71,46.12,26.81,314,0.72,3599.0,0.043,772.85,2381.5,99837.01,47641.8,8.53,0.904,15min
2024-03,commercial,heating,38327.43,26557,1443.21,47.09,45.21,0.0,7823,0.507,627.78,0.001,2983.65,1824.06,66626.92,29862.39,4.87,0.868,30min
2026-10,industrial,ev_charging,126513.28,1538,82258.31,167.51,20.08,12.34,559,0.449,4423.77,0.125,717.77,382.66,33656.56,20179.44,3.41,1.146,15min
2019-03,commercial,ev_charging,188837.63,35469,5324.02,508.46,58.88,30.96,2680,0.48,512.95,0.069,4100.54,2423.05,99348.7,25522.28,8.55,1.006,monthly
2021-05,public,heating,200639.05,361328,555.28,477.39,71.28,2.68,999,0.624,2867.15,0.12,1404.41,68.98,142678.09,33870.63,6.52,0.916,hourly
2022-09,public,cooling,158026.4,196596,803.81,469.34,26.11,21.04,883,0.618,18.48,0.099,545.28,314.5,35027.49,56198.35,12.04,1.145,30min
2025-04,industrial,motors,148541.45,1872,79349.07,424.48,68.24,18.56,886,0.364,342.95,0.134,1094.36,543.02,122873.99,40055.22,6.85,1.046,15min
2024-01,public,cooling,136032.61,109654,1240.56,210.64,75.57,26.52,584,0.403,4551.76,0.073,308.54,650.8,104567.62,30692.33,11.0,1.132,15min
2022-12,residential,process,26978.27,213347,126.45,48.58,55.61,14.93,2471,0.742,168.93,0.104,9026.4,1559.22,24269.26,19581.35,8.79,1.168,30min
2026-01,agriculture,irrigation,180942.32,106548,1698.22,302.14,28.58,36.04,1196,0.686,3881.17,0.063,177.0,1673.66,38963.98,27935.45,1.93,1.033,15min
2025-10,residential,cooling,59125.99,357945,165.18,86.76,12.71,25.6,19831,0.515,570.9,0.158,9040.78,1746.2,143787.52,54059.77,4.37,1.21,monthly
2025-10,industrial,heating,188947.35,579,326333.94,384.27,53.15,13.16,85,0.453,215.38,0.09,111.6,1919.65,121434.35,34882.26,5.76,1.058,15min
2021-04,industrial,heating,116471.31,1518,76726.82,190.56,44.67,0.0,1432,0.544,257.01,0.056,401.87,2239.63,124351.61,44931.23,4.54,0.948,hourly
2025-02,agriculture,heating,54341.32,61739,880.18,83.93,35.22,21.87,860,0.147,109.96,0.04,95.22,765.94,147605.08,29595.88,8.56,1.111,hourly
2022-01,public,appliances,39241.53,483215,81.21,77.03,69.85,27.84,1317,0.57,536.29,0.012,97.63,786.67,127819.39,10052.93,7.93,0.899,hourly
2024-10,commercial,ev_charging,133341.35,13101,10177.95,242.64,59.07,15.94,468,0.504,464.27,0.0,1734.2,674.14,74416.51,14971.44,10.28,1.089,monthly
2021-03,agriculture,irrigation,246828.19,98564,2504.24,697.0,62.37,12.0,208,0.249,2091.37,0.068,686.92,2243.45,140480.88,15205.91,3.96,1.089,monthly
2023-09,agriculture,heating,239034.95,168362,1419.77,545.79,59.98,25.83,776,0.453,1006.56,0.048,1164.91,946.93,115927.0,34277.3,6.08,0.942,monthly
2026-01,public,ev_charging,224149.7,161324,1389.44,619.58,49.08,24.17,612,0.581,3083.42,0.042,1298.22,1732.24,64590.82,5594.43,10.94,0.911,hourly
2025-11,public,appliances,5024.35,211571,23.75,10.75,42.08,15.68,1372,0.308,1754.4,0.074,1400.33,2090.77,32440.27,45944.57,12.21,0.833,hourly
2020-06,public,lighting,205022.31,152494,1344.46,408.36,41.39,10.72,356,0.645,5.77,0.143,692.94,2496.14,10955.63,59270.22,7.36,1.097,hourly
2019-05,public,irrigation,95311.9,308798,308.65,167.86,47.9,17.88,849,0.696,238.53,0.103,946.35,1057.35,139385.53,45531.47,14.1,1.072,15min
2025-05,agriculture,lighting,61283.12,52631,1164.39,78.17,25.97,21.08,993,0.475,10.44,0.046,1059.53,63.89,33472.98,23978.12,8.2,0.842,15min
2022-03,agriculture,cooling,84734.55,62518,1355.36,220.56,65.72,20.91,805,0.564,2291.56,0.03,367.69,2443.06,46251.74,42019.68,10.55,1.109,monthly
2025-02,commercial,cooling,93966.42,13763,6827.47,215.25,73.28,20.71,5135,0.718,3006.38,0.105,2917.79,2239.72,75739.16,43648.18,1.56,0.815,15min
2020-03,industrial,motors,102786.5,445,230980.9,286.84,45.03,28.34,632,0.617,3428.72,0.135,822.03,2273.73,24492.33,4991.21,2.28,1.034,30min
2020-11,commercial,irrigation,118719.52,38096,3116.33,321.89,52.85,14.09,2437,0.595,4826.48,0.149,7389.88,2493.07,48678.58,17965.33,6.32,0.897,monthly
2020-08,industrial,motors,124731.26,1962,63573.53,333.21,50.24,18.99,1163,0.27,540.99,0.036,919.44,1227.65,105310.94,30892.39,7.58,0.978,15min
2021-07,agriculture,cooling,105882.66,159286,664.73,316.0,67.06,36.92,761,0.464,33.12,0.11,161.77,2280.85,145050.28,34683.8,10.34,1.12,daily
2026-12,public,motors,67446.44,64486,1045.91,184.12,75.45,17.45,1126,0.569,2175.5,0.141,793.75,524.67,70659.5,24718.94,7.75,1.064,hourly
2019-11,public,appliances,15127.12,101876,148.49,27.97,36.09,11.26,483,0.51,1599.66,0.081,1236.35,2.02,29256.36,8191.8,9.4,0.851,hourly
2021-02,industrial,motors,18570.52,1471,12624.42,41.33,74.63,18.62,1465,0.685,1339.07,0.085,1448.31,1789.91,61808.57,22866.58,6.03,0.929,daily
2024-09,public,lighting,3372.63,406173,8.3,7.51,45.37,16.17,1233,0.767,4898.55,0.05,254.42,29.65,145688.59,8487.3,11.2,1.048,30min
2019-12,public,cooling,683.16,57084,11.97,2.06,45.1,9.82,321,0.651,445.18,0.045,1473.58,2292.44,117133.42,31567.67,4.72,1.119,daily
2019-06,agriculture,heating,215857.96,12119,17811.53,329.03,68.77,9.96,43,0.856,409.04,0.0,499.95,896.9,110905.23,28554.53,4.72,1.151,30min
2024-02,agriculture,ev_charging,135658.55,98314,1379.85,195.0,36.81,5.85,231,0.601,615.71,0.082,43.19,2100.02,132901.92,40661.67,10.24,0.865,hourly
2020-02,public,cooling,137478.1,146060,941.24,297.65,51.69,5.96,1334,0.77,3834.96,0.023,1451.96,325.75,81365.68,39196.18,14.9,1.006,15min
2026-12,residential,process,74950.21,315262,237.74,98.69,78.69,21.07,16208,0.501,2142.61,0.052,10640.39,299.75,65828.6,42559.57,5.47,1.07,30min
2025-06,commercial,lighting,106115.05,17646,6013.55,240.79,53.74,6.59,4647,0.557,98.06,0.13,647.49,247.56,96226.45,32406.74,11.62,1.018,hourly
2023-02,commercial,irrigation,166253.35,40547,4100.26,380.99,72.91,19.47,2688,0.781,3570.94,0.157,4417.95,1760.92,69446.29,14005.18,6.84,0.896,monthly
2024-08,commercial,irrigation,220822.64,23607,9354.12,503.55,15.57,17.44,5277,0.465,504.42,0.076,4179.63,1134.33,75693.25,11462.9,0.5,1.071,hourly
2026-11,public,lighting,99270.03,439540,225.85,223.95,52.72,18.25,890,0.571,752.9,0.079,203.3,1436.72,93894.76,28832.07,10.15,1.074,daily
2024-05,industrial,motors,36265.27,1075,33735.13,66.6,40.83,8.18,640,0.384,456.73,0.071,698.12,139.01,9814.8,44332.93,6.46,1.037,30min
2025-03,public,cooling,192493.01,171485,1122.51,250.48,85.75,12.56,297,0.692,146.27,0.126,317.11,2167.4,57396.96,21792.22,0.5,0.891,30min
2020-12,residential,ev_charging,234674.1,344115,681.96,381.08,56.23,32.07,1780,0.338,328.54,0.046,1016.26,2038.26,149091.4,41420.14,2.38,0.918,hourly
2022-06,residential,ev_charging,103227.82,296385,348.29,193.99,53.58,19.78,3516,0.529,133.91,0.037,9419.52,953.19,45538.31,36677.17,4.74,0.86,monthly
2025-06,public,heating,21998.75,17003,1293.82,60.52,65.97,17.89,1025,0.35,739.89,0.079,414.61,1820.63,105864.0,6985.97,7.87,1.157,hourly
2026-05,agriculture,process,63660.66,174653,364.5,107.83,59.16,24.84,764,0.559,603.65,0.086,830.76,1884.77,106511.35,41967.08,1.17,0.89,daily
2023-02,public,irrigation,228208.82,429334,531.54,302.41,85.34,19.25,1286,0.341,1562.33,0.116,906.05,1529.31,20569.39,53501.95,12.11,0.757,30min
2019-08,residential,irrigation,108563.0,27199,3991.43,156.12,59.52,26.89,5948,0.865,329.22,0.229,4580.67,2141.1,140118.84,12794.75,7.6,0.851,hourly
2022-04,public,appliances,159254.9,273316,582.68,354.18,60.79,30.36,572,0.688,71.58,0.057,193.92,1161.6,137808.46,59187.46,5.02,1.158,daily
2021-06,residential,motors,157670.14,45836,3439.88,458.06,53.87,15.7,5020,0.544,710.1,0.175,5978.8,693.38,112681.35,23186.28,14.47,1.087,30min
2026-01,residential,irrigation,218794.27,183465,1192.57,447.59,43.37,8.59,23989,0.689,4649.83,0.081,5919.63,99.82,94266.04,36419.51,4.06,0.777,15min
2021-03,industrial,heating,37812.25,1327,28494.54,63.46,63.31,10.82,1260,0.526,625.08,0.061,384.41,721.39,66626.26,13660.65,8.08,0.986,15min
2021-03,agriculture,appliances,100831.33,2489,40510.78,290.12,58.21,20.76,1233,0.55,43.56,0.054,979.29,740.59,92777.31,10431.14,17.27,0.948,daily
2024-11,residential,lighting,173973.43,374715,464.28,386.79,65.66,41.81,20103,0.372,2602.86,0.148,9527.99,1154.19,146023.06,43277.02,6.81,0.867,daily
2026-02,residential,motors,105107.79,340308,308.86,273.22,74.25,15.04,28049,0.095,567.97,0.172,11814.94,795.41,101798.34,24346.63,1.73,1.028,monthly
2019-09,agriculture,process,224334.24,81812,2742.07,403.67,51.39,16.07,635,0.724,17.49,0.094,1399.82,1504.38,93878.85,6074.83,12.69,0.7,15min
2020-07,residential,ev_charging,206096.57,82022,2512.7,374.55,61.17,6.35,24008,0.59,151.76,0.143,8128.5,2131.18,133744.83,2926.05,14.59,0.831,monthly
2024-07,public,ev_charging,102132.05,403923,252.85,191.1,65.46,11.12,787,0.804,186.72,0.004,13.15,892.38,25523.31,25021.99,6.28,1.081,15min
2022-03,industrial,process,97113.57,1340,72472.81,272.52,43.29,12.01,507,0.582,609.21,0.042,699.82,2023.71,764.42,31412.24,2.27,1.014,hourly
2022-05,agriculture,process,215544.74,27574,7816.96,325.11,66.85,21.24,785,0.787,148.29,0.097,131.08,139.79,118091.66,8182.68,12.09,1.164,hourly
2019-11,agriculture,appliances,91512.4,44613,2051.25,139.54,62.89,31.62,349,0.341,3437.55,0.038,819.61,763.48,72923.13,424.86,5.1,1.129,30min
2025-09,commercial,ev_charging,3915.79,36423,107.51,10.02,66.99,8.53,3238,0.779,732.09,0.118,2170.21,1555.5,49482.65,26079.17,8.59,0.703,daily
2022-11,agriculture,cooling,31417.17,89155,352.39,80.09,58.35,26.8,448,0.678,1096.67,0.154,1467.52,961.74,72210.72,27941.6,1.06,0.861,monthly
2019-05,public,irrigation,121476.53,185503,654.85,214.17,68.55,4.25,822,0.34,4078.66,0.189,237.91,2145.67,636.14,2394.48,4.69,1.227,30min
2019-11,residential,process,235099.64,13248,17746.05,514.02,65.38,0.0,26245,0.549,572.6,0.0,2048.46,2170.94,129721.79,22663.49,10.29,0.874,30min
2022-11,public,lighting,220302.57,394282,558.74,279.45,76.63,16.48,712,0.424,879.52,0.052,434.1,1142.87,127214.44,1085.96,3.64,1.136,daily
2024-01,commercial,motors,143012.4,23935,5975.03,243.38,50.33,22.45,5025,0.732,4313.35,0.14,2628.7,2133.41,35736.66,55862.0,13.01,1.199,daily
2020-02,residential,heating,151877.9,329267,461.26,410.35,50.27,13.17,17741,0.539,249.3,0.151,3759.68,1347.85,66263.36,39739.01,4.82,0.969,monthly
2019-09,industrial,heating,220439.91,1890,116634.87,334.05,54.71,27.18,1410,0.38,2928.01,0.166,854.27,720.28,126824.81,33452.82,10.23,0.842,30min
2022-04,public,process,13276.98,274323,48.4,26.85,48.35,21.43,371,0.75,3486.4,0.219,1117.54,995.17,123014.57,30194.47,10.02,0.986,daily
2024-06,residential,heating,180627.03,22080,8180.57,503.61,58.18,11.09,18790,0.532,18.55,0.111,7544.92,1564.21,78125.02,19616.88,3.58,1.035,daily
2021-03,agriculture,cooling,189982.49,98680,1925.24,375.36,37.67,32.57,1253,0.422,1445.29,0.035,24.79,2096.72,144525.5,54195.25,9.76,0.847,15min
2023-08,industrial,motors,114957.72,1515,75879.68,346.27,65.07,23.58,988,0.691,2096.27,0.126,279.18,1196.76,97119.55,6513.33,11.1,1.074,daily
2025-01,residential,ev_charging,175513.61,52422,3348.09,280.22,64.72,32.37,23300,0.699,3017.25,0.047,10916.35,1993.31,46712.94,33475.25,5.86,1.074,daily
2023-01,industrial,motors,103236.45,1226,84205.91,238.57,65.73,16.31,526,0.776,4745.48,0.114,297.42,1497.92,106621.07,2750.49,3.04,1.021,monthly
2025-10,industrial,motors,139172.99,329,423018.21,297.7,65.52,27.73,1093,0.429,696.81,0.058,784.67,801.34,148191.51,10687.41,7.55,0.915,monthly
