safe_justice_booking_date,safe_justice_arrest_offense_code,safe_justice_charge_severity_level,safe_justice_bail_amount_set,safe_justice_pretrial_release_flag,safe_justice_court_case_id_hash,safe_justice_court_disposition_code,safe_justice_sentence_type_code,safe_justice_sentence_length_days,safe_justice_probation_start_date,safe_justice_parole_eligibility_date,safe_justice_jail_days_served,safe_justice_prison_admission_flag,safe_justice_recidivism_12mo_flag,safe_justice_recidivism_36mo_flag,safe_justice_risk_assessment_score,safe_justice_public_defender_assigned_flag,safe_justice_diversion_program_flag,safe_justice_restorative_justice_flag,safe_justice_record_sealing_eligible_flag
2019-11-06,IPC-392,Misdemeanor,521487,Y,CASE-0d1036b518a8d5e5,Dismissed,Probation,3311,2024-06-08,2018-11-21,570,N,N,N,29.37,N,N,Y,Y
2021-03-05,IPC-420,Felony,689630,Y,CASE-2537f5c506693969,Plea,Imprisonment,1629,2019-03-19,2018-12-06,631,N,N,Y,6.34,Y,N,N,Y
2020-12-15,IPC-302,Infraction,1333108,Y,CASE-931adf19f6e9187f,Acquitted,Imprisonment,8,2021-05-21,2023-09-18,27,N,Y,N,81.36,N,N,Y,Y
2020-12-01,IPC-420,Felony,172707,N,CASE-f3e23359ac6cae0c,Plea,Probation,771,2022-06-07,2018-05-08,204,Y,N,N,64.85,Y,N,Y,Y
2022-08-05,IPC-498A,Misdemeanor,2208411,N,CASE-fc83c47e73997f0c,Dismissed,Diversion,1562,2021-02-06,2024-03-17,217,Y,N,Y,61.63,N,N,Y,Y
2022-04-07,IPC-354,Felony,588005,Y,CASE-83f5189f7de3b388,Plea,Imprisonment,2738,2020-06-19,2021-08-18,239,Y,N,N,60.37,Y,N,Y,Y
2022-03-31,IPC-354,Felony,152059,N,CASE-47d2907ee9f9cbfa,Dismissed,Diversion,971,2023-10-15,2021-04-05,196,Y,Y,Y,59.85,Y,N,N,N
2019-07-28,IT-66C,Infraction,2446195,N,CASE-d3c11c0b27c59540,Dismissed,Imprisonment,3497,2023-10-19,2023-03-13,295,Y,N,Y,50.79,Y,Y,N,Y
2021-10-03,IPC-498A,Infraction,1061537,Y,CASE-e18c378d453a8c18,BailGranted,Probation,3262,2020-09-04,2019-04-11,49,N,Y,N,86.6,Y,N,N,Y
2019-02-26,IPC-379,Misdemeanor,746537,Y,CASE-45455bbb26a7ec2d,Pending,Probation,3647,2023-05-22,2021-05-18,130,N,Y,Y,31.93,N,N,N,N
2023-07-29,IPC-379,Infraction,2478089,N,CASE-387f5abb6647ea44,Acquitted,Fine,3564,2023-03-30,2025-05-22,399,N,Y,Y,44.91,Y,Y,N,Y
2020-08-06,IPC-498A,Misdemeanor,1446971,N,CASE-702dcc6df8ed0c1a,Plea,Diversion,537,2021-04-22,2021-03-03,162,N,Y,Y,49.06,N,N,Y,N
2018-05-13,NDPS-21,Felony,550407,Y,CASE-4228279c924e44a1,Dismissed,Fine,790,2018-06-30,2018-08-22,458,Y,Y,Y,37.19,Y,N,Y,Y
2019-12-25,IPC-354,Misdemeanor,556584,N,CASE-ba395c95e446923d,Acquitted,Probation,2576,2024-04-18,2024-01-25,577,Y,Y,N,79.5,Y,Y,N,Y
2023-05-22,IPC-498A,Felony,655851,Y,CASE-5cb5e825132ed9c7,Pending,Probation,1113,2023-07-28,2019-11-02,544,N,Y,Y,70.27,Y,N,N,N
2025-03-29,IPC-379,Felony,1394437,N,CASE-6b412add6c8bb3bf,Dismissed,Imprisonment,944,2025-04-30,2019-12-02,176,N,N,N,44.29,Y,N,Y,N
2020-01-09,NDPS-21,Misdemeanor,432026,N,CASE-d7a22bf86cb7a8c3,Pending,Fine,81,2023-02-24,2025-10-27,351,Y,N,Y,59.4,Y,Y,Y,Y
2025-04-10,IPC-392,Infraction,1637957,Y,CASE-71e1b3a714414f0f,Convicted,Diversion,140,2020-09-06,2024-12-30,72,N,Y,N,37.4,Y,Y,N,Y
2021-11-10,IPC-420,Felony,2016707,Y,CASE-a613375a878ef41a,Acquitted,TimeServed,2999,2018-12-05,2024-12-01,496,Y,Y,N,85.86,Y,N,Y,N
2020-01-26,NDPS-21,Misdemeanor,2104925,N,CASE-757d55e114263487,Plea,Diversion,1635,2019-06-01,2019-08-29,392,N,N,Y,51.26,N,Y,Y,Y
2022-04-12,IT-66C,Misdemeanor,560199,N,CASE-5204b4238a827303,Dismissed,Probation,68,2022-01-10,2018-12-12,624,Y,Y,N,91.56,Y,N,Y,Y
2021-05-16,NDPS-21,Felony,1235229,N,CASE-6f34939181195a23,Dismissed,Diversion,3531,2020-03-01,2018-07-09,304,N,Y,N,54.47,Y,Y,Y,N
2018-12-05,IPC-420,Infraction,1338805,Y,CASE-c8a7ad65749ef6fc,Acquitted,TimeServed,2379,2020-01-17,2021-08-26,518,Y,N,N,88.92,Y,Y,Y,N
2022-01-13,IPC-302,Misdemeanor,1281345,N,CASE-b7bf4fc46fd9ab74,Plea,TimeServed,3210,2020-02-23,2020-03-08,11,Y,N,Y,78.98,Y,Y,Y,Y
2018-10-17,IPC-302,Misdemeanor,1719494,Y,CASE-a384ec8bab4797d4,BailGranted,TimeServed,3272,2025-06-27,2020-07-02,400,Y,N,N,90.46,Y,Y,N,Y
2018-01-21,IPC-420,Misdemeanor,1293074,Y,CASE-478ae5c3b7332edd,Acquitted,Probation,2713,2018-08-12,2020-06-27,369,Y,Y,N,33.73,Y,Y,N,Y
2025-03-17,IPC-302,Misdemeanor,2341594,Y,CASE-4004ee8a709a5471,Dismissed,TimeServed,368,2024-02-11,2018-12-19,217,N,Y,N,50.21,Y,N,Y,Y
2022-04-20,NDPS-21,Misdemeanor,2078409,Y,CASE-7d8457fdfa623b1e,Transferred,Imprisonment,249,2020-08-24,2018-03-11,646,Y,Y,Y,90.54,Y,N,N,Y
2022-09-22,IT-66C,Misdemeanor,481135,N,CASE-5406212d0d7ecd9d,Plea,Diversion,2121,2020-01-19,2020-01-05,416,N,N,N,29.1,Y,Y,Y,Y
2025-12-14,IT-66C,Infraction,1048171,N,CASE-1080636fe35aede1,Acquitted,Probation,269,2021-08-07,2021-06-18,530,N,N,N,22.14,Y,Y,Y,N
2019-01-05,IPC-420,Infraction,2462896,N,CASE-7812807f9607ef96,Dismissed,Imprisonment,928,2020-03-13,2020-03-21,40,N,N,N,46.64,Y,Y,Y,N
2018-07-19,IT-66C,Misdemeanor,1252635,Y,CASE-5a8935f3df1e85df,Acquitted,TimeServed,1436,2020-01-21,2021-04-22,621,Y,N,Y,67.24,N,N,N,Y
2018-09-11,IT-66C,Misdemeanor,2110390,Y,CASE-ec512f8839111dd3,BailGranted,CommunityService,1480,2025-07-10,2019-04-18,404,N,N,N,98.48,Y,Y,Y,N
2025-02-25,IPC-379,Felony,805039,Y,CASE-9bdc82c2140db540,Transferred,Probation,461,2019-11-17,2021-03-16,545,N,N,N,70.03,N,N,N,Y
2021-09-05,IT-66C,Misdemeanor,384738,Y,CASE-3eac09cc69e05c08,Transferred,Imprisonment,2018,2019-02-07,2020-02-08,477,N,Y,Y,80.4,N,N,Y,Y
2024-06-15,IPC-302,Misdemeanor,1498547,Y,CASE-1b61e75fe59b7a19,Acquitted,Diversion,1603,2024-12-02,2025-08-28,623,N,Y,Y,43.14,Y,N,N,Y
2025-09-09,IPC-354,Misdemeanor,2253404,Y,CASE-3b2904e86f5f5725,Transferred,CommunityService,274,2018-08-22,2025-04-03,373,N,N,N,91.11,N,Y,N,Y
2022-11-16,IT-66C,Felony,1094231,Y,CASE-34eedbbff0c0306a,Convicted,Probation,2962,2022-09-29,2024-06-07,426,Y,N,N,85.23,N,Y,Y,Y
2019-03-28,IPC-420,Infraction,1731053,N,CASE-e384c569cefd4370,Transferred,TimeServed,2327,2021-04-05,2023-12-22,176,N,N,Y,68.69,N,N,Y,N
2020-08-28,IPC-354,Misdemeanor,524361,N,CASE-7621b3efa6825b53,Dismissed,Diversion,235,2020-06-23,2025-03-12,605,N,N,N,12.74,N,Y,Y,N
2018-03-08,IPC-420,Misdemeanor,289669,N,CASE-bae51734084d6571,BailGranted,CommunityService,2633,2022-07-21,2019-11-13,385,Y,N,N,79.65,Y,N,Y,Y
2018-02-18,IPC-354,Felony,104260,Y,CASE-e084e6862e2b9d90,Convicted,TimeServed,2156,2021-03-30,2020-08-01,17,Y,Y,Y,69.81,Y,Y,N,N
2023-01-07,IPC-392,Misdemeanor,2341339,Y,CASE-e193b07d32e06643,BailGranted,Imprisonment,1124,2018-03-22,2020-10-03,208,N,N,Y,67.73,Y,N,N,N
2018-11-07,IPC-302,Misdemeanor,460371,Y,CASE-5d10b6edec7ebded,Pending,Fine,2165,2025-10-29,2024-10-23,421,Y,Y,Y,2.21,N,Y,N,Y
2019-07-25,IPC-379,Misdemeanor,48526,Y,CASE-c3ba5d35304611ac,BailGranted,CommunityService,294,2019-01-23,2019-09-30,413,Y,Y,Y,58.39,N,N,Y,Y
2022-12-30,NDPS-21,Misdemeanor,668165,Y,CASE-791c1472fd1fb287,Dismissed,Diversion,2064,2025-05-15,2018-11-20,729,Y,Y,N,84.31,N,Y,N,Y
2018-06-16,IPC-420,Felony,245441,N,CASE-4ed9b32e21c9b192,Pending,Fine,2248,2018-02-18,2021-01-17,179,N,Y,Y,73.56,N,Y,Y,N
2022-12-31,IT-66C,Infraction,646905,N,CASE-95fc8c53cd9ed545,Pending,Diversion,193,2023-01-02,2022-04-02,709,Y,Y,N,13.38,Y,N,Y,N
2024-11-17,NDPS-21,Infraction,696520,Y,CASE-40e91cf0fa30fdef,Dismissed,Imprisonment,1771,2018-06-01,2023-03-22,697,Y,Y,Y,28.46,N,N,Y,N
2018-04-23,NDPS-21,Misdemeanor,1510766,Y,CASE-2fa02c73cb81b140,Acquitted,Fine,290,2018-08-16,2020-01-04,680,N,Y,N,96.38,Y,N,N,Y
2022-11-19,IT-66C,Felony,593143,N,CASE-f0a5eba9a1308482,Dismissed,Diversion,2669,2021-01-22,2018-09-30,283,N,N,Y,8.41,N,Y,N,Y
2022-10-08,IPC-354,Misdemeanor,932898,N,CASE-62a43c9b7f312a5c,Transferred,TimeServed,115,2025-11-04,2025-06-17,694,N,N,N,56.82,N,N,Y,Y
2024-10-07,IPC-420,Infraction,474883,N,CASE-6e7277ddc2b317ba,Pending,CommunityService,130,2020-05-22,2024-10-16,547,N,N,N,90.54,Y,Y,Y,N
2021-10-23,IT-66C,Infraction,640590,Y,CASE-46d58f051bbf8668,Transferred,Imprisonment,542,2020-09-16,2025-07-09,503,Y,Y,Y,61.35,Y,Y,N,Y
2018-08-19,IPC-354,Misdemeanor,806891,Y,CASE-0b1eb9a032b48543,Convicted,Fine,3332,2020-02-11,2021-08-16,283,Y,N,N,71.46,Y,N,N,Y
2023-09-01,IPC-498A,Felony,1020091,N,CASE-7c92bd3529d1724d,Pending,Probation,147,2025-11-01,2022-07-29,689,N,N,N,79.07,Y,Y,N,Y
2020-02-10,NDPS-21,Infraction,1296120,Y,CASE-833037d46a65ab58,Pending,Imprisonment,1700,2020-09-01,2020-04-24,504,N,Y,Y,59.05,N,Y,Y,N
2020-04-22,IPC-420,Felony,1685665,Y,CASE-db54f6848a724632,Transferred,Probation,958,2023-03-14,2022-03-08,410,Y,N,Y,81.21,N,N,N,N
2023-03-12,IPC-498A,Misdemeanor,2353978,N,CASE-3a5c02b053dc9eb3,Dismissed,TimeServed,2097,2019-06-12,2018-08-30,477,N,N,Y,38.93,N,N,Y,Y
2021-07-23,IT-66C,Felony,1705867,N,CASE-a2f3efb441dbf36a,Plea,Imprisonment,1395,2023-02-05,2018-10-17,476,N,Y,Y,43.55,Y,N,Y,N
2025-11-30,IPC-379,Misdemeanor,525211,Y,CASE-75e2f47fdaed2a0c,Dismissed,Probation,2375,2023-11-16,2025-04-11,125,Y,N,N,80.63,Y,Y,Y,N
2020-06-17,IPC-379,Infraction,1830069,N,CASE-0fa026234d6e3e7c,Pending,Diversion,3134,2018-05-27,2022-03-06,309,Y,N,Y,20.35,N,Y,Y,N
2025-05-14,NDPS-21,Misdemeanor,228501,Y,CASE-deae1b7d901a19c6,Convicted,Imprisonment,766,2022-10-27,2020-02-19,175,Y,Y,Y,14.5,Y,Y,N,Y
2020-01-29,IPC-498A,Infraction,2277600,N,CASE-6ff8157754b16359,Dismissed,TimeServed,2507,2018-12-21,2025-02-03,489,N,Y,N,32.89,N,N,Y,Y
2020-03-07,IPC-498A,Felony,2975,N,CASE-a06cf0a576649f42,Pending,Imprisonment,1223,2025-04-02,2021-07-07,171,N,Y,Y,49.63,Y,Y,N,Y
2023-12-19,IPC-354,Misdemeanor,1797491,Y,CASE-49b23729ca8dc7ce,Convicted,CommunityService,3300,2022-10-03,2022-06-01,212,Y,Y,Y,20.43,Y,Y,N,Y
2018-01-13,IPC-354,Misdemeanor,1144045,Y,CASE-3e927e1c910c4f43,BailGranted,CommunityService,2902,2024-12-06,2021-09-27,710,Y,Y,Y,82.59,Y,N,Y,Y
2025-04-06,IPC-392,Misdemeanor,668282,Y,CASE-e55de19bf00b5451,Acquitted,Fine,2900,2021-02-13,2023-08-06,45,Y,N,Y,85.58,Y,Y,N,N
2021-10-15,IPC-498A,Misdemeanor,1119424,N,CASE-822aea88f5386ed6,Plea,CommunityService,3447,2024-06-23,2025-04-16,312,N,N,Y,93.18,N,N,N,Y
2024-09-12,IPC-392,Misdemeanor,1950569,N,CASE-10951c711320b5ab,Transferred,CommunityService,2946,2023-12-21,2018-08-04,224,Y,Y,Y,21.72,Y,N,Y,N
2020-07-18,IPC-498A,Misdemeanor,926866,N,CASE-ce3a068b8096c65b,Acquitted,Imprisonment,2527,2023-02-09,2024-01-07,529,Y,Y,N,2.91,Y,N,N,N
2023-10-11,IPC-420,Felony,429661,Y,CASE-e870459be2a8838a,Plea,TimeServed,55,2021-09-22,2019-08-25,712,Y,N,N,49.64,Y,Y,N,N
2019-12-20,IT-66C,Felony,1357595,N,CASE-178272dbafff381e,Convicted,Probation,112,2024-11-10,2018-06-18,104,N,Y,Y,27.24,N,Y,N,N
2020-05-24,IPC-498A,Misdemeanor,2120948,N,CASE-ba2903994cc09657,Pending,CommunityService,888,2025-06-06,2018-07-23,547,N,N,Y,15.6,N,N,N,N
2022-11-17,IPC-498A,Felony,971462,N,CASE-b7b3d92ce1209610,BailGranted,Fine,3372,2024-01-13,2024-12-21,178,N,Y,Y,77.41,Y,Y,N,Y
2018-03-23,IPC-392,Misdemeanor,2071834,Y,CASE-0c7c3a1255c3e0b8,Pending,Diversion,450,2020-04-27,2019-10-11,116,N,Y,N,21.92,N,Y,N,N
2024-08-28,IT-66C,Misdemeanor,849584,Y,CASE-b0ff5b9e260ea2ce,Dismissed,TimeServed,1413,2024-12-07,2021-12-19,151,Y,N,Y,27.56,N,N,Y,Y
2022-11-07,IPC-354,Misdemeanor,1786774,Y,CASE-f667ff9baa87a8d6,Plea,Imprisonment,3480,2025-09-21,2024-09-29,478,Y,Y,N,49.67,Y,N,Y,N
2022-04-15,IPC-379,Infraction,893567,Y,CASE-a3f54fb1cea0d8a1,Transferred,Fine,3426,2023-11-07,2023-02-11,544,Y,Y,Y,27.76,Y,N,N,Y
2018-12-18,IPC-498A,Felony,113574,Y,CASE-26e3f11de5492ec9,Plea,Fine,3314,2019-08-20,2022-07-30,297,N,Y,Y,28.76,N,N,Y,N
2018-04-11,IPC-379,Misdemeanor,2275563,Y,CASE-88d79d97fa5990f2,Pending,Diversion,798,2023-12-18,2024-06-15,253,Y,N,N,69.22,N,N,Y,N
2022-09-17,NDPS-21,Felony,1978185,N,CASE-97ba273bdfb1a485,Transferred,Fine,526,2018-04-15,2023-01-12,478,Y,N,Y,77.27,Y,N,Y,Y
2019-12-20,IPC-302,Misdemeanor,861554,N,CASE-b475fabb5e079ffd,Acquitted,TimeServed,2367,2023-07-09,2021-12-05,75,N,Y,N,39.93,N,N,Y,N
2024-07-07,IPC-392,Misdemeanor,1465789,Y,CASE-399eef46f8d1e6cf,Convicted,Diversion,1612,2018-10-20,2019-04-06,158,Y,Y,Y,31.24,N,Y,Y,Y
2021-12-08,IPC-392,Misdemeanor,2095739,N,CASE-7b46db8e8674c991,BailGranted,CommunityService,3644,2019-11-03,2018-06-01,100,Y,N,Y,72.6,N,N,N,Y
2018-10-24,IPC-420,Misdemeanor,1047763,N,CASE-f65e6f421ffbcbd9,Convicted,CommunityService,1605,2023-01-13,2022-10-14,260,Y,N,Y,59.6,Y,N,Y,N
2023-02-22,NDPS-21,Misdemeanor,1209736,Y,CASE-5b11197504d8b832,Pending,CommunityService,672,2024-05-09,2025-02-06,200,Y,N,Y,23.62,N,N,Y,Y
2022-03-04,IPC-498A,Misdemeanor,522393,Y,CASE-b6d4a7f2cf350d5f,Plea,Fine,2740,2018-07-10,2025-06-21,295,Y,N,Y,16.54,N,Y,N,Y
2025-03-22,IPC-498A,Infraction,1135241,Y,CASE-0e192995d0989f48,Acquitted,Imprisonment,2794,2019-09-12,2023-01-31,669,N,Y,N,18.73,Y,N,N,Y
2018-12-06,IPC-392,Infraction,2003688,Y,CASE-169b53b5306eb35d,Transferred,Imprisonment,2407,2023-11-05,2021-03-06,418,N,N,Y,69.66,N,N,N,N
2019-11-27,IPC-498A,Misdemeanor,1897154,Y,CASE-7334a6ea3791ec02,Acquitted,Diversion,274,2023-10-30,2025-03-08,116,Y,N,N,20.64,N,N,Y,N
2023-12-13,IT-66C,Misdemeanor,2195586,N,CASE-b522e256e181c05f,Dismissed,Probation,3583,2019-12-18,2020-06-19,525,N,Y,Y,78.35,Y,Y,N,Y
2025-03-02,IPC-498A,Misdemeanor,1759795,N,CASE-d19d87b179d44c40,BailGranted,CommunityService,1275,2023-04-11,2019-05-07,254,Y,Y,N,64.24,N,Y,N,N
2022-01-10,IT-66C,Misdemeanor,879314,N,CASE-9d1e53d016e8419a,Plea,Imprisonment,2796,2023-12-01,2021-05-03,223,N,N,N,92.51,Y,N,Y,Y
2023-07-04,NDPS-21,Felony,1872912,N,CASE-51d16b046aa841e4,BailGranted,CommunityService,3058,2018-02-21,2018-09-29,267,N,Y,N,50.02,Y,Y,Y,N
2023-03-20,IPC-498A,Felony,510497,N,CASE-df5fde8105067422,Transferred,Diversion,2448,2021-03-05,2025-10-05,681,N,Y,N,66.79,N,N,Y,Y
2022-11-25,IPC-420,Misdemeanor,1863247,Y,CASE-a7e255cfd9ac194b,Convicted,Imprisonment,921,2021-04-28,2020-10-21,695,N,N,Y,61.41,Y,Y,N,N
2018-05-19,IT-66C,Infraction,468234,Y,CASE-ca61f98ed34b10bd,Convicted,TimeServed,2511,2020-05-02,2022-12-21,619,Y,Y,Y,56.11,N,Y,N,N
2018-11-17,IPC-379,Felony,1846139,N,CASE-6def7a59bc3ab45a,Pending,Diversion,280,2024-08-11,2019-11-27,224,Y,N,N,59.91,N,Y,N,N
2024-11-28,IPC-379,Misdemeanor,490294,N,CASE-e56c57b686388dc6,Dismissed,Imprisonment,2520,2019-10-26,2024-02-16,384,N,Y,Y,60.4,N,Y,N,Y
2020-11-25,IPC-302,Misdemeanor,2081374,Y,CASE-a8af7e4f6b9ec8f9,BailGranted,Imprisonment,1813,2020-11-29,2020-02-12,392,N,N,N,43.32,Y,Y,N,N
2021-12-26,IPC-392,Infraction,300911,N,CASE-317ecff32293d006,Pending,Imprisonment,1334,2025-12-14,2023-10-08,551,Y,Y,Y,82.16,Y,N,N,N
2024-01-23,IPC-302,Misdemeanor,744167,Y,CASE-1546e7bc7c53ed9e,Convicted,Probation,592,2020-05-03,2024-04-03,504,N,Y,N,91.86,Y,N,Y,N
2022-12-17,IT-66C,Felony,545731,N,CASE-75bdbe2a6da0c7ba,Plea,Imprisonment,703,2023-03-01,2018-03-21,203,N,Y,Y,46.01,N,N,Y,Y
2020-04-21,IPC-302,Misdemeanor,1304513,N,CASE-26522fbcf85ef429,Dismissed,CommunityService,1588,2025-07-21,2021-04-24,131,Y,Y,Y,8.7,N,Y,N,Y
2020-06-08,IPC-392,Misdemeanor,618259,Y,CASE-9f3678782b444a02,Transferred,Imprisonment,983,2022-11-16,2021-11-21,123,Y,Y,Y,48.6,Y,N,Y,Y
2023-09-17,IPC-302,Felony,712430,Y,CASE-8563e7f57145204b,Plea,Probation,1399,2024-05-19,2023-08-24,49,N,N,Y,14.39,Y,N,N,Y
2020-08-17,IPC-420,Misdemeanor,1889331,N,CASE-2dbd5f4a6977584f,Dismissed,Diversion,2209,2024-12-17,2023-05-07,179,Y,Y,Y,42.11,N,N,Y,N
2020-07-05,IPC-354,Misdemeanor,1320923,N,CASE-6cde909caebb8cc9,Convicted,CommunityService,845,2025-04-04,2023-06-09,79,Y,Y,Y,37.68,N,Y,N,N
2019-10-31,IT-66C,Felony,1017192,N,CASE-5777bcc50ea3a174,Convicted,Imprisonment,2281,2025-12-21,2024-12-26,105,Y,N,Y,8.64,N,N,N,Y
2020-08-04,IPC-354,Infraction,838959,N,CASE-b3ff9d93738b4bc8,Plea,Probation,3365,2019-12-15,2018-07-03,475,Y,N,Y,63.49,N,N,Y,Y
2024-07-05,IT-66C,Infraction,930165,Y,CASE-8f3cdd835dff5f13,Plea,Imprisonment,1520,2021-04-02,2019-08-27,288,Y,N,Y,36.87,N,Y,Y,N
2018-01-01,IPC-354,Misdemeanor,414530,Y,CASE-1bbc56bd3ed8dfe0,Convicted,Probation,846,2022-06-12,2019-08-18,270,N,Y,N,26.97,Y,N,Y,N
2022-04-15,IPC-354,Felony,1591449,N,CASE-f9752ed79faa4af9,Transferred,CommunityService,1383,2023-05-07,2021-07-11,303,N,Y,N,35.69,Y,Y,N,Y
2025-01-29,IPC-379,Infraction,2082039,Y,CASE-a1a53f4c0cee8fd2,Convicted,CommunityService,1758,2022-01-29,2018-04-16,411,Y,N,Y,65.0,N,Y,N,N
2023-09-09,IPC-379,Misdemeanor,994005,Y,CASE-1b155bc98ee16fa6,Pending,TimeServed,2628,2018-06-04,2024-08-13,163,N,Y,N,94.58,Y,N,N,N
2018-07-09,IPC-498A,Misdemeanor,1887782,Y,CASE-8b7e3f74faad83ea,Pending,TimeServed,1670,2022-05-18,2018-01-05,596,N,Y,Y,49.01,Y,Y,N,Y
2023-11-21,NDPS-21,Felony,1051926,N,CASE-8838849143c81ace,Convicted,Diversion,1442,2018-03-15,2018-09-18,21,N,Y,Y,73.57,Y,Y,N,Y
2021-01-27,IPC-379,Infraction,1680577,N,CASE-641e00c3f586c417,Plea,Imprisonment,2134,2024-06-30,2021-11-08,238,N,N,Y,43.4,Y,N,N,N
2018-05-14,IPC-379,Misdemeanor,607667,Y,CASE-4ac4b412405e01eb,Transferred,Diversion,2074,2020-10-25,2021-03-16,18,Y,Y,N,59.21,Y,N,Y,Y
2022-05-12,IPC-392,Misdemeanor,1625042,N,CASE-0dbb40cafb5de9f3,Convicted,Fine,3524,2024-03-04,2021-08-11,0,N,Y,Y,29.36,N,Y,N,Y
2024-03-23,IPC-498A,Misdemeanor,2216322,N,CASE-bb9f0c9fb9254353,Plea,CommunityService,1266,2019-02-05,2020-11-22,527,Y,N,Y,42.09,Y,Y,N,Y
2023-10-19,IPC-392,Felony,2366114,N,CASE-760cfeaf69765676,Plea,Probation,1384,2020-12-10,2019-01-14,553,Y,Y,N,13.74,N,Y,Y,N
2023-01-22,IPC-379,Misdemeanor,134751,Y,CASE-b0f6a8c16469fda7,Acquitted,Imprisonment,3594,2021-04-24,2020-12-03,689,N,N,Y,41.53,Y,Y,Y,N
2022-02-10,IPC-354,Felony,1719242,Y,CASE-1a6ec85412253045,Acquitted,Fine,1934,2024-11-19,2019-09-22,657,Y,N,N,48.83,N,Y,N,Y
2020-09-18,IPC-420,Misdemeanor,1117074,Y,CASE-9a3e416cba345832,BailGranted,Diversion,2413,2021-08-23,2023-08-19,380,N,Y,Y,83.23,N,Y,Y,N
2023-10-09,IPC-302,Felony,1516112,N,CASE-4e7722b0d5eca9a0,Transferred,Probation,3509,2019-10-22,2022-06-24,423,Y,N,Y,55.21,Y,Y,Y,Y
2023-02-16,NDPS-21,Misdemeanor,82259,Y,CASE-ae370b4a3dec850c,Acquitted,Probation,2396,2025-04-26,2025-09-18,434,Y,N,N,65.24,Y,Y,Y,Y
2018-01-11,IPC-354,Misdemeanor,1198702,N,CASE-bba133448501f670,Pending,Imprisonment,2169,2021-11-18,2019-04-11,6,N,Y,Y,35.19,N,Y,Y,N
2020-11-26,NDPS-21,Misdemeanor,495304,Y,CASE-bfe3d22f011399e6,BailGranted,Probation,430,2024-04-14,2019-11-03,318,Y,N,Y,92.5,N,N,Y,N
2018-09-01,IPC-379,Felony,1890111,Y,CASE-42218514a33cd53a,Plea,Fine,2951,2022-06-02,2020-06-23,21,Y,N,N,14.79,N,Y,N,Y
2021-04-26,IT-66C,Felony,1510088,Y,CASE-44287285a59d3bae,Acquitted,CommunityService,3630,2022-05-11,2021-09-23,608,Y,Y,Y,35.32,N,N,N,Y
2023-10-06,IT-66C,Misdemeanor,186094,Y,CASE-010ae40e6251c56d,Convicted,TimeServed,2711,2022-01-03,2022-05-27,374,Y,Y,Y,75.68,Y,N,Y,Y
2018-03-05,IPC-392,Misdemeanor,1718341,Y,CASE-cc047ce5f276540c,Dismissed,CommunityService,1209,2018-02-25,2021-06-03,157,Y,Y,N,7.92,N,Y,N,Y
2025-06-24,IPC-302,Felony,819773,Y,CASE-d3d93ec6ae8f9654,Dismissed,Imprisonment,1359,2023-10-22,2021-03-05,257,Y,Y,Y,35.87,Y,Y,N,Y
2022-01-06,IPC-420,Misdemeanor,1382669,N,CASE-044fe2aee39ad6c4,Dismissed,TimeServed,2397,2020-07-28,2022-08-09,49,N,N,Y,61.67,Y,Y,N,N
2022-07-14,IPC-354,Misdemeanor,1394327,Y,CASE-d948ab1959053df3,Acquitted,CommunityService,329,2024-03-22,2024-01-08,317,N,Y,N,29.58,N,N,N,N
2025-02-03,NDPS-21,Infraction,914327,N,CASE-a6e9ad09ee22ba67,Acquitted,Diversion,3424,2025-06-26,2025-09-20,461,Y,N,N,27.62,N,Y,Y,N
2018-11-06,IT-66C,Felony,1443697,Y,CASE-92b965360e135972,Convicted,Imprisonment,169,2024-01-20,2020-09-13,584,N,Y,Y,28.92,Y,Y,N,Y
2022-07-30,IPC-420,Infraction,1293479,N,CASE-e8277bd6d785faa4,Pending,Probation,1536,2021-08-18,2022-08-24,49,Y,N,Y,51.35,N,N,Y,N
2020-01-13,IPC-354,Misdemeanor,703388,Y,CASE-34f34b12f1afbf68,Transferred,Fine,3304,2021-09-25,2019-09-19,427,Y,Y,Y,20.61,N,Y,Y,N
2021-09-03,IPC-392,Misdemeanor,104197,Y,CASE-b28eb9bd42497d6c,Acquitted,Diversion,601,2023-06-17,2024-02-23,518,N,N,N,1.84,N,N,N,N
2025-05-26,IPC-420,Misdemeanor,2057385,N,CASE-655e12e2ffbd1e4c,Convicted,Diversion,2377,2021-09-29,2025-05-25,666,N,Y,N,23.47,Y,N,Y,N
2022-06-26,IT-66C,Misdemeanor,563922,Y,CASE-eb0d2de7ad5e0dcd,Plea,Diversion,241,2022-12-23,2020-06-24,51,Y,Y,Y,79.79,N,Y,Y,N
2025-08-03,IPC-392,Misdemeanor,1791934,Y,CASE-a7e869cc3db0f901,Plea,Fine,3130,2024-09-27,2023-08-08,229,N,Y,N,14.33,Y,Y,Y,Y
2024-07-04,IT-66C,Misdemeanor,2097293,N,CASE-1349a46f2df77659,Transferred,Probation,3538,2018-09-07,2023-01-10,578,N,N,N,47.89,Y,Y,N,Y
2022-02-17,IPC-392,Felony,1324411,Y,CASE-20cc007d39bd8bf8,Pending,Imprisonment,1758,2025-12-18,2021-06-25,677,N,N,N,11.38,N,Y,Y,Y
