biz_indprod_reference_month,biz_indprod_country_iso2,biz_indprod_region_nuts_code,biz_indprod_nace_2_digit,biz_indprod_production_index,biz_indprod_turnover_index,biz_indprod_new_orders_index,biz_indprod_capacity_utilisation_pct,biz_indprod_energy_intensity_kwh_per_eur,biz_indprod_labor_productivity_index,biz_indprod_export_share_pct,biz_indprod_import_dependency_pct,biz_indprod_supply_chain_disruption_flag,biz_indprod_short_time_work_scheme_flag,biz_indprod_carbon_intensity_tco2e_per_eur,biz_indprod_ets_covered_flag,biz_indprod_state_aid_received_eur,biz_indprod_eurostat_table_code,biz_indprod_revision_round,biz_indprod_data_extract_date
2024-01,FR,SI170,82,113.518,105.203,125.041,84.49,1.2765,129.579,48.1,37.06,0,0,0.004219,1,9216086.66,sts_inpp_m,FLASH,2025-01-04
2024-02,IT,FR6,89,112.831,117.426,119.476,77.35,2.9337,128.899,28.19,15.99,0,0,0.00117,1,6502835.58,sts_inod_m,FIRST,2024-11-07
2024-03,NL,LU32,96,113.308,110.643,105.142,67.57,0.9133,130.759,12.42,18.51,1,0,0.005006,1,52532028.59,sts_inlb_m,SECOND,2024-02-21
2024-04,SI,LT362,13,113.891,114.597,113.847,70.03,2.5701,130.813,41.23,79.11,0,0,0.001408,1,2426381.32,sts_inno_m,BENCHMARK,2024-06-02
2024-05,BG,FR15,20,114.975,109.436,125.386,87.86,1.029,130.081,8.68,67.37,0,0,0.003736,1,25394329.35,sts_inpr_m,FLASH,2024-03-29
2024-06,EE,SE559,27,114.976,119.48,125.554,67.55,0.6536,131.48,37.46,44.04,0,0,0.006517,1,25645195.66,sts_inpp_m,FIRST,2025-04-01
2024-07,HU,SI332,34,116.145,112.949,115.417,69.55,2.951,132.582,31.85,20.24,0,0,0.000493,1,33526526.42,sts_inod_m,SECOND,2024-09-28
2024-08,LU,DK518,41,117.074,109.978,126.113,92.2,1.2649,132.186,19.88,70.71,0,0,0.0116,1,36840476.79,sts_inlb_m,BENCHMARK,2024-09-15
2024-09,RO,HR121,48,116.938,117.371,117.054,84.59,0.6992,132.376,42.12,6.51,1,0,0.002497,1,70720501.83,sts_inno_m,FLASH,2025-11-11
2024-10,AT,RO845,55,118.245,122.308,104.61,77.91,1.8993,133.446,41.44,11.14,0,0,0.009423,1,24386288.0,sts_inpr_m,FIRST,2024-09-18
2024-11,CZ,HU319,62,117.716,112.799,128.302,84.23,0.9054,132.72,30.72,77.44,0,1,0.010713,1,55861164.49,sts_inpp_m,SECOND,2025-01-14
2024-12,DE,DK441,69,118.922,113.131,119.731,66.35,0.506,134.149,38.16,70.5,0,0,0.011387,1,34496089.36,sts_inod_m,BENCHMARK,2024-11-06
2025-01,LV,IE22,76,118.593,112.76,121.618,92.18,2.1356,133.265,58.53,42.33,0,1,0.007225,0,13179818.2,sts_inlb_m,FLASH,2024-02-09
2025-02,PL,GR63,83,118.98,119.993,115.076,89.49,2.6472,134.797,64.06,26.78,0,0,0.004992,0,25209773.97,sts_inno_m,FIRST,2025-02-27
2025-03,ES,CZ75,90,119.613,118.945,116.057,63.23,1.9855,134.72,49.25,42.93,0,0,0.001055,1,23706580.49,sts_inpr_m,SECOND,2025-10-09
2025-04,HR,SE790,97,119.262,123.334,106.158,63.24,2.8962,134.608,33.43,29.65,0,1,0.00401,1,10919343.24,sts_inpp_m,BENCHMARK,2024-12-06
2025-05,FI,EE40,14,119.813,126.492,123.445,91.44,0.6501,136.699,46.77,75.3,1,1,0.002678,0,65987771.89,sts_inod_m,FLASH,2025-05-22
2025-06,IE,ES514,21,121.758,114.973,124.429,85.78,0.8095,136.685,68.54,9.03,0,0,0.009306,1,39984721.46,sts_inlb_m,FIRST,2025-08-12
2025-07,MT,DK14,28,120.925,111.998,130.744,68.69,3.2733,137.405,12.82,56.35,0,0,0.011656,1,30262573.41,sts_inno_m,SECOND,2025-01-14
2025-08,SK,SE69,35,120.732,118.7,123.279,82.2,2.9855,137.294,32.73,78.66,0,0,0.00921,0,25708951.55,sts_inpr_m,BENCHMARK,2024-07-30
2025-09,BE,FI19,42,121.506,123.196,124.216,80.75,0.5998,136.688,47.71,60.67,0,0,0.006829,1,34068160.89,sts_inpp_m,FLASH,2025-12-22
2025-10,DK,PT5,49,121.782,111.733,109.16,85.11,0.2797,137.344,52.4,50.82,0,1,0.008156,0,40623306.04,sts_inod_m,FIRST,2024-02-02
2025-11,GR,SK248,56,122.153,118.843,133.573,63.47,1.2425,137.253,65.77,36.67,0,1,0.00185,0,38581331.54,sts_inlb_m,SECOND,2024-06-04
2025-12,LT,CY16,63,123.846,123.638,115.651,65.61,1.1516,138.577,19.15,32.56,0,0,0.00182,1,47745649.55,sts_inno_m,BENCHMARK,2024-12-01
2026-01,PT,HR18,70,124.493,128.954,110.954,74.43,1.1056,138.638,21.72,82.46,0,0,0.009076,1,25901876.66,sts_inpr_m,FLASH,2024-11-23
2026-02,SE,PL303,77,125.624,115.147,121.807,86.59,2.429,139.723,70.98,14.55,0,0,0.010001,1,443677.21,sts_inpp_m,FIRST,2024-05-02
2026-03,CY,HU465,84,125.162,132.173,115.827,67.78,1.7424,140.298,9.97,61.53,0,0,0.005352,1,25502332.13,sts_inod_m,SECOND,2024-02-02
2026-04,FR,AT620,91,125.021,117.034,119.444,72.72,1.6959,139.472,40.75,63.08,0,0,0.002504,0,46566157.13,sts_inlb_m,BENCHMARK,2024-09-27
2026-05,IT,AT56,98,125.552,115.661,125.946,77.74,0.671,140.76,10.1,45.5,0,0,0.00494,1,10253032.52,sts_inno_m,FLASH,2025-06-18
2026-06,NL,BE42,15,126.586,117.978,122.703,73.81,0.356,141.439,73.24,25.42,0,1,0.007677,1,82348828.92,sts_inpr_m,FIRST,2025-09-24
2026-07,SI,MT277,22,126.974,132.756,124.254,88.91,0.9958,140.55,13.41,5.22,0,1,0.004804,0,14739320.86,sts_inpp_m,SECOND,2024-06-08
2026-08,BG,MT64,29,126.2,118.318,135.65,84.6,0.3395,142.559,66.15,55.15,0,0,0.010493,0,20620870.27,sts_inod_m,BENCHMARK,2024-08-13
2026-09,EE,GR84,36,128.717,119.961,113.641,62.02,3.1911,141.315,9.36,72.83,0,1,0.004453,1,93278989.47,sts_inlb_m,FLASH,2025-12-01
2026-10,HU,CZ6,43,128.11,126.831,130.615,78.25,1.8077,142.069,19.19,28.79,0,0,0.006528,1,19532503.54,sts_inno_m,FIRST,2025-09-02
2026-11,LU,BG67,50,127.405,122.581,116.389,86.27,1.1295,143.147,20.49,39.17,0,0,0.011518,1,9185699.39,sts_inpr_m,SECOND,2025-05-11
2026-12,RO,BE6,57,127.789,136.286,127.413,83.68,3.0666,143.917,59.28,52.01,0,0,0.009593,1,47591261.05,sts_inpp_m,BENCHMARK,2025-05-17
2018-01,AT,AT5,64,129.771,131.299,135.281,69.1,0.2261,143.502,12.74,11.24,0,0,0.002404,1,43247225.98,sts_inod_m,FLASH,2025-02-27
2018-02,CZ,SE77,71,129.443,135.222,136.185,66.2,2.4673,144.626,27.27,46.64,0,0,0.009499,0,6916981.65,sts_inlb_m,FIRST,2024-07-19
2018-03,DE,HR4,78,129.574,126.156,144.38,71.85,1.4971,144.527,38.28,33.85,1,1,0.003523,0,18858273.72,sts_inno_m,SECOND,2025-01-31
2018-04,LV,ES356,85,130.387,128.197,124.402,71.28,3.218,145.945,25.55,83.53,0,0,0.01125,1,12324620.8,sts_inpr_m,BENCHMARK,2024-04-09
2018-05,PL,LV978,92,130.696,126.436,119.701,83.9,1.5257,146.201,25.93,14.91,1,1,0.004367,0,75827696.89,sts_inpp_m,FLASH,2024-04-01
2018-06,ES,FI161,99,130.663,132.13,132.446,87.69,3.5327,145.682,18.34,40.06,0,0,0.006038,1,38863221.05,sts_inod_m,FIRST,2025-01-15
2018-07,HR,IT9,16,132.754,130.65,148.113,81.92,3.2181,145.443,69.95,30.05,0,1,0.007381,0,48349328.98,sts_inlb_m,SECOND,2025-02-18
2018-08,FI,LV673,23,132.1,137.632,140.111,65.81,1.5379,147.387,9.02,40.75,0,0,0.011373,0,27412691.18,sts_inno_m,BENCHMARK,2024-12-01
2018-09,IE,BE625,30,133.635,137.052,136.989,68.26,0.2994,147.794,68.93,69.06,0,1,0.00678,0,22403037.34,sts_inpr_m,FLASH,2024-03-18
2018-10,MT,EE9,37,132.401,131.51,121.229,79.27,1.1849,146.966,46.26,6.34,0,0,0.0114,0,6083880.51,sts_inpp_m,FIRST,2024-04-23
2018-11,SK,SK6,44,134.923,135.624,131.844,78.19,0.5172,147.156,57.31,28.63,1,0,0.001721,1,10051148.85,sts_inod_m,SECOND,2024-11-14
2018-12,BE,DE2,51,133.242,133.328,125.505,80.44,3.6571,148.135,72.83,7.51,1,1,0.001629,1,27227564.31,sts_inlb_m,BENCHMARK,2025-04-11
2019-01,DK,AT88,58,135.489,145.131,150.931,72.51,1.4997,148.02,13.02,8.29,0,1,0.004146,1,33412372.24,sts_inno_m,FLASH,2024-02-11
2019-02,GR,DK643,65,135.018,132.148,151.621,91.32,1.2853,148.014,10.71,56.13,0,0,0.008423,0,24645864.46,sts_inpr_m,FIRST,2025-09-29
2019-03,LT,SI858,72,135.211,135.946,122.183,74.13,3.6047,149.191,33.84,39.32,0,0,0.007061,0,29806543.69,sts_inpp_m,SECOND,2024-09-10
2019-04,PT,NL900,79,135.587,137.718,137.194,69.69,1.3391,150.057,70.8,13.45,1,1,0.000624,0,16240269.44,sts_inod_m,BENCHMARK,2024-01-18
2019-05,SE,FI26,86,136.89,132.953,144.49,87.16,0.797,149.234,18.94,41.33,1,0,0.008527,0,81967004.67,sts_inlb_m,FLASH,2024-05-21
2019-06,CY,SE83,93,136.309,143.247,123.868,81.75,1.6862,150.616,42.17,74.67,1,0,0.009406,0,59730690.61,sts_inno_m,FIRST,2024-06-16
2019-07,FR,RO80,10,138.108,138.918,141.639,63.93,3.3116,150.211,32.57,30.86,0,0,0.008618,1,47967377.6,sts_inpr_m,SECOND,2025-04-14
2019-08,IT,PT898,17,138.173,130.12,150.741,81.23,2.9691,151.22,27.61,47.22,0,0,0.00884,1,33287493.05,sts_inpp_m,BENCHMARK,2024-07-03
2019-09,NL,HR7,24,139.235,140.343,128.328,84.7,1.9659,152.764,13.77,15.6,0,0,0.005646,1,22540999.96,sts_inod_m,FLASH,2025-09-15
2019-10,SI,NL11,31,138.719,142.247,132.176,63.3,1.1971,151.839,51.66,32.24,0,1,0.009546,1,5481363.23,sts_inlb_m,FIRST,2024-09-14
2019-11,BG,HR578,38,138.597,143.392,125.748,72.39,1.5327,152.073,21.19,17.92,1,0,0.011703,1,44753832.08,sts_inno_m,SECOND,2024-11-01
2019-12,EE,LU465,45,140.694,145.04,141.112,90.63,3.651,153.47,69.15,59.05,0,0,0.007725,0,31889399.67,sts_inpr_m,BENCHMARK,2025-03-23
2020-01,HU,CZ455,52,140.006,137.832,141.378,65.5,2.5774,154.053,22.54,71.73,0,0,0.007632,0,47321875.33,sts_inpp_m,FLASH,2025-09-27
2020-02,LU,SE293,59,141.134,134.277,133.455,67.81,2.7043,153.947,41.6,70.79,0,0,0.003774,1,19370812.97,sts_inod_m,FIRST,2025-08-14
2020-03,RO,AT42,66,141.453,149.861,138.487,88.58,2.4814,154.443,49.58,35.0,0,0,0.001866,1,139956.18,sts_inlb_m,SECOND,2024-01-25
2020-04,AT,FR8,73,142.446,151.684,146.345,84.39,3.6469,154.168,77.82,14.18,0,0,0.004234,0,36980802.52,sts_inno_m,BENCHMARK,2024-07-07
2020-05,CZ,NL163,80,142.519,137.938,145.526,73.44,2.3405,155.663,46.05,62.36,0,0,0.007142,1,7642089.43,sts_inpr_m,FLASH,2025-02-02
2020-06,DE,BG5,87,143.373,146.438,138.373,91.32,1.0927,154.732,53.5,44.77,0,0,0.008357,1,14042998.76,sts_inpp_m,FIRST,2025-08-13
2020-07,LV,SI502,94,143.185,139.824,157.692,84.83,0.9594,155.435,45.38,72.39,0,0,0.002863,0,20720448.68,sts_inod_m,SECOND,2024-01-20
2020-08,PL,FI30,11,143.409,146.334,129.815,72.48,1.986,156.186,37.95,73.78,1,0,0.001659,0,44182506.47,sts_inlb_m,BENCHMARK,2024-02-03
2020-09,ES,IT12,18,143.779,143.17,146.426,89.28,2.1742,156.438,50.61,9.87,0,0,0.004258,1,276793.7,sts_inno_m,FLASH,2024-05-08
2020-10,HR,FI6,25,144.894,150.4,160.341,64.03,2.9272,156.842,35.45,44.9,0,0,0.002407,1,40704246.87,sts_inpr_m,FIRST,2026-01-16
2020-11,FI,LV8,32,144.674,141.699,135.831,69.39,2.0553,158.063,28.01,14.87,0,0,0.001325,1,9557624.78,sts_inpp_m,SECOND,2024-07-26
2020-12,IE,BG28,39,144.344,155.253,138.103,85.35,1.9864,157.811,19.12,19.64,1,1,0.011482,0,76122719.79,sts_inod_m,BENCHMARK,2024-10-30
2021-01,MT,MT46,46,144.455,136.221,139.063,79.18,3.2327,157.468,63.51,66.72,0,0,0.011377,1,15597844.07,sts_inlb_m,FLASH,2025-09-12
2021-02,SK,NL55,53,144.966,139.803,138.243,85.46,2.6033,158.46,67.63,25.45,1,0,0.00895,1,44276702.33,sts_inno_m,FIRST,2025-04-10
2021-03,BE,EE59,60,146.197,142.174,154.657,91.0,1.7856,158.65,31.68,81.73,0,0,0.002161,0,39667858.87,sts_inpr_m,SECOND,2025-01-27
2021-04,DK,AT4,67,147.208,140.725,139.96,86.74,3.6761,159.091,30.69,37.12,1,0,0.006605,0,72714339.55,sts_inpp_m,BENCHMARK,2025-10-17
2021-05,GR,HU17,74,146.298,143.672,133.25,74.74,2.3845,159.468,47.04,62.43,0,0,0.009112,0,22273335.16,sts_inod_m,FLASH,2025-03-09
2021-06,LT,GR21,81,146.714,155.757,161.645,91.3,0.6043,159.577,62.8,80.94,0,0,0.007336,0,29292456.85,sts_inlb_m,FIRST,2025-04-25
2021-07,PT,BG60,88,147.203,145.977,133.974,91.82,0.5538,160.781,28.11,57.99,0,0,0.005572,0,6320971.03,sts_inno_m,SECOND,2024-03-20
2021-08,SE,HR536,95,149.24,146.502,144.613,78.6,3.5571,160.124,61.12,50.64,0,1,0.000637,1,5265967.87,sts_inpr_m,BENCHMARK,2024-04-27
2021-09,CY,CZ515,12,148.619,157.084,156.09,89.58,0.7113,160.945,52.28,29.63,0,0,0.002511,0,29077860.4,sts_inpp_m,FLASH,2024-08-10
2021-10,FR,CY312,19,149.731,144.298,154.531,75.89,2.3798,161.115,75.86,44.46,0,0,0.004222,0,31975536.42,sts_inod_m,FIRST,2024-04-13
2021-11,IT,RO750,26,150.01,140.991,158.394,63.18,3.0848,162.855,24.39,42.42,0,0,0.002337,1,25043278.02,sts_inlb_m,SECOND,2024-01-28
2021-12,NL,SI68,33,149.659,153.448,155.614,77.07,2.5707,162.297,13.41,25.2,0,1,0.00846,1,65160774.77,sts_inno_m,BENCHMARK,2025-11-28
2022-01,SI,MT52,40,150.296,147.357,168.051,75.72,1.5308,162.673,27.36,72.84,0,0,0.008364,0,4715804.42,sts_inpr_m,FLASH,2024-12-13
2022-02,BG,HU962,47,150.42,152.017,161.149,63.55,0.7597,162.952,61.94,79.8,0,0,0.006625,0,34199993.11,sts_inpp_m,FIRST,2025-04-05
2022-03,EE,NL381,54,152.679,160.827,168.493,77.61,3.3162,163.879,69.66,75.14,0,0,0.003225,0,18048661.57,sts_inod_m,SECOND,2025-04-02
2022-04,HU,CZ21,61,153.455,151.96,135.967,78.1,3.6071,164.394,60.01,59.31,0,0,0.00333,1,25835103.92,sts_inlb_m,BENCHMARK,2026-01-27
2022-05,LU,SE67,68,153.504,152.514,136.646,69.46,3.5531,164.748,45.69,57.2,0,0,0.003019,1,1241079.16,sts_inno_m,FLASH,2024-12-19
2022-06,RO,IT30,75,153.848,143.978,151.762,80.89,3.447,164.78,24.87,43.53,0,0,0.002361,1,47725340.19,sts_inpr_m,FIRST,2025-05-08
2022-07,AT,LU4,82,153.966,157.503,138.126,89.5,3.4657,165.182,23.69,38.31,0,0,0.000406,1,29079246.13,sts_inpp_m,SECOND,2024-09-24
2022-08,CZ,SI121,89,153.217,146.858,160.423,83.83,3.4282,166.46,32.27,30.28,0,0,0.003814,0,33980445.98,sts_inod_m,BENCHMARK,2024-03-08
2022-09,DE,FI53,96,155.695,151.391,168.815,86.47,2.244,165.332,30.6,40.54,0,0,0.002901,1,40735166.13,sts_inlb_m,FLASH,2025-02-15
2022-10,LV,FR49,13,155.116,154.85,152.005,74.36,3.6194,167.465,48.93,78.24,1,1,0.00576,0,4548630.86,sts_inno_m,FIRST,2025-12-05
2022-11,PL,NL54,20,154.482,141.921,140.156,82.89,2.996,166.465,24.55,12.95,0,0,0.009866,0,11691879.65,sts_inpr_m,SECOND,2024-10-31
2022-12,ES,GR3,27,154.824,155.187,157.377,72.22,1.4363,166.818,41.71,61.18,0,0,0.009157,1,3904565.77,sts_inpp_m,BENCHMARK,2025-10-11
2023-01,HR,LV596,34,155.214,157.978,159.371,68.05,0.4174,167.903,58.99,19.94,0,1,0.002668,1,85187628.26,sts_inod_m,FLASH,2024-11-22
2023-02,FI,FI87,41,155.657,156.794,162.367,82.0,2.979,167.643,10.85,53.69,0,1,0.006148,1,47281145.84,sts_inlb_m,FIRST,2024-03-24
2023-03,IE,LT81,48,156.622,145.059,171.731,90.04,2.4054,168.616,38.1,45.03,0,0,0.005698,1,5236591.1,sts_inno_m,SECOND,2024-02-10
2023-04,MT,LU553,55,157.947,154.776,161.722,81.44,1.5514,168.099,17.14,12.89,0,0,0.009861,1,23905086.44,sts_inpr_m,BENCHMARK,2025-08-19
2023-05,SK,HR3,62,157.341,157.472,169.485,62.94,3.7513,170.223,32.91,7.5,0,1,0.003823,1,18460206.05,sts_inpp_m,FLASH,2024-10-31
2023-06,BE,PL309,69,158.829,150.233,170.061,71.66,2.2664,170.171,24.5,29.11,0,0,0.011022,1,37757919.37,sts_inod_m,FIRST,2025-03-20
2023-07,DK,RO95,76,160.176,152.228,174.771,87.83,0.3692,170.46,56.24,28.09,0,0,0.010794,0,14765859.88,sts_inlb_m,SECOND,2024-12-14
2023-08,GR,BG128,83,158.835,164.682,173.08,76.21,2.3238,169.862,74.95,64.25,0,0,0.008736,1,14466596.54,sts_inno_m,BENCHMARK,2024-05-30
2023-09,LT,FR91,90,160.325,161.433,159.131,69.6,0.3365,170.415,54.88,57.97,0,0,0.004978,1,25771564.49,sts_inpr_m,FLASH,2024-12-03
2023-10,PT,PL54,97,159.307,165.675,149.171,88.84,1.1322,171.918,54.2,64.94,0,0,0.006612,1,26407033.78,sts_inpp_m,FIRST,2025-01-12
2023-11,SE,BE81,14,160.631,159.27,168.965,91.47,2.1994,172.575,75.64,56.38,0,0,0.006284,1,27811382.49,sts_inod_m,SECOND,2025-10-11
2023-12,CY,MT386,21,161.606,152.376,167.398,75.61,0.5209,172.69,44.85,84.52,0,0,0.004816,0,16700217.1,sts_inlb_m,BENCHMARK,2024-01-18
2024-01,FR,RO7,28,162.993,164.739,169.989,77.01,2.9319,173.329,55.96,66.59,0,0,0.008546,0,9050534.96,sts_inno_m,FLASH,2025-08-13
2024-02,IT,EE53,35,163.314,165.826,151.174,88.81,3.2694,172.969,61.87,84.96,0,1,0.004638,1,94969744.96,sts_inpr_m,FIRST,2025-09-23
2024-03,NL,LU3,42,161.786,165.844,145.974,71.69,2.0587,174.285,71.87,70.48,0,1,0.00895,0,2689816.2,sts_inpp_m,SECOND,2024-10-29
2024-04,SI,FR766,49,162.44,173.306,178.048,72.61,0.4243,173.017,33.94,59.48,0,0,0.001164,0,10872818.57,sts_inod_m,BENCHMARK,2025-12-18
2024-05,BG,BG648,56,162.88,158.242,159.567,91.67,0.3421,173.405,48.19,35.47,0,0,0.011641,1,33971433.97,sts_inlb_m,FLASH,2026-01-30
2024-06,EE,FI609,63,164.002,159.232,151.886,75.0,2.2474,175.491,13.62,79.99,0,0,0.003144,0,28990373.59,sts_inno_m,FIRST,2025-02-09
2024-07,HU,DK61,70,165.472,164.367,161.37,83.1,0.592,175.28,15.97,25.51,0,0,0.007292,0,39768983.87,sts_inpr_m,SECOND,2024-12-08
2024-08,LU,GR40,77,165.359,155.645,179.04,90.85,2.0088,174.95,38.23,18.45,0,0,0.002514,0,38434562.86,sts_inpp_m,BENCHMARK,2025-04-06
2024-09,RO,DE8,84,165.403,171.008,159.73,80.49,0.6877,176.3,73.26,5.74,0,0,0.006479,1,6585996.88,sts_inod_m,FLASH,2026-01-18
2024-10,AT,AT49,91,166.323,159.181,160.396,74.02,0.8297,176.082,51.81,33.29,1,1,0.004874,1,49280962.98,sts_inlb_m,FIRST,2025-08-22
2024-11,CZ,SE994,98,166.779,167.418,168.572,84.68,0.4915,176.668,67.74,62.9,1,0,0.010195,1,3020414.03,sts_inno_m,SECOND,2024-11-09
2024-12,DE,MT61,15,167.55,169.589,173.022,65.17,0.9973,177.531,40.78,71.03,1,0,0.009534,0,55920110.11,sts_inpr_m,BENCHMARK,2024-03-29
2025-01,LV,HR60,22,166.642,153.661,156.892,71.03,1.1716,178.028,29.19,58.19,0,0,0.00749,1,20439149.12,sts_inpp_m,FLASH,2025-06-23
2025-02,PL,IE231,29,168.648,173.432,168.927,66.72,1.1293,177.737,14.08,77.98,1,0,0.007828,0,37208698.74,sts_inod_m,FIRST,2024-10-01
2025-03,ES,NL71,36,166.948,159.909,173.915,77.93,0.7382,177.553,40.91,54.04,0,0,0.003805,1,33038072.31,sts_inlb_m,SECOND,2025-07-19
2025-04,HR,FR36,43,168.563,166.697,175.308,77.95,1.9825,178.312,22.6,66.28,0,0,0.011457,0,24977428.02,sts_inno_m,BENCHMARK,2025-08-19
2025-05,FI,ES861,50,168.177,160.476,169.237,84.7,3.5679,75.624,16.83,78.13,0,0,0.00358,1,23280727.88,sts_inpr_m,FLASH,2024-01-14
2025-06,IE,CZ233,57,169.009,179.226,172.357,85.55,0.1367,75.319,39.34,13.35,0,1,0.007149,0,73650741.59,sts_inpp_m,FIRST,2026-01-04
2025-07,MT,DK421,64,168.84,168.195,188.904,75.24,3.4862,75.471,46.61,76.35,0,0,0.010546,0,15175384.08,sts_inod_m,SECOND,2024-09-10
2025-08,SK,LU1,71,169.336,158.805,186.449,70.52,3.5938,75.457,50.06,28.91,0,1,0.001416,0,15014650.86,sts_inlb_m,BENCHMARK,2025-03-28
2025-09,BE,LT79,78,171.447,173.995,175.862,81.92,1.465,76.511,26.06,53.48,0,1,0.002213,1,76060438.24,sts_inno_m,FLASH,2024-12-07
2025-10,DK,MT85,85,171.144,175.488,151.898,87.43,3.0267,77.466,30.67,62.27,1,1,0.001727,0,36370208.27,sts_inpr_m,FIRST,2025-08-21
2025-11,GR,FR12,92,172.619,168.515,179.203,62.73,0.3598,76.737,34.44,11.31,0,0,0.00957,1,37074463.5,sts_inpp_m,SECOND,2025-11-04
2025-12,LT,RO11,99,173.133,185.367,156.436,77.85,3.0152,78.329,60.77,78.31,0,1,0.00504,1,50395904.68,sts_inod_m,BENCHMARK,2024-04-29
2026-01,PT,LT47,16,172.057,167.102,177.822,79.83,2.7938,77.576,17.19,12.92,1,0,0.008,1,34591217.37,sts_inlb_m,FLASH,2025-12-07
2026-02,SE,HU4,23,171.952,166.53,160.618,83.02,2.1864,77.878,19.29,26.35,0,0,0.008338,1,30284857.37,sts_inno_m,FIRST,2024-02-06
2026-03,CY,AT3,30,172.505,172.802,184.76,90.32,2.0449,79.388,22.34,74.14,0,0,0.007492,0,4824301.38,sts_inpr_m,SECOND,2025-06-07
2026-04,FR,IT312,37,174.353,173.031,172.8,66.08,2.3936,80.029,51.84,30.75,0,1,0.008789,1,53023090.21,sts_inpp_m,BENCHMARK,2024-10-03
2026-05,IT,LV65,44,174.898,175.684,166.141,78.85,1.9363,79.247,51.22,45.32,0,0,0.007912,0,6535159.62,sts_inod_m,FLASH,2025-01-27
2026-06,NL,IT4,51,174.456,183.166,188.42,91.9,2.2596,81.0,57.13,63.2,0,0,0.008756,1,20817949.33,sts_inlb_m,FIRST,2024-06-30
2026-07,SI,CY33,58,175.868,171.505,161.869,88.26,0.3057,80.09,53.14,27.12,0,1,0.005164,1,35972352.46,sts_inno_m,SECOND,2024-11-02
2026-08,BG,LV675,65,175.925,165.411,169.357,62.06,2.7534,80.182,39.41,64.75,0,0,0.001421,1,39304598.69,sts_inpr_m,BENCHMARK,2024-09-17
2026-09,EE,IE8,72,176.643,168.748,181.59,67.49,2.7845,80.87,16.24,16.92,0,0,0.008163,0,42139263.96,sts_inpp_m,FLASH,2024-12-10
2026-10,HU,CZ45,79,176.058,174.376,185.478,72.99,3.2693,81.634,59.92,24.81,0,1,0.008484,0,82908675.53,sts_inod_m,FIRST,2024-04-25
2026-11,LU,FR715,86,177.165,176.208,165.343,84.36,0.9618,83.149,33.12,34.04,0,0,0.000907,1,41776041.05,sts_inlb_m,SECOND,2025-02-07
2026-12,RO,PL4,93,177.958,172.125,185.214,91.87,2.225,82.589,40.46,20.33,0,0,0.008557,1,27066538.34,sts_inno_m,BENCHMARK,2024-11-10
2018-01,AT,MT458,10,177.171,165.547,180.475,92.4,1.2859,83.71,37.93,82.33,0,0,0.009846,1,28883656.66,sts_inpr_m,FLASH,2024-10-23
2018-02,CZ,PL400,17,177.644,170.13,193.031,81.0,1.8791,82.423,55.11,17.01,1,1,0.000255,0,1648877.93,sts_inpp_m,FIRST,2024-03-18
2018-03,DE,SK854,24,179.516,190.283,201.01,63.57,1.8584,84.563,21.59,66.89,0,0,0.002634,1,16884954.2,sts_inod_m,SECOND,2024-04-26
2018-04,LV,HU842,31,179.651,192.692,191.432,71.27,1.4561,84.644,53.86,54.93,0,0,0.005171,1,39627797.53,sts_inlb_m,BENCHMARK,2024-03-09
2018-05,PL,BE35,38,180.553,189.561,175.278,79.8,0.8088,85.096,16.16,75.06,0,0,0.010107,0,40028448.09,sts_inno_m,FLASH,2024-09-13
2018-06,ES,FR4,45,181.26,189.521,171.6,70.05,0.7831,85.919,60.02,14.86,1,1,0.008956,1,20845380.28,sts_inpr_m,FIRST,2024-01-28
2018-07,HR,FI385,52,180.855,169.444,180.973,78.65,2.6955,84.669,55.62,41.82,0,0,0.000969,1,47263422.64,sts_inpp_m,SECOND,2024-12-02
2018-08,FI,LU803,59,180.367,181.566,186.444,90.15,2.3468,86.761,52.97,39.86,0,0,0.000503,1,33471055.27,sts_inod_m,BENCHMARK,2025-09-26
2018-09,IE,EE2,66,182.314,196.006,185.853,71.01,1.8735,86.572,67.74,32.39,1,0,0.009449,1,56865486.5,sts_inlb_m,FLASH,2024-11-13
2018-10,MT,BG8,73,182.2,183.081,170.609,79.8,2.5832,86.575,36.68,40.77,0,1,0.010363,0,38422512.03,sts_inno_m,FIRST,2025-07-04
2018-11,SK,GR846,80,183.596,186.182,203.987,77.97,3.0683,86.231,24.67,79.97,0,0,0.01097,1,24315607.51,sts_inpr_m,SECOND,2024-02-01
2018-12,BE,BG41,87,183.07,181.494,171.271,89.89,0.5552,87.418,25.99,70.08,0,1,0.010519,1,14110678.04,sts_inpp_m,BENCHMARK,2025-12-17
2019-01,DK,LU52,94,183.731,180.618,203.347,69.84,2.1854,87.449,38.04,28.48,0,0,0.010692,1,18857527.83,sts_inod_m,FLASH,2025-12-19
2019-02,GR,EE7,11,183.341,169.288,183.07,71.99,0.2152,87.525,51.85,55.85,0,0,0.009933,1,27276191.75,sts_inlb_m,FIRST,2024-02-11
2019-03,LT,LT100,18,184.047,197.397,205.222,75.14,2.8844,88.133,54.67,25.64,0,1,0.000642,1,41474063.4,sts_inno_m,SECOND,2024-08-25
2019-04,PT,CZ98,25,185.823,179.492,167.649,90.93,0.9828,88.672,71.52,57.7,0,0,0.000847,0,248417.01,sts_inpr_m,BENCHMARK,2024-02-22
