env_land_mapping_year,env_land_landcover_class_code,env_land_protected_area_id,env_land_management_designation,env_land_habitat_type_code,env_land_biodiversity_richness_index,env_land_species_observation_count,env_land_invasive_species_presence_flag,env_land_wetland_area_acres,env_land_forest_canopy_pct,env_land_impervious_surface_pct,env_land_soil_erosion_risk_score,env_land_carbon_stock_estimate_tons,env_land_restoration_project_flag,env_land_prescribed_burn_acres,env_land_trail_density_mi_sqmi,env_land_public_access_score,env_land_conservation_easement_flag,env_land_land_parcel_fragmentation_index,env_land_remote_sensing_sensor
2007,FOREST,PA00000434,PRIVATE_CONSERVATION,CONIFER,35.53,27496,0,500301.58,7.95,83.43,0.9765,1891603.94,0,185415.05,6.497,13.3,1,0.1697,LANDSAT
2019,FOREST,PA00000435,NATIONAL_PARK,MARSH,14.38,6909,1,1180757.09,54.91,78.72,0.9199,3852351.05,0,109620.8,4.821,39.1,1,0.0888,MODIS
2005,URBAN,PA00000436,BLM,RIPARIAN,74.03,27760,1,491616.35,21.0,1.95,0.3987,450667.04,0,219809.54,4.428,27.5,1,0.0751,PLANET
2005,FOREST,PA00000437,OTHER,DECIDUOUS,84.03,49339,0,277556.44,88.84,75.31,0.8839,10915716.81,0,215385.71,11.49,71.8,0,0.4936,MODIS
2016,BARREN,PA00000438,WILDLIFE_REFUGE,COASTAL,28.86,9370,0,111916.62,38.19,16.42,0.4781,3296014.23,1,193008.93,7.71,54.9,0,0.2939,NAIP
2017,SHRUB,PA00000439,STATE_PARK,DECIDUOUS,41.12,37937,0,698529.77,82.82,11.03,0.5403,10025543.16,0,11917.52,5.372,17.3,1,0.9185,LANDSAT
2018,WETLAND,PA00000440,OTHER,MARSH,8.72,1364,1,941644.99,69.72,17.61,0.7454,5582798.25,1,128280.26,0.932,61.2,0,0.3871,PLANET
2025,URBAN,PA00000441,OTHER,MARSH,46.57,43421,0,462175.22,31.91,83.29,0.6348,11622076.48,0,138032.07,14.287,79.1,0,0.8992,SENTINEL2
2002,FOREST,PA00000442,TRIBAL,COASTAL,68.48,27476,1,1084729.6,39.52,36.05,0.3973,8933957.92,1,92673.61,7.715,15.6,1,0.4935,SENTINEL2
2020,WATER,PA00000443,NATIONAL_PARK,RIPARIAN,19.02,21619,0,512953.98,10.94,68.02,0.3572,8852643.57,0,167420.44,6.778,90.7,1,0.7397,NAIP
2008,FOREST,PA00000444,WILDLIFE_REFUGE,RIPARIAN,37.12,49491,1,659702.59,60.41,42.64,0.9134,398867.41,0,170006.59,10.5,59.6,0,0.3439,LANDSAT
2012,WETLAND,PA00000445,TRIBAL,CONIFER,12.18,27775,0,1089618.13,1.13,80.84,0.0132,5111113.01,0,193749.62,3.692,70.2,0,0.7226,SENTINEL2
2023,URBAN,PA00000446,BLM,MARSH,5.95,9602,0,15781.18,24.72,14.75,0.6777,9622428.62,1,184086.97,6.844,97.3,0,0.5104,OTHER
2020,FOREST,PA00000447,WILDLIFE_REFUGE,URBAN_GREEN,42.4,23804,0,770732.57,28.04,14.97,0.4243,7990260.92,0,48400.74,9.778,86.6,0,0.6804,NAIP
2024,WETLAND,PA00000448,NATIONAL_PARK,COASTAL,57.87,1474,0,826027.29,85.51,33.68,0.1807,2799553.42,0,161047.72,14.872,52.5,1,0.2098,OTHER
2017,CROPLAND,PA00000449,WILDLIFE_REFUGE,MARSH,88.61,25766,0,1057832.12,71.39,18.8,0.3063,9926983.0,1,75855.94,7.875,76.9,0,0.69,LANDSAT
2011,GRASSLAND,PA00000450,NATIONAL_PARK,RIPARIAN,9.12,45802,0,1043905.79,21.92,89.71,0.8088,4707897.07,0,76763.6,4.152,51.7,0,0.928,SENTINEL2
2009,BARREN,PA00000451,PRIVATE_CONSERVATION,DESERT,25.54,19042,0,756126.27,75.81,86.3,0.5404,5837318.12,0,63936.65,12.627,77.0,0,0.1169,PLANET
2009,CROPLAND,PA00000452,TRIBAL,DECIDUOUS,62.82,24246,1,383972.26,66.57,88.37,0.6834,7202058.71,1,243831.25,3.365,46.9,1,0.1169,LANDSAT
2019,CROPLAND,PA00000453,OTHER,DECIDUOUS,92.03,15406,0,498119.44,16.28,50.6,0.3116,4461472.45,0,104819.97,3.834,61.9,0,0.5297,LANDSAT
2014,WATER,PA00000454,STATE_PARK,DECIDUOUS,66.38,2971,0,95598.08,76.59,5.11,0.1404,6868942.77,0,95374.42,7.23,84.1,0,0.1382,LANDSAT
2009,SHRUB,PA00000455,NATIONAL_PARK,DESERT,31.96,22264,0,479562.31,43.74,24.55,0.2322,1309513.28,0,208679.71,6.733,91.0,0,0.6597,NAIP
2005,CROPLAND,PA00000456,STATE_PARK,COASTAL,61.54,11464,1,814634.44,52.09,2.99,0.2988,3710503.04,0,92974.86,7.112,6.7,0,0.9281,MODIS
2018,WETLAND,PA00000457,PRIVATE_CONSERVATION,DESERT,4.18,15882,0,661796.81,87.43,96.53,0.7915,10243098.39,1,73637.96,10.693,89.2,0,0.1472,LANDSAT
2024,WATER,PA00000458,PRIVATE_CONSERVATION,DECIDUOUS,75.98,14649,0,1139679.92,15.3,96.54,0.9973,6900222.11,1,236778.32,9.098,96.7,0,0.1655,MODIS
2010,GRASSLAND,PA00000459,WILDLIFE_REFUGE,DECIDUOUS,43.14,23981,1,106164.14,55.25,50.68,0.1685,2462981.23,1,145170.92,14.141,71.6,1,0.5816,SENTINEL2
2025,CROPLAND,PA00000460,BLM,CONIFER,22.23,46422,1,255623.1,28.25,53.4,0.8709,8400862.18,1,31649.18,8.625,55.0,1,0.9206,SENTINEL2
2012,FOREST,PA00000461,OTHER,DESERT,62.18,16060,0,1063865.69,83.04,75.88,0.7109,5169236.24,1,247650.71,4.878,32.6,0,0.866,SENTINEL2
2002,WETLAND,PA00000462,TRIBAL,ALPINE,13.54,38410,0,427733.29,74.99,65.05,0.0805,5168489.1,0,29271.23,7.369,81.9,1,0.3239,LANDSAT
2018,GRASSLAND,PA00000463,OTHER,DECIDUOUS,36.77,20036,1,609367.25,7.91,56.64,0.6292,9035443.03,0,54391.08,3.54,35.4,0,0.3567,OTHER
2007,WETLAND,PA00000464,BLM,CONIFER,19.85,7586,1,227880.18,67.28,58.99,0.2493,5895953.21,1,180013.03,3.792,3.5,0,0.257,SENTINEL2
2007,URBAN,PA00000465,BLM,MARSH,80.49,14261,1,864866.83,23.58,5.83,0.0111,4068426.64,1,241084.78,2.891,99.3,1,0.0891,SENTINEL2
2012,GRASSLAND,PA00000466,OTHER,PRAIRIE,72.36,40987,1,708167.52,94.92,30.52,0.2092,5000771.44,0,22237.73,12.249,47.0,0,0.8111,LIDAR
2025,WETLAND,PA00000467,STATE_PARK,MARSH,77.25,30061,0,285427.6,73.79,37.95,0.0186,6469450.53,0,115654.95,2.065,90.1,0,0.0108,SENTINEL2
2023,URBAN,PA00000468,WILDLIFE_REFUGE,RIPARIAN,86.8,41675,0,478937.6,74.12,90.88,0.4871,10443828.5,0,91836.01,6.633,39.8,0,0.5245,OTHER
2015,GRASSLAND,PA00000469,PRIVATE_CONSERVATION,COASTAL,99.29,34753,1,1044008.71,91.18,4.44,0.4627,11889079.44,0,228568.13,9.715,58.6,0,0.4763,SENTINEL2
2025,URBAN,PA00000470,PRIVATE_CONSERVATION,ALPINE,71.21,13555,0,420247.21,15.9,20.02,0.587,5814472.84,0,3792.25,8.824,45.4,1,0.4178,SENTINEL2
2011,WETLAND,PA00000471,OTHER,DESERT,67.2,41311,1,1245822.52,85.12,70.39,0.9194,11523206.12,1,75001.8,10.94,34.5,0,0.7701,SENTINEL2
2004,FOREST,PA00000472,STATE_PARK,DECIDUOUS,68.62,5333,0,609871.1,64.86,4.12,0.2223,9711456.63,0,16035.96,9.906,82.8,0,0.5345,NAIP
2018,URBAN,PA00000473,TRIBAL,URBAN_GREEN,97.91,31147,0,163448.24,60.51,74.53,0.745,1487788.32,0,156458.57,11.109,86.8,1,0.4697,PLANET
2002,FOREST,PA00000474,OTHER,MARSH,95.08,48715,0,148622.32,48.25,79.19,0.2871,3637376.65,0,221603.47,8.213,82.5,1,0.8092,NAIP
2004,GRASSLAND,PA00000475,OTHER,CONIFER,26.27,36969,0,512159.67,18.16,18.96,0.2439,1018050.95,0,37324.96,13.225,24.0,0,0.3677,SENTINEL2
2024,URBAN,PA00000476,OTHER,CONIFER,78.27,37063,0,459048.38,40.27,86.17,0.9992,1682814.81,1,135018.87,6.535,14.1,1,0.0045,MODIS
2001,URBAN,PA00000477,BLM,DECIDUOUS,95.5,41170,0,212736.11,82.69,80.42,0.7518,8101771.58,0,34133.82,14.965,78.7,0,0.1558,MODIS
2023,WATER,PA00000478,STATE_PARK,DESERT,45.02,29918,1,924463.8,13.14,33.69,0.8689,194163.74,1,161040.58,1.075,29.6,1,0.6821,NAIP
2013,URBAN,PA00000479,TRIBAL,MARSH,76.09,28222,0,684640.21,23.56,57.91,0.6088,11462773.78,0,234538.86,8.334,5.8,0,0.8118,PLANET
2018,FOREST,PA00000480,NATIONAL_PARK,COASTAL,51.71,6194,0,198436.8,54.49,11.7,0.7367,8583602.09,0,79824.54,6.763,62.7,0,0.1493,LANDSAT
2007,CROPLAND,PA00000481,BLM,COASTAL,44.71,16425,1,1099667.27,81.12,25.3,0.9496,6460326.49,0,221042.72,1.934,52.6,0,0.6434,MODIS
2015,FOREST,PA00000482,WILDLIFE_REFUGE,RIPARIAN,34.34,48414,0,274897.16,33.07,86.14,0.0161,7186850.42,0,139345.88,12.366,16.4,1,0.1034,LIDAR
2010,SHRUB,PA00000483,TRIBAL,DESERT,60.13,38448,0,777965.39,98.06,22.8,0.39,10508991.6,0,131468.44,1.656,63.6,0,0.9439,OTHER
2025,URBAN,PA00000484,WILDLIFE_REFUGE,DECIDUOUS,49.01,1890,0,93975.32,12.7,1.93,0.8041,4150228.54,1,12287.7,6.252,17.4,1,0.7262,SENTINEL2
2011,CROPLAND,PA00000485,TRIBAL,MARSH,63.94,16093,0,885395.22,25.68,49.56,0.5037,2100831.56,1,34403.4,11.54,49.7,0,0.266,LANDSAT
2016,WETLAND,PA00000486,PRIVATE_CONSERVATION,DECIDUOUS,31.13,38851,0,626502.61,66.8,34.06,0.691,2306317.36,0,163264.53,11.982,76.4,0,0.5852,MODIS
2011,URBAN,PA00000487,BLM,DESERT,11.74,22037,1,679280.01,85.73,1.27,0.1575,9719590.9,0,105927.6,10.687,43.3,0,0.4096,SENTINEL2
2020,FOREST,PA00000488,BLM,RIPARIAN,61.23,42530,0,1193966.59,17.83,83.19,0.6946,8699018.96,0,28103.3,5.807,67.9,1,0.7,SENTINEL2
2006,GRASSLAND,PA00000489,WILDLIFE_REFUGE,RIPARIAN,16.2,22327,0,141752.21,5.68,67.94,0.07,7462498.85,0,135287.47,0.66,10.5,0,0.004,PLANET
2004,FOREST,PA00000490,PRIVATE_CONSERVATION,CONIFER,21.54,10061,1,686723.5,5.54,69.3,0.5083,7055108.47,0,120057.26,0.518,62.8,1,0.5679,MODIS
2013,CROPLAND,PA00000491,STATE_PARK,ALPINE,48.53,15342,0,943559.15,50.72,46.74,0.821,683435.83,0,38738.68,10.392,63.0,1,0.9899,NAIP
2019,GRASSLAND,PA00000492,OTHER,DESERT,19.37,16885,0,95886.86,37.44,30.33,0.9747,8637075.08,0,55302.76,5.547,38.3,0,0.8132,LIDAR
2016,FOREST,PA00000493,TRIBAL,URBAN_GREEN,75.67,10595,1,35356.14,28.08,81.94,0.6974,5074201.6,1,28738.28,8.145,67.4,0,0.0907,MODIS
2014,FOREST,PA00000494,NATIONAL_PARK,DECIDUOUS,10.74,18639,1,818179.08,76.5,49.77,0.2247,10033274.74,1,41931.94,2.914,31.3,0,0.4481,LANDSAT
2003,FOREST,PA00000495,WILDLIFE_REFUGE,RIPARIAN,69.05,38346,0,1035174.69,18.31,57.37,0.6689,3641196.55,0,178670.49,3.059,86.6,1,0.918,MODIS
2005,URBAN,PA00000496,STATE_PARK,URBAN_GREEN,79.67,17915,0,1231153.86,73.65,29.97,0.7233,795947.54,0,156076.72,3.046,15.0,1,0.0886,NAIP
2019,FOREST,PA00000497,NATIONAL_PARK,DESERT,32.89,91,0,955783.11,13.91,24.43,0.4137,4401373.26,0,198198.02,0.847,39.3,1,0.5143,NAIP
2005,FOREST,PA00000498,STATE_PARK,ALPINE,52.2,8313,0,592507.87,32.57,19.63,0.552,4219038.24,0,160215.6,11.979,91.3,1,0.6143,NAIP
2013,URBAN,PA00000499,STATE_PARK,DECIDUOUS,28.21,34034,1,1086822.66,28.24,38.08,0.6956,2647898.72,0,138866.16,1.419,88.8,0,0.0789,NAIP
2019,FOREST,PA00000500,NATIONAL_PARK,CONIFER,95.28,12987,0,409370.49,5.9,85.29,0.8685,3344959.33,0,4980.45,1.387,67.9,0,0.4796,LANDSAT
2009,FOREST,PA00000501,WILDLIFE_REFUGE,URBAN_GREEN,2.85,19039,1,230501.89,90.74,19.89,0.7622,2961286.77,0,178438.26,9.131,59.7,1,0.4786,LANDSAT
2001,SHRUB,PA00000502,BLM,DESERT,88.77,16233,0,677243.99,36.4,61.3,0.697,7887484.21,0,76651.2,11.96,69.4,1,0.7273,NAIP
2024,CROPLAND,PA00000503,PRIVATE_CONSERVATION,RIPARIAN,33.93,3388,1,676104.84,84.79,70.61,0.0,7613135.11,0,144899.03,14.424,0.2,1,0.4621,OTHER
2003,WATER,PA00000504,PRIVATE_CONSERVATION,URBAN_GREEN,55.93,23361,1,1084865.02,97.17,38.67,0.382,6251538.25,0,129027.09,7.34,19.6,1,0.8741,NAIP
2024,FOREST,PA00000505,BLM,DECIDUOUS,21.4,37172,0,1159046.52,84.64,66.28,0.4474,413080.07,0,89524.16,13.97,28.2,0,0.4031,OTHER
2002,URBAN,PA00000506,BLM,MARSH,97.48,40340,0,385763.63,60.62,8.51,0.5252,598554.6,0,172488.32,12.251,82.0,1,0.3748,SENTINEL2
2004,SNOW_ICE,PA00000507,STATE_PARK,COASTAL,45.65,39847,0,722366.51,1.06,4.23,0.0213,6997531.79,1,77961.55,5.594,3.5,1,0.1182,LANDSAT
2025,BARREN,PA00000508,BLM,RIPARIAN,87.47,21705,0,1067404.54,91.38,55.73,0.2269,5751854.74,1,118822.93,10.321,21.1,0,0.7603,MODIS
2009,FOREST,PA00000509,NATIONAL_PARK,RIPARIAN,50.21,15017,0,866896.17,64.53,82.6,0.9084,6802096.43,0,171423.53,10.004,51.1,0,0.0509,OTHER
2022,WATER,PA00000510,WILDLIFE_REFUGE,ALPINE,43.23,2122,0,672858.45,32.95,69.5,0.8162,6675765.21,0,174548.4,8.185,61.7,1,0.9419,PLANET
2023,CROPLAND,PA00000511,NATIONAL_PARK,URBAN_GREEN,6.88,42482,1,1057152.41,27.38,1.95,0.2272,8164051.57,1,35675.89,3.236,86.4,1,0.8114,LANDSAT
2021,GRASSLAND,PA00000512,WILDLIFE_REFUGE,DESERT,59.33,24984,0,245509.23,19.8,94.28,0.5656,11115622.52,0,121472.96,6.411,19.4,0,0.1602,LANDSAT
2023,WETLAND,PA00000513,BLM,DESERT,22.46,28766,0,252873.28,54.4,32.82,0.375,1487367.59,1,220294.09,2.929,41.5,1,0.0519,LANDSAT
2017,FOREST,PA00000514,STATE_PARK,URBAN_GREEN,80.92,33282,0,86956.6,57.4,69.01,0.3373,8370915.92,0,105235.3,8.512,21.2,0,0.8649,SENTINEL2
2024,SHRUB,PA00000515,OTHER,URBAN_GREEN,47.41,32365,0,601609.35,9.75,60.42,0.6686,4276880.42,0,209545.73,2.004,78.8,0,0.1757,LANDSAT
2006,WETLAND,PA00000516,NATIONAL_PARK,RIPARIAN,88.85,29533,0,271475.3,64.29,31.19,0.1688,9591430.97,0,60727.93,10.846,58.5,1,0.1572,LANDSAT
2011,GRASSLAND,PA00000517,BLM,DESERT,1.89,36861,1,175060.7,15.19,48.15,0.4299,7033708.48,0,177949.83,6.174,91.7,1,0.39,LANDSAT
2024,CROPLAND,PA00000518,BLM,CONIFER,55.02,4604,1,606609.1,48.44,67.51,0.2033,607783.71,0,44397.33,9.22,89.8,0,0.8963,LANDSAT
2013,URBAN,PA00000519,NATIONAL_PARK,URBAN_GREEN,70.25,45916,0,896832.16,35.19,60.34,0.8372,5835424.52,0,27184.6,13.682,91.1,0,0.7053,LANDSAT
2018,FOREST,PA00000520,BLM,MARSH,61.34,27451,0,673559.17,21.54,46.69,0.3005,2938568.32,0,201210.34,4.99,95.8,1,0.6965,SENTINEL2
2019,FOREST,PA00000521,OTHER,DECIDUOUS,15.27,26031,0,1039111.72,84.72,26.17,0.1718,1605490.17,0,71932.43,10.953,97.3,0,0.8064,SENTINEL2
2001,FOREST,PA00000522,PRIVATE_CONSERVATION,ALPINE,9.26,45875,0,107339.76,63.58,53.29,0.0785,3844472.11,0,72328.61,14.113,55.8,0,0.6742,PLANET
2003,SHRUB,PA00000523,BLM,URBAN_GREEN,50.47,18627,1,59624.75,20.2,37.5,0.7833,2976511.78,1,161889.91,7.381,78.9,0,0.2679,PLANET
2009,FOREST,PA00000524,BLM,CONIFER,57.97,16270,0,568087.33,53.19,8.59,0.5496,10141524.77,1,111471.56,9.292,54.7,1,0.9418,OTHER
2010,FOREST,PA00000525,TRIBAL,COASTAL,46.47,17367,1,359391.47,7.52,25.92,0.6094,8901845.35,0,192862.45,1.646,75.8,1,0.0172,NAIP
2023,SNOW_ICE,PA00000526,BLM,PRAIRIE,23.8,44275,0,282824.41,8.28,33.39,0.5103,11800809.35,0,151007.91,14.16,58.9,1,0.036,MODIS
2018,GRASSLAND,PA00000527,PRIVATE_CONSERVATION,ALPINE,80.75,15302,1,761016.91,84.88,22.97,0.4879,8576042.04,0,9885.91,9.194,46.8,1,0.9617,SENTINEL2
2004,FOREST,PA00000528,BLM,URBAN_GREEN,66.51,17783,0,610188.23,10.15,28.54,0.3134,9885125.49,0,174011.1,12.172,75.8,1,0.1108,SENTINEL2
2014,GRASSLAND,PA00000529,OTHER,PRAIRIE,96.46,30377,0,1034357.23,32.49,96.04,0.0747,10162414.71,0,80460.72,0.811,0.9,1,0.2353,PLANET
2023,GRASSLAND,PA00000530,PRIVATE_CONSERVATION,PRAIRIE,67.14,36488,0,651025.95,35.4,27.67,0.7206,10732103.09,0,166806.29,9.16,83.4,0,0.2143,SENTINEL2
2019,SHRUB,PA00000531,PRIVATE_CONSERVATION,PRAIRIE,47.31,5989,1,605743.09,47.31,41.08,0.8281,7767312.11,0,219869.18,4.218,82.5,0,0.888,LIDAR
2011,FOREST,PA00000532,BLM,CONIFER,90.95,17834,0,497266.79,76.63,21.69,0.7487,9028272.19,1,189060.43,2.179,16.0,0,0.1021,NAIP
2011,FOREST,PA00000533,NATIONAL_PARK,DESERT,49.16,4153,1,1032707.09,61.43,76.68,0.1474,993193.34,0,86372.45,0.611,33.1,0,0.3913,SENTINEL2
2018,CROPLAND,PA00000534,OTHER,URBAN_GREEN,20.79,46083,0,803476.73,7.84,65.55,0.9109,4441961.53,1,191901.51,6.173,68.9,1,0.6523,LANDSAT
2014,FOREST,PA00000535,OTHER,MARSH,36.57,13045,0,226520.73,69.96,57.14,0.1993,9958740.3,1,154098.66,3.975,63.5,0,0.8293,SENTINEL2
2016,GRASSLAND,PA00000536,OTHER,DESERT,80.24,49085,0,491266.38,3.18,65.91,0.512,1165741.15,1,146468.0,13.104,73.5,0,0.4261,SENTINEL2
2007,URBAN,PA00000537,BLM,URBAN_GREEN,86.28,12980,0,325776.08,80.29,11.47,0.676,2565027.41,1,212724.36,4.805,27.7,0,0.6068,PLANET
2017,FOREST,PA00000538,WILDLIFE_REFUGE,CONIFER,43.85,28500,0,193627.28,75.14,83.42,0.7558,5161617.78,1,149262.7,14.34,38.1,1,0.4251,LANDSAT
2022,FOREST,PA00000539,PRIVATE_CONSERVATION,CONIFER,73.67,41761,0,1204110.62,5.77,63.49,0.8953,912294.48,0,174173.69,2.9,91.7,1,0.4437,LIDAR
2022,WETLAND,PA00000540,BLM,RIPARIAN,97.08,44469,0,229689.2,97.96,27.17,0.7629,2827838.57,0,191203.62,14.886,51.9,0,0.165,SENTINEL2
2007,GRASSLAND,PA00000541,STATE_PARK,COASTAL,98.75,11547,0,1064023.22,8.05,38.17,0.7541,9660077.08,0,44654.02,3.073,58.4,0,0.16,LANDSAT
2010,SHRUB,PA00000542,STATE_PARK,URBAN_GREEN,20.23,10591,0,203161.86,54.11,55.94,0.8095,10855189.54,1,19540.34,7.062,66.4,1,0.0223,LANDSAT
2008,SHRUB,PA00000543,PRIVATE_CONSERVATION,ALPINE,63.16,22906,0,955686.34,12.89,52.99,0.1797,826455.13,0,73863.83,6.585,8.7,1,0.3673,LANDSAT
2003,GRASSLAND,PA00000544,TRIBAL,URBAN_GREEN,34.81,1713,0,790327.86,17.71,13.67,0.1009,3328788.74,0,84687.97,7.024,17.6,0,0.8648,SENTINEL2
2020,CROPLAND,PA00000545,OTHER,CONIFER,84.38,43861,0,941155.56,47.81,6.8,0.1805,7052018.69,1,65070.46,3.245,29.0,0,0.5014,LANDSAT
2006,CROPLAND,PA00000546,TRIBAL,RIPARIAN,93.8,817,1,92567.42,2.16,91.07,0.1872,176901.97,0,71671.81,0.964,50.9,1,0.677,MODIS
2022,GRASSLAND,PA00000547,OTHER,CONIFER,60.05,7116,0,206584.59,36.13,43.24,0.3485,11129305.78,1,233770.83,13.407,38.6,0,0.9057,LANDSAT
2020,FOREST,PA00000548,WILDLIFE_REFUGE,PRAIRIE,13.75,20175,0,11294.74,31.95,34.9,0.8477,11542491.16,1,162034.18,12.24,6.9,0,0.1147,SENTINEL2
2020,URBAN,PA00000549,PRIVATE_CONSERVATION,PRAIRIE,59.34,31279,0,759542.33,71.37,39.13,0.3606,1255021.8,1,215346.72,0.024,9.8,0,0.5369,PLANET
2019,GRASSLAND,PA00000550,PRIVATE_CONSERVATION,URBAN_GREEN,90.25,48266,1,501806.43,7.04,73.47,0.5258,1920971.97,0,206975.23,5.121,0.1,1,0.7259,PLANET
2023,GRASSLAND,PA00000551,WILDLIFE_REFUGE,RIPARIAN,56.45,21998,0,1056816.59,80.36,47.99,0.767,11514990.6,0,114733.95,7.862,60.1,0,0.8908,LANDSAT
2004,BARREN,PA00000552,STATE_PARK,CONIFER,8.16,34153,0,917508.08,16.01,49.4,0.5553,1671104.13,0,247757.91,4.383,60.2,0,0.7484,MODIS
2007,SHRUB,PA00000553,OTHER,ALPINE,86.76,39697,0,967391.12,75.34,48.58,0.8696,9594588.74,0,189389.08,11.133,95.5,0,0.7737,NAIP
2011,FOREST,PA00000554,STATE_PARK,DECIDUOUS,56.25,45094,0,1023133.72,59.68,78.51,0.8275,1962783.1,1,211774.0,10.227,11.0,0,0.9903,OTHER
2007,WETLAND,PA00000555,OTHER,COASTAL,58.08,47910,1,756323.89,37.34,59.74,0.36,3516624.43,0,196429.04,10.509,69.5,0,0.7766,SENTINEL2
2012,SHRUB,PA00000556,TRIBAL,DESERT,96.93,42959,0,266186.42,43.07,59.22,0.2667,4513722.57,0,21621.41,12.996,60.8,0,0.8385,PLANET
2004,CROPLAND,PA00000557,TRIBAL,DECIDUOUS,68.33,32538,1,1023419.07,74.66,23.65,0.7995,9362642.05,0,240906.21,1.277,42.4,0,0.0068,LIDAR
2003,SHRUB,PA00000558,STATE_PARK,CONIFER,86.03,40714,0,1129285.14,68.02,91.15,0.3111,3410438.03,0,88492.35,12.322,16.9,0,0.7939,SENTINEL2
2017,SHRUB,PA00000559,TRIBAL,RIPARIAN,12.62,43492,1,1106351.16,65.68,13.9,0.915,3572855.43,1,147045.67,0.298,41.9,0,0.1122,MODIS
2014,URBAN,PA00000560,OTHER,PRAIRIE,15.73,25594,0,625894.0,94.1,80.77,0.6562,5285420.36,1,205086.23,0.227,34.1,0,0.3493,SENTINEL2
2014,CROPLAND,PA00000561,PRIVATE_CONSERVATION,RIPARIAN,77.37,28445,0,53864.08,87.56,39.49,0.0733,6153341.84,0,203011.05,2.001,89.0,0,0.587,LANDSAT
2012,FOREST,PA00000562,STATE_PARK,DESERT,49.05,21674,0,378149.22,28.21,22.39,0.5676,9370098.93,0,115849.3,14.865,45.8,0,0.6448,LIDAR
2024,WATER,PA00000563,PRIVATE_CONSERVATION,DESERT,8.18,37395,1,241896.98,70.97,55.62,0.4261,6456766.57,0,93240.81,11.943,75.8,0,0.2014,NAIP
2019,FOREST,PA00000564,WILDLIFE_REFUGE,PRAIRIE,33.17,45835,0,1127396.98,33.33,22.83,0.549,7855270.11,0,156816.75,2.501,36.8,0,0.8293,LANDSAT
2010,WATER,PA00000565,NATIONAL_PARK,DECIDUOUS,97.05,42515,0,783280.69,66.11,44.25,0.222,7399230.69,0,85307.55,0.571,93.7,0,0.6623,LANDSAT
2003,SHRUB,PA00000566,STATE_PARK,MARSH,83.83,41245,1,798412.35,86.8,44.46,0.4709,7747135.6,0,141694.4,4.387,5.6,0,0.4159,LANDSAT
2007,CROPLAND,PA00000567,TRIBAL,DECIDUOUS,75.34,1297,0,223889.22,11.23,75.56,0.3062,10105868.14,0,127815.43,8.11,87.7,0,0.7811,PLANET
2025,SHRUB,PA00000568,TRIBAL,MARSH,58.8,7815,0,330442.1,19.52,68.86,0.3076,6517367.15,1,18155.29,0.506,69.4,1,0.9195,LANDSAT
2002,CROPLAND,PA00000569,STATE_PARK,RIPARIAN,42.04,35993,1,138423.03,90.61,11.25,0.2858,4315807.81,0,134284.86,7.262,20.3,0,0.772,LANDSAT
2023,URBAN,PA00000570,NATIONAL_PARK,RIPARIAN,0.38,39531,0,14055.87,92.13,15.41,0.0157,3069430.56,0,152941.07,3.957,16.9,1,0.4074,LIDAR
2020,WATER,PA00000571,NATIONAL_PARK,URBAN_GREEN,72.31,6606,1,667022.67,67.88,89.68,0.9804,6944879.11,0,91384.82,8.498,31.8,1,0.2501,SENTINEL2
2011,CROPLAND,PA00000572,WILDLIFE_REFUGE,DECIDUOUS,80.63,38963,1,966520.63,49.64,73.64,0.0832,6733117.84,1,118340.37,3.054,31.9,0,0.0859,LANDSAT
2018,GRASSLAND,PA00000573,WILDLIFE_REFUGE,ALPINE,29.51,29482,0,1169282.66,62.84,20.84,0.9421,9321095.96,1,19754.37,2.265,10.7,0,0.7672,OTHER
2014,URBAN,PA00000574,PRIVATE_CONSERVATION,MARSH,66.69,37221,0,302119.95,85.4,21.59,0.6621,10035854.05,0,201365.68,12.469,29.2,0,0.1367,OTHER
2007,URBAN,PA00000575,WILDLIFE_REFUGE,CONIFER,13.74,5878,1,592738.31,51.06,35.11,0.6447,2831288.97,0,69906.95,10.283,48.2,0,0.0462,LANDSAT
2019,GRASSLAND,PA00000576,WILDLIFE_REFUGE,CONIFER,36.59,25577,0,851923.21,28.15,74.96,0.8618,8783070.14,1,97935.79,3.184,12.4,0,0.1586,LANDSAT
2002,CROPLAND,PA00000577,WILDLIFE_REFUGE,ALPINE,73.33,17794,1,159819.84,49.51,54.82,0.5464,5880905.02,1,55098.43,2.391,94.5,1,0.671,NAIP
2009,FOREST,PA00000578,BLM,MARSH,14.98,37584,1,586197.37,46.1,63.88,0.3236,5357057.68,1,57751.7,8.68,41.3,1,0.3245,PLANET
2010,WETLAND,PA00000579,STATE_PARK,MARSH,29.59,37358,0,906039.78,76.16,8.94,0.1723,5082241.99,0,104039.42,5.029,76.5,0,0.6997,LANDSAT
2013,CROPLAND,PA00000580,STATE_PARK,CONIFER,65.25,28218,1,391235.21,20.7,18.13,0.6485,3033903.1,0,157782.98,7.282,50.5,0,0.0213,OTHER
2011,GRASSLAND,PA00000581,STATE_PARK,PRAIRIE,13.41,41751,0,848262.06,80.93,13.38,0.7792,2349749.52,0,221373.78,5.957,54.8,0,0.8466,SENTINEL2
2005,FOREST,PA00000582,OTHER,MARSH,62.76,5038,0,1198057.87,47.33,72.95,0.2851,9588382.17,0,91336.92,12.923,96.8,0,0.1135,SENTINEL2
