edu_hiedpath_term_code,edu_hiedpath_institution_aishe_id,edu_hiedpath_program_cip_code,edu_hiedpath_student_level,edu_hiedpath_entry_status,edu_hiedpath_credits_attempted,edu_hiedpath_credits_completed,edu_hiedpath_gpa_term,edu_hiedpath_retention_next_term_flag,edu_hiedpath_transfer_out_flag,edu_hiedpath_completion_award_type,edu_hiedpath_time_to_degree_months,edu_hiedpath_student_debt_at_completion,edu_hiedpath_pell_grant_recipient_flag,edu_hiedpath_first_generation_flag,edu_hiedpath_online_course_load_pct,edu_hiedpath_internship_participation_flag,edu_hiedpath_postgrad_employment_rate,edu_hiedpath_median_earnings_1yr,edu_hiedpath_median_earnings_5yr
2016-SEM1,AISHE217754,CIP1758,PhD,ReEntry,11,10,8.71,Y,Y,Degree,69,2229297.44,N,Y,68.98,Y,68.4,990694.84,3132142.94
2018-TRI3,AISHE435072,CIP2366,PhD,TransferIn,32,21,7.11,N,Y,PhD,41,39267.22,Y,N,43.82,Y,86.04,2189206.42,3098694.42
2021-SEM2,AISHE914897,CIP7651,PG,Continuing,9,0,9.74,N,N,Diploma,24,2330484.26,Y,Y,34.54,N,44.24,1854456.69,3413652.06
2021-TRI2,AISHE785149,CIP3179,PG,FirstTime,13,12,4.42,N,Y,Degree,54,92792.17,Y,Y,95.7,N,86.44,889135.62,3678903.6
2024-TRI3,AISHE211412,CIP7580,PG,ReEntry,20,12,8.28,Y,Y,Degree,86,711835.04,N,Y,89.73,Y,68.69,1824742.9,227283.39
2022-TRI1,AISHE860211,CIP5559,UG,ReEntry,32,32,5.99,Y,N,Diploma,35,1563496.4,N,N,78.84,N,27.77,1771542.83,4434137.71
2018-TRI3,AISHE309203,CIP5170,PhD,Continuing,6,0,6.85,N,N,Degree,73,2418537.67,Y,Y,61.55,Y,57.36,2097121.37,3193495.77
2021-SEM1,AISHE985677,CIP5531,Diploma,Continuing,28,24,6.87,Y,Y,PhD,51,701841.71,Y,N,88.56,Y,47.27,1691793.57,4250459.82
2022-SEM1,AISHE260048,CIP4422,UG,FirstTime,27,21,9.72,Y,Y,Degree,12,2381153.6,Y,N,33.87,Y,47.85,584035.57,858374.05
2018-TRI3,AISHE583482,CIP9690,PG,TransferIn,30,27,5.15,Y,Y,Degree,81,763649.48,N,N,1.78,N,67.62,179852.48,4644409.58
2020-TRI3,AISHE625758,CIP6883,Diploma,TransferIn,25,25,8.23,Y,Y,PG_Diploma,55,321158.56,N,N,43.81,N,75.87,468448.89,1906486.1
2025-TRI2,AISHE228411,CIP1158,PhD,FirstTime,19,10,9.8,N,N,Degree,42,481866.78,Y,N,8.41,Y,81.48,1407307.49,5078880.99
2025-SEM2,AISHE387985,CIP8368,PhD,TransferIn,35,32,6.01,N,Y,PG_Diploma,72,1931108.01,N,Y,81.95,Y,95.51,1395997.73,141493.86
2017-TRI3,AISHE886910,CIP4745,Certificate,Continuing,11,2,8.04,Y,Y,Diploma,78,1791095.96,N,Y,12.42,Y,89.54,1288760.76,4631275.37
2019-TRI3,AISHE966078,CIP1266,Diploma,TransferIn,17,7,7.85,N,Y,PG_Diploma,45,170208.61,Y,N,21.01,N,52.61,685202.91,2738974.53
2016-SEM1,AISHE450841,CIP2066,PG,TransferIn,27,21,6.36,N,Y,PG_Diploma,53,435323.22,Y,N,36.1,N,19.61,120508.54,3227876.02
2018-SEM1,AISHE635612,CIP3960,Diploma,Continuing,16,15,6.47,N,Y,Diploma,64,2341052.91,Y,Y,20.74,N,44.59,2055434.97,2723138.8
2016-SEM2,AISHE598527,CIP6280,UG,ReEntry,15,11,5.77,N,N,PhD,68,2435023.9,Y,N,90.96,Y,68.95,1356131.06,4133341.98
2020-SEM1,AISHE414165,CIP6433,PhD,TransferIn,30,26,6.32,N,N,Diploma,57,2458724.74,Y,N,98.24,N,37.18,334670.03,3350816.99
2024-TRI3,AISHE343697,CIP1087,Diploma,ReEntry,29,23,5.51,N,Y,Certificate,80,1747548.86,Y,Y,93.78,Y,58.18,1321454.39,3527884.51
2022-SEM1,AISHE563999,CIP8483,PG,ReEntry,32,28,8.29,Y,Y,Certificate,37,723190.01,Y,Y,23.76,N,76.78,970546.69,3559647.19
2025-TRI3,AISHE894920,CIP2291,Diploma,Continuing,25,23,6.86,N,Y,Degree,14,1668406.16,Y,Y,82.85,Y,62.34,1296976.98,4506101.74
2025-SEM1,AISHE169691,CIP7071,PhD,TransferIn,31,26,6.45,N,Y,PhD,86,434903.64,N,Y,0.45,N,44.07,2113184.18,891746.76
2019-TRI2,AISHE292831,CIP3782,UG,FirstTime,15,12,8.13,N,N,Degree,71,574050.14,Y,N,46.88,Y,46.93,996577.34,1438046.17
2020-SEM1,AISHE785313,CIP3320,PG,Continuing,28,25,5.75,Y,N,PG_Diploma,92,1742840.48,Y,Y,43.58,Y,72.72,1097040.57,4526692.53
2022-TRI3,AISHE598819,CIP9565,Diploma,ReEntry,14,9,9.12,N,Y,Degree,50,30239.63,N,Y,82.22,Y,25.23,2131500.9,559597.19
2018-TRI2,AISHE570511,CIP9376,UG,TransferIn,11,7,9.34,N,Y,PG_Diploma,66,1154691.31,Y,N,11.36,N,71.89,980876.33,5136814.5
2021-TRI2,AISHE356262,CIP9381,Diploma,ReEntry,34,26,5.78,Y,Y,PG_Diploma,26,1346911.42,N,N,9.3,Y,10.9,1744322.64,804149.32
2018-TRI1,AISHE653765,CIP3186,Certificate,Continuing,18,12,6.61,N,Y,PhD,66,1460396.86,Y,N,31.92,Y,29.0,1857561.09,4612396.74
2022-TRI1,AISHE806679,CIP7240,Diploma,TransferIn,9,0,6.82,N,Y,Degree,21,2115.08,Y,N,82.54,Y,73.55,408673.7,3486115.21
2018-SEM1,AISHE340825,CIP3199,PhD,TransferIn,30,25,4.54,N,Y,Degree,62,244622.56,N,N,69.69,Y,23.62,83200.6,469121.04
2025-TRI2,AISHE909189,CIP2334,PG,ReEntry,22,15,8.59,N,Y,Diploma,68,279459.86,N,Y,23.31,N,39.43,1148056.68,1558276.12
2024-TRI2,AISHE382200,CIP1453,Diploma,Continuing,27,25,6.69,Y,Y,Diploma,93,2279266.15,Y,Y,76.52,Y,35.71,559014.92,1759204.98
2019-SEM2,AISHE949017,CIP9453,PhD,ReEntry,20,18,9.74,N,Y,PhD,60,1028127.0,N,N,27.14,Y,97.77,1800186.97,3056980.41
2017-TRI1,AISHE517466,CIP4351,UG,Continuing,32,27,4.48,N,N,Diploma,84,2058960.9,N,Y,62.85,Y,91.87,343699.98,1359087.93
2020-SEM2,AISHE177167,CIP5738,UG,ReEntry,19,11,9.3,Y,N,Diploma,49,1468390.21,N,N,43.05,N,57.27,1470295.35,133739.33
2025-TRI3,AISHE852454,CIP7103,PhD,TransferIn,17,10,7.51,Y,N,Diploma,14,984929.4,N,Y,6.71,N,93.4,128527.52,750304.89
2021-TRI1,AISHE840004,CIP5461,Certificate,TransferIn,11,7,10.0,Y,N,Certificate,20,2441894.67,N,N,47.69,N,76.79,746363.61,838960.76
2022-TRI1,AISHE669739,CIP2696,Certificate,Continuing,22,17,6.93,Y,Y,PhD,44,2068286.31,Y,Y,4.78,N,44.29,1061154.06,2631314.73
2019-SEM2,AISHE220022,CIP7531,PG,TransferIn,6,1,5.34,N,Y,Diploma,49,2096161.11,N,N,4.65,N,13.2,215430.67,2127198.83
2025-TRI1,AISHE140050,CIP8777,UG,TransferIn,21,17,7.8,N,N,PG_Diploma,92,764207.09,Y,Y,89.41,Y,58.1,853890.82,2400024.74
2018-TRI3,AISHE347839,CIP2082,Certificate,TransferIn,10,5,5.45,Y,Y,PG_Diploma,84,1465600.17,Y,Y,49.48,N,94.82,1989414.83,2860826.66
2020-TRI2,AISHE700928,CIP5492,UG,TransferIn,11,4,5.09,N,N,Certificate,90,2457279.9,Y,N,24.13,Y,57.31,1590928.71,2240461.9
2024-TRI2,AISHE207338,CIP5716,PhD,Continuing,17,12,4.34,Y,N,Certificate,24,986110.96,N,Y,98.15,N,34.92,2108429.33,3073975.25
2020-TRI3,AISHE785348,CIP9570,PhD,Continuing,35,30,4.7,N,Y,Diploma,39,57567.17,N,Y,15.57,N,62.48,906602.44,1950153.91
2020-TRI1,AISHE843709,CIP6355,PhD,FirstTime,6,0,4.33,Y,Y,Diploma,58,2226464.01,Y,N,73.08,N,38.22,1303527.55,1534084.65
2023-TRI1,AISHE715278,CIP7330,Diploma,FirstTime,24,24,8.23,Y,N,PG_Diploma,72,862222.3,N,Y,61.05,Y,57.45,2071061.95,2247157.34
2021-TRI3,AISHE241184,CIP7640,Diploma,ReEntry,23,20,7.48,Y,Y,PhD,75,976435.71,N,N,71.1,N,42.26,1705676.17,531931.24
2022-TRI1,AISHE153536,CIP9475,UG,TransferIn,33,25,5.54,N,Y,Certificate,70,2008311.99,Y,N,87.43,Y,28.66,1769220.6,4603163.91
2020-SEM2,AISHE535486,CIP9055,Certificate,TransferIn,20,17,7.3,N,N,Degree,48,2236366.49,Y,N,42.06,N,33.75,1739536.52,2266438.91
2017-TRI1,AISHE866015,CIP2658,Certificate,ReEntry,6,2,9.15,Y,N,Certificate,16,995132.69,Y,N,72.48,N,15.98,1255081.49,1913185.34
2018-SEM2,AISHE333051,CIP7028,UG,TransferIn,21,20,9.2,N,N,PG_Diploma,42,1404240.58,N,Y,77.64,Y,42.15,268392.13,5064811.89
2021-TRI3,AISHE352151,CIP4525,Diploma,TransferIn,20,10,8.31,Y,N,Degree,79,447011.4,Y,Y,71.56,N,45.54,1640045.77,3748996.14
2017-TRI2,AISHE519074,CIP7897,PG,Continuing,31,25,7.53,N,Y,Diploma,21,1433562.74,Y,Y,71.96,Y,59.02,2175239.16,2041613.49
2021-TRI1,AISHE945582,CIP7161,PhD,TransferIn,11,0,4.13,N,N,Certificate,65,2019969.19,N,N,93.95,N,74.77,1372192.19,4821260.26
2024-SEM1,AISHE944704,CIP3493,Certificate,FirstTime,15,8,5.61,Y,Y,Certificate,76,1990560.5,Y,N,85.12,Y,35.43,1467138.24,4265261.15
2016-SEM1,AISHE536938,CIP1994,PG,Continuing,29,23,9.88,N,N,PG_Diploma,49,742733.91,Y,Y,20.34,Y,88.19,2143571.21,2937116.98
2017-SEM2,AISHE684055,CIP7046,PG,FirstTime,29,26,4.86,N,N,PG_Diploma,62,1767355.47,Y,Y,50.84,Y,32.89,573098.22,421816.98
2023-SEM1,AISHE888884,CIP7370,Diploma,ReEntry,15,11,5.67,N,Y,Degree,23,1989586.52,Y,N,67.45,N,12.29,1998038.65,5195312.93
2021-SEM2,AISHE414318,CIP1115,Diploma,FirstTime,6,0,8.99,Y,Y,Certificate,38,89530.83,Y,N,54.11,Y,71.74,1220341.68,828824.27
2017-SEM1,AISHE887448,CIP6535,Diploma,Continuing,26,20,8.26,N,Y,PG_Diploma,18,1555254.65,N,Y,95.81,N,91.88,1247685.29,1272759.95
2019-TRI3,AISHE884349,CIP5190,Diploma,Continuing,31,22,5.79,Y,Y,PhD,66,2370739.75,N,Y,67.94,N,51.3,635534.1,3853417.39
2022-TRI3,AISHE102522,CIP5029,PhD,Continuing,30,23,8.83,Y,Y,Diploma,11,543217.08,Y,Y,46.75,Y,12.95,1399560.38,2993147.31
2023-SEM1,AISHE562901,CIP8801,PhD,Continuing,21,21,5.97,N,Y,Diploma,91,741789.72,Y,N,83.7,N,28.11,767059.98,1869261.02
2022-TRI1,AISHE529829,CIP7823,PhD,TransferIn,9,3,6.19,Y,N,PG_Diploma,48,672952.24,Y,N,71.64,N,54.22,1067887.61,563161.41
2024-SEM2,AISHE961625,CIP3461,PhD,TransferIn,7,2,4.38,N,N,PG_Diploma,16,1607465.92,N,N,85.54,N,19.37,200753.36,2638017.47
2025-TRI3,AISHE949931,CIP8520,Diploma,Continuing,34,28,8.66,Y,Y,PhD,88,1481157.25,Y,Y,64.03,N,89.12,249841.29,652314.99
2023-TRI1,AISHE350548,CIP7849,Certificate,Continuing,35,32,9.38,N,N,Certificate,78,2373704.68,Y,N,12.56,N,11.33,317165.92,5027645.85
2019-TRI1,AISHE275302,CIP7796,PhD,TransferIn,17,15,4.31,N,Y,PG_Diploma,69,1287262.46,Y,Y,66.1,N,75.09,1826169.01,3392153.68
2018-TRI2,AISHE263599,CIP5061,Certificate,Continuing,31,29,7.52,N,N,PG_Diploma,93,331209.73,N,N,28.97,Y,19.12,493719.35,4664917.31
2018-TRI1,AISHE154464,CIP3271,PhD,Continuing,34,25,9.52,N,N,PhD,9,807557.45,N,Y,26.8,Y,42.52,1086035.87,1161835.15
2021-TRI2,AISHE256266,CIP4451,PG,ReEntry,11,7,5.81,N,N,PG_Diploma,35,865490.35,N,N,26.78,Y,19.1,1531637.84,1447967.98
2025-SEM2,AISHE142632,CIP7318,UG,Continuing,27,25,5.01,N,Y,PhD,11,2337237.7,Y,Y,5.21,Y,37.39,1163138.14,1548434.8
2019-TRI3,AISHE413523,CIP7989,Certificate,TransferIn,24,15,5.29,Y,Y,PG_Diploma,32,903334.46,Y,N,26.3,Y,57.07,743734.78,5141039.92
2021-TRI2,AISHE119637,CIP1005,Certificate,TransferIn,11,3,4.4,Y,N,PG_Diploma,28,268867.8,N,N,76.79,N,57.11,1185764.48,1970248.5
2023-SEM2,AISHE238840,CIP4874,PhD,ReEntry,25,18,5.2,N,N,PhD,7,1803215.72,N,N,94.25,N,10.26,893656.18,984324.16
2019-TRI2,AISHE164579,CIP8967,Certificate,FirstTime,20,13,8.88,N,Y,PG_Diploma,9,146465.57,Y,Y,27.0,N,45.1,1931759.58,1760801.39
2025-TRI1,AISHE874386,CIP3713,UG,FirstTime,22,16,6.38,Y,Y,PG_Diploma,15,2293062.13,Y,N,82.21,N,18.63,2020066.82,1256026.79
2018-TRI3,AISHE105029,CIP1302,Diploma,ReEntry,10,5,4.65,N,N,Certificate,54,2385753.88,N,N,45.43,N,65.11,1480550.73,1378114.98
2020-TRI2,AISHE611919,CIP8606,Diploma,TransferIn,9,2,6.28,Y,N,Diploma,10,921086.51,N,N,31.55,Y,88.23,1828470.04,2023286.21
2025-SEM1,AISHE187143,CIP4895,PG,ReEntry,8,3,8.74,N,Y,Certificate,92,1238178.06,Y,N,12.44,Y,19.92,181168.75,1452491.9
2025-TRI2,AISHE997030,CIP3578,PG,FirstTime,27,21,7.12,Y,Y,PG_Diploma,91,2459757.93,N,Y,41.07,Y,69.34,295034.73,2171373.76
2025-TRI1,AISHE494923,CIP4856,Diploma,FirstTime,30,24,4.28,Y,N,Degree,20,691919.34,Y,Y,8.23,N,47.04,1525215.36,367946.71
2024-SEM2,AISHE253626,CIP9248,Certificate,FirstTime,35,31,5.96,Y,N,PhD,49,1633886.8,Y,Y,35.73,Y,77.59,554816.02,4118640.28
2023-SEM1,AISHE990579,CIP4770,Diploma,FirstTime,7,0,4.38,N,Y,Diploma,75,841848.08,Y,N,40.71,N,27.74,138087.37,4099719.46
2023-TRI1,AISHE846510,CIP3809,PhD,ReEntry,27,23,6.61,N,N,PG_Diploma,67,327878.48,Y,N,81.14,Y,38.0,1478489.03,944184.05
2022-SEM2,AISHE981522,CIP8918,PG,Continuing,34,23,5.66,N,N,Degree,89,866714.05,N,Y,20.43,Y,71.65,739574.99,4015310.96
2017-TRI1,AISHE258180,CIP7867,Diploma,Continuing,30,20,8.44,Y,N,PG_Diploma,39,2104544.36,Y,N,96.69,N,50.21,531826.35,4592264.14
2022-SEM2,AISHE166788,CIP9392,Diploma,Continuing,7,0,7.77,N,N,PG_Diploma,21,1071816.54,N,N,70.4,Y,60.22,625796.11,2076105.12
2020-SEM2,AISHE507198,CIP7754,PhD,ReEntry,26,16,5.84,N,Y,Degree,47,1834459.03,Y,N,75.13,N,81.01,248234.52,4315498.94
2023-SEM1,AISHE518450,CIP8363,PG,ReEntry,33,29,8.85,Y,Y,Certificate,84,1709190.75,N,Y,4.75,Y,82.41,1226747.42,147594.37
2025-TRI1,AISHE222919,CIP1440,Certificate,ReEntry,33,30,6.85,N,N,PhD,84,135309.08,Y,Y,69.66,N,93.15,816841.3,4779946.3
2016-SEM2,AISHE657507,CIP6007,UG,TransferIn,27,16,5.69,Y,N,PG_Diploma,40,1216349.08,N,Y,77.58,Y,84.64,1848159.16,1897989.53
2019-TRI3,AISHE373518,CIP9405,PhD,FirstTime,10,1,6.99,N,Y,Certificate,45,2109384.34,Y,Y,53.82,Y,87.92,531632.48,5109724.61
2018-TRI3,AISHE506854,CIP3682,UG,TransferIn,13,12,7.93,N,N,PhD,20,2177314.06,N,N,92.85,N,51.78,1850483.46,3545627.02
2019-TRI1,AISHE640384,CIP7891,PG,Continuing,17,6,8.66,N,N,Certificate,52,1982182.26,Y,Y,28.86,N,23.53,429185.59,1582776.13
2019-SEM2,AISHE327955,CIP4764,PG,Continuing,34,26,5.23,Y,N,PhD,8,67350.49,N,Y,61.75,N,67.83,1979812.99,4519900.85
2025-SEM1,AISHE474039,CIP7794,Certificate,FirstTime,7,3,6.11,Y,Y,Diploma,48,544756.93,Y,N,28.94,N,74.22,262225.35,986183.39
2017-SEM2,AISHE699155,CIP7357,UG,TransferIn,29,25,9.62,N,N,Diploma,69,1121530.43,N,Y,54.06,N,64.02,2180700.48,1675289.3
2017-SEM1,AISHE766998,CIP8068,PhD,ReEntry,15,9,9.54,N,Y,PhD,25,1792800.1,N,N,78.71,Y,50.71,2151651.98,4516808.43
2023-TRI2,AISHE432693,CIP8021,PG,ReEntry,20,9,9.93,N,Y,PG_Diploma,16,979269.1,Y,Y,42.92,N,90.04,1324521.4,948121.16
2022-SEM2,AISHE842243,CIP4275,PhD,ReEntry,28,20,9.21,N,N,PG_Diploma,51,1101783.34,Y,Y,30.4,N,97.25,267114.57,482454.33
2025-SEM2,AISHE881059,CIP6895,Certificate,FirstTime,6,0,9.5,Y,N,Certificate,62,743131.4,N,Y,16.38,N,10.94,1176150.59,4511362.3
2023-SEM1,AISHE129983,CIP9582,PhD,TransferIn,12,1,4.43,Y,Y,Degree,15,2370782.22,N,Y,65.86,Y,56.33,1975096.84,3509677.14
2021-TRI2,AISHE607027,CIP4945,UG,TransferIn,12,1,8.1,N,N,Diploma,30,310260.76,N,Y,16.07,N,67.01,223569.45,954977.22
2019-SEM1,AISHE727122,CIP2043,Diploma,Continuing,23,13,6.91,N,N,Diploma,82,259650.61,N,N,30.73,Y,44.11,142635.52,2789042.85
2021-SEM2,AISHE396751,CIP3136,Diploma,ReEntry,22,21,9.62,N,N,Degree,21,2032193.08,N,Y,96.37,N,49.75,1801505.3,3073682.64
2018-SEM2,AISHE381522,CIP7890,PhD,Continuing,27,24,7.67,Y,N,Diploma,44,629877.81,N,N,87.28,Y,80.06,139686.22,1315633.78
2024-SEM1,AISHE698557,CIP5921,UG,ReEntry,33,29,6.72,Y,Y,Diploma,85,1578152.49,Y,N,58.26,Y,27.16,257588.91,2941477.49
2020-SEM2,AISHE569601,CIP6499,PG,TransferIn,15,14,8.89,Y,Y,Degree,33,468263.95,N,Y,45.71,Y,25.61,540665.25,2236716.26
2025-SEM1,AISHE713813,CIP1825,Certificate,Continuing,33,23,7.16,N,Y,PhD,33,2044727.44,N,Y,43.73,N,45.21,2187496.25,3841901.93
2017-TRI2,AISHE631096,CIP1320,UG,Continuing,20,11,5.54,N,Y,Diploma,88,2294141.61,Y,N,30.85,N,56.55,213692.21,652708.71
2019-TRI3,AISHE979795,CIP9461,PhD,Continuing,19,10,6.67,N,Y,PhD,31,297120.13,Y,Y,6.24,Y,23.12,833412.46,4169323.99
2025-SEM1,AISHE337226,CIP5875,UG,FirstTime,20,19,8.96,N,Y,PG_Diploma,28,1315489.29,N,Y,97.83,Y,79.31,2006928.72,4501713.15
2025-TRI1,AISHE370164,CIP1478,Diploma,TransferIn,34,24,5.67,Y,N,Degree,33,1140448.02,N,N,28.1,N,64.37,119368.28,1158368.6
2021-SEM1,AISHE778469,CIP6526,PhD,TransferIn,28,25,4.16,Y,N,Certificate,62,380063.37,Y,Y,53.17,N,74.46,1623147.3,1284221.5
2021-TRI3,AISHE173455,CIP5066,UG,TransferIn,8,0,9.26,Y,Y,PG_Diploma,27,670502.37,Y,N,48.33,Y,91.93,640517.15,1175498.52
2017-TRI3,AISHE406051,CIP2378,PhD,ReEntry,27,17,8.01,Y,N,PhD,22,1126394.32,N,N,11.23,Y,22.88,92704.0,4261687.36
2017-TRI2,AISHE504019,CIP7826,PG,ReEntry,14,9,9.52,N,N,PhD,79,1138512.68,Y,N,38.0,Y,94.24,606878.03,2941135.03
2024-TRI2,AISHE150155,CIP3201,PG,FirstTime,33,29,8.62,Y,Y,PhD,40,2304383.63,N,N,41.14,Y,66.35,1929084.38,1877023.02
2018-SEM1,AISHE837467,CIP5557,PG,FirstTime,6,0,8.16,N,N,PhD,94,2329585.19,N,N,4.4,N,50.11,404899.1,3089266.38
2022-TRI2,AISHE434123,CIP7773,Certificate,ReEntry,34,31,7.53,N,N,PG_Diploma,31,2390581.42,Y,Y,41.15,Y,12.44,1059765.57,3528397.65
2021-TRI1,AISHE987633,CIP4551,PG,TransferIn,21,17,6.04,Y,Y,Diploma,25,2342770.61,Y,Y,31.06,Y,67.22,917321.74,437746.32
2020-SEM1,AISHE137917,CIP1461,PG,Continuing,34,26,4.81,Y,N,PG_Diploma,43,1958143.03,N,Y,48.56,N,64.16,390780.5,4895182.66
2020-TRI2,AISHE393257,CIP8821,Diploma,TransferIn,31,21,8.71,N,Y,PG_Diploma,11,482543.97,N,N,19.53,Y,23.71,257387.4,2506634.96
2020-SEM2,AISHE573179,CIP6629,Certificate,FirstTime,16,13,6.17,Y,N,Degree,93,710704.04,Y,N,86.53,N,68.33,2098839.78,3541633.62
2024-SEM2,AISHE132359,CIP5743,Diploma,TransferIn,29,24,5.55,Y,Y,PG_Diploma,55,2083279.53,N,N,62.11,Y,24.45,584813.79,2738120.47
2017-TRI3,AISHE914443,CIP9585,Certificate,TransferIn,34,34,9.8,N,Y,PG_Diploma,20,1749885.33,N,N,46.02,N,76.02,2196773.87,3751653.4
2020-TRI3,AISHE771297,CIP2062,Certificate,ReEntry,7,0,8.12,Y,N,Diploma,37,740516.65,Y,Y,13.6,N,66.84,1426802.34,231507.87
2024-SEM1,AISHE189712,CIP5522,PG,Continuing,25,21,7.48,Y,Y,Diploma,65,1047004.49,N,N,2.51,Y,37.88,439522.64,2530256.02
2020-SEM2,AISHE254890,CIP6555,UG,FirstTime,17,9,5.71,N,N,Degree,9,1685456.02,Y,N,79.62,N,72.49,1107057.68,2536222.04
2020-SEM2,AISHE431481,CIP4465,Diploma,Continuing,23,20,4.41,N,N,Degree,11,44710.24,N,Y,73.69,Y,72.51,1325124.9,2918894.32
2016-TRI1,AISHE754218,CIP9019,UG,FirstTime,33,30,4.21,Y,Y,PhD,86,941575.49,N,Y,52.93,Y,39.06,1450436.22,861666.57
2018-TRI1,AISHE350903,CIP2293,Diploma,FirstTime,35,35,7.99,N,Y,PhD,81,2040601.56,Y,Y,24.47,Y,83.81,311740.73,1030889.77
2017-TRI2,AISHE403138,CIP1100,Diploma,FirstTime,17,17,7.5,Y,N,Degree,37,516101.56,N,N,25.05,Y,10.62,2099149.31,1648868.79
2019-SEM1,AISHE188579,CIP3126,PG,TransferIn,14,14,4.46,N,Y,PhD,47,1378523.47,Y,N,24.67,Y,91.99,1348842.88,2210687.29
2021-TRI3,AISHE656305,CIP8852,PG,TransferIn,9,0,8.85,N,N,Diploma,68,2300018.62,Y,Y,53.06,N,61.03,916389.46,292047.56
2016-SEM2,AISHE869156,CIP7441,Certificate,FirstTime,27,23,8.3,N,N,Degree,47,1981612.94,Y,N,49.49,Y,60.98,995645.84,4905080.36
2018-TRI3,AISHE103449,CIP3284,Diploma,TransferIn,27,24,9.22,N,N,Degree,45,664886.46,Y,N,22.69,Y,52.83,1814823.78,4909179.38
2025-SEM2,AISHE500004,CIP5864,UG,FirstTime,12,4,9.42,Y,N,Certificate,89,1877931.1,N,N,0.93,Y,17.21,364375.73,5196135.82
2025-SEM1,AISHE781624,CIP8416,UG,FirstTime,13,4,6.31,Y,N,Certificate,66,1113275.85,Y,N,27.85,N,78.7,64191.52,701972.53
2016-TRI2,AISHE901764,CIP2413,PhD,TransferIn,26,18,5.6,N,N,Degree,37,328425.54,Y,Y,99.02,N,64.34,1343900.45,1900704.61
2018-TRI1,AISHE262226,CIP7791,PhD,TransferIn,17,15,4.91,N,N,Certificate,56,235932.17,Y,N,20.54,N,65.15,1246179.68,1837569.24
2023-TRI2,AISHE818221,CIP2170,PG,FirstTime,16,12,8.66,N,Y,Certificate,18,1657136.83,Y,N,49.6,N,78.55,2111209.73,3382560.7
2021-TRI3,AISHE207224,CIP3479,UG,Continuing,29,23,9.32,N,N,PG_Diploma,46,515756.53,Y,N,94.55,Y,29.91,1871028.89,4466943.24
2019-TRI3,AISHE800417,CIP7804,PG,FirstTime,16,5,7.9,N,N,Diploma,58,1692642.14,Y,Y,53.39,Y,92.86,147149.75,607249.44
2020-TRI2,AISHE643445,CIP3461,Certificate,TransferIn,34,33,6.1,N,N,Degree,12,1953827.56,N,Y,4.36,Y,18.34,117348.09,1700223.48
2022-TRI3,AISHE130642,CIP9017,Certificate,TransferIn,17,9,6.19,N,N,Degree,29,2053266.13,Y,N,54.87,Y,22.82,1575545.26,2583973.24
2025-SEM1,AISHE891375,CIP6625,Diploma,Continuing,31,26,5.22,N,Y,PhD,55,2178292.24,Y,Y,22.84,N,39.61,1378269.69,1907446.55
2020-SEM2,AISHE473888,CIP1921,PhD,Continuing,25,20,4.55,Y,N,Certificate,88,1670628.98,N,N,28.83,N,11.08,2057526.17,956347.24
2022-TRI1,AISHE731493,CIP1143,PhD,TransferIn,28,23,4.35,Y,N,PG_Diploma,17,283891.09,Y,N,12.23,Y,61.88,200213.38,4081062.04
2022-SEM1,AISHE224168,CIP2461,PhD,Continuing,33,23,7.56,N,N,PhD,29,447697.5,Y,N,84.12,Y,57.97,853407.54,4336473.91
2025-TRI1,AISHE128397,CIP8630,PhD,FirstTime,11,7,4.16,Y,N,Certificate,10,1972221.2,N,Y,19.99,Y,81.99,658648.76,2382686.4
2020-SEM1,AISHE734689,CIP7661,Diploma,ReEntry,13,4,8.73,N,Y,PG_Diploma,52,28647.61,Y,N,48.93,N,21.85,1252081.61,1409574.21
2017-SEM1,AISHE631011,CIP5878,PG,ReEntry,24,23,9.59,N,N,PhD,25,1833709.44,Y,N,81.32,Y,44.84,927065.28,3619644.48
2023-SEM1,AISHE275523,CIP2009,PhD,Continuing,21,11,4.95,Y,N,PG_Diploma,41,49011.99,N,Y,60.51,N,28.53,1777721.59,616871.35
2020-TRI1,AISHE390759,CIP9774,Certificate,FirstTime,29,19,5.35,Y,Y,Diploma,40,2368953.58,Y,N,53.66,Y,16.89,730591.66,388546.67
2016-SEM1,AISHE226847,CIP1279,PG,Continuing,21,19,5.11,N,N,Degree,86,626071.91,Y,N,69.51,N,41.25,1559376.99,218281.37
2020-TRI2,AISHE480952,CIP8284,Diploma,TransferIn,9,0,6.85,N,Y,Degree,41,1134865.09,N,Y,44.84,Y,38.87,373813.06,1920145.24
2017-SEM2,AISHE803543,CIP8978,PG,TransferIn,32,23,5.32,N,Y,Certificate,74,332462.63,Y,Y,45.28,Y,92.17,1871364.07,1595319.24
2025-TRI1,AISHE924491,CIP5300,Certificate,ReEntry,20,13,9.95,Y,N,Certificate,82,471723.44,N,N,32.46,Y,63.53,1770970.15,3735030.04
2018-SEM1,AISHE500501,CIP5575,PhD,TransferIn,11,0,8.51,N,Y,Certificate,12,459058.86,N,Y,39.72,N,50.92,1330417.89,4896939.59
2023-TRI1,AISHE532348,CIP2104,Certificate,TransferIn,14,14,6.8,N,N,PG_Diploma,58,1464584.67,N,Y,20.68,N,32.2,1190791.79,4992447.68
