safe_traffic_crash_date,safe_traffic_crash_time,safe_traffic_roadway_segment_id,safe_traffic_intersection_related_flag,safe_traffic_vehicle_count_involved,safe_traffic_pedestrian_involved_flag,safe_traffic_cyclist_involved_flag,safe_traffic_work_zone_flag,safe_traffic_weather_condition_code,safe_traffic_lighting_condition_code,safe_traffic_speed_limit_mph,safe_traffic_estimated_travel_speed_mph,safe_traffic_driver_impairment_flag,safe_traffic_seatbelt_use_flag,safe_traffic_airbag_deployed_flag,safe_traffic_injury_outcome_max,safe_traffic_tow_away_flag,safe_traffic_fatality_count,safe_traffic_crash_cause_primary,safe_traffic_post_crash_care_minutes
2015-04-16,06:50:00,SEG0000000471,1,7,0,0,1,CLEAR,DARK_UNLIGHTED,35,24.8,0,1,1,POSSIBLE,1,1,REAR_END,226
2015-04-17,06:57:00,SEG0000000472,0,6,0,0,0,ICE,DAYLIGHT,55,51.8,0,1,0,PDO,0,0,SPEEDING,60
2015-04-18,07:04:00,SEG0000000473,0,4,0,0,0,ICE,DAWN,55,69.3,1,1,0,PDO,0,0,SIGNAL_VIOLATION,101
2015-04-19,07:11:00,SEG0000000474,0,1,0,0,0,CLEAR,DAYLIGHT,35,36.3,0,1,0,NONINCAP,0,0,WEATHER,204
2015-04-20,07:18:00,SEG0000000475,0,1,0,0,0,CLEAR,DAYLIGHT,50,51.6,0,1,0,PDO,0,0,DISTRACTED,102
2015-04-21,07:25:00,SEG0000000476,0,1,0,0,1,CLEAR,DARK_LIGHTED,25,33.2,0,1,1,NONINCAP,1,0,REAR_END,149
2015-04-22,07:32:00,SEG0000000477,0,6,0,0,1,CLEAR,DARK_LIGHTED,45,52.9,0,1,1,PDO,0,0,OTHER,222
2015-04-23,07:39:00,SEG0000000478,0,7,0,0,0,RAIN,DAYLIGHT,25,20.0,0,1,0,PDO,1,0,SPEEDING,29
2015-04-24,07:46:00,SEG0000000479,0,2,0,0,1,ICE,DARK_LIGHTED,55,36.1,0,1,0,PDO,0,0,SPEEDING,168
2015-04-25,07:53:00,SEG0000000480,0,4,0,0,0,CLEAR,DAYLIGHT,30,25.3,1,1,0,INCAP,0,0,REAR_END,180
2015-04-26,08:00:00,SEG0000000481,0,2,0,0,0,SNOW,DUSK,60,72.1,0,1,1,PDO,1,0,IMPAIRED,189
2015-04-27,08:07:00,SEG0000000482,1,7,0,0,0,FOG,DAYLIGHT,50,37.2,0,1,0,NONINCAP,0,0,IMPAIRED,179
2015-04-28,08:14:00,SEG0000000483,0,6,0,0,0,CLEAR,DARK_LIGHTED,45,28.6,0,1,0,PDO,0,0,REAR_END,92
2015-04-29,08:21:00,SEG0000000484,0,8,0,1,0,CLEAR,DAYLIGHT,45,33.0,1,1,1,PDO,1,0,WEATHER,55
2015-04-30,08:28:00,SEG0000000485,0,6,0,0,0,RAIN,DAYLIGHT,30,28.6,0,1,0,PDO,1,0,WEATHER,213
2015-05-01,08:35:00,SEG0000000486,1,2,0,0,0,RAIN,DAYLIGHT,45,47.4,0,1,1,POSSIBLE,1,0,WEATHER,215
2015-05-02,08:42:00,SEG0000000487,1,7,0,0,0,CLEAR,DAYLIGHT,70,72.9,1,1,1,NONINCAP,0,0,REAR_END,38
2015-05-03,08:49:00,SEG0000000488,1,7,0,0,0,CLEAR,DAYLIGHT,45,34.0,0,1,1,PDO,0,0,OTHER,153
2015-05-04,08:56:00,SEG0000000489,0,4,0,0,0,CLEAR,DAYLIGHT,40,46.1,0,1,0,PDO,1,0,DISTRACTED,160
2015-05-05,09:03:00,SEG0000000490,0,5,0,0,0,SNOW,DAYLIGHT,60,66.6,0,0,0,POSSIBLE,0,0,DISTRACTED,3
2015-05-06,09:10:00,SEG0000000491,0,2,0,0,0,CLEAR,DAYLIGHT,30,38.8,0,0,0,PDO,0,0,IMPAIRED,145
2015-05-07,09:17:00,SEG0000000492,1,6,0,0,0,FOG,DAYLIGHT,35,22.7,0,1,1,NONINCAP,1,0,IMPAIRED,130
2015-05-08,09:24:00,SEG0000000493,0,3,0,0,0,CLEAR,DAYLIGHT,35,44.9,0,1,0,INCAP,1,0,OTHER,199
2015-05-09,09:31:00,SEG0000000494,0,4,0,0,0,ICE,DARK_LIGHTED,55,37.3,0,1,1,PDO,0,2,DISTRACTED,114
2015-05-10,09:38:00,SEG0000000495,0,5,0,0,0,CLEAR,DAYLIGHT,40,39.6,1,1,0,NONINCAP,1,0,DISTRACTED,6
2015-05-11,09:45:00,SEG0000000496,1,6,0,0,1,SNOW,DARK_UNLIGHTED,25,19.3,0,1,1,NONINCAP,0,0,SPEEDING,133
2015-05-12,09:52:00,SEG0000000497,0,6,0,0,0,CLEAR,DAYLIGHT,35,23.9,0,1,0,FATAL,1,0,IMPAIRED,238
2015-05-13,09:59:00,SEG0000000498,0,7,0,0,0,WIND,DAYLIGHT,40,22.9,0,1,1,INCAP,1,0,SPEEDING,110
2015-05-14,10:06:00,SEG0000000499,0,5,0,0,0,RAIN,DUSK,55,65.9,0,1,0,INCAP,0,0,REAR_END,163
2015-05-15,10:13:00,SEG0000000500,0,3,0,0,0,CLEAR,DAYLIGHT,30,29.8,0,1,1,PDO,0,0,SIGNAL_VIOLATION,18
2015-05-16,10:20:00,SEG0000000501,0,1,0,0,0,RAIN,DAWN,40,37.4,0,0,1,INCAP,1,0,REAR_END,55
2015-05-17,10:27:00,SEG0000000502,0,5,0,0,0,CLEAR,DAYLIGHT,30,36.2,0,1,0,POSSIBLE,0,0,IMPAIRED,90
2015-05-18,10:34:00,SEG0000000503,1,3,0,0,0,CLEAR,DAYLIGHT,20,12.6,0,1,1,PDO,1,0,IMPAIRED,62
2015-05-19,10:41:00,SEG0000000504,1,5,0,1,1,OTHER,DUSK,40,44.2,0,1,0,POSSIBLE,1,0,WEATHER,23
2015-05-20,10:48:00,SEG0000000505,0,1,0,0,0,CLEAR,DAYLIGHT,25,16.6,1,1,1,NONINCAP,1,0,DISTRACTED,176
2015-05-21,10:55:00,SEG0000000506,0,7,0,1,1,CLEAR,DARK_LIGHTED,60,35.0,0,1,0,NONINCAP,0,0,SIGNAL_VIOLATION,181
2015-05-22,11:02:00,SEG0000000507,1,4,0,0,0,CLEAR,DARK_UNLIGHTED,65,57.3,0,1,0,NONINCAP,1,0,SIGNAL_VIOLATION,169
2015-05-23,11:09:00,SEG0000000508,0,2,0,0,0,RAIN,DAYLIGHT,45,38.6,0,1,0,POSSIBLE,0,0,WEATHER,50
2015-05-24,11:16:00,SEG0000000509,1,1,0,0,0,WIND,DAYLIGHT,50,29.3,0,1,1,POSSIBLE,1,0,OTHER,130
2015-05-25,11:23:00,SEG0000000510,1,4,0,0,1,CLEAR,DAYLIGHT,35,28.7,0,1,1,INCAP,1,0,SIGNAL_VIOLATION,187
2015-05-26,11:30:00,SEG0000000511,0,3,1,0,0,CLEAR,DARK_UNLIGHTED,50,35.6,0,1,0,PDO,0,0,OTHER,81
2015-05-27,11:37:00,SEG0000000512,1,2,0,0,0,CLEAR,DARK_UNLIGHTED,50,66.8,0,1,1,PDO,1,0,DISTRACTED,175
2015-05-28,11:44:00,SEG0000000513,0,2,0,0,1,CLEAR,DAYLIGHT,45,45.4,1,1,1,INCAP,1,0,SPEEDING,110
2015-05-29,11:51:00,SEG0000000514,0,1,1,0,0,CLEAR,DARK_UNLIGHTED,35,34.3,1,1,1,PDO,0,0,DISTRACTED,11
2015-05-30,11:58:00,SEG0000000515,0,4,0,0,0,CLEAR,DAYLIGHT,45,31.0,1,1,1,POSSIBLE,1,0,SPEEDING,98
2015-05-31,12:05:00,SEG0000000516,1,7,0,0,0,SNOW,DAYLIGHT,65,49.1,0,1,0,NONINCAP,1,0,REAR_END,129
2015-06-01,12:12:00,SEG0000000517,0,2,0,0,0,SNOW,DAYLIGHT,40,49.3,0,1,1,PDO,0,0,IMPAIRED,57
2015-06-02,12:19:00,SEG0000000518,1,6,0,0,0,OTHER,DAWN,35,27.4,0,1,0,POSSIBLE,1,0,SPEEDING,145
2015-06-03,12:26:00,SEG0000000519,1,1,0,0,0,CLEAR,DAYLIGHT,40,43.3,0,1,1,PDO,0,0,SPEEDING,114
2015-06-04,12:33:00,SEG0000000520,0,5,0,0,0,CLEAR,DARK_LIGHTED,25,16.0,0,1,0,POSSIBLE,1,0,IMPAIRED,10
2015-06-05,12:40:00,SEG0000000521,0,5,0,0,0,SNOW,DAYLIGHT,35,27.5,0,1,0,POSSIBLE,1,0,DISTRACTED,188
2015-06-06,12:47:00,SEG0000000522,0,6,1,0,0,WIND,DARK_UNLIGHTED,20,19.0,1,1,0,PDO,0,0,SIGNAL_VIOLATION,4
2015-06-07,12:54:00,SEG0000000523,1,5,0,0,0,FOG,DARK_LIGHTED,40,23.0,0,1,0,PDO,0,0,OTHER,2
2015-06-08,13:01:00,SEG0000000524,1,4,0,0,0,CLEAR,DARK_LIGHTED,55,54.4,1,1,0,NONINCAP,1,0,IMPAIRED,197
2015-06-09,13:08:00,SEG0000000525,1,1,0,0,0,RAIN,DAYLIGHT,45,30.5,0,1,1,POSSIBLE,0,0,SPEEDING,132
2015-06-10,13:15:00,SEG0000000526,1,5,1,0,0,CLEAR,DAYLIGHT,35,41.9,0,1,1,PDO,1,0,DISTRACTED,4
2015-06-11,13:22:00,SEG0000000527,1,3,0,0,0,CLEAR,DAYLIGHT,25,22.6,1,1,0,PDO,0,0,REAR_END,169
2015-06-12,13:29:00,SEG0000000528,0,4,0,0,0,OTHER,DARK_LIGHTED,55,50.4,0,1,0,PDO,0,0,SIGNAL_VIOLATION,79
2015-06-13,13:36:00,SEG0000000529,1,2,0,0,0,CLEAR,DARK_UNLIGHTED,30,20.7,0,1,0,NONINCAP,0,0,IMPAIRED,95
2015-06-14,13:43:00,SEG0000000530,0,7,0,0,0,CLEAR,DUSK,60,54.5,0,1,1,PDO,1,0,SPEEDING,40
2015-06-15,13:50:00,SEG0000000531,0,8,0,0,1,CLEAR,DAYLIGHT,40,23.2,0,1,0,PDO,0,0,OTHER,36
2015-06-16,13:57:00,SEG0000000532,1,8,0,1,0,FOG,DAYLIGHT,50,54.7,0,1,0,POSSIBLE,0,0,REAR_END,142
2015-06-17,14:04:00,SEG0000000533,0,3,0,0,1,WIND,DAYLIGHT,30,17.6,0,1,1,POSSIBLE,0,0,OTHER,91
2015-06-18,14:11:00,SEG0000000534,1,6,0,0,0,WIND,DAYLIGHT,25,29.1,0,1,0,PDO,0,0,OTHER,114
2015-06-19,14:18:00,SEG0000000535,0,2,0,0,0,CLEAR,DARK_UNLIGHTED,45,46.6,0,1,0,NONINCAP,0,0,IMPAIRED,145
2015-06-20,14:25:00,SEG0000000536,0,3,0,0,0,RAIN,DAYLIGHT,40,42.7,0,1,0,PDO,1,0,SIGNAL_VIOLATION,3
2015-06-21,14:32:00,SEG0000000537,0,7,0,0,0,CLEAR,DARK_UNLIGHTED,60,43.2,0,1,0,POSSIBLE,0,0,OTHER,75
2015-06-22,14:39:00,SEG0000000538,1,8,0,1,0,RAIN,DAWN,55,74.0,0,1,0,PDO,0,0,DISTRACTED,27
2015-06-23,14:46:00,SEG0000000539,0,1,0,0,0,RAIN,DUSK,25,24.9,0,1,0,NONINCAP,0,1,OTHER,27
2015-06-24,14:53:00,SEG0000000540,0,2,0,0,0,CLEAR,DAYLIGHT,40,32.0,0,1,1,POSSIBLE,0,0,REAR_END,42
2015-06-25,15:00:00,SEG0000000541,1,3,0,0,0,CLEAR,DAYLIGHT,25,18.5,0,1,1,INCAP,0,0,IMPAIRED,52
2015-06-26,15:07:00,SEG0000000542,0,1,0,0,1,SNOW,DUSK,25,16.1,0,1,0,FATAL,0,0,WEATHER,0
2015-06-27,15:14:00,SEG0000000543,0,4,0,0,0,CLEAR,DARK_LIGHTED,25,28.6,0,1,1,PDO,0,0,SIGNAL_VIOLATION,62
2015-06-28,15:21:00,SEG0000000544,1,4,0,0,0,CLEAR,DAYLIGHT,45,27.5,0,1,1,PDO,0,0,SIGNAL_VIOLATION,17
2015-06-29,15:28:00,SEG0000000545,1,6,0,1,0,FOG,DAYLIGHT,25,23.8,0,1,0,POSSIBLE,0,0,SIGNAL_VIOLATION,216
2015-06-30,15:35:00,SEG0000000546,0,1,0,0,0,CLEAR,DARK_LIGHTED,65,40.5,0,1,0,POSSIBLE,0,0,SPEEDING,174
2015-07-01,15:42:00,SEG0000000547,0,4,0,0,0,RAIN,DARK_LIGHTED,50,45.8,0,1,0,INCAP,0,0,WEATHER,178
2015-07-02,15:49:00,SEG0000000548,0,5,0,0,0,CLEAR,DAYLIGHT,55,72.1,0,1,1,PDO,1,0,SIGNAL_VIOLATION,195
2015-07-03,15:56:00,SEG0000000549,1,6,0,0,0,RAIN,DAYLIGHT,65,51.0,0,1,1,POSSIBLE,0,0,WEATHER,192
2015-07-04,16:03:00,SEG0000000550,0,2,0,0,0,RAIN,DARK_LIGHTED,70,57.8,0,1,0,POSSIBLE,1,0,SPEEDING,75
2015-07-05,16:10:00,SEG0000000551,0,2,0,1,0,RAIN,DUSK,45,26.4,0,1,0,PDO,0,0,SIGNAL_VIOLATION,185
2015-07-06,16:17:00,SEG0000000552,1,8,0,0,0,RAIN,DARK_LIGHTED,25,33.6,0,1,0,PDO,0,0,SPEEDING,140
2015-07-07,16:24:00,SEG0000000553,1,4,0,0,0,OTHER,DAYLIGHT,35,19.7,0,1,1,NONINCAP,0,0,SPEEDING,109
2015-07-08,16:31:00,SEG0000000554,0,5,0,0,0,RAIN,DAYLIGHT,30,18.9,0,1,1,PDO,0,0,IMPAIRED,8
2015-07-09,16:38:00,SEG0000000555,0,6,0,0,1,CLEAR,DUSK,55,62.8,0,1,1,PDO,0,0,DISTRACTED,184
2015-07-10,16:45:00,SEG0000000556,1,3,0,0,1,RAIN,DUSK,60,63.5,0,0,1,NONINCAP,1,1,DISTRACTED,118
2015-07-11,16:52:00,SEG0000000557,0,2,0,0,0,CLEAR,DARK_LIGHTED,25,33.1,1,1,0,POSSIBLE,0,0,SPEEDING,217
2015-07-12,16:59:00,SEG0000000558,1,2,0,0,0,CLEAR,DAYLIGHT,55,39.3,0,1,1,POSSIBLE,1,0,SPEEDING,68
2015-07-13,17:06:00,SEG0000000559,1,1,0,0,1,CLEAR,DARK_UNLIGHTED,40,37.0,1,1,1,PDO,0,0,IMPAIRED,228
2015-07-14,17:13:00,SEG0000000560,0,2,0,0,0,CLEAR,DAYLIGHT,45,39.7,0,1,0,PDO,0,0,SPEEDING,113
2015-07-15,17:20:00,SEG0000000561,1,5,0,0,0,CLEAR,DARK_LIGHTED,35,35.7,0,1,0,POSSIBLE,1,0,IMPAIRED,143
2015-07-16,17:27:00,SEG0000000562,1,6,0,0,0,ICE,DAYLIGHT,40,47.9,0,1,0,NONINCAP,1,0,DISTRACTED,0
2015-07-17,17:34:00,SEG0000000563,0,2,0,0,0,CLEAR,DARK_LIGHTED,35,28.5,0,1,1,PDO,0,0,REAR_END,97
2015-07-18,17:41:00,SEG0000000564,0,6,0,0,0,CLEAR,DAYLIGHT,55,45.1,0,0,1,PDO,0,0,DISTRACTED,123
2015-07-19,17:48:00,SEG0000000565,0,2,1,0,0,CLEAR,DAYLIGHT,55,66.8,0,1,0,PDO,0,0,IMPAIRED,38
2015-07-20,17:55:00,SEG0000000566,1,3,0,0,0,CLEAR,DUSK,40,52.0,0,1,1,INCAP,0,0,SIGNAL_VIOLATION,137
2015-07-21,18:02:00,SEG0000000567,1,7,1,1,0,OTHER,DUSK,35,46.5,0,1,1,PDO,0,0,REAR_END,182
2015-07-22,18:09:00,SEG0000000568,0,8,0,0,0,CLEAR,DAYLIGHT,65,70.2,0,1,0,POSSIBLE,1,0,SPEEDING,154
2015-07-23,18:16:00,SEG0000000569,0,7,0,1,0,OTHER,DAYLIGHT,60,63.8,0,1,0,PDO,0,0,DISTRACTED,206
2015-07-24,18:23:00,SEG0000000570,0,3,0,0,0,ICE,DUSK,30,33.7,0,1,0,PDO,1,0,WEATHER,221
2015-07-25,18:30:00,SEG0000000571,1,7,0,0,0,CLEAR,DAYLIGHT,35,40.8,0,1,1,NONINCAP,1,0,SPEEDING,224
2015-07-26,18:37:00,SEG0000000572,0,1,1,0,0,OTHER,DAYLIGHT,50,34.1,0,1,1,PDO,1,0,DISTRACTED,87
2015-07-27,18:44:00,SEG0000000573,0,2,0,0,1,CLEAR,DAYLIGHT,60,49.8,0,1,0,NONINCAP,0,0,SIGNAL_VIOLATION,122
2015-07-28,18:51:00,SEG0000000574,0,5,0,0,0,CLEAR,DARK_LIGHTED,35,34.9,0,1,1,PDO,0,0,DISTRACTED,209
2015-07-29,18:58:00,SEG0000000575,1,3,0,0,0,CLEAR,DARK_LIGHTED,25,26.2,0,1,1,PDO,1,0,REAR_END,33
2015-07-30,19:05:00,SEG0000000576,0,7,0,0,0,RAIN,DARK_UNLIGHTED,60,49.5,0,1,0,PDO,1,0,DISTRACTED,178
2015-07-31,19:12:00,SEG0000000577,1,8,0,1,0,CLEAR,DARK_UNLIGHTED,45,44.9,0,1,0,INCAP,1,0,SIGNAL_VIOLATION,223
2015-08-01,19:19:00,SEG0000000578,1,3,0,0,0,CLEAR,DAYLIGHT,25,16.8,1,1,1,PDO,0,0,IMPAIRED,162
2015-08-02,19:26:00,SEG0000000579,0,6,0,0,0,CLEAR,DAYLIGHT,45,39.1,1,0,1,PDO,1,0,OTHER,134
2015-08-03,19:33:00,SEG0000000580,0,5,1,0,0,RAIN,DAYLIGHT,50,55.9,0,1,0,PDO,0,2,DISTRACTED,48
2015-08-04,19:40:00,SEG0000000581,0,3,0,0,0,RAIN,DAYLIGHT,55,73.2,0,1,1,PDO,1,0,IMPAIRED,203
2015-08-05,19:47:00,SEG0000000582,0,5,0,0,0,ICE,DAYLIGHT,40,33.0,0,0,0,POSSIBLE,0,0,REAR_END,189
2015-08-06,19:54:00,SEG0000000583,0,2,1,0,0,CLEAR,DAYLIGHT,45,32.4,0,1,0,POSSIBLE,0,0,SPEEDING,237
2015-08-07,20:01:00,SEG0000000584,0,2,0,1,0,SNOW,DARK_LIGHTED,60,80.7,0,1,0,POSSIBLE,0,0,SIGNAL_VIOLATION,148
2015-08-08,20:08:00,SEG0000000585,1,7,0,0,0,RAIN,DARK_UNLIGHTED,40,49.9,0,1,0,INCAP,0,0,IMPAIRED,207
2015-08-09,20:15:00,SEG0000000586,1,3,0,0,0,WIND,DARK_UNLIGHTED,50,49.4,0,1,0,PDO,0,0,SPEEDING,174
2015-08-10,20:22:00,SEG0000000587,1,8,0,0,0,RAIN,DARK_UNLIGHTED,45,57.2,0,1,0,POSSIBLE,0,0,IMPAIRED,150
2015-08-11,20:29:00,SEG0000000588,1,3,0,1,0,CLEAR,DAWN,40,40.2,0,1,1,PDO,0,0,WEATHER,218
2015-08-12,20:36:00,SEG0000000589,0,8,1,0,0,RAIN,DAYLIGHT,40,27.5,0,1,0,PDO,0,0,SPEEDING,173
2015-08-13,20:43:00,SEG0000000590,0,5,0,0,0,CLEAR,DUSK,35,36.9,0,1,0,PDO,1,0,IMPAIRED,175
2015-08-14,20:50:00,SEG0000000591,0,5,0,0,0,CLEAR,DARK_LIGHTED,55,71.2,0,1,0,POSSIBLE,1,0,OTHER,184
2015-08-15,20:57:00,SEG0000000592,0,6,0,0,0,RAIN,DUSK,50,50.1,0,1,0,PDO,0,0,REAR_END,58
2015-08-16,21:04:00,SEG0000000593,0,1,1,0,0,CLEAR,DAYLIGHT,30,21.0,0,1,0,PDO,1,0,SPEEDING,108
2015-08-17,21:11:00,SEG0000000594,1,7,0,0,0,CLEAR,DAWN,45,33.5,0,1,1,PDO,0,0,OTHER,128
2015-08-18,21:18:00,SEG0000000595,0,1,0,0,0,SNOW,DAYLIGHT,55,43.9,0,1,1,NONINCAP,1,0,SIGNAL_VIOLATION,96
2015-08-19,21:25:00,SEG0000000596,1,4,0,0,0,CLEAR,DAYLIGHT,60,64.1,0,0,1,POSSIBLE,1,0,WEATHER,202
2015-08-20,21:32:00,SEG0000000597,1,5,0,0,0,RAIN,DARK_LIGHTED,45,33.6,0,0,0,POSSIBLE,0,1,SPEEDING,59
2015-08-21,21:39:00,SEG0000000598,1,4,0,0,0,RAIN,DARK_LIGHTED,70,57.0,1,1,1,NONINCAP,0,0,SIGNAL_VIOLATION,108
2015-08-22,21:46:00,SEG0000000599,1,8,0,0,0,CLEAR,DAWN,45,46.6,0,1,0,NONINCAP,1,0,WEATHER,136
2015-08-23,21:53:00,SEG0000000600,0,1,0,0,0,CLEAR,DAYLIGHT,65,58.6,0,1,0,PDO,0,0,SPEEDING,127
2015-08-24,22:00:00,SEG0000000601,1,7,0,0,0,CLEAR,DAYLIGHT,35,47.1,0,1,0,PDO,0,0,SPEEDING,133
2015-08-25,22:07:00,SEG0000000602,1,6,0,0,0,CLEAR,DAYLIGHT,25,16.4,1,1,0,POSSIBLE,1,0,OTHER,9
2015-08-26,22:14:00,SEG0000000603,0,6,1,0,0,CLEAR,DAYLIGHT,35,29.2,0,1,0,POSSIBLE,0,0,IMPAIRED,162
2015-08-27,22:21:00,SEG0000000604,0,4,0,0,0,CLEAR,DAWN,45,28.8,0,1,0,POSSIBLE,0,0,DISTRACTED,191
2015-08-28,22:28:00,SEG0000000605,0,2,1,0,0,CLEAR,DARK_UNLIGHTED,55,62.4,0,1,1,POSSIBLE,1,0,IMPAIRED,169
2015-08-29,22:35:00,SEG0000000606,1,6,0,0,0,CLEAR,DAYLIGHT,55,44.4,0,1,1,NONINCAP,1,0,REAR_END,174
2015-08-30,22:42:00,SEG0000000607,0,2,1,0,0,CLEAR,DAYLIGHT,35,40.5,0,1,0,INCAP,0,0,SIGNAL_VIOLATION,162
2015-08-31,22:49:00,SEG0000000608,1,8,0,0,1,CLEAR,DAYLIGHT,25,21.3,0,1,1,POSSIBLE,0,0,OTHER,43
2015-09-01,22:56:00,SEG0000000609,0,8,0,0,0,ICE,DAWN,35,33.7,1,1,0,PDO,1,0,REAR_END,73
2015-09-02,23:03:00,SEG0000000610,0,1,0,0,0,SNOW,DAWN,50,40.5,1,1,1,PDO,0,0,DISTRACTED,176
2015-09-03,23:10:00,SEG0000000611,0,6,0,0,1,FOG,DAYLIGHT,50,51.1,0,1,0,INCAP,0,0,DISTRACTED,240
2015-09-04,23:17:00,SEG0000000612,0,5,0,0,0,CLEAR,DAYLIGHT,25,25.1,0,1,0,PDO,0,0,WEATHER,198
2015-09-05,23:24:00,SEG0000000613,0,2,0,1,0,CLEAR,DARK_UNLIGHTED,25,27.6,0,0,0,POSSIBLE,0,0,REAR_END,166
2015-09-06,23:31:00,SEG0000000614,0,3,0,0,0,RAIN,DUSK,55,67.3,0,0,1,PDO,0,0,SIGNAL_VIOLATION,121
2015-09-07,23:38:00,SEG0000000615,0,6,0,0,0,CLEAR,DAYLIGHT,40,38.6,0,1,0,PDO,0,0,SIGNAL_VIOLATION,186
2015-09-08,23:45:00,SEG0000000616,0,6,1,0,0,CLEAR,DAYLIGHT,25,31.3,0,0,1,POSSIBLE,0,1,DISTRACTED,186
2015-09-09,23:52:00,SEG0000000617,0,7,0,0,0,CLEAR,DAYLIGHT,65,81.0,0,1,0,PDO,1,0,OTHER,21
2015-09-10,23:59:00,SEG0000000618,0,5,0,0,0,RAIN,DAYLIGHT,50,30.8,1,1,0,NONINCAP,0,0,IMPAIRED,228
2015-09-11,00:06:00,SEG0000000619,0,1,0,0,0,CLEAR,DUSK,30,28.3,0,1,0,INCAP,0,0,OTHER,64
2015-09-12,00:13:00,SEG0000000620,0,7,0,0,0,RAIN,DAYLIGHT,50,42.6,0,1,1,PDO,0,0,SPEEDING,42
2015-09-13,00:20:00,SEG0000000621,0,4,0,0,0,CLEAR,DAYLIGHT,65,69.1,1,1,0,POSSIBLE,1,0,SPEEDING,204
2015-09-14,00:27:00,SEG0000000622,0,6,0,0,0,CLEAR,DARK_UNLIGHTED,65,35.8,0,1,1,POSSIBLE,1,0,SPEEDING,33
2015-09-15,00:34:00,SEG0000000623,0,3,1,0,0,RAIN,DAYLIGHT,30,34.9,1,1,0,INCAP,0,0,REAR_END,177
2015-09-16,00:41:00,SEG0000000624,0,2,0,0,0,RAIN,DAYLIGHT,25,33.4,0,1,0,NONINCAP,1,0,SIGNAL_VIOLATION,213
2015-09-17,00:48:00,SEG0000000625,0,8,0,1,0,RAIN,DARK_UNLIGHTED,55,71.2,1,1,1,POSSIBLE,1,0,REAR_END,117
2015-09-18,00:55:00,SEG0000000626,0,7,0,0,0,CLEAR,DARK_UNLIGHTED,30,33.5,0,1,0,PDO,0,0,OTHER,196
2015-09-19,01:02:00,SEG0000000627,0,2,0,0,0,CLEAR,DAWN,45,57.4,0,1,1,INCAP,0,0,OTHER,2
2015-09-20,01:09:00,SEG0000000628,0,6,0,0,0,CLEAR,DAYLIGHT,35,37.9,0,1,1,PDO,0,0,IMPAIRED,169
2015-09-21,01:16:00,SEG0000000629,1,3,0,0,0,ICE,DAWN,30,18.4,0,0,0,POSSIBLE,1,0,DISTRACTED,197
2015-09-22,01:23:00,SEG0000000630,0,2,0,0,0,CLEAR,DAWN,25,20.7,0,1,0,PDO,0,1,SPEEDING,104
2015-09-23,01:30:00,SEG0000000631,0,8,0,0,0,CLEAR,DARK_LIGHTED,50,58.9,0,1,0,NONINCAP,1,0,SPEEDING,16
2015-09-24,01:37:00,SEG0000000632,0,1,0,0,0,RAIN,DAYLIGHT,20,19.2,0,1,1,PDO,0,0,DISTRACTED,189
2015-09-25,01:44:00,SEG0000000633,0,4,0,0,1,CLEAR,DAYLIGHT,30,38.7,0,1,0,PDO,0,0,SPEEDING,230
2015-09-26,01:51:00,SEG0000000634,0,3,0,0,0,CLEAR,DAYLIGHT,35,27.9,0,1,0,POSSIBLE,1,0,SPEEDING,99
2015-09-27,01:58:00,SEG0000000635,0,8,0,0,0,CLEAR,DARK_LIGHTED,60,37.0,0,1,1,NONINCAP,0,0,SPEEDING,35
2015-09-28,02:05:00,SEG0000000636,1,7,0,0,0,CLEAR,DARK_UNLIGHTED,45,28.7,0,1,1,NONINCAP,1,0,REAR_END,42
2015-09-29,02:12:00,SEG0000000637,0,1,0,0,0,WIND,DARK_LIGHTED,50,61.8,0,1,0,PDO,0,0,IMPAIRED,35
2015-09-30,02:19:00,SEG0000000638,0,3,0,0,0,CLEAR,DAYLIGHT,55,34.3,0,1,0,INCAP,1,1,IMPAIRED,22
2015-10-01,02:26:00,SEG0000000639,1,4,0,0,0,FOG,DUSK,30,16.8,0,1,1,POSSIBLE,1,0,SPEEDING,181
2015-10-02,02:33:00,SEG0000000640,0,3,0,0,0,RAIN,DAYLIGHT,25,28.8,0,1,0,PDO,0,0,REAR_END,140
2015-10-03,02:40:00,SEG0000000641,0,3,0,0,0,CLEAR,DARK_UNLIGHTED,35,39.9,0,1,1,PDO,0,0,DISTRACTED,224
2015-10-04,02:47:00,SEG0000000642,0,1,0,0,0,CLEAR,DARK_UNLIGHTED,45,52.0,0,1,1,POSSIBLE,1,0,OTHER,167
2015-10-05,02:54:00,SEG0000000643,0,5,0,0,0,OTHER,DAYLIGHT,60,54.3,0,0,1,NONINCAP,0,0,SPEEDING,23
2015-10-06,03:01:00,SEG0000000644,1,8,0,0,0,WIND,DAYLIGHT,70,39.1,0,1,0,PDO,1,0,IMPAIRED,75
2015-10-07,03:08:00,SEG0000000645,1,6,0,0,0,WIND,DAWN,40,23.9,0,1,0,PDO,0,0,OTHER,75
2015-10-08,03:15:00,SEG0000000646,1,2,0,0,0,CLEAR,DAYLIGHT,40,31.7,0,0,1,NONINCAP,0,0,DISTRACTED,106
2015-10-09,03:22:00,SEG0000000647,0,2,0,0,0,RAIN,DARK_LIGHTED,55,60.8,1,1,0,PDO,0,0,DISTRACTED,182
