health_dispar_analysis_year,health_dispar_disparity_metric_code,health_dispar_group_a_definition,health_dispar_group_b_definition,health_dispar_rate_group_a,health_dispar_rate_group_b,health_dispar_absolute_gap,health_dispar_relative_gap_ratio,health_dispar_concentration_index,health_dispar_segregation_index,health_dispar_access_to_care_index,health_dispar_insurance_coverage_gap_pct,health_dispar_preventable_hospitalization_gap,health_dispar_environmental_exposure_gap,health_dispar_food_insecurity_gap_pct,health_dispar_transport_barrier_gap_pct,health_dispar_language_access_gap_pct,health_dispar_digital_access_gap_pct,health_dispar_policy_context_code,health_dispar_intervention_priority_score
2019,MATERNAL_MORT,GROUP_A_367_DEF,GROUP_B_367_DEF,61.293,29.954,31.339,2.0462,0.1098,0.263,0.1345,-4.76,-5.33,-0.6219,18.06,-5.5,5.92,9.74,POL_D,51.29
2014,MATERNAL_MORT,GROUP_A_368_DEF,GROUP_B_368_DEF,94.303,73.47,20.833,1.2836,0.2442,0.2821,0.7221,9.24,-14.92,-0.4336,-9.16,-0.32,-6.83,11.67,POL_A,97.26
2013,VACC_COVER,GROUP_A_369_DEF,GROUP_B_369_DEF,99.876,74.724,25.152,1.3366,-0.2541,0.4979,0.778,13.53,-104.02,0.703,12.35,-4.83,12.91,1.27,POL_A,38.52
2019,OUD_TREAT,GROUP_A_370_DEF,GROUP_B_370_DEF,60.755,50.048,10.707,1.2139,0.0543,0.6613,0.9969,-3.32,113.28,0.8094,-16.91,6.5,9.61,-21.12,POL_D,20.56
2021,OUD_TREAT,GROUP_A_371_DEF,GROUP_B_371_DEF,89.152,6.873,82.279,12.9713,0.2194,0.1557,0.3884,19.44,-122.81,0.4325,14.9,-6.21,-17.52,-10.93,POL_B,48.7
2024,OUD_TREAT,GROUP_A_372_DEF,GROUP_B_372_DEF,56.209,6.721,49.488,8.3632,-0.1376,0.2444,0.9153,-18.8,-24.35,-0.619,6.78,-3.89,1.45,15.04,POL_A,3.74
2012,MATERNAL_MORT,GROUP_A_373_DEF,GROUP_B_373_DEF,57.868,111.504,-53.636,0.519,0.1848,0.1252,0.1934,24.71,-10.68,-0.047,-4.82,-1.19,4.9,-1.74,POL_D,77.86
2024,OUD_TREAT,GROUP_A_374_DEF,GROUP_B_374_DEF,1.577,7.095,-5.518,0.2223,0.3091,0.137,0.5367,-16.29,135.87,0.8486,-10.83,-9.51,-4.88,-21.51,POL_E,84.31
2011,LIFE_EXPECT,GROUP_A_375_DEF,GROUP_B_375_DEF,63.149,50.336,12.813,1.2545,-0.0637,0.5736,0.1012,3.53,-46.24,0.1017,0.04,4.14,-5.27,21.71,POL_B,22.51
2017,VACC_COVER,GROUP_A_376_DEF,GROUP_B_376_DEF,102.557,13.014,89.543,7.8805,0.3341,0.6328,0.6523,9.96,-127.3,-0.7747,1.18,11.6,-12.87,-3.81,POL_E,92.18
2010,ASTHMA_ED,GROUP_A_377_DEF,GROUP_B_377_DEF,46.074,57.36,-11.286,0.8032,-0.2311,0.3547,0.3901,16.5,-143.97,0.9054,16.37,-7.54,8.87,5.76,POL_E,62.28
2009,LIFE_EXPECT,GROUP_A_378_DEF,GROUP_B_378_DEF,111.449,110.722,0.727,1.0066,-0.0853,0.8426,0.9419,19.96,-144.6,-0.1379,-15.41,-8.23,-17.68,3.94,POL_D,81.7
2023,OUD_TREAT,GROUP_A_379_DEF,GROUP_B_379_DEF,20.425,14.866,5.559,1.3739,0.2879,0.6639,0.812,-2.31,8.49,-0.8466,-7.79,7.07,-6.86,17.96,POL_B,68.45
2010,LIFE_EXPECT,GROUP_A_380_DEF,GROUP_B_380_DEF,118.779,107.944,10.835,1.1004,0.2096,0.1198,0.4655,-6.68,86.98,0.2357,-1.65,11.59,-2.3,1.77,POL_A,37.79
2015,VACC_COVER,GROUP_A_381_DEF,GROUP_B_381_DEF,92.538,69.566,22.972,1.3302,0.1966,0.5471,0.1909,5.75,-95.91,-0.3538,3.77,-8.79,-10.75,15.24,POL_E,40.97
2011,ASTHMA_ED,GROUP_A_382_DEF,GROUP_B_382_DEF,43.638,47.017,-3.379,0.9281,-0.0921,0.3493,0.8262,-18.6,-110.6,-0.9617,13.48,-0.49,2.0,12.12,POL_D,32.57
2009,ASTHMA_ED,GROUP_A_383_DEF,GROUP_B_383_DEF,103.46,106.073,-2.613,0.9754,0.0451,0.5948,0.2935,-2.33,64.77,-0.7118,8.26,-1.44,6.26,12.21,POL_C,44.07
2022,VACC_COVER,GROUP_A_384_DEF,GROUP_B_384_DEF,37.538,60.417,-22.879,0.6213,0.1075,0.1936,0.6582,-9.21,116.82,-0.1533,-10.11,-1.48,-1.85,6.24,POL_D,96.85
2009,VACC_COVER,GROUP_A_385_DEF,GROUP_B_385_DEF,31.398,108.386,-76.988,0.2897,-0.2524,0.3949,0.0915,5.85,-15.27,-0.4921,19.29,-0.04,-17.87,9.99,POL_C,17.5
2010,INFANT_MORT,GROUP_A_386_DEF,GROUP_B_386_DEF,3.464,95.391,-91.927,0.0363,-0.085,0.3763,0.2308,13.16,79.32,0.3667,-1.81,-6.28,-4.09,-16.63,POL_A,51.64
2021,CANCER_SCREEN,GROUP_A_387_DEF,GROUP_B_387_DEF,116.077,79.116,36.961,1.4672,0.3289,0.2694,0.9234,3.22,82.5,-0.5508,11.1,5.82,-17.29,-3.16,POL_A,79.78
2011,OUD_TREAT,GROUP_A_388_DEF,GROUP_B_388_DEF,102.519,115.354,-12.835,0.8887,0.1537,0.1457,0.4575,-21.79,-5.63,-0.6247,16.48,-3.91,17.13,-20.34,POL_B,33.8
2014,ASTHMA_ED,GROUP_A_389_DEF,GROUP_B_389_DEF,117.188,47.514,69.674,2.4664,-0.2568,0.4354,0.9935,-18.66,51.73,0.4627,12.35,9.86,5.91,15.77,POL_C,4.95
2016,DIABETES,GROUP_A_390_DEF,GROUP_B_390_DEF,99.18,42.188,56.992,2.3509,0.1718,0.1975,0.6439,21.85,144.7,-0.7037,-6.16,5.11,8.48,-16.7,POL_C,80.69
2019,ASTHMA_ED,GROUP_A_391_DEF,GROUP_B_391_DEF,75.245,3.578,71.667,21.0299,0.2874,0.3186,0.4076,10.98,6.98,0.1257,6.49,0.73,-13.19,-2.71,POL_D,20.17
2015,DIABETES,GROUP_A_392_DEF,GROUP_B_392_DEF,100.966,117.146,-16.18,0.8619,-0.065,0.2173,0.9797,6.06,26.43,-0.2773,7.95,-9.12,-17.27,-14.09,POL_C,82.95
2017,LIFE_EXPECT,GROUP_A_393_DEF,GROUP_B_393_DEF,23.012,97.168,-74.156,0.2368,-0.128,0.4648,0.8285,-0.01,59.31,0.5204,-10.23,-1.23,-0.76,1.9,POL_B,68.45
2018,VACC_COVER,GROUP_A_394_DEF,GROUP_B_394_DEF,10.978,59.288,-48.31,0.1852,-0.1058,0.363,0.5748,20.24,75.35,0.1414,-15.1,0.09,10.43,-14.18,POL_A,45.5
2025,MATERNAL_MORT,GROUP_A_395_DEF,GROUP_B_395_DEF,98.702,19.115,79.587,5.1636,-0.1296,0.7574,0.3866,23.55,81.66,0.802,16.93,-4.25,-0.65,-12.25,POL_D,92.36
2025,INFANT_MORT,GROUP_A_396_DEF,GROUP_B_396_DEF,76.416,30.584,45.832,2.4986,0.19,0.0558,0.9062,-24.62,113.14,-0.5599,-3.07,-0.83,-0.84,17.96,POL_D,3.18
2023,DIABETES,GROUP_A_397_DEF,GROUP_B_397_DEF,97.087,59.36,37.727,1.6356,-0.3294,0.3488,0.1953,11.2,-76.11,-0.1588,-11.74,4.02,6.6,7.87,POL_B,93.27
2014,MATERNAL_MORT,GROUP_A_398_DEF,GROUP_B_398_DEF,78.649,57.082,21.567,1.3778,0.1776,0.8036,0.6257,9.0,-109.17,-0.2423,-3.07,-7.78,-8.86,-21.07,POL_D,34.69
2009,CANCER_SCREEN,GROUP_A_399_DEF,GROUP_B_399_DEF,76.069,80.304,-4.235,0.9473,-0.2991,0.2407,0.4103,-5.81,-102.08,-0.7121,9.52,0.9,2.8,-11.19,POL_C,51.32
2009,ASTHMA_ED,GROUP_A_400_DEF,GROUP_B_400_DEF,44.768,33.848,10.92,1.3226,-0.1882,0.4756,0.7022,8.87,-81.82,-0.1534,14.15,-3.65,11.72,11.74,POL_B,13.35
2008,ASTHMA_ED,GROUP_A_401_DEF,GROUP_B_401_DEF,20.282,33.35,-13.068,0.6082,-0.089,0.3161,0.1054,-22.01,11.09,-0.0983,-14.94,8.79,-2.66,-6.12,POL_A,9.72
2018,VACC_COVER,GROUP_A_402_DEF,GROUP_B_402_DEF,39.546,101.816,-62.27,0.3884,-0.2653,0.5614,0.8035,-9.73,-81.61,-0.0298,-9.99,-4.1,16.51,3.1,POL_A,3.97
2019,VACC_COVER,GROUP_A_403_DEF,GROUP_B_403_DEF,12.867,55.219,-42.352,0.233,-0.0176,0.5943,0.0164,-18.78,38.51,-0.5633,12.78,-6.48,1.11,-7.66,POL_D,0.67
2024,OUD_TREAT,GROUP_A_404_DEF,GROUP_B_404_DEF,14.038,88.203,-74.165,0.1592,-0.2204,0.6053,0.9912,20.77,6.07,-0.8793,-14.25,-3.55,-5.77,1.6,POL_A,93.73
2014,OUD_TREAT,GROUP_A_405_DEF,GROUP_B_405_DEF,92.676,32.403,60.273,2.8601,-0.3353,0.3808,0.4133,22.07,115.6,-0.3766,0.47,7.94,-14.92,13.09,POL_E,54.74
2023,OUD_TREAT,GROUP_A_406_DEF,GROUP_B_406_DEF,58.609,6.857,51.752,8.5473,0.1182,0.3001,0.1581,11.13,-110.95,-0.8689,8.03,-0.1,13.77,-7.18,POL_C,63.09
2023,DIABETES,GROUP_A_407_DEF,GROUP_B_407_DEF,107.654,91.727,15.927,1.1736,0.3403,0.38,0.9356,-21.22,101.22,0.4854,13.07,3.95,15.34,-11.39,POL_A,84.57
2008,CANCER_SCREEN,GROUP_A_408_DEF,GROUP_B_408_DEF,52.954,47.041,5.913,1.1257,-0.1752,0.0594,0.7826,8.87,42.79,0.025,12.17,0.05,4.53,-6.89,POL_C,63.26
2014,VACC_COVER,GROUP_A_409_DEF,GROUP_B_409_DEF,99.654,43.954,55.7,2.2672,0.2848,0.2097,0.7246,-14.42,36.42,-0.2226,14.96,11.87,-7.36,12.55,POL_B,57.2
2012,INFANT_MORT,GROUP_A_410_DEF,GROUP_B_410_DEF,72.733,119.349,-46.616,0.6094,0.2842,0.7945,0.5777,9.68,-42.32,-0.3955,-16.67,3.54,-9.28,-16.4,POL_E,94.48
2023,DIABETES,GROUP_A_411_DEF,GROUP_B_411_DEF,21.589,111.419,-89.83,0.1938,0.0693,0.6445,0.1064,16.16,-126.65,0.9394,-5.97,8.31,-6.93,19.48,POL_D,45.45
2024,MATERNAL_MORT,GROUP_A_412_DEF,GROUP_B_412_DEF,10.919,119.159,-108.24,0.0916,-0.0403,0.6215,0.7782,23.91,-148.85,0.1879,8.47,-10.62,4.45,-5.97,POL_C,28.42
2021,VACC_COVER,GROUP_A_413_DEF,GROUP_B_413_DEF,15.089,93.814,-78.725,0.1608,0.313,0.1452,0.7121,13.72,135.41,-0.3244,10.03,-6.73,-15.94,-6.73,POL_E,70.71
2008,CANCER_SCREEN,GROUP_A_414_DEF,GROUP_B_414_DEF,59.894,13.193,46.701,4.5398,-0.2375,0.4207,0.6463,-5.83,-61.92,0.1085,-5.25,9.61,8.26,4.57,POL_E,21.5
2008,DIABETES,GROUP_A_415_DEF,GROUP_B_415_DEF,40.518,25.37,15.148,1.5971,0.3059,0.1226,0.956,16.06,-80.11,0.7632,16.05,9.43,12.31,17.58,POL_E,53.24
2009,ASTHMA_ED,GROUP_A_416_DEF,GROUP_B_416_DEF,38.473,109.393,-70.92,0.3517,-0.0136,0.1647,0.3356,11.08,-28.77,0.943,-15.65,-0.33,15.18,3.01,POL_E,27.33
2012,ASTHMA_ED,GROUP_A_417_DEF,GROUP_B_417_DEF,69.428,101.954,-32.526,0.681,-0.0509,0.6879,0.8371,5.85,-42.5,-0.537,0.67,-2.69,16.07,-2.83,POL_B,9.0
2011,MATERNAL_MORT,GROUP_A_418_DEF,GROUP_B_418_DEF,67.205,87.055,-19.85,0.772,0.0825,0.5578,0.8183,-4.32,-1.81,-0.7964,-8.03,10.52,-3.75,-17.92,POL_A,54.83
2023,OUD_TREAT,GROUP_A_419_DEF,GROUP_B_419_DEF,79.439,72.315,7.124,1.0985,-0.2737,0.4623,0.864,19.98,111.98,0.526,-18.96,-0.34,12.39,12.87,POL_C,62.77
2025,MATERNAL_MORT,GROUP_A_420_DEF,GROUP_B_420_DEF,108.016,12.428,95.588,8.6913,0.2846,0.8219,0.784,0.56,-38.61,-0.8248,-6.65,-10.33,-9.08,3.79,POL_D,33.75
2019,VACC_COVER,GROUP_A_421_DEF,GROUP_B_421_DEF,107.335,9.696,97.639,11.07,-0.0217,0.7219,0.2629,-7.68,-19.33,0.3544,-10.19,-4.36,5.94,-9.36,POL_E,4.35
2014,CANCER_SCREEN,GROUP_A_422_DEF,GROUP_B_422_DEF,55.73,117.855,-62.125,0.4729,-0.0211,0.7658,0.4251,6.13,133.45,0.5354,-10.3,-7.68,4.1,-16.41,POL_C,86.92
2024,INFANT_MORT,GROUP_A_423_DEF,GROUP_B_423_DEF,75.875,96.016,-20.141,0.7902,0.1013,0.7209,0.6065,0.37,27.25,0.4518,18.5,4.0,-5.29,-0.42,POL_D,93.12
2011,ASTHMA_ED,GROUP_A_424_DEF,GROUP_B_424_DEF,34.672,46.862,-12.19,0.7399,0.2126,0.6101,0.5042,9.47,-43.4,-0.5773,17.41,-11.75,-14.11,13.71,POL_A,3.16
2023,VACC_COVER,GROUP_A_425_DEF,GROUP_B_425_DEF,22.154,20.399,1.755,1.086,0.192,0.1049,0.5368,20.19,40.83,0.7787,-1.28,-11.47,10.64,-5.33,POL_C,11.37
2013,VACC_COVER,GROUP_A_426_DEF,GROUP_B_426_DEF,51.093,113.017,-61.924,0.4521,0.032,0.3976,0.2587,-17.97,-120.0,0.1219,18.49,-9.26,-0.01,-15.99,POL_B,5.94
2012,DIABETES,GROUP_A_427_DEF,GROUP_B_427_DEF,73.079,92.537,-19.458,0.7897,0.3428,0.4952,0.1712,-23.37,-63.11,0.6585,2.14,-6.67,-6.88,-16.13,POL_A,2.57
2018,DIABETES,GROUP_A_428_DEF,GROUP_B_428_DEF,7.359,118.774,-111.415,0.062,-0.163,0.1473,0.8718,-24.97,118.94,-0.4482,3.66,-5.45,12.87,-18.01,POL_C,48.54
2020,LIFE_EXPECT,GROUP_A_429_DEF,GROUP_B_429_DEF,6.937,6.276,0.661,1.1053,-0.0592,0.633,0.4379,9.04,-137.0,0.41,12.53,-6.24,-1.89,5.75,POL_C,84.45
2008,LIFE_EXPECT,GROUP_A_430_DEF,GROUP_B_430_DEF,46.892,39.592,7.3,1.1844,0.1667,0.462,0.122,23.67,-148.7,-0.3867,7.28,2.74,-0.96,-10.53,POL_B,80.04
2013,CANCER_SCREEN,GROUP_A_431_DEF,GROUP_B_431_DEF,16.809,69.376,-52.567,0.2423,-0.1324,0.7831,0.602,6.39,-133.79,-0.7505,11.12,2.44,14.52,-10.0,POL_A,48.01
2015,MATERNAL_MORT,GROUP_A_432_DEF,GROUP_B_432_DEF,83.07,113.374,-30.304,0.7327,-0.3014,0.3458,0.3347,-23.43,-37.34,0.432,3.57,-11.05,-2.52,20.36,POL_A,74.63
2019,ASTHMA_ED,GROUP_A_433_DEF,GROUP_B_433_DEF,81.568,105.579,-24.011,0.7726,-0.2815,0.2545,0.3329,-21.44,61.13,0.9265,-6.26,11.3,2.49,0.24,POL_A,92.69
2021,ASTHMA_ED,GROUP_A_434_DEF,GROUP_B_434_DEF,64.328,100.208,-35.88,0.6419,0.2317,0.8325,0.9151,-6.27,-28.82,-0.2371,-4.56,-3.4,6.32,-3.7,POL_B,98.97
2013,LIFE_EXPECT,GROUP_A_435_DEF,GROUP_B_435_DEF,107.732,95.281,12.451,1.1307,0.3467,0.1667,0.2471,-5.92,139.23,0.0473,-3.74,-5.37,16.59,-12.06,POL_A,17.05
2011,MATERNAL_MORT,GROUP_A_436_DEF,GROUP_B_436_DEF,100.678,85.528,15.15,1.1771,0.1502,0.7779,0.4427,2.43,43.3,-0.1648,9.17,-7.75,-3.53,-18.79,POL_E,49.72
2010,VACC_COVER,GROUP_A_437_DEF,GROUP_B_437_DEF,83.886,66.381,17.505,1.2637,0.111,0.5979,0.0735,-22.41,104.76,0.3358,-17.79,-0.04,1.01,-4.04,POL_E,24.55
2009,VACC_COVER,GROUP_A_438_DEF,GROUP_B_438_DEF,64.399,59.566,4.833,1.0811,-0.2603,0.7166,0.3661,18.95,35.71,-0.3163,-11.28,6.49,7.57,-16.85,POL_B,29.85
2017,ASTHMA_ED,GROUP_A_439_DEF,GROUP_B_439_DEF,115.005,65.864,49.141,1.7461,-0.2415,0.2648,0.3718,13.9,-117.87,-0.2238,-14.67,8.52,8.04,18.27,POL_B,8.41
2011,DIABETES,GROUP_A_440_DEF,GROUP_B_440_DEF,15.404,89.639,-74.235,0.1718,-0.0494,0.8428,0.4856,-9.26,-38.32,0.0908,19.09,2.53,6.88,-8.18,POL_C,84.15
2011,CANCER_SCREEN,GROUP_A_441_DEF,GROUP_B_441_DEF,45.739,54.872,-9.133,0.8336,0.0867,0.7743,0.1934,-2.33,87.34,-0.4688,14.29,-0.36,1.05,-3.74,POL_B,8.8
2020,OUD_TREAT,GROUP_A_442_DEF,GROUP_B_442_DEF,4.26,36.507,-32.247,0.1167,0.1262,0.8279,0.2338,17.72,74.53,-0.361,-10.43,6.12,-13.44,6.29,POL_B,62.97
2020,ASTHMA_ED,GROUP_A_443_DEF,GROUP_B_443_DEF,48.353,110.262,-61.909,0.4385,0.0112,0.7945,0.7772,8.8,0.0,-0.1188,-0.55,-11.38,15.41,7.91,POL_D,96.07
2013,CANCER_SCREEN,GROUP_A_444_DEF,GROUP_B_444_DEF,110.44,51.407,59.033,2.1483,0.2763,0.1841,0.048,22.5,-148.49,0.713,-12.58,6.18,4.81,1.98,POL_A,72.72
2013,MATERNAL_MORT,GROUP_A_445_DEF,GROUP_B_445_DEF,19.685,45.125,-25.44,0.4362,0.0659,0.3121,0.8451,-11.69,100.38,-0.9845,-17.06,-4.99,-14.18,18.81,POL_D,13.83
2012,VACC_COVER,GROUP_A_446_DEF,GROUP_B_446_DEF,58.415,2.705,55.71,21.5952,0.0692,0.1918,0.7299,-13.64,-41.83,0.9956,19.35,-2.54,-10.39,9.18,POL_D,91.77
2023,MATERNAL_MORT,GROUP_A_447_DEF,GROUP_B_447_DEF,0.742,32.993,-32.251,0.0225,0.2894,0.0603,0.4457,-24.87,-101.1,0.3972,17.49,10.77,11.01,-14.81,POL_E,54.77
2017,ASTHMA_ED,GROUP_A_448_DEF,GROUP_B_448_DEF,116.0,33.366,82.634,3.4766,0.2756,0.4167,0.2113,-20.13,56.65,0.326,4.1,-10.64,15.32,-20.69,POL_B,17.13
2012,DIABETES,GROUP_A_449_DEF,GROUP_B_449_DEF,91.256,92.137,-0.881,0.9904,0.1185,0.3277,0.0353,22.71,113.79,-0.912,2.43,3.57,-8.78,-1.25,POL_E,42.44
2014,VACC_COVER,GROUP_A_450_DEF,GROUP_B_450_DEF,107.822,52.206,55.616,2.0653,0.0338,0.6126,0.9151,4.79,-8.28,0.5289,2.52,1.08,5.77,8.83,POL_A,20.8
2025,ASTHMA_ED,GROUP_A_451_DEF,GROUP_B_451_DEF,81.979,13.304,68.675,6.162,-0.0151,0.3339,0.5919,-0.1,-114.04,0.0205,-1.07,7.05,10.12,7.82,POL_A,78.46
2013,INFANT_MORT,GROUP_A_452_DEF,GROUP_B_452_DEF,33.737,43.346,-9.609,0.7783,0.2133,0.7765,0.276,-12.97,-84.22,-0.6718,2.63,-4.41,-17.24,-15.25,POL_D,30.1
2008,DIABETES,GROUP_A_453_DEF,GROUP_B_453_DEF,28.527,44.1,-15.573,0.6469,0.1942,0.123,0.4146,-3.98,-67.08,0.1971,13.87,-10.97,8.85,7.5,POL_E,6.01
2017,CANCER_SCREEN,GROUP_A_454_DEF,GROUP_B_454_DEF,40.379,43.536,-3.157,0.9275,-0.0332,0.3733,0.1011,9.24,86.73,-0.5908,9.06,0.35,-15.24,-9.8,POL_C,0.05
2025,VACC_COVER,GROUP_A_455_DEF,GROUP_B_455_DEF,34.155,47.449,-13.294,0.7198,-0.1164,0.2117,0.087,-16.48,-146.71,0.6483,17.19,3.78,-6.19,-2.9,POL_A,8.29
2023,INFANT_MORT,GROUP_A_456_DEF,GROUP_B_456_DEF,87.673,94.574,-6.901,0.927,-0.0878,0.5518,0.4689,-23.25,28.26,-0.996,-8.7,2.27,12.88,-5.11,POL_B,13.01
2024,CANCER_SCREEN,GROUP_A_457_DEF,GROUP_B_457_DEF,79.604,44.283,35.321,1.7976,-0.1705,0.7407,0.9177,-0.14,-50.49,0.1662,-8.06,5.24,-10.59,-13.82,POL_B,34.46
2016,LIFE_EXPECT,GROUP_A_458_DEF,GROUP_B_458_DEF,78.925,19.604,59.321,4.026,0.1395,0.7695,0.7682,7.05,-50.6,-0.8248,17.55,10.61,-7.61,1.71,POL_A,65.66
2021,VACC_COVER,GROUP_A_459_DEF,GROUP_B_459_DEF,0.67,60.939,-60.269,0.011,-0.1656,0.6666,0.3419,16.42,100.32,-0.103,-1.88,-5.2,-2.53,0.77,POL_D,96.68
2011,OUD_TREAT,GROUP_A_460_DEF,GROUP_B_460_DEF,28.712,76.513,-47.801,0.3753,0.0485,0.3671,0.8965,-7.86,130.29,-0.5948,15.9,-9.93,3.99,18.56,POL_B,80.5
2021,ASTHMA_ED,GROUP_A_461_DEF,GROUP_B_461_DEF,3.542,47.637,-44.095,0.0744,0.1056,0.2449,0.0312,-1.97,10.95,0.9326,-15.52,3.89,-16.73,6.2,POL_E,16.78
2022,DIABETES,GROUP_A_462_DEF,GROUP_B_462_DEF,106.449,67.833,38.616,1.5693,0.0957,0.5141,0.9611,1.52,-117.43,-0.3234,-10.52,11.68,8.79,4.14,POL_C,91.23
2016,ASTHMA_ED,GROUP_A_463_DEF,GROUP_B_463_DEF,8.985,32.822,-23.837,0.2737,0.0631,0.1459,0.0586,10.09,13.38,0.0676,-6.26,11.26,-12.93,-16.63,POL_B,74.75
2024,INFANT_MORT,GROUP_A_464_DEF,GROUP_B_464_DEF,3.712,69.861,-66.149,0.0531,0.0899,0.119,0.2607,4.19,136.36,0.1217,7.38,9.14,-15.66,14.85,POL_E,18.18
2010,LIFE_EXPECT,GROUP_A_465_DEF,GROUP_B_465_DEF,26.714,54.267,-27.553,0.4923,-0.2669,0.4865,0.5414,16.8,-108.19,0.8108,-11.49,-10.91,15.35,11.61,POL_C,85.06
2025,DIABETES,GROUP_A_466_DEF,GROUP_B_466_DEF,87.712,93.555,-5.843,0.9375,0.1093,0.7446,0.7918,-18.33,-136.83,0.6564,-6.15,9.18,10.84,-0.69,POL_C,1.67
2023,ASTHMA_ED,GROUP_A_467_DEF,GROUP_B_467_DEF,56.062,90.649,-34.587,0.6185,-0.0577,0.658,0.7861,-1.43,-85.94,0.3473,-1.32,-11.8,8.16,-1.09,POL_D,36.63
2016,INFANT_MORT,GROUP_A_468_DEF,GROUP_B_468_DEF,3.297,59.194,-55.897,0.0557,0.1092,0.0887,0.2298,10.75,-58.58,0.8072,1.81,-0.15,-3.47,9.33,POL_C,84.33
2012,INFANT_MORT,GROUP_A_469_DEF,GROUP_B_469_DEF,33.962,68.233,-34.271,0.4977,0.0943,0.3836,0.9731,-16.3,-97.77,0.678,18.95,-0.21,11.35,5.3,POL_C,60.92
2013,OUD_TREAT,GROUP_A_470_DEF,GROUP_B_470_DEF,90.472,28.329,62.143,3.1936,-0.265,0.5181,0.4429,23.76,-122.74,1.0,11.7,-0.94,11.51,-21.67,POL_D,75.66
2008,OUD_TREAT,GROUP_A_471_DEF,GROUP_B_471_DEF,110.207,82.432,27.775,1.3369,-0.3356,0.5054,0.6976,-22.63,-144.29,0.27,-16.76,-5.87,-16.76,8.63,POL_C,88.57
2014,MATERNAL_MORT,GROUP_A_472_DEF,GROUP_B_472_DEF,56.503,50.611,5.892,1.1164,-0.1251,0.7444,0.3739,18.46,43.87,0.3422,11.47,-0.55,-1.51,-15.95,POL_D,27.75
2025,DIABETES,GROUP_A_473_DEF,GROUP_B_473_DEF,110.273,65.933,44.34,1.6725,-0.1697,0.8471,0.176,-11.63,68.01,0.0094,-8.16,-8.18,3.36,-3.17,POL_E,85.67
2012,DIABETES,GROUP_A_474_DEF,GROUP_B_474_DEF,65.357,51.416,13.941,1.2711,0.0718,0.8028,0.4381,17.46,-113.48,-0.577,-1.87,-6.82,12.71,-6.53,POL_C,4.01
2024,CANCER_SCREEN,GROUP_A_475_DEF,GROUP_B_475_DEF,69.658,109.089,-39.431,0.6385,-0.2543,0.6259,0.3779,-2.36,-56.52,0.5274,-10.69,6.14,-12.39,21.07,POL_D,63.69
2018,INFANT_MORT,GROUP_A_476_DEF,GROUP_B_476_DEF,106.332,96.104,10.228,1.1064,0.2042,0.1096,0.7004,-1.89,31.17,-0.6152,2.51,5.21,-3.92,-9.21,POL_D,40.59
2018,VACC_COVER,GROUP_A_477_DEF,GROUP_B_477_DEF,62.021,100.44,-38.419,0.6175,-0.0982,0.6371,0.9137,-23.7,-93.96,0.088,19.04,-8.57,-6.83,-11.32,POL_D,66.3
2024,VACC_COVER,GROUP_A_478_DEF,GROUP_B_478_DEF,95.531,6.817,88.714,14.0136,0.2951,0.3331,0.7466,20.03,95.77,0.8293,16.78,2.59,-11.88,-18.84,POL_E,34.82
2024,ASTHMA_ED,GROUP_A_479_DEF,GROUP_B_479_DEF,84.2,21.532,62.668,3.9105,-0.1038,0.1634,0.5952,20.18,-130.05,0.9287,17.04,6.73,9.14,5.51,POL_E,86.12
2009,VACC_COVER,GROUP_A_480_DEF,GROUP_B_480_DEF,86.987,59.016,27.971,1.474,-0.264,0.1443,0.0536,-0.45,42.98,-0.4773,15.69,1.84,7.04,-20.77,POL_B,22.63
2008,OUD_TREAT,GROUP_A_481_DEF,GROUP_B_481_DEF,39.591,105.341,-65.75,0.3758,-0.0865,0.545,0.1759,-19.27,-30.6,0.7908,16.69,6.94,4.69,0.33,POL_D,58.16
2021,CANCER_SCREEN,GROUP_A_482_DEF,GROUP_B_482_DEF,80.097,34.24,45.857,2.3393,0.2371,0.6115,0.054,0.27,-108.94,-0.9193,-16.47,3.55,3.03,-11.29,POL_D,50.71
2016,CANCER_SCREEN,GROUP_A_483_DEF,GROUP_B_483_DEF,114.69,11.81,102.88,9.7113,0.1597,0.6907,0.1366,8.6,-50.11,0.0242,-2.2,10.05,-7.28,-8.76,POL_D,18.24
2022,OUD_TREAT,GROUP_A_484_DEF,GROUP_B_484_DEF,62.245,52.076,10.169,1.1953,-0.2954,0.3423,0.5504,-21.32,57.32,0.3737,4.41,3.86,-14.07,-8.6,POL_D,49.03
2015,CANCER_SCREEN,GROUP_A_485_DEF,GROUP_B_485_DEF,108.842,96.269,12.573,1.1306,0.1402,0.0902,0.4169,-1.23,9.44,-0.2307,-8.55,3.47,4.13,-10.32,POL_B,14.53
2011,ASTHMA_ED,GROUP_A_486_DEF,GROUP_B_486_DEF,112.889,10.816,102.073,10.4372,0.2286,0.3299,0.8587,23.07,-48.08,0.6583,5.44,-0.21,4.36,5.82,POL_E,80.15
2015,INFANT_MORT,GROUP_A_487_DEF,GROUP_B_487_DEF,4.592,9.56,-4.968,0.4803,-0.0407,0.8211,0.4112,9.9,13.78,-0.3139,3.77,-1.17,-15.49,-10.36,POL_E,82.42
2011,VACC_COVER,GROUP_A_488_DEF,GROUP_B_488_DEF,107.987,82.558,25.429,1.308,0.0769,0.7934,0.9466,-8.03,29.0,0.559,-11.96,7.19,1.18,-17.99,POL_A,50.38
