env_water_sample_date,env_water_waterbody_id,env_water_watershed_huc12,env_water_sample_matrix_type,env_water_parameter_code,env_water_result_value,env_water_result_unit,env_water_detection_limit,env_water_exceedance_standard_flag,env_water_impaired_water_flag,env_water_source_tracking_marker,env_water_flow_cfs_at_sample,env_water_temperature_c_water,env_water_ph_value,env_water_dissolved_oxygen_mg_l,env_water_turbidity_ntu,env_water_nitrate_mg_l,env_water_lead_ppb,env_water_algal_bloom_risk_index,env_water_sampling_program_code
2019-04-26,IN-WB-000520,599718224886,surface_water,lead,2.428,ppb,0.1,0,0,mst_wildlife,8.4,24.3,6.57,4.53,5.21,1.59,15.0,50,cpcb_river_watch
2022-02-06,IN-WB-000521,552608265315,groundwater,ph,7.777,pH,0.01,0,0,mst_human,114.5,19.0,6.74,7.9,1.74,2.04,7.1,39,state_spcb_network
2021-03-08,IN-WB-000522,949633682804,drinking_water,nitrate,2.189,mg/L,0.05,0,0,mst_human,25.8,22.3,6.96,5.37,2.8,3.23,16.0,26,state_spcb_network
2017-03-12,IN-WB-000523,431448133915,effluent,fluoride,2.567,mg/L,0.05,1,0,industrial_signature,108.3,24.7,6.94,6.55,2.18,3.6,16.6,34,jal_shakti_mission
2020-02-27,IN-WB-000524,483834251636,groundwater,nitrate,3.666,mg/L,0.05,0,0,mst_wildlife,15.8,20.3,7.39,7.81,3.93,2.65,4.3,52,state_spcb_network
2018-03-20,IN-WB-000525,843214492835,surface_water,turbidity,3.204,NTU,0.1,0,0,ag_runoff_marker,25.7,22.7,6.96,5.26,2.5,3.16,22.1,40,jal_shakti_mission
2018-08-22,IN-WB-000526,535073407797,surface_water,ammonia,1.861,mg/L,0.05,1,0,mst_wildlife,29.6,32.3,6.47,5.95,0.71,4.61,5.0,20,cpcb_river_watch
2018-01-22,IN-WB-000527,749145673271,drinking_water,nitrate,5.604,mg/L,0.05,0,0,mst_human,17.3,13.5,6.69,8.6,1.53,4.44,14.9,26,smart_city_water
2022-08-28,IN-WB-000528,041054033540,groundwater,cadmium,14.266,ppb,0.1,1,0,ag_runoff_marker,63.1,25.1,7.09,3.49,12.86,9.28,14.5,34,jal_shakti_mission
2021-04-28,IN-WB-000529,606222133399,groundwater,dissolved_oxygen,4.016,mg/L,0.05,1,0,mst_wildlife,114.4,19.3,8.1,9.07,4.28,6.26,7.7,49,citizen_science
2020-01-05,IN-WB-000530,817743841051,surface_water,dissolved_oxygen,6.178,mg/L,0.05,0,0,unknown,2.5,32.0,6.9,4.46,0.51,2.76,7.7,44,smart_city_water
2022-02-13,IN-WB-000531,087506860524,surface_water,turbidity,1.145,NTU,0.1,0,1,industrial_signature,41.8,22.9,7.87,5.68,7.14,4.54,9.2,20,cpcb_river_watch
2018-07-07,IN-WB-000532,325156552979,groundwater,e_coli,7.0,cfu/100mL,1.0,0,0,industrial_signature,9.0,17.7,6.38,7.25,1.08,3.82,8.0,66,cpcb_river_watch
2022-07-05,IN-WB-000533,815652337266,surface_water,ammonia,3.953,mg/L,0.05,1,0,unknown,1.9,22.7,5.06,7.77,5.56,3.1,5.6,29,smart_city_water
2024-12-31,IN-WB-000534,410736551218,surface_water,turbidity,1.944,NTU,0.1,0,0,mst_livestock,32.0,26.1,7.21,7.28,7.64,1.36,5.3,50,citizen_science
2020-10-20,IN-WB-000535,435142666535,groundwater,nitrate,2.46,mg/L,0.05,0,0,ag_runoff_marker,32.1,40.0,6.87,6.88,2.95,3.1,5.7,25,jal_shakti_mission
2017-10-07,IN-WB-000536,345731972288,surface_water,ammonia,1.701,mg/L,0.05,1,0,ag_runoff_marker,37.0,11.3,6.68,6.1,1.22,0.52,17.3,87,smart_city_water
2019-02-10,IN-WB-000537,490457318763,drinking_water,turbidity,3.655,NTU,0.1,0,0,mst_wildlife,28.0,16.8,6.6,9.3,1.53,6.41,2.4,66,jal_shakti_mission
2021-01-06,IN-WB-000538,668930038709,surface_water,ammonia,4.37,mg/L,0.05,1,0,mst_livestock,44.1,31.8,6.8,8.04,4.5,3.6,5.2,28,citizen_science
2019-08-12,IN-WB-000539,004864185296,drinking_water,fluoride,12.418,mg/L,0.05,1,0,mst_livestock,11.7,14.9,6.61,8.68,1.1,2.39,5.9,44,jal_shakti_mission
2017-11-25,IN-WB-000540,059093406733,surface_water,cadmium,7.195,ppb,0.1,1,0,mst_wildlife,25.5,24.1,6.67,6.13,1.71,1.94,6.3,23,smart_city_water
2021-04-09,IN-WB-000541,187991340015,surface_water,dissolved_oxygen,4.472,mg/L,0.05,1,0,ag_runoff_marker,37.7,21.1,6.35,3.07,4.1,4.59,9.1,36,cpcb_river_watch
2023-12-31,IN-WB-000542,901044544551,drinking_water,ph,7.098,pH,0.01,0,1,mst_human,67.9,20.2,5.81,8.43,1.61,11.82,2.9,50,research_partner
2023-11-03,IN-WB-000543,142993742570,groundwater,ammonia,4.918,mg/L,0.05,1,0,mst_wildlife,20.9,23.0,5.75,7.37,8.47,3.67,15.1,57,state_spcb_network
2024-11-26,IN-WB-000544,278599871721,surface_water,e_coli,12.0,cfu/100mL,1.0,0,0,mst_human,16.6,22.0,9.02,7.09,1.18,12.45,13.7,20,research_partner
2023-09-07,IN-WB-000545,076118280047,surface_water,turbidity,0.831,NTU,0.1,0,0,unknown,19.1,30.3,7.26,5.89,0.2,5.09,11.8,29,cpcb_river_watch
2017-04-19,IN-WB-000546,145315783510,effluent,nitrate,1.606,mg/L,0.05,0,0,mst_human,6.9,32.0,8.37,6.24,1.46,1.43,6.4,59,state_spcb_network
2017-12-25,IN-WB-000547,758957681487,surface_water,dissolved_oxygen,5.753,mg/L,0.05,0,0,mst_livestock,40.2,26.6,7.18,5.84,3.48,4.02,4.4,66,citizen_science
2019-08-14,IN-WB-000548,904432479972,surface_water,ph,6.75,pH,0.01,0,0,mst_livestock,5.4,22.6,7.2,6.87,5.42,3.71,5.9,28,citizen_science
2025-03-02,IN-WB-000549,528750824374,surface_water,dissolved_oxygen,6.804,mg/L,0.05,0,0,mst_livestock,28.6,25.6,7.51,4.98,1.96,1.43,7.7,59,smart_city_water
2017-11-14,IN-WB-000550,265046452863,drinking_water,nitrate,2.572,mg/L,0.05,0,0,ag_runoff_marker,21.7,28.8,7.75,8.02,2.18,1.96,11.8,20,research_partner
2017-12-07,IN-WB-000551,299318249879,surface_water,dissolved_oxygen,7.606,mg/L,0.05,0,0,ag_runoff_marker,5.0,30.0,6.43,10.06,2.65,1.93,7.0,37,jal_shakti_mission
2020-09-02,IN-WB-000552,894695336751,surface_water,dissolved_oxygen,5.876,mg/L,0.05,0,0,mst_human,5.2,26.2,7.03,5.84,10.95,2.95,9.5,21,cpcb_river_watch
2017-12-15,IN-WB-000553,342462738214,surface_water,fluoride,4.017,mg/L,0.05,1,0,mst_livestock,9.3,33.2,7.51,4.25,3.68,2.17,5.5,35,cpcb_river_watch
2022-09-06,IN-WB-000554,753983461096,drinking_water,lead,5.786,ppb,0.1,0,0,industrial_signature,14.7,20.3,5.95,6.64,1.83,3.37,9.0,76,citizen_science
2018-09-30,IN-WB-000555,340881266440,surface_water,nitrate,1.233,mg/L,0.05,0,0,mst_wildlife,76.1,30.8,8.21,7.3,14.03,3.84,6.2,41,cpcb_river_watch
2018-02-05,IN-WB-000556,120760672195,groundwater,nitrate,1.859,mg/L,0.05,0,0,mst_livestock,18.2,28.2,8.04,7.53,2.74,7.49,8.9,37,citizen_science
2023-06-22,IN-WB-000557,804090584985,surface_water,fluoride,0.876,mg/L,0.05,0,0,ag_runoff_marker,32.8,20.3,5.83,9.36,0.52,4.22,2.1,32,research_partner
2021-05-02,IN-WB-000558,505813280421,surface_water,dissolved_oxygen,9.004,mg/L,0.05,0,1,mst_human,62.8,25.4,6.68,8.11,0.9,1.55,10.4,37,jal_shakti_mission
2018-01-03,IN-WB-000559,263158837657,effluent,ammonia,3.003,mg/L,0.05,1,0,mst_livestock,52.8,25.8,7.37,3.9,4.25,14.72,10.8,27,research_partner
2023-07-19,IN-WB-000560,605600065506,drinking_water,lead,4.68,ppb,0.1,0,0,mst_human,20.0,23.1,7.89,4.82,0.66,1.56,10.7,44,jal_shakti_mission
2024-07-03,IN-WB-000561,181293499735,surface_water,e_coli,17.0,cfu/100mL,1.0,0,0,mst_wildlife,10.6,23.1,8.37,7.45,4.05,1.99,3.7,41,state_spcb_network
2020-10-20,IN-WB-000562,032879620263,groundwater,fluoride,0.489,mg/L,0.05,0,0,mst_human,31.5,14.9,6.85,6.07,1.46,4.38,4.5,34,smart_city_water
2019-06-23,IN-WB-000563,107060314814,drinking_water,ph,8.261,pH,0.01,0,0,mst_wildlife,10.8,19.9,8.94,9.22,6.97,27.56,4.0,32,citizen_science
2020-01-02,IN-WB-000564,565216462350,groundwater,lead,20.813,ppb,0.1,1,0,mst_livestock,102.9,22.6,7.27,5.3,3.11,3.75,9.3,45,cpcb_river_watch
2025-09-29,IN-WB-000565,067856319797,groundwater,cadmium,8.805,ppb,0.1,1,0,ag_runoff_marker,43.9,20.6,7.14,8.34,0.73,1.63,11.7,29,jal_shakti_mission
2017-07-05,IN-WB-000566,545359363850,surface_water,lead,10.213,ppb,0.1,0,0,industrial_signature,24.2,18.9,7.69,5.76,5.65,0.73,4.5,38,research_partner
2024-11-23,IN-WB-000567,119659349766,surface_water,dissolved_oxygen,4.725,mg/L,0.05,1,0,mst_livestock,31.9,30.4,7.52,7.22,8.09,0.69,18.6,34,citizen_science
2023-06-25,IN-WB-000568,487727484287,surface_water,ammonia,1.178,mg/L,0.05,1,1,mst_wildlife,23.6,23.4,7.48,5.48,0.98,2.74,18.4,2,citizen_science
2025-03-22,IN-WB-000569,160475882135,groundwater,fluoride,0.829,mg/L,0.05,0,1,ag_runoff_marker,14.4,37.0,8.7,7.69,1.43,4.2,8.1,57,citizen_science
2018-08-17,IN-WB-000570,955554908739,effluent,lead,7.295,ppb,0.1,0,0,unknown,31.5,25.3,7.47,8.52,4.06,0.87,9.6,9,research_partner
2025-04-28,IN-WB-000571,158234438519,drinking_water,arsenic,17.162,ppb,0.1,1,1,unknown,16.1,30.2,6.61,7.2,4.69,3.25,2.3,10,cpcb_river_watch
2021-04-15,IN-WB-000572,149694018181,surface_water,fluoride,2.079,mg/L,0.05,1,1,unknown,114.8,22.8,6.71,9.85,17.86,0.95,5.1,58,cpcb_river_watch
2019-03-04,IN-WB-000573,471784354464,drinking_water,e_coli,33.0,cfu/100mL,1.0,0,0,mst_livestock,10.8,20.0,8.33,5.65,5.54,1.3,3.1,22,cpcb_river_watch
2023-07-29,IN-WB-000574,496486298335,drinking_water,ph,7.987,pH,0.01,0,1,mst_human,31.8,25.6,7.78,6.96,18.55,4.51,3.9,5,state_spcb_network
2017-12-21,IN-WB-000575,470199945317,surface_water,lead,2.62,ppb,0.1,0,0,industrial_signature,9.9,31.8,6.21,8.15,2.76,1.49,10.6,66,smart_city_water
2017-04-16,IN-WB-000576,422243981776,surface_water,nitrate,9.894,mg/L,0.05,0,0,ag_runoff_marker,9.8,23.5,6.18,5.28,3.69,7.75,12.5,31,citizen_science
2018-02-22,IN-WB-000577,777403515359,groundwater,ph,8.094,pH,0.01,0,0,industrial_signature,4.0,26.7,7.32,6.9,1.73,1.7,12.9,64,jal_shakti_mission
2018-10-04,IN-WB-000578,608873827986,groundwater,fluoride,3.895,mg/L,0.05,1,0,ag_runoff_marker,29.1,25.5,7.73,7.86,1.79,6.6,8.8,26,cpcb_river_watch
2023-03-03,IN-WB-000579,924607667174,surface_water,turbidity,5.693,NTU,0.1,1,0,mst_livestock,12.4,23.4,6.83,8.29,3.06,16.65,10.7,12,jal_shakti_mission
2018-07-19,IN-WB-000580,594121442630,surface_water,nitrate,5.364,mg/L,0.05,0,0,mst_wildlife,53.3,23.7,6.12,8.63,1.71,1.5,2.4,36,research_partner
2020-07-26,IN-WB-000581,742357099195,groundwater,cadmium,10.023,ppb,0.1,1,0,mst_livestock,29.1,18.0,6.51,5.41,0.35,19.55,3.0,20,smart_city_water
2023-02-15,IN-WB-000582,373886571766,groundwater,lead,22.193,ppb,0.1,1,0,unknown,23.0,23.9,8.45,7.26,1.59,2.75,6.4,49,smart_city_water
2021-10-17,IN-WB-000583,373668004173,groundwater,arsenic,5.948,ppb,0.1,0,0,mst_wildlife,5.6,27.9,7.65,4.7,6.43,1.64,11.2,54,jal_shakti_mission
2024-02-04,IN-WB-000584,652573762314,drinking_water,lead,11.283,ppb,0.1,0,1,industrial_signature,34.0,25.8,8.0,5.64,2.88,2.15,5.4,59,research_partner
2017-09-15,IN-WB-000585,856651664766,surface_water,ammonia,6.856,mg/L,0.05,1,1,mst_livestock,11.1,25.1,8.12,6.52,2.89,1.97,2.9,36,research_partner
2023-11-06,IN-WB-000586,734878020942,surface_water,cadmium,1.241,ppb,0.1,0,0,mst_human,5.5,28.4,6.86,8.63,1.48,8.34,4.6,67,state_spcb_network
2021-05-15,IN-WB-000587,832776362199,drinking_water,lead,11.096,ppb,0.1,0,0,mst_human,29.6,25.2,7.04,7.64,3.55,7.8,3.8,25,citizen_science
2022-10-27,IN-WB-000588,740615883337,groundwater,arsenic,13.561,ppb,0.1,1,0,industrial_signature,6.5,24.1,7.18,6.86,10.25,7.73,2.2,44,cpcb_river_watch
2019-11-13,IN-WB-000589,685869159678,effluent,ammonia,0.822,mg/L,0.05,0,0,mst_wildlife,3.1,28.4,7.59,7.52,8.34,0.96,35.1,40,research_partner
2023-12-26,IN-WB-000590,072925807608,groundwater,arsenic,9.947,ppb,0.1,0,0,unknown,64.5,24.8,8.06,7.63,3.64,3.16,17.5,78,cpcb_river_watch
2023-02-11,IN-WB-000591,591934323157,groundwater,fluoride,1.56,mg/L,0.05,1,1,mst_human,12.1,22.6,8.61,7.39,1.37,0.79,1.9,64,cpcb_river_watch
2024-02-08,IN-WB-000592,022742870234,drinking_water,fluoride,3.589,mg/L,0.05,1,0,mst_human,4.2,26.8,7.87,5.88,11.18,6.1,1.9,43,jal_shakti_mission
2021-06-29,IN-WB-000593,633191298560,surface_water,arsenic,7.641,ppb,0.1,0,0,mst_livestock,8.4,23.8,7.88,5.27,6.34,1.85,4.2,46,citizen_science
2021-09-08,IN-WB-000594,271793114832,drinking_water,cadmium,4.21,ppb,0.1,0,0,ag_runoff_marker,10.5,22.3,8.65,6.44,0.83,4.07,2.6,70,cpcb_river_watch
2017-02-18,IN-WB-000595,001915605860,surface_water,cadmium,17.757,ppb,0.1,1,0,industrial_signature,56.2,24.9,7.16,5.53,0.67,1.82,39.2,28,jal_shakti_mission
2017-06-17,IN-WB-000596,807475708878,surface_water,arsenic,6.093,ppb,0.1,0,1,mst_human,4.5,25.0,8.13,7.79,0.87,0.67,4.2,5,smart_city_water
2022-01-28,IN-WB-000597,895265721005,surface_water,fluoride,3.284,mg/L,0.05,1,0,mst_livestock,6.0,17.4,7.7,9.25,1.83,5.52,9.5,25,research_partner
2022-08-31,IN-WB-000598,466571918907,drinking_water,arsenic,20.488,ppb,0.1,1,0,mst_wildlife,48.5,26.0,7.73,7.7,5.59,5.87,5.2,35,jal_shakti_mission
2018-01-27,IN-WB-000599,183126072747,effluent,e_coli,10.0,cfu/100mL,1.0,0,1,ag_runoff_marker,13.4,35.1,7.15,3.9,5.49,3.04,3.3,66,state_spcb_network
2025-01-29,IN-WB-000600,161421130090,surface_water,turbidity,2.736,NTU,0.1,0,1,mst_human,24.7,18.1,6.32,5.79,3.57,0.5,15.4,61,jal_shakti_mission
2020-02-03,IN-WB-000601,005553529425,groundwater,dissolved_oxygen,5.807,mg/L,0.05,0,0,industrial_signature,12.9,21.0,7.54,6.83,2.43,4.95,11.7,41,cpcb_river_watch
2021-07-15,IN-WB-000602,601069524700,effluent,nitrate,2.247,mg/L,0.05,0,0,mst_livestock,123.8,40.0,7.54,4.5,18.12,1.51,7.1,50,state_spcb_network
2021-09-24,IN-WB-000603,645928591982,groundwater,fluoride,12.296,mg/L,0.05,1,1,mst_wildlife,6.3,19.1,6.9,6.85,2.79,4.11,39.1,29,citizen_science
2020-12-20,IN-WB-000604,035291290759,drinking_water,arsenic,11.243,ppb,0.1,1,1,mst_livestock,25.9,31.7,7.23,7.55,2.54,1.84,8.7,80,cpcb_river_watch
2017-08-17,IN-WB-000605,762590826319,surface_water,dissolved_oxygen,6.939,mg/L,0.05,0,0,unknown,77.7,22.6,6.68,9.05,1.81,1.99,5.4,64,state_spcb_network
2022-07-25,IN-WB-000606,265209629206,surface_water,cadmium,11.785,ppb,0.1,1,1,industrial_signature,14.3,24.4,6.69,9.71,15.95,4.05,28.2,43,jal_shakti_mission
2025-11-27,IN-WB-000607,250294991625,surface_water,arsenic,11.036,ppb,0.1,1,1,industrial_signature,10.2,23.2,6.96,4.89,4.84,1.41,9.8,41,cpcb_river_watch
2017-12-18,IN-WB-000608,600543707069,effluent,ammonia,0.757,mg/L,0.05,0,0,ag_runoff_marker,40.1,26.6,6.37,6.61,1.19,2.38,23.1,55,jal_shakti_mission
2023-03-23,IN-WB-000609,534753583731,drinking_water,cadmium,40.761,ppb,0.1,1,0,mst_human,49.6,14.5,6.89,6.63,1.08,4.09,7.2,41,research_partner
2017-08-22,IN-WB-000610,873632805021,drinking_water,turbidity,0.842,NTU,0.1,0,0,ag_runoff_marker,9.8,25.1,7.8,5.66,0.71,15.38,0.9,9,citizen_science
2017-09-23,IN-WB-000611,317530803149,groundwater,arsenic,27.462,ppb,0.1,1,0,mst_livestock,74.9,21.6,8.32,6.96,2.52,2.56,2.5,70,state_spcb_network
2019-05-08,IN-WB-000612,837903173038,drinking_water,arsenic,12.586,ppb,0.1,1,0,mst_wildlife,21.0,12.8,8.75,6.67,0.82,5.32,15.8,63,smart_city_water
2023-06-20,IN-WB-000613,908881953320,drinking_water,e_coli,28.0,cfu/100mL,1.0,0,0,mst_human,31.7,30.7,7.02,7.78,1.07,1.06,4.9,49,citizen_science
2018-05-14,IN-WB-000614,439556353542,groundwater,turbidity,2.129,NTU,0.1,0,0,industrial_signature,76.7,11.4,8.14,8.97,6.39,10.55,8.8,34,smart_city_water
2019-05-27,IN-WB-000615,399736142707,drinking_water,turbidity,21.848,NTU,0.1,1,1,mst_livestock,40.1,36.9,7.54,7.01,5.54,1.42,16.3,42,jal_shakti_mission
2026-01-03,IN-WB-000616,447594624471,surface_water,fluoride,4.15,mg/L,0.05,1,0,mst_wildlife,20.1,27.7,7.13,6.02,8.96,2.45,8.4,0,state_spcb_network
2023-03-09,IN-WB-000617,865985379123,surface_water,cadmium,8.268,ppb,0.1,1,0,ag_runoff_marker,11.0,15.8,7.58,5.16,0.84,4.09,4.0,22,state_spcb_network
2017-04-09,IN-WB-000618,189100009509,surface_water,ph,7.079,pH,0.01,0,0,industrial_signature,229.9,32.0,8.07,10.07,1.22,1.46,7.3,74,jal_shakti_mission
2021-07-03,IN-WB-000619,702623358544,surface_water,turbidity,1.609,NTU,0.1,0,0,mst_wildlife,9.9,19.5,6.95,8.25,1.64,6.45,8.0,51,smart_city_water
2020-11-12,IN-WB-000620,364886894137,surface_water,lead,8.461,ppb,0.1,0,0,ag_runoff_marker,26.7,19.8,6.94,7.44,10.1,1.6,5.6,7,citizen_science
2023-07-21,IN-WB-000621,196688439930,surface_water,turbidity,1.291,NTU,0.1,0,0,mst_livestock,31.8,13.2,7.01,6.53,2.86,5.28,2.8,27,research_partner
2026-02-07,IN-WB-000622,834707983552,surface_water,dissolved_oxygen,7.452,mg/L,0.05,0,1,mst_wildlife,33.2,18.8,6.86,9.38,11.68,6.39,5.8,7,citizen_science
2025-01-30,IN-WB-000623,623363855233,drinking_water,arsenic,5.197,ppb,0.1,0,1,mst_human,136.3,19.5,8.14,6.54,4.49,4.32,6.9,28,smart_city_water
2018-06-08,IN-WB-000624,444379068015,groundwater,dissolved_oxygen,7.907,mg/L,0.05,0,0,mst_human,21.0,28.9,6.77,4.06,2.48,4.79,2.7,39,cpcb_river_watch
2022-12-06,IN-WB-000625,564328425055,surface_water,nitrate,5.408,mg/L,0.05,0,1,mst_livestock,18.4,31.0,6.89,7.22,4.3,20.59,3.9,71,smart_city_water
2024-04-01,IN-WB-000626,356360879571,surface_water,ph,7.367,pH,0.01,0,0,ag_runoff_marker,81.2,16.6,7.52,4.84,0.68,3.79,4.5,56,cpcb_river_watch
2019-05-06,IN-WB-000627,730100923952,groundwater,nitrate,4.08,mg/L,0.05,0,0,industrial_signature,17.8,25.6,7.46,7.23,0.53,2.97,2.0,37,cpcb_river_watch
2023-03-07,IN-WB-000628,757677691764,surface_water,dissolved_oxygen,7.383,mg/L,0.05,0,0,unknown,44.2,13.0,7.01,8.95,3.34,3.56,8.1,37,research_partner
2020-12-03,IN-WB-000629,576164640008,surface_water,ph,6.523,pH,0.01,0,0,unknown,23.9,25.6,8.48,4.12,2.75,7.52,8.7,28,research_partner
2018-04-26,IN-WB-000630,854314562842,groundwater,cadmium,27.445,ppb,0.1,1,0,unknown,46.0,37.0,6.86,5.36,12.77,17.52,5.0,62,citizen_science
2025-02-18,IN-WB-000631,639063397922,groundwater,nitrate,2.273,mg/L,0.05,0,0,industrial_signature,38.6,13.3,7.18,8.18,0.9,2.38,2.8,64,smart_city_water
2021-07-24,IN-WB-000632,375858060767,surface_water,ammonia,4.423,mg/L,0.05,1,0,mst_human,14.0,17.9,5.95,6.0,3.66,1.31,9.8,18,citizen_science
2017-11-25,IN-WB-000633,873447547350,surface_water,turbidity,4.85,NTU,0.1,0,0,mst_human,3.8,28.4,7.09,7.46,4.74,6.89,10.8,11,jal_shakti_mission
2025-11-29,IN-WB-000634,702004526832,groundwater,dissolved_oxygen,3.015,mg/L,0.05,1,1,ag_runoff_marker,4.5,29.1,6.37,7.47,3.58,0.91,7.9,36,smart_city_water
2022-06-01,IN-WB-000635,399010541378,drinking_water,nitrate,1.716,mg/L,0.05,0,0,ag_runoff_marker,3.8,18.4,6.66,8.22,6.55,3.34,7.6,38,research_partner
2018-02-21,IN-WB-000636,181181664007,surface_water,fluoride,4.895,mg/L,0.05,1,0,mst_human,18.5,32.8,5.93,5.77,1.64,3.47,11.2,47,citizen_science
2025-08-21,IN-WB-000637,969832750456,drinking_water,fluoride,2.839,mg/L,0.05,1,0,ag_runoff_marker,2.4,19.1,6.68,2.72,5.29,2.49,6.9,12,cpcb_river_watch
2023-04-21,IN-WB-000638,330790609955,surface_water,ammonia,4.403,mg/L,0.05,1,0,mst_livestock,17.4,34.0,7.25,7.43,4.26,2.61,3.9,29,cpcb_river_watch
2019-08-03,IN-WB-000639,545119705903,drinking_water,lead,8.712,ppb,0.1,0,0,ag_runoff_marker,22.7,26.8,7.13,4.29,6.91,0.72,7.0,41,jal_shakti_mission
2022-08-15,IN-WB-000640,745178102687,effluent,ph,8.138,pH,0.01,0,0,mst_human,43.4,31.6,7.01,8.3,1.81,1.36,5.6,28,smart_city_water
2023-06-09,IN-WB-000641,576499492169,surface_water,cadmium,8.845,ppb,0.1,1,0,ag_runoff_marker,31.6,26.2,7.07,6.73,1.05,5.75,7.0,57,jal_shakti_mission
2019-09-07,IN-WB-000642,597012722742,surface_water,turbidity,8.493,NTU,0.1,1,0,mst_human,45.2,27.9,6.95,6.33,1.64,0.53,13.7,76,jal_shakti_mission
2021-07-15,IN-WB-000643,095539347914,surface_water,ph,6.812,pH,0.01,0,0,mst_human,29.2,28.3,7.28,7.9,1.16,2.54,3.2,32,smart_city_water
2024-04-08,IN-WB-000644,771510405644,surface_water,turbidity,2.454,NTU,0.1,0,1,unknown,15.0,30.9,7.22,4.01,1.73,2.12,8.4,58,state_spcb_network
2020-12-22,IN-WB-000645,873085973958,groundwater,nitrate,1.794,mg/L,0.05,0,0,mst_wildlife,18.3,23.8,7.49,6.48,2.08,0.55,3.1,36,smart_city_water
2025-03-31,IN-WB-000646,223716359742,drinking_water,lead,10.719,ppb,0.1,0,0,mst_human,9.3,18.6,7.16,7.52,1.31,10.53,3.9,25,jal_shakti_mission
2024-08-15,IN-WB-000647,852827972402,effluent,arsenic,6.719,ppb,0.1,0,0,mst_wildlife,24.7,23.5,7.0,7.2,2.74,1.19,22.2,29,citizen_science
2020-06-04,IN-WB-000648,796512809114,surface_water,dissolved_oxygen,6.179,mg/L,0.05,0,0,ag_runoff_marker,4.8,20.0,7.84,6.02,1.06,4.22,10.2,56,state_spcb_network
2021-08-05,IN-WB-000649,027737051510,groundwater,cadmium,4.986,ppb,0.1,0,0,mst_human,52.4,20.4,7.72,6.03,2.56,1.87,8.3,30,citizen_science
2021-05-06,IN-WB-000650,212985925527,groundwater,ammonia,1.969,mg/L,0.05,1,0,unknown,8.5,33.9,7.28,9.27,1.83,1.38,2.3,34,jal_shakti_mission
2018-01-25,IN-WB-000651,371627858584,surface_water,lead,8.108,ppb,0.1,0,1,unknown,23.1,27.7,8.14,8.26,2.47,2.25,6.3,21,jal_shakti_mission
2019-04-30,IN-WB-000652,185252966947,drinking_water,cadmium,1.984,ppb,0.1,0,0,ag_runoff_marker,26.8,27.5,7.36,5.74,3.72,2.04,1.7,53,jal_shakti_mission
2019-03-30,IN-WB-000653,791120458848,groundwater,nitrate,0.543,mg/L,0.05,0,0,ag_runoff_marker,57.2,30.4,7.19,8.96,1.95,2.34,7.6,50,citizen_science
2017-01-12,IN-WB-000654,704983624425,drinking_water,nitrate,2.833,mg/L,0.05,0,0,ag_runoff_marker,4.4,27.7,7.25,8.01,1.46,1.45,3.1,68,cpcb_river_watch
2023-07-13,IN-WB-000655,441064346035,surface_water,e_coli,2.0,cfu/100mL,1.0,0,1,mst_wildlife,15.0,35.2,7.42,7.58,1.61,1.21,10.9,53,smart_city_water
2024-04-08,IN-WB-000656,534846257598,surface_water,ammonia,2.375,mg/L,0.05,1,0,unknown,32.9,11.4,6.66,7.64,6.16,6.07,8.3,49,research_partner
2022-12-17,IN-WB-000657,027616017501,groundwater,e_coli,17.0,cfu/100mL,1.0,0,1,mst_livestock,97.1,18.0,5.99,4.97,7.55,2.73,3.2,52,cpcb_river_watch
2017-01-11,IN-WB-000658,806587724254,surface_water,arsenic,11.934,ppb,0.1,1,0,industrial_signature,19.4,19.8,7.5,9.21,1.8,2.59,9.7,37,smart_city_water
2018-05-05,IN-WB-000659,516795352940,drinking_water,cadmium,5.102,ppb,0.1,1,0,industrial_signature,11.8,15.7,7.88,8.32,2.4,1.33,32.0,44,cpcb_river_watch
2023-05-09,IN-WB-000660,086218924129,surface_water,fluoride,8.155,mg/L,0.05,1,0,ag_runoff_marker,124.5,24.7,6.6,7.19,0.7,9.58,6.4,59,smart_city_water
2025-01-07,IN-WB-000661,196470719508,surface_water,ammonia,4.922,mg/L,0.05,1,0,mst_human,41.4,25.0,8.05,7.19,2.35,2.53,13.7,27,state_spcb_network
2025-08-30,IN-WB-000662,995123274195,surface_water,turbidity,0.811,NTU,0.1,0,0,unknown,69.1,35.9,6.15,6.65,0.85,0.6,1.7,73,citizen_science
2022-08-19,IN-WB-000663,420058021959,surface_water,lead,6.692,ppb,0.1,0,0,industrial_signature,6.8,29.4,6.91,5.89,1.84,3.39,10.3,53,research_partner
2025-01-13,IN-WB-000664,411820688435,surface_water,e_coli,96.0,cfu/100mL,1.0,0,0,mst_wildlife,32.1,21.0,8.49,7.66,6.44,1.47,5.0,78,state_spcb_network
2020-02-21,IN-WB-000665,952443479039,effluent,cadmium,5.011,ppb,0.1,1,0,mst_wildlife,7.6,27.0,7.55,5.53,0.82,5.63,6.1,21,state_spcb_network
2024-09-24,IN-WB-000666,123886140740,surface_water,fluoride,2.619,mg/L,0.05,1,0,ag_runoff_marker,6.2,13.0,7.09,7.04,1.32,6.24,11.2,21,smart_city_water
2023-05-18,IN-WB-000667,950672347595,surface_water,lead,21.821,ppb,0.1,1,0,mst_wildlife,33.9,24.9,7.48,6.96,1.33,5.69,6.2,49,jal_shakti_mission
