soc_access_service_date,soc_access_benefit_delivery_method,soc_access_eload_card_transactions_count,soc_access_eload_card_spend_usd,soc_access_authorized_retailer_density,soc_access_caseworker_caseload_avg,soc_access_appointment_no_show_rate,soc_access_document_verification_time_days,soc_access_language_service_request_count,soc_access_disability_accommodation_count,soc_access_office_distance_miles_avg,soc_access_mobile_office_visits_count,soc_access_website_uptime_pct,soc_access_application_completion_rate,soc_access_benefit_error_rate,soc_access_grievance_filed_count,soc_access_grievance_resolution_days,soc_access_client_satisfaction_score,soc_access_cross_program_referral_rate,soc_access_service_gap_index
2021-05-18,IN_PERSON_PICKUP,2117093,178555612.41,0.1439,417.15,12.434,54.6,2715,954,12.498,1529,99.3013,57.9,7.869,2150,25.63,3.545,44.54,0.1847
2021-05-19,DIRECT_DEPOSIT,1270650,95512536.1,10.6313,266.47,4.281,32.4,6365,14516,23.578,2531,89.8974,67.64,8.139,6012,105.19,5.789,45.66,0.2661
2021-05-20,DIRECT_DEPOSIT,2072910,12796862.26,12.2752,42.14,22.499,46.44,18920,9622,29.985,4948,94.7035,35.64,2.478,4185,48.2,3.227,52.52,0.8552
2021-05-21,EBT_CARD,2087368,63773891.17,13.8534,19.55,9.849,2.46,9990,13473,29.073,2053,85.5406,35.41,7.284,1073,23.09,9.897,48.69,0.0172
2021-05-22,EBT_CARD,1210062,36528955.64,20.7523,583.62,37.059,10.87,7978,6496,31.366,4972,86.4847,21.64,6.316,3157,109.86,0.154,42.94,0.9678
2021-05-23,DIRECT_DEPOSIT,1975090,11183892.74,8.642,178.42,18.098,1.3,518,3866,15.855,4487,92.3318,44.17,11.211,6123,8.35,0.42,83.92,0.5644
2021-05-24,EBT_CARD,432847,15262391.76,9.7813,493.84,30.122,24.24,21694,172,30.89,2632,91.0369,47.08,2.338,5695,109.92,2.642,71.49,0.0236
2021-05-25,EBT_CARD,1388244,10735343.75,6.218,357.07,36.607,15.51,13004,3390,7.519,5926,94.002,35.21,6.989,3396,18.28,7.153,13.7,0.1592
2021-05-26,EBT_CARD,622462,45216646.13,16.361,94.5,19.354,5.2,23041,15640,5.436,4938,90.3061,71.07,3.45,330,26.04,6.639,80.55,0.8643
2021-05-27,EBT_CARD,80956,5255466.75,4.3266,76.01,10.252,32.33,3555,1921,14.938,1841,94.6922,72.43,7.973,2566,98.79,4.383,35.51,0.3718
2021-05-28,DIRECT_DEPOSIT,962874,49271166.32,19.5023,487.31,21.949,25.31,11142,1794,8.396,1534,85.7813,77.98,0.341,1092,20.58,6.035,13.21,0.4024
2021-05-29,EBT_CARD,720948,38938993.36,21.1577,444.35,29.465,35.26,16982,14923,23.003,3807,91.0624,83.04,4.127,913,5.13,9.138,85.44,0.134
2021-05-30,DIRECT_DEPOSIT,1363516,67181815.02,24.5548,402.66,20.123,51.41,21161,16126,39.023,3993,92.6275,48.94,2.358,2061,20.97,4.775,72.56,0.4758
2021-05-31,EBT_CARD,2089219,48279182.95,17.2626,386.59,12.248,6.35,6406,14352,17.674,1299,90.4346,40.74,4.136,2508,10.2,4.852,28.16,0.0673
2021-06-01,EBT_CARD,756555,20639928.02,5.6616,416.31,15.393,19.81,11375,11775,42.138,5097,94.3407,39.2,8.354,7850,50.34,7.183,79.74,0.2018
2021-06-02,MOBILE_WALLET,1970588,120421344.06,2.4534,445.77,24.931,42.69,8188,4965,32.344,1711,94.8748,92.41,8.961,5751,107.17,4.264,4.4,0.9244
2021-06-03,MOBILE_WALLET,2455063,128699132.95,11.65,194.06,34.331,9.79,23518,11431,43.924,779,96.0589,45.24,1.135,7909,5.32,5.537,70.94,0.7666
2021-06-04,CHECK,1236041,63817205.15,20.255,571.69,17.125,2.02,2088,17014,24.283,4525,88.752,96.78,2.734,1934,0.45,0.83,1.63,0.0633
2021-06-05,EBT_CARD,971181,68109000.72,9.5374,7.2,25.341,46.21,12084,14911,1.654,3508,91.7991,28.7,2.672,5995,41.21,0.013,97.09,0.873
2021-06-06,DIRECT_DEPOSIT,2102473,151666243.0,22.0303,586.24,16.044,29.7,17014,15846,1.986,4050,94.0902,64.55,4.804,5203,36.22,7.231,49.47,0.6029
2021-06-07,DIRECT_DEPOSIT,1994062,158437978.91,19.3155,10.11,23.914,49.97,24075,4624,6.29,4874,98.7863,62.99,9.556,4654,49.14,8.4,21.76,0.2641
2021-06-08,DIRECT_DEPOSIT,1453065,75225829.45,17.851,487.84,4.358,36.19,9512,2071,35.154,2837,91.4724,93.12,4.242,1883,110.29,4.437,16.81,0.5051
2021-06-09,EBT_CARD,1455752,86690988.24,21.9075,62.5,13.438,27.03,639,3872,10.082,317,99.8265,42.56,6.909,4966,48.43,4.962,62.61,0.811
2021-06-10,EBT_CARD,1921636,30757354.42,15.9176,537.81,20.361,45.34,9882,7184,17.166,2889,86.4636,78.13,6.754,3775,50.48,9.2,92.76,0.5601
2021-06-11,DIRECT_DEPOSIT,2303509,157883306.5,24.0517,467.67,9.597,39.2,775,17328,42.194,1960,94.2467,70.56,0.673,5672,51.09,9.795,58.88,0.8797
2021-06-12,EBT_CARD,339816,25007300.55,22.8042,466.99,39.088,1.71,22175,11558,11.372,2540,93.6278,32.41,7.078,7791,63.56,6.213,93.24,0.5828
2021-06-13,DIRECT_DEPOSIT,636518,29347027.58,13.4034,246.58,36.648,23.67,9470,8489,40.1,5953,90.6039,10.5,6.121,231,83.91,0.41,76.83,0.1481
2021-06-14,MOBILE_WALLET,1894148,58066495.71,19.357,282.87,4.004,24.06,17502,18070,9.817,5634,86.894,36.18,6.114,52,98.09,7.957,20.26,0.4054
2021-06-15,MOBILE_WALLET,336247,25915654.02,16.8954,223.54,41.594,21.24,14777,15178,12.232,4007,87.0731,91.98,8.237,1919,76.4,9.118,72.99,0.5962
2021-06-16,DIRECT_DEPOSIT,355408,17207495.96,0.6758,142.48,1.176,52.19,2974,1975,25.385,4321,95.1442,88.14,3.548,4090,111.77,6.283,48.44,0.2712
2021-06-17,CHECK,2383736,144941928.79,3.9846,359.69,8.946,36.32,22745,4538,43.39,5907,94.0853,80.81,0.999,3496,47.4,2.185,97.71,0.8982
2021-06-18,EBT_CARD,917639,16049854.8,0.4273,530.23,23.036,44.18,15867,14928,23.89,3644,86.0024,19.93,3.015,2433,62.53,5.156,5.92,0.4084
2021-06-19,MOBILE_WALLET,603201,25647266.4,18.8958,294.23,21.486,4.79,21055,17650,21.276,5818,92.4045,75.45,6.581,4955,13.63,0.005,50.5,0.7842
2021-06-20,DIRECT_DEPOSIT,925816,21192177.1,24.2861,345.65,31.791,38.75,17635,13567,17.306,4079,96.7286,89.99,8.999,5454,58.47,8.479,97.4,0.7502
2021-06-21,DIRECT_DEPOSIT,879502,5651940.08,11.4853,479.44,25.871,31.92,11657,3195,37.769,2372,86.2577,88.47,3.428,5928,108.0,1.677,66.3,0.1776
2021-06-22,MOBILE_WALLET,2326682,90126304.09,7.8637,414.86,25.375,38.04,23658,1430,26.39,2349,98.3468,49.89,3.874,239,85.46,7.95,27.04,0.0488
2021-06-23,MOBILE_WALLET,2185085,54506011.93,10.0599,87.95,40.909,17.99,15166,6824,38.205,1015,85.6839,77.9,4.672,2033,101.37,7.164,16.19,0.7565
2021-06-24,IN_PERSON_PICKUP,273292,1534614.83,9.1625,43.13,18.144,15.56,13732,9271,22.643,2993,94.965,49.31,2.195,5390,68.09,0.265,95.66,0.2771
2021-06-25,DIRECT_DEPOSIT,1216880,45292383.51,9.4653,416.36,39.733,24.17,18257,13653,42.72,2291,89.4671,13.75,11.809,4676,104.4,7.354,0.71,0.7328
2021-06-26,CHECK,1184977,91989092.18,20.9752,554.98,10.653,45.04,9386,4447,8.298,716,87.7072,69.17,5.858,7296,81.43,0.189,58.88,0.2764
2021-06-27,CHECK,929399,52518360.08,19.2082,512.63,7.104,4.55,12699,915,8.356,4283,85.2953,26.31,8.262,6811,83.68,9.18,33.07,0.1622
2021-06-28,IN_PERSON_PICKUP,112384,7555851.99,3.5471,215.06,27.678,19.05,19079,15071,31.969,5069,96.9454,40.17,11.5,4416,47.24,7.515,74.25,0.5907
2021-06-29,VOUCHER,1985151,122486707.94,4.7993,139.74,4.543,23.41,21520,10865,27.227,1633,96.6345,33.4,5.448,1594,61.45,2.053,81.68,0.1147
2021-06-30,EBT_CARD,1905137,99515061.83,5.8459,338.4,27.815,31.05,14401,8833,41.567,2159,95.8446,57.24,5.029,7110,13.59,7.539,75.28,0.5501
2021-07-01,DIRECT_DEPOSIT,1522727,115522467.69,22.8724,492.13,37.124,53.68,5238,2599,3.789,294,88.7357,43.19,5.641,7409,117.48,5.164,58.51,0.0124
2021-07-02,EBT_CARD,2479959,78750706.47,7.4014,324.45,28.39,49.44,8919,12025,0.645,1541,96.3518,31.16,10.194,4831,77.29,7.61,29.21,0.1958
2021-07-03,EBT_CARD,1850848,96547430.0,11.2226,318.27,16.989,48.82,4310,8560,1.787,938,96.7629,35.12,5.828,3192,95.43,1.986,36.99,0.0416
2021-07-04,EBT_CARD,1698945,46256919.22,12.6526,136.88,16.573,5.98,1999,18089,8.755,2898,93.075,85.15,11.471,2420,69.1,7.275,26.9,0.445
2021-07-05,DIRECT_DEPOSIT,737762,21311497.45,6.0118,70.5,34.541,5.79,703,11833,29.506,1869,97.3211,43.15,6.935,7469,60.57,2.13,21.83,0.6903
2021-07-06,DIRECT_DEPOSIT,845164,7937870.52,10.4366,201.21,12.193,24.24,10111,3140,10.592,1800,88.9602,37.25,6.889,7743,2.61,5.09,59.46,0.2862
2021-07-07,IN_PERSON_PICKUP,2456224,165902067.89,9.001,64.22,13.731,2.32,18626,5234,19.304,1257,86.8773,46.06,3.891,2332,65.12,6.494,23.62,0.2334
2021-07-08,EBT_CARD,613728,11485407.48,14.5201,205.4,25.695,11.1,20432,1511,26.757,3100,86.6744,37.61,10.488,1147,86.95,8.549,9.67,0.0478
2021-07-09,EBT_CARD,560160,46776530.4,19.8924,537.78,14.659,29.72,3363,14689,26.265,4196,86.7915,78.71,9.159,3402,0.68,9.661,82.59,0.5287
2021-07-10,DIRECT_DEPOSIT,474187,30080937.56,17.1617,345.21,32.664,8.64,21895,10575,40.153,4534,87.3456,18.4,5.951,7427,57.04,6.783,18.94,0.8415
2021-07-11,MOBILE_WALLET,1363021,87022330.98,4.1629,182.95,26.104,56.55,846,5362,20.86,798,85.6337,80.58,0.377,6780,57.85,2.342,9.93,0.8056
2021-07-12,EBT_CARD,1401244,14895620.3,11.4657,280.63,41.384,40.67,23363,15071,31.012,4356,96.8398,94.82,0.669,61,68.89,9.289,51.5,0.7043
2021-07-13,IN_PERSON_PICKUP,413626,18507606.15,14.2722,354.32,20.21,9.79,9618,5243,21.146,1554,90.3139,75.57,2.994,6128,112.98,7.759,21.74,0.8343
2021-07-14,EBT_CARD,1076352,21530633.99,23.1633,148.29,40.491,37.95,23688,10258,37.321,5174,93.31,13.61,6.433,2686,109.67,9.946,66.64,0.0054
2021-07-15,EBT_CARD,1123368,63161896.63,11.5914,254.22,29.783,44.34,19601,730,4.368,23,100.0281,59.47,7.595,5377,28.24,9.356,27.63,0.6913
2021-07-16,IN_PERSON_PICKUP,870445,59387681.24,15.799,15.18,26.128,27.21,4272,11771,21.774,1165,89.0752,76.94,9.568,4705,50.14,1.94,75.29,0.8367
2021-07-17,EBT_CARD,1823559,71253783.95,13.5935,442.25,8.974,1.39,2940,17688,26.144,1324,96.2743,18.44,8.484,5294,83.61,8.627,68.3,0.69
2021-07-18,EBT_CARD,1965066,13175709.01,4.0327,284.78,18.566,45.75,625,8140,5.326,5162,93.9694,53.2,2.793,2921,47.75,3.4,23.41,0.1955
2021-07-19,DIRECT_DEPOSIT,576727,38136766.02,11.0664,365.13,22.116,37.39,14594,16783,37.443,1137,94.4485,30.12,11.863,5419,118.33,4.942,13.57,0.283
2021-07-20,MOBILE_WALLET,140268,6247314.83,17.2891,284.87,13.953,8.4,10205,10268,12.914,1779,99.5516,91.53,10.138,5464,38.47,1.366,51.76,0.5781
2021-07-21,EBT_CARD,559043,8089561.87,14.5893,97.53,43.593,33.67,4011,15752,19.746,328,94.1337,79.42,6.403,4086,95.87,9.668,24.54,0.8651
2021-07-22,DIRECT_DEPOSIT,878259,69215338.76,4.62,82.1,37.997,5.61,18480,16084,29.022,4855,93.7558,96.69,7.361,4909,8.78,6.976,18.77,0.0548
2021-07-23,EBT_CARD,1152322,67870037.03,23.2399,84.68,1.041,2.12,4995,12285,19.74,5209,99.4339,55.99,7.618,1543,77.75,4.163,26.16,0.6854
2021-07-24,CHECK,2323511,144205969.71,2.4375,424.71,24.526,29.66,24660,7180,25.376,2370,92.622,88.79,11.937,4589,86.69,5.598,1.61,0.1893
2021-07-25,EBT_CARD,3263,90200.07,7.4497,147.27,17.805,34.5,3879,1061,4.709,947,90.6211,71.56,0.001,2743,50.79,9.36,21.65,0.946
2021-07-26,IN_PERSON_PICKUP,759290,23897881.53,5.0371,29.43,14.192,29.05,14776,17809,11.961,3368,88.4202,50.43,3.113,1299,117.66,1.134,44.83,0.2211
2021-07-27,DIRECT_DEPOSIT,2180568,170667595.61,4.0636,188.37,11.404,31.66,16510,18626,14.743,60,85.9243,24.1,8.285,7435,3.62,4.674,93.81,0.8842
2021-07-28,CHECK,1770942,54597551.97,7.2475,124.05,26.19,40.6,19475,18758,36.793,1987,90.7224,78.72,11.042,5349,65.28,0.248,87.1,0.7957
2021-07-29,EBT_CARD,387443,20139622.6,21.6786,442.74,31.244,10.93,6108,10271,9.74,3463,99.1245,89.15,6.576,6517,18.71,6.76,69.5,0.4793
2021-07-30,EBT_CARD,2171854,26507138.07,5.7315,52.65,13.454,47.78,11545,11868,27.761,5189,95.1356,36.78,0.874,1452,103.98,0.061,11.32,0.0321
2021-07-31,EBT_CARD,1386723,78883967.93,3.7124,73.51,24.556,9.27,22038,5895,34.24,4119,98.0717,63.64,9.558,6679,37.07,1.54,7.61,0.9391
2021-08-01,EBT_CARD,952363,59553569.11,18.6341,392.59,37.842,57.93,6230,16847,4.504,5503,88.1628,37.85,9.958,6106,86.4,3.938,97.48,0.9486
2021-08-02,EBT_CARD,750210,33200231.44,18.3066,68.58,3.735,3.6,19065,15165,30.282,4558,92.5709,34.25,8.4,5385,74.86,4.543,22.8,0.9213
2021-08-03,EBT_CARD,2408481,24383377.05,9.3093,143.29,12.209,16.31,17722,865,7.338,3327,94.4,43.57,3.88,1461,78.13,8.108,38.56,0.5182
2021-08-04,IN_PERSON_PICKUP,1606966,11369740.02,4.3657,355.47,44.058,13.78,16702,5776,13.438,5726,94.8981,40.54,8.308,6265,60.75,1.763,47.05,0.7536
2021-08-05,EBT_CARD,1612139,45726243.94,11.0905,265.44,18.194,8.11,16643,5940,4.884,4837,91.7062,66.22,5.413,3516,30.12,8.942,51.61,0.8123
2021-08-06,DIRECT_DEPOSIT,2390733,132036573.44,12.376,22.06,37.471,4.57,10378,13583,14.326,5646,98.4943,23.83,1.807,3674,11.11,1.309,26.78,0.9667
2021-08-07,EBT_CARD,1822292,22165275.98,23.4277,315.77,33.306,54.69,2637,16279,42.829,4460,96.4114,80.75,11.233,2267,7.09,2.166,27.49,0.9504
2021-08-08,CHECK,562029,15301136.11,18.3014,189.02,24.715,48.16,23383,17285,27.812,1313,94.1245,74.68,10.359,3359,89.64,0.928,73.34,0.2655
2021-08-09,EBT_CARD,75882,1959841.87,8.9227,477.49,4.336,7.05,23593,17396,41.578,3845,86.7626,43.34,2.117,273,110.44,8.276,49.17,0.8929
2021-08-10,DIRECT_DEPOSIT,1462549,55481233.58,7.4608,238.7,19.093,39.39,5952,13159,16.54,2455,92.6307,63.39,3.32,6895,57.8,9.663,12.26,0.4992
2021-08-11,EBT_CARD,389577,28717397.52,16.8102,569.72,32.308,41.16,24979,17713,9.618,1107,98.6058,45.93,5.092,7413,115.66,9.059,4.84,0.5695
2021-08-12,EBT_CARD,491539,32214519.67,22.3289,106.26,15.429,49.12,22567,9229,32.603,5964,86.6819,47.06,4.984,5356,32.96,4.376,94.63,0.6014
2021-08-13,DIRECT_DEPOSIT,2422089,129890655.6,12.7315,310.03,36.715,24.3,1547,4145,22.515,2672,85.068,46.21,7.707,2083,17.25,0.557,54.82,0.2675
2021-08-14,EBT_CARD,670962,34838630.18,19.9953,176.49,22.867,42.26,3088,696,32.2,759,92.6041,66.95,10.47,3621,14.86,8.968,70.59,0.2105
2021-08-15,EBT_CARD,2119262,16240450.01,9.6312,203.39,15.971,57.5,747,16637,29.017,2554,96.0012,57.02,9.701,3510,52.76,9.373,65.52,0.1392
2021-08-16,DIRECT_DEPOSIT,175773,6201869.69,20.6256,506.65,33.722,43.72,16431,2773,15.154,4315,93.6913,72.2,7.425,5822,46.96,2.019,39.16,0.7553
2021-08-17,EBT_CARD,585786,21686385.6,24.8494,191.11,4.39,56.33,3087,7598,37.584,783,99.4024,33.85,7.197,1560,7.44,8.677,79.54,0.3369
2021-08-18,MOBILE_WALLET,1658892,24688478.87,11.5468,256.08,22.514,28.78,1911,12265,19.462,2734,86.4155,25.98,4.189,4477,36.63,3.03,4.85,0.9043
2021-08-19,EBT_CARD,224982,13491685.28,4.3769,220.76,24.918,44.76,5757,4377,23.208,4567,91.8086,39.84,1.33,2474,19.7,0.247,72.54,0.0206
2021-08-20,DIRECT_DEPOSIT,1845192,70218674.54,1.2776,509.97,36.788,56.0,16156,12517,12.726,4070,91.7467,38.62,8.911,5428,96.75,2.344,67.78,0.9625
2021-08-21,DIRECT_DEPOSIT,387173,3429113.45,21.7249,558.35,44.885,4.77,22327,15398,42.868,5577,89.6888,97.54,1.767,6030,107.14,6.226,40.1,0.3122
2021-08-22,DIRECT_DEPOSIT,1781156,135699746.88,22.1015,335.46,5.618,40.82,3696,9776,13.589,5881,99.2149,70.68,8.534,7785,62.96,3.34,21.3,0.4005
2021-08-23,EBT_CARD,1190122,26586235.43,3.5089,188.27,37.777,39.94,4396,13766,36.212,1656,99.642,10.98,2.867,5335,84.21,9.646,25.51,0.4056
2021-08-24,CHECK,1697047,130140979.84,3.3129,245.92,21.233,10.25,3630,18227,22.41,3009,91.1931,15.09,0.569,2502,90.5,6.385,34.68,0.231
2021-08-25,MOBILE_WALLET,513076,8849768.21,21.8306,358.85,39.206,33.98,2334,11773,16.267,2931,88.6502,99.96,2.437,7553,54.27,2.648,10.07,0.1815
2021-08-26,EBT_CARD,2160809,176965555.99,14.7605,305.17,32.588,54.44,3948,14907,18.313,5539,92.2833,16.5,5.284,4226,76.51,0.144,76.11,0.6724
2021-08-27,EBT_CARD,1780571,96475592.42,14.1107,487.13,12.454,35.72,8163,4137,32.939,2915,99.7064,46.87,11.824,5939,37.27,5.705,10.27,0.7158
2021-08-28,EBT_CARD,921,22338.95,8.9969,238.89,38.164,16.23,8482,2247,13.798,5821,98.9555,36.55,3.98,1287,32.39,9.697,70.09,0.7347
2021-08-29,DIRECT_DEPOSIT,2086034,45254273.81,24.7486,215.26,17.53,41.39,23339,1447,44.725,4986,90.6486,69.4,3.84,6572,31.18,1.109,80.12,0.1604
2021-08-30,EBT_CARD,1056875,33494796.8,8.2567,278.74,24.663,57.19,16688,10572,23.359,1862,85.9117,39.01,2.413,3236,102.95,7.019,21.36,0.9677
2021-08-31,EBT_CARD,1587750,28012816.51,12.277,158.98,9.608,57.2,4578,18900,32.839,3513,98.6458,54.26,4.285,2248,35.04,7.581,78.23,0.9779
2021-09-01,DIRECT_DEPOSIT,1937572,114023229.67,22.8048,171.15,17.106,33.65,514,13166,44.452,564,92.5609,28.48,0.421,2210,80.57,8.587,97.93,0.1521
2021-09-02,CHECK,615858,28992450.78,1.3161,254.71,20.504,7.01,19500,17111,30.468,3856,94.898,52.45,10.646,3135,74.93,9.791,62.67,0.7996
2021-09-03,EBT_CARD,1022902,80218351.36,12.449,466.19,42.272,40.24,3670,15227,3.77,1116,86.2461,84.64,8.138,1079,32.36,2.867,98.58,0.9291
2021-09-04,EBT_CARD,2112775,138078026.81,0.7839,476.52,18.569,51.51,2583,3624,43.868,5675,87.5252,17.31,11.987,357,119.55,2.093,84.05,0.15
2021-09-05,EBT_CARD,364479,23371775.56,19.4675,17.13,18.039,39.93,15419,13447,41.442,4678,85.2613,15.81,2.363,301,80.09,1.498,14.36,0.7707
2021-09-06,DIRECT_DEPOSIT,733281,28761410.68,9.405,394.9,31.267,45.46,6155,17070,33.795,5291,96.6824,23.44,10.551,5471,114.22,8.146,52.91,0.8321
2021-09-07,DIRECT_DEPOSIT,80194,6620991.53,10.4209,14.88,41.355,10.27,4524,8513,43.167,4758,92.8835,65.43,3.481,3164,101.78,6.398,50.35,0.7872
2021-09-08,EBT_CARD,1822680,120396435.57,13.7826,95.33,20.332,2.01,24645,2904,29.572,1820,90.4526,10.87,1.907,2509,6.02,1.548,77.88,0.7538
2021-09-09,EBT_CARD,684884,13093370.16,19.0114,307.47,38.002,57.68,4454,2600,27.642,4845,96.5777,62.04,11.849,6510,111.81,0.582,12.29,0.7747
2021-09-10,EBT_CARD,1849329,88205673.54,2.0896,98.66,29.742,42.59,3511,1059,8.449,2750,94.4318,57.16,4.128,1604,76.59,2.519,14.8,0.5495
2021-09-11,MOBILE_WALLET,1533668,21822718.23,24.828,270.77,38.806,29.01,9249,18993,19.922,726,89.6879,69.73,1.591,2443,63.59,5.229,13.83,0.3915
2021-09-12,DIRECT_DEPOSIT,1059532,21370487.82,16.2385,429.06,21.038,30.98,5740,12446,21.02,4630,91.445,31.63,6.921,5606,76.17,0.518,75.85,0.6272
2021-09-13,DIRECT_DEPOSIT,347088,14389628.31,8.1937,136.62,38.786,26.34,5801,7129,8.311,3823,86.4011,20.81,3.004,2849,10.79,3.326,78.11,0.4483
2021-09-14,DIRECT_DEPOSIT,1945628,10685733.56,21.8655,18.37,41.44,37.13,23653,5170,44.705,2948,95.7222,64.83,11.278,393,16.83,9.555,2.04,0.8215
2021-09-15,EBT_CARD,1613378,130387292.33,2.9074,461.67,44.818,1.63,13006,7694,44.031,3024,88.6443,65.91,7.255,6594,63.29,6.83,9.4,0.7271
2021-09-16,MOBILE_WALLET,1335729,59100044.14,19.6592,307.8,24.831,11.64,8645,14098,21.797,2325,92.4664,67.78,1.862,2190,71.84,7.745,50.11,0.4598
2021-09-17,EBT_CARD,630533,32748564.81,5.5872,590.83,1.265,50.86,19243,11692,19.506,5719,98.2045,83.07,11.368,6867,109.36,5.925,36.66,0.2379
2021-09-18,EBT_CARD,687857,48044986.6,23.2351,289.34,25.725,38.91,22234,7234,21.748,127,88.9836,81.22,6.51,3820,60.97,5.613,36.16,0.5431
2021-09-19,CHECK,367986,18213346.78,15.3407,182.08,32.733,54.17,6946,8683,38.832,628,96.8457,58.2,8.799,1036,19.15,8.769,13.1,0.366
2021-09-20,EBT_CARD,2289896,17755902.13,17.4619,116.17,44.575,22.23,23400,10198,19.476,2138,89.2848,46.85,0.981,2031,69.77,4.569,47.01,0.2664
2021-09-21,VOUCHER,1616499,53644582.56,9.5888,553.64,43.467,2.51,19254,12667,0.071,2341,88.9709,95.33,10.358,2090,80.66,7.551,93.62,0.278
2021-09-22,EBT_CARD,2190912,152599994.3,17.8022,199.98,12.923,17.03,3256,14347,25.826,1144,92.517,16.42,7.623,726,105.72,1.403,79.21,0.1895
2021-09-23,EBT_CARD,1283928,84585919.57,21.6604,333.31,6.726,14.55,16497,4403,25.852,3079,88.8611,14.03,10.203,4611,34.76,7.312,1.1,0.8907
2021-09-24,CHECK,528576,8945065.85,24.5688,405.57,33.099,54.48,20158,3574,13.593,5601,99.6802,16.7,1.095,2258,11.02,1.533,91.23,0.9575
2021-09-25,EBT_CARD,299238,5259173.92,5.6974,350.09,6.135,51.36,7189,13501,27.404,2792,97.2963,88.02,7.715,4299,31.55,6.092,85.32,0.0249
2021-09-26,VOUCHER,2424641,24875348.48,3.0083,236.67,43.172,42.26,1569,2602,8.08,3346,92.6554,62.11,7.886,6806,55.2,1.224,8.9,0.2663
2021-09-27,DIRECT_DEPOSIT,317517,23959127.09,10.8857,443.35,23.637,6.78,14014,13377,1.383,5275,87.7125,56.35,10.919,7332,94.31,6.259,28.38,0.2382
2021-09-28,EBT_CARD,848536,34109608.76,14.7035,451.21,0.991,32.84,11805,1708,30.123,2667,89.5486,48.86,2.682,1870,73.87,0.821,81.3,0.4294
2021-09-29,EBT_CARD,2273483,122240608.81,0.4819,354.86,33.731,49.55,7380,2476,1.964,3114,89.1207,82.83,11.059,1882,93.79,0.761,39.26,0.3744
2021-09-30,DIRECT_DEPOSIT,1589924,91529568.95,24.5025,543.02,1.791,5.62,5722,16228,40.188,380,97.1798,39.53,0.589,114,24.59,7.933,42.87,0.4903
2021-10-01,EBT_CARD,2086529,24784283.65,24.7357,13.9,16.356,23.75,8716,9231,13.094,1211,93.6259,16.83,6.41,6197,8.77,1.164,55.81,0.2022
2021-10-02,DIRECT_DEPOSIT,1250815,98221330.58,18.5568,479.86,42.731,7.78,4729,16356,7.186,409,97.054,21.77,4.944,4882,33.39,8.319,5.53,0.5308
2021-10-03,VOUCHER,384398,10617546.17,10.8626,339.68,26.342,35.91,6033,12551,37.956,4558,92.7421,91.78,3.065,3499,62.7,3.685,94.17,0.7912
2021-10-04,DIRECT_DEPOSIT,2069375,61857799.76,13.3423,467.73,19.459,15.03,9767,12091,4.816,2697,87.9072,55.24,8.554,1493,38.3,5.537,48.45,0.1401
2021-10-05,EBT_CARD,678078,31010384.63,5.5633,464.78,28.899,35.76,19110,4055,42.789,5613,91.9603,85.53,8.419,7526,2.81,4.656,20.31,0.3228
2021-10-06,EBT_CARD,2410778,127671860.27,0.5335,362.24,19.537,50.83,20406,6289,42.912,642,94.7184,15.3,9.676,7023,53.08,8.936,63.3,0.381
2021-10-07,EBT_CARD,1783168,47943404.2,13.8044,192.11,15.481,9.18,14082,2438,2.931,5750,97.0165,85.76,10.761,4773,117.85,2.75,23.59,0.4677
2021-10-08,EBT_CARD,945214,26229145.31,19.4308,473.28,1.978,10.99,22459,11646,38.625,4081,89.1126,30.42,2.798,913,118.84,2.91,25.63,0.9516
2021-10-09,EBT_CARD,125808,10162977.79,14.4297,106.53,12.476,10.36,1656,3470,2.531,4154,99.3997,41.98,11.466,3479,28.82,3.806,37.73,0.7011
2021-10-10,EBT_CARD,1467292,114748844.18,11.0387,297.27,30.901,28.04,19139,4316,43.29,5606,90.4348,22.55,3.189,5423,78.68,6.761,68.65,0.9685
2021-10-11,VOUCHER,1583430,25815545.97,20.5279,287.51,41.448,2.38,2691,3244,24.111,2526,89.2569,27.25,1.313,5588,28.63,9.931,0.68,0.9994
2021-10-12,MOBILE_WALLET,181306,4272714.14,20.8024,245.88,6.758,3.62,9930,2779,36.001,1294,90.173,69.97,10.351,3107,17.87,6.449,50.74,0.083
2021-10-13,DIRECT_DEPOSIT,1528823,86942156.07,12.5867,477.68,35.841,39.54,4258,10626,26.543,3423,95.5341,87.85,11.129,1502,79.14,6.967,84.88,0.0591
2021-10-14,EBT_CARD,431596,9980496.73,7.7818,408.66,35.281,26.08,20446,17808,32.869,3423,88.7692,81.61,0.578,7817,77.2,6.109,12.66,0.8244
2021-10-15,CHECK,1863175,12989377.27,0.2249,461.81,28.097,12.2,3212,5600,5.727,4805,85.8493,27.27,3.509,1526,96.81,8.66,7.45,0.8769
2021-10-16,EBT_CARD,376880,21153767.63,7.2419,446.43,41.599,48.13,20379,12011,38.277,1721,85.4034,44.41,9.573,6841,36.79,4.961,16.66,0.1678
2021-10-17,EBT_CARD,55719,3693236.45,10.7078,351.28,34.167,24.06,20182,1331,16.559,4967,93.7845,34.65,2.488,1378,27.94,2.15,32.03,0.8928
2021-10-18,DIRECT_DEPOSIT,165758,10606725.76,2.4648,478.02,29.978,52.12,22036,14793,40.678,4372,97.4876,94.51,7.137,1187,67.89,9.316,47.57,0.7382
